tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,data_asset_id,data_asset_name,data_owner,system_of_record,lineage,consumers,quality_score,governance_status
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-2,Client servicing data product,v4_synthetic_pack,Chief Data & Analytics Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-DATA-001,Customer gold record (deposits+cards+lending+wealth),Chief Data & Analytics Officer,Core Banking,Core Banking -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,56,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-119,Risk management data product,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,119,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0118,Model risk inventory & evidence store,Chief Risk Officer,Risk Analytics,Risk Analytics -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,55,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-120,Credit workflow data product,v4_synthetic_pack,Head of Wealth Management,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,120,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0119,Wealth advisory analytics dataset,Head of Wealth Management,Loan Origination,Loan Origination -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,60,Steward assigned
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-121,Liquidity management data product,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,121,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0120,Marketing & engagement dataset,Head of Consumer Banking,Treasury,Treasury -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,57,Needs lineage review
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-122,Client servicing data product,v4_synthetic_pack,Chief Data & Analytics Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,122,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0121,Customer gold record (deposits+cards+lending+wealth),Chief Data & Analytics Officer,Core Banking,Core Banking -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,56,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-123,Payments data product,v4_synthetic_pack,BSA/AML Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,123,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0122,Transaction monitoring feature store,BSA/AML Officer,Payments Hub,Payments Hub -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,61,Steward assigned
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-124,Advisor productivity data product,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,124,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0123,Fraud real-time feature store,Chief Risk Officer,Wealth CRM,Wealth CRM -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,64,Needs lineage review
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-125,Risk management data product,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,125,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0124,Credit risk modeling dataset,Chief Risk Officer,Risk Analytics,Risk Analytics -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,59,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-126,Credit workflow data product,v4_synthetic_pack,Chief Financial Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,126,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0125,Regulatory finance mart,Chief Financial Officer,Loan Origination,Loan Origination -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,67,Steward assigned
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-127,Liquidity management data product,v4_synthetic_pack,Head of Customer Experience,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,127,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0126,Contact center interaction corpus,Head of Customer Experience,Treasury,Treasury -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,52,Needs lineage review
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-128,Client servicing data product,v4_synthetic_pack,Chief Operating Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,128,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0127,Payments operations event store,Chief Operating Officer,Core Banking,Core Banking -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,58,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-129,Payments data product,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,129,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0128,Model risk inventory & evidence store,Chief Risk Officer,Payments Hub,Payments Hub -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,55,Steward assigned
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-130,Advisor productivity data product,v4_synthetic_pack,Head of Wealth Management,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,130,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0129,Wealth advisory analytics dataset,Head of Wealth Management,Wealth CRM,Wealth CRM -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,60,Needs lineage review
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-131,Risk management data product,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,131,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0130,Marketing & engagement dataset,Head of Consumer Banking,Risk Analytics,Risk Analytics -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,57,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-132,Credit workflow data product,v4_synthetic_pack,Chief Data & Analytics Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,132,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0131,Customer gold record (deposits+cards+lending+wealth),Chief Data & Analytics Officer,Loan Origination,Loan Origination -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,56,Steward assigned
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-133,Liquidity management data product,v4_synthetic_pack,BSA/AML Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,133,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0132,Transaction monitoring feature store,BSA/AML Officer,Treasury,Treasury -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,61,Needs lineage review
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-134,Client servicing data product,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,134,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0133,Fraud real-time feature store,Chief Risk Officer,Core Banking,Core Banking -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,64,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-135,Payments data product,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,135,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0134,Credit risk modeling dataset,Chief Risk Officer,Payments Hub,Payments Hub -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,59,Steward assigned
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-136,Advisor productivity data product,v4_synthetic_pack,Chief Financial Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,136,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0135,Regulatory finance mart,Chief Financial Officer,Wealth CRM,Wealth CRM -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,67,Needs lineage review
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-137,Risk management data product,v4_synthetic_pack,Head of Customer Experience,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,137,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0136,Contact center interaction corpus,Head of Customer Experience,Risk Analytics,Risk Analytics -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,52,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-138,Credit workflow data product,v4_synthetic_pack,Chief Operating Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,138,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0137,Payments operations event store,Chief Operating Officer,Loan Origination,Loan Origination -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,58,Steward assigned
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-139,Liquidity management data product,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,139,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0138,Model risk inventory & evidence store,Chief Risk Officer,Treasury,Treasury -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,55,Needs lineage review
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-140,Client servicing data product,v4_synthetic_pack,Head of Wealth Management,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,140,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0139,Wealth advisory analytics dataset,Head of Wealth Management,Core Banking,Core Banking -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,60,Certified
first-capital,Financial Services Demo,v6.0,data_asset_integration,first-capital-financial-data_asset_integration-141,Payments data product,v4_synthetic_pack,Head of Consumer Banking,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,141,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FIRSTCAPITAL-DATA-0140,Marketing & engagement dataset,Head of Consumer Banking,Payments Hub,Payments Hub -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,57,Steward assigned
first-capital,Financial Services Demo,v6.0,data_asset_integration,FC-INT-0001,Advisor productivity data product,v4_synthetic_pack,Integration & API Platform,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-INT-0001,Featurespace SAR Filing,Integration & API Platform,Featurespace SAR Filing,Featurespace SAR Filing,ServiceNow CMDB,0.14,none_reported
first-capital,Financial Services Demo,v6.0,data_asset_integration,FC-INT-0002,Risk management data product,v4_synthetic_pack,Integration & API Platform,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-INT-0002,Alkami Digital Onboarding,Integration & API Platform,Alkami Digital Onboarding,Alkami Digital Onboarding,Oracle Expense,1.42,none_reported
first-capital,Financial Services Demo,v6.0,data_asset_integration,FC-INT-0003,Credit workflow data product,v4_synthetic_pack,Integration & API Platform,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-INT-0003,Q2 Online Banking,Integration & API Platform,Q2 Online Banking,Q2 Online Banking,Temenos GL Posting Engine 4,1.17,none_reported
first-capital,Financial Services Demo,v6.0,data_asset_integration,FC-INT-0004,Liquidity management data product,v4_synthetic_pack,Integration & API Platform,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-INT-0004,SAS Sanctions Screening,Integration & API Platform,SAS Sanctions Screening,SAS Sanctions Screening,Murex Credit Risk Engine 3,1.13,none_reported
first-capital,Financial Services Demo,v6.0,data_asset_integration,FC-INT-0005,Client servicing data product,v4_synthetic_pack,Integration & API Platform,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-INT-0005,Thought Machine Loan Servicing,Integration & API Platform,Thought Machine Loan Servicing,Thought Machine Loan Servicing,Moody's Limits Manager,0.71,none_reported
first-capital,Financial Services Demo,v6.0,data_asset_integration,FC-INT-0006,Payments data product,v4_synthetic_pack,Integration & API Platform,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-INT-0006,Calypso Collateral Manager,Integration & API Platform,Calypso Collateral Manager,Calypso Collateral Manager,dbt Labs Catalog & Lineage,0.17,none_reported
first-capital,Financial Services Demo,v6.0,data_asset_integration,FC-INT-0007,Advisor productivity data product,v4_synthetic_pack,Integration & API Platform,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-INT-0007,Databricks BI Semantic Layer 2,Integration & API Platform,Databricks BI Semantic Layer 2,Databricks BI Semantic Layer 2,FIS Covenant Tracker 2,1.01,none_reported
first-capital,Financial Services Demo,v6.0,data_asset_integration,FC-INT-0008,Risk management data product,v4_synthetic_pack,Integration & API Platform,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-INT-0008,Fiserv Account Master 3,Integration & API Platform,Fiserv Account Master 3,Fiserv Account Master 3,Marqeta Card Issuance 3,1.07,none_reported
first-capital,Financial Services Demo,v6.0,data_asset_integration,FC-INT-0009,Credit workflow data product,v4_synthetic_pack,Integration & API Platform,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-INT-0009,Microsoft Dynamics Customer 360,Integration & API Platform,Microsoft Dynamics Customer 360,Microsoft Dynamics Customer 360,BlackRock Aladdin Performance Reporting,1.43,none_reported
first-capital,Financial Services Demo,v6.0,data_asset_integration,FC-INT-0010,Liquidity management data product,v4_synthetic_pack,Integration & API Platform,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-INT-0010,Q2 Spreading Engine 2,Integration & API Platform,Q2 Spreading Engine 2,Q2 Spreading Engine 2,Backbase Campaign Engine,1.70,none_reported
first-capital,Financial Services Demo,v6.0,data_asset_integration,FC-INT-0011,Client servicing data product,v4_synthetic_pack,Integration & API Platform,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,12,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-INT-0011,BlackRock Aladdin Advisory Workstation 3,Integration & API Platform,BlackRock Aladdin Advisory Workstation 3,BlackRock Aladdin Advisory Workstation 3,Collibra ML Serving 2,1.28,no_replay
first-capital,Financial Services Demo,v6.0,data_asset_integration,FC-INT-0012,Payments data product,v4_synthetic_pack,Integration & API Platform,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,13,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-INT-0012,Thought Machine Loan Servicing 3,Integration & API Platform,Thought Machine Loan Servicing 3,Thought Machine Loan Servicing 3,Kyriba Liquidity Monitor 3,1.79,none_reported
first-capital,Financial Services Demo,v6.0,data_asset_integration,FC-INT-0013,Advisor productivity data product,v4_synthetic_pack,Integration & API Platform,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,14,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-INT-0013,Thought Machine Account Master 4,Integration & API Platform,Thought Machine Account Master 4,Thought Machine Account Master 4,Numerix Limits Manager 2,1.21,manual_repair
first-capital,Financial Services Demo,v6.0,data_asset_integration,FC-INT-0014,Risk management data product,v4_synthetic_pack,Integration & API Platform,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,15,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-INT-0014,Envestnet Advisory Workstation 2,Integration & API Platform,Envestnet Advisory Workstation 2,Envestnet Advisory Workstation 2,Thought Machine Loan Servicing 2,0.68,none_reported
first-capital,Financial Services Demo,v6.0,data_asset_integration,FC-INT-0015,Credit workflow data product,v4_synthetic_pack,Integration & API Platform,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,16,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-INT-0015,FIS Statements 2,Integration & API Platform,FIS Statements 2,FIS Statements 2,Alkami Mobile Banking 2,1.06,none_reported
first-capital,Financial Services Demo,v6.0,data_asset_integration,FC-INT-0016,Liquidity management data product,v4_synthetic_pack,Integration & API Platform,synthetic_demo,family-3-data-connectivity/F10_integrations-interfaces.csv,17,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,FC-INT-0016,Moody's Stress Test Platform 3,Integration & API Platform,Moody's Stress Test Platform 3,Moody's Stress Test Platform 3,Splunk Service Management 2,1.73,pii_in_payload
