role_id,team_id,title,fte_type,location,critical_skill
TEAM-FCF-COMMLEND-ROLE-025,TEAM-FCF-COMMLEND,Business Analyst,employee,Charlotte,lending
TEAM-FCF-COMMLEND-ROLE-026,TEAM-FCF-COMMLEND,SRE,employee,New York,lending
TEAM-FCF-COMMLEND-ROLE-027,TEAM-FCF-COMMLEND,Security Analyst,employee,Dallas,lending
TEAM-FCF-COMMLEND-ROLE-028,TEAM-FCF-COMMLEND,Data Engineer,system_integrator,Chicago,lending
TEAM-FCF-COMMLEND-ROLE-029,TEAM-FCF-COMMLEND,QA Engineer,employee,Remote,lending
TEAM-FCF-COMMLEND-ROLE-030,TEAM-FCF-COMMLEND,Engineer,employee,Charlotte,lending
TEAM-FCF-COMMLEND-ROLE-031,TEAM-FCF-COMMLEND,Senior Engineer,employee,New York,lending
TEAM-FCF-COMMLEND-ROLE-032,TEAM-FCF-COMMLEND,Principal Engineer,employee,Dallas,lending
TEAM-FCF-COMMLEND-ROLE-033,TEAM-FCF-COMMLEND,Product Manager,contractor,Chicago,lending
TEAM-FCF-COMMLEND-ROLE-034,TEAM-FCF-COMMLEND,Scrum Master,employee,Remote,lending
TEAM-FCF-COMMLEND-ROLE-035,TEAM-FCF-COMMLEND,Business Analyst,system_integrator,Charlotte,lending
TEAM-FCF-COMMLEND-ROLE-036,TEAM-FCF-COMMLEND,SRE,employee,New York,lending
TEAM-FCF-COMMLEND-ROLE-037,TEAM-FCF-COMMLEND,Security Analyst,employee,Dallas,lending
TEAM-FCF-COMMLEND-ROLE-038,TEAM-FCF-COMMLEND,Data Engineer,employee,Chicago,lending
TEAM-FCF-COMMLEND-ROLE-039,TEAM-FCF-COMMLEND,QA Engineer,employee,Remote,lending
TEAM-FCF-COMMLEND-ROLE-040,TEAM-FCF-COMMLEND,Engineer,employee,Charlotte,lending
TEAM-FCF-COMMLEND-ROLE-041,TEAM-FCF-COMMLEND,Senior Engineer,employee,New York,lending
TEAM-FCF-COMMLEND-ROLE-042,TEAM-FCF-COMMLEND,Principal Engineer,system_integrator,Dallas,lending
TEAM-FCF-COMMLEND-ROLE-043,TEAM-FCF-COMMLEND,Product Manager,employee,Chicago,lending
TEAM-FCF-COMMLEND-ROLE-044,TEAM-FCF-COMMLEND,Scrum Master,contractor,Remote,lending
TEAM-FCF-COMMLEND-ROLE-045,TEAM-FCF-COMMLEND,Business Analyst,employee,Charlotte,lending
TEAM-FCF-COMMLEND-ROLE-046,TEAM-FCF-COMMLEND,SRE,employee,New York,lending
TEAM-FCF-COMMLEND-ROLE-047,TEAM-FCF-COMMLEND,Security Analyst,employee,Dallas,lending
TEAM-FCF-COMMLEND-ROLE-048,TEAM-FCF-COMMLEND,Data Engineer,employee,Chicago,lending
TEAM-FCF-COMMLEND-ROLE-049,TEAM-FCF-COMMLEND,QA Engineer,system_integrator,Remote,lending
TEAM-FCF-COMMLEND-ROLE-050,TEAM-FCF-COMMLEND,Engineer,employee,Charlotte,lending
TEAM-FCF-COMMLEND-ROLE-051,TEAM-FCF-COMMLEND,Senior Engineer,employee,New York,lending
TEAM-FCF-COMMLEND-ROLE-052,TEAM-FCF-COMMLEND,Principal Engineer,employee,Dallas,lending
TEAM-FCF-COMMLEND-ROLE-053,TEAM-FCF-COMMLEND,Product Manager,employee,Chicago,lending
TEAM-FCF-COMMLEND-ROLE-054,TEAM-FCF-COMMLEND,Scrum Master,employee,Remote,lending
TEAM-FCF-COMMLEND-ROLE-055,TEAM-FCF-COMMLEND,Business Analyst,contractor,Charlotte,lending
TEAM-FCF-COMMLEND-ROLE-056,TEAM-FCF-COMMLEND,SRE,system_integrator,New York,lending
TEAM-FCF-COMMLEND-ROLE-057,TEAM-FCF-COMMLEND,Security Analyst,employee,Dallas,lending
TEAM-FCF-COMMLEND-ROLE-058,TEAM-FCF-COMMLEND,Data Engineer,employee,Chicago,lending
TEAM-FCF-COMMLEND-ROLE-059,TEAM-FCF-COMMLEND,QA Engineer,employee,Remote,lending
TEAM-FCF-COMMLEND-ROLE-060,TEAM-FCF-COMMLEND,Engineer,employee,Charlotte,lending
TEAM-FCF-COMMLEND-ROLE-061,TEAM-FCF-COMMLEND,Senior Engineer,employee,New York,lending
TEAM-FCF-COMMLEND-ROLE-062,TEAM-FCF-COMMLEND,Principal Engineer,employee,Dallas,lending
TEAM-FCF-COMMLEND-ROLE-063,TEAM-FCF-COMMLEND,Product Manager,system_integrator,Chicago,lending
TEAM-FCF-COMMLEND-ROLE-064,TEAM-FCF-COMMLEND,Scrum Master,employee,Remote,lending
TEAM-FCF-COMMLEND-ROLE-065,TEAM-FCF-COMMLEND,Business Analyst,employee,Charlotte,lending
TEAM-FCF-COMMLEND-ROLE-066,TEAM-FCF-COMMLEND,SRE,contractor,New York,lending
TEAM-FCF-COMMLEND-ROLE-067,TEAM-FCF-COMMLEND,Security Analyst,employee,Dallas,lending
TEAM-FCF-COMMLEND-ROLE-068,TEAM-FCF-COMMLEND,Data Engineer,employee,Chicago,lending
TEAM-FCF-COMMLEND-ROLE-069,TEAM-FCF-COMMLEND,QA Engineer,employee,Remote,lending
TEAM-FCF-COMMLEND-ROLE-070,TEAM-FCF-COMMLEND,Engineer,system_integrator,Charlotte,lending
TEAM-FCF-COMMLEND-ROLE-071,TEAM-FCF-COMMLEND,Senior Engineer,employee,New York,lending
TEAM-FCF-COMMLEND-ROLE-072,TEAM-FCF-COMMLEND,Principal Engineer,employee,Dallas,lending
TEAM-FCF-COMMLEND-ROLE-073,TEAM-FCF-COMMLEND,Product Manager,employee,Chicago,lending
TEAM-FCF-COMMLEND-ROLE-074,TEAM-FCF-COMMLEND,Scrum Master,employee,Remote,lending
TEAM-FCF-COMMLEND-ROLE-075,TEAM-FCF-COMMLEND,Business Analyst,employee,Charlotte,lending
TEAM-FCF-WEALTH-ROLE-001,TEAM-FCF-WEALTH,Senior Engineer,employee,New York,wealth
TEAM-FCF-WEALTH-ROLE-002,TEAM-FCF-WEALTH,Principal Engineer,employee,Dallas,wealth
TEAM-FCF-WEALTH-ROLE-003,TEAM-FCF-WEALTH,Product Manager,employee,Chicago,wealth
TEAM-FCF-WEALTH-ROLE-004,TEAM-FCF-WEALTH,Scrum Master,employee,Remote,wealth
TEAM-FCF-WEALTH-ROLE-005,TEAM-FCF-WEALTH,Business Analyst,employee,Charlotte,wealth
TEAM-FCF-WEALTH-ROLE-006,TEAM-FCF-WEALTH,SRE,employee,New York,wealth
TEAM-FCF-WEALTH-ROLE-007,TEAM-FCF-WEALTH,Security Analyst,system_integrator,Dallas,wealth
TEAM-FCF-WEALTH-ROLE-008,TEAM-FCF-WEALTH,Data Engineer,employee,Chicago,wealth
TEAM-FCF-WEALTH-ROLE-009,TEAM-FCF-WEALTH,QA Engineer,employee,Remote,wealth
TEAM-FCF-WEALTH-ROLE-010,TEAM-FCF-WEALTH,Engineer,employee,Charlotte,wealth
TEAM-FCF-WEALTH-ROLE-011,TEAM-FCF-WEALTH,Senior Engineer,contractor,New York,wealth
TEAM-FCF-WEALTH-ROLE-012,TEAM-FCF-WEALTH,Principal Engineer,employee,Dallas,wealth
TEAM-FCF-WEALTH-ROLE-013,TEAM-FCF-WEALTH,Product Manager,employee,Chicago,wealth
TEAM-FCF-WEALTH-ROLE-014,TEAM-FCF-WEALTH,Scrum Master,system_integrator,Remote,wealth
TEAM-FCF-WEALTH-ROLE-015,TEAM-FCF-WEALTH,Business Analyst,employee,Charlotte,wealth
TEAM-FCF-WEALTH-ROLE-016,TEAM-FCF-WEALTH,SRE,employee,New York,wealth
TEAM-FCF-WEALTH-ROLE-017,TEAM-FCF-WEALTH,Security Analyst,employee,Dallas,wealth
TEAM-FCF-WEALTH-ROLE-018,TEAM-FCF-WEALTH,Data Engineer,employee,Chicago,wealth
TEAM-FCF-WEALTH-ROLE-019,TEAM-FCF-WEALTH,QA Engineer,employee,Remote,wealth
TEAM-FCF-WEALTH-ROLE-020,TEAM-FCF-WEALTH,Engineer,employee,Charlotte,wealth
TEAM-FCF-WEALTH-ROLE-021,TEAM-FCF-WEALTH,Senior Engineer,system_integrator,New York,wealth
TEAM-FCF-WEALTH-ROLE-022,TEAM-FCF-WEALTH,Principal Engineer,contractor,Dallas,wealth
TEAM-FCF-WEALTH-ROLE-023,TEAM-FCF-WEALTH,Product Manager,employee,Chicago,wealth
TEAM-FCF-WEALTH-ROLE-024,TEAM-FCF-WEALTH,Scrum Master,employee,Remote,wealth
TEAM-FCF-WEALTH-ROLE-025,TEAM-FCF-WEALTH,Business Analyst,employee,Charlotte,wealth
TEAM-FCF-WEALTH-ROLE-026,TEAM-FCF-WEALTH,SRE,employee,New York,wealth
TEAM-FCF-WEALTH-ROLE-027,TEAM-FCF-WEALTH,Security Analyst,employee,Dallas,wealth
TEAM-FCF-WEALTH-ROLE-028,TEAM-FCF-WEALTH,Data Engineer,system_integrator,Chicago,wealth
TEAM-FCF-WEALTH-ROLE-029,TEAM-FCF-WEALTH,QA Engineer,employee,Remote,wealth
TEAM-FCF-WEALTH-ROLE-030,TEAM-FCF-WEALTH,Engineer,employee,Charlotte,wealth
TEAM-FCF-WEALTH-ROLE-031,TEAM-FCF-WEALTH,Senior Engineer,employee,New York,wealth
TEAM-FCF-WEALTH-ROLE-032,TEAM-FCF-WEALTH,Principal Engineer,employee,Dallas,wealth
TEAM-FCF-WEALTH-ROLE-033,TEAM-FCF-WEALTH,Product Manager,contractor,Chicago,wealth
TEAM-FCF-WEALTH-ROLE-034,TEAM-FCF-WEALTH,Scrum Master,employee,Remote,wealth
TEAM-FCF-WEALTH-ROLE-035,TEAM-FCF-WEALTH,Business Analyst,system_integrator,Charlotte,wealth
TEAM-FCF-WEALTH-ROLE-036,TEAM-FCF-WEALTH,SRE,employee,New York,wealth
TEAM-FCF-WEALTH-ROLE-037,TEAM-FCF-WEALTH,Security Analyst,employee,Dallas,wealth
TEAM-FCF-WEALTH-ROLE-038,TEAM-FCF-WEALTH,Data Engineer,employee,Chicago,wealth
TEAM-FCF-WEALTH-ROLE-039,TEAM-FCF-WEALTH,QA Engineer,employee,Remote,wealth
TEAM-FCF-WEALTH-ROLE-040,TEAM-FCF-WEALTH,Engineer,employee,Charlotte,wealth
TEAM-FCF-WEALTH-ROLE-041,TEAM-FCF-WEALTH,Senior Engineer,employee,New York,wealth
TEAM-FCF-WEALTH-ROLE-042,TEAM-FCF-WEALTH,Principal Engineer,system_integrator,Dallas,wealth
TEAM-FCF-WEALTH-ROLE-043,TEAM-FCF-WEALTH,Product Manager,employee,Chicago,wealth
TEAM-FCF-WEALTH-ROLE-044,TEAM-FCF-WEALTH,Scrum Master,contractor,Remote,wealth
TEAM-FCF-WEALTH-ROLE-045,TEAM-FCF-WEALTH,Business Analyst,employee,Charlotte,wealth
TEAM-FCF-WEALTH-ROLE-046,TEAM-FCF-WEALTH,SRE,employee,New York,wealth
TEAM-FCF-WEALTH-ROLE-047,TEAM-FCF-WEALTH,Security Analyst,employee,Dallas,wealth
TEAM-FCF-WEALTH-ROLE-048,TEAM-FCF-WEALTH,Data Engineer,employee,Chicago,wealth
TEAM-FCF-WEALTH-ROLE-049,TEAM-FCF-WEALTH,QA Engineer,system_integrator,Remote,wealth
TEAM-FCF-WEALTH-ROLE-050,TEAM-FCF-WEALTH,Engineer,employee,Charlotte,wealth
TEAM-FCF-WEALTH-ROLE-051,TEAM-FCF-WEALTH,Senior Engineer,employee,New York,wealth
TEAM-FCF-WEALTH-ROLE-052,TEAM-FCF-WEALTH,Principal Engineer,employee,Dallas,wealth
TEAM-FCF-WEALTH-ROLE-053,TEAM-FCF-WEALTH,Product Manager,employee,Chicago,wealth
TEAM-FCF-WEALTH-ROLE-054,TEAM-FCF-WEALTH,Scrum Master,employee,Remote,wealth
TEAM-FCF-WEALTH-ROLE-055,TEAM-FCF-WEALTH,Business Analyst,contractor,Charlotte,wealth
TEAM-FCF-WEALTH-ROLE-056,TEAM-FCF-WEALTH,SRE,system_integrator,New York,wealth
TEAM-FCF-WEALTH-ROLE-057,TEAM-FCF-WEALTH,Security Analyst,employee,Dallas,wealth
TEAM-FCF-WEALTH-ROLE-058,TEAM-FCF-WEALTH,Data Engineer,employee,Chicago,wealth
TEAM-FCF-WEALTH-ROLE-059,TEAM-FCF-WEALTH,QA Engineer,employee,Remote,wealth
TEAM-FCF-WEALTH-ROLE-060,TEAM-FCF-WEALTH,Engineer,employee,Charlotte,wealth
TEAM-FCF-WEALTH-ROLE-061,TEAM-FCF-WEALTH,Senior Engineer,employee,New York,wealth
TEAM-FCF-WEALTH-ROLE-062,TEAM-FCF-WEALTH,Principal Engineer,employee,Dallas,wealth
TEAM-FCF-WEALTH-ROLE-063,TEAM-FCF-WEALTH,Product Manager,system_integrator,Chicago,wealth
TEAM-FCF-WEALTH-ROLE-064,TEAM-FCF-WEALTH,Scrum Master,employee,Remote,wealth
TEAM-FCF-WEALTH-ROLE-065,TEAM-FCF-WEALTH,Business Analyst,employee,Charlotte,wealth
TEAM-FCF-WEALTH-ROLE-066,TEAM-FCF-WEALTH,SRE,contractor,New York,wealth
TEAM-FCF-WEALTH-ROLE-067,TEAM-FCF-WEALTH,Security Analyst,employee,Dallas,wealth
TEAM-FCF-WEALTH-ROLE-068,TEAM-FCF-WEALTH,Data Engineer,employee,Chicago,wealth
TEAM-FCF-WEALTH-ROLE-069,TEAM-FCF-WEALTH,QA Engineer,employee,Remote,wealth
TEAM-FCF-WEALTH-ROLE-070,TEAM-FCF-WEALTH,Engineer,system_integrator,Charlotte,wealth
TEAM-FCF-WEALTH-ROLE-071,TEAM-FCF-WEALTH,Senior Engineer,employee,New York,wealth
TEAM-FCF-WEALTH-ROLE-072,TEAM-FCF-WEALTH,Principal Engineer,employee,Dallas,wealth
TEAM-FCF-WEALTH-ROLE-073,TEAM-FCF-WEALTH,Product Manager,employee,Chicago,wealth
TEAM-FCF-WEALTH-ROLE-074,TEAM-FCF-WEALTH,Scrum Master,employee,Remote,wealth
TEAM-FCF-WEALTH-ROLE-075,TEAM-FCF-WEALTH,Business Analyst,employee,Charlotte,wealth
TEAM-FCF-RISK-ROLE-001,TEAM-FCF-RISK,Senior Engineer,employee,New York,risk
TEAM-FCF-RISK-ROLE-002,TEAM-FCF-RISK,Principal Engineer,employee,Dallas,risk
TEAM-FCF-RISK-ROLE-003,TEAM-FCF-RISK,Product Manager,employee,Chicago,risk
TEAM-FCF-RISK-ROLE-004,TEAM-FCF-RISK,Scrum Master,employee,Remote,risk
TEAM-FCF-RISK-ROLE-005,TEAM-FCF-RISK,Business Analyst,employee,Charlotte,risk
TEAM-FCF-RISK-ROLE-006,TEAM-FCF-RISK,SRE,employee,New York,risk
TEAM-FCF-RISK-ROLE-007,TEAM-FCF-RISK,Security Analyst,system_integrator,Dallas,risk
TEAM-FCF-RISK-ROLE-008,TEAM-FCF-RISK,Data Engineer,employee,Chicago,risk
TEAM-FCF-RISK-ROLE-009,TEAM-FCF-RISK,QA Engineer,employee,Remote,risk
TEAM-FCF-RISK-ROLE-010,TEAM-FCF-RISK,Engineer,employee,Charlotte,risk
TEAM-FCF-RISK-ROLE-011,TEAM-FCF-RISK,Senior Engineer,contractor,New York,risk
TEAM-FCF-RISK-ROLE-012,TEAM-FCF-RISK,Principal Engineer,employee,Dallas,risk
TEAM-FCF-RISK-ROLE-013,TEAM-FCF-RISK,Product Manager,employee,Chicago,risk
TEAM-FCF-RISK-ROLE-014,TEAM-FCF-RISK,Scrum Master,system_integrator,Remote,risk
TEAM-FCF-RISK-ROLE-015,TEAM-FCF-RISK,Business Analyst,employee,Charlotte,risk
TEAM-FCF-RISK-ROLE-016,TEAM-FCF-RISK,SRE,employee,New York,risk
TEAM-FCF-RISK-ROLE-017,TEAM-FCF-RISK,Security Analyst,employee,Dallas,risk
TEAM-FCF-RISK-ROLE-018,TEAM-FCF-RISK,Data Engineer,employee,Chicago,risk
TEAM-FCF-RISK-ROLE-019,TEAM-FCF-RISK,QA Engineer,employee,Remote,risk
TEAM-FCF-RISK-ROLE-020,TEAM-FCF-RISK,Engineer,employee,Charlotte,risk
TEAM-FCF-RISK-ROLE-021,TEAM-FCF-RISK,Senior Engineer,system_integrator,New York,risk
TEAM-FCF-RISK-ROLE-022,TEAM-FCF-RISK,Principal Engineer,contractor,Dallas,risk
TEAM-FCF-RISK-ROLE-023,TEAM-FCF-RISK,Product Manager,employee,Chicago,risk
TEAM-FCF-RISK-ROLE-024,TEAM-FCF-RISK,Scrum Master,employee,Remote,risk
TEAM-FCF-RISK-ROLE-025,TEAM-FCF-RISK,Business Analyst,employee,Charlotte,risk
TEAM-FCF-RISK-ROLE-026,TEAM-FCF-RISK,SRE,employee,New York,risk
TEAM-FCF-RISK-ROLE-027,TEAM-FCF-RISK,Security Analyst,employee,Dallas,risk
TEAM-FCF-RISK-ROLE-028,TEAM-FCF-RISK,Data Engineer,system_integrator,Chicago,risk
TEAM-FCF-RISK-ROLE-029,TEAM-FCF-RISK,QA Engineer,employee,Remote,risk
TEAM-FCF-RISK-ROLE-030,TEAM-FCF-RISK,Engineer,employee,Charlotte,risk
TEAM-FCF-RISK-ROLE-031,TEAM-FCF-RISK,Senior Engineer,employee,New York,risk
TEAM-FCF-RISK-ROLE-032,TEAM-FCF-RISK,Principal Engineer,employee,Dallas,risk
TEAM-FCF-RISK-ROLE-033,TEAM-FCF-RISK,Product Manager,contractor,Chicago,risk
TEAM-FCF-RISK-ROLE-034,TEAM-FCF-RISK,Scrum Master,employee,Remote,risk
TEAM-FCF-RISK-ROLE-035,TEAM-FCF-RISK,Business Analyst,system_integrator,Charlotte,risk
TEAM-FCF-RISK-ROLE-036,TEAM-FCF-RISK,SRE,employee,New York,risk
TEAM-FCF-RISK-ROLE-037,TEAM-FCF-RISK,Security Analyst,employee,Dallas,risk
TEAM-FCF-RISK-ROLE-038,TEAM-FCF-RISK,Data Engineer,employee,Chicago,risk
TEAM-FCF-RISK-ROLE-039,TEAM-FCF-RISK,QA Engineer,employee,Remote,risk
TEAM-FCF-RISK-ROLE-040,TEAM-FCF-RISK,Engineer,employee,Charlotte,risk
TEAM-FCF-RISK-ROLE-041,TEAM-FCF-RISK,Senior Engineer,employee,New York,risk
TEAM-FCF-RISK-ROLE-042,TEAM-FCF-RISK,Principal Engineer,system_integrator,Dallas,risk
TEAM-FCF-RISK-ROLE-043,TEAM-FCF-RISK,Product Manager,employee,Chicago,risk
TEAM-FCF-RISK-ROLE-044,TEAM-FCF-RISK,Scrum Master,contractor,Remote,risk
TEAM-FCF-RISK-ROLE-045,TEAM-FCF-RISK,Business Analyst,employee,Charlotte,risk
TEAM-FCF-RISK-ROLE-046,TEAM-FCF-RISK,SRE,employee,New York,risk
TEAM-FCF-RISK-ROLE-047,TEAM-FCF-RISK,Security Analyst,employee,Dallas,risk
TEAM-FCF-RISK-ROLE-048,TEAM-FCF-RISK,Data Engineer,employee,Chicago,risk
TEAM-FCF-RISK-ROLE-049,TEAM-FCF-RISK,QA Engineer,system_integrator,Remote,risk
TEAM-FCF-RISK-ROLE-050,TEAM-FCF-RISK,Engineer,employee,Charlotte,risk
TEAM-FCF-RISK-ROLE-051,TEAM-FCF-RISK,Senior Engineer,employee,New York,risk
TEAM-FCF-RISK-ROLE-052,TEAM-FCF-RISK,Principal Engineer,employee,Dallas,risk
TEAM-FCF-RISK-ROLE-053,TEAM-FCF-RISK,Product Manager,employee,Chicago,risk
TEAM-FCF-RISK-ROLE-054,TEAM-FCF-RISK,Scrum Master,employee,Remote,risk
TEAM-FCF-RISK-ROLE-055,TEAM-FCF-RISK,Business Analyst,contractor,Charlotte,risk
TEAM-FCF-RISK-ROLE-056,TEAM-FCF-RISK,SRE,system_integrator,New York,risk
TEAM-FCF-RISK-ROLE-057,TEAM-FCF-RISK,Security Analyst,employee,Dallas,risk
TEAM-FCF-RISK-ROLE-058,TEAM-FCF-RISK,Data Engineer,employee,Chicago,risk
TEAM-FCF-RISK-ROLE-059,TEAM-FCF-RISK,QA Engineer,employee,Remote,risk
TEAM-FCF-RISK-ROLE-060,TEAM-FCF-RISK,Engineer,employee,Charlotte,risk
TEAM-FCF-RISK-ROLE-061,TEAM-FCF-RISK,Senior Engineer,employee,New York,risk
TEAM-FCF-RISK-ROLE-062,TEAM-FCF-RISK,Principal Engineer,employee,Dallas,risk
TEAM-FCF-RISK-ROLE-063,TEAM-FCF-RISK,Product Manager,system_integrator,Chicago,risk
TEAM-FCF-RISK-ROLE-064,TEAM-FCF-RISK,Scrum Master,employee,Remote,risk
TEAM-FCF-RISK-ROLE-065,TEAM-FCF-RISK,Business Analyst,employee,Charlotte,risk
TEAM-FCF-RISK-ROLE-066,TEAM-FCF-RISK,SRE,contractor,New York,risk
TEAM-FCF-RISK-ROLE-067,TEAM-FCF-RISK,Security Analyst,employee,Dallas,risk
TEAM-FCF-RISK-ROLE-068,TEAM-FCF-RISK,Data Engineer,employee,Chicago,risk
TEAM-FCF-RISK-ROLE-069,TEAM-FCF-RISK,QA Engineer,employee,Remote,risk
TEAM-FCF-RISK-ROLE-070,TEAM-FCF-RISK,Engineer,system_integrator,Charlotte,risk
TEAM-FCF-RISK-ROLE-071,TEAM-FCF-RISK,Senior Engineer,employee,New York,risk
TEAM-FCF-RISK-ROLE-072,TEAM-FCF-RISK,Principal Engineer,employee,Dallas,risk
TEAM-FCF-RISK-ROLE-073,TEAM-FCF-RISK,Product Manager,employee,Chicago,risk
TEAM-FCF-RISK-ROLE-074,TEAM-FCF-RISK,Scrum Master,employee,Remote,risk
TEAM-FCF-RISK-ROLE-075,TEAM-FCF-RISK,Business Analyst,employee,Charlotte,risk
TEAM-FCF-DATA-ROLE-001,TEAM-FCF-DATA,Senior Engineer,employee,New York,data
TEAM-FCF-DATA-ROLE-002,TEAM-FCF-DATA,Principal Engineer,employee,Dallas,data
TEAM-FCF-DATA-ROLE-003,TEAM-FCF-DATA,Product Manager,employee,Chicago,data
TEAM-FCF-DATA-ROLE-004,TEAM-FCF-DATA,Scrum Master,employee,Remote,data
TEAM-FCF-DATA-ROLE-005,TEAM-FCF-DATA,Business Analyst,employee,Charlotte,data
TEAM-FCF-DATA-ROLE-006,TEAM-FCF-DATA,SRE,employee,New York,data
TEAM-FCF-DATA-ROLE-007,TEAM-FCF-DATA,Security Analyst,system_integrator,Dallas,data
TEAM-FCF-DATA-ROLE-008,TEAM-FCF-DATA,Data Engineer,employee,Chicago,data
TEAM-FCF-DATA-ROLE-009,TEAM-FCF-DATA,QA Engineer,employee,Remote,data
TEAM-FCF-DATA-ROLE-010,TEAM-FCF-DATA,Engineer,employee,Charlotte,data
TEAM-FCF-DATA-ROLE-011,TEAM-FCF-DATA,Senior Engineer,contractor,New York,data
TEAM-FCF-DATA-ROLE-012,TEAM-FCF-DATA,Principal Engineer,employee,Dallas,data
TEAM-FCF-DATA-ROLE-013,TEAM-FCF-DATA,Product Manager,employee,Chicago,data
TEAM-FCF-DATA-ROLE-014,TEAM-FCF-DATA,Scrum Master,system_integrator,Remote,data
TEAM-FCF-DATA-ROLE-015,TEAM-FCF-DATA,Business Analyst,employee,Charlotte,data
TEAM-FCF-DATA-ROLE-016,TEAM-FCF-DATA,SRE,employee,New York,data
TEAM-FCF-DATA-ROLE-017,TEAM-FCF-DATA,Security Analyst,employee,Dallas,data
TEAM-FCF-DATA-ROLE-018,TEAM-FCF-DATA,Data Engineer,employee,Chicago,data
TEAM-FCF-DATA-ROLE-019,TEAM-FCF-DATA,QA Engineer,employee,Remote,data
TEAM-FCF-DATA-ROLE-020,TEAM-FCF-DATA,Engineer,employee,Charlotte,data
TEAM-FCF-DATA-ROLE-021,TEAM-FCF-DATA,Senior Engineer,system_integrator,New York,data
TEAM-FCF-DATA-ROLE-022,TEAM-FCF-DATA,Principal Engineer,contractor,Dallas,data
TEAM-FCF-DATA-ROLE-023,TEAM-FCF-DATA,Product Manager,employee,Chicago,data
TEAM-FCF-DATA-ROLE-024,TEAM-FCF-DATA,Scrum Master,employee,Remote,data
TEAM-FCF-DATA-ROLE-025,TEAM-FCF-DATA,Business Analyst,employee,Charlotte,data
TEAM-FCF-DATA-ROLE-026,TEAM-FCF-DATA,SRE,employee,New York,data
TEAM-FCF-DATA-ROLE-027,TEAM-FCF-DATA,Security Analyst,employee,Dallas,data
TEAM-FCF-DATA-ROLE-028,TEAM-FCF-DATA,Data Engineer,system_integrator,Chicago,data
TEAM-FCF-DATA-ROLE-029,TEAM-FCF-DATA,QA Engineer,employee,Remote,data
TEAM-FCF-DATA-ROLE-030,TEAM-FCF-DATA,Engineer,employee,Charlotte,data
TEAM-FCF-DATA-ROLE-031,TEAM-FCF-DATA,Senior Engineer,employee,New York,data
TEAM-FCF-DATA-ROLE-032,TEAM-FCF-DATA,Principal Engineer,employee,Dallas,data
TEAM-FCF-DATA-ROLE-033,TEAM-FCF-DATA,Product Manager,contractor,Chicago,data
TEAM-FCF-DATA-ROLE-034,TEAM-FCF-DATA,Scrum Master,employee,Remote,data
TEAM-FCF-DATA-ROLE-035,TEAM-FCF-DATA,Business Analyst,system_integrator,Charlotte,data
TEAM-FCF-DATA-ROLE-036,TEAM-FCF-DATA,SRE,employee,New York,data
TEAM-FCF-DATA-ROLE-037,TEAM-FCF-DATA,Security Analyst,employee,Dallas,data
TEAM-FCF-DATA-ROLE-038,TEAM-FCF-DATA,Data Engineer,employee,Chicago,data
TEAM-FCF-DATA-ROLE-039,TEAM-FCF-DATA,QA Engineer,employee,Remote,data
TEAM-FCF-DATA-ROLE-040,TEAM-FCF-DATA,Engineer,employee,Charlotte,data
TEAM-FCF-DATA-ROLE-041,TEAM-FCF-DATA,Senior Engineer,employee,New York,data
TEAM-FCF-DATA-ROLE-042,TEAM-FCF-DATA,Principal Engineer,system_integrator,Dallas,data
TEAM-FCF-DATA-ROLE-043,TEAM-FCF-DATA,Product Manager,employee,Chicago,data
TEAM-FCF-DATA-ROLE-044,TEAM-FCF-DATA,Scrum Master,contractor,Remote,data
TEAM-FCF-DATA-ROLE-045,TEAM-FCF-DATA,Business Analyst,employee,Charlotte,data
TEAM-FCF-DATA-ROLE-046,TEAM-FCF-DATA,SRE,employee,New York,data
TEAM-FCF-DATA-ROLE-047,TEAM-FCF-DATA,Security Analyst,employee,Dallas,data
TEAM-FCF-DATA-ROLE-048,TEAM-FCF-DATA,Data Engineer,employee,Chicago,data
TEAM-FCF-DATA-ROLE-049,TEAM-FCF-DATA,QA Engineer,system_integrator,Remote,data
TEAM-FCF-DATA-ROLE-050,TEAM-FCF-DATA,Engineer,employee,Charlotte,data
TEAM-FCF-DATA-ROLE-051,TEAM-FCF-DATA,Senior Engineer,employee,New York,data
TEAM-FCF-DATA-ROLE-052,TEAM-FCF-DATA,Principal Engineer,employee,Dallas,data
TEAM-FCF-DATA-ROLE-053,TEAM-FCF-DATA,Product Manager,employee,Chicago,data
TEAM-FCF-DATA-ROLE-054,TEAM-FCF-DATA,Scrum Master,employee,Remote,data
TEAM-FCF-DATA-ROLE-055,TEAM-FCF-DATA,Business Analyst,contractor,Charlotte,data
TEAM-FCF-DATA-ROLE-056,TEAM-FCF-DATA,SRE,system_integrator,New York,data
TEAM-FCF-DATA-ROLE-057,TEAM-FCF-DATA,Security Analyst,employee,Dallas,data
TEAM-FCF-DATA-ROLE-058,TEAM-FCF-DATA,Data Engineer,employee,Chicago,data
TEAM-FCF-DATA-ROLE-059,TEAM-FCF-DATA,QA Engineer,employee,Remote,data
TEAM-FCF-DATA-ROLE-060,TEAM-FCF-DATA,Engineer,employee,Charlotte,data
TEAM-FCF-DATA-ROLE-061,TEAM-FCF-DATA,Senior Engineer,employee,New York,data
TEAM-FCF-DATA-ROLE-062,TEAM-FCF-DATA,Principal Engineer,employee,Dallas,data
