application_id,application_name,domain,primary_business_owner,technical_owner_team,platform_type,hosting_model,environment,criticality,annual_run_cost_usd,users_or_entities_supported,integration_count,data_classification,modernization_state,evidence_id
MERIDIANHEALTH-APP-0138,BlackLine close,finance_corporate,Chief Nursing Officer,"Finance, ERP and Reporting",erp_package,on_prem_vmware,production,high,88700000,212200,9,financial_pii,automate_close_candidate,MER-EVID-011
MERIDIANHEALTH-APP-0139,Coupa procurement,finance_corporate,Chief Compliance Officer,"Finance, ERP and Reporting",erp_package,managed_saas,production,high,90600000,212900,10,financial_pii,stabilize,MER-EVID-012
MERIDIANHEALTH-APP-0140,Kyriba treasury,finance_corporate,Chief Customer Experience Officer,"Finance, ERP and Reporting",erp_package,on_prem_vmware,production,high,92500000,213600,11,financial_pii,automate_close_candidate,MER-EVID-001
MERIDIANHEALTH-APP-0141,ServiceNow SPM,finance_corporate,Chief Medical Officer,"Finance, ERP and Reporting",erp_package,managed_saas,production,high,94400000,214300,12,financial_pii,stabilize,MER-EVID-002
MERIDIANHEALTH-APP-0142,Adaptive planning,finance_corporate,Chief Health Plan Officer,"Finance, ERP and Reporting",erp_package,on_prem_vmware,production,high,96300000,215000,13,financial_pii,automate_close_candidate,MER-EVID-003
MERIDIANHEALTH-APP-0143,Okta IAM,security_operations,Chief Digital & Information Officer,"Security, Privacy and Resilience",security_tool,managed_saas,production,critical,97820000,237300,13,security_phi_metadata,operate,MER-EVID-004
MERIDIANHEALTH-APP-0144,CrowdStrike Falcon,security_operations,CFO,"Security, Privacy and Resilience",security_tool,aws,production,critical,99720000,239600,14,security_phi_metadata,zero_trust_extend,MER-EVID-005
MERIDIANHEALTH-APP-0145,Zscaler ZIA/ZPA,security_operations,Chief Operating Officer,"Security, Privacy and Resilience",security_tool,managed_saas,production,critical,101620000,241900,15,security_phi_metadata,operate,MER-EVID-006
MERIDIANHEALTH-APP-0146,Palo Alto Prisma,security_operations,Chief Nursing Officer,"Security, Privacy and Resilience",security_tool,aws,production,critical,103520000,244200,7,security_phi_metadata,zero_trust_extend,MER-EVID-007
MERIDIANHEALTH-APP-0147,Splunk Cloud,security_operations,Chief Compliance Officer,"Security, Privacy and Resilience",security_tool,managed_saas,production,critical,105420000,246500,8,security_phi_metadata,operate,MER-EVID-008
MERIDIANHEALTH-APP-0148,Proofpoint,security_operations,Chief Customer Experience Officer,"Security, Privacy and Resilience",security_tool,aws,production,critical,107320000,248800,9,security_phi_metadata,zero_trust_extend,MER-EVID-009
MERIDIANHEALTH-APP-0149,ServiceNow IRM,security_operations,Chief Medical Officer,"Security, Privacy and Resilience",security_tool,managed_saas,production,critical,109220000,251100,10,security_phi_metadata,operate,MER-EVID-010
MERIDIANHEALTH-APP-0150,BigID discovery,security_operations,Chief Health Plan Officer,"Security, Privacy and Resilience",security_tool,aws,production,critical,111120000,253400,11,security_phi_metadata,zero_trust_extend,MER-EVID-011
