app_id,name,vendor,category,business_owner,it_owner,deployment,lifecycle_stage,criticality,run_cost_fy25_usd,primary_dataclass,integration_count,last_modernization_review,ai_eligibility_score,notes
MR-APP-PATIENT-PORTAL-ANALYTICS,Patient Portal Analytics,Get Well Network,patient experience,CISO,TEAM-MR-DIGITAL,cloud,invest,medium,555000,phi,15,2025-12-20,0.34,patient experience substrate row for Meridian Health; owner TEAM-MR-DIGITAL; review evidence lives in Discovery Kit source files.
MR-APP-IRB-MANAGER,IRB Manager,Advarra,research clinical trials,CDIO,TEAM-MR-RESEARCH,cloud,invest,critical,415000,phi,7,2025-04-20,0.52,research clinical trials substrate row for Meridian Health; owner TEAM-MR-RESEARCH; review evidence lives in Discovery Kit source files.
MR-APP-COHORT-BUILDER,Cohort Builder,Vanderbilt,research clinical trials,CMIO,TEAM-MR-RESEARCH,on_prem,maintain,high,45000,phi,9,2025-06-20,0.57,research clinical trials substrate row for Meridian Health; owner TEAM-MR-RESEARCH; review evidence lives in Discovery Kit source files.
MR-APP-EPIC-RESEARCH-MODULE,Epic Research Module,Epic,research clinical trials,CFO,TEAM-MR-RESEARCH,hybrid,maintain,high,215000,phi,11,2025-08-20,0.62,research clinical trials substrate row for Meridian Health; owner TEAM-MR-RESEARCH; review evidence lives in Discovery Kit source files.
MR-APP-CISCO-UCS-MANAGER,Cisco UCS Manager,Microsoft,infrastructure platform,CDIO,TEAM-MR-INFRA,cloud,invest,critical,925000,confidential,13,2025-10-20,0.18,infrastructure platform substrate row for Meridian Health; owner TEAM-MR-INFRA; review evidence lives in Discovery Kit source files.
MR-APP-CRIBL-STREAM,Cribl Stream,Cisco,infrastructure platform,CMIO,TEAM-MR-INFRA,on_prem,maintain,high,555000,internal,15,2025-12-20,0.22,infrastructure platform substrate row for Meridian Health; owner TEAM-MR-INFRA; review evidence lives in Discovery Kit source files.
MR-APP-KAFKA-MSK-BRIDGE,Kafka MSK Bridge,Cribl,infrastructure platform,CFO,TEAM-MR-INFRA,hybrid,maintain,high,725000,confidential,17,2025-02-20,0.26,infrastructure platform substrate row for Meridian Health; owner TEAM-MR-INFRA; review evidence lives in Discovery Kit source files.
MR-APP-SOLARWINDS-NETWORK-MONITOR,SolarWinds Network Monitor,Confluent,infrastructure platform,COO,TEAM-MR-INFRA,managed_service,contain,medium,895000,internal,19,2025-04-20,0.3,infrastructure platform substrate row for Meridian Health; owner TEAM-MR-INFRA; review evidence lives in Discovery Kit source files.
MR-APP-RUBRIK-BACKUP,Rubrik Backup,Pure Storage,infrastructure platform,CISO,TEAM-MR-INFRA,cloud,invest,medium,-380000,confidential,21,2025-06-20,0.34,infrastructure platform substrate row for Meridian Health; owner TEAM-MR-INFRA; review evidence lives in Discovery Kit source files.
MR-APP-PALO-ALTO-FIREWALL-MANAGER,Palo Alto Firewall Manager,Palo Alto,infrastructure platform,CHRO,TEAM-MR-INFRA,on_prem,maintain,low,-210000,internal,23,2025-08-20,0.38,infrastructure platform substrate row for Meridian Health; owner TEAM-MR-INFRA; review evidence lives in Discovery Kit source files.
MR-APP-AZURE-AI-SEARCH,Azure AI Search,Rubrik,infrastructure platform,Chief Experience Officer,TEAM-MR-INFRA,hybrid,maintain,critical,500000,confidential,25,2025-10-20,0.42,infrastructure platform substrate row for Meridian Health; owner TEAM-MR-INFRA; review evidence lives in Discovery Kit source files.
MR-APP-SERVICE-MESH-GATEWAY,Service Mesh Gateway,Microsoft,infrastructure platform,CDIO,TEAM-MR-INFRA,managed_service,contain,high,130000,internal,27,2025-12-20,0.46,infrastructure platform substrate row for Meridian Health; owner TEAM-MR-INFRA; review evidence lives in Discovery Kit source files.
MR-APP-CISCO-UCS-MANAGER-2,Cisco UCS Manager 2,Cisco,infrastructure platform,CMIO,TEAM-MR-INFRA,cloud,invest,high,300000,confidential,29,2025-02-20,0.5,infrastructure platform substrate row for Meridian Health; owner TEAM-MR-INFRA; review evidence lives in Discovery Kit source files.
MR-APP-ACCESS-DB-INVENTORY,Access DB Inventory,Infor,legacy sunset,CDIO,TEAM-MR-INTEGRATION,cloud,retire,high,45000,confidential,9,2025-06-20,0.18,legacy sunset substrate row for Meridian Health; owner TEAM-MR-INTEGRATION; review evidence lives in Discovery Kit source files.
MR-APP-HOMEGROWN-BED-BOARD,Homegrown Bed Board,Sunquest,legacy sunset,CMIO,TEAM-MR-INTEGRATION,on_prem,contain,medium,215000,internal,11,2025-08-20,0.22,legacy sunset substrate row for Meridian Health; owner TEAM-MR-INTEGRATION; review evidence lives in Discovery Kit source files.
MR-APP-LEGACY-FAX-ROUTING,Legacy Fax Routing,Altera Digital Health,legacy sunset,CFO,TEAM-MR-INTEGRATION,hybrid,retire,medium,385000,confidential,13,2025-10-20,0.26,legacy sunset substrate row for Meridian Health; owner TEAM-MR-INTEGRATION; review evidence lives in Discovery Kit source files.
MR-APP-COLDFUSION-PHYSICIAN-DIRECTORY,ColdFusion Physician Directory,Internal,legacy sunset,COO,TEAM-MR-INTEGRATION,managed_service,retire,low,555000,internal,15,2025-12-20,0.3,legacy sunset substrate row for Meridian Health; owner TEAM-MR-INTEGRATION; review evidence lives in Discovery Kit source files.
MR-APP-LEGACY-CLAIMS-ARCHIVE,Legacy Claims Archive,Infor,legacy sunset,CISO,TEAM-MR-INTEGRATION,cloud,contain,high,725000,confidential,17,2025-02-20,0.34,legacy sunset substrate row for Meridian Health; owner TEAM-MR-INTEGRATION; review evidence lives in Discovery Kit source files.
MR-APP-LEGACY-INTERFACE-MAPPER,Legacy Interface Mapper,Sunquest,legacy sunset,CHRO,TEAM-MR-INTEGRATION,on_prem,retire,medium,895000,internal,19,2025-04-20,0.38,legacy sunset substrate row for Meridian Health; owner TEAM-MR-INTEGRATION; review evidence lives in Discovery Kit source files.
MR-APP-RADIOLOGY-CD-BURNER,Radiology CD Burner,Altera Digital Health,legacy sunset,Chief Experience Officer,TEAM-MR-INTEGRATION,hybrid,retire,medium,-380000,confidential,21,2025-06-20,0.42,legacy sunset substrate row for Meridian Health; owner TEAM-MR-INTEGRATION; review evidence lives in Discovery Kit source files.
MR-APP-OLD-BADGE-PROVISIONING,Old Badge Provisioning,Internal,legacy sunset,CDIO,TEAM-MR-INTEGRATION,managed_service,contain,low,-210000,internal,23,2025-08-20,0.46,legacy sunset substrate row for Meridian Health; owner TEAM-MR-INTEGRATION; review evidence lives in Discovery Kit source files.
MR-APP-ACCESS-DB-INVENTORY-2,Access DB Inventory 2,Infor,legacy sunset,CMIO,TEAM-MR-INTEGRATION,cloud,retire,high,-40000,confidential,25,2025-10-20,0.5,legacy sunset substrate row for Meridian Health; owner TEAM-MR-INTEGRATION; review evidence lives in Discovery Kit source files.
MR-APP-VISICU-EICU,Visicu eICU,Visicu,specialty,CDIO,TEAM-MR-DATA-AI,cloud,invest,critical,160000,confidential,4,2025-01-20,0.18,specialty substrate row for Meridian Health; owner TEAM-MR-DATA-AI; review evidence lives in Discovery Kit source files.
MR-APP-SPOK-SMARTPHONE-ALERTS,Spok Smartphone Alerts,Spok,specialty,CMIO,TEAM-MR-DATA-AI,on_prem,maintain,high,-210000,internal,6,2025-03-20,0.22,specialty substrate row for Meridian Health; owner TEAM-MR-DATA-AI; review evidence lives in Discovery Kit source files.
MR-APP-STRYKER-MAKO-PLANNING,Stryker Mako Planning,Stryker,specialty,CFO,TEAM-MR-DATA-AI,hybrid,maintain,high,-40000,confidential,8,2025-05-20,0.26,specialty substrate row for Meridian Health; owner TEAM-MR-DATA-AI; review evidence lives in Discovery Kit source files.
MR-APP-AIDOC-STROKE-TRIAGE,Aidoc Stroke Triage,Aidoc,specialty,COO,TEAM-MR-DATA-AI,managed_service,contain,medium,130000,internal,10,2025-07-20,0.3,specialty substrate row for Meridian Health; owner TEAM-MR-DATA-AI; review evidence lives in Discovery Kit source files.
MR-APP-RAD-AI-IMPRESSIONS,Rad AI Impressions,Rad AI,specialty,CISO,TEAM-MR-DATA-AI,cloud,invest,medium,300000,confidential,12,2025-09-20,0.34,specialty substrate row for Meridian Health; owner TEAM-MR-DATA-AI; review evidence lives in Discovery Kit source files.
MR-APP-HIPPOCRATIC-OUTREACH-SANDBOX,Hippocratic Outreach Sandbox,Hippocratic AI,specialty,CHRO,TEAM-MR-DATA-AI,on_prem,maintain,low,470000,internal,14,2025-11-20,0.38,specialty substrate row for Meridian Health; owner TEAM-MR-DATA-AI; review evidence lives in Discovery Kit source files.
MR-APP-VISICU-EICU-2,Visicu eICU 2,Visicu,specialty,Chief Experience Officer,TEAM-MR-DATA-AI,hybrid,maintain,critical,1180000,confidential,16,2025-01-20,0.42,specialty substrate row for Meridian Health; owner TEAM-MR-DATA-AI; review evidence lives in Discovery Kit source files.
MR-APP-SPOK-SMARTPHONE-ALERTS-2,Spok Smartphone Alerts 2,Spok,specialty,CDIO,TEAM-MR-DATA-AI,managed_service,contain,high,810000,internal,18,2025-03-20,0.46,specialty substrate row for Meridian Health; owner TEAM-MR-DATA-AI; review evidence lives in Discovery Kit source files.
MR-APP-STRYKER-MAKO-PLANNING-2,Stryker Mako Planning 2,Stryker,specialty,CMIO,TEAM-MR-DATA-AI,cloud,invest,high,980000,confidential,20,2025-05-20,0.5,specialty substrate row for Meridian Health; owner TEAM-MR-DATA-AI; review evidence lives in Discovery Kit source files.
MR-APP-AIDOC-STROKE-TRIAGE-2,Aidoc Stroke Triage 2,Aidoc,specialty,CFO,TEAM-MR-DATA-AI,on_prem,maintain,medium,-295000,internal,22,2025-07-20,0.18,specialty substrate row for Meridian Health; owner TEAM-MR-DATA-AI; review evidence lives in Discovery Kit source files.
