audit_date,module,schema_table,object_kind,business_purpose,system_of_record,tenant_isolation,primary_business_keys,main_relationships,state_model,temporal_support,evidence_lineage,data_quality,current_consumers,metrics_produced,canonical_equivalent,future_classification,classification_rationale,migration_complexity,cutover_requirement,source_files,parsed_columns_sample,code_reference_count,confidence
2026-07-27,Source,public.source_contract_optimization_findings,table,"Vendor, contract, or commercial-evidence substrate.",Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (tenant_key),id,id; profile_id; tenant_key; source_event_id; finding_key,current_state,created_at,source_event_id; confidence; evidence_refs,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/source/load-skyharbor-contract-optimization.ts,,knowledge.contract,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",High,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260701120000_source_contract_optimization_mve.sql,id; profile_id; tenant_key; source_event_id; finding_key; category; severity; title; current_state; sourcing_implication; recommended_action; estimated_annual_impact_usd; confidence; evidence_refs; created_at,1,high: migration DDL parsed
2026-07-27,Source,public.source_contract_optimization_levers,table,"Vendor, contract, or commercial-evidence substrate.",Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (tenant_key),id,id; profile_id; tenant_key; source_event_id; lever_key; finding_key,Not explicit in parsed columns,created_at,source_event_id,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/source/load-skyharbor-contract-optimization.ts,,knowledge.contract,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",High,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260701120000_source_contract_optimization_mve.sql,id; profile_id; tenant_key; source_event_id; lever_key; lever_type; finding_key; priority; buyer_ask; negotiation_language; value_basis; annual_impact_low_usd; annual_impact_high_usd; owner_role; created_at,1,high: migration DDL parsed
2026-07-27,Source,public.source_contract_optimization_profiles,table,"Vendor, contract, or commercial-evidence substrate.",Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (tenant_key),id,id; tenant_key; source_event_id; incumbent_vendor_id,Not explicit in parsed columns,renewal_notice_date; created_at; updated_at,source_event_id; source_type; evidence_artifact_ids; evidence_refs,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/source/load-skyharbor-contract-optimization.ts,,knowledge.contract,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",Medium,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260701120000_source_contract_optimization_mve.sql,id; tenant_key; source_event_id; incumbent_vendor_id; incumbent_vendor_name; contract_name; source_type; synthetic_demo; decision_use; current_annual_run_rate_usd; term_start; term_end; renewal_notice_date; ready_for_optimization; ready_reason; extraction_boundary; profile_payload; evidence_artifact_ids; evidence_refs; created_at; updated_at,1,high: migration DDL parsed
2026-07-27,Source,public.source_event_activity,table,Operational event or sourcing-workflow state.,Domain workflow system of record,RLS/policy marker observed (client_key; actor_user_id),id,id; event_id; client_key; actor_user_id; stage_key; criterion_id,stage_key,created_at,artifact_code,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/lib/source/activity-log.ts,,to_be_mapped,retain_operational,"Workflow, review, template, or draft state remains domain-owned unless it emits accepted/published facts.",Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260602113000_source_event_activity.sql,id; event_id; client_key; actor_user_id; actor_display_name; actor_role; action_type; action_label; stage_key; artifact_code; criterion_id; reason; metadata; occurred_at; created_at,1,high: migration DDL parsed
2026-07-27,Source,public.source_event_approvals,table,Approval and human review workflow state.,Domain workflow system of record,RLS/policy marker observed (approved_by_user_id),id,id; event_id; approved_by_user_id,from_state; to_state,Current-state unknown; live profiling required,No parsed lineage fields; inspect write path before promotion,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/lib/source/__tests__/approval-ledger.test.ts; src/lib/source/approval-ledger-model.ts; src/lib/source/approval-ledger.ts,,knowledge.application,retain_operational,"Workflow, review, template, or draft state remains domain-owned unless it emits accepted/published facts.",Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260430151000_source_event_approvals.sql,id; event_id; action; approved_by_user_id; from_state; to_state; notes; approved_at,3,high: migration DDL parsed
2026-07-27,Source,public.source_event_artifact_states,table,Generated or reviewed deliverable/artifact persistence.,Domain workflow system of record,RLS/policy marker observed (tenant_key),id,id; source_event_id; tenant_key; stage_key; linked_artifact_id,stage_key; status,created_at; updated_at,source_event_id; artifact_code; artifact_family; linked_artifact_id,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/qa/lakeshore-ams-artifact-audit.mjs; src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/accept/route.ts; src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/body/route.ts; src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/client-final/route.ts; src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/enqueue-worker/route.ts; src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/generate/route.ts; src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/safe-repair/route.ts; src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/status/route.ts,,knowledge.evidence,retain_operational,Artifact readiness state belongs to Source workflow; linked artifacts/facts publish separately.,Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260507230000_source_canvas_per_event_substrate.sql,id; source_event_id; tenant_key; artifact_code; stage_key; artifact_family; tier; status; requirement_level; gate_defining; linked_artifact_id; notes; created_at; updated_at,16,high: migration DDL parsed
2026-07-27,Source,public.source_event_code_backfill_audit,table,Operational event or sourcing-workflow state.,Domain workflow system of record,RLS/policy marker observed (client_key),id,id; source_event_id; client_key,Not explicit in parsed columns,Current-state unknown; live profiling required,source_event_id,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,,to_be_mapped,retain_operational,"Workflow, review, template, or draft state remains domain-owned unless it emits accepted/published facts.",Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260524170000_decision_dossier_v1.sql,id; source_event_id; client_key; old_code; new_code; actor; reason; occurred_at,0,high: migration DDL parsed
2026-07-27,Source,public.source_event_evidence_states,table,Operational event or sourcing-workflow state.,Domain workflow system of record,RLS/policy marker observed (tenant_key),id,id; source_event_id; tenant_key; requirement_id; stage_key; source_artifact_id,stage_key; current_state,created_at; updated_at,source_event_id; source_artifact_id,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/app/api/v1/source/[eventId]/evidence/[requirementId]/answer/route.ts; src/app/api/v1/source/[eventId]/gate-criteria/[criterionId]/state/route.ts; src/app/api/v1/source/[eventId]/stage/route.ts; src/app/api/v1/source/[eventId]/test-reset/route.ts; src/lib/source/canvas-substrate/upload-sync.ts; src/lib/source/queries.ts,,knowledge.evidence,retain_operational,"Workflow, review, template, or draft state remains domain-owned unless it emits accepted/published facts.",Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260507230000_source_canvas_per_event_substrate.sql,id; source_event_id; tenant_key; requirement_id; stage_key; current_state; source_artifact_id; notes; last_synced_at; created_at; updated_at,6,high: migration DDL parsed
2026-07-27,Source,public.source_event_facts,table,Operational event or sourcing-workflow state.,Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (client_key),id,id; source_event_id; client_key; fact_key,Not explicit in parsed columns,Current-state unknown; live profiling required,source_event_id; source_method; source_citation; confidence,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/lib/source/door1/facts-reader.ts; src/lib/source/facts/evaluators/orchestrator.ts; src/lib/source/facts/event-facts-reader.ts,,knowledge.fact,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",Medium,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260706120000_source_event_facts.sql,id; source_event_id; client_key; fact_key; entity_kind; entity_ref; value_numeric; value_text; unit; source_method; source_citation; confidence; captured_at; is_stale,3,high: migration DDL parsed
2026-07-27,Source,public.source_event_gate_criterion_states,table,Operational event or sourcing-workflow state.,Domain workflow system of record,RLS/policy marker observed (tenant_key; reviewer_user_id),id,id; source_event_id; tenant_key; criterion_id; reviewer_user_id; waiver_approval_id,from_stage; to_stage; state; waiver_approval_id,created_at; updated_at,source_event_id; evidence_artifact_ids,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/app/api/v1/source/[eventId]/artifacts/upload/route.ts; src/app/api/v1/source/[eventId]/gate-criteria/[criterionId]/state/route.ts; src/app/api/v1/source/[eventId]/stage/route.ts; src/app/api/v1/source/[eventId]/test-reset/route.ts; src/lib/source/approvals-inbox.ts; src/lib/source/canvas-substrate/upload-sync.ts; src/lib/source/queries.ts,,to_be_mapped,retain_operational,"Workflow, review, template, or draft state remains domain-owned unless it emits accepted/published facts.",Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260507230000_source_canvas_per_event_substrate.sql,id; source_event_id; tenant_key; criterion_id; from_stage; to_stage; state; reviewer_user_id; reviewed_at; notes; evidence_artifact_ids; waiver_approval_id; created_at; updated_at,7,high: migration DDL parsed
2026-07-27,Source,public.source_event_participants,table,Operational event or sourcing-workflow state.,Domain workflow system of record,RLS/policy marker observed (client_key; user_id),id,id; client_key; source_event_id; source_event_row_id; user_id,approval_authority; can_approve_source_stages,created_at; updated_at,source_event_id; source_event_row_id; source_access_level; can_upload_source_artifacts; can_generate_sourcing_artifacts; can_publish_sourcing_artifacts; can_approve_source_stages,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/source/load-skyharbor-contract-optimization.ts,,to_be_mapped,retain_operational,"Workflow, review, template, or draft state remains domain-owned unless it emits accepted/published facts.",Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260501170000_source_access_control.sql,id; client_key; source_event_id; source_event_row_id; user_id; user_name; role; approval_authority; source_access_level; can_view_financial; can_upload_source_artifacts; can_generate_sourcing_artifacts; can_publish_sourcing_artifacts; can_approve_source_stages; can_approve_award; notify_on; created_at; updated_at,1,high: migration DDL parsed
2026-07-27,Source,public.source_event_pricing_submissions,table,Operational event or sourcing-workflow state.,Domain workflow system of record,RLS/policy marker observed (tenant_key; uploaded_by_user_id),id,id; source_event_id; tenant_key; uploaded_by_user_id; unit_prices_by_id; vendor_notes_by_id,parse_status; superseded_by,created_at; updated_at,source_event_id,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/lib/source/pricing-submissions/__tests__/dao.azure-read.test.ts; src/lib/source/pricing-submissions/dao.ts,,to_be_mapped,retain_operational,"Workflow, review, template, or draft state remains domain-owned unless it emits accepted/published facts.",Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260508040000_source_event_pricing_submissions.sql,id; source_event_id; tenant_key; vendor_name; submitted_at; uploaded_by_user_id; uploaded_filename; unit_prices_by_id; vendor_notes_by_id; pricing_notes; assumption_deviations; parse_status; parse_warnings; superseded_by; created_at; updated_at,2,high: migration DDL parsed
2026-07-27,Source,public.source_events,table,Operational event or sourcing-workflow state.,Domain workflow system of record,RLS/policy marker observed (client_key; created_by_user_id),id,id; client_key; current_stage_key; linked_program_id; created_by_user_id,current_stage_key; lifecycle_state,created_at; updated_at,No parsed lineage fields; inspect write path before promotion,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/audit/live-tenant-population-audit.mjs; scripts/qa/lakeshore-ams-artifact-audit.mjs; scripts/source/load-skyharbor-contract-optimization.ts; src/app/(maestro)/source/events/[eventId]/approval/page.tsx; src/app/(maestro)/source/events/[eventId]/page.tsx; src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/accept/route.ts; src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/body/route.ts; src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/client-final/route.ts,,to_be_mapped,retain_operational,"Workflow, review, template, or draft state remains domain-owned unless it emits accepted/published facts.",Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260430150000_source_events.sql,id; client_key; event_code; event_name; event_type; current_stage_key; lifecycle_state; linked_program_id; estimated_value_usd; trigger_description; scope_description; decision_owner; created_by_user_id; created_at; updated_at,34,high: migration DDL parsed
2026-07-27,Source,public.source_graph_edges,table,Persisted module object requiring owner review.,Domain workflow system of record,RLS/policy marker observed (tenant_key),id,id; artifact_id; tenant_key; source_event_id; from_node_id; to_node_id,graph_status,created_at,artifact_id; source_event_id; provenance; confidence,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,,to_be_mapped,retain_operational,Needed for domain workflow unless a later live data review proves it obsolete.,Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260430220000_source_artifact_registry.sql,id; artifact_id; tenant_key; source_event_id; from_node_id; edge_type; to_node_id; provenance; confidence; graph_status; created_at,0,high: migration DDL parsed
2026-07-27,Source,public.source_meeting_outcomes,table,"Metric, KPI, value, or outcome measurement substrate.",Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (tenant_key),id,id; artifact_id; tenant_key; source_event_id,status,due_date; created_at,artifact_id; source_event_id; provenance; confidence,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/lib/source/artifact-registry/text-parser.ts,Metric/value/cost family candidate,knowledge.metric,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",Medium,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260430220000_source_artifact_registry.sql,id; artifact_id; tenant_key; source_event_id; outcome_type; outcome_text; owner; due_date; status; provenance; confidence; created_at,1,high: migration DDL parsed
2026-07-27,Source,public.source_pricing_components,table,Persisted module object requiring owner review.,Domain workflow system of record,RLS/policy marker observed (tenant_key),id,id; artifact_id; tenant_key; source_event_id; vendor_id; component_key,Not explicit in parsed columns,created_at,artifact_id; source_event_id; provenance; confidence,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/lib/source/artifact-registry/text-parser.ts,,to_be_mapped,retain_operational,Needed for domain workflow unless a later live data review proves it obsolete.,Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260430220000_source_artifact_registry.sql,id; artifact_id; tenant_key; source_event_id; vendor_id; component_key; component_label; amount_usd; unit; year_index; pricing_model; assumptions; provenance; confidence; created_at,1,high: migration DDL parsed
2026-07-27,Source,public.source_reasoning_envelopes,table,Persisted module object requiring owner review.,Domain workflow system of record,RLS/policy marker observed (tenant_key; generated_by_user_id),id,id; envelope_id; source_event_id; tenant_key; generated_by_user_id,stage; status,created_at,source_event_id; artifact_code; confidence_label; confidence_score; missing_evidence,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/app/api/v1/source/[eventId]/artifacts/[artifactCode]/generate/route.ts,,to_be_mapped,retain_operational,Needed for domain workflow unless a later live data review proves it obsolete.,Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260620000000_source_reasoning_envelopes.sql,id; envelope_id; source_event_id; artifact_code; tenant_key; stage; status; archetype; rigor; confidence_label; confidence_score; refusal_reason; missing_evidence; claims; envelope; generated_by_user_id; generated_at; created_at,1,high: migration DDL parsed
2026-07-27,Source,public.source_requirements,table,Persisted module object requiring owner review.,Domain workflow system of record,RLS/policy marker observed (tenant_key),id,id; artifact_id; tenant_key; source_event_id; requirement_key,Not explicit in parsed columns,created_at,artifact_id; source_event_id; provenance; confidence,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/lib/source/artifact-registry/text-parser.ts,,to_be_mapped,retain_operational,Needed for domain workflow unless a later live data review proves it obsolete.,Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260430220000_source_artifact_registry.sql,id; artifact_id; tenant_key; source_event_id; requirement_key; requirement_text; requirement_category; required; provenance; confidence; created_at,1,high: migration DDL parsed
2026-07-27,Source,public.source_stage_guidebooks,table,Persisted module object requiring owner review.,Domain workflow system of record,RLS/policy marker observed (client_key),id,id; stage_key; client_key,stage_key; status; published_at,version; updated_by; created_at; updated_at,No parsed lineage fields; inspect write path before promotion,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/lib/source/stage-guidebooks/repository.ts,,to_be_mapped,retain_operational,"Workflow, review, template, or draft state remains domain-owned unless it emits accepted/published facts.",Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260720130000_source_stage_guidebooks.sql,id; stage_key; client_key; title; purpose; duration_minutes; status; sections; version; created_by; updated_by; published_at; created_at; updated_at,1,high: migration DDL parsed
2026-07-27,Source,public.source_value_chain,table,"Metric, KPI, value, or outcome measurement substrate.",Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (policy only),id,id; source_event_id; state_id,state_id,created_at,source_event_id,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/lib/source/value-chain.ts,Metric/value/cost family candidate,knowledge.metric,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",Medium,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260524173000_source_value_proof_loop_v1.sql,id; source_event_id; chain_step; state_id; delta_from_prior_usd; delta_classification; created_at,1,high: migration DDL parsed
2026-07-27,Source,public.source_value_levers,table,"Metric, KPI, value, or outcome measurement substrate.",Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (client_key),id,id; source_event_id; client_key; lever_key; formula_id,Not explicit in parsed columns,Current-state unknown; live profiling required,source_event_id; confidence; evidence_refs; insufficient_evidence; missing_evidence,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/lib/source/facts/evaluators/value-lever-write-adapter.ts,Metric/value/cost family candidate,knowledge.metric,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",High,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260706160000_source_value_levers.sql,id; source_event_id; client_key; lever_key; lever_name; value_type; formula_id; est_low_usd; est_high_usd; confidence; basis; derivation_trace; evidence_refs; insufficient_evidence; missing_evidence; computed_at; AND,1,high: migration DDL parsed
2026-07-27,Source,public.source_value_lines,table,"Metric, KPI, value, or outcome measurement substrate.",Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (measurement_owner_id),id,id; program_id; measurement_owner_id; evidence_artifact_id,value_state,created_at; updated_at,evidence_artifact_id,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/lib/tower/value-states/__tests__/repository.azure-read.test.ts; src/lib/tower/value-states/repository.ts,Metric/value/cost family candidate,knowledge.metric,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",Medium,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260507220000_source_value_lines.sql,id; program_id; label; category; value_state; projected_amount; committed_amount; realized_amount; value_unit; measurement_owner_id; evidence_artifact_id; notes; sort_order; created_at; updated_at,2,high: migration DDL parsed
2026-07-27,Source,public.source_value_states,table,"Metric, KPI, value, or outcome measurement substrate.",Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (client_id),id,id; client_id; source_event_id; attestation_audit_id,state_layer; state_subtype; state_date; superseded_by,state_date; created_at,source_event_id; evidence_ledger_ids,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/lib/source/value-chain.ts,Metric/value/cost family candidate,knowledge.metric,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",Medium,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260524173000_source_value_proof_loop_v1.sql,id; client_id; source_event_id; state_layer; state_subtype; amount_usd; amount_basis; methodology; evidence_ledger_ids; state_date; attested_by; attested_at; attestation_audit_id; superseded_by; created_at; created_by; OR,1,high: migration DDL parsed
2026-07-27,Source,public.source_vendor_commitments,table,"Vendor, contract, or commercial-evidence substrate.",Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (tenant_key),id,id; artifact_id; tenant_key; source_event_id; vendor_id,Not explicit in parsed columns,created_at,artifact_id; source_event_id; provenance; confidence,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/lib/source/artifact-registry/text-parser.ts,,knowledge.vendor,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",High,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260430220000_source_artifact_registry.sql,id; artifact_id; tenant_key; source_event_id; vendor_id; commitment_type; commitment_text; metric; provenance; confidence; created_at,1,high: migration DDL parsed
2026-07-27,Source,public.source_vendor_proposal_fact_reviews,table,"Supplier proposal, revision, or sourcing-response evidence.",Domain workflow system of record,RLS/policy marker observed (policy only),id,id; fact_id,review_status,Current-state unknown; live profiling required,No parsed lineage fields; inspect write path before promotion,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/lib/source/vendor-proposals/__tests__/vendor-proposal-facts.test.ts; src/lib/source/vendor-proposals/vendor-proposal-facts.ts,,governance.review_state,retain_operational,Review status for extracted proposal facts stays operational; approved facts publish separately.,Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260725190000_source_vendor_proposal_facts.sql,id; fact_id; review_status; rationale; reviewed_by; reviewed_at,2,high: migration DDL parsed
2026-07-27,Source,public.source_vendor_proposal_facts,table,"Supplier proposal, revision, or sourcing-response evidence.",Candidate/domain-derived; not canonical until promoted,RLS/policy marker observed (client_key),id,id; client_key; source_event_id; vendor_key; proposal_artifact_id; fact_key; section_key; supersedes_fact_id,Not explicit in parsed columns,effective_period_start; effective_period_end; created_at,source_event_id; proposal_artifact_id; source_quote; source_pointer; confidence,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",src/lib/source/vendor-proposals/vendor-proposal-facts.ts,,knowledge.vendor,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",High,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260725190000_source_vendor_proposal_facts.sql,id; client_key; source_event_id; vendor_key; proposal_artifact_id; fact_key; section_key; page_or_location; value_numeric; value_text; unit; currency; effective_period_start; effective_period_end; source_quote; source_pointer; confidence; extraction_method; supersedes_fact_id; created_by; created_at,1,high: migration DDL parsed
2026-07-27,Source,public.telemetry_sources,table,Persisted module object requiring owner review.,Domain workflow system of record,RLS/policy marker observed (client_id),id,id; client_id; reasoning_scope_id; disclosure_scope_id; onboarded_by_person_id; source_id,Not explicit in parsed columns,as_of_date; created_at; updated_at,source_location; source_id; confidence_level,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",No focused code consumer found,,to_be_mapped,retain_operational,Needed for domain workflow unless a later live data review proves it obsolete.,Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260421152501_intelligence_layer_core.sql,id; client_id; name; description; modality; connector_type; source_location; credentials_reference; refresh_schedule; kpi_ids_populated; scope_description; data_format; residency_mode; retention_policy; compliance_tags; regulatory_notes; reasoning_scope_id; disclosure_scope_id; onboarded_at; onboarded_by_person_id; program_association; sunset_policy; access_log_reference; last_accessed_at,0,high: migration DDL parsed
2026-07-27,Source,public.vendor_contracts,table,"Vendor, contract, or commercial-evidence substrate.",Candidate/domain-derived; not canonical until promoted,tenant/user column observed (client_id; owner_id),id,id; client_id; vendor_id; owner_id,Not explicit in parsed columns,start_date; end_date; renewal_date; created_at; updated_at; updated_by,No parsed lineage fields; inspect write path before promotion,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/audit/demo-question-readiness.mjs; src/lib/source/exports/payloads/renewal-decision-payload.ts,,knowledge.vendor,promote_link_canonical_knowledge,"Contains enterprise-meaningful accepted, factual, commercial, metric, risk, or control data that should link through canonical IDs after review.",Medium,Backfill identity map; shadow-read canonical projection; switch consumers after reconciliation.,supabase/migrations/20260523090000_client_extension_it_productivity.sql,id; client_id; vendor_id; vendor_name; contract_name; contract_category; scope_summary; owner_id; annual_contract_value_usd; start_date; end_date; renewal_date; ai_usage_clauses; indemnity_provided; exit_terms_jsonb; concentration_pct; rate_card_vintage; outcome_based; created_at; updated_at; created_by; updated_by; deleted_at,2,high: migration DDL parsed
2026-07-27,Tower,cio_tower.answer_traces,table,"AI generation trace, prompt package, or audit record.",Candidate/domain-derived; not canonical until promoted,tenant/user column observed (tenant_key),trace_key,trace_key; tenant_key; contract_key; measure_key; prompt_package_key,validation_status,created_at,artifacts,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/qa/tower-answer-contract-server-runner.ts; scripts/tower/query-cio-tower-answer-traces.mjs; src/lib/cio-tower/answer.ts,,to_be_mapped,archive,Audit/history object should be retained but not promoted as enterprise truth.,Low,Archive-only; no runtime cutover.,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,trace_key; tenant_key; surface; user_question; contract_key; measure_key; prompt_package_key; raw_model_response; rendered_response; artifacts; validation_status; validation_errors; latency_ms; model_name; created_at,3,high: migration DDL parsed
2026-07-27,Tower,cio_tower.entities,table,Persisted module object requiring owner review.,Domain workflow system of record,tenant/user column observed (tenant_key),entity_key,entity_key; tenant_key; parent_entity_key; source_key,Not explicit in parsed columns,created_at; updated_at,source_key; source_row,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/tower/load-cio-tower-standardized-v1.mjs; scripts/tower/project-meridian-v3-to-cio-tower.mjs; scripts/tower/query-cio-tower-proof.mjs; scripts/tower/validate-cio-tower-quality.mjs; src/lib/cio-tower/answer.ts; src/lib/cio-tower/cxo-view-model.ts; src/lib/tower/tower-budget-rollups.ts,,to_be_mapped,retain_operational,Needed for domain workflow unless a later live data review proves it obsolete.,Low,Keep domain owner path; publish outbox if facts are accepted.,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,entity_key; tenant_key; entity_type; display_name; parent_entity_key; source_key; source_row; attributes; created_at; updated_at,7,high: migration DDL parsed
2026-07-27,Tower,cio_tower.facts,table,Persisted module object requiring owner review.,Candidate/domain-derived; not canonical until promoted,tenant/user column observed (tenant_key),fact_key,fact_key; tenant_key; entity_key; source_key; formula_key,superseded_by,period; value_date; formula_version; valid_from; valid_to; created_at,value_source; confidence; source_key; source_row,"Static repo audit only: requires live row profiling for nulls, duplicates, stale rows, broken links",scripts/tower/load-cio-tower-standardized-v1.mjs; scripts/tower/project-meridian-v3-to-cio-tower.mjs; scripts/tower/query-cio-tower-proof.mjs; scripts/tower/validate-cio-tower-quality.mjs; src/lib/cio-tower/answer.ts; src/lib/cio-tower/cxo-view-model.ts; src/lib/cio-tower/mart-projection/merge-facts.ts; src/lib/tower/tower-budget-rollups.ts,,knowledge.metric_observation,project_shared_consumption,Tower facts are measure observations/read-model inputs; definitions and source facts must be governed separately.,High,Build stable projection; dual-read compare; switch dashboards/aVa after parity.,supabase/migrations/20260628202000_cio_tower_schema_v1.sql,fact_key; tenant_key; entity_key; entity_type; measure; scope; view; amount_type; basis; period; value_numeric; value_text; value_date; value_bool; unit; value_source; confidence; source_key; source_row; formula_key; formula_version; is_rollup_of; component_of; superseded_by,8,high: migration DDL parsed
