path,symbol_or_term,occurrence_type,module,current_usage,runtime_used_yes_no,user_facing_yes_no,generated_content_yes_no,replacement_path,recommended_action,risk_level,notes
datasets/context-artifacts/approved/apex-retail/home-knowledge/approved-home-knowledge-design-contract-pack.json,synthetic demo,data-or-generated-artifact,tenant-data,dataset-artifact,no,no,yes,neutral current architecture language,archive,low,2 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/lakeshore-holdings/current/SA10_AI_Value_Interview_Evidence.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/lakeshore-holdings/current/SA11_AI_KPI_Operational_Outcome_Feed.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/lakeshore-industries/current/08_spend_value.csv,synthetic demo,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,neutral current architecture language,archive,low,2 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/lakeshore-industries/current/SA08_AI_Benefits_Realization_Usage_Ledger.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/lakeshore-industries/current/SA09_AI_Tool_Usage_Feed.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/lakeshore-industries/current/SA10_AI_Value_Interview_Evidence.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/lakeshore-industries/current/SA11_AI_KPI_Operational_Outcome_Feed.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,synthetic demo,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,synthetic demo,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,neutral current architecture language,archive,low,20 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,synthetic demo,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/meridian-health/current/SA08_AI_Benefits_Realization_Usage_Ledger.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/meridian-health/current/SA09_AI_Tool_Usage_Feed.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/meridian-health/current/SA10_AI_Value_Interview_Evidence.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/meridian-health/current/SA11_AI_KPI_Operational_Outcome_Feed.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/00_enterprise_profile.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/00_enterprise_profile.csv,V6,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/01_business_functions.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,6 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/02_org_ownership.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,6 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/03_workforce_roles.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,12 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/04_applications_systems.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,13 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/05_data_assets_integrations.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,70 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/05_data_assets_integrations.csv,V6,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,archive,low,70 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/05_data_assets_integrations.csv,V7,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,archive,low,70 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/06_infrastructure_platforms.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,10 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/07_vendors_contracts.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,20 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/08_spend_value.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,18 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/09_programs_initiatives.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,7 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/10_ai_automation_use_cases.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,3 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/11_risks_controls.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,28 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/13_evidence_sources.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,6 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/14_metrics_outcomes.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,12 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/14_metrics_outcomes.csv,V6,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,archive,low,12 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/14_metrics_outcomes.csv,V7,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,archive,low,12 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/15_industry_context_patterns.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,18 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/16_expert_lenses.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,20 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/17_service_scope_managed_services.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,3 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/18_operational_process_evidence.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,10 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/SA08_AI_Benefits_Realization_Usage_Ledger.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/SA09_AI_Tool_Usage_Feed.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/SA10_AI_Value_Interview_Evidence.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/_pre-enrichment-backup-20260731/SA11_AI_KPI_Operational_Outcome_Feed.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/current/SA08_AI_Benefits_Realization_Usage_Ledger.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/current/SA09_AI_Tool_Usage_Feed.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/current/SA10_AI_Value_Interview_Evidence.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/active/skyharbor-air/current/SA11_AI_KPI_Operational_Outcome_Feed.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/apex-retail/approved-content/home/design-contract-pack.json,synthetic demo,data-or-generated-artifact,home-knowledge,canonical-v3-input,no,no,yes,neutral current architecture language,archive,low,2 occurrence(s); review before archive/delete
datasets/tenant-inputs/apex-retail/approved-content/home/design-contract-pack.json,V4,data-or-generated-artifact,home-knowledge,canonical-v3-input,no,no,yes,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,archive,low,2 occurrence(s); review before archive/delete
datasets/tenant-inputs/apex-retail/derived/relationship-graph.json,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/candidates/skyharbor-air/gate-2-1-phase-d-v1/14_metrics_outcomes.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,12 occurrence(s); review before archive/delete
datasets/tenant-inputs/first-capital/approved-content/home/design-contract-pack.json,synthetic demo,data-or-generated-artifact,home-knowledge,canonical-v3-input,no,no,yes,neutral current architecture language,archive,low,2 occurrence(s); review before archive/delete
datasets/tenant-inputs/first-capital/approved-content/home/design-contract-pack.json,V4,data-or-generated-artifact,home-knowledge,canonical-v3-input,no,no,yes,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,archive,low,3 occurrence(s); review before archive/delete
datasets/tenant-inputs/first-capital/derived/relationship-graph.json,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/first-capital/standard-2026-07-v3/13_evidence_sources.csv,V7,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,standard-2026-07-v3 inputs plus neutral ActiveContextStore/ModuleContextReader,keep_internal,low,7 occurrence(s); review before archive/delete
datasets/tenant-inputs/first-capital/standard-2026-07-v3/SA08_AI_Benefits_Realization_Usage_Ledger.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/first-capital/standard-2026-07-v3/SA09_AI_Tool_Usage_Feed.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/first-capital/standard-2026-07-v3/SA10_AI_Value_Interview_Evidence.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/first-capital/standard-2026-07-v3/SA11_AI_KPI_Operational_Outcome_Feed.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/20_it_budget_by_domain.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/21_it_project_portfolio.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/22_ai_business_cases.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/23_ai_tool_rollout.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/24_monthly_value_tracking.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/25_finance_approval_ledger.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/26_evidence_register.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/cube/cube_dimensions.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/cube/tower_ai_case_cube.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/cube/tower_ai_tool_rollout_cube.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_1_client_intake/source_system_extracts/20_it_budget_by_domain.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_1_client_intake/source_system_extracts/21_it_project_portfolio.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_1_client_intake/source_system_extracts/22_ai_business_cases.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_1_client_intake/source_system_extracts/23_ai_tool_rollout.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_1_client_intake/source_system_extracts/24_monthly_value_tracking.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_1_client_intake/source_system_extracts/25_finance_approval_ledger.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_1_client_intake/source_system_extracts/26_evidence_register.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_2_source_adapters/adapter_emitted_objects.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_3_canonical/canonical_ai_use_cases.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_3_canonical/canonical_budgets.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_3_canonical/canonical_evidence_items.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_3_canonical/canonical_finance_approval_events.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_3_canonical/canonical_monthly_value_observations.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_3_canonical/canonical_projects.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_3_canonical/canonical_relationships.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_3_canonical/canonical_tools.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_3_canonical/LAYER_3_SIGNOFF.md,projection,documentation,tenant-data,canonical-v3-input,no,no,no,module context pack or active context projection,archive,low,2 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_4_read_models/tower_ai_initiatives_table.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/layer_4_read_models/tower_tools_table.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/proof_manifest.json,synthetic demo,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/generated/meridian-health/tower-layer1-v2026-08-business-case/README.md,synthetic demo,documentation,tenant-data,canonical-v3-input,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/lakeshore-holdings/approved-content/home/design-contract-pack.json,synthetic demo,data-or-generated-artifact,home-knowledge,canonical-v3-input,no,no,yes,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/lakeshore-holdings/derived/relationship-graph.json,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/meridian-health/approved-content/home/story-blocks.json,synthetic demo,data-or-generated-artifact,home-knowledge,canonical-v3-input,no,no,yes,neutral current architecture language,archive,low,2 occurrence(s); review before archive/delete
datasets/tenant-inputs/meridian-health/approved-content/tower/story-blocks.json,synthetic demo,data-or-generated-artifact,tower,canonical-v3-input,no,no,yes,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/meridian-health/derived/interview-insights.json,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,221 occurrence(s); review before archive/delete
datasets/tenant-inputs/meridian-health/derived/module-context/home-context-view.json,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,140 occurrence(s); review before archive/delete
datasets/tenant-inputs/meridian-health/derived/module-context/sa08-benefits-posture.json,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,8 occurrence(s); review before archive/delete
datasets/tenant-inputs/meridian-health/derived/module-context/tower-dashboard-view.json,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,archive,low,8 occurrence(s); review before archive/delete
datasets/tenant-inputs/meridian-health/standard-2026-07-v3/13_evidence_sources.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,keep_internal,low,2 occurrence(s); review before archive/delete
datasets/tenant-inputs/meridian-health/standard-2026-07-v3/13_evidence_sources.csv,synthetic demo,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,neutral current architecture language,keep_internal,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA02_IT_Finance_Budget_Spend_Extract.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA04_Program_Portfolio_Extract.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA08_AI_Benefits_Realization_Usage_Ledger.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA09_AI_Tool_Usage_Feed.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA10_AI_Value_Interview_Evidence.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/meridian-health/standard-2026-07-v3/SA11_AI_KPI_Operational_Outcome_Feed.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/13_evidence_sources.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,2 occurrence(s); review before archive/delete
datasets/tenant-inputs/meridian-health/v2026-08-governed-intake/canonical-dimensions/13_evidence_sources.csv,synthetic demo,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,neutral current architecture language,archive,low,2 occurrence(s); review before archive/delete
datasets/tenant-inputs/README.md,projection,documentation,tenant-data,canonical-v3-input,no,no,no,module context pack or active context projection,archive,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,substrate,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,module context pack or active context projection,archive,low,5 occurrence(s); review before archive/delete
datasets/tenant-inputs/templates/standard-2026-07-v3-reload/AI_VALUE_REALIZATION_FIELD_INSTRUCTIONS.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); review before archive/delete
datasets/tenant-inputs/templates/standard-2026-07-v3-reload/blank-csv/SA02_IT_Finance_Budget_Spend_Extract_TEMPLATE.csv,source_record_id,data-or-generated-artifact,tenant-data,canonical-v3-input,no,no,yes,source evidence citation or client-safe row label,keep_internal,low,1 occurrence(s); review before archive/delete
