path,term,status,evidence,occurrences,visible_occurrences,classification,action
src/components/source/learn/case-study/Ch10TransitionChapter.tsx,projection,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/source/learn/case-study/Ch11ValueChapter.tsx,projection,WARN,"4 visible occurrence(s), 15 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",15,4,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/source/learn/case-study/MeridianCaseStudyIntro.tsx,projection,WARN,"1 visible occurrence(s), 2 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",2,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/source/learn/case-study/apex/ApexCh01StrategyChapter.tsx,projection,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/strategic-moves/StrategicMoveOriginateClient.tsx,dossier,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/strategic-moves/__tests__/MovesPhaseStandaloneClient.test.tsx,dossier,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/components/tower/DeferredMetricsBlock.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/tower/ExecutiveActionQueuePanel.tsx,projection,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/tower/MetricProvenance.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/tower/MovePortfolioCardPanel.tsx,projection,WARN,"1 visible occurrence(s), 2 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",2,1,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/tower/ProgramPressureCards.tsx,projection,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/tower/TowerIndexPage.tsx,projection,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/tower/TowerIndexPage.tsx,substrate,WARN,"4 visible occurrence(s), 13 total occurrence(s), in active runtime source outside generated CXO/context artifacts.",13,4,existing-runtime-copy-outside-dataset-sunset-boundary,track_separately
src/components/tower/__tests__/TowerCioDashboardSurface.test.tsx,projection,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/components/tower/__tests__/TowerCioDashboardSurface.test.tsx,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
src/components/tower/charts/TowerCxoCharts.tsx,substrate,WARN,"2 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",2,0,allowed-code-identifier-or-route,keep_internal
src/components/workspace-explorer/WorkspaceExplorer.tsx,substrate,WARN,"1 occurrence(s) in code identifier, import, route name, or non-rendered implementation text.",1,0,allowed-code-identifier-or-route,keep_internal
src/components/workspace-explorer/__tests__/WorkspaceExplorer.test.tsx,substrate,WARN,1 occurrence(s) in test fixture or regression assertion; not runtime-visible.,1,0,allowed-test-fixture,keep_internal
