tenant_key,vendor_name,contract_name,service_category,business_owner,contract_owner,annual_spend_usd,term_start,term_end,renewal_date,commercial_model,supported_systems,supported_functions,risk_rating,source_file,source_date,confidence,known_gaps,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,vendor_id,service,owning_function,linked_systems,contract_risk,pricing_basis,vendor_category,ai_capability,annual_contract_value_usd,linked_budget_record_ids,linked_program_code,ai_spend_flag,use_case,data_domain,systems,value_hypothesis,evidence_needed,risk_or_gap,affected_systems,metric_boundary,forbidden_claims,legacy_row_flag,source_row_status,migration_action,additive_status,amount_basis,finance_attestation_status,funding_status,approved_funding_usd,realized_value_usd,tower_claim_allowed,evidence_type,evidence_location,evidence_owner,caveat,generated_fields,generation_basis
meridian-health,"CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency",,,,,,2025-10-07,2026-02-22,2028-05-14,,,,,,,medium,,MER-SA07-07_VENDORS_CONTRACTS-0045,MER-HS,"CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency","CTO / Infrastructure, Cloud & Platform says End-to-end cost transparency is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0045,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,"CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction",,,,,,2023-05-22,2028-12-22,2027-05-16,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0046,MER-HS,"CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction","CTO / Infrastructure, Cloud & Platform says Payment integrity and leakage reduction is promising, but value is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0046,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,"CTO / Infrastructure, Cloud & Platform: Automated close and reporting",,,,,,2023-12-20,2027-10-14,2027-07-22,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0047,MER-HS,"CTO / Infrastructure, Cloud & Platform: Automated close and reporting","CTO / Infrastructure, Cloud & Platform says Automated close and reporting is promising, but sourcing is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0047,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse",,,,,,2025-01-06,2026-04-24,2027-08-04,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0048,MER-HS,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse","CTO / Infrastructure, Cloud & Platform says Unified clinical + claims lakehouse is promising, but evidence is not decision-grade until Epic Caboodle evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0048,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: End-to-end cost transparency,,,,,,2024-11-25,2027-04-09,2028-01-18,,,,,,,medium,,MER-SA07-07_VENDORS_CONTRACTS-0049,MER-HS,CDAO / Data & Analytics: End-to-end cost transparency,"CDAO / Data & Analytics says End-to-end cost transparency is promising, but strategy is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0049,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Payment integrity and leakage reduction,,,,,,2025-08-13,2028-10-25,2027-07-03,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0050,MER-HS,CDAO / Data & Analytics: Payment integrity and leakage reduction,"CDAO / Data & Analytics says Payment integrity and leakage reduction is promising, but operating model is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0050,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Automated close and reporting,,,,,,2022-10-18,2029-06-13,2027-07-08,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0051,MER-HS,CDAO / Data & Analytics: Automated close and reporting,"CDAO / Data & Analytics says Automated close and reporting is promising, but vendor is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0051,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Unified clinical + claims lakehouse,,,,,,2023-10-20,2026-01-05,2026-01-03,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0052,MER-HS,CDAO / Data & Analytics: Unified clinical + claims lakehouse,"CDAO / Data & Analytics says Unified clinical + claims lakehouse is promising, but platform is not decision-grade until Pharmacy claims platform evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0052,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,,,,,,2025-10-28,2027-06-11,2028-12-27,,,,,,,medium,,MER-SA07-07_VENDORS_CONTRACTS-0053,MER-HS,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,"CDAO / Data & Analytics says Governed data foundation for AI / LLM automation is promising, but data is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0053,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Call center optimization,,,,,,2024-05-16,2026-04-07,2029-10-18,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0054,MER-HS,CDAO / Data & Analytics: Call center optimization,"CDAO / Data & Analytics says Call center optimization is promising, but modernization is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0054,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Provider quality and performance,,,,,,2023-07-17,2026-06-27,2028-01-23,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0055,MER-HS,CDAO / Data & Analytics: Provider quality and performance,"CDAO / Data & Analytics says Provider quality and performance is promising, but AI readiness is not decision-grade until Epic Clarity evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0055,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: End-to-end cost transparency,,,,,,2024-07-02,2028-06-24,2026-04-05,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0056,MER-HS,CDAO / Data & Analytics: End-to-end cost transparency,"CDAO / Data & Analytics says End-to-end cost transparency is promising, but risk is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0056,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Payment integrity and leakage reduction,,,,,,2022-04-14,2027-07-16,2029-04-16,,,,,,,medium,,MER-SA07-07_VENDORS_CONTRACTS-0057,MER-HS,CDAO / Data & Analytics: Payment integrity and leakage reduction,"CDAO / Data & Analytics says Payment integrity and leakage reduction is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0057,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Automated close and reporting,,,,,,2022-12-05,2027-12-08,2029-11-21,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0058,MER-HS,CDAO / Data & Analytics: Automated close and reporting,"CDAO / Data & Analytics says Automated close and reporting is promising, but value is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0058,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Unified clinical + claims lakehouse,,,,,,2023-08-13,2027-04-08,2027-03-24,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0059,MER-HS,CDAO / Data & Analytics: Unified clinical + claims lakehouse,"CDAO / Data & Analytics says Unified clinical + claims lakehouse is promising, but sourcing is not decision-grade until Epic Clarity evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0059,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,,,,,,2022-08-03,2029-06-01,2028-03-25,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0060,MER-HS,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,"CDAO / Data & Analytics says Governed data foundation for AI / LLM automation is promising, but evidence is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0060,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,,,,,,2025-03-17,2027-03-16,2028-11-22,,,,,,,medium,,MER-SA07-07_VENDORS_CONTRACTS-0061,MER-HS,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,"Chief Experience Officer / Member Experience says Payment integrity and leakage reduction is promising, but strategy is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0061,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Chief Experience Officer / Member Experience: Automated close and reporting,,,,,,2025-02-02,2026-04-21,2027-02-03,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0062,MER-HS,Chief Experience Officer / Member Experience: Automated close and reporting,"Chief Experience Officer / Member Experience says Automated close and reporting is promising, but operating model is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0062,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,,,,,,2024-04-27,2028-11-21,2028-02-11,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0063,MER-HS,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,"Chief Experience Officer / Member Experience says Unified clinical + claims lakehouse is promising, but vendor is not decision-grade until Claims administration platform evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0063,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,,,,,,2023-02-04,2027-06-21,2028-04-01,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0064,MER-HS,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,"Chief Experience Officer / Member Experience says Governed data foundation for AI / LLM automation is promising, but platform is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0064,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Chief Experience Officer / Member Experience: Call center optimization,,,,,,2022-10-10,2026-06-27,2026-02-20,,,,,,,medium,,MER-SA07-07_VENDORS_CONTRACTS-0065,MER-HS,Chief Experience Officer / Member Experience: Call center optimization,"Chief Experience Officer / Member Experience says Call center optimization is promising, but data is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0065,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Chief Experience Officer / Member Experience: Provider quality and performance,,,,,,2024-05-15,2027-10-24,2028-01-25,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0066,MER-HS,Chief Experience Officer / Member Experience: Provider quality and performance,"Chief Experience Officer / Member Experience says Provider quality and performance is promising, but modernization is not decision-grade until Epic Caboodle evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0066,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Chief Experience Officer / Member Experience: End-to-end cost transparency,,,,,,2024-09-09,2028-04-22,2028-07-13,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0067,MER-HS,Chief Experience Officer / Member Experience: End-to-end cost transparency,"Chief Experience Officer / Member Experience says End-to-end cost transparency is promising, but AI readiness is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0067,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,,,,,,2023-05-21,2029-06-08,2027-07-16,,,,,,,high,,MER-SA07-07_VENDORS_CONTRACTS-0068,MER-HS,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,"Chief Experience Officer / Member Experience says Payment integrity and leakage reduction is promising, but risk is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",07_vendors_contracts,MER-SA07-INT-EVID-0068,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,term_start;term_end;renewal_date,synthetic_demo_attribute_generation_2026_08_not_client_evidence
