tenant_key,source_file,source_type,source_owner,source_date,as_of_date,confidentiality,domains_covered,row_count_or_pages,quality_notes,approved_for_loading,known_gaps,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,confidence,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,evidence_type,evidence_location,evidence_owner,use_case,data_domain,systems,value_hypothesis,evidence_needed,risk_or_gap,affected_systems,metric_boundary,forbidden_claims,legacy_row_flag,source_row_status,migration_action,additive_status,amount_basis,finance_attestation_status,funding_status,approved_funding_usd,realized_value_usd,tower_claim_allowed,caveat,generated_fields,generation_basis
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,COO,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0073,MER-HS,COO / Operations interview evidence,"COO / Operations says Automated close and reporting is promising, but strategy is not decision-grade until General ledger and close reporting evidence closes: Manual reporting maintenance load. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0073,candidate,medium,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,COO,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,COO,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0074,MER-HS,COO / Operations interview evidence,"COO / Operations says Unified clinical + claims lakehouse is promising, but operating model is not decision-grade until Epic Caboodle evidence closes: No patient/member identity spine loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0074,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,COO,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,COO,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0075,MER-HS,COO / Operations interview evidence,"COO / Operations says Governed data foundation for AI / LLM automation is promising, but vendor is not decision-grade until SAS analytics estate evidence closes: No AI audit trail evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0075,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,COO,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,COO,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0076,MER-HS,COO / Operations interview evidence,"COO / Operations says Call center optimization is promising, but platform is not decision-grade until Power BI reporting estate evidence closes: Member identity linkage not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0076,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,COO,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,COO,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0077,MER-HS,COO / Operations interview evidence,"COO / Operations says Provider quality and performance is promising, but data is not decision-grade until Provider contract repository evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0077,candidate,medium,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,COO,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,COO,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0078,MER-HS,COO / Operations interview evidence,"COO / Operations says End-to-end cost transparency is promising, but modernization is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0078,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,COO,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,COO,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0079,MER-HS,COO / Operations interview evidence,"COO / Operations says Payment integrity and leakage reduction is promising, but AI readiness is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0079,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,COO,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,COO,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0080,MER-HS,COO / Operations interview evidence,"COO / Operations says Automated close and reporting is promising, but risk is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0080,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,COO,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,COO,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0081,MER-HS,COO / Operations interview evidence,"COO / Operations says Unified clinical + claims lakehouse is promising, but metrics is not decision-grade until Pharmacy claims platform evidence closes: No certified medallion architecture. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0081,candidate,medium,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,COO,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,COO,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0082,MER-HS,COO / Operations interview evidence,"COO / Operations says Governed data foundation for AI / LLM automation is promising, but value is not decision-grade until SQL Server reporting marts evidence closes: No certified semantic layer. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0082,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,COO,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,COO,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0083,MER-HS,COO / Operations interview evidence,"COO / Operations says Call center optimization is promising, but sourcing is not decision-grade until Claims administration platform evidence closes: Intent taxonomy not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0083,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,COO,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,COO,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0084,MER-HS,COO / Operations interview evidence,"COO / Operations says Provider quality and performance is promising, but evidence is not decision-grade until Epic Clarity evidence closes: Near-real-time quality layer not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0084,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,COO,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,Chief Medical,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0085,MER-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says Unified clinical + claims lakehouse is promising, but strategy is not decision-grade until Epic Clarity evidence closes: No certified medallion architecture. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0085,candidate,medium,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,Chief Medical,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0086,MER-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says Governed data foundation for AI / LLM automation is promising, but operating model is not decision-grade until SQL Server reporting marts evidence closes: No certified semantic layer. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0086,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,Chief Medical,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0087,MER-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says Call center optimization is promising, but vendor is not decision-grade until Claims administration platform evidence closes: Intent taxonomy not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0087,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,Chief Medical,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0088,MER-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says Provider quality and performance is promising, but platform is not decision-grade until Power BI reporting estate evidence closes: Near-real-time quality layer not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0088,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,Chief Medical,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0089,MER-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says End-to-end cost transparency is promising, but data is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0089,candidate,medium,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,Chief Medical,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0090,MER-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says Payment integrity and leakage reduction is promising, but modernization is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0090,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,Chief Medical,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0091,MER-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says Automated close and reporting is promising, but AI readiness is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0091,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,Chief Medical,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0092,MER-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says Unified clinical + claims lakehouse is promising, but risk is not decision-grade until Claims administration platform evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0092,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,Chief Medical,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0093,MER-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says Governed data foundation for AI / LLM automation is promising, but metrics is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0093,candidate,medium,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,Chief Medical,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0094,MER-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says Call center optimization is promising, but value is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0094,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,Chief Medical,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0095,MER-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says Provider quality and performance is promising, but sourcing is not decision-grade until Epic Caboodle evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0095,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,Chief Medical,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0096,MER-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says End-to-end cost transparency is promising, but evidence is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0096,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,Health Plan Operations,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0097,MER-HS,Health Plan Operations / Claims & Eligibility interview evidence,"Health Plan Operations / Claims & Eligibility says Governed data foundation for AI / LLM automation is promising, but strategy is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0097,candidate,medium,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,Health Plan Operations,,,,,,,,,,,,,,,,,,,,,,
meridian-health,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,executive_interview,Health Plan Operations,,,synthetic_demo_phi_free_planning_grade,,,,,,MER-SA07-13_EVIDENCE_SOURCES-0098,MER-HS,Health Plan Operations / Claims & Eligibility interview evidence,"Health Plan Operations / Claims & Eligibility says Call center optimization is promising, but operating model is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,MER-SA07-INT-EVID-0098,candidate,high,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/meridian-health/interviews/executive_interviews.csv,Health Plan Operations,,,,,,,,,,,,,,,,,,,,,,
