tenant_key,risk_or_control_name,risk_domain,business_function,systems_impacted,severity,likelihood,control_owner,control_status,evidence_required,mitigation_plan,source_file,source_date,confidence,known_gaps,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,use_case,risk_or_gap,affected_systems,metric_boundary,forbidden_claims,data_domain,systems,value_hypothesis,evidence_needed,legacy_row_flag,source_row_status,migration_action,additive_status,amount_basis,finance_attestation_status,funding_status,approved_funding_usd,realized_value_usd,tower_claim_allowed,evidence_type,evidence_location,evidence_owner,caveat,generated_fields,generation_basis
meridian-health,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse",,,,Medium,Unlikely,,Partially operating,,,,,medium,,MER-SA07-11_RISKS_CONTROLS-0041,MER-HS,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse","CTO / Infrastructure, Cloud & Platform says Unified clinical + claims lakehouse is promising, but data is not decision-grade until Databricks on AWS evidence closes: No certified medallion architecture. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0041,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,"CTO / Infrastructure, Cloud & Platform: Governed data foundation for AI / LLM automation",,,,High,Possible,,Partially operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0042,MER-HS,"CTO / Infrastructure, Cloud & Platform: Governed data foundation for AI / LLM automation","CTO / Infrastructure, Cloud & Platform says Governed data foundation for AI / LLM automation is promising, but modernization is not decision-grade until SQL Server reporting marts evidence closes: No certified semantic layer. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0042,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,"CTO / Infrastructure, Cloud & Platform: Call center optimization",,,,Low,Likely,,Partially operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0043,MER-HS,"CTO / Infrastructure, Cloud & Platform: Call center optimization","CTO / Infrastructure, Cloud & Platform says Call center optimization is promising, but AI readiness is not decision-grade until Claims administration platform evidence closes: Intent taxonomy not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0043,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,"CTO / Infrastructure, Cloud & Platform: Provider quality and performance",,,,High,Possible,,Gap,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0044,MER-HS,"CTO / Infrastructure, Cloud & Platform: Provider quality and performance","CTO / Infrastructure, Cloud & Platform says Provider quality and performance is promising, but risk is not decision-grade until Tableau reporting estate evidence closes: Near-real-time quality layer not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0044,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,"CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency",,,,Low,Likely,,Design only,,,,,medium,,MER-SA07-11_RISKS_CONTROLS-0045,MER-HS,"CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency","CTO / Infrastructure, Cloud & Platform says End-to-end cost transparency is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0045,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,"CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction",,,,Low,Likely,,Partially operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0046,MER-HS,"CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction","CTO / Infrastructure, Cloud & Platform says Payment integrity and leakage reduction is promising, but value is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0046,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,"CTO / Infrastructure, Cloud & Platform: Automated close and reporting",,,,Medium,Possible,,Partially operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0047,MER-HS,"CTO / Infrastructure, Cloud & Platform: Automated close and reporting","CTO / Infrastructure, Cloud & Platform says Automated close and reporting is promising, but sourcing is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0047,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse",,,,Medium,Possible,,Partially operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0048,MER-HS,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse","CTO / Infrastructure, Cloud & Platform says Unified clinical + claims lakehouse is promising, but evidence is not decision-grade until Epic Caboodle evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0048,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: End-to-end cost transparency,,,,Low,Unlikely,,Partially operating,,,,,medium,,MER-SA07-11_RISKS_CONTROLS-0049,MER-HS,CDAO / Data & Analytics: End-to-end cost transparency,"CDAO / Data & Analytics says End-to-end cost transparency is promising, but strategy is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0049,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Payment integrity and leakage reduction,,,,Medium,Unlikely,,Design only,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0050,MER-HS,CDAO / Data & Analytics: Payment integrity and leakage reduction,"CDAO / Data & Analytics says Payment integrity and leakage reduction is promising, but operating model is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0050,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Automated close and reporting,,,,High,Unlikely,,Operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0051,MER-HS,CDAO / Data & Analytics: Automated close and reporting,"CDAO / Data & Analytics says Automated close and reporting is promising, but vendor is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0051,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Unified clinical + claims lakehouse,,,,High,Likely,,Design only,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0052,MER-HS,CDAO / Data & Analytics: Unified clinical + claims lakehouse,"CDAO / Data & Analytics says Unified clinical + claims lakehouse is promising, but platform is not decision-grade until Pharmacy claims platform evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0052,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,,,,High,Likely,,Partially operating,,,,,medium,,MER-SA07-11_RISKS_CONTROLS-0053,MER-HS,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,"CDAO / Data & Analytics says Governed data foundation for AI / LLM automation is promising, but data is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0053,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Call center optimization,,,,Medium,Likely,,Partially operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0054,MER-HS,CDAO / Data & Analytics: Call center optimization,"CDAO / Data & Analytics says Call center optimization is promising, but modernization is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0054,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Provider quality and performance,,,,High,Possible,,Partially operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0055,MER-HS,CDAO / Data & Analytics: Provider quality and performance,"CDAO / Data & Analytics says Provider quality and performance is promising, but AI readiness is not decision-grade until Epic Clarity evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0055,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: End-to-end cost transparency,,,,Low,Possible,,Design only,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0056,MER-HS,CDAO / Data & Analytics: End-to-end cost transparency,"CDAO / Data & Analytics says End-to-end cost transparency is promising, but risk is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0056,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Payment integrity and leakage reduction,,,,Medium,Possible,,Design only,,,,,medium,,MER-SA07-11_RISKS_CONTROLS-0057,MER-HS,CDAO / Data & Analytics: Payment integrity and leakage reduction,"CDAO / Data & Analytics says Payment integrity and leakage reduction is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0057,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Automated close and reporting,,,,Low,Unlikely,,Partially operating,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0058,MER-HS,CDAO / Data & Analytics: Automated close and reporting,"CDAO / Data & Analytics says Automated close and reporting is promising, but value is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0058,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Unified clinical + claims lakehouse,,,,Low,Unlikely,,Design only,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0059,MER-HS,CDAO / Data & Analytics: Unified clinical + claims lakehouse,"CDAO / Data & Analytics says Unified clinical + claims lakehouse is promising, but sourcing is not decision-grade until Epic Clarity evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0059,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,,,,Medium,Possible,,Design only,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0060,MER-HS,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,"CDAO / Data & Analytics says Governed data foundation for AI / LLM automation is promising, but evidence is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0060,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,,,,Medium,Unlikely,,Gap,,,,,medium,,MER-SA07-11_RISKS_CONTROLS-0061,MER-HS,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,"Chief Experience Officer / Member Experience says Payment integrity and leakage reduction is promising, but strategy is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0061,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Chief Experience Officer / Member Experience: Automated close and reporting,,,,Low,Possible,,Design only,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0062,MER-HS,Chief Experience Officer / Member Experience: Automated close and reporting,"Chief Experience Officer / Member Experience says Automated close and reporting is promising, but operating model is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0062,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,,,,Low,Unlikely,,Design only,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0063,MER-HS,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,"Chief Experience Officer / Member Experience says Unified clinical + claims lakehouse is promising, but vendor is not decision-grade until Claims administration platform evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0063,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,,,,Medium,Likely,,Gap,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0064,MER-HS,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,"Chief Experience Officer / Member Experience says Governed data foundation for AI / LLM automation is promising, but platform is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0064,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Chief Experience Officer / Member Experience: Call center optimization,,,,Low,Likely,,Design only,,,,,medium,,MER-SA07-11_RISKS_CONTROLS-0065,MER-HS,Chief Experience Officer / Member Experience: Call center optimization,"Chief Experience Officer / Member Experience says Call center optimization is promising, but data is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0065,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
meridian-health,Chief Experience Officer / Member Experience: Provider quality and performance,,,,Medium,Possible,,Gap,,,,,high,,MER-SA07-11_RISKS_CONTROLS-0066,MER-HS,Chief Experience Officer / Member Experience: Provider quality and performance,"Chief Experience Officer / Member Experience says Provider quality and performance is promising, but modernization is not decision-grade until Epic Caboodle evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",11_risks_controls,MER-SA07-INT-EVID-0066,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,,,,,,,,severity;likelihood;control_status,synthetic_demo_attribute_generation_2026_08_not_client_evidence
