tenant_key,service_tower,service_name,scope_description,in_scope_functions,in_scope_systems,current_provider,service_volume,sla_or_kpi,run_cost_usd,target_state_option,source_file,source_date,confidence,known_gaps,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,vendor_id,service,owning_function,linked_systems,contract_risk,pricing_basis,annual_contract_value_usd,run_spend_usd,change_order_spend_usd,invoice_amount_ytd_usd,service_credit_ytd_usd,vendor_name,contract_id,fiscal_year,linked_budget_record_ids,linked_sa02_records,ai_spend_flag,tower_usage,caveat,use_case,data_domain,systems,value_hypothesis,evidence_needed,risk_or_gap,affected_systems,metric_boundary,forbidden_claims,legacy_row_flag,source_row_status,migration_action,additive_status,amount_basis,finance_attestation_status,funding_status,approved_funding_usd,realized_value_usd,tower_claim_allowed,evidence_type,evidence_location,evidence_owner
meridian-health,,CDAO / Data & Analytics: End-to-end cost transparency,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0056,MER-HS,CDAO / Data & Analytics: End-to-end cost transparency,"CDAO / Data & Analytics says End-to-end cost transparency is promising, but risk is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0056,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,CDAO / Data & Analytics: Payment integrity and leakage reduction,,,,,,,,,,,medium,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0057,MER-HS,CDAO / Data & Analytics: Payment integrity and leakage reduction,"CDAO / Data & Analytics says Payment integrity and leakage reduction is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0057,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,CDAO / Data & Analytics: Automated close and reporting,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0058,MER-HS,CDAO / Data & Analytics: Automated close and reporting,"CDAO / Data & Analytics says Automated close and reporting is promising, but value is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0058,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,CDAO / Data & Analytics: Unified clinical + claims lakehouse,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0059,MER-HS,CDAO / Data & Analytics: Unified clinical + claims lakehouse,"CDAO / Data & Analytics says Unified clinical + claims lakehouse is promising, but sourcing is not decision-grade until Epic Clarity evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0059,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0060,MER-HS,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,"CDAO / Data & Analytics says Governed data foundation for AI / LLM automation is promising, but evidence is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0060,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,,,,,,,,,,,medium,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0061,MER-HS,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,"Chief Experience Officer / Member Experience says Payment integrity and leakage reduction is promising, but strategy is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0061,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,Chief Experience Officer / Member Experience: Automated close and reporting,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0062,MER-HS,Chief Experience Officer / Member Experience: Automated close and reporting,"Chief Experience Officer / Member Experience says Automated close and reporting is promising, but operating model is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0062,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0063,MER-HS,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,"Chief Experience Officer / Member Experience says Unified clinical + claims lakehouse is promising, but vendor is not decision-grade until Claims administration platform evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0063,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0064,MER-HS,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,"Chief Experience Officer / Member Experience says Governed data foundation for AI / LLM automation is promising, but platform is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0064,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,Chief Experience Officer / Member Experience: Call center optimization,,,,,,,,,,,medium,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0065,MER-HS,Chief Experience Officer / Member Experience: Call center optimization,"Chief Experience Officer / Member Experience says Call center optimization is promising, but data is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0065,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,Chief Experience Officer / Member Experience: Provider quality and performance,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0066,MER-HS,Chief Experience Officer / Member Experience: Provider quality and performance,"Chief Experience Officer / Member Experience says Provider quality and performance is promising, but modernization is not decision-grade until Epic Caboodle evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0066,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,Chief Experience Officer / Member Experience: End-to-end cost transparency,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0067,MER-HS,Chief Experience Officer / Member Experience: End-to-end cost transparency,"Chief Experience Officer / Member Experience says End-to-end cost transparency is promising, but AI readiness is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0067,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0068,MER-HS,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,"Chief Experience Officer / Member Experience says Payment integrity and leakage reduction is promising, but risk is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0068,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,Chief Experience Officer / Member Experience: Automated close and reporting,,,,,,,,,,,medium,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0069,MER-HS,Chief Experience Officer / Member Experience: Automated close and reporting,"Chief Experience Officer / Member Experience says Automated close and reporting is promising, but metrics is not decision-grade until General ledger and close reporting evidence closes: Manual reporting maintenance load. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0069,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0070,MER-HS,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,"Chief Experience Officer / Member Experience says Unified clinical + claims lakehouse is promising, but value is not decision-grade until Databricks on AWS evidence closes: No patient/member identity spine loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0070,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0071,MER-HS,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,"Chief Experience Officer / Member Experience says Governed data foundation for AI / LLM automation is promising, but sourcing is not decision-grade until SAS analytics estate evidence closes: No AI audit trail evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0071,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,Chief Experience Officer / Member Experience: Call center optimization,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0072,MER-HS,Chief Experience Officer / Member Experience: Call center optimization,"Chief Experience Officer / Member Experience says Call center optimization is promising, but evidence is not decision-grade until Power BI reporting estate evidence closes: Member identity linkage not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0072,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,COO / Operations: Automated close and reporting,,,,,,,,,,,medium,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0073,MER-HS,COO / Operations: Automated close and reporting,"COO / Operations says Automated close and reporting is promising, but strategy is not decision-grade until General ledger and close reporting evidence closes: Manual reporting maintenance load. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0073,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,COO / Operations: Unified clinical + claims lakehouse,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0074,MER-HS,COO / Operations: Unified clinical + claims lakehouse,"COO / Operations says Unified clinical + claims lakehouse is promising, but operating model is not decision-grade until Epic Caboodle evidence closes: No patient/member identity spine loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0074,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,COO / Operations: Governed data foundation for AI / LLM automation,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0075,MER-HS,COO / Operations: Governed data foundation for AI / LLM automation,"COO / Operations says Governed data foundation for AI / LLM automation is promising, but vendor is not decision-grade until SAS analytics estate evidence closes: No AI audit trail evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0075,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,COO / Operations: Call center optimization,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0076,MER-HS,COO / Operations: Call center optimization,"COO / Operations says Call center optimization is promising, but platform is not decision-grade until Power BI reporting estate evidence closes: Member identity linkage not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0076,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,COO / Operations: Provider quality and performance,,,,,,,,,,,medium,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0077,MER-HS,COO / Operations: Provider quality and performance,"COO / Operations says Provider quality and performance is promising, but data is not decision-grade until Provider contract repository evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0077,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,COO / Operations: End-to-end cost transparency,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0078,MER-HS,COO / Operations: End-to-end cost transparency,"COO / Operations says End-to-end cost transparency is promising, but modernization is not decision-grade until Provider contract repository evidence closes: Claims and GL calendar alignment not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0078,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,COO / Operations: Payment integrity and leakage reduction,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0079,MER-HS,COO / Operations: Payment integrity and leakage reduction,"COO / Operations says Payment integrity and leakage reduction is promising, but AI readiness is not decision-grade until SQL Server reporting marts evidence closes: Investigation workflow evidence not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0079,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
meridian-health,,COO / Operations: Automated close and reporting,,,,,,,,,,,high,,MER-SA07-17_MANAGED_SERVICES_SCOPE-0080,MER-HS,COO / Operations: Automated close and reporting,"COO / Operations says Automated close and reporting is promising, but risk is not decision-grade until SQL Server reporting marts evidence closes: Metric governance not formalized. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",17_managed_services_scope,MER-SA07-INT-EVID-0080,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,,,,,,,,,,,,,false,contract_context,Preserved managed-services scope. No savings or realized value unless backed by invoice/SLA evidence.,,,,,,,,,,,,,,,,,,,,,,
