tenant_key,program_name,business_sponsor,technology_owner,objective,scope,status,phase,target_outcomes,dependencies,risks,budget_usd,expected_value_usd,source_file,source_date,confidence,known_gaps,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,use_case,data_domain,systems,value_hypothesis,evidence_needed,legacy_row_flag,source_row_status,migration_action,initiative_status,funding_status,approved_funding_usd,requested_funding_usd,forecast_spend_usd,actual_spend_ytd_usd,planned_value_usd,target_value_usd,realized_value_usd,value_claim_status,executive_owner,finance_owner,tower_measurement_ready,program_code,initiative_id,linked_budget_record_ids,linked_sa02_records,ai_spend_flag,ai_spend_type,ai_spend_category,additive_status,duplicate_risk,caveat,linked_ai_spend_ids,ai_tagged_approved_funding_usd,risk_or_gap,affected_systems,metric_boundary,forbidden_claims,amount_basis,finance_attestation_status,tower_claim_allowed,evidence_type,evidence_location,evidence_owner
meridian-health,CDAO / Data & Analytics: Provider quality and performance,,,,,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0055,MER-HS,CDAO / Data & Analytics: Provider quality and performance,"CDAO / Data & Analytics says Provider quality and performance is promising, but AI readiness is not decision-grade until Epic Clarity evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0055,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,CDAO / Data & Analytics: End-to-end cost transparency,,,,,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0056,MER-HS,CDAO / Data & Analytics: End-to-end cost transparency,"CDAO / Data & Analytics says End-to-end cost transparency is promising, but risk is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0056,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,CDAO / Data & Analytics: Payment integrity and leakage reduction,,,,,context_only,,,,,0,0,,,medium,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0057,MER-HS,CDAO / Data & Analytics: Payment integrity and leakage reduction,"CDAO / Data & Analytics says Payment integrity and leakage reduction is promising, but metrics is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0057,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,CDAO / Data & Analytics: Automated close and reporting,,,,,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0058,MER-HS,CDAO / Data & Analytics: Automated close and reporting,"CDAO / Data & Analytics says Automated close and reporting is promising, but value is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0058,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,CDAO / Data & Analytics: Unified clinical + claims lakehouse,,,,,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0059,MER-HS,CDAO / Data & Analytics: Unified clinical + claims lakehouse,"CDAO / Data & Analytics says Unified clinical + claims lakehouse is promising, but sourcing is not decision-grade until Epic Clarity evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0059,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,,,,,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0060,MER-HS,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,"CDAO / Data & Analytics says Governed data foundation for AI / LLM automation is promising, but evidence is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0060,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,,,,,context_only,,,,,0,0,,,medium,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0061,MER-HS,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,"Chief Experience Officer / Member Experience says Payment integrity and leakage reduction is promising, but strategy is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0061,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Chief Experience Officer / Member Experience: Automated close and reporting,,,,,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0062,MER-HS,Chief Experience Officer / Member Experience: Automated close and reporting,"Chief Experience Officer / Member Experience says Automated close and reporting is promising, but operating model is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0062,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,,,,,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0063,MER-HS,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,"Chief Experience Officer / Member Experience says Unified clinical + claims lakehouse is promising, but vendor is not decision-grade until Claims administration platform evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0063,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,,,,,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0064,MER-HS,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,"Chief Experience Officer / Member Experience says Governed data foundation for AI / LLM automation is promising, but platform is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0064,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Chief Experience Officer / Member Experience: Call center optimization,,,,,context_only,,,,,0,0,,,medium,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0065,MER-HS,Chief Experience Officer / Member Experience: Call center optimization,"Chief Experience Officer / Member Experience says Call center optimization is promising, but data is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0065,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Chief Experience Officer / Member Experience: Provider quality and performance,,,,,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0066,MER-HS,Chief Experience Officer / Member Experience: Provider quality and performance,"Chief Experience Officer / Member Experience says Provider quality and performance is promising, but modernization is not decision-grade until Epic Caboodle evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0066,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract linkage not certified; Near-real-time quality layer not proven,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Chief Experience Officer / Member Experience: End-to-end cost transparency,,,,,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0067,MER-HS,Chief Experience Officer / Member Experience: End-to-end cost transparency,"Chief Experience Officer / Member Experience says End-to-end cost transparency is promising, but AI readiness is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0067,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,,,,,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0068,MER-HS,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,"Chief Experience Officer / Member Experience says Payment integrity and leakage reduction is promising, but risk is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0068,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Chief Experience Officer / Member Experience: Automated close and reporting,,,,,context_only,,,,,0,0,,,medium,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0069,MER-HS,Chief Experience Officer / Member Experience: Automated close and reporting,"Chief Experience Officer / Member Experience says Automated close and reporting is promising, but metrics is not decision-grade until General ledger and close reporting evidence closes: Manual reporting maintenance load. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0069,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,,,,,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0070,MER-HS,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,"Chief Experience Officer / Member Experience says Unified clinical + claims lakehouse is promising, but value is not decision-grade until Databricks on AWS evidence closes: No patient/member identity spine loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0070,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,,,,,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0071,MER-HS,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,"Chief Experience Officer / Member Experience says Governed data foundation for AI / LLM automation is promising, but sourcing is not decision-grade until SAS analytics estate evidence closes: No AI audit trail evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0071,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,Chief Experience Officer / Member Experience: Call center optimization,,,,,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0072,MER-HS,Chief Experience Officer / Member Experience: Call center optimization,"Chief Experience Officer / Member Experience says Call center optimization is promising, but evidence is not decision-grade until Power BI reporting estate evidence closes: Member identity linkage not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0072,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,COO / Operations: Automated close and reporting,,,,,context_only,,,,,0,0,,,medium,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0073,MER-HS,COO / Operations: Automated close and reporting,"COO / Operations says Automated close and reporting is promising, but strategy is not decision-grade until General ledger and close reporting evidence closes: Manual reporting maintenance load. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0073,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
meridian-health,COO / Operations: Unified clinical + claims lakehouse,,,,,context_only,,,,,0,0,,,high,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,MER-SA07-09_PROGRAMS_INITIATIVES-0074,MER-HS,COO / Operations: Unified clinical + claims lakehouse,"COO / Operations says Unified clinical + claims lakehouse is promising, but operating model is not decision-grade until Epic Caboodle evidence closes: No patient/member identity spine loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",09_programs_initiatives,MER-SA07-INT-EVID-0074,candidate,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,true,preserved_legacy_context,reclassified_not_deleted,context_only,not_approved,0,0,0,0,0,0,0,not_claimable,,,false,,,,,false,none,not_ai,excluded_from_program_funding,not_applicable,Preserved legacy program/use-case narrative. Not approved funding unless linked to budget rows.,,,,,,,,,,,,
