application_id,application_name,domain,primary_business_owner,technical_owner_team,platform_type,hosting_model,environment,criticality,annual_run_cost_usd,users_or_entities_supported,integration_count,data_classification,modernization_state,evidence_id,legacy_platform_category,legacy_vendor,source_file,source_row,value_source
APP-00225,Observability-Microsoft-Hub-0225,Network,,Network,,Mainframe,,High,14030000,,36,internal,N-1,,COTS,Microsoft,family-2-technology-estate/F05_applications-systems.csv,226,tenant_file
APP-00226,Inventory-IBM-Suite-0226,EUC,,EUC,,SaaS,,Medium,15930000,,62,internal,N-1,,SaaS,IBM,family-2-technology-estate/F05_applications-systems.csv,227,tenant_file
APP-00227,Business-TCS-Service-0227,Digital,,Digital,,AWS,,Low,20930000,,92,internal,Roadmap Pending,,Analytics,TCS,family-2-technology-estate/F05_applications-systems.csv,228,tenant_file
APP-00228,Identity-Sabre AirVision-Service-0228,Integration,,Integration,,Mainframe,,Low,18820000,,194,internal,EOL Approaching,,Data Platform,Sabre AirVision,family-2-technology-estate/F05_applications-systems.csv,229,tenant_file
APP-00229,Line-Microsoft-Engine-0229,EUC,,EUC,,Data Center,,Medium,12450000,,123,internal,Unsupported,,Data Platform,Microsoft,family-2-technology-estate/F05_applications-systems.csv,230,tenant_file
APP-00230,Digital-Salesforce-Suite-0230,Cloud,,Cloud,,Private Cloud,,Low,20380000,,101,internal,Roadmap Pending,,COTS,Salesforce,family-2-technology-estate/F05_applications-systems.csv,231,tenant_file
APP-00231,Crew-Sabre AirVision-Platform-0231,ERP,,ERP,,Private Cloud,,High,21060000,,197,internal,EOL Approaching,,SaaS,Sabre AirVision,family-2-technology-estate/F05_applications-systems.csv,232,tenant_file
APP-00232,Baggage-Teradata-Hub-0232,Mainframe,,Mainframe,,AWS,,Critical,13950000,,173,pci_pii_confidential,Latest,,Data Platform,Teradata,family-2-technology-estate/F05_applications-systems.csv,233,tenant_file
APP-00233,Reliability-Snowflake-Suite-0233,Integration,,Integration,,Private Cloud,,High,2740000,,23,internal,Roadmap Pending,,Middleware,Snowflake,family-2-technology-estate/F05_applications-systems.csv,234,tenant_file
APP-00234,Distribution-IBM-Hub-0234,EUC,,EUC,,Data Center,,Low,6910000,,105,internal,Current,,Custom,IBM,family-2-technology-estate/F05_applications-systems.csv,235,tenant_file
APP-00235,Self-Service-Workday-Manager-0235,Data & Analytics,,Data & Analytics,,SaaS,,Critical,18000000,,0,pci_pii_confidential,Current,,Legacy Mainframe,Workday,family-2-technology-estate/F05_applications-systems.csv,236,tenant_file
APP-00236,Slot-Teradata-Engine-0236,Security,,Security,,AWS,,High,4520000,,46,internal,Current,,Data Platform,Teradata,family-2-technology-estate/F05_applications-systems.csv,237,tenant_file
APP-00237,Privileged-Microsoft-Suite-0237,Cloud,,Cloud,,AWS,,Low,13870000,,159,internal,Latest,,COTS,Microsoft,family-2-technology-estate/F05_applications-systems.csv,238,tenant_file
APP-00238,Fuel-Sabre-Hub-0238,Digital,,Digital,,Azure,,Critical,5320000,,124,pci_pii_confidential,Current,,SaaS,Sabre,family-2-technology-estate/F05_applications-systems.csv,239,tenant_file
APP-00239,Customer-Snowflake-Service-0239,Mainframe,,Mainframe,,AWS,,Critical,13350000,,194,pci_pii_confidential,Roadmap Pending,,COTS,Snowflake,family-2-technology-estate/F05_applications-systems.csv,240,tenant_file
APP-00240,End-Accenture-Engine-0240,Security,,Security,,AWS,,Low,13520000,,91,internal,Current,,Microservice,Accenture,family-2-technology-estate/F05_applications-systems.csv,241,tenant_file
APP-00241,Tax-Salesforce-Platform-0241,Security,,Security,,Data Center,,Medium,13680000,,168,internal,EOL Approaching,,SaaS,Salesforce,family-2-technology-estate/F05_applications-systems.csv,242,tenant_file
APP-00242,Corporate-Teradata-Engine-0242,Mainframe,,Mainframe,,Data Center,,Medium,5290000,,124,internal,Latest,,COTS,Teradata,family-2-technology-estate/F05_applications-systems.csv,243,tenant_file
APP-00243,Baggage-Sabre AirVision-Hub-0243,Network,,Network,,Data Center,,High,19160000,,146,internal,Current,,SaaS,Sabre AirVision,family-2-technology-estate/F05_applications-systems.csv,244,tenant_file
APP-00244,Threat-TCS-Manager-0244,ERP,,ERP,,Mainframe,,Low,11990000,,62,internal,N-1,,Analytics,TCS,family-2-technology-estate/F05_applications-systems.csv,245,tenant_file
APP-00245,Procurement-Databricks-Platform-0245,Security,,Security,,Mainframe,,High,14720000,,171,internal,Latest,,Custom,Databricks,family-2-technology-estate/F05_applications-systems.csv,246,tenant_file
APP-00246,Treasury-Sabre-Manager-0246,Integration,,Integration,,Private Cloud,,Critical,7680000,,183,pci_pii_confidential,Latest,,Microservice,Sabre,family-2-technology-estate/F05_applications-systems.csv,247,tenant_file
APP-00247,Inventory-ServiceNow-Engine-0247,Cloud,,Cloud,,Azure,,Critical,16340000,,48,pci_pii_confidential,EOL Approaching,,SaaS,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,248,tenant_file
APP-00248,Crew-Lufthansa Systems-Service-0248,Network,,Network,,Azure,,High,21560000,,81,internal,Latest,,COTS,Lufthansa Systems,family-2-technology-estate/F05_applications-systems.csv,249,tenant_file
APP-00249,Maintenance-Amadeus-Hub-0249,Cloud,,Cloud,,Mainframe,,High,18450000,,127,internal,N-1,,COTS,Amadeus,family-2-technology-estate/F05_applications-systems.csv,250,tenant_file
APP-00250,Component-Snowflake-Manager-0250,Data & Analytics,,Data & Analytics,,Data Center,,Critical,21930000,,180,pci_pii_confidential,Roadmap Pending,,COTS,Snowflake,family-2-technology-estate/F05_applications-systems.csv,251,tenant_file
APP-00251,Disruption-Databricks-Hub-0251,Digital,,Digital,,AWS,,High,20320000,,198,internal,Roadmap Pending,,COTS,Databricks,family-2-technology-estate/F05_applications-systems.csv,252,tenant_file
APP-00252,Baggage-SAP-Service-0252,Data & Analytics,,Data & Analytics,,Mainframe,,Medium,8730000,,135,internal,Unsupported,,Data Platform,SAP,family-2-technology-estate/F05_applications-systems.csv,253,tenant_file
APP-00253,Cargo-Amadeus-Suite-0253,Security,,Security,,Azure,,Low,3770000,,35,internal,Latest,,Microservice,Amadeus,family-2-technology-estate/F05_applications-systems.csv,254,tenant_file
APP-00254,Disruption-IBM-Suite-0254,Data & Analytics,,Data & Analytics,,Azure,,Critical,8410000,,109,pci_pii_confidential,Current,,Legacy Mainframe,IBM,family-2-technology-estate/F05_applications-systems.csv,255,tenant_file
APP-00255,Security-Microsoft-Platform-0255,Integration,,Integration,,SaaS,,Low,13870000,,103,internal,Current,,SaaS,Microsoft,family-2-technology-estate/F05_applications-systems.csv,256,tenant_file
APP-00256,Slot-AIMS-Engine-0256,Security,,Security,,SaaS,,Critical,19050000,,166,pci_pii_confidential,Unsupported,,Custom,AIMS,family-2-technology-estate/F05_applications-systems.csv,257,tenant_file
APP-00257,Pricing-Amadeus-Platform-0257,Mainframe,,Mainframe,,Mainframe,,High,12990000,,146,internal,Unsupported,,SaaS,Amadeus,family-2-technology-estate/F05_applications-systems.csv,258,tenant_file
APP-00258,Mainframe-Lufthansa Systems-Hub-0258,Data & Analytics,,Data & Analytics,,Private Cloud,,Critical,1580000,,220,pci_pii_confidential,N-1,,Data Platform,Lufthansa Systems,family-2-technology-estate/F05_applications-systems.csv,259,tenant_file
APP-00259,Security-Custom-Service-0259,Security,,Security,,Private Cloud,,Critical,21250000,,30,pci_pii_confidential,EOL Approaching,,Analytics,Custom,family-2-technology-estate/F05_applications-systems.csv,260,tenant_file
APP-00260,Irregular-Jeppesen-Engine-0260,EUC,,EUC,,AWS,,High,3710000,,143,internal,Current,,SaaS,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,261,tenant_file
APP-00261,Loyalty-TCS-Engine-0261,EUC,,EUC,,SaaS,,High,1210000,,132,internal,Latest,,Custom,TCS,family-2-technology-estate/F05_applications-systems.csv,262,tenant_file
APP-00262,Mobile-Adobe-Hub-0262,Data & Analytics,,Data & Analytics,,Data Center,,High,14650000,,11,internal,Current,,Microservice,Adobe,family-2-technology-estate/F05_applications-systems.csv,263,tenant_file
APP-00263,Security-IBM-Suite-0263,Digital,,Digital,,Data Center,,High,9400000,,140,internal,Unsupported,,Legacy Mainframe,IBM,family-2-technology-estate/F05_applications-systems.csv,264,tenant_file
APP-00264,Network-Jeppesen-Platform-0264,Security,,Security,,Mainframe,,High,13920000,,68,internal,Latest,,Middleware,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,265,tenant_file
APP-00265,Payroll-SITA-Suite-0265,EUC,,EUC,,Data Center,,Low,21220000,,63,internal,Unsupported,,Data Platform,SITA,family-2-technology-estate/F05_applications-systems.csv,266,tenant_file
APP-00266,Cloud-Snowflake-Service-0266,ERP,,ERP,,Data Center,,Medium,17160000,,37,internal,Unsupported,,Data Platform,Snowflake,family-2-technology-estate/F05_applications-systems.csv,267,tenant_file
APP-00267,Tax-ServiceNow-Hub-0267,Security,,Security,,AWS,,Medium,18110000,,125,internal,EOL Approaching,,SaaS,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,268,tenant_file
APP-00268,Engine-Custom-Engine-0268,Digital,,Digital,,AWS,,Low,7720000,,189,internal,EOL Approaching,,SaaS,Custom,family-2-technology-estate/F05_applications-systems.csv,269,tenant_file
APP-00269,Data-Adobe-Suite-0269,Integration,,Integration,,SaaS,,High,2950000,,96,internal,Latest,,Middleware,Adobe,family-2-technology-estate/F05_applications-systems.csv,270,tenant_file
APP-00270,Ground-Databricks-Suite-0270,Network,,Network,,AWS,,Medium,11150000,,70,internal,EOL Approaching,,Data Platform,Databricks,family-2-technology-estate/F05_applications-systems.csv,271,tenant_file
APP-00271,Data-TCS-Hub-0271,ERP,,ERP,,SaaS,,Critical,20800000,,42,pci_pii_confidential,Current,,Microservice,TCS,family-2-technology-estate/F05_applications-systems.csv,272,tenant_file
APP-00272,Engine-AIMS-Platform-0272,EUC,,EUC,,Private Cloud,,Low,11430000,,173,internal,Latest,,Data Platform,AIMS,family-2-technology-estate/F05_applications-systems.csv,273,tenant_file
APP-00273,Digital-SITA-Suite-0273,Mainframe,,Mainframe,,SaaS,,Medium,21870000,,169,internal,Latest,,COTS,SITA,family-2-technology-estate/F05_applications-systems.csv,274,tenant_file
APP-00274,ML-Microsoft-Manager-0274,Integration,,Integration,,Azure,,High,7900000,,13,internal,Roadmap Pending,,Legacy Mainframe,Microsoft,family-2-technology-estate/F05_applications-systems.csv,275,tenant_file
APP-00275,Parts-Amadeus-Engine-0275,Network,,Network,,Azure,,Medium,6600000,,54,internal,Latest,,Legacy Mainframe,Amadeus,family-2-technology-estate/F05_applications-systems.csv,276,tenant_file
APP-00276,Investor-TCS-Manager-0276,Cloud,,Cloud,,Private Cloud,,Critical,330000,,117,pci_pii_confidential,Unsupported,,COTS,TCS,family-2-technology-estate/F05_applications-systems.csv,277,tenant_file
APP-00277,Ancillary-Infosys-Manager-0277,Mainframe,,Mainframe,,Data Center,,Critical,10930000,,21,pci_pii_confidential,EOL Approaching,,Custom,Infosys,family-2-technology-estate/F05_applications-systems.csv,278,tenant_file
APP-00278,Legal-AIMS-Platform-0278,ERP,,ERP,,Data Center,,Low,8359999,,93,internal,N-1,,Custom,AIMS,family-2-technology-estate/F05_applications-systems.csv,279,tenant_file
APP-00279,GRC-Jeppesen-Manager-0279,ERP,,ERP,,AWS,,Low,8029999,,181,internal,Current,,Analytics,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,280,tenant_file
APP-00280,Ground-Salesforce-Hub-0280,Mainframe,,Mainframe,,Azure,,High,21120000,,68,internal,Roadmap Pending,,Data Platform,Salesforce,family-2-technology-estate/F05_applications-systems.csv,281,tenant_file
APP-00281,Revenue-Snowflake-Manager-0281,Integration,,Integration,,Mainframe,,Low,2590000,,27,internal,N-1,,Custom,Snowflake,family-2-technology-estate/F05_applications-systems.csv,282,tenant_file
APP-00282,Self-Service-SAP-Manager-0282,EUC,,EUC,,SaaS,,Low,16280000,,111,internal,Unsupported,,Legacy Mainframe,SAP,family-2-technology-estate/F05_applications-systems.csv,283,tenant_file
APP-00283,Weight-Sabre AirVision-Suite-0283,ERP,,ERP,,AWS,,Medium,19040000,,179,internal,Latest,,Custom,Sabre AirVision,family-2-technology-estate/F05_applications-systems.csv,284,tenant_file
APP-00284,Treasury-Databricks-Platform-0284,Integration,,Integration,,Private Cloud,,High,3080000,,9,internal,N-1,,Custom,Databricks,family-2-technology-estate/F05_applications-systems.csv,285,tenant_file
APP-00285,Data-SITA-Suite-0285,Mainframe,,Mainframe,,Mainframe,,Medium,21570000,,56,internal,Roadmap Pending,,SaaS,SITA,family-2-technology-estate/F05_applications-systems.csv,286,tenant_file
APP-00286,MRO-Sabre AirVision-Manager-0286,EUC,,EUC,,Azure,,Medium,20760000,,182,internal,N-1,,COTS,Sabre AirVision,family-2-technology-estate/F05_applications-systems.csv,287,tenant_file
APP-00287,Ground-Oracle-Platform-0287,Data & Analytics,,Data & Analytics,,SaaS,,High,10490000,,155,internal,Roadmap Pending,,COTS,Oracle,family-2-technology-estate/F05_applications-systems.csv,288,tenant_file
APP-00288,Cloud-Infosys-Engine-0288,Integration,,Integration,,Azure,,High,8060000,,207,internal,Latest,,Middleware,Infosys,family-2-technology-estate/F05_applications-systems.csv,289,tenant_file
APP-00289,Security-ServiceNow-Manager-0289,Network,,Network,,Private Cloud,,Critical,3040000,,190,pci_pii_confidential,Current,,Middleware,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,290,tenant_file
APP-00290,Vulnerability-Databricks-Hub-0290,Cloud,,Cloud,,Private Cloud,,Medium,16010000,,194,internal,EOL Approaching,,SaaS,Databricks,family-2-technology-estate/F05_applications-systems.csv,291,tenant_file
APP-00291,Baggage-IBM-Hub-0291,Data & Analytics,,Data & Analytics,,Data Center,,Low,15840000,,111,internal,Roadmap Pending,,Middleware,IBM,family-2-technology-estate/F05_applications-systems.csv,292,tenant_file
APP-00292,Inventory-SAP-Suite-0292,EUC,,EUC,,Data Center,,Critical,16350000,,101,pci_pii_confidential,Latest,,Middleware,SAP,family-2-technology-estate/F05_applications-systems.csv,293,tenant_file
APP-00293,Self-Service-Microsoft-Hub-0293,ERP,,ERP,,Mainframe,,Medium,4210000,,40,internal,N-1,,Data Platform,Microsoft,family-2-technology-estate/F05_applications-systems.csv,294,tenant_file
APP-00294,Contact-Jeppesen-Service-0294,EUC,,EUC,,AWS,,Medium,2800000,,57,internal,EOL Approaching,,Middleware,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,295,tenant_file
APP-00295,Disruption-Teradata-Suite-0295,Mainframe,,Mainframe,,Data Center,,High,11850000,,0,internal,Latest,,Middleware,Teradata,family-2-technology-estate/F05_applications-systems.csv,296,tenant_file
APP-00296,Baggage-Sabre-Manager-0296,Network,,Network,,Mainframe,,Medium,21680000,,160,internal,Unsupported,,Middleware,Sabre,family-2-technology-estate/F05_applications-systems.csv,297,tenant_file
APP-00297,Observability-Workday-Platform-0297,Data & Analytics,,Data & Analytics,,SaaS,,High,5010000,,68,internal,EOL Approaching,,SaaS,Workday,family-2-technology-estate/F05_applications-systems.csv,298,tenant_file
APP-00298,Pricing-ServiceNow-Manager-0298,Integration,,Integration,,AWS,,Critical,4160000,,47,pci_pii_confidential,N-1,,Data Platform,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,299,tenant_file
APP-00299,Crew-Teradata-Engine-0299,Data & Analytics,,Data & Analytics,,AWS,,Low,4300000,,36,internal,Roadmap Pending,,COTS,Teradata,family-2-technology-estate/F05_applications-systems.csv,300,tenant_file
APP-00300,Fuel-Amadeus-Manager-0300,Security,,Security,,Private Cloud,,Low,650000,,211,internal,Latest,,Custom,Amadeus,family-2-technology-estate/F05_applications-systems.csv,301,tenant_file
APP-00301,Lounge-Sabre-Engine-0301,Cloud,,Cloud,,Private Cloud,,Critical,12020000,,209,pci_pii_confidential,Latest,,Custom,Sabre,family-2-technology-estate/F05_applications-systems.csv,302,tenant_file
APP-00302,Inventory-AIMS-Service-0302,Data & Analytics,,Data & Analytics,,Data Center,,Low,5520000,,139,internal,Latest,,Analytics,AIMS,family-2-technology-estate/F05_applications-systems.csv,303,tenant_file
APP-00303,Inventory-Oracle-Platform-0303,Mainframe,,Mainframe,,Private Cloud,,High,20090000,,6,internal,Roadmap Pending,,Middleware,Oracle,family-2-technology-estate/F05_applications-systems.csv,304,tenant_file
APP-00304,Master-Teradata-Engine-0304,Network,,Network,,Mainframe,,Low,21800000,,57,internal,Unsupported,,Legacy Mainframe,Teradata,family-2-technology-estate/F05_applications-systems.csv,305,tenant_file
APP-00305,Ground-Amadeus-Engine-0305,Network,,Network,,Private Cloud,,High,11760000,,153,internal,Latest,,SaaS,Amadeus,family-2-technology-estate/F05_applications-systems.csv,306,tenant_file
APP-00306,Investor-SITA-Engine-0306,Digital,,Digital,,Data Center,,Medium,17870000,,182,internal,Current,,Microservice,SITA,family-2-technology-estate/F05_applications-systems.csv,307,tenant_file
APP-00307,Master-Salesforce-Hub-0307,Network,,Network,,Azure,,Low,3350000,,82,internal,N-1,,Analytics,Salesforce,family-2-technology-estate/F05_applications-systems.csv,308,tenant_file
APP-00308,Treasury-AIMS-Hub-0308,Network,,Network,,Private Cloud,,High,20290000,,98,internal,EOL Approaching,,Analytics,AIMS,family-2-technology-estate/F05_applications-systems.csv,309,tenant_file
APP-00309,Corporate-AIMS-Service-0309,EUC,,EUC,,Azure,,Low,12800000,,177,internal,Latest,,Legacy Mainframe,AIMS,family-2-technology-estate/F05_applications-systems.csv,310,tenant_file
APP-00310,Tax-SAP-Suite-0310,Network,,Network,,Private Cloud,,High,1500000,,89,internal,N-1,,COTS,SAP,family-2-technology-estate/F05_applications-systems.csv,311,tenant_file
APP-00311,Vulnerability-Custom-Hub-0311,Data & Analytics,,Data & Analytics,,AWS,,High,21170000,,180,internal,Roadmap Pending,,Legacy Mainframe,Custom,family-2-technology-estate/F05_applications-systems.csv,312,tenant_file
APP-00312,Network-Oracle-Manager-0312,Network,,Network,,Private Cloud,,Low,19180000,,7,internal,Unsupported,,SaaS,Oracle,family-2-technology-estate/F05_applications-systems.csv,313,tenant_file
APP-00313,Vulnerability-Sabre-Platform-0313,Cloud,,Cloud,,AWS,,High,15430000,,76,internal,Roadmap Pending,,Data Platform,Sabre,family-2-technology-estate/F05_applications-systems.csv,314,tenant_file
APP-00314,Crew-TCS-Platform-0314,Mainframe,,Mainframe,,SaaS,,High,3700000,,101,internal,Latest,,Custom,TCS,family-2-technology-estate/F05_applications-systems.csv,315,tenant_file
APP-00315,Cargo-Adobe-Service-0315,Digital,,Digital,,Mainframe,,Medium,11570000,,32,internal,Roadmap Pending,,Middleware,Adobe,family-2-technology-estate/F05_applications-systems.csv,316,tenant_file
APP-00316,Metadata-Lufthansa Systems-Suite-0316,Cloud,,Cloud,,Mainframe,,Low,3790000,,205,internal,Latest,,SaaS,Lufthansa Systems,family-2-technology-estate/F05_applications-systems.csv,317,tenant_file
APP-00317,Container-Amadeus-Platform-0317,Digital,,Digital,,Private Cloud,,Critical,6350000,,138,pci_pii_confidential,Current,,SaaS,Amadeus,family-2-technology-estate/F05_applications-systems.csv,318,tenant_file
APP-00318,Digital-TCS-Suite-0318,Mainframe,,Mainframe,,Azure,,Medium,21490000,,144,internal,EOL Approaching,,Legacy Mainframe,TCS,family-2-technology-estate/F05_applications-systems.csv,319,tenant_file
APP-00319,Component-Accenture-Platform-0319,Mainframe,,Mainframe,,Data Center,,Low,4450000,,192,internal,Latest,,Middleware,Accenture,family-2-technology-estate/F05_applications-systems.csv,320,tenant_file
APP-00320,Payroll-Accenture-Hub-0320,ERP,,ERP,,AWS,,Low,12980000,,218,internal,Unsupported,,SaaS,Accenture,family-2-technology-estate/F05_applications-systems.csv,321,tenant_file
APP-00321,Weight-Sabre-Manager-0321,Integration,,Integration,,AWS,,High,11460000,,186,internal,Unsupported,,SaaS,Sabre,family-2-technology-estate/F05_applications-systems.csv,322,tenant_file
APP-00322,Inventory-TCS-Engine-0322,Network,,Network,,SaaS,,High,21930000,,155,internal,N-1,,Data Platform,TCS,family-2-technology-estate/F05_applications-systems.csv,323,tenant_file
APP-00323,Cloud-Amadeus-Platform-0323,Integration,,Integration,,Private Cloud,,Low,10110000,,43,internal,N-1,,Custom,Amadeus,family-2-technology-estate/F05_applications-systems.csv,324,tenant_file
APP-00324,Observability-Infosys-Platform-0324,Network,,Network,,SaaS,,Medium,21530000,,195,internal,Latest,,SaaS,Infosys,family-2-technology-estate/F05_applications-systems.csv,325,tenant_file
APP-00325,Inventory-Oracle-Engine-0325,Integration,,Integration,,Mainframe,,High,8189999,,216,internal,Unsupported,,Middleware,Oracle,family-2-technology-estate/F05_applications-systems.csv,326,tenant_file
APP-00326,Procurement-Jeppesen-Engine-0326,EUC,,EUC,,SaaS,,High,370000,,218,internal,Unsupported,,COTS,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,327,tenant_file
APP-00327,Real-Sabre-Suite-0327,Security,,Security,,SaaS,,Medium,10410000,,136,internal,Current,,Data Platform,Sabre,family-2-technology-estate/F05_applications-systems.csv,328,tenant_file
APP-00328,Mobile-Lufthansa Systems-Hub-0328,ERP,,ERP,,Data Center,,Medium,21920000,,124,internal,Latest,,Legacy Mainframe,Lufthansa Systems,family-2-technology-estate/F05_applications-systems.csv,329,tenant_file
APP-00329,Mobile-Jeppesen-Platform-0329,Digital,,Digital,,AWS,,Medium,880000,,153,internal,Current,,Custom,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,330,tenant_file
APP-00330,Mainframe-IBM-Platform-0330,Integration,,Integration,,SaaS,,Medium,14060000,,21,internal,Current,,Legacy Mainframe,IBM,family-2-technology-estate/F05_applications-systems.csv,331,tenant_file
APP-00331,Disruption-TCS-Manager-0331,ERP,,ERP,,Private Cloud,,Medium,18310000,,23,internal,Unsupported,,Analytics,TCS,family-2-technology-estate/F05_applications-systems.csv,332,tenant_file
APP-00332,Network-Infosys-Hub-0332,Cloud,,Cloud,,Private Cloud,,Low,20090000,,146,internal,Current,,Analytics,Infosys,family-2-technology-estate/F05_applications-systems.csv,333,tenant_file
APP-00333,Digital-Sabre-Manager-0333,Cloud,,Cloud,,SaaS,,Critical,19740000,,37,pci_pii_confidential,Unsupported,,Custom,Sabre,family-2-technology-estate/F05_applications-systems.csv,334,tenant_file
APP-00334,Customer-Hexaware-Manager-0334,Digital,,Digital,,AWS,,Critical,4970000,,48,pci_pii_confidential,Latest,,COTS,Hexaware,family-2-technology-estate/F05_applications-systems.csv,335,tenant_file
APP-00335,Network-IBM-Engine-0335,Security,,Security,,SaaS,,Critical,17940000,,4,pci_pii_confidential,Unsupported,,Legacy Mainframe,IBM,family-2-technology-estate/F05_applications-systems.csv,336,tenant_file
APP-00336,Loyalty-Teradata-Hub-0336,Integration,,Integration,,Data Center,,Low,21430000,,85,internal,N-1,,Data Platform,Teradata,family-2-technology-estate/F05_applications-systems.csv,337,tenant_file
APP-00337,MRO-Microsoft-Service-0337,Network,,Network,,Mainframe,,Medium,15210000,,111,internal,Latest,,Custom,Microsoft,family-2-technology-estate/F05_applications-systems.csv,338,tenant_file
APP-00338,Endpoint-Amadeus-Platform-0338,ERP,,ERP,,Mainframe,,Low,20410000,,25,internal,EOL Approaching,,COTS,Amadeus,family-2-technology-estate/F05_applications-systems.csv,339,tenant_file
APP-00339,Lounge-Sabre AirVision-Suite-0339,Digital,,Digital,,Private Cloud,,Critical,18870000,,31,pci_pii_confidential,Roadmap Pending,,Legacy Mainframe,Sabre AirVision,family-2-technology-estate/F05_applications-systems.csv,340,tenant_file
APP-00340,Parts-Infosys-Suite-0340,Mainframe,,Mainframe,,SaaS,,Medium,14880000,,1,internal,Current,,Middleware,Infosys,family-2-technology-estate/F05_applications-systems.csv,341,tenant_file
APP-00341,Weight-Infosys-Service-0341,Data & Analytics,,Data & Analytics,,AWS,,Low,12320000,,100,internal,EOL Approaching,,Microservice,Infosys,family-2-technology-estate/F05_applications-systems.csv,342,tenant_file
APP-00342,Revenue-Salesforce-Manager-0342,Security,,Security,,Mainframe,,High,5240000,,181,internal,EOL Approaching,,Data Platform,Salesforce,family-2-technology-estate/F05_applications-systems.csv,343,tenant_file
APP-00343,Metadata-Teradata-Engine-0343,Security,,Security,,AWS,,Critical,9740000,,160,pci_pii_confidential,Current,,Custom,Teradata,family-2-technology-estate/F05_applications-systems.csv,344,tenant_file
APP-00344,Gate-Adobe-Hub-0344,ERP,,ERP,,Mainframe,,High,14420000,,56,internal,N-1,,COTS,Adobe,family-2-technology-estate/F05_applications-systems.csv,345,tenant_file
APP-00345,Data-Workday-Manager-0345,Security,,Security,,Azure,,Critical,21670000,,26,pci_pii_confidential,Roadmap Pending,,COTS,Workday,family-2-technology-estate/F05_applications-systems.csv,346,tenant_file
APP-00346,Reliability-Salesforce-Engine-0346,ERP,,ERP,,Azure,,Low,20100000,,53,internal,Current,,Middleware,Salesforce,family-2-technology-estate/F05_applications-systems.csv,347,tenant_file
APP-00347,Line-Sabre-Hub-0347,Security,,Security,,SaaS,,Low,14010000,,115,internal,N-1,,SaaS,Sabre,family-2-technology-estate/F05_applications-systems.csv,348,tenant_file
APP-00348,Identity-Snowflake-Service-0348,Data & Analytics,,Data & Analytics,,Data Center,,Low,13280000,,1,internal,EOL Approaching,,COTS,Snowflake,family-2-technology-estate/F05_applications-systems.csv,349,tenant_file
APP-00349,Engine-SITA-Platform-0349,Cloud,,Cloud,,Private Cloud,,High,2700000,,55,internal,Unsupported,,COTS,SITA,family-2-technology-estate/F05_applications-systems.csv,350,tenant_file
APP-00350,Self-Service-Databricks-Suite-0350,ERP,,ERP,,Mainframe,,Critical,15640000,,166,pci_pii_confidential,Roadmap Pending,,Middleware,Databricks,family-2-technology-estate/F05_applications-systems.csv,351,tenant_file
APP-00351,Pricing-Lufthansa Systems-Suite-0351,EUC,,EUC,,AWS,,Low,12920000,,196,internal,N-1,,Middleware,Lufthansa Systems,family-2-technology-estate/F05_applications-systems.csv,352,tenant_file
APP-00352,Parts-Jeppesen-Hub-0352,Security,,Security,,Private Cloud,,Low,4550000,,90,internal,Latest,,Middleware,Jeppesen,family-2-technology-estate/F05_applications-systems.csv,353,tenant_file
APP-00353,Data-Oracle-Service-0353,Data & Analytics,,Data & Analytics,,Mainframe,,Medium,850000,,46,internal,Roadmap Pending,,Middleware,Oracle,family-2-technology-estate/F05_applications-systems.csv,354,tenant_file
APP-00354,Storage-Sabre-Suite-0354,Cloud,,Cloud,,AWS,,Critical,7150000,,2,pci_pii_confidential,N-1,,Microservice,Sabre,family-2-technology-estate/F05_applications-systems.csv,355,tenant_file
APP-00355,Payroll-ServiceNow-Service-0355,Network,,Network,,Data Center,,High,4940000,,143,internal,Latest,,SaaS,ServiceNow,family-2-technology-estate/F05_applications-systems.csv,356,tenant_file
APP-00356,Disruption-Snowflake-Hub-0356,Security,,Security,,AWS,,Critical,11070000,,70,pci_pii_confidential,Current,,Microservice,Snowflake,family-2-technology-estate/F05_applications-systems.csv,357,tenant_file
APP-00357,Crew-SITA-Engine-0357,Data & Analytics,,Data & Analytics,,Private Cloud,,Medium,14230000,,219,internal,Current,,Data Platform,SITA,family-2-technology-estate/F05_applications-systems.csv,358,tenant_file
APP-00358,Ground-Lufthansa Systems-Platform-0358,Data & Analytics,,Data & Analytics,,SaaS,,Critical,2270000,,205,pci_pii_confidential,Latest,,COTS,Lufthansa Systems,family-2-technology-estate/F05_applications-systems.csv,359,tenant_file
APP-00359,Data-Infosys-Hub-0359,Network,,Network,,Data Center,,Critical,6710000,,116,pci_pii_confidential,Latest,,SaaS,Infosys,family-2-technology-estate/F05_applications-systems.csv,360,tenant_file
