tenant_key,observation_id,business_case_id,project_id,reporting_month,baseline_value,target_value,actual_value,metric_unit,sponsor_claimed_value_usd,finance_reviewed_value_usd,finance_validated_value_usd,board_claimable_value_usd,validation_state,evidence_id,reviewer_role,source_system,source_record_id,extract_date,as_of_date,refresh_cadence,quality_state
meridian-health,VAL-BC-MER-008-2025-12,BC-MER-008,PRJ-MER-011,2025-12,0,4.8,0,fte_equivalent,0,0,0,0,not_yet_measurable,EVID-BC-MER-008-2025-12,,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2025-12,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-008-2026-01,BC-MER-008,PRJ-MER-011,2026-01,0,4.8,0,fte_equivalent,369089,258362,0,0,sponsor_claimed,EVID-BC-MER-008-2026-01,,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-01,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-008-2026-02,BC-MER-008,PRJ-MER-011,2026-02,0,4.8,1,fte_equivalent,738178,516725,0,0,sponsor_claimed,EVID-BC-MER-008-2026-02,,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-02,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-008-2026-03,BC-MER-008,PRJ-MER-011,2026-03,0,4.8,1,fte_equivalent,1107267,775087,0,0,sponsor_claimed,EVID-BC-MER-008-2026-03,,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-03,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-008-2026-04,BC-MER-008,PRJ-MER-011,2026-04,0,4.8,2,fte_equivalent,1476355,1033448,0,0,sponsor_claimed,EVID-BC-MER-008-2026-04,,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-04,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-008-2026-05,BC-MER-008,PRJ-MER-011,2026-05,0,4.8,2,fte_equivalent,1845444,1291811,0,0,sponsor_claimed,EVID-BC-MER-008-2026-05,,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-05,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-008-2026-06,BC-MER-008,PRJ-MER-011,2026-06,0,4.8,3,fte_equivalent,2214533,1550173,0,0,sponsor_claimed,EVID-BC-MER-008-2026-06,,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-06,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-008-2026-07,BC-MER-008,PRJ-MER-011,2026-07,0,4.8,3,fte_equivalent,2583622,1808535,0,0,sponsor_claimed,EVID-BC-MER-008-2026-07,,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-07,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-008-2026-08,BC-MER-008,PRJ-MER-011,2026-08,0,4.8,3,fte_equivalent,2952711,2066898,0,0,sponsor_claimed,EVID-BC-MER-008-2026-08,,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-08,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-009-2025-09,BC-MER-009,PRJ-MER-012,2025-09,1200,620,1200,hours_per_month,0,0,0,0,not_yet_measurable,EVID-BC-MER-009-2025-09,,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2025-09,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-009-2025-10,BC-MER-009,PRJ-MER-012,2025-10,1200,620,1148,hours_per_month,268657,209552,0,0,sponsor_claimed,EVID-BC-MER-009-2025-10,,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2025-10,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-009-2025-11,BC-MER-009,PRJ-MER-012,2025-11,1200,620,1096,hours_per_month,537313,419104,0,0,sponsor_claimed,EVID-BC-MER-009-2025-11,,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2025-11,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-009-2025-12,BC-MER-009,PRJ-MER-012,2025-12,1200,620,1043,hours_per_month,805970,628657,0,0,sponsor_claimed,EVID-BC-MER-009-2025-12,,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2025-12,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-009-2026-01,BC-MER-009,PRJ-MER-012,2026-01,1200,620,991,hours_per_month,1074626,838208,0,0,sponsor_claimed,EVID-BC-MER-009-2026-01,,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-01,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-009-2026-02,BC-MER-009,PRJ-MER-012,2026-02,1200,620,939,hours_per_month,1343283,1047761,0,0,sponsor_claimed,EVID-BC-MER-009-2026-02,,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-02,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-009-2026-03,BC-MER-009,PRJ-MER-012,2026-03,1200,620,887,hours_per_month,1611939,1257312,0,0,sponsor_claimed,EVID-BC-MER-009-2026-03,,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-03,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-009-2026-04,BC-MER-009,PRJ-MER-012,2026-04,1200,620,835,hours_per_month,1880596,1466865,0,0,sponsor_claimed,EVID-BC-MER-009-2026-04,,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-04,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-009-2026-05,BC-MER-009,PRJ-MER-012,2026-05,1200,620,782,hours_per_month,2149252,1676417,0,0,sponsor_claimed,EVID-BC-MER-009-2026-05,,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-05,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-009-2026-06,BC-MER-009,PRJ-MER-012,2026-06,1200,620,782,hours_per_month,2149252,1676417,0,0,sponsor_claimed,EVID-BC-MER-009-2026-06,,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-06,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-009-2026-07,BC-MER-009,PRJ-MER-012,2026-07,1200,620,782,hours_per_month,2149252,1676417,0,0,sponsor_claimed,EVID-BC-MER-009-2026-07,,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-07,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-009-2026-08,BC-MER-009,PRJ-MER-012,2026-08,1200,620,782,hours_per_month,2149252,1676417,0,0,sponsor_claimed,EVID-BC-MER-009-2026-08,,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-08,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-010-2025-09,BC-MER-010,PRJ-MER-013,2025-09,1200,620,1200,hours_per_month,0,0,0,0,not_yet_measurable,EVID-BC-MER-010-2025-09,,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2025-09,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-010-2025-10,BC-MER-010,PRJ-MER-013,2025-10,1200,620,1200,hours_per_month,0,0,0,0,not_yet_measurable,EVID-BC-MER-010-2025-10,,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2025-10,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-010-2025-11,BC-MER-010,PRJ-MER-013,2025-11,1200,620,1148,hours_per_month,479355,297200,252620,252620,finance_validated_actual,EVID-BC-MER-010-2025-11,IT Finance Business Partner,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2025-11,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-010-2025-12,BC-MER-010,PRJ-MER-013,2025-12,1200,620,1096,hours_per_month,958710,594400,505240,505240,finance_validated_actual,EVID-BC-MER-010-2025-12,IT Finance Business Partner,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2025-12,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-010-2026-01,BC-MER-010,PRJ-MER-013,2026-01,1200,620,1043,hours_per_month,1438066,891601,757861,757861,finance_validated_actual,EVID-BC-MER-010-2026-01,IT Finance Business Partner,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-01,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-010-2026-02,BC-MER-010,PRJ-MER-013,2026-02,1200,620,991,hours_per_month,1917421,1188801,1010481,1010481,finance_validated_actual,EVID-BC-MER-010-2026-02,IT Finance Business Partner,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-02,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-010-2026-03,BC-MER-010,PRJ-MER-013,2026-03,1200,620,939,hours_per_month,2396776,1486001,1263101,1263101,finance_validated_actual,EVID-BC-MER-010-2026-03,IT Finance Business Partner,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-03,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-010-2026-04,BC-MER-010,PRJ-MER-013,2026-04,1200,620,887,hours_per_month,2876131,1783201,1515721,1515721,finance_validated_actual,EVID-BC-MER-010-2026-04,IT Finance Business Partner,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-04,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-010-2026-05,BC-MER-010,PRJ-MER-013,2026-05,1200,620,835,hours_per_month,3355486,2080401,1768341,1768341,finance_validated_actual,EVID-BC-MER-010-2026-05,IT Finance Business Partner,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-05,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-010-2026-06,BC-MER-010,PRJ-MER-013,2026-06,1200,620,782,hours_per_month,3834841,2377601,2020961,2020961,finance_validated_actual,EVID-BC-MER-010-2026-06,IT Finance Business Partner,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-06,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-010-2026-07,BC-MER-010,PRJ-MER-013,2026-07,1200,620,782,hours_per_month,3834841,2377601,2020961,2020961,finance_validated_actual,EVID-BC-MER-010-2026-07,IT Finance Business Partner,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-07,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-010-2026-08,BC-MER-010,PRJ-MER-013,2026-08,1200,620,782,hours_per_month,3834841,2377601,2020961,2020961,finance_validated_actual,EVID-BC-MER-010-2026-08,IT Finance Business Partner,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-08,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-011-2025-09,BC-MER-011,PRJ-MER-015,2025-09,41,27,41,usd,0,0,0,0,not_yet_measurable,EVID-BC-MER-011-2025-09,,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2025-09,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-011-2025-10,BC-MER-011,PRJ-MER-015,2025-10,41,27,41,usd,0,0,0,0,not_yet_measurable,EVID-BC-MER-011-2025-10,,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2025-10,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-011-2025-11,BC-MER-011,PRJ-MER-015,2025-11,41,27,41,usd,0,0,0,0,not_yet_measurable,EVID-BC-MER-011-2025-11,,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2025-11,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-011-2025-12,BC-MER-011,PRJ-MER-015,2025-12,41,27,40,usd,238527,166969,0,0,sponsor_claimed,EVID-BC-MER-011-2025-12,,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2025-12,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-011-2026-01,BC-MER-011,PRJ-MER-015,2026-01,41,27,38,usd,477054,333938,0,0,sponsor_claimed,EVID-BC-MER-011-2026-01,,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-01,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-011-2026-02,BC-MER-011,PRJ-MER-015,2026-02,41,27,37,usd,715580,500906,0,0,sponsor_claimed,EVID-BC-MER-011-2026-02,,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-02,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-011-2026-03,BC-MER-011,PRJ-MER-015,2026-03,41,27,36,usd,954107,667875,0,0,sponsor_claimed,EVID-BC-MER-011-2026-03,,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-03,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-011-2026-04,BC-MER-011,PRJ-MER-015,2026-04,41,27,35,usd,1192634,834844,0,0,sponsor_claimed,EVID-BC-MER-011-2026-04,,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-04,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-011-2026-05,BC-MER-011,PRJ-MER-015,2026-05,41,27,33,usd,1431161,1001813,0,0,sponsor_claimed,EVID-BC-MER-011-2026-05,,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-05,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-011-2026-06,BC-MER-011,PRJ-MER-015,2026-06,41,27,32,usd,1669688,1168782,0,0,sponsor_claimed,EVID-BC-MER-011-2026-06,,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-06,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-011-2026-07,BC-MER-011,PRJ-MER-015,2026-07,41,27,31,usd,1908214,1335750,0,0,sponsor_claimed,EVID-BC-MER-011-2026-07,,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-07,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-011-2026-08,BC-MER-011,PRJ-MER-015,2026-08,41,27,31,usd,1908214,1335750,0,0,sponsor_claimed,EVID-BC-MER-011-2026-08,,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-08,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-012-2025-09,BC-MER-012,PRJ-MER-016,2025-09,41,27,41,usd,0,0,0,0,not_yet_measurable,EVID-BC-MER-012-2025-09,,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2025-09,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-012-2025-10,BC-MER-012,PRJ-MER-016,2025-10,41,27,41,usd,0,0,0,0,not_yet_measurable,EVID-BC-MER-012-2025-10,,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2025-10,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-012-2025-11,BC-MER-012,PRJ-MER-016,2025-11,41,27,41,usd,0,0,0,0,not_yet_measurable,EVID-BC-MER-012-2025-11,,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2025-11,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-012-2025-12,BC-MER-012,PRJ-MER-016,2025-12,41,27,41,usd,0,0,0,0,not_yet_measurable,EVID-BC-MER-012-2025-12,,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2025-12,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-012-2026-01,BC-MER-012,PRJ-MER-016,2026-01,41,27,40,usd,104911,81831,0,0,sponsor_claimed,EVID-BC-MER-012-2026-01,,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-01,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-012-2026-02,BC-MER-012,PRJ-MER-016,2026-02,41,27,38,usd,209823,163662,0,0,sponsor_claimed,EVID-BC-MER-012-2026-02,,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-02,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-012-2026-03,BC-MER-012,PRJ-MER-016,2026-03,41,27,37,usd,314734,245493,0,0,sponsor_claimed,EVID-BC-MER-012-2026-03,,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-03,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-012-2026-04,BC-MER-012,PRJ-MER-016,2026-04,41,27,36,usd,419646,327324,0,0,sponsor_claimed,EVID-BC-MER-012-2026-04,,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-04,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-012-2026-05,BC-MER-012,PRJ-MER-016,2026-05,41,27,35,usd,524557,409154,0,0,sponsor_claimed,EVID-BC-MER-012-2026-05,,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-05,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-012-2026-06,BC-MER-012,PRJ-MER-016,2026-06,41,27,33,usd,629468,490985,0,0,sponsor_claimed,EVID-BC-MER-012-2026-06,,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-06,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-012-2026-07,BC-MER-012,PRJ-MER-016,2026-07,41,27,32,usd,734380,572816,0,0,sponsor_claimed,EVID-BC-MER-012-2026-07,,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-07,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-012-2026-08,BC-MER-012,PRJ-MER-016,2026-08,41,27,31,usd,839291,654647,0,0,sponsor_claimed,EVID-BC-MER-012-2026-08,,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-08,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-013-2025-09,BC-MER-013,PRJ-MER-017,2025-09,1200,620,1200,hours_per_month,0,0,0,0,not_yet_measurable,EVID-BC-MER-013-2025-09,,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2025-09,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-013-2025-10,BC-MER-013,PRJ-MER-017,2025-10,1200,620,1148,hours_per_month,196385,121759,0,0,sponsor_claimed,EVID-BC-MER-013-2025-10,,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2025-10,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-013-2025-11,BC-MER-013,PRJ-MER-017,2025-11,1200,620,1096,hours_per_month,392769,243517,0,0,sponsor_claimed,EVID-BC-MER-013-2025-11,,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2025-11,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-013-2025-12,BC-MER-013,PRJ-MER-017,2025-12,1200,620,1043,hours_per_month,589154,365275,0,0,sponsor_claimed,EVID-BC-MER-013-2025-12,,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2025-12,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-013-2026-01,BC-MER-013,PRJ-MER-017,2026-01,1200,620,991,hours_per_month,785539,487034,0,0,sponsor_claimed,EVID-BC-MER-013-2026-01,,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-01,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-013-2026-02,BC-MER-013,PRJ-MER-017,2026-02,1200,620,939,hours_per_month,981923,608792,0,0,sponsor_claimed,EVID-BC-MER-013-2026-02,,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-02,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-013-2026-03,BC-MER-013,PRJ-MER-017,2026-03,1200,620,887,hours_per_month,1178308,730551,0,0,sponsor_claimed,EVID-BC-MER-013-2026-03,,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-03,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-013-2026-04,BC-MER-013,PRJ-MER-017,2026-04,1200,620,835,hours_per_month,1374693,852310,0,0,sponsor_claimed,EVID-BC-MER-013-2026-04,,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-04,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-013-2026-05,BC-MER-013,PRJ-MER-017,2026-05,1200,620,782,hours_per_month,1571078,974068,0,0,sponsor_claimed,EVID-BC-MER-013-2026-05,,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-05,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-013-2026-06,BC-MER-013,PRJ-MER-017,2026-06,1200,620,782,hours_per_month,1571078,974068,0,0,sponsor_claimed,EVID-BC-MER-013-2026-06,,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-06,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-013-2026-07,BC-MER-013,PRJ-MER-017,2026-07,1200,620,782,hours_per_month,1571078,974068,0,0,sponsor_claimed,EVID-BC-MER-013-2026-07,,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-07,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-013-2026-08,BC-MER-013,PRJ-MER-017,2026-08,1200,620,782,hours_per_month,1571078,974068,0,0,sponsor_claimed,EVID-BC-MER-013-2026-08,,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-08,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-014-2025-09,BC-MER-014,PRJ-MER-019,2025-09,0,4.8,0,fte_equivalent,0,0,0,0,not_yet_measurable,EVID-BC-MER-014-2025-09,,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2025-09,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-014-2025-10,BC-MER-014,PRJ-MER-019,2025-10,0,4.8,0,fte_equivalent,0,0,0,0,not_yet_measurable,EVID-BC-MER-014-2025-10,,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2025-10,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-014-2025-11,BC-MER-014,PRJ-MER-019,2025-11,0,4.8,0,fte_equivalent,227033,158923,0,0,sponsor_claimed,EVID-BC-MER-014-2025-11,,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2025-11,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-014-2025-12,BC-MER-014,PRJ-MER-019,2025-12,0,4.8,1,fte_equivalent,454066,317846,0,0,sponsor_claimed,EVID-BC-MER-014-2025-12,,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2025-12,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-014-2026-01,BC-MER-014,PRJ-MER-019,2026-01,0,4.8,1,fte_equivalent,681099,476769,0,0,sponsor_claimed,EVID-BC-MER-014-2026-01,,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-01,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-014-2026-02,BC-MER-014,PRJ-MER-019,2026-02,0,4.8,2,fte_equivalent,908132,635692,0,0,sponsor_claimed,EVID-BC-MER-014-2026-02,,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-02,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-014-2026-03,BC-MER-014,PRJ-MER-019,2026-03,0,4.8,2,fte_equivalent,1135165,794616,0,0,sponsor_claimed,EVID-BC-MER-014-2026-03,,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-03,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-014-2026-04,BC-MER-014,PRJ-MER-019,2026-04,0,4.8,3,fte_equivalent,1362198,953539,0,0,sponsor_claimed,EVID-BC-MER-014-2026-04,,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-04,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-014-2026-05,BC-MER-014,PRJ-MER-019,2026-05,0,4.8,3,fte_equivalent,1589230,1112461,0,0,sponsor_claimed,EVID-BC-MER-014-2026-05,,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-05,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-014-2026-06,BC-MER-014,PRJ-MER-019,2026-06,0,4.8,3,fte_equivalent,1816263,1271384,0,0,sponsor_claimed,EVID-BC-MER-014-2026-06,,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-06,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-014-2026-07,BC-MER-014,PRJ-MER-019,2026-07,0,4.8,3,fte_equivalent,1816263,1271384,0,0,sponsor_claimed,EVID-BC-MER-014-2026-07,,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-07,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-014-2026-08,BC-MER-014,PRJ-MER-019,2026-08,0,4.8,3,fte_equivalent,1816263,1271384,0,0,sponsor_claimed,EVID-BC-MER-014-2026-08,,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-08,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-015-2025-09,BC-MER-015,PRJ-MER-020,2025-09,0,10,0,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-015-2025-09,,AI Portfolio and Business Case Tracker,VAL-BC-MER-015-2025-09,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-015-2025-10,BC-MER-015,PRJ-MER-020,2025-10,0,10,0,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-015-2025-10,,AI Portfolio and Business Case Tracker,VAL-BC-MER-015-2025-10,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-015-2025-11,BC-MER-015,PRJ-MER-020,2025-11,0,10,0,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-015-2025-11,,AI Portfolio and Business Case Tracker,VAL-BC-MER-015-2025-11,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-015-2025-12,BC-MER-015,PRJ-MER-020,2025-12,0,10,1,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-015-2025-12,,AI Portfolio and Business Case Tracker,VAL-BC-MER-015-2025-12,2026-08-24,2026-08-24,monthly,synthetic_review_ready
meridian-health,VAL-BC-MER-015-2026-01,BC-MER-015,PRJ-MER-020,2026-01,0,10,2,count,0,0,0,0,not_yet_measurable,EVID-BC-MER-015-2026-01,,AI Portfolio and Business Case Tracker,VAL-BC-MER-015-2026-01,2026-08-24,2026-08-24,monthly,synthetic_review_ready
