canonical_object_type,canonical_object_id,source_file,source_row,tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,billing_account_id,subscription_id,service_family,region,cost_center,commitment_id,amortized_cost_usd,actual_cost_usd,forecast_cost_usd,commitment_drawdown_pct,overage_state,tag_quality_state,review_state,row_hash
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-02-6,source_system_extracts/cloud_billing_export.csv,49,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-02-6,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1005,Support,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,353816,376400,398984,0.69,within_commitment,accepted,accepted,ac46cd2d88761f54a3580b6f5e0b057747bc73bde3956a24ff36132faf342d23
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-03-1,source_system_extracts/cloud_billing_export.csv,50,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-03-1,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1000,Compute,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,151904,161600,171296,0.75,within_commitment,accepted,accepted,c3389687f98b800482051e8beb07edfe6c4e48f8a5469a64a7ab133bec0363e5
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-03-2,source_system_extracts/cloud_billing_export.csv,51,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-03-2,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1001,Storage,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,193264,205600,217936,0.76,within_commitment,accepted,accepted,3a5c11d1d689279cfa24429de0d88d888db3145a6dada731858b9045e2f51916
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-03-3,source_system_extracts/cloud_billing_export.csv,52,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-03-3,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1002,Data and AI,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,234624,249600,264576,0.76,within_commitment,accepted,accepted,de356d4d434899ff16cd69d8768990b088d365bc8f738e9a7fed7921021c85f1
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-03-4,source_system_extracts/cloud_billing_export.csv,53,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-03-4,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1003,Networking,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,275984,293600,311216,0.77,within_commitment,accepted,accepted,f4d19d3e4bccc95b2fe7074005434b9a4cc01de127ca9a114413da5e921cdad9
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-03-5,source_system_extracts/cloud_billing_export.csv,54,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-03-5,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1004,Security,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,317344,337600,357856,0.77,within_commitment,accepted,accepted,f037c1a6070c587fe0696778418a1256d1269c925790a3de9c9c2ddf1b572817
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-03-6,source_system_extracts/cloud_billing_export.csv,55,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-03-6,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1005,Support,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,358704,381600,404496,0.78,within_commitment,accepted,accepted,eb5364dd88a83c86e1537827961c940dfccdc084c9e973540c512f5c2501ea98
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-04-1,source_system_extracts/cloud_billing_export.csv,56,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-04-1,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1000,Compute,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,156792,166800,196824,0.83,within_commitment,accepted,accepted,b0b45a81c290fc160a5d27bbbf47bfdebe43f5e822ae78894c6f250fff5778b3
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-04-2,source_system_extracts/cloud_billing_export.csv,57,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-04-2,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1001,Storage,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,198152,210800,248744,0.84,within_commitment,accepted,accepted,2dd1b6ed8ee419bbc62cf9faa9ff6c1edbe626d9ef244e3a0c2d0952aa548696
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-04-3,source_system_extracts/cloud_billing_export.csv,58,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-04-3,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1002,Data and AI,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,408712,434800,513064,0.84,within_commitment,accepted,accepted,466817f3a98fccf255a2fbc285ead7ce8b1098cf2b89b4593b179035c96b7c64
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-04-4,source_system_extracts/cloud_billing_export.csv,59,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-04-4,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1003,Networking,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,280872,298800,352584,0.85,within_commitment,accepted,accepted,ff3d457fa4ef2caf81f9fd55663e8c7f61f62a04f207ec0659b81bd63a9c9aca
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-04-5,source_system_extracts/cloud_billing_export.csv,60,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-04-5,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1004,Security,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,322232,342800,404504,0.85,within_commitment,accepted,accepted,1eb2ac3816108914c4e6b971a0655831c30105aa5d29ff136c60671a235572c0
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-04-6,source_system_extracts/cloud_billing_export.csv,61,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-04-6,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1005,Support,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,363592,386800,456424,0.86,within_commitment,accepted,accepted,1c6a0ff169c9f4733425dd0cf53a491ac6bb979c0be1a0d6a16a32d8703cb613
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-05-1,source_system_extracts/cloud_billing_export.csv,62,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-05-1,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1000,Compute,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,161680,172000,202960,0.92,within_commitment,accepted,accepted,a34dbd506a077eb910e177adec15d7df9a7e847a73002a27a641526d737050c8
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-05-2,source_system_extracts/cloud_billing_export.csv,63,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-05-2,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1001,Storage,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,203040,216000,254880,0.92,within_commitment,accepted,accepted,251c348e53b9b095625a68be9f81072120910cb0cc6d279754a07eb5623dff7f
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-05-3,source_system_extracts/cloud_billing_export.csv,64,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-05-3,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1002,Data and AI,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,413600,440000,519200,0.93,forecast_overage,accepted,finops_review_ready,a62afc5811781edd2475e77eaa05916bd094f0076a325778f43482e1dcf2f34c
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-05-4,source_system_extracts/cloud_billing_export.csv,65,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-05-4,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1003,Networking,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,285760,304000,358720,0.93,within_commitment,accepted,accepted,59ba075ad07988bc8b3554c8c5023134c2db62c7c4f11a6d2824806e4bbce6d1
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-05-5,source_system_extracts/cloud_billing_export.csv,66,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-05-5,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1004,Security,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,327120,348000,410640,0.94,within_commitment,incomplete_tags,accepted,cd6e89e34898b7caa1ae8f92c699ccbffa4f02a26830335719b40451619c7121
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-05-6,source_system_extracts/cloud_billing_export.csv,67,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-05-6,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1005,Support,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,368480,392000,462560,0.94,within_commitment,accepted,accepted,935c213fdf00db81db4cf2368a60578cfec9a318520c8a1d66325efd699a61a9
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-06-1,source_system_extracts/cloud_billing_export.csv,68,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-06-1,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1000,Compute,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,166568,177200,209096,1,within_commitment,accepted,accepted,bbe832acd0771071310beac6c071f51ffca201ec7d1a62879c4eff397d5f6a02
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-06-2,source_system_extracts/cloud_billing_export.csv,69,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-06-2,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1001,Storage,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,207928,221200,261016,1,within_commitment,accepted,accepted,8fd354901076654bddab59db0bcc37342cc539284b579dea72264ba6cc097874
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-06-3,source_system_extracts/cloud_billing_export.csv,70,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-06-3,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1002,Data and AI,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,418488,445200,525336,1.01,forecast_overage,accepted,finops_review_ready,5071bef95aaa209424ed548fff880854bb5ae2dda0b1a5777066815e5676b2f3
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-06-4,source_system_extracts/cloud_billing_export.csv,71,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-06-4,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1003,Networking,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,290648,309200,364856,1.01,within_commitment,accepted,accepted,0a15fb13bf2bc589efe8f5498607aa0c0d43c8df7fecc294b892e1acc326511b
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-06-5,source_system_extracts/cloud_billing_export.csv,72,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-06-5,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1004,Security,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,332008,353200,416776,1.02,within_commitment,accepted,accepted,adc9ed5e3493959bd1ace4409a149aead1e3feb95ef311794ac9527ff001d0d8
CloudBillingLine,CloudBillingLine:CLOUD-CTR-061-2027-06-6,source_system_extracts/cloud_billing_export.csv,73,skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-06-6,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1005,Support,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,373368,397200,468696,1.02,within_commitment,accepted,accepted,f74a996e4799760d9b6b8909a5485f7d09ed67dade2d5578ebf315515b2a8539
