canonical_object_type,canonical_object_id,source_file,source_row,tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,document_id,concept_ref,source_page,span_start,span_end,extracted_text,extraction_method,confidence,conflict_group_id,review_state,row_hash
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-MSA-01,source_system_extracts/document_clause_extractions.csv,2,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-MSA-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-MSA,audit.records,1,120,190,audit.records extracted from DOC-CTR-090-MSA; page 1; role master_services_agreement.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,4d56ad92800daedb7f6eea589a82f1d7dbff4b7763bcea2e0533a3c22d60bf7c
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-SECURITY-DPA-01,source_system_extracts/document_clause_extractions.csv,42,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-SECURITY-DPA-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-SECURITY-DPA,security.data_processing,1,120,190,security.data_processing extracted from DOC-CTR-090-SECURITY-DPA; page 1; role security_data_processing_addendum.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,d9a5be61d1e65deed83e2960e09f4085fa32896d10415e7350c5c19fc0935d15
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-SECURITY-DPA-02,source_system_extracts/document_clause_extractions.csv,43,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-SECURITY-DPA-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-SECURITY-DPA,security.controls,2,200,270,security.controls extracted from DOC-CTR-090-SECURITY-DPA; page 2; role security_data_processing_addendum.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,61a67d3434c87e138d5915d8f8b657f9b4bb5bb7451fd5d3dfd0afe630f3ac49
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-SECURITY-DPA-03,source_system_extracts/document_clause_extractions.csv,44,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-SECURITY-DPA-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-SECURITY-DPA,security.breach_notice,3,280,350,security.breach_notice extracted from DOC-CTR-090-SECURITY-DPA; page 3; role security_data_processing_addendum.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,1b38bfacdf7619f8e732eef6910a4d92c15b6365b42fee72c262f6554b3a64e5
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-SECURITY-DPA-04,source_system_extracts/document_clause_extractions.csv,45,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-SECURITY-DPA-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-SECURITY-DPA,security.subprocessor,4,360,430,security.subprocessor extracted from DOC-CTR-090-SECURITY-DPA; page 4; role security_data_processing_addendum.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,df180fa6c2b25d1c8e5099475033b8ff1b0c49044596083e0d964e68f9d7671f
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-NOTICE-RENEWAL-01,source_system_extracts/document_clause_extractions.csv,46,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-NOTICE-RENEWAL-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-NOTICE-RENEWAL,renewal.notice_deadline,1,120,190,renewal.notice_deadline extracted from DOC-CTR-090-NOTICE-RENEWAL; page 1; role renewal_notice.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,ac69d7be730af2aa0fdfcdd09c2fbce669c7da301f770f81593c41b11e2b2599
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-NOTICE-RENEWAL-02,source_system_extracts/document_clause_extractions.csv,47,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-NOTICE-RENEWAL-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-NOTICE-RENEWAL,renewal.notice_evidence,2,200,270,renewal.notice_evidence extracted from DOC-CTR-090-NOTICE-RENEWAL; page 2; role renewal_notice.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,d142b2578b4d1849acde4e2912a873e33e648b2f1023c30fb1113df3d379eb66
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-NOTICE-RENEWAL-03,source_system_extracts/document_clause_extractions.csv,48,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-NOTICE-RENEWAL-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-NOTICE-RENEWAL,renewal.event_trigger,3,280,350,renewal.event_trigger extracted from DOC-CTR-090-NOTICE-RENEWAL; page 3; role renewal_notice.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,424445cc17fd8a59f109e5dc05d9281f6f8a24f7d422f8863a7b95278a8385c4
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-NOTICE-RENEWAL-04,source_system_extracts/document_clause_extractions.csv,49,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-NOTICE-RENEWAL-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-NOTICE-RENEWAL,governance.vendor_outreach,4,360,430,governance.vendor_outreach extracted from DOC-CTR-090-NOTICE-RENEWAL; page 4; role renewal_notice.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,65b17c0124df9fd1e4d5de846217faf72606c100ee21abc8e74b33ee1833320d
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-RENEWAL-QUOTE-01,source_system_extracts/document_clause_extractions.csv,50,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-RENEWAL-QUOTE-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-RENEWAL-QUOTE,quote.proposed_value,1,120,190,quote.proposed_value extracted from DOC-CTR-090-RENEWAL-QUOTE; page 1; role renewal_quote.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,52443e164fe9b85f4f7ec7ff3b1c60af961608d10d66832e1ec672537dc35ab3
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-RENEWAL-QUOTE-02,source_system_extracts/document_clause_extractions.csv,51,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-RENEWAL-QUOTE-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-RENEWAL-QUOTE,quote.assumption,2,200,270,quote.assumption extracted from DOC-CTR-090-RENEWAL-QUOTE; page 2; role renewal_quote.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,144c7949a25886af139b2ce2c33ea1a460b8a2546298c7f074171d91d33181d3
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-RENEWAL-QUOTE-03,source_system_extracts/document_clause_extractions.csv,52,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-RENEWAL-QUOTE-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-RENEWAL-QUOTE,quote.counter_position,3,280,350,quote.counter_position extracted from DOC-CTR-090-RENEWAL-QUOTE; page 3; role renewal_quote.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,8659dd7aaa22e0e9300c66b291012aeadc9157150a03e081c37be1f0c9ebfd31
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-RENEWAL-QUOTE-04,source_system_extracts/document_clause_extractions.csv,53,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-RENEWAL-QUOTE-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-RENEWAL-QUOTE,quote.open_issue,4,360,430,quote.open_issue extracted from DOC-CTR-090-RENEWAL-QUOTE; page 4; role renewal_quote.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,dcd99c0937540551bf5d86a504a8b6a3d7e0fa77c1a637e5590c8b935e5d62be
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-SIDE-LETTER-01,source_system_extracts/document_clause_extractions.csv,54,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-SIDE-LETTER-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-SIDE-LETTER,side_letter.exception,1,120,190,side_letter.exception extracted from DOC-CTR-090-SIDE-LETTER; page 1; role commercial_side_letter.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,cbac812311edc7e83ef867a18a356a923019ee957a27baafc32aac3a484998e6
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-SIDE-LETTER-02,source_system_extracts/document_clause_extractions.csv,55,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-SIDE-LETTER-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-SIDE-LETTER,terms.precedence_conflict,2,200,270,terms.precedence_conflict extracted from DOC-CTR-090-SIDE-LETTER; page 2; role commercial_side_letter.,synthetic_page_span_markdown_pdf_equivalent,0.72,CONFLICT-CTR-090-TERMS-PRECEDENCE,preserve_for_legal_review,13ba38dd8f2bacc3d0355a5d18d190a02440322fa8b0d5bbc335d4d2a502e2fb
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-SIDE-LETTER-03,source_system_extracts/document_clause_extractions.csv,56,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-SIDE-LETTER-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-SIDE-LETTER,side_letter.concession,3,280,350,side_letter.concession extracted from DOC-CTR-090-SIDE-LETTER; page 3; role commercial_side_letter.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,5a819cfc9059e9561007ce22a825266c2b7c96ff46dedeb85f442adf06d5c3cd
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-SIDE-LETTER-04,source_system_extracts/document_clause_extractions.csv,57,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-SIDE-LETTER-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-SIDE-LETTER,side_letter.no_waiver,4,360,430,side_letter.no_waiver extracted from DOC-CTR-090-SIDE-LETTER; page 4; role commercial_side_letter.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,20be291c3b37ab748827cca9ad9144159dbd0e069632f9ba2600b65953e8cee6
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-EXIT-PLAN-01,source_system_extracts/document_clause_extractions.csv,58,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-EXIT-PLAN-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-EXIT-PLAN,exit.assistance,1,120,190,exit.assistance extracted from DOC-CTR-090-EXIT-PLAN; page 1; role transition_exit_plan.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,6cee26878c5b74eacee6163d0b05fbc18126d99f4053539a8e1ff2aa2d5e4f50
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-EXIT-PLAN-02,source_system_extracts/document_clause_extractions.csv,59,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-EXIT-PLAN-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-EXIT-PLAN,exit.data_portability,2,200,270,exit.data_portability extracted from DOC-CTR-090-EXIT-PLAN; page 2; role transition_exit_plan.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,7d95935d7db2fcb3de68834780842b0bb89ebd96a71cc079df752db8765563dc
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-EXIT-PLAN-03,source_system_extracts/document_clause_extractions.csv,60,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-EXIT-PLAN-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-EXIT-PLAN,exit.milestone,3,280,350,exit.milestone extracted from DOC-CTR-090-EXIT-PLAN; page 3; role transition_exit_plan.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,78dd13d7e1353f3de4f11b730a5bca1996bc6f6abf27168fa1c54b1c4e8a8bf2
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-090-EXIT-PLAN-04,source_system_extracts/document_clause_extractions.csv,61,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-090-EXIT-PLAN-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-090,DOC-CTR-090-EXIT-PLAN,exit.holdback,4,360,430,exit.holdback extracted from DOC-CTR-090-EXIT-PLAN; page 4; role transition_exit_plan.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,9f63d13fcb85100123aedd4cb10e9c2cc385a531c99996694c38638f08667ae1
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-MSA-01,source_system_extracts/document_clause_extractions.csv,62,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-MSA-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-MSA,audit.records,1,120,190,audit.records extracted from DOC-CTR-061-MSA; page 1; role master_services_agreement.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,169652812b2f8a986117a73c22122f8ccd341befd13b846b9db7240fccb2a85c
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-MSA-02,source_system_extracts/document_clause_extractions.csv,63,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-MSA-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-MSA,terms.precedence,2,200,270,terms.precedence extracted from DOC-CTR-061-MSA; page 2; role master_services_agreement.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,2f94a786cb133e67d0b21c9de5cb3e5819d21bfbf1e3a2ad6250eecb1ef374c1
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-MSA-03,source_system_extracts/document_clause_extractions.csv,64,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-MSA-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-MSA,dispute.recovery,3,280,350,dispute.recovery extracted from DOC-CTR-061-MSA; page 3; role master_services_agreement.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,a469f01cc71286e3ad0e16db37a11c64e9a1cbdff31fbf17c0a5e0808c024b76
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-MSA-04,source_system_extracts/document_clause_extractions.csv,65,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-MSA-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-MSA,change_control.approval,4,360,430,change_control.approval extracted from DOC-CTR-061-MSA; page 4; role master_services_agreement.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,a901a87141a3dfa477baafbb21f64afd478994b92a262f1e381e60cbaedc4eed
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SOW-CORE-01,source_system_extracts/document_clause_extractions.csv,66,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SOW-CORE-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SOW-CORE,scope.service,1,120,190,scope.service extracted from DOC-CTR-061-SOW-CORE; page 1; role statement_of_work_core.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,1720e5977c3c99da63f7bf3f83698b3c34fe1f84b716494f101264e14c788fa8
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SOW-CORE-02,source_system_extracts/document_clause_extractions.csv,67,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SOW-CORE-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SOW-CORE,reporting.native_grain,2,200,270,reporting.native_grain extracted from DOC-CTR-061-SOW-CORE; page 2; role statement_of_work_core.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,6ad4b0e96ae0f020320326d5eedefbdc64be3b236117af05d65f1a43d2cd6330
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SOW-CORE-03,source_system_extracts/document_clause_extractions.csv,68,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SOW-CORE-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SOW-CORE,acceptance.owner,3,280,350,acceptance.owner extracted from DOC-CTR-061-SOW-CORE; page 3; role statement_of_work_core.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,92b863304ac9d941b405c69aa54cd0cd99b28ea6e1b26d20ade3b829fd530eaa
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SOW-CORE-04,source_system_extracts/document_clause_extractions.csv,69,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SOW-CORE-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SOW-CORE,evidence.owner,4,360,430,evidence.owner extracted from DOC-CTR-061-SOW-CORE; page 4; role statement_of_work_core.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,a0199e2d58672c05ec7c176d16e8f1b4e3d28c6999b2857f158eae038165c492
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SOW-TRANSITION-01,source_system_extracts/document_clause_extractions.csv,70,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SOW-TRANSITION-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SOW-TRANSITION,transition.milestone,1,120,190,transition.milestone extracted from DOC-CTR-061-SOW-TRANSITION; page 1; role statement_of_work_transition.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,9833b1fd470299be98bc2f04b1ae6d29e2284b47ab2601a55f3ff4f01e0c03ed
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SOW-TRANSITION-02,source_system_extracts/document_clause_extractions.csv,71,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SOW-TRANSITION-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SOW-TRANSITION,knowledge_transfer,2,200,270,knowledge_transfer extracted from DOC-CTR-061-SOW-TRANSITION; page 2; role statement_of_work_transition.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,9f90396b81d127dde106629e3683446236bff412b311238b5182364890b2ce00
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SOW-TRANSITION-03,source_system_extracts/document_clause_extractions.csv,72,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SOW-TRANSITION-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SOW-TRANSITION,exit.dependency,3,280,350,exit.dependency extracted from DOC-CTR-061-SOW-TRANSITION; page 3; role statement_of_work_transition.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,5dc5c1a7cb45b608fc06e85f4becda9516584dba1e9ed3808df823b1c871e94a
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-SOW-TRANSITION-04,source_system_extracts/document_clause_extractions.csv,73,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-SOW-TRANSITION-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-SOW-TRANSITION,transition.credit,4,360,430,transition.credit extracted from DOC-CTR-061-SOW-TRANSITION; page 4; role statement_of_work_transition.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,8ebbd40d28ff6d72fe51ed08e7d4396430c5732282e56dffdcb6329f05a55f39
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-ORDER-BASE-01,source_system_extracts/document_clause_extractions.csv,74,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-ORDER-BASE-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-ORDER-BASE,pricing.base_entitlement,1,120,190,pricing.base_entitlement extracted from DOC-CTR-061-ORDER-BASE; page 1; role order_form_base.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,fc6826b2ef4d4ec87f217e2f32a188f0b462f333b4c4f11426089f993d3e3781
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-ORDER-BASE-02,source_system_extracts/document_clause_extractions.csv,75,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-ORDER-BASE-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-ORDER-BASE,billing.cadence,2,200,270,billing.cadence extracted from DOC-CTR-061-ORDER-BASE; page 2; role order_form_base.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,2cc3e7594da5a18df520e725cc9edfcd507eb27d62a0402ea7c6ba233efa2164
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-ORDER-BASE-03,source_system_extracts/document_clause_extractions.csv,76,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-ORDER-BASE-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-ORDER-BASE,pricing.base_uplift,3,280,350,pricing.base_uplift extracted from DOC-CTR-061-ORDER-BASE; page 3; role order_form_base.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,87eddc6a82945d5d2d5b94c6e17825d2ce593780ec7da6cf544084c2d3620c58
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-ORDER-BASE-04,source_system_extracts/document_clause_extractions.csv,77,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-ORDER-BASE-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-ORDER-BASE,true_up.rule,4,360,430,true_up.rule extracted from DOC-CTR-061-ORDER-BASE; page 4; role order_form_base.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,c97fc05d0ebe80e005cd8e718f5369356d0acb82075e5ab962cb2a7afedccae0
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-ORDER-TRUEUP-01,source_system_extracts/document_clause_extractions.csv,78,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-ORDER-TRUEUP-01,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-ORDER-TRUEUP,true_up.trigger,1,120,190,true_up.trigger extracted from DOC-CTR-061-ORDER-TRUEUP; page 1; role order_form_true_up.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,09e6f40aa331f8bcdec4f8c30beb19844af2e0cd068922aa33296fa063866f2d
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-ORDER-TRUEUP-02,source_system_extracts/document_clause_extractions.csv,79,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-ORDER-TRUEUP-02,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-ORDER-TRUEUP,true_up.evidence,2,200,270,true_up.evidence extracted from DOC-CTR-061-ORDER-TRUEUP; page 2; role order_form_true_up.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,e38c450240606dc8b4f19138978f9469e57aaca7c906f0c7d0024c0efda09520
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-ORDER-TRUEUP-03,source_system_extracts/document_clause_extractions.csv,80,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-ORDER-TRUEUP-03,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-ORDER-TRUEUP,true_up.exclusion,3,280,350,true_up.exclusion extracted from DOC-CTR-061-ORDER-TRUEUP; page 3; role order_form_true_up.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,a731d37090af1ee7374b316577c2fefaf6968c851543a7489763f4e59645ac0d
DocumentClause,DocumentClause:CLAUSE-DOC-CTR-061-ORDER-TRUEUP-04,source_system_extracts/document_clause_extractions.csv,81,skyharbor_global,Document extraction pipeline,Markdown/PDF-equivalent page-span clause extraction,CLAUSE-DOC-CTR-061-ORDER-TRUEUP-04,extract-clauses-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,DOC-CTR-061-ORDER-TRUEUP,true_up.review,4,360,430,true_up.review extracted from DOC-CTR-061-ORDER-TRUEUP; page 4; role order_form_true_up.,synthetic_page_span_markdown_pdf_equivalent,0.93,,accepted,2dc848bda21ac7a922fa674cb04218b56d638a61f3807f8e4007706ff5ee0479
