canonical_object_type,canonical_object_id,source_file,source_row,tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,service_id,application_id,incident_id,event_date,severity,sla_name,target_attainment_rate,actual_attainment_rate,breach_state,fee_base_usd,credit_formula,exclusion_code,vendor_responsibility_state,claim_window_deadline,service_credits_earned_usd,service_credits_claimed_usd,service_credits_received_usd,dispute_state,review_state,row_hash
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-09-1,source_system_extracts/sla_event_extract.csv,44,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-09-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM,APP-DATA-PLATFORM,INC-CTR-061-20,2026-09-10,sev3,Platform availability,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2026-10-15,0,0,0,,accepted,49aff9d13af61b06fcf62e968ee0e12cd3f62c7adfab52cefa3c243c5415936d
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-09-2,source_system_extracts/sla_event_extract.csv,45,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-09-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-SUPPORT,APP-DATA-PLATFORM-1,INC-CTR-061-21,2026-09-11,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2026-10-15,0,0,0,,accepted,45d550d38a7949bd7fbe8f4cf27ba6eb355e683086540483782991cd9544a55a
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-09-3,source_system_extracts/sla_event_extract.csv,46,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-09-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-INTEGRATION,APP-DATA-PLATFORM-2,INC-CTR-061-22,2026-09-12,sev2,Priority incident response,0.99,0.973,breached,994444.44,1.25% of monthly fee base for qualifying breach,planned_maintenance_review,supplier_disputed,2026-10-15,12430.56,0,0,supplier_disputed,disputed,eedf85cfb0175087ca85e2e8b94113e07088ab5ea2f99c947cf04fa89ff93c09
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-10-1,source_system_extracts/sla_event_extract.csv,47,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-10-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM,APP-DATA-PLATFORM,INC-CTR-061-30,2026-10-10,sev3,Platform availability,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2026-11-15,0,0,0,,accepted,96f16f42a93171527f3d12287c39cf82f9d03f3758ecbf1366af99f4011237f0
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-10-2,source_system_extracts/sla_event_extract.csv,48,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-10-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-SUPPORT,APP-DATA-PLATFORM-1,INC-CTR-061-31,2026-10-11,sev2,Priority incident response,0.99,0.969,breached,994444.44,1.25% of monthly fee base for qualifying breach,,supplier_disputed,2026-11-15,12430.56,0,0,supplier_disputed,disputed,da5823a79bdda82ed00d5f2d9873aa096deeb3a43a5864926b928f7fb1580b9f
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-10-3,source_system_extracts/sla_event_extract.csv,49,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-10-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-INTEGRATION,APP-DATA-PLATFORM-2,INC-CTR-061-32,2026-10-12,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2026-11-15,0,0,0,,accepted,9df061357dad984c87afd818eaee12731d662553fe7f4b996d53f4f02e102ed1
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-11-1,source_system_extracts/sla_event_extract.csv,50,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-11-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM,APP-DATA-PLATFORM,INC-CTR-061-40,2026-11-10,sev1,Platform availability,0.99,0.965,breached,994444.44,1.25% of monthly fee base for qualifying breach,,supplier_disputed,2026-12-15,12430.56,0,0,supplier_disputed,disputed,f87427a3b3245c48de2cca251b890f04efb82313d77c40344ba2f5f61ffac4e2
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-11-2,source_system_extracts/sla_event_extract.csv,51,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-11-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-SUPPORT,APP-DATA-PLATFORM-1,INC-CTR-061-41,2026-11-11,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2026-12-15,0,0,0,,accepted,78ba4d64dc869d624addf62dfa565dd17ab7ec828b82198e59e328c94aa0a282
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-11-3,source_system_extracts/sla_event_extract.csv,52,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-11-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-INTEGRATION,APP-DATA-PLATFORM-2,INC-CTR-061-42,2026-11-12,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2026-12-15,0,0,0,,accepted,263f35d3cf8064f18cfb181fceb47db21911b10c097b1dc81b973caa151dabbb
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-12-1,source_system_extracts/sla_event_extract.csv,53,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-12-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM,APP-DATA-PLATFORM,INC-CTR-061-50,2026-12-10,sev3,Platform availability,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2027-01-15,0,0,0,,accepted,c030f9b12ce00735b750224997669533cdd13c868245cd49880c0e310ef886b3
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-12-2,source_system_extracts/sla_event_extract.csv,54,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-12-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-SUPPORT,APP-DATA-PLATFORM-1,INC-CTR-061-51,2026-12-11,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2027-01-15,0,0,0,,accepted,a6ba56345c5a0d36e66b6eeb0d812c7f97ffc2d39329aa68ed43d1d2b1914ea3
SlaEvent,SlaEvent:SLAEVT-CTR-061-2026-12-3,source_system_extracts/sla_event_extract.csv,55,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2026-12-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-INTEGRATION,APP-DATA-PLATFORM-2,INC-CTR-061-52,2026-12-12,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2027-01-15,0,0,0,,accepted,304eee23acd11ad6c4c5c4074da6b03b307d1a825fe8d22c164500c1249aa36f
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-01-1,source_system_extracts/sla_event_extract.csv,56,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-01-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM,APP-DATA-PLATFORM,INC-CTR-061-60,2027-01-10,sev3,Platform availability,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2027-02-15,0,0,0,,accepted,53c42720c5a65e48cd4f24010174ee21bdb2443ecb389da175bde72291d31bcb
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-01-2,source_system_extracts/sla_event_extract.csv,57,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-01-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-SUPPORT,APP-DATA-PLATFORM-1,INC-CTR-061-61,2027-01-11,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2027-02-15,0,0,0,,accepted,c2b479ddd510113bf46673cd61e4d94f6105c87f05a01b41f48a5f1c07b2c801
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-01-3,source_system_extracts/sla_event_extract.csv,58,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-01-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-INTEGRATION,APP-DATA-PLATFORM-2,INC-CTR-061-62,2027-01-12,sev2,Priority incident response,0.99,0.973,breached,994444.44,1.25% of monthly fee base for qualifying breach,planned_maintenance_review,supplier_disputed,2027-02-15,12430.56,0,0,supplier_disputed,disputed,c0b85f1fa2f31303897469d5a2def019f33060a5fd7bedec9b3b399d3f6d4d45
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-02-1,source_system_extracts/sla_event_extract.csv,59,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-02-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM,APP-DATA-PLATFORM,INC-CTR-061-70,2027-02-10,sev3,Platform availability,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2027-03-15,0,0,0,,accepted,773fcaab5f005b098c8f9529ad15e333e4740830913c53968f9d14d213e05760
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-02-2,source_system_extracts/sla_event_extract.csv,60,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-02-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-SUPPORT,APP-DATA-PLATFORM-1,INC-CTR-061-71,2027-02-11,sev2,Priority incident response,0.99,0.969,breached,994444.44,1.25% of monthly fee base for qualifying breach,,supplier_disputed,2027-03-15,12430.56,0,0,supplier_disputed,disputed,0b9cfe74def69f1815804741a4761c3acb2f5e6fa4c89000cc77df54480ce6a9
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-02-3,source_system_extracts/sla_event_extract.csv,61,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-02-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-INTEGRATION,APP-DATA-PLATFORM-2,INC-CTR-061-72,2027-02-12,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2027-03-15,0,0,0,,accepted,e1012d8787b6156c1f2768cc7a0e94d63b57932a4cf4b6753461db2b6c6f4e60
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-03-1,source_system_extracts/sla_event_extract.csv,62,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-03-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM,APP-DATA-PLATFORM,INC-CTR-061-80,2027-03-10,sev1,Platform availability,0.99,0.965,breached,994444.44,1.25% of monthly fee base for qualifying breach,,supplier_disputed,2027-04-15,12430.56,0,0,supplier_disputed,disputed,9e4a5fc9e56bb569b29738752c5680e9cdf959621fc8e99d0940042b57e7d953
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-03-2,source_system_extracts/sla_event_extract.csv,63,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-03-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-SUPPORT,APP-DATA-PLATFORM-1,INC-CTR-061-81,2027-03-11,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2027-04-15,0,0,0,,accepted,a14b926a9efaca379b0be5897fd24221687226ea8509d532fdd72f3c64e21691
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-03-3,source_system_extracts/sla_event_extract.csv,64,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-03-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-INTEGRATION,APP-DATA-PLATFORM-2,INC-CTR-061-82,2027-03-12,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2027-04-15,0,0,0,,accepted,61e07230795b77ece520756256e060b6ab7a15958f7417518d508e395eed1dd6
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-04-1,source_system_extracts/sla_event_extract.csv,65,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-04-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM,APP-DATA-PLATFORM,INC-CTR-061-90,2027-04-10,sev3,Platform availability,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2027-05-15,0,0,0,,accepted,acaf7ebc9f1ac71ce76f1bf1c45766b55240877868dbdf939ccb8a600961986e
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-04-2,source_system_extracts/sla_event_extract.csv,66,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-04-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-SUPPORT,APP-DATA-PLATFORM-1,INC-CTR-061-91,2027-04-11,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2027-05-15,0,0,0,,accepted,35ed2733bd90afb790edb7d552386efdf5e6148136841b03c862179634ff7113
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-04-3,source_system_extracts/sla_event_extract.csv,67,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-04-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-INTEGRATION,APP-DATA-PLATFORM-2,INC-CTR-061-92,2027-04-12,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2027-05-15,0,0,0,,accepted,f8ee69d241fd1b42e5cf16a69c266a8ff534dcc52a1b1cf1049c6299e3d3d55e
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-05-1,source_system_extracts/sla_event_extract.csv,68,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-05-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM,APP-DATA-PLATFORM,INC-CTR-061-100,2027-05-10,sev3,Platform availability,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2027-06-15,0,0,0,,accepted,dea8fb6886e69b47f4e9a109bc6414c6428b3fb4e61d7edc3476fae4ae538b9c
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-05-2,source_system_extracts/sla_event_extract.csv,69,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-05-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-SUPPORT,APP-DATA-PLATFORM-1,INC-CTR-061-101,2027-05-11,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2027-06-15,0,0,0,,accepted,fbf361badc692a05c90ee17767dc945532f9f73cf9f4ab825186c0d94b43aa7f
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-05-3,source_system_extracts/sla_event_extract.csv,70,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-05-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-INTEGRATION,APP-DATA-PLATFORM-2,INC-CTR-061-102,2027-05-12,sev2,Priority incident response,0.99,0.973,breached,994444.44,1.25% of monthly fee base for qualifying breach,planned_maintenance_review,supplier_disputed,2027-06-15,12430.56,0,0,supplier_disputed,disputed,044b45b4d68bc296266f70e767a16bde3a2060539ee853180be20e3d31ec81aa
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-06-1,source_system_extracts/sla_event_extract.csv,71,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-06-1,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM,APP-DATA-PLATFORM,INC-CTR-061-110,2027-06-10,sev3,Platform availability,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2027-06-30,0,0,0,,accepted,36769d3c0fe8b31f000a4b51c79df56dfc8f5f42e34306360a9b37202e604e78
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-06-2,source_system_extracts/sla_event_extract.csv,72,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-06-2,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-SUPPORT,APP-DATA-PLATFORM-1,INC-CTR-061-111,2027-06-11,sev2,Priority incident response,0.99,0.969,breached,994444.44,1.25% of monthly fee base for qualifying breach,,supplier_disputed,2027-06-30,12430.56,0,0,supplier_disputed,disputed,dff40540ce4697c4279a881f98886d9da8b6ab2a64b81c3a7c271948572f91e4
SlaEvent,SlaEvent:SLAEVT-CTR-061-2027-06-3,source_system_extracts/sla_event_extract.csv,73,skyharbor_global,ServiceNow,"SLA breach, claim and vendor responsibility export",SLAEVT-CTR-061-2027-06-3,extract-sla-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,SVC-CLOUD-PLATFORM-INTEGRATION,APP-DATA-PLATFORM-2,INC-CTR-061-112,2027-06-12,sev3,Priority incident response,0.99,0.995,met,994444.44,1.25% of monthly fee base for qualifying breach,,,2027-06-30,0,0,0,,accepted,9cb455eacd3cbd762e4759999b32b168d7e30bd80bb32d9ff2b20269763452f3
