tenant_key,entity_id,entity_name,entity_scope,asset_id,asset_name,hosting_model,platform,region_or_datacenter,annual_cost_usd,resilience_tier,owner_team,modernization_note,source_file,source_row,value_source,source_basis
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,INFRA-OPCO-GLP-005-infra-4,Great Lakes Pantry identity tenant,backup,backup,mixed portfolio locations,,high,Great Lakes Pantry Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,70,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,INFRA-OPCO-GLP-006-infra-5,Great Lakes Pantry backup vault,integration,integration,mixed portfolio locations,,critical,Great Lakes Pantry Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,71,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,INFRA-OPCO-GLP-007-infra-6,Great Lakes Pantry data gateway,security,security,mixed portfolio locations,,high,Great Lakes Pantry Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,72,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,INFRA-OPCO-GLP-008-infra-7,Great Lakes Pantry API gateway,observability,observability,mixed portfolio locations,,high,Great Lakes Pantry Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,73,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,INFRA-OPCO-GLP-009-infra-8,Great Lakes Pantry VDI pool,cloud,cloud,mixed portfolio locations,,high,Great Lakes Pantry Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,74,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,INFRA-OPCO-GLP-010-infra-9,Great Lakes Pantry warehouse Wi-Fi,network,network,mixed portfolio locations,,high,Great Lakes Pantry Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,75,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,INFRA-OPCO-GLP-011-infra-10,Great Lakes Pantry OT firewall,endpoint,endpoint,mixed portfolio locations,,critical,Great Lakes Pantry Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,76,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,INFRA-OPCO-GLP-012-infra-11,Great Lakes Pantry monitoring workspace,identity,identity,mixed portfolio locations,,high,Great Lakes Pantry Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,77,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,INFRA-OPCO-GLP-013-infra-12,Great Lakes Pantry branch SD-WAN,backup,backup,mixed portfolio locations,,high,Great Lakes Pantry Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,78,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,INFRA-OPCO-GLP-014-infra-13,Great Lakes Pantry mobile device fleet,integration,integration,mixed portfolio locations,,high,Great Lakes Pantry Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,79,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,INFRA-OPCO-GLP-015-infra-14,Great Lakes Pantry secrets vault,security,security,mixed portfolio locations,,high,Great Lakes Pantry Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,80,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,INFRA-OPCO-GLP-016-infra-15,Great Lakes Pantry observability collector,observability,observability,mixed portfolio locations,,critical,Great Lakes Pantry Services,Entity scoped pilot infrastructure row,datasets/lakeshore-industries-synthetic-v7-holdco/V7_24_infrastructure_cloud_estate.csv,81,synthetic_pilot_reconciled,v7_holdco_entity_scoped_infrastructure
