tenant_key,entity_id,entity_name,entity_scope,application_id,application_name,domain,primary_business_owner,technical_owner_team,platform_type,hosting_model,environment,criticality,annual_run_cost_usd,users_or_entities_supported,integration_count,data_classification,modernization_state,system_scope,evidence_id,source_file,source_row,value_source,source_basis
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,SYS-OPCO-BMS-012-marketing-analytics-work,Brightmark Marketing Analytics Workbench,analytics,OpCo CIO,Brightmark IT Operations Manager,Tableau Cloud,SaaS / cloud,production,high,464100,951,3,marketing_analytics,certify_for_ai_and_executive_reporting,opco_local_application,SYS-OPCO-BMS-012-marketing-analytics-work,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,57,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,SYS-OPCO-BMS-013-client-data-clean-room,Brightmark Client Data Clean Room,data_platform,CFO / CIO,Brightmark IT Operations Manager,Snowflake Clean Rooms,SaaS / cloud,production,high,691600,568,4,client_data_collaboration,certify_for_ai_and_executive_reporting,opco_local_application,SYS-OPCO-BMS-013-client-data-clean-room,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,58,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,SYS-OPCO-BMS-014-customer-support-desk,Brightmark Customer Support Desk,service,Chief Commercial Officer,Brightmark IT Operations Manager,Zendesk Suite,SaaS / cloud,production,high,391300,605,5,loyalty_service_cases,maintain_with_controls,opco_local_application,SYS-OPCO-BMS-014-customer-support-desk,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,59,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,SYS-OPCO-BMS-015-billing-integration-hub,Brightmark Billing Integration Hub,integration,CFO / CIO,Brightmark IT Operations Manager,Boomi,SaaS / cloud,production,critical,318500,642,6,billing_and_client_data_integration,standardize_integration_and_master_data,opco_local_application,SYS-OPCO-BMS-015-billing-integration-hub,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,60,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,SYS-OPCO-BMS-016-rights-and-claims-tracke,Brightmark Rights and Claims Tracker,legal_ops,OpCo CIO,Brightmark IT Operations Manager,Onit,SaaS / cloud,production,medium,245700,679,7,content_rights_and_claims,maintain_with_controls,opco_local_application,SYS-OPCO-BMS-016-rights-and-claims-tracke,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,61,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,SYS-OPCO-BMS-017-client-profitability-led,Brightmark Client Profitability Ledger,finance_analytics,OpCo CIO,Brightmark IT Operations Manager,Adaptive Insights,SaaS / cloud,production,high,282100,1136,8,client_margin_profitability,certify_for_ai_and_executive_reporting,opco_local_application,SYS-OPCO-BMS-017-client-profitability-led,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,62,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-BMS,Brightmark Marketing Services,portfolio_company,SYS-OPCO-BMS-018-retail-offer-qa-workspac,Brightmark Retail Offer QA Workspace,quality_workflow,OpCo CIO,Brightmark IT Operations Manager,Airtable Enterprise,SaaS / cloud,production,medium,172900,420,9,offer_quality_assurance,maintain_with_controls,opco_local_application,SYS-OPCO-BMS-018-retail-offer-qa-workspac,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,63,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-001-erp-and-finance,Forge & Field ERP and Finance,erp,CFO / CIO,Forge & Field IT Operations Manager,Microsoft Dynamics 365 F&O,hybrid cloud / SaaS,production,critical,2505000,937,10,finance_supply_chain,standardize_integration_and_master_data,opco_local_application,SYS-OPCO-FFF-001-erp-and-finance,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,64,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-002-product-lifecycle-manage,Forge & Field Product Lifecycle Management,plm,OpCo CIO,Forge & Field IT Operations Manager,Salsify ProductXM,hybrid cloud / SaaS,production,high,630889,374,11,product_lifecycle,maintain_with_controls,opco_local_application,SYS-OPCO-FFF-002-product-lifecycle-manage,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,65,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-003-demand-planning,Forge & Field Demand Planning,planning,OpCo CIO,Forge & Field IT Operations Manager,o9 Solutions,SaaS / cloud,production,critical,853556,1011,12,demand_planning,maintain_with_controls,opco_local_application,SYS-OPCO-FFF-003-demand-planning,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,66,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-004-sandop-scenario-planning,Forge & Field S&OP Scenario Planning,planning,OpCo CIO,Forge & Field IT Operations Manager,Anaplan,SaaS / cloud,production,high,677278,1048,13,sales_and_operations_planning,maintain_with_controls,opco_local_application,SYS-OPCO-FFF-004-sandop-scenario-planning,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,67,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-005-trade-promotion-manageme,Forge & Field Trade Promotion Management,tpm,OpCo CIO,Forge & Field IT Operations Manager,UpClear BluePlanner,SaaS / cloud,production,critical,760778,485,14,trade_promotion,maintain_with_controls,opco_local_application,SYS-OPCO-FFF-005-trade-promotion-manageme,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,68,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-006-retail-deduction-managem,Forge & Field Retail Deduction Management,finance,OpCo CIO,Forge & Field IT Operations Manager,HighRadius Deductions,SaaS / cloud,production,high,426778,522,15,deduction_management,maintain_with_controls,opco_local_application,SYS-OPCO-FFF-006-retail-deduction-managem,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,69,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-007-dtc-commerce,Forge & Field DTC Commerce,commerce,OpCo CIO,Forge & Field IT Operations Manager,Shopify Plus,SaaS / cloud,production,high,575222,559,16,direct_to_consumer_orders,maintain_with_controls,opco_local_application,SYS-OPCO-FFF-007-dtc-commerce,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,70,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-008-order-management,Forge & Field Order Management,oms,OpCo CIO,Forge & Field IT Operations Manager,Fluent Commerce,SaaS / cloud,production,high,473167,596,17,order_orchestration,maintain_with_controls,opco_local_application,SYS-OPCO-FFF-008-order-management,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,71,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-009-retail-edi,Forge & Field Retail EDI,edi,OpCo CIO,Forge & Field IT Operations Manager,SPS Commerce,SaaS / cloud,production,critical,398944,300,18,retail_edi,standardize_integration_and_master_data,opco_local_application,SYS-OPCO-FFF-009-retail-edi,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,72,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-010-quality-and-recall-manag,Forge & Field Quality and Recall Management,qms,OpCo CIO,Forge & Field IT Operations Manager,MasterControl,SaaS / cloud,production,critical,501000,337,19,quality_recall,rationalize_or_modernize,opco_local_application,SYS-OPCO-FFF-010-quality-and-recall-manag,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,73,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-011-co-man-supplier-portal,Forge & Field Co-Man Supplier Portal,supplier_portal,OpCo CIO,Forge & Field IT Operations Manager,TraceGains,SaaS / cloud,production,high,380389,674,20,supplier_quality,maintain_with_controls,opco_local_application,SYS-OPCO-FFF-011-co-man-supplier-portal,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,74,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-012-warehouse-and-3pl-visibi,Forge & Field Warehouse and 3PL Visibility,wms,VP Supply Chain,Forge & Field IT Operations Manager,Extensiv 3PL Warehouse Manager,hybrid cloud / SaaS,production,high,361833,1011,21,inventory_visibility,certify_for_ai_and_executive_reporting,opco_local_application,SYS-OPCO-FFF-012-warehouse-and-3pl-visibi,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,75,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-013-customer-support,Forge & Field Customer Support,service,Chief Commercial Officer,Forge & Field IT Operations Manager,Gorgias,SaaS / cloud,production,medium,204111,448,3,dtc_customer_service,maintain_with_controls,opco_local_application,SYS-OPCO-FFF-013-customer-support,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,76,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-014-pim-syndication,Forge & Field PIM Syndication,pim,OpCo CIO,Forge & Field IT Operations Manager,Salsify,SaaS / cloud,production,high,334000,485,4,product_content_syndication,maintain_with_controls,opco_local_application,SYS-OPCO-FFF-014-pim-syndication,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,77,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-015-margin-analytics,Forge & Field Margin Analytics,analytics,OpCo CIO,Forge & Field IT Operations Manager,Power BI + Databricks,SaaS / cloud,production,high,445333,822,5,margin_waterfall,certify_for_ai_and_executive_reporting,opco_local_application,SYS-OPCO-FFF-015-margin-analytics,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,78,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-016-consumer-data-platform,Forge & Field Consumer Data Platform,cdp,CFO / CIO,Forge & Field IT Operations Manager,Segment,SaaS / cloud,production,medium,408222,559,6,consumer_identity,certify_for_ai_and_executive_reporting,opco_local_application,SYS-OPCO-FFF-016-consumer-data-platform,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,79,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-017-retail-category-manageme,Forge & Field Retail Category Management,category_management,OpCo CIO,Forge & Field IT Operations Manager,NielsenIQ Discover,SaaS / cloud,production,medium,361833,596,7,category_performance,maintain_with_controls,opco_local_application,SYS-OPCO-FFF-017-retail-category-manageme,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,80,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-FFF,Forge & Field Consumer Products,portfolio_company,SYS-OPCO-FFF-018-batch-genealogy-and-trac,Forge & Field Batch Genealogy and Traceability,traceability,OpCo CIO,Forge & Field IT Operations Manager,Aptean Food & Beverage ERP,SaaS / cloud,production,critical,306167,600,8,batch_genealogy,certify_for_ai_and_executive_reporting,opco_local_application,SYS-OPCO-FFF-018-batch-genealogy-and-trac,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,81,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-001-route-accounting-erp,Great Lakes Pantry Route Accounting ERP,erp,CFO / CIO,Great Lakes Pantry IT Operations Manager,Cantaloupe Seed,hybrid cloud / SaaS,production,critical,1305000,727,9,route_accounting,standardize_integration_and_master_data,opco_local_application,SYS-OPCO-GLP-001-route-accounting-erp,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,82,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-002-micro-market-pos,Great Lakes Pantry Micro-Market POS,pos,OpCo CIO,Great Lakes Pantry IT Operations Manager,365 Retail Markets,SaaS / cloud,production,critical,852600,304,10,micro_market_pos,maintain_with_controls,opco_local_application,SYS-OPCO-GLP-002-micro-market-pos,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,83,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-003-vending-telemetry,Great Lakes Pantry Vending Telemetry,iot,OpCo CIO,Great Lakes Pantry IT Operations Manager,Cantaloupe Telemetry,plant/branch edge + hybrid,production,critical,661200,341,11,vending_machine_telemetry,stabilize_edge_integration_and_lineage,opco_local_application,SYS-OPCO-GLP-003-vending-telemetry,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,84,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-004-route-optimization,Great Lakes Pantry Route Optimization,routing,OpCo CIO,Great Lakes Pantry IT Operations Manager,Omnitracs Roadnet,SaaS / cloud,production,high,556800,378,12,route_optimization,maintain_with_controls,opco_local_application,SYS-OPCO-GLP-004-route-optimization,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,85,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-005-driver-mobile-app,Great Lakes Pantry Driver Mobile App,mobile,OpCo CIO,Great Lakes Pantry IT Operations Manager,Cantaloupe Go,SaaS / cloud,production,high,269700,645,13,route_driver_mobile,certify_for_ai_and_executive_reporting,opco_local_application,SYS-OPCO-GLP-005-driver-mobile-app,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,86,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-006-warehouse-replenishment,Great Lakes Pantry Warehouse Replenishment,wms,VP Supply Chain,Great Lakes Pantry IT Operations Manager,Aptean Food & Beverage WMS,hybrid cloud / SaaS,production,high,443700,912,14,warehouse_replenishment,maintain_with_controls,opco_local_application,SYS-OPCO-GLP-006-warehouse-replenishment,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,87,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-007-food-safety-haccp,Great Lakes Pantry Food Safety HACCP,qms,COO,Great Lakes Pantry IT Operations Manager,SafetyCulture,SaaS / cloud,production,critical,208800,489,15,food_safety_audits,maintain_with_controls,opco_local_application,SYS-OPCO-GLP-007-food-safety-haccp,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,88,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-008-commissary-production-pl,Great Lakes Pantry Commissary Production Planning,mes,OpCo CIO,Great Lakes Pantry IT Operations Manager,JustFood ERP Production,plant/branch edge + hybrid,production,high,365400,986,16,commissary_production,stabilize_edge_integration_and_lineage,opco_local_application,SYS-OPCO-GLP-008-commissary-production-pl,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,89,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-009-cashless-payment-gateway,Great Lakes Pantry Cashless Payment Gateway,payments,OpCo CIO,Great Lakes Pantry IT Operations Manager,Nayax,SaaS / cloud,production,critical,339300,230,17,vending_payments,standardize_integration_and_master_data,opco_local_application,SYS-OPCO-GLP-009-cashless-payment-gateway,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,90,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-010-machine-service-dispatch,Great Lakes Pantry Machine Service Dispatch,field_service,OpCo CIO,Great Lakes Pantry IT Operations Manager,ServiceTitan,SaaS / cloud,production,high,313200,267,18,machine_service_dispatch,rationalize_or_modernize,opco_local_application,SYS-OPCO-GLP-010-machine-service-dispatch,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,91,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-011-customer-account-portal,Great Lakes Pantry Customer Account Portal,portal,Chief Commercial Officer,Great Lakes Pantry IT Operations Manager,Salesforce Experience Cloud,SaaS / cloud,production,medium,287100,534,19,client_service_portal,maintain_with_controls,opco_local_application,SYS-OPCO-GLP-011-customer-account-portal,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,92,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-012-spoilage-and-shrink-anal,Great Lakes Pantry Spoilage and Shrink Analytics,analytics,OpCo CIO,Great Lakes Pantry IT Operations Manager,Power BI,SaaS / cloud,production,medium,156600,571,20,spoilage_shrink_reporting,certify_for_ai_and_executive_reporting,opco_local_application,SYS-OPCO-GLP-012-spoilage-and-shrink-anal,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,93,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-013-allergen-and-nutrition-d,Great Lakes Pantry Allergen and Nutrition Database,compliance,CFO / CIO,Great Lakes Pantry IT Operations Manager,ESHA Genesis,SaaS / cloud,production,high,139200,378,21,nutrition_labeling,certify_for_ai_and_executive_reporting,opco_local_application,SYS-OPCO-GLP-013-allergen-and-nutrition-d,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,94,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-014-procurement-and-supplier,Great Lakes Pantry Procurement and Supplier Rebates,procurement,VP Supply Chain,Great Lakes Pantry IT Operations Manager,Foodbuy Portal,SaaS / cloud,production,medium,243600,415,3,supplier_rebates,maintain_with_controls,opco_local_application,SYS-OPCO-GLP-014-procurement-and-supplier,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,95,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-015-iot-alert-hub,Great Lakes Pantry IoT Alert Hub,integration,OpCo CIO,Great Lakes Pantry IT Operations Manager,Azure IoT Hub,SaaS / cloud,production,high,304500,452,4,machine_event_ingestion,maintain_with_controls,opco_local_application,SYS-OPCO-GLP-015-iot-alert-hub,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,96,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-016-client-sla-scorecard,Great Lakes Pantry Client SLA Scorecard,analytics,OpCo CIO,Great Lakes Pantry IT Operations Manager,Tableau Cloud,SaaS / cloud,production,medium,165300,719,5,client_sla_reporting,maintain_with_controls,opco_local_application,SYS-OPCO-GLP-016-client-sla-scorecard,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,97,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-017-route-settlement-and-cas,Great Lakes Pantry Route Settlement and Cash Reconciliation,finance,OpCo CIO,Great Lakes Pantry IT Operations Manager,Cantaloupe Seed Cashless+,SaaS / cloud,production,high,208800,526,6,route_cash_settlement,maintain_with_controls,opco_local_application,SYS-OPCO-GLP-017-route-settlement-and-cas,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,98,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
lakeshore-industries,LSH-OPCO-GLP,Great Lakes Pantry Services,portfolio_company,SYS-OPCO-GLP-018-client-site-master-and-e,Great Lakes Pantry Client Site Master and Equipment Registry,asset_registry,OpCo CIO,Great Lakes Pantry IT Operations Manager,ServiceNow CSM,SaaS / cloud,production,medium,182700,230,7,client_site_equipment,maintain_with_controls,opco_local_application,SYS-OPCO-GLP-018-client-site-master-and-e,datasets/lakeshore-industries-synthetic-v7-holdco/V7_05_applications_systems.csv,99,synthetic_pilot_reconciled,v7_holdco_entity_scoped_system
