data_domain_id,domain_name,data_owner,data_steward,source_systems,critical_data_elements,classification,quality_score,retention_policy,ai_use_allowed,last_quality_review,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
DATA-MH-087,Workforce Domain 5,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-072|CI-SVC-156,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.8,Enterprise healthcare retention schedule,Restricted,2026-05-08,Data catalog,DATA-MH-087,Data Governance,2026-06-04,0.82,true,
DATA-MH-088,Patient Experience Domain 5,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-073|CI-SVC-169,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.81,Enterprise healthcare retention schedule,Allowed with governance,2026-05-09,Data catalog,DATA-MH-088,Data Governance,2026-06-04,0.82,true,
DATA-MH-089,Population Health Domain 5,CFO,Cloud Data Platform,CI-LEGACY-VM-074|CI-SVC-182,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.82,Enterprise healthcare retention schedule,Allowed with governance,2026-05-10,Data catalog,DATA-MH-089,Data Governance,2026-06-04,0.82,true,
DATA-MH-090,Clinical Encounter Domain 6,CDAO,Data Governance,CI-LEGACY-VM-075|CI-SVC-195,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.83,Enterprise healthcare retention schedule,Restricted,2026-05-11,Data catalog,DATA-MH-090,Data Governance,2026-06-04,0.82,true,
DATA-MH-091,Orders Domain 6,CMO,Epic Analytics,CI-LEGACY-VM-076|CI-SVC-208,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.84,Enterprise healthcare retention schedule,Allowed with governance,2026-05-12,Data catalog,DATA-MH-091,Data Governance,2026-06-04,0.82,true,
DATA-MH-092,Medication Domain 6,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-077|CI-SVC-221,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.85,Enterprise healthcare retention schedule,Allowed with governance,2026-05-13,Data catalog,DATA-MH-092,Data Governance,2026-06-04,0.82,true,
DATA-MH-093,Revenue Cycle Domain 6,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-078|CI-HCM-WORKDAY,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.86,Enterprise healthcare retention schedule,Restricted,2026-05-14,Data catalog,DATA-MH-093,Data Governance,2026-06-04,0.82,true,
DATA-MH-094,Claims Domain 6,CFO,Cloud Data Platform,CI-LEGACY-VM-079|CI-LEGACY-VM-007,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.87,Enterprise healthcare retention schedule,Allowed with governance,2026-05-15,Data catalog,DATA-MH-094,Data Governance,2026-06-04,0.82,true,
DATA-MH-095,Member Domain 6,CDAO,Data Governance,CI-LEGACY-VM-080|CI-LEGACY-VM-020,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.88,Enterprise healthcare retention schedule,Allowed with governance,2026-05-16,Data catalog,DATA-MH-095,Data Governance,2026-06-04,0.82,true,
DATA-MH-096,Provider Domain 6,CMO,Epic Analytics,CI-LEGACY-VM-081|CI-LEGACY-VM-033,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.89,Enterprise healthcare retention schedule,Restricted,2026-05-17,Data catalog,DATA-MH-096,Data Governance,2026-06-04,0.82,true,
DATA-MH-097,Access Domain 6,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-082|CI-LEGACY-VM-046,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.9,Enterprise healthcare retention schedule,Allowed with governance,2026-05-18,Data catalog,DATA-MH-097,Data Governance,2026-06-04,0.82,true,
DATA-MH-098,Care Management Domain 6,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-083|CI-LEGACY-VM-059,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.91,Enterprise healthcare retention schedule,Allowed with governance,2026-05-19,Data catalog,DATA-MH-098,Data Governance,2026-06-04,0.82,true,
DATA-MH-099,Quality Domain 6,CFO,Cloud Data Platform,CI-LEGACY-VM-084|CI-LEGACY-VM-072,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.92,Enterprise healthcare retention schedule,Restricted,2026-05-20,Data catalog,DATA-MH-099,Data Governance,2026-06-04,0.82,true,
DATA-MH-100,Finance Domain 6,CDAO,Data Governance,CI-LEGACY-VM-085|CI-LEGACY-VM-085,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.68,Enterprise healthcare retention schedule,Allowed with governance,2026-05-21,Data catalog,DATA-MH-100,Data Governance,2026-06-04,0.82,true,
DATA-MH-101,Supply Chain Domain 6,CMO,Epic Analytics,CI-LEGACY-VM-086|CI-LEGACY-VM-098,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.69,Enterprise healthcare retention schedule,Allowed with governance,2026-05-22,Data catalog,DATA-MH-101,Data Governance,2026-06-04,0.82,true,
DATA-MH-102,Identity Domain 6,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-087|CI-LEGACY-VM-111,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.7,Enterprise healthcare retention schedule,Restricted,2026-05-23,Data catalog,DATA-MH-102,Data Governance,2026-06-04,0.82,true,
DATA-MH-103,Security Domain 6,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-088|CI-LEGACY-VM-124,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.71,Enterprise healthcare retention schedule,Allowed with governance,2026-05-24,Data catalog,DATA-MH-103,Data Governance,2026-06-04,0.82,true,
DATA-MH-104,Cloud FinOps Domain 6,CFO,Cloud Data Platform,CI-LEGACY-VM-089|CI-SVC-137,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.72,Enterprise healthcare retention schedule,Allowed with governance,2026-05-25,Data catalog,DATA-MH-104,Data Governance,2026-06-04,0.82,true,
DATA-MH-105,Workforce Domain 6,CDAO,Data Governance,CI-LEGACY-VM-090|CI-SVC-150,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.73,Enterprise healthcare retention schedule,Restricted,2026-05-26,Data catalog,DATA-MH-105,Data Governance,2026-06-04,0.82,true,
DATA-MH-106,Patient Experience Domain 6,CMO,Epic Analytics,CI-LEGACY-VM-091|CI-SVC-163,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.74,Enterprise healthcare retention schedule,Allowed with governance,2026-05-27,Data catalog,DATA-MH-106,Data Governance,2026-06-04,0.82,true,
DATA-MH-107,Population Health Domain 6,CRO,Revenue Cycle Analytics,CI-LEGACY-VM-092|CI-SVC-176,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.75,Enterprise healthcare retention schedule,Allowed with governance,2026-05-28,Data catalog,DATA-MH-107,Data Governance,2026-06-04,0.82,true,
DATA-MH-108,Clinical Encounter Domain 7,Health Plan President,Health Plan Analytics,CI-LEGACY-VM-093|CI-SVC-189,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.76,Enterprise healthcare retention schedule,Restricted,2026-05-29,Data catalog,DATA-MH-108,Data Governance,2026-06-04,0.82,true,
DATA-MH-109,Orders Domain 7,CFO,Cloud Data Platform,CI-LEGACY-VM-094|CI-SVC-202,Patient ID|Encounter ID|Owner|Timestamp|Status,Restricted,0.77,Enterprise healthcare retention schedule,Allowed with governance,2026-05-30,Data catalog,DATA-MH-109,Data Governance,2026-06-04,0.82,true,
DATA-MH-110,Medication Domain 7,CDAO,Data Governance,CI-LEGACY-VM-095|CI-SVC-215,Patient ID|Encounter ID|Owner|Timestamp|Status,Internal,0.78,Enterprise healthcare retention schedule,Allowed with governance,2026-05-31,Data catalog,DATA-MH-110,Data Governance,2026-06-04,0.82,true,
