sla_id,business_service,ci_id,sla_name,metric_name,target_value,unit,measurement_source,owner,breach_count_90d,trending_status,penalty_or_impact,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
SLA-MH-0111,Enterprise Analytics,CI-LEGACY-VM-096,Enterprise Analytics availability SLA,API latency,250,milliseconds,ServiceNow and observability platform,Platform Reliability,3,Improving,Operational escalation,SLA repository,SLA-MH-0111,Service Management,2026-06-04,0.83,true,
SLA-MH-0112,Clinical Documentation,CI-LEGACY-VM-097,Clinical Documentation availability SLA,Availability,99.9,percent,ServiceNow and observability platform,Epic Platform Operations,4,Flat,Clinical continuity risk,SLA repository,SLA-MH-0112,Service Management,2026-06-04,0.83,true,
SLA-MH-0113,Revenue Cycle,CI-LEGACY-VM-098,Revenue Cycle availability SLA,P1 response,30,minutes,ServiceNow and observability platform,Integration Operations,5,Worsening,Operational escalation,SLA repository,SLA-MH-0113,Service Management,2026-06-04,0.83,true,
SLA-MH-0114,Patient Access,CI-LEGACY-VM-099,Patient Access availability SLA,Batch completion,4,hours,ServiceNow and observability platform,Platform Reliability,6,Improving,Operational escalation,SLA repository,SLA-MH-0114,Service Management,2026-06-04,0.83,true,
SLA-MH-0115,Claims,CI-LEGACY-VM-100,Claims availability SLA,API latency,250,milliseconds,ServiceNow and observability platform,Epic Platform Operations,7,Flat,Operational escalation,SLA repository,SLA-MH-0115,Service Management,2026-06-04,0.83,true,
SLA-MH-0116,Care Management,CI-LEGACY-VM-101,Care Management availability SLA,Availability,99.9,percent,ServiceNow and observability platform,Integration Operations,8,Worsening,Operational escalation,SLA repository,SLA-MH-0116,Service Management,2026-06-04,0.83,true,
SLA-MH-0117,Cloud Hosting,CI-LEGACY-VM-102,Cloud Hosting availability SLA,P1 response,30,minutes,ServiceNow and observability platform,Platform Reliability,0,Improving,Operational escalation,SLA repository,SLA-MH-0117,Service Management,2026-06-04,0.83,true,
SLA-MH-0118,Enterprise Analytics,CI-LEGACY-VM-103,Enterprise Analytics availability SLA,Batch completion,4,hours,ServiceNow and observability platform,Epic Platform Operations,1,Flat,Operational escalation,SLA repository,SLA-MH-0118,Service Management,2026-06-04,0.83,true,
SLA-MH-0119,Clinical Documentation,CI-LEGACY-VM-104,Clinical Documentation availability SLA,API latency,250,milliseconds,ServiceNow and observability platform,Integration Operations,2,Worsening,Clinical continuity risk,SLA repository,SLA-MH-0119,Service Management,2026-06-04,0.83,true,
SLA-MH-0120,Revenue Cycle,CI-LEGACY-VM-105,Revenue Cycle availability SLA,Availability,99.9,percent,ServiceNow and observability platform,Platform Reliability,3,Improving,Operational escalation,SLA repository,SLA-MH-0120,Service Management,2026-06-04,0.83,true,
SLA-MH-0121,Patient Access,CI-LEGACY-VM-106,Patient Access availability SLA,P1 response,30,minutes,ServiceNow and observability platform,Epic Platform Operations,4,Flat,Operational escalation,SLA repository,SLA-MH-0121,Service Management,2026-06-04,0.83,true,
SLA-MH-0122,Claims,CI-LEGACY-VM-107,Claims availability SLA,Batch completion,4,hours,ServiceNow and observability platform,Integration Operations,5,Worsening,Operational escalation,SLA repository,SLA-MH-0122,Service Management,2026-06-04,0.83,true,
SLA-MH-0123,Care Management,CI-LEGACY-VM-108,Care Management availability SLA,API latency,250,milliseconds,ServiceNow and observability platform,Platform Reliability,6,Improving,Operational escalation,SLA repository,SLA-MH-0123,Service Management,2026-06-04,0.83,true,
SLA-MH-0124,Cloud Hosting,CI-LEGACY-VM-109,Cloud Hosting availability SLA,Availability,99.9,percent,ServiceNow and observability platform,Epic Platform Operations,7,Flat,Operational escalation,SLA repository,SLA-MH-0124,Service Management,2026-06-04,0.83,true,
SLA-MH-0125,Enterprise Analytics,CI-LEGACY-VM-110,Enterprise Analytics availability SLA,P1 response,30,minutes,ServiceNow and observability platform,Integration Operations,8,Worsening,Operational escalation,SLA repository,SLA-MH-0125,Service Management,2026-06-04,0.83,true,
SLA-MH-0126,Clinical Documentation,CI-LEGACY-VM-111,Clinical Documentation availability SLA,Batch completion,4,hours,ServiceNow and observability platform,Platform Reliability,0,Improving,Clinical continuity risk,SLA repository,SLA-MH-0126,Service Management,2026-06-04,0.83,true,
SLA-MH-0127,Revenue Cycle,CI-LEGACY-VM-112,Revenue Cycle availability SLA,API latency,250,milliseconds,ServiceNow and observability platform,Epic Platform Operations,1,Flat,Operational escalation,SLA repository,SLA-MH-0127,Service Management,2026-06-04,0.83,true,
SLA-MH-0128,Patient Access,CI-LEGACY-VM-113,Patient Access availability SLA,Availability,99.9,percent,ServiceNow and observability platform,Integration Operations,2,Worsening,Operational escalation,SLA repository,SLA-MH-0128,Service Management,2026-06-04,0.83,true,
SLA-MH-0129,Claims,CI-LEGACY-VM-114,Claims availability SLA,P1 response,30,minutes,ServiceNow and observability platform,Platform Reliability,3,Improving,Operational escalation,SLA repository,SLA-MH-0129,Service Management,2026-06-04,0.83,true,
SLA-MH-0130,Care Management,CI-LEGACY-VM-115,Care Management availability SLA,Batch completion,4,hours,ServiceNow and observability platform,Epic Platform Operations,4,Flat,Operational escalation,SLA repository,SLA-MH-0130,Service Management,2026-06-04,0.83,true,
SLA-MH-0131,Cloud Hosting,CI-LEGACY-VM-116,Cloud Hosting availability SLA,API latency,250,milliseconds,ServiceNow and observability platform,Integration Operations,5,Worsening,Operational escalation,SLA repository,SLA-MH-0131,Service Management,2026-06-04,0.83,true,
SLA-MH-0132,Enterprise Analytics,CI-LEGACY-VM-117,Enterprise Analytics availability SLA,Availability,99.9,percent,ServiceNow and observability platform,Platform Reliability,6,Improving,Operational escalation,SLA repository,SLA-MH-0132,Service Management,2026-06-04,0.83,true,
SLA-MH-0133,Clinical Documentation,CI-LEGACY-VM-118,Clinical Documentation availability SLA,P1 response,30,minutes,ServiceNow and observability platform,Epic Platform Operations,7,Flat,Clinical continuity risk,SLA repository,SLA-MH-0133,Service Management,2026-06-04,0.83,true,
SLA-MH-0134,Revenue Cycle,CI-LEGACY-VM-119,Revenue Cycle availability SLA,Batch completion,4,hours,ServiceNow and observability platform,Integration Operations,8,Worsening,Operational escalation,SLA repository,SLA-MH-0134,Service Management,2026-06-04,0.83,true,
SLA-MH-0135,Patient Access,CI-LEGACY-VM-120,Patient Access availability SLA,API latency,250,milliseconds,ServiceNow and observability platform,Platform Reliability,0,Improving,Operational escalation,SLA repository,SLA-MH-0135,Service Management,2026-06-04,0.83,true,
SLA-MH-0136,Claims,CI-LEGACY-VM-121,Claims availability SLA,Availability,99.9,percent,ServiceNow and observability platform,Epic Platform Operations,1,Flat,Operational escalation,SLA repository,SLA-MH-0136,Service Management,2026-06-04,0.83,true,
SLA-MH-0137,Care Management,CI-LEGACY-VM-122,Care Management availability SLA,P1 response,30,minutes,ServiceNow and observability platform,Integration Operations,2,Worsening,Operational escalation,SLA repository,SLA-MH-0137,Service Management,2026-06-04,0.83,true,
SLA-MH-0138,Cloud Hosting,CI-LEGACY-VM-123,Cloud Hosting availability SLA,Batch completion,4,hours,ServiceNow and observability platform,Platform Reliability,3,Improving,Operational escalation,SLA repository,SLA-MH-0138,Service Management,2026-06-04,0.83,true,
SLA-MH-0139,Enterprise Analytics,CI-LEGACY-VM-124,Enterprise Analytics availability SLA,API latency,250,milliseconds,ServiceNow and observability platform,Epic Platform Operations,4,Flat,Operational escalation,SLA repository,SLA-MH-0139,Service Management,2026-06-04,0.83,true,
SLA-MH-0140,Clinical Documentation,CI-LEGACY-VM-125,Clinical Documentation availability SLA,Availability,99.9,percent,ServiceNow and observability platform,Integration Operations,5,Worsening,Clinical continuity risk,SLA repository,SLA-MH-0140,Service Management,2026-06-04,0.83,true,
SLA-MH-0141,Revenue Cycle,CI-LEGACY-VM-126,Revenue Cycle availability SLA,P1 response,30,minutes,ServiceNow and observability platform,Platform Reliability,6,Improving,Operational escalation,SLA repository,SLA-MH-0141,Service Management,2026-06-04,0.83,true,
SLA-MH-0142,Patient Access,CI-LEGACY-VM-127,Patient Access availability SLA,Batch completion,4,hours,ServiceNow and observability platform,Epic Platform Operations,7,Flat,Operational escalation,SLA repository,SLA-MH-0142,Service Management,2026-06-04,0.83,true,
SLA-MH-0143,Claims,CI-LEGACY-VM-128,Claims availability SLA,API latency,250,milliseconds,ServiceNow and observability platform,Integration Operations,8,Worsening,Operational escalation,SLA repository,SLA-MH-0143,Service Management,2026-06-04,0.83,true,
SLA-MH-0144,Care Management,CI-LEGACY-VM-129,Care Management availability SLA,Availability,99.9,percent,ServiceNow and observability platform,Platform Reliability,0,Improving,Operational escalation,SLA repository,SLA-MH-0144,Service Management,2026-06-04,0.83,true,
SLA-MH-0145,Cloud Hosting,CI-LEGACY-VM-130,Cloud Hosting availability SLA,P1 response,30,minutes,ServiceNow and observability platform,Epic Platform Operations,1,Flat,Operational escalation,SLA repository,SLA-MH-0145,Service Management,2026-06-04,0.83,true,
SLA-MH-0146,Enterprise Analytics,CI-SVC-131,Enterprise Analytics availability SLA,Batch completion,4,hours,ServiceNow and observability platform,Integration Operations,2,Worsening,Operational escalation,SLA repository,SLA-MH-0146,Service Management,2026-06-04,0.83,true,
SLA-MH-0147,Clinical Documentation,CI-SVC-132,Clinical Documentation availability SLA,API latency,250,milliseconds,ServiceNow and observability platform,Platform Reliability,3,Improving,Clinical continuity risk,SLA repository,SLA-MH-0147,Service Management,2026-06-04,0.83,true,
SLA-MH-0148,Revenue Cycle,CI-SVC-133,Revenue Cycle availability SLA,Availability,99.9,percent,ServiceNow and observability platform,Epic Platform Operations,4,Flat,Operational escalation,SLA repository,SLA-MH-0148,Service Management,2026-06-04,0.83,true,
SLA-MH-0149,Patient Access,CI-SVC-134,Patient Access availability SLA,P1 response,30,minutes,ServiceNow and observability platform,Integration Operations,5,Worsening,Operational escalation,SLA repository,SLA-MH-0149,Service Management,2026-06-04,0.83,true,
SLA-MH-0150,Claims,CI-SVC-135,Claims availability SLA,Batch completion,4,hours,ServiceNow and observability platform,Platform Reliability,6,Improving,Operational escalation,SLA repository,SLA-MH-0150,Service Management,2026-06-04,0.83,true,
