change_id,planned_start,planned_end,ci_id,business_service,change_type,risk_level,approval_group,implementation_owner,status,backout_plan_tested,caused_incident_id,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
CHG-MH-00116,2026-07-06,2026-07-07,CI-LEGACY-VM-101,Care Management,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,INC-MH-00116,ServiceNow Change,CHG-MH-00116,Change Management,2026-06-04,0.84,true,
CHG-MH-00117,2026-07-07,2026-07-08,CI-LEGACY-VM-102,Cloud Hosting,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00117,Change Management,2026-06-04,0.84,true,
CHG-MH-00118,2026-07-08,2026-07-09,CI-LEGACY-VM-103,Enterprise Analytics,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00118,Change Management,2026-06-04,0.84,true,
CHG-MH-00119,2026-07-09,2026-07-10,CI-LEGACY-VM-104,Clinical Documentation,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00119,Change Management,2026-06-04,0.84,true,
CHG-MH-00120,2026-07-10,2026-07-11,CI-LEGACY-VM-105,Revenue Cycle,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00120,Change Management,2026-06-04,0.84,true,
CHG-MH-00121,2026-07-11,2026-07-12,CI-LEGACY-VM-106,Patient Access,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00121,Change Management,2026-06-04,0.84,true,
CHG-MH-00122,2026-07-12,2026-07-13,CI-LEGACY-VM-107,Claims,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00122,Change Management,2026-06-04,0.84,true,
CHG-MH-00123,2026-07-13,2026-07-14,CI-LEGACY-VM-108,Care Management,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00123,Change Management,2026-06-04,0.84,true,
CHG-MH-00124,2026-07-14,2026-07-15,CI-LEGACY-VM-109,Cloud Hosting,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00124,Change Management,2026-06-04,0.84,true,
CHG-MH-00125,2026-07-15,2026-07-16,CI-LEGACY-VM-110,Enterprise Analytics,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00125,Change Management,2026-06-04,0.84,true,
CHG-MH-00126,2026-07-16,2026-07-17,CI-LEGACY-VM-111,Clinical Documentation,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00126,Change Management,2026-06-04,0.84,true,
CHG-MH-00127,2026-07-17,2026-07-18,CI-LEGACY-VM-112,Revenue Cycle,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00127,Change Management,2026-06-04,0.84,true,
CHG-MH-00128,2026-07-18,2026-07-19,CI-LEGACY-VM-113,Patient Access,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,,ServiceNow Change,CHG-MH-00128,Change Management,2026-06-04,0.84,true,
CHG-MH-00129,2026-07-19,2026-07-20,CI-LEGACY-VM-114,Claims,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00129,Change Management,2026-06-04,0.84,true,
CHG-MH-00130,2026-07-20,2026-07-21,CI-LEGACY-VM-115,Care Management,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00130,Change Management,2026-06-04,0.84,true,
CHG-MH-00131,2026-07-21,2026-07-22,CI-LEGACY-VM-116,Cloud Hosting,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00131,Change Management,2026-06-04,0.84,true,
CHG-MH-00132,2026-07-22,2026-07-23,CI-LEGACY-VM-117,Enterprise Analytics,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00132,Change Management,2026-06-04,0.84,true,
CHG-MH-00133,2026-07-23,2026-07-24,CI-LEGACY-VM-118,Clinical Documentation,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00133,Change Management,2026-06-04,0.84,true,
CHG-MH-00134,2026-07-24,2026-07-25,CI-LEGACY-VM-119,Revenue Cycle,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00134,Change Management,2026-06-04,0.84,true,
CHG-MH-00135,2026-07-25,2026-07-26,CI-LEGACY-VM-120,Patient Access,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00135,Change Management,2026-06-04,0.84,true,
CHG-MH-00136,2026-07-26,2026-07-27,CI-LEGACY-VM-121,Claims,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00136,Change Management,2026-06-04,0.84,true,
CHG-MH-00137,2026-07-27,2026-07-28,CI-LEGACY-VM-122,Care Management,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00137,Change Management,2026-06-04,0.84,true,
CHG-MH-00138,2026-07-28,2026-07-29,CI-LEGACY-VM-123,Cloud Hosting,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00138,Change Management,2026-06-04,0.84,true,
CHG-MH-00139,2026-07-29,2026-07-30,CI-LEGACY-VM-124,Enterprise Analytics,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00139,Change Management,2026-06-04,0.84,true,
CHG-MH-00140,2026-07-30,2026-07-31,CI-LEGACY-VM-125,Clinical Documentation,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,,ServiceNow Change,CHG-MH-00140,Change Management,2026-06-04,0.84,true,
CHG-MH-00141,2026-07-31,2026-08-01,CI-LEGACY-VM-126,Revenue Cycle,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00141,Change Management,2026-06-04,0.84,true,
CHG-MH-00142,2026-08-01,2026-08-02,CI-LEGACY-VM-127,Patient Access,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00142,Change Management,2026-06-04,0.84,true,
CHG-MH-00143,2026-08-02,2026-08-03,CI-LEGACY-VM-128,Claims,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00143,Change Management,2026-06-04,0.84,true,
CHG-MH-00144,2026-08-03,2026-08-04,CI-LEGACY-VM-129,Care Management,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00144,Change Management,2026-06-04,0.84,true,
CHG-MH-00145,2026-08-04,2026-08-05,CI-LEGACY-VM-130,Cloud Hosting,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,INC-MH-00145,ServiceNow Change,CHG-MH-00145,Change Management,2026-06-04,0.84,true,
CHG-MH-00146,2026-08-05,2026-08-06,CI-SVC-131,Enterprise Analytics,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00146,Change Management,2026-06-04,0.84,true,
CHG-MH-00147,2026-08-06,2026-08-07,CI-SVC-132,Clinical Documentation,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00147,Change Management,2026-06-04,0.84,true,
CHG-MH-00148,2026-08-07,2026-08-08,CI-SVC-133,Revenue Cycle,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00148,Change Management,2026-06-04,0.84,true,
CHG-MH-00149,2026-08-08,2026-08-09,CI-SVC-134,Patient Access,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00149,Change Management,2026-06-04,0.84,true,
CHG-MH-00150,2026-08-09,2026-08-10,CI-SVC-135,Claims,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00150,Change Management,2026-06-04,0.84,true,
CHG-MH-00151,2026-08-10,2026-08-11,CI-SVC-136,Care Management,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00151,Change Management,2026-06-04,0.84,true,
CHG-MH-00152,2026-08-11,2026-08-12,CI-SVC-137,Cloud Hosting,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,,ServiceNow Change,CHG-MH-00152,Change Management,2026-06-04,0.84,true,
CHG-MH-00153,2026-08-12,2026-08-13,CI-SVC-138,Enterprise Analytics,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00153,Change Management,2026-06-04,0.84,true,
CHG-MH-00154,2026-08-13,2026-08-14,CI-SVC-139,Clinical Documentation,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00154,Change Management,2026-06-04,0.84,true,
CHG-MH-00155,2026-08-14,2026-08-15,CI-SVC-140,Revenue Cycle,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00155,Change Management,2026-06-04,0.84,true,
CHG-MH-00156,2026-08-15,2026-08-16,CI-SVC-141,Patient Access,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00156,Change Management,2026-06-04,0.84,true,
CHG-MH-00157,2026-08-16,2026-08-17,CI-SVC-142,Claims,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00157,Change Management,2026-06-04,0.84,true,
CHG-MH-00158,2026-08-17,2026-08-18,CI-SVC-143,Care Management,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00158,Change Management,2026-06-04,0.84,true,
CHG-MH-00159,2026-08-18,2026-08-19,CI-SVC-144,Cloud Hosting,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00159,Change Management,2026-06-04,0.84,true,
CHG-MH-00160,2026-08-19,2026-08-20,CI-SVC-145,Enterprise Analytics,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00160,Change Management,2026-06-04,0.84,true,
CHG-MH-00161,2026-08-20,2026-08-21,CI-SVC-146,Clinical Documentation,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00161,Change Management,2026-06-04,0.84,true,
CHG-MH-00162,2026-08-21,2026-08-22,CI-SVC-147,Revenue Cycle,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00162,Change Management,2026-06-04,0.84,true,
CHG-MH-00163,2026-08-22,2026-08-23,CI-SVC-148,Patient Access,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00163,Change Management,2026-06-04,0.84,true,
CHG-MH-00164,2026-08-23,2026-08-24,CI-SVC-149,Claims,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,,ServiceNow Change,CHG-MH-00164,Change Management,2026-06-04,0.84,true,
CHG-MH-00165,2026-08-24,2026-08-25,CI-SVC-150,Care Management,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00165,Change Management,2026-06-04,0.84,true,
CHG-MH-00166,2026-08-25,2026-08-26,CI-SVC-151,Cloud Hosting,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00166,Change Management,2026-06-04,0.84,true,
CHG-MH-00167,2026-08-26,2026-08-27,CI-SVC-152,Enterprise Analytics,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00167,Change Management,2026-06-04,0.84,true,
CHG-MH-00168,2026-08-27,2026-08-28,CI-SVC-153,Clinical Documentation,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00168,Change Management,2026-06-04,0.84,true,
CHG-MH-00169,2026-08-28,2026-08-29,CI-SVC-154,Revenue Cycle,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00169,Change Management,2026-06-04,0.84,true,
CHG-MH-00170,2026-08-29,2026-08-30,CI-SVC-155,Patient Access,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00170,Change Management,2026-06-04,0.84,true,
CHG-MH-00171,2026-08-30,2026-08-31,CI-SVC-156,Claims,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00171,Change Management,2026-06-04,0.84,true,
CHG-MH-00172,2026-08-31,2026-09-01,CI-SVC-157,Care Management,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00172,Change Management,2026-06-04,0.84,true,
CHG-MH-00173,2026-09-01,2026-09-02,CI-SVC-158,Cloud Hosting,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00173,Change Management,2026-06-04,0.84,true,
CHG-MH-00174,2026-09-02,2026-09-03,CI-SVC-159,Enterprise Analytics,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,INC-MH-00174,ServiceNow Change,CHG-MH-00174,Change Management,2026-06-04,0.84,true,
CHG-MH-00175,2026-09-03,2026-09-04,CI-SVC-160,Clinical Documentation,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00175,Change Management,2026-06-04,0.84,true,
CHG-MH-00176,2026-09-04,2026-09-05,CI-SVC-161,Revenue Cycle,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,,ServiceNow Change,CHG-MH-00176,Change Management,2026-06-04,0.84,true,
CHG-MH-00177,2026-09-05,2026-09-06,CI-SVC-162,Patient Access,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00177,Change Management,2026-06-04,0.84,true,
CHG-MH-00178,2026-09-06,2026-09-07,CI-SVC-163,Claims,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00178,Change Management,2026-06-04,0.84,true,
CHG-MH-00179,2026-09-07,2026-09-08,CI-SVC-164,Care Management,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00179,Change Management,2026-06-04,0.84,true,
CHG-MH-00180,2026-09-08,2026-09-09,CI-SVC-165,Cloud Hosting,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00180,Change Management,2026-06-04,0.84,true,
CHG-MH-00181,2026-09-09,2026-09-10,CI-SVC-166,Enterprise Analytics,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00181,Change Management,2026-06-04,0.84,true,
CHG-MH-00182,2026-09-10,2026-09-11,CI-SVC-167,Clinical Documentation,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00182,Change Management,2026-06-04,0.84,true,
CHG-MH-00183,2026-09-11,2026-09-12,CI-SVC-168,Revenue Cycle,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00183,Change Management,2026-06-04,0.84,true,
CHG-MH-00184,2026-09-12,2026-09-13,CI-SVC-169,Patient Access,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00184,Change Management,2026-06-04,0.84,true,
CHG-MH-00185,2026-09-13,2026-09-14,CI-SVC-170,Claims,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00185,Change Management,2026-06-04,0.84,true,
CHG-MH-00186,2026-09-14,2026-09-15,CI-SVC-171,Care Management,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00186,Change Management,2026-06-04,0.84,true,
CHG-MH-00187,2026-09-15,2026-09-16,CI-SVC-172,Cloud Hosting,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00187,Change Management,2026-06-04,0.84,true,
CHG-MH-00188,2026-09-16,2026-09-17,CI-SVC-173,Enterprise Analytics,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,,ServiceNow Change,CHG-MH-00188,Change Management,2026-06-04,0.84,true,
CHG-MH-00189,2026-09-17,2026-09-18,CI-SVC-174,Clinical Documentation,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00189,Change Management,2026-06-04,0.84,true,
CHG-MH-00190,2026-09-18,2026-09-19,CI-SVC-175,Revenue Cycle,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00190,Change Management,2026-06-04,0.84,true,
CHG-MH-00191,2026-09-19,2026-09-20,CI-SVC-176,Patient Access,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00191,Change Management,2026-06-04,0.84,true,
CHG-MH-00192,2026-09-20,2026-09-21,CI-SVC-177,Claims,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00192,Change Management,2026-06-04,0.84,true,
CHG-MH-00193,2026-09-21,2026-09-22,CI-SVC-178,Care Management,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00193,Change Management,2026-06-04,0.84,true,
CHG-MH-00194,2026-09-22,2026-09-23,CI-SVC-179,Cloud Hosting,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00194,Change Management,2026-06-04,0.84,true,
CHG-MH-00195,2026-09-23,2026-09-24,CI-SVC-180,Enterprise Analytics,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00195,Change Management,2026-06-04,0.84,true,
CHG-MH-00196,2026-09-24,2026-09-25,CI-SVC-181,Clinical Documentation,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00196,Change Management,2026-06-04,0.84,true,
CHG-MH-00197,2026-09-25,2026-09-26,CI-SVC-182,Revenue Cycle,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00197,Change Management,2026-06-04,0.84,true,
CHG-MH-00198,2026-09-26,2026-09-27,CI-SVC-183,Patient Access,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00198,Change Management,2026-06-04,0.84,true,
CHG-MH-00199,2026-09-27,2026-09-28,CI-SVC-184,Claims,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00199,Change Management,2026-06-04,0.84,true,
CHG-MH-00200,2026-09-28,2026-09-29,CI-SVC-185,Care Management,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,,ServiceNow Change,CHG-MH-00200,Change Management,2026-06-04,0.84,true,
CHG-MH-00201,2026-09-29,2026-09-30,CI-SVC-186,Cloud Hosting,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00201,Change Management,2026-06-04,0.84,true,
CHG-MH-00202,2026-09-30,2026-10-01,CI-SVC-187,Enterprise Analytics,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00202,Change Management,2026-06-04,0.84,true,
CHG-MH-00203,2026-10-01,2026-10-02,CI-SVC-188,Clinical Documentation,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,INC-MH-00203,ServiceNow Change,CHG-MH-00203,Change Management,2026-06-04,0.84,true,
CHG-MH-00204,2026-10-02,2026-10-03,CI-SVC-189,Revenue Cycle,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00204,Change Management,2026-06-04,0.84,true,
CHG-MH-00205,2026-10-03,2026-10-04,CI-SVC-190,Patient Access,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00205,Change Management,2026-06-04,0.84,true,
CHG-MH-00206,2026-10-04,2026-10-05,CI-SVC-191,Claims,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00206,Change Management,2026-06-04,0.84,true,
CHG-MH-00207,2026-10-05,2026-10-06,CI-SVC-192,Care Management,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00207,Change Management,2026-06-04,0.84,true,
CHG-MH-00208,2026-10-06,2026-10-07,CI-SVC-193,Cloud Hosting,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00208,Change Management,2026-06-04,0.84,true,
CHG-MH-00209,2026-10-07,2026-10-08,CI-SVC-194,Enterprise Analytics,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00209,Change Management,2026-06-04,0.84,true,
CHG-MH-00210,2026-10-08,2026-10-09,CI-SVC-195,Clinical Documentation,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00210,Change Management,2026-06-04,0.84,true,
CHG-MH-00211,2026-10-09,2026-10-10,CI-SVC-196,Revenue Cycle,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00211,Change Management,2026-06-04,0.84,true,
CHG-MH-00212,2026-10-10,2026-10-11,CI-SVC-197,Patient Access,Emergency,High,AI Governance Council,Integration Operations,Implemented,false,,ServiceNow Change,CHG-MH-00212,Change Management,2026-06-04,0.84,true,
CHG-MH-00213,2026-10-11,2026-10-12,CI-SVC-198,Claims,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00213,Change Management,2026-06-04,0.84,true,
CHG-MH-00214,2026-10-12,2026-10-13,CI-SVC-199,Care Management,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00214,Change Management,2026-06-04,0.84,true,
CHG-MH-00215,2026-10-13,2026-10-14,CI-SVC-200,Cloud Hosting,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00215,Change Management,2026-06-04,0.84,true,
CHG-MH-00216,2026-10-14,2026-10-15,CI-SVC-201,Enterprise Analytics,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,false,,ServiceNow Change,CHG-MH-00216,Change Management,2026-06-04,0.84,true,
CHG-MH-00217,2026-10-15,2026-10-16,CI-SVC-202,Clinical Documentation,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,true,,ServiceNow Change,CHG-MH-00217,Change Management,2026-06-04,0.84,true,
CHG-MH-00218,2026-10-16,2026-10-17,CI-SVC-203,Revenue Cycle,Emergency,High,AI Governance Council,Integration Operations,Implemented,true,,ServiceNow Change,CHG-MH-00218,Change Management,2026-06-04,0.84,true,
CHG-MH-00219,2026-10-17,2026-10-18,CI-SVC-204,Patient Access,Standard,Low,Clinical Change Advisory Board,Cloud Migration Factory,Scheduled,true,,ServiceNow Change,CHG-MH-00219,Change Management,2026-06-04,0.84,true,
CHG-MH-00220,2026-10-18,2026-10-19,CI-SVC-205,Claims,Normal,Medium,Cloud Migration Control Board,Epic Platform Operations,Approved,false,,ServiceNow Change,CHG-MH-00220,Change Management,2026-06-04,0.84,true,
