problem_id,opened_at,closed_at,ci_id,business_service,priority,root_cause_category,known_error,status,owner,linked_incident_count,workaround_available,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
PRB-MH-0120,2026-05-21,2026-07-20,CI-LEGACY-VM-105,Revenue Cycle,P1,AWS rehost performance,true,Resolved,Integration Operations,3,false,ServiceNow ITSM,PRB-MH-0120,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0121,2026-05-22,,CI-LEGACY-VM-106,Patient Access,P2,Epic interface backlog,false,Open,Cloud Migration Factory,4,true,ServiceNow ITSM,PRB-MH-0121,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0122,2026-05-23,,CI-LEGACY-VM-107,Claims,P3,Data quality,false,Open,Epic Platform Operations,5,true,ServiceNow ITSM,PRB-MH-0122,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0123,2026-05-24,,CI-LEGACY-VM-108,Care Management,P1,Identity sync,false,Open,Data Quality Observability,6,false,ServiceNow ITSM,PRB-MH-0123,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0124,2026-05-25,,CI-LEGACY-VM-109,Cloud Hosting,P2,Vendor AMS transition,true,Open,Integration Operations,7,true,ServiceNow ITSM,PRB-MH-0124,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0125,2026-05-26,2026-07-25,CI-LEGACY-VM-110,Enterprise Analytics,P3,Legacy batch dependency,false,Resolved,Cloud Migration Factory,8,true,ServiceNow ITSM,PRB-MH-0125,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0126,2026-05-27,,CI-LEGACY-VM-111,Clinical Documentation,P1,AWS rehost performance,false,Open,Epic Platform Operations,9,false,ServiceNow ITSM,PRB-MH-0126,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0127,2026-05-28,,CI-LEGACY-VM-112,Revenue Cycle,P2,Epic interface backlog,false,Open,Data Quality Observability,10,true,ServiceNow ITSM,PRB-MH-0127,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0128,2026-05-29,,CI-LEGACY-VM-113,Patient Access,P3,Data quality,true,Open,Integration Operations,11,true,ServiceNow ITSM,PRB-MH-0128,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0129,2026-05-30,,CI-LEGACY-VM-114,Claims,P1,Identity sync,false,Open,Cloud Migration Factory,12,false,ServiceNow ITSM,PRB-MH-0129,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0130,2026-05-31,2026-07-30,CI-LEGACY-VM-115,Care Management,P2,Vendor AMS transition,false,Resolved,Epic Platform Operations,13,true,ServiceNow ITSM,PRB-MH-0130,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0131,2026-06-01,,CI-LEGACY-VM-116,Cloud Hosting,P3,Legacy batch dependency,false,Open,Data Quality Observability,14,true,ServiceNow ITSM,PRB-MH-0131,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0132,2026-06-02,,CI-LEGACY-VM-117,Enterprise Analytics,P1,AWS rehost performance,true,Open,Integration Operations,15,false,ServiceNow ITSM,PRB-MH-0132,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0133,2026-06-03,,CI-LEGACY-VM-118,Clinical Documentation,P2,Epic interface backlog,false,Open,Cloud Migration Factory,16,true,ServiceNow ITSM,PRB-MH-0133,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0134,2026-06-04,,CI-LEGACY-VM-119,Revenue Cycle,P3,Data quality,false,Open,Epic Platform Operations,17,true,ServiceNow ITSM,PRB-MH-0134,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0135,2026-06-05,2026-08-04,CI-LEGACY-VM-120,Patient Access,P1,Identity sync,false,Resolved,Data Quality Observability,18,false,ServiceNow ITSM,PRB-MH-0135,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0136,2026-06-06,,CI-LEGACY-VM-121,Claims,P2,Vendor AMS transition,true,Open,Integration Operations,2,true,ServiceNow ITSM,PRB-MH-0136,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0137,2026-06-07,,CI-LEGACY-VM-122,Care Management,P3,Legacy batch dependency,false,Open,Cloud Migration Factory,3,true,ServiceNow ITSM,PRB-MH-0137,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0138,2026-06-08,,CI-LEGACY-VM-123,Cloud Hosting,P1,AWS rehost performance,false,Open,Epic Platform Operations,4,false,ServiceNow ITSM,PRB-MH-0138,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0139,2026-06-09,,CI-LEGACY-VM-124,Enterprise Analytics,P2,Epic interface backlog,false,Open,Data Quality Observability,5,true,ServiceNow ITSM,PRB-MH-0139,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0140,2026-06-10,2026-08-09,CI-LEGACY-VM-125,Clinical Documentation,P3,Data quality,true,Resolved,Integration Operations,6,true,ServiceNow ITSM,PRB-MH-0140,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0141,2026-06-11,,CI-LEGACY-VM-126,Revenue Cycle,P1,Identity sync,false,Open,Cloud Migration Factory,7,false,ServiceNow ITSM,PRB-MH-0141,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0142,2026-06-12,,CI-LEGACY-VM-127,Patient Access,P2,Vendor AMS transition,false,Open,Epic Platform Operations,8,true,ServiceNow ITSM,PRB-MH-0142,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0143,2026-06-13,,CI-LEGACY-VM-128,Claims,P3,Legacy batch dependency,false,Open,Data Quality Observability,9,true,ServiceNow ITSM,PRB-MH-0143,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0144,2026-06-14,,CI-LEGACY-VM-129,Care Management,P1,AWS rehost performance,true,Open,Integration Operations,10,false,ServiceNow ITSM,PRB-MH-0144,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0145,2026-06-15,2026-08-14,CI-LEGACY-VM-130,Cloud Hosting,P2,Epic interface backlog,false,Resolved,Cloud Migration Factory,11,true,ServiceNow ITSM,PRB-MH-0145,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0146,2026-06-16,,CI-SVC-131,Enterprise Analytics,P3,Data quality,false,Open,Epic Platform Operations,12,true,ServiceNow ITSM,PRB-MH-0146,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0147,2026-06-17,,CI-SVC-132,Clinical Documentation,P1,Identity sync,false,Open,Data Quality Observability,13,false,ServiceNow ITSM,PRB-MH-0147,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0148,2026-06-18,,CI-SVC-133,Revenue Cycle,P2,Vendor AMS transition,true,Open,Integration Operations,14,true,ServiceNow ITSM,PRB-MH-0148,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0149,2026-06-19,,CI-SVC-134,Patient Access,P3,Legacy batch dependency,false,Open,Cloud Migration Factory,15,true,ServiceNow ITSM,PRB-MH-0149,ITSM Stewardship,2026-06-04,0.83,true,
PRB-MH-0150,2026-06-20,2026-08-19,CI-SVC-135,Claims,P1,AWS rehost performance,false,Resolved,Epic Platform Operations,16,false,ServiceNow ITSM,PRB-MH-0150,ITSM Stewardship,2026-06-04,0.83,true,
