facility_id,business_unit_id,facility_name,facility_type,region,service_line,bed_count,annual_encounters,revenue_owner,it_site_owner,critical_services,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
FAC-CLINIC-068,BU-AMB,Meridian Northern California Clinic 068,Clinic,Northern California,Post-Acute,0,17160,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-068,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-069,BU-AMB,Meridian Sierra Foothills Clinic 069,Clinic,Sierra Foothills,Acute Care,0,17280,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-069,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-070,BU-AMB,Meridian Sacramento Metro Clinic 070,Clinic,Sacramento Metro,Ambulatory,0,17400,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-070,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-071,BU-AMB,Meridian Central Valley Clinic 071,Clinic,Central Valley,Behavioral Health,0,17520,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-071,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-072,BU-AMB,Meridian Bay Area Clinic 072,Clinic,Bay Area,Oncology,0,17640,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-072,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-073,BU-AMB,Meridian Northern California Clinic 073,Clinic,Northern California,Cardiology,0,17760,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-073,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-074,BU-AMB,Meridian Sierra Foothills Clinic 074,Clinic,Sierra Foothills,Primary Care,0,17880,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-074,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-075,BU-AMB,Meridian Sacramento Metro Clinic 075,Clinic,Sacramento Metro,Post-Acute,0,18000,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-075,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-076,BU-AMB,Meridian Central Valley Clinic 076,Clinic,Central Valley,Acute Care,0,18120,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-076,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-077,BU-AMB,Meridian Bay Area Clinic 077,Clinic,Bay Area,Ambulatory,0,18240,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-077,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-078,BU-AMB,Meridian Northern California Clinic 078,Clinic,Northern California,Behavioral Health,0,18360,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-078,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-079,BU-AMB,Meridian Sierra Foothills Clinic 079,Clinic,Sierra Foothills,Oncology,0,18480,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-079,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-080,BU-AMB,Meridian Sacramento Metro Clinic 080,Clinic,Sacramento Metro,Cardiology,0,18600,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-080,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-081,BU-AMB,Meridian Central Valley Clinic 081,Clinic,Central Valley,Primary Care,0,18720,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-081,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-082,BU-AMB,Meridian Bay Area Clinic 082,Clinic,Bay Area,Post-Acute,0,18840,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-082,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-083,BU-AMB,Meridian Northern California Clinic 083,Clinic,Northern California,Acute Care,0,18960,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-083,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-084,BU-AMB,Meridian Sierra Foothills Clinic 084,Clinic,Sierra Foothills,Ambulatory,0,19080,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-084,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-085,BU-AMB,Meridian Sacramento Metro Clinic 085,Clinic,Sacramento Metro,Behavioral Health,0,19200,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-085,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-086,BU-AMB,Meridian Central Valley Clinic 086,Clinic,Central Valley,Oncology,0,19320,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-086,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-087,BU-AMB,Meridian Bay Area Clinic 087,Clinic,Bay Area,Cardiology,0,19440,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-087,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-088,BU-AMB,Meridian Northern California Clinic 088,Clinic,Northern California,Primary Care,0,19560,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-088,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-089,BU-AMB,Meridian Sierra Foothills Clinic 089,Clinic,Sierra Foothills,Post-Acute,0,19680,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-089,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-090,BU-AMB,Meridian Sacramento Metro Clinic 090,Clinic,Sacramento Metro,Acute Care,0,19800,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-090,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-091,BU-AMB,Meridian Central Valley Clinic 091,Clinic,Central Valley,Ambulatory,0,19920,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-091,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-092,BU-AMB,Meridian Bay Area Clinic 092,Clinic,Bay Area,Behavioral Health,0,20040,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-092,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-093,BU-AMB,Meridian Northern California Clinic 093,Clinic,Northern California,Oncology,0,20160,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-093,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-094,BU-AMB,Meridian Sierra Foothills Clinic 094,Clinic,Sierra Foothills,Cardiology,0,20280,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-094,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-095,BU-AMB,Meridian Sacramento Metro Clinic 095,Clinic,Sacramento Metro,Primary Care,0,20400,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-095,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-096,BU-AMB,Meridian Central Valley Clinic 096,Clinic,Central Valley,Post-Acute,0,20520,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-096,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-097,BU-AMB,Meridian Bay Area Clinic 097,Clinic,Bay Area,Acute Care,0,20640,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-097,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-098,BU-AMB,Meridian Northern California Clinic 098,Clinic,Northern California,Ambulatory,0,20760,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-098,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-099,BU-AMB,Meridian Sierra Foothills Clinic 099,Clinic,Sierra Foothills,Behavioral Health,0,20880,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-099,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-100,BU-AMB,Meridian Sacramento Metro Clinic 100,Clinic,Sacramento Metro,Oncology,0,21000,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-100,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-101,BU-AMB,Meridian Central Valley Clinic 101,Clinic,Central Valley,Cardiology,0,21120,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-101,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-102,BU-AMB,Meridian Bay Area Clinic 102,Clinic,Bay Area,Primary Care,0,21240,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-102,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-103,BU-AMB,Meridian Northern California Clinic 103,Clinic,Northern California,Post-Acute,0,21360,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-103,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-104,BU-AMB,Meridian Sierra Foothills Clinic 104,Clinic,Sierra Foothills,Acute Care,0,21480,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-104,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-105,BU-AMB,Meridian Sacramento Metro Clinic 105,Clinic,Sacramento Metro,Ambulatory,0,21600,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-105,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-106,BU-AMB,Meridian Central Valley Clinic 106,Clinic,Central Valley,Behavioral Health,0,21720,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-106,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-107,BU-AMB,Meridian Bay Area Clinic 107,Clinic,Bay Area,Oncology,0,21840,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-107,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-108,BU-AMB,Meridian Northern California Clinic 108,Clinic,Northern California,Cardiology,0,21960,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-108,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-109,BU-AMB,Meridian Sierra Foothills Clinic 109,Clinic,Sierra Foothills,Primary Care,0,22080,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-109,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-110,BU-AMB,Meridian Sacramento Metro Clinic 110,Clinic,Sacramento Metro,Post-Acute,0,22200,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-110,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-111,BU-AMB,Meridian Central Valley Clinic 111,Clinic,Central Valley,Acute Care,0,22320,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-111,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-112,BU-AMB,Meridian Bay Area Clinic 112,Clinic,Bay Area,Ambulatory,0,22440,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-112,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-113,BU-AMB,Meridian Northern California Clinic 113,Clinic,Northern California,Behavioral Health,0,22560,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-113,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-114,BU-AMB,Meridian Sierra Foothills Clinic 114,Clinic,Sierra Foothills,Oncology,0,22680,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-114,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-115,BU-AMB,Meridian Sacramento Metro Clinic 115,Clinic,Sacramento Metro,Cardiology,0,22800,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-115,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-116,BU-AMB,Meridian Central Valley Clinic 116,Clinic,Central Valley,Primary Care,0,22920,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-116,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-117,BU-AMB,Meridian Bay Area Clinic 117,Clinic,Bay Area,Post-Acute,0,23040,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-117,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-118,BU-AMB,Meridian Northern California Clinic 118,Clinic,Northern California,Acute Care,0,23160,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-118,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-119,BU-AMB,Meridian Sierra Foothills Clinic 119,Clinic,Sierra Foothills,Ambulatory,0,23280,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-119,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-120,BU-AMB,Meridian Sacramento Metro Clinic 120,Clinic,Sacramento Metro,Behavioral Health,0,23400,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-120,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-121,BU-AMB,Meridian Central Valley Clinic 121,Clinic,Central Valley,Oncology,0,23520,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-121,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-122,BU-AMB,Meridian Bay Area Clinic 122,Clinic,Bay Area,Cardiology,0,23640,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-122,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-123,BU-AMB,Meridian Northern California Clinic 123,Clinic,Northern California,Primary Care,0,23760,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-123,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-124,BU-AMB,Meridian Sierra Foothills Clinic 124,Clinic,Sierra Foothills,Post-Acute,0,23880,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-124,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-125,BU-AMB,Meridian Sacramento Metro Clinic 125,Clinic,Sacramento Metro,Acute Care,0,24000,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-125,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-126,BU-AMB,Meridian Central Valley Clinic 126,Clinic,Central Valley,Ambulatory,0,24120,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-126,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-127,BU-AMB,Meridian Bay Area Clinic 127,Clinic,Bay Area,Behavioral Health,0,24240,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-127,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-128,BU-AMB,Meridian Northern California Clinic 128,Clinic,Northern California,Oncology,0,24360,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-128,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-129,BU-AMB,Meridian Sierra Foothills Clinic 129,Clinic,Sierra Foothills,Cardiology,0,24480,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-129,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-130,BU-AMB,Meridian Sacramento Metro Clinic 130,Clinic,Sacramento Metro,Primary Care,0,24600,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-130,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-131,BU-AMB,Meridian Central Valley Clinic 131,Clinic,Central Valley,Post-Acute,0,24720,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-131,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-132,BU-AMB,Meridian Bay Area Clinic 132,Clinic,Bay Area,Acute Care,0,24840,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-132,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-133,BU-AMB,Meridian Northern California Clinic 133,Clinic,Northern California,Ambulatory,0,24960,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-133,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-134,BU-AMB,Meridian Sierra Foothills Clinic 134,Clinic,Sierra Foothills,Behavioral Health,0,25080,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-134,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-135,BU-AMB,Meridian Sacramento Metro Clinic 135,Clinic,Sacramento Metro,Oncology,0,25200,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-135,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-136,BU-AMB,Meridian Central Valley Clinic 136,Clinic,Central Valley,Cardiology,0,25320,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-136,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-137,BU-AMB,Meridian Bay Area Clinic 137,Clinic,Bay Area,Primary Care,0,25440,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-137,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-138,BU-AMB,Meridian Northern California Clinic 138,Clinic,Northern California,Post-Acute,0,25560,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-138,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-139,BU-AMB,Meridian Sierra Foothills Clinic 139,Clinic,Sierra Foothills,Acute Care,0,25680,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-139,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-140,BU-AMB,Meridian Sacramento Metro Clinic 140,Clinic,Sacramento Metro,Ambulatory,0,25800,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-140,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-141,BU-AMB,Meridian Central Valley Clinic 141,Clinic,Central Valley,Behavioral Health,0,25920,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-141,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-142,BU-AMB,Meridian Bay Area Clinic 142,Clinic,Bay Area,Oncology,0,26040,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-142,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-143,BU-AMB,Meridian Northern California Clinic 143,Clinic,Northern California,Cardiology,0,26160,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-143,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-144,BU-AMB,Meridian Sierra Foothills Clinic 144,Clinic,Sierra Foothills,Primary Care,0,26280,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-144,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-145,BU-AMB,Meridian Sacramento Metro Clinic 145,Clinic,Sacramento Metro,Post-Acute,0,26400,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-145,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-146,BU-AMB,Meridian Central Valley Clinic 146,Clinic,Central Valley,Acute Care,0,26520,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-146,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-147,BU-AMB,Meridian Bay Area Clinic 147,Clinic,Bay Area,Ambulatory,0,26640,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-147,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-148,BU-AMB,Meridian Northern California Clinic 148,Clinic,Northern California,Behavioral Health,0,26760,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-148,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-149,BU-AMB,Meridian Sierra Foothills Clinic 149,Clinic,Sierra Foothills,Oncology,0,26880,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-149,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-150,BU-AMB,Meridian Sacramento Metro Clinic 150,Clinic,Sacramento Metro,Cardiology,0,27000,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-150,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-151,BU-AMB,Meridian Central Valley Clinic 151,Clinic,Central Valley,Primary Care,0,27120,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-151,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-152,BU-AMB,Meridian Bay Area Clinic 152,Clinic,Bay Area,Post-Acute,0,27240,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-152,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-153,BU-AMB,Meridian Northern California Clinic 153,Clinic,Northern California,Acute Care,0,27360,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-153,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-154,BU-AMB,Meridian Sierra Foothills Clinic 154,Clinic,Sierra Foothills,Ambulatory,0,27480,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-154,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-155,BU-AMB,Meridian Sacramento Metro Clinic 155,Clinic,Sacramento Metro,Behavioral Health,0,27600,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-155,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-156,BU-AMB,Meridian Central Valley Clinic 156,Clinic,Central Valley,Oncology,0,27720,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-156,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-157,BU-AMB,Meridian Bay Area Clinic 157,Clinic,Bay Area,Cardiology,0,27840,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-157,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-158,BU-AMB,Meridian Northern California Clinic 158,Clinic,Northern California,Primary Care,0,27960,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-158,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-159,BU-AMB,Meridian Sierra Foothills Clinic 159,Clinic,Sierra Foothills,Post-Acute,0,28080,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-159,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-160,BU-AMB,Meridian Sacramento Metro Clinic 160,Clinic,Sacramento Metro,Acute Care,0,28200,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-160,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-161,BU-AMB,Meridian Central Valley Clinic 161,Clinic,Central Valley,Ambulatory,0,28320,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-161,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-162,BU-AMB,Meridian Bay Area Clinic 162,Clinic,Bay Area,Behavioral Health,0,28440,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-162,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-163,BU-AMB,Meridian Northern California Clinic 163,Clinic,Northern California,Oncology,0,28560,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-163,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-164,BU-AMB,Meridian Sierra Foothills Clinic 164,Clinic,Sierra Foothills,Cardiology,0,28680,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-164,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-165,BU-AMB,Meridian Sacramento Metro Clinic 165,Clinic,Sacramento Metro,Primary Care,0,28800,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-165,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-166,BU-AMB,Meridian Central Valley Clinic 166,Clinic,Central Valley,Post-Acute,0,28920,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-166,Facilities Operations,2026-06-04,0.84,true,
FAC-CLINIC-167,BU-AMB,Meridian Bay Area Clinic 167,Clinic,Bay Area,Acute Care,0,29040,Ambulatory Finance,Ambulatory Technology Operations,Epic|MyChart|Network|Identity,Facilities master,FAC-CLINIC-167,Facilities Operations,2026-06-04,0.84,true,
