org_unit_id,person_or_group_id,name,role_title,reports_to_id,decision_domain,decision_right,approval_authority,delegated_to_id,escalation_path,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
ORG-CDAO-05,PERSON-MGR-CDAO-05-2,Health Plan Analytics Manager 2,Manager,PERSON-DIR-CDAO-05,Health Plan Analytics,Consult,Consult authority for Health Plan Analytics,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-05-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-05,GROUP-CDAO-05-1,Health Plan Analytics Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-05-2,Health Plan Analytics,Consult,Consult authority for Health Plan Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-05-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-05,GROUP-CDAO-05-2,Health Plan Analytics Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-05-1,Health Plan Analytics,Consult,Consult authority for Health Plan Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-05-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-05,GROUP-CDAO-05-3,Health Plan Analytics Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-05-2,Health Plan Analytics,Consult,Consult authority for Health Plan Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-05-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-05,GROUP-CDAO-05-4,Health Plan Analytics Squad 4,Data / Analytics Team,PERSON-MGR-CDAO-05-1,Health Plan Analytics,Consult,Consult authority for Health Plan Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-05-4,People Operations,2026-06-04,0.92,true,
ORG-CDAO-06,PERSON-DIR-CDAO-06,Population Health Analytics Director,Director,PERSON-VP-PAYER-ANALYTICS,Population Health Analytics,Recommend,Recommend authority for Population Health Analytics,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-06,People Operations,2026-06-04,0.92,true,
ORG-CDAO-06,PERSON-MGR-CDAO-06-1,Population Health Analytics Manager 1,Manager,PERSON-DIR-CDAO-06,Population Health Analytics,Consult,Consult authority for Population Health Analytics,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-06-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-06,PERSON-MGR-CDAO-06-2,Population Health Analytics Manager 2,Manager,PERSON-DIR-CDAO-06,Population Health Analytics,Consult,Consult authority for Population Health Analytics,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-06-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-06,GROUP-CDAO-06-1,Population Health Analytics Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-06-2,Population Health Analytics,Consult,Consult authority for Population Health Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-06-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-06,GROUP-CDAO-06-2,Population Health Analytics Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-06-1,Population Health Analytics,Consult,Consult authority for Population Health Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-06-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-06,GROUP-CDAO-06-3,Population Health Analytics Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-06-2,Population Health Analytics,Consult,Consult authority for Population Health Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-06-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-06,GROUP-CDAO-06-4,Population Health Analytics Squad 4,Data / Analytics Team,PERSON-MGR-CDAO-06-1,Population Health Analytics,Consult,Consult authority for Population Health Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-06-4,People Operations,2026-06-04,0.92,true,
ORG-CDAO-07,PERSON-DIR-CDAO-07,Enterprise BI Director,Director,PERSON-VP-ANALYTICS,Enterprise BI,Recommend,Recommend authority for Enterprise BI,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-07,People Operations,2026-06-04,0.92,true,
ORG-CDAO-07,PERSON-MGR-CDAO-07-1,Enterprise BI Manager 1,Manager,PERSON-DIR-CDAO-07,Enterprise BI,Consult,Consult authority for Enterprise BI,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-07-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-07,PERSON-MGR-CDAO-07-2,Enterprise BI Manager 2,Manager,PERSON-DIR-CDAO-07,Enterprise BI,Consult,Consult authority for Enterprise BI,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-07-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-07,GROUP-CDAO-07-1,Enterprise BI Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-07-2,Enterprise BI,Consult,Consult authority for Enterprise BI,,Executive Steering Committee,Workday,GROUP-CDAO-07-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-07,GROUP-CDAO-07-2,Enterprise BI Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-07-1,Enterprise BI,Consult,Consult authority for Enterprise BI,,Executive Steering Committee,Workday,GROUP-CDAO-07-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-07,GROUP-CDAO-07-3,Enterprise BI Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-07-2,Enterprise BI,Consult,Consult authority for Enterprise BI,,Executive Steering Committee,Workday,GROUP-CDAO-07-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-07,GROUP-CDAO-07-4,Enterprise BI Squad 4,Data / Analytics Team,PERSON-MGR-CDAO-07-1,Enterprise BI,Consult,Consult authority for Enterprise BI,,Executive Steering Committee,Workday,GROUP-CDAO-07-4,People Operations,2026-06-04,0.92,true,
ORG-CDAO-08,PERSON-DIR-CDAO-08,AI Enablement Director,Director,PERSON-VP-AI,AI Enablement,Recommend,Recommend authority for AI Enablement,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-08,People Operations,2026-06-04,0.92,true,
ORG-CDAO-08,PERSON-MGR-CDAO-08-1,AI Enablement Manager 1,Manager,PERSON-DIR-CDAO-08,AI Enablement,Consult,Consult authority for AI Enablement,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-08-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-08,PERSON-MGR-CDAO-08-2,AI Enablement Manager 2,Manager,PERSON-DIR-CDAO-08,AI Enablement,Consult,Consult authority for AI Enablement,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-08-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-08,GROUP-CDAO-08-1,AI Enablement Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-08-2,AI Enablement,Consult,Consult authority for AI Enablement,,Executive Steering Committee,Workday,GROUP-CDAO-08-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-08,GROUP-CDAO-08-2,AI Enablement Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-08-1,AI Enablement,Consult,Consult authority for AI Enablement,,Executive Steering Committee,Workday,GROUP-CDAO-08-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-08,GROUP-CDAO-08-3,AI Enablement Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-08-2,AI Enablement,Consult,Consult authority for AI Enablement,,Executive Steering Committee,Workday,GROUP-CDAO-08-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-08,GROUP-CDAO-08-4,AI Enablement Squad 4,Data / Analytics Team,PERSON-MGR-CDAO-08-1,AI Enablement,Consult,Consult authority for AI Enablement,,Executive Steering Committee,Workday,GROUP-CDAO-08-4,People Operations,2026-06-04,0.92,true,
ORG-CDAO-09,PERSON-DIR-CDAO-09,MLOps and Model Monitoring Director,Director,PERSON-VP-AI,MLOps and Model Monitoring,Recommend,Recommend authority for MLOps and Model Monitoring,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-09,People Operations,2026-06-04,0.92,true,
ORG-CDAO-09,PERSON-MGR-CDAO-09-1,MLOps and Model Monitoring Manager 1,Manager,PERSON-DIR-CDAO-09,MLOps and Model Monitoring,Consult,Consult authority for MLOps and Model Monitoring,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-09-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-09,PERSON-MGR-CDAO-09-2,MLOps and Model Monitoring Manager 2,Manager,PERSON-DIR-CDAO-09,MLOps and Model Monitoring,Consult,Consult authority for MLOps and Model Monitoring,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-09-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-09,GROUP-CDAO-09-1,MLOps and Model Monitoring Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-09-2,MLOps and Model Monitoring,Consult,Consult authority for MLOps and Model Monitoring,,Executive Steering Committee,Workday,GROUP-CDAO-09-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-09,GROUP-CDAO-09-2,MLOps and Model Monitoring Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-09-1,MLOps and Model Monitoring,Consult,Consult authority for MLOps and Model Monitoring,,Executive Steering Committee,Workday,GROUP-CDAO-09-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-09,GROUP-CDAO-09-3,MLOps and Model Monitoring Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-09-2,MLOps and Model Monitoring,Consult,Consult authority for MLOps and Model Monitoring,,Executive Steering Committee,Workday,GROUP-CDAO-09-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-09,GROUP-CDAO-09-4,MLOps and Model Monitoring Squad 4,Data / Analytics Team,PERSON-MGR-CDAO-09-1,MLOps and Model Monitoring,Consult,Consult authority for MLOps and Model Monitoring,,Executive Steering Committee,Workday,GROUP-CDAO-09-4,People Operations,2026-06-04,0.92,true,
ORG-CDAO-10,PERSON-DIR-CDAO-10,Data Governance Director,Director,PERSON-VP-GOV,Data Governance,Recommend,Recommend authority for Data Governance,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-10,People Operations,2026-06-04,0.92,true,
ORG-CDAO-10,PERSON-MGR-CDAO-10-1,Data Governance Manager 1,Manager,PERSON-DIR-CDAO-10,Data Governance,Consult,Consult authority for Data Governance,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-10-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-10,PERSON-MGR-CDAO-10-2,Data Governance Manager 2,Manager,PERSON-DIR-CDAO-10,Data Governance,Consult,Consult authority for Data Governance,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-10-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-10,GROUP-CDAO-10-1,Data Governance Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-10-2,Data Governance,Consult,Consult authority for Data Governance,,Executive Steering Committee,Workday,GROUP-CDAO-10-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-10,GROUP-CDAO-10-2,Data Governance Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-10-1,Data Governance,Consult,Consult authority for Data Governance,,Executive Steering Committee,Workday,GROUP-CDAO-10-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-10,GROUP-CDAO-10-3,Data Governance Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-10-2,Data Governance,Consult,Consult authority for Data Governance,,Executive Steering Committee,Workday,GROUP-CDAO-10-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-10,GROUP-CDAO-10-4,Data Governance Squad 4,Data / Analytics Team,PERSON-MGR-CDAO-10-1,Data Governance,Consult,Consult authority for Data Governance,,Executive Steering Committee,Workday,GROUP-CDAO-10-4,People Operations,2026-06-04,0.92,true,
ORG-CDAO-11,PERSON-DIR-CDAO-11,Data Quality Observability Director,Director,PERSON-VP-GOV,Data Quality Observability,Recommend,Recommend authority for Data Quality Observability,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-11,People Operations,2026-06-04,0.92,true,
ORG-CDAO-11,PERSON-MGR-CDAO-11-1,Data Quality Observability Manager 1,Manager,PERSON-DIR-CDAO-11,Data Quality Observability,Consult,Consult authority for Data Quality Observability,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-11-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-11,PERSON-MGR-CDAO-11-2,Data Quality Observability Manager 2,Manager,PERSON-DIR-CDAO-11,Data Quality Observability,Consult,Consult authority for Data Quality Observability,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-11-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-11,GROUP-CDAO-11-1,Data Quality Observability Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-11-2,Data Quality Observability,Consult,Consult authority for Data Quality Observability,,Executive Steering Committee,Workday,GROUP-CDAO-11-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-11,GROUP-CDAO-11-2,Data Quality Observability Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-11-1,Data Quality Observability,Consult,Consult authority for Data Quality Observability,,Executive Steering Committee,Workday,GROUP-CDAO-11-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-11,GROUP-CDAO-11-3,Data Quality Observability Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-11-2,Data Quality Observability,Consult,Consult authority for Data Quality Observability,,Executive Steering Committee,Workday,GROUP-CDAO-11-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-11,GROUP-CDAO-11-4,Data Quality Observability Squad 4,Data / Analytics Team,PERSON-MGR-CDAO-11-1,Data Quality Observability,Consult,Consult authority for Data Quality Observability,,Executive Steering Committee,Workday,GROUP-CDAO-11-4,People Operations,2026-06-04,0.92,true,
ORG-CDAO-12,PERSON-DIR-CDAO-12,Master Data Management Director,Director,PERSON-VP-GOV,Master Data Management,Recommend,Recommend authority for Master Data Management,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-12,People Operations,2026-06-04,0.92,true,
ORG-CDAO-12,PERSON-MGR-CDAO-12-1,Master Data Management Manager 1,Manager,PERSON-DIR-CDAO-12,Master Data Management,Consult,Consult authority for Master Data Management,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-12-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-12,PERSON-MGR-CDAO-12-2,Master Data Management Manager 2,Manager,PERSON-DIR-CDAO-12,Master Data Management,Consult,Consult authority for Master Data Management,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-12-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-12,GROUP-CDAO-12-1,Master Data Management Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-12-2,Master Data Management,Consult,Consult authority for Master Data Management,,Executive Steering Committee,Workday,GROUP-CDAO-12-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-12,GROUP-CDAO-12-2,Master Data Management Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-12-1,Master Data Management,Consult,Consult authority for Master Data Management,,Executive Steering Committee,Workday,GROUP-CDAO-12-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-12,GROUP-CDAO-12-3,Master Data Management Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-12-2,Master Data Management,Consult,Consult authority for Master Data Management,,Executive Steering Committee,Workday,GROUP-CDAO-12-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-12,GROUP-CDAO-12-4,Master Data Management Squad 4,Data / Analytics Team,PERSON-MGR-CDAO-12-1,Master Data Management,Consult,Consult authority for Master Data Management,,Executive Steering Committee,Workday,GROUP-CDAO-12-4,People Operations,2026-06-04,0.92,true,
ORG-CDAO-13,PERSON-DIR-CDAO-13,Interoperability Data Products Director,Director,PERSON-VP-DATA-PLATFORMS,Interoperability Data Products,Recommend,Recommend authority for Interoperability Data Products,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-13,People Operations,2026-06-04,0.92,true,
ORG-CDAO-13,PERSON-MGR-CDAO-13-1,Interoperability Data Products Manager 1,Manager,PERSON-DIR-CDAO-13,Interoperability Data Products,Consult,Consult authority for Interoperability Data Products,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-13-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-13,PERSON-MGR-CDAO-13-2,Interoperability Data Products Manager 2,Manager,PERSON-DIR-CDAO-13,Interoperability Data Products,Consult,Consult authority for Interoperability Data Products,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-13-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-13,GROUP-CDAO-13-1,Interoperability Data Products Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-13-2,Interoperability Data Products,Consult,Consult authority for Interoperability Data Products,,Executive Steering Committee,Workday,GROUP-CDAO-13-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-13,GROUP-CDAO-13-2,Interoperability Data Products Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-13-1,Interoperability Data Products,Consult,Consult authority for Interoperability Data Products,,Executive Steering Committee,Workday,GROUP-CDAO-13-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-13,GROUP-CDAO-13-3,Interoperability Data Products Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-13-2,Interoperability Data Products,Consult,Consult authority for Interoperability Data Products,,Executive Steering Committee,Workday,GROUP-CDAO-13-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-14,PERSON-DIR-CDAO-14,Research Analytics Director,Director,PERSON-VP-CLIN-ANALYTICS,Research Analytics,Recommend,Recommend authority for Research Analytics,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-14,People Operations,2026-06-04,0.92,true,
ORG-CDAO-14,PERSON-MGR-CDAO-14-1,Research Analytics Manager 1,Manager,PERSON-DIR-CDAO-14,Research Analytics,Consult,Consult authority for Research Analytics,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-14-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-14,PERSON-MGR-CDAO-14-2,Research Analytics Manager 2,Manager,PERSON-DIR-CDAO-14,Research Analytics,Consult,Consult authority for Research Analytics,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-14-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-14,GROUP-CDAO-14-1,Research Analytics Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-14-2,Research Analytics,Consult,Consult authority for Research Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-14-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-14,GROUP-CDAO-14-2,Research Analytics Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-14-1,Research Analytics,Consult,Consult authority for Research Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-14-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-14,GROUP-CDAO-14-3,Research Analytics Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-14-2,Research Analytics,Consult,Consult authority for Research Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-14-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-15,PERSON-DIR-CDAO-15,Finance Analytics Director,Director,PERSON-VP-ANALYTICS,Finance Analytics,Recommend,Recommend authority for Finance Analytics,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-15,People Operations,2026-06-04,0.92,true,
ORG-CDAO-15,PERSON-MGR-CDAO-15-1,Finance Analytics Manager 1,Manager,PERSON-DIR-CDAO-15,Finance Analytics,Consult,Consult authority for Finance Analytics,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-15-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-15,PERSON-MGR-CDAO-15-2,Finance Analytics Manager 2,Manager,PERSON-DIR-CDAO-15,Finance Analytics,Consult,Consult authority for Finance Analytics,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-15-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-15,GROUP-CDAO-15-1,Finance Analytics Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-15-2,Finance Analytics,Consult,Consult authority for Finance Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-15-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-15,GROUP-CDAO-15-2,Finance Analytics Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-15-1,Finance Analytics,Consult,Consult authority for Finance Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-15-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-15,GROUP-CDAO-15-3,Finance Analytics Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-15-2,Finance Analytics,Consult,Consult authority for Finance Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-15-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-16,PERSON-DIR-CDAO-16,Supply Chain Analytics Director,Director,PERSON-VP-ANALYTICS,Supply Chain Analytics,Recommend,Recommend authority for Supply Chain Analytics,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-16,People Operations,2026-06-04,0.92,true,
ORG-CDAO-16,PERSON-MGR-CDAO-16-1,Supply Chain Analytics Manager 1,Manager,PERSON-DIR-CDAO-16,Supply Chain Analytics,Consult,Consult authority for Supply Chain Analytics,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-16-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-16,PERSON-MGR-CDAO-16-2,Supply Chain Analytics Manager 2,Manager,PERSON-DIR-CDAO-16,Supply Chain Analytics,Consult,Consult authority for Supply Chain Analytics,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-16-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-16,GROUP-CDAO-16-1,Supply Chain Analytics Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-16-2,Supply Chain Analytics,Consult,Consult authority for Supply Chain Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-16-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-16,GROUP-CDAO-16-2,Supply Chain Analytics Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-16-1,Supply Chain Analytics,Consult,Consult authority for Supply Chain Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-16-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-16,GROUP-CDAO-16-3,Supply Chain Analytics Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-16-2,Supply Chain Analytics,Consult,Consult authority for Supply Chain Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-16-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-17,PERSON-DIR-CDAO-17,Patient Access Analytics Director,Director,PERSON-VP-ANALYTICS,Patient Access Analytics,Recommend,Recommend authority for Patient Access Analytics,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-17,People Operations,2026-06-04,0.92,true,
ORG-CDAO-17,PERSON-MGR-CDAO-17-1,Patient Access Analytics Manager 1,Manager,PERSON-DIR-CDAO-17,Patient Access Analytics,Consult,Consult authority for Patient Access Analytics,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-17-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-17,PERSON-MGR-CDAO-17-2,Patient Access Analytics Manager 2,Manager,PERSON-DIR-CDAO-17,Patient Access Analytics,Consult,Consult authority for Patient Access Analytics,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-17-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-17,GROUP-CDAO-17-1,Patient Access Analytics Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-17-2,Patient Access Analytics,Consult,Consult authority for Patient Access Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-17-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-17,GROUP-CDAO-17-2,Patient Access Analytics Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-17-1,Patient Access Analytics,Consult,Consult authority for Patient Access Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-17-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-17,GROUP-CDAO-17-3,Patient Access Analytics Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-17-2,Patient Access Analytics,Consult,Consult authority for Patient Access Analytics,,Executive Steering Committee,Workday,GROUP-CDAO-17-3,People Operations,2026-06-04,0.92,true,
ORG-CDAO-18,PERSON-DIR-CDAO-18,Data Privacy Engineering Director,Director,PERSON-VP-GOV,Data Privacy Engineering,Recommend,Recommend authority for Data Privacy Engineering,,Executive Steering Committee,Workday,PERSON-DIR-CDAO-18,People Operations,2026-06-04,0.92,true,
ORG-CDAO-18,PERSON-MGR-CDAO-18-1,Data Privacy Engineering Manager 1,Manager,PERSON-DIR-CDAO-18,Data Privacy Engineering,Consult,Consult authority for Data Privacy Engineering,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-18-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-18,PERSON-MGR-CDAO-18-2,Data Privacy Engineering Manager 2,Manager,PERSON-DIR-CDAO-18,Data Privacy Engineering,Consult,Consult authority for Data Privacy Engineering,,Executive Steering Committee,Workday,PERSON-MGR-CDAO-18-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-18,GROUP-CDAO-18-1,Data Privacy Engineering Squad 1,Data / Analytics Team,PERSON-MGR-CDAO-18-2,Data Privacy Engineering,Consult,Consult authority for Data Privacy Engineering,,Executive Steering Committee,Workday,GROUP-CDAO-18-1,People Operations,2026-06-04,0.92,true,
ORG-CDAO-18,GROUP-CDAO-18-2,Data Privacy Engineering Squad 2,Data / Analytics Team,PERSON-MGR-CDAO-18-1,Data Privacy Engineering,Consult,Consult authority for Data Privacy Engineering,,Executive Steering Committee,Workday,GROUP-CDAO-18-2,People Operations,2026-06-04,0.92,true,
ORG-CDAO-18,GROUP-CDAO-18-3,Data Privacy Engineering Squad 3,Data / Analytics Team,PERSON-MGR-CDAO-18-2,Data Privacy Engineering,Consult,Consult authority for Data Privacy Engineering,,Executive Steering Committee,Workday,GROUP-CDAO-18-3,People Operations,2026-06-04,0.92,true,
ORG-ACUTE,GROUP-ORG-ACUTE,Acute Care Operations,Business Operating Group,PERSON-COO,Care delivery operations,Recommend,Recommend authority for Care delivery operations,,Executive Steering Committee,Workday,GROUP-ORG-ACUTE,People Operations,2026-06-04,0.92,true,
ORG-ACUTE,PERSON-OWNER-ORG-ACUTE,Acute Care Operations Technology Owner,Business Technology Owner,PERSON-COO,Care delivery operations,Consult,Consult authority for Care delivery operations,,Executive Steering Committee,Workday,PERSON-OWNER-ORG-ACUTE,People Operations,2026-06-04,0.92,true,
ORG-AMB,GROUP-ORG-AMB,Ambulatory Operations,Business Operating Group,PERSON-COO,Ambulatory access and quality,Recommend,Recommend authority for Ambulatory access and quality,,Executive Steering Committee,Workday,GROUP-ORG-AMB,People Operations,2026-06-04,0.92,true,
ORG-AMB,PERSON-OWNER-ORG-AMB,Ambulatory Operations Technology Owner,Business Technology Owner,PERSON-COO,Ambulatory access and quality,Consult,Consult authority for Ambulatory access and quality,,Executive Steering Committee,Workday,PERSON-OWNER-ORG-AMB,People Operations,2026-06-04,0.92,true,
ORG-REV,GROUP-ORG-REV,Revenue Cycle,Business Operating Group,PERSON-CRO,Revenue cycle,Recommend,Recommend authority for Revenue cycle,,Executive Steering Committee,Workday,GROUP-ORG-REV,People Operations,2026-06-04,0.92,true,
ORG-REV,PERSON-OWNER-ORG-REV,Revenue Cycle Technology Owner,Business Technology Owner,PERSON-CRO,Revenue cycle,Consult,Consult authority for Revenue cycle,,Executive Steering Committee,Workday,PERSON-OWNER-ORG-REV,People Operations,2026-06-04,0.92,true,
ORG-ACCESS,GROUP-ORG-ACCESS,Access Center,Business Operating Group,PERSON-COO,Patient access,Recommend,Recommend authority for Patient access,,Executive Steering Committee,Workday,GROUP-ORG-ACCESS,People Operations,2026-06-04,0.92,true,
ORG-ACCESS,PERSON-OWNER-ORG-ACCESS,Access Center Technology Owner,Business Technology Owner,PERSON-COO,Patient access,Consult,Consult authority for Patient access,,Executive Steering Committee,Workday,PERSON-OWNER-ORG-ACCESS,People Operations,2026-06-04,0.92,true,
