initiative_id,initiative_name,sponsor,initiative_owner,status,stage,start_date,target_date,value_hypothesis,dependent_ci_ids,dependent_contract_ids,policy_constraints,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
INIT-MH-061,Data Analytics AMS Transition Wave 2,CDAO,Epic Platform Operations,In Design,P2 Diagnose,2026-05-03,2026-12-10,"Improve data analytics ams transition outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-046|CI-LEGACY-VM-050|CI-SVC-176,CON-MH-062-2027|CON-MH-074-2027,POL-MH-062|POL-MH-053,Enterprise PMO,INIT-MH-061,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-062,AWS Data Center Exit Wave 3,COO,Data Governance,Approved,P3 Design,2026-05-05,2026-12-13,"Improve aws data center exit outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-047|CI-LEGACY-VM-055|CI-SVC-187,CON-MH-063-2027|CON-MH-077-2027,POL-MH-063|POL-MH-060,Enterprise PMO,INIT-MH-062,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-063,Ambient Documentation Rollout Wave 4,CFO,Revenue Cycle Technology,In Flight,P4 Business Case,2026-05-07,2026-12-16,"Improve ambient documentation rollout outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-048|CI-LEGACY-VM-060|CI-SVC-198,CON-MH-064-2027|CON-MH-080-2027,POL-MH-064|POL-MH-067,Enterprise PMO,INIT-MH-063,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-064,Revenue Cycle Denials Automation Wave 5,CMO,AI Enablement,At Risk,P5 Mobilize,2026-05-09,2026-12-19,"Improve revenue cycle denials automation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-049|CI-LEGACY-VM-065|CI-SVC-209,CON-MH-065-2027|CON-MH-083-2027,POL-MH-065|POL-MH-074,Enterprise PMO,INIT-MH-064,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-065,Patient Access Contact Center AI Wave 6,Health Plan President,Cloud Migration Factory,Proposed,P1 Charter,2026-05-11,2026-12-22,"Improve patient access contact center ai outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-050|CI-LEGACY-VM-070|CI-SVC-220,CON-MH-066-2027|CON-MH-086-2027,POL-MH-066|POL-MH-006,Enterprise PMO,INIT-MH-065,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-066,Caboodle to Lakehouse Integration Wave 1,CIO/CDIO,Epic Platform Operations,In Design,P2 Diagnose,2026-05-13,2026-12-25,"Improve caboodle to lakehouse integration outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-051|CI-LEGACY-VM-075|CI-INT-RHAPSODY,CON-MH-067-2027|CON-MH-089-2027,POL-MH-067|POL-MH-013,Enterprise PMO,INIT-MH-066,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-067,Claims Automation Wave 2,CDAO,Data Governance,Approved,P3 Design,2026-05-15,2026-12-28,"Improve claims automation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-052|CI-LEGACY-VM-080|CI-LEGACY-VM-002,CON-MH-068-2027|CON-MH-092-2027,POL-MH-068|POL-MH-020,Enterprise PMO,INIT-MH-067,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-068,Care Management AI Assist Wave 3,COO,Revenue Cycle Technology,In Flight,P4 Business Case,2026-05-17,2026-12-31,"Improve care management ai assist outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-053|CI-LEGACY-VM-085|CI-LEGACY-VM-013,CON-MH-069-2027|CON-MH-095-2027,POL-MH-069|POL-MH-027,Enterprise PMO,INIT-MH-068,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-069,Cloud FinOps Control Tower Wave 4,CFO,AI Enablement,At Risk,P5 Mobilize,2026-05-19,2027-01-03,"Improve cloud finops control tower outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-054|CI-LEGACY-VM-090|CI-LEGACY-VM-024,CON-MH-070-2027|CON-MH-098-2027,POL-MH-070|POL-MH-034,Enterprise PMO,INIT-MH-069,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-070,Identity Modernization Wave 5,CMO,Cloud Migration Factory,Proposed,P1 Charter,2026-05-21,2027-01-06,"Improve identity modernization outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-055|CI-LEGACY-VM-095|CI-LEGACY-VM-035,CON-MH-071-2027|CON-MH-101-2027,POL-MH-071|POL-MH-041,Enterprise PMO,INIT-MH-070,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-071,Integration Reliability Wave 6,Health Plan President,Epic Platform Operations,In Design,P2 Diagnose,2026-05-23,2027-01-09,"Improve integration reliability outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-056|CI-LEGACY-VM-100|CI-LEGACY-VM-046,CON-MH-072-2027|CON-MH-104-2027,POL-MH-072|POL-MH-048,Enterprise PMO,INIT-MH-071,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-072,ERP Controls Modernization Wave 1,CIO/CDIO,Data Governance,Approved,P3 Design,2026-05-25,2027-01-12,"Improve erp controls modernization outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-057|CI-LEGACY-VM-105|CI-LEGACY-VM-057,CON-MH-073-2027|CON-MH-107-2027,POL-MH-073|POL-MH-055,Enterprise PMO,INIT-MH-072,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-073,Data Governance Remediation Wave 2,CDAO,Revenue Cycle Technology,In Flight,P4 Business Case,2026-05-27,2027-01-15,"Improve data governance remediation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-058|CI-LEGACY-VM-110|CI-LEGACY-VM-068,CON-MH-074-2027|CON-MH-110-2027,POL-MH-074|POL-MH-062,Enterprise PMO,INIT-MH-073,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-074,Clinical Quality Analytics Wave 3,COO,AI Enablement,At Risk,P5 Mobilize,2026-05-29,2027-01-18,"Improve clinical quality analytics outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-059|CI-LEGACY-VM-115|CI-LEGACY-VM-079,CON-MH-075-2027|CON-AMS-DATA-2026,POL-MH-075|POL-MH-069,Enterprise PMO,INIT-MH-074,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-075,Epic AMS Transition Wave 4,CFO,Cloud Migration Factory,Proposed,P1 Charter,2026-05-31,2027-01-21,"Improve epic ams transition outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-060|CI-LEGACY-VM-120|CI-LEGACY-VM-090,CON-MH-076-2027|CON-WORKDAY-2028,POL-MH-001|POL-MH-001,Enterprise PMO,INIT-MH-075,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-076,Data Analytics AMS Transition Wave 5,CMO,Epic Platform Operations,In Design,P2 Diagnose,2026-06-02,2027-01-24,"Improve data analytics ams transition outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-061|CI-LEGACY-VM-125|CI-LEGACY-VM-101,CON-MH-077-2027|CON-M365-2028,POL-MH-002|POL-MH-008,Enterprise PMO,INIT-MH-076,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-077,AWS Data Center Exit Wave 6,Health Plan President,Data Governance,Approved,P3 Design,2026-06-04,2027-01-27,"Improve aws data center exit outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-062|CI-LEGACY-VM-130|CI-LEGACY-VM-112,CON-MH-078-2027|CON-CROWDSTRIKE-2027,POL-MH-003|POL-MH-015,Enterprise PMO,INIT-MH-077,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-078,Ambient Documentation Rollout Wave 1,CIO/CDIO,Revenue Cycle Technology,In Flight,P4 Business Case,2026-06-06,2027-01-30,"Improve ambient documentation rollout outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-063|CI-SVC-135|CI-LEGACY-VM-123,CON-MH-079-2027|CON-MH-015-2027,POL-MH-004|POL-MH-022,Enterprise PMO,INIT-MH-078,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-079,Revenue Cycle Denials Automation Wave 2,CDAO,AI Enablement,At Risk,P5 Mobilize,2026-06-08,2027-02-02,"Improve revenue cycle denials automation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-064|CI-SVC-140|CI-SVC-134,CON-MH-080-2027|CON-MH-018-2027,POL-MH-005|POL-MH-029,Enterprise PMO,INIT-MH-079,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-080,Patient Access Contact Center AI Wave 3,COO,Cloud Migration Factory,Proposed,P1 Charter,2026-06-10,2027-02-05,"Improve patient access contact center ai outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-065|CI-SVC-145|CI-SVC-145,CON-MH-081-2027|CON-MH-021-2027,POL-MH-006|POL-MH-036,Enterprise PMO,INIT-MH-080,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-081,Caboodle to Lakehouse Integration Wave 4,CFO,Epic Platform Operations,In Design,P2 Diagnose,2026-06-12,2027-02-08,"Improve caboodle to lakehouse integration outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-066|CI-SVC-150|CI-SVC-156,CON-MH-082-2027|CON-MH-024-2027,POL-MH-007|POL-MH-043,Enterprise PMO,INIT-MH-081,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-082,Claims Automation Wave 5,CMO,Data Governance,Approved,P3 Design,2026-06-14,2027-02-11,"Improve claims automation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-067|CI-SVC-155|CI-SVC-167,CON-MH-083-2027|CON-MH-027-2027,POL-MH-008|POL-MH-050,Enterprise PMO,INIT-MH-082,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-083,Care Management AI Assist Wave 6,Health Plan President,Revenue Cycle Technology,In Flight,P4 Business Case,2026-06-16,2027-02-14,"Improve care management ai assist outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-068|CI-SVC-160|CI-SVC-178,CON-MH-084-2027|CON-MH-030-2027,POL-MH-009|POL-MH-057,Enterprise PMO,INIT-MH-083,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-084,Cloud FinOps Control Tower Wave 1,CIO/CDIO,AI Enablement,At Risk,P5 Mobilize,2026-06-18,2027-02-17,"Improve cloud finops control tower outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-069|CI-SVC-165|CI-SVC-189,CON-MH-085-2027|CON-MH-033-2027,POL-MH-010|POL-MH-064,Enterprise PMO,INIT-MH-084,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-085,Identity Modernization Wave 2,CDAO,Cloud Migration Factory,Proposed,P1 Charter,2026-06-20,2027-02-20,"Improve identity modernization outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-070|CI-SVC-170|CI-SVC-200,CON-MH-086-2027|CON-MH-036-2027,POL-MH-011|POL-MH-071,Enterprise PMO,INIT-MH-085,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-086,Integration Reliability Wave 3,COO,Epic Platform Operations,In Design,P2 Diagnose,2026-06-22,2027-02-23,"Improve integration reliability outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-071|CI-SVC-175|CI-SVC-211,CON-MH-087-2027|CON-MH-039-2027,POL-MH-012|POL-MH-003,Enterprise PMO,INIT-MH-086,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-087,ERP Controls Modernization Wave 4,CFO,Data Governance,Approved,P3 Design,2026-06-24,2027-02-26,"Improve erp controls modernization outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-072|CI-SVC-180|CI-SVC-222,CON-MH-088-2027|CON-MH-042-2027,POL-MH-013|POL-MH-010,Enterprise PMO,INIT-MH-087,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-088,Data Governance Remediation Wave 5,CMO,Revenue Cycle Technology,In Flight,P4 Business Case,2026-06-26,2027-03-01,"Improve data governance remediation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-073|CI-SVC-185|CI-ERP-ORACLE,CON-MH-089-2027|CON-MH-045-2027,POL-MH-014|POL-MH-017,Enterprise PMO,INIT-MH-088,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-089,Clinical Quality Analytics Wave 6,Health Plan President,AI Enablement,At Risk,P5 Mobilize,2026-06-28,2027-03-04,"Improve clinical quality analytics outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-074|CI-SVC-190|CI-LEGACY-VM-004,CON-MH-090-2027|CON-MH-048-2027,POL-MH-015|POL-MH-024,Enterprise PMO,INIT-MH-089,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-090,Epic AMS Transition Wave 1,CIO/CDIO,Cloud Migration Factory,Proposed,P1 Charter,2026-06-30,2027-03-07,"Improve epic ams transition outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-075|CI-SVC-195|CI-LEGACY-VM-015,CON-MH-091-2027|CON-MH-051-2027,POL-MH-016|POL-MH-031,Enterprise PMO,INIT-MH-090,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-091,Data Analytics AMS Transition Wave 2,CDAO,Epic Platform Operations,In Design,P2 Diagnose,2026-07-02,2027-03-10,"Improve data analytics ams transition outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-076|CI-SVC-200|CI-LEGACY-VM-026,CON-MH-092-2027|CON-MH-054-2027,POL-MH-017|POL-MH-038,Enterprise PMO,INIT-MH-091,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-092,AWS Data Center Exit Wave 3,COO,Data Governance,Approved,P3 Design,2026-07-04,2027-03-13,"Improve aws data center exit outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-077|CI-SVC-205|CI-LEGACY-VM-037,CON-MH-093-2027|CON-MH-057-2027,POL-MH-018|POL-MH-045,Enterprise PMO,INIT-MH-092,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-093,Ambient Documentation Rollout Wave 4,CFO,Revenue Cycle Technology,In Flight,P4 Business Case,2026-07-06,2027-03-16,"Improve ambient documentation rollout outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-078|CI-SVC-210|CI-LEGACY-VM-048,CON-MH-094-2027|CON-MH-060-2027,POL-MH-019|POL-MH-052,Enterprise PMO,INIT-MH-093,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-094,Revenue Cycle Denials Automation Wave 5,CMO,AI Enablement,At Risk,P5 Mobilize,2026-07-08,2027-03-19,"Improve revenue cycle denials automation outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-079|CI-SVC-215|CI-LEGACY-VM-059,CON-MH-095-2027|CON-MH-063-2027,POL-MH-020|POL-MH-059,Enterprise PMO,INIT-MH-094,Enterprise PMO,2026-06-04,0.84,true,
INIT-MH-095,Patient Access Contact Center AI Wave 6,Health Plan President,Cloud Migration Factory,Proposed,P1 Charter,2026-07-10,2027-03-22,"Improve patient access contact center ai outcomes while protecting clinical continuity, PHI controls, and run-cost evidence.",CI-LEGACY-VM-080|CI-SVC-220|CI-LEGACY-VM-070,CON-MH-096-2027|CON-MH-066-2027,POL-MH-021|POL-MH-066,Enterprise PMO,INIT-MH-095,Enterprise PMO,2026-06-04,0.84,true,
