risk_id,risk_title,risk_type,control_id,policy_id,owner,severity,likelihood,status,linked_ci_ids,linked_vendor_ids,remediation_due_date,evidence_required,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
RISK-MH-0076,Cloud run cost exceeds baseline 076,Compliance,CTRL-MH-002,POL-MH-002,CDAO,Medium,Possible,Mitigating,CI-LEGACY-VM-061|CI-SVC-189,VEN-MH-077|VEN-MH-051,2026-07-16,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0076,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0077,Integration backlog affects clinical continuity 077,Financial,CTRL-MH-003,POL-MH-003,CTO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-062|CI-SVC-198,VEN-MH-078|VEN-MH-056,2026-07-17,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0077,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0078,CDAO stewardship capacity constraint 078,Clinical Safety,CTRL-MH-004,POL-MH-004,CFO,High,Likely,Open,CI-LEGACY-VM-063|CI-SVC-207,VEN-MH-079|VEN-MH-061,2026-07-18,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0078,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0079,BAA chain incomplete for AI workflow 079,Sourcing,CTRL-MH-005,POL-MH-005,AI Governance Council,Medium,Possible,Mitigating,CI-LEGACY-VM-064|CI-SVC-216,VEN-MH-080|VEN-MH-066,2026-07-19,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0079,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0080,AWS-hosted workload not modernized 080,Operational,CTRL-MH-006,POL-MH-006,CISO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-065|CI-APP-EPIC-HYPERSPACE,VEN-MH-081|VEN-MH-071,2026-07-20,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0080,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0081,Epic AMS transition knowledge gap 081,Compliance,CTRL-MH-007,POL-MH-007,CDAO,High,Likely,Open,CI-LEGACY-VM-066|CI-HCM-WORKDAY,VEN-MH-082|VEN-MH-076,2026-07-21,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0081,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0082,Data analytics AMS scope ambiguity 082,Financial,CTRL-MH-008,POL-MH-008,CTO,Medium,Possible,Mitigating,CI-LEGACY-VM-067|CI-LEGACY-VM-003,VEN-MH-083|VEN-MH-081,2026-07-22,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0082,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0083,PHI control evidence missing after migration 083,Clinical Safety,CTRL-MH-009,POL-MH-009,CFO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-068|CI-LEGACY-VM-012,VEN-MH-084|VEN-MH-086,2026-07-23,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0083,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0084,Cloud run cost exceeds baseline 084,Sourcing,CTRL-MH-010,POL-MH-010,AI Governance Council,High,Likely,Open,CI-LEGACY-VM-069|CI-LEGACY-VM-021,VEN-MH-085|VEN-MH-091,2026-07-24,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0084,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0085,Integration backlog affects clinical continuity 085,Operational,CTRL-MH-011,POL-MH-011,CISO,Medium,Possible,Mitigating,CI-LEGACY-VM-070|CI-LEGACY-VM-030,VEN-MH-086|VEN-MH-096,2026-07-25,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0085,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0086,CDAO stewardship capacity constraint 086,Compliance,CTRL-MH-012,POL-MH-012,CDAO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-071|CI-LEGACY-VM-039,VEN-MH-087|VEN-MH-101,2026-07-26,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0086,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0087,BAA chain incomplete for AI workflow 087,Financial,CTRL-MH-013,POL-MH-013,CTO,High,Likely,Open,CI-LEGACY-VM-072|CI-LEGACY-VM-048,VEN-MH-088|VEN-MH-106,2026-07-27,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0087,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0088,AWS-hosted workload not modernized 088,Clinical Safety,CTRL-MH-014,POL-MH-014,CFO,Medium,Possible,Mitigating,CI-LEGACY-VM-073|CI-LEGACY-VM-057,VEN-MH-089|VEN-EPIC,2026-07-28,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0088,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0089,Epic AMS transition knowledge gap 089,Sourcing,CTRL-MH-015,POL-MH-015,AI Governance Council,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-074|CI-LEGACY-VM-066,VEN-MH-090|VEN-WORKDAY,2026-07-29,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0089,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0090,Data analytics AMS scope ambiguity 090,Operational,CTRL-MH-016,POL-MH-016,CISO,High,Likely,Open,CI-LEGACY-VM-075|CI-LEGACY-VM-075,VEN-MH-091|VEN-COLLIBRA,2026-07-30,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0090,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0091,PHI control evidence missing after migration 091,Compliance,CTRL-MH-017,POL-MH-017,CDAO,Medium,Possible,Mitigating,CI-LEGACY-VM-076|CI-LEGACY-VM-084,VEN-MH-092|VEN-MH-016,2026-07-31,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0091,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0092,Cloud run cost exceeds baseline 092,Financial,CTRL-MH-018,POL-MH-018,CTO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-077|CI-LEGACY-VM-093,VEN-MH-093|VEN-MH-021,2026-08-01,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0092,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0093,Integration backlog affects clinical continuity 093,Clinical Safety,CTRL-MH-019,POL-MH-019,CFO,High,Likely,Open,CI-LEGACY-VM-078|CI-LEGACY-VM-102,VEN-MH-094|VEN-MH-026,2026-08-02,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0093,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0094,CDAO stewardship capacity constraint 094,Sourcing,CTRL-MH-020,POL-MH-020,AI Governance Council,Medium,Possible,Mitigating,CI-LEGACY-VM-079|CI-LEGACY-VM-111,VEN-MH-095|VEN-MH-031,2026-08-03,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0094,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0095,BAA chain incomplete for AI workflow 095,Operational,CTRL-MH-021,POL-MH-021,CISO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-080|CI-LEGACY-VM-120,VEN-MH-096|VEN-MH-036,2026-08-04,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0095,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0096,AWS-hosted workload not modernized 096,Compliance,CTRL-MH-022,POL-MH-022,CDAO,High,Likely,Open,CI-LEGACY-VM-081|CI-LEGACY-VM-129,VEN-MH-097|VEN-MH-041,2026-08-05,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0096,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0097,Epic AMS transition knowledge gap 097,Financial,CTRL-MH-023,POL-MH-023,CTO,Medium,Possible,Mitigating,CI-LEGACY-VM-082|CI-SVC-138,VEN-MH-098|VEN-MH-046,2026-08-06,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0097,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0098,Data analytics AMS scope ambiguity 098,Clinical Safety,CTRL-MH-024,POL-MH-024,CFO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-083|CI-SVC-147,VEN-MH-099|VEN-MH-051,2026-08-07,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0098,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0099,PHI control evidence missing after migration 099,Sourcing,CTRL-MH-025,POL-MH-025,AI Governance Council,High,Likely,Open,CI-LEGACY-VM-084|CI-SVC-156,VEN-MH-100|VEN-MH-056,2026-08-08,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0099,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0100,Cloud run cost exceeds baseline 100,Operational,CTRL-MH-026,POL-MH-026,CISO,Medium,Possible,Mitigating,CI-LEGACY-VM-085|CI-SVC-165,VEN-MH-101|VEN-MH-061,2026-08-09,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0100,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0101,Integration backlog affects clinical continuity 101,Compliance,CTRL-MH-027,POL-MH-027,CDAO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-086|CI-SVC-174,VEN-MH-102|VEN-MH-066,2026-08-10,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0101,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0102,CDAO stewardship capacity constraint 102,Financial,CTRL-MH-028,POL-MH-028,CTO,High,Likely,Open,CI-LEGACY-VM-087|CI-SVC-183,VEN-MH-103|VEN-MH-071,2026-08-11,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0102,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0103,BAA chain incomplete for AI workflow 103,Clinical Safety,CTRL-MH-029,POL-MH-029,CFO,Medium,Possible,Mitigating,CI-LEGACY-VM-088|CI-SVC-192,VEN-MH-104|VEN-MH-076,2026-08-12,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0103,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0104,AWS-hosted workload not modernized 104,Sourcing,CTRL-MH-030,POL-MH-030,AI Governance Council,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-089|CI-SVC-201,VEN-MH-105|VEN-MH-081,2026-08-13,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0104,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0105,Epic AMS transition knowledge gap 105,Operational,CTRL-MH-031,POL-MH-031,CISO,High,Likely,Open,CI-LEGACY-VM-090|CI-SVC-210,VEN-MH-106|VEN-MH-086,2026-08-14,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0105,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0106,Data analytics AMS scope ambiguity 106,Compliance,CTRL-MH-032,POL-MH-032,CDAO,Medium,Possible,Mitigating,CI-LEGACY-VM-091|CI-SVC-219,VEN-MH-107|VEN-MH-091,2026-08-15,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0106,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0107,PHI control evidence missing after migration 107,Financial,CTRL-MH-033,POL-MH-033,CTO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-092|CI-APP-EPIC-MYCHART,VEN-MH-108|VEN-MH-096,2026-08-16,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0107,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0108,Cloud run cost exceeds baseline 108,Clinical Safety,CTRL-MH-034,POL-MH-034,CFO,High,Likely,Open,CI-LEGACY-VM-093|CI-DATA-COLLIBRA,VEN-MH-109|VEN-MH-101,2026-08-17,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0108,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0109,Integration backlog affects clinical continuity 109,Sourcing,CTRL-MH-035,POL-MH-035,AI Governance Council,Medium,Possible,Mitigating,CI-LEGACY-VM-094|CI-LEGACY-VM-006,VEN-MH-110|VEN-MH-106,2026-08-18,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0109,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0110,CDAO stewardship capacity constraint 110,Operational,CTRL-MH-036,POL-MH-036,CISO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-095|CI-LEGACY-VM-015,VEN-EPIC|VEN-EPIC,2026-08-19,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0110,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0111,BAA chain incomplete for AI workflow 111,Compliance,CTRL-MH-037,POL-MH-037,CDAO,High,Likely,Open,CI-LEGACY-VM-096|CI-LEGACY-VM-024,VEN-AMS-EPIC|VEN-WORKDAY,2026-08-20,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0111,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0112,AWS-hosted workload not modernized 112,Financial,CTRL-MH-038,POL-MH-038,CTO,Medium,Possible,Mitigating,CI-LEGACY-VM-097|CI-LEGACY-VM-033,VEN-AMS-DATA|VEN-COLLIBRA,2026-08-21,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0112,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0113,Epic AMS transition knowledge gap 113,Clinical Safety,CTRL-MH-039,POL-MH-039,CFO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-098|CI-LEGACY-VM-042,VEN-AWS|VEN-MH-016,2026-08-22,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0113,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0114,Data analytics AMS scope ambiguity 114,Sourcing,CTRL-MH-040,POL-MH-040,AI Governance Council,High,Likely,Open,CI-LEGACY-VM-099|CI-LEGACY-VM-051,VEN-ORACLE|VEN-MH-021,2026-08-23,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0114,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0115,PHI control evidence missing after migration 115,Operational,CTRL-MH-041,POL-MH-041,CISO,Medium,Possible,Mitigating,CI-LEGACY-VM-100|CI-LEGACY-VM-060,VEN-WORKDAY|VEN-MH-026,2026-08-24,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0115,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0116,Cloud run cost exceeds baseline 116,Compliance,CTRL-MH-042,POL-MH-042,CDAO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-101|CI-LEGACY-VM-069,VEN-SNOW|VEN-MH-031,2026-08-25,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0116,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0117,Integration backlog affects clinical continuity 117,Financial,CTRL-MH-043,POL-MH-043,CTO,High,Likely,Open,CI-LEGACY-VM-102|CI-LEGACY-VM-078,VEN-DATABRICKS|VEN-MH-036,2026-08-26,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0117,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0118,CDAO stewardship capacity constraint 118,Clinical Safety,CTRL-MH-044,POL-MH-044,CFO,Medium,Possible,Mitigating,CI-LEGACY-VM-103|CI-LEGACY-VM-087,VEN-MICROSOFT|VEN-MH-041,2026-08-27,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0118,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0119,BAA chain incomplete for AI workflow 119,Sourcing,CTRL-MH-045,POL-MH-045,AI Governance Council,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-104|CI-LEGACY-VM-096,VEN-RHAPSODY|VEN-MH-046,2026-08-28,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0119,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0120,AWS-hosted workload not modernized 120,Operational,CTRL-MH-046,POL-MH-046,CISO,High,Likely,Open,CI-LEGACY-VM-105|CI-LEGACY-VM-105,VEN-COLLIBRA|VEN-MH-051,2026-08-29,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0120,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0121,Epic AMS transition knowledge gap 121,Compliance,CTRL-MH-047,POL-MH-047,CDAO,Medium,Possible,Mitigating,CI-LEGACY-VM-106|CI-LEGACY-VM-114,VEN-CROWDSTRIKE|VEN-MH-056,2026-08-30,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0121,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0122,Data analytics AMS scope ambiguity 122,Financial,CTRL-MH-048,POL-MH-048,CTO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-107|CI-LEGACY-VM-123,VEN-MH-013|VEN-MH-061,2026-08-31,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0122,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0123,PHI control evidence missing after migration 123,Clinical Safety,CTRL-MH-049,POL-MH-049,CFO,High,Likely,Open,CI-LEGACY-VM-108|CI-SVC-132,VEN-MH-014|VEN-MH-066,2026-09-01,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0123,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0124,Cloud run cost exceeds baseline 124,Sourcing,CTRL-MH-050,POL-MH-050,AI Governance Council,Medium,Possible,Mitigating,CI-LEGACY-VM-109|CI-SVC-141,VEN-MH-015|VEN-MH-071,2026-09-02,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0124,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0125,Integration backlog affects clinical continuity 125,Operational,CTRL-MH-051,POL-MH-051,CISO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-110|CI-SVC-150,VEN-MH-016|VEN-MH-076,2026-09-03,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0125,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0126,CDAO stewardship capacity constraint 126,Compliance,CTRL-MH-052,POL-MH-052,CDAO,High,Likely,Open,CI-LEGACY-VM-111|CI-SVC-159,VEN-MH-017|VEN-MH-081,2026-09-04,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0126,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0127,BAA chain incomplete for AI workflow 127,Financial,CTRL-MH-053,POL-MH-053,CTO,Medium,Possible,Mitigating,CI-LEGACY-VM-112|CI-SVC-168,VEN-MH-018|VEN-MH-086,2026-09-05,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0127,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0128,AWS-hosted workload not modernized 128,Clinical Safety,CTRL-MH-054,POL-MH-054,CFO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-113|CI-SVC-177,VEN-MH-019|VEN-MH-091,2026-09-06,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0128,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0129,Epic AMS transition knowledge gap 129,Sourcing,CTRL-MH-055,POL-MH-055,AI Governance Council,High,Likely,Open,CI-LEGACY-VM-114|CI-SVC-186,VEN-MH-020|VEN-MH-096,2026-09-07,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0129,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0130,Data analytics AMS scope ambiguity 130,Operational,CTRL-MH-056,POL-MH-056,CISO,Medium,Possible,Mitigating,CI-LEGACY-VM-115|CI-SVC-195,VEN-MH-021|VEN-MH-101,2026-09-08,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0130,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0131,PHI control evidence missing after migration 131,Compliance,CTRL-MH-057,POL-MH-057,CDAO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-116|CI-SVC-204,VEN-MH-022|VEN-MH-106,2026-09-09,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0131,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0132,Cloud run cost exceeds baseline 132,Financial,CTRL-MH-058,POL-MH-058,CTO,High,Likely,Open,CI-LEGACY-VM-117|CI-SVC-213,VEN-MH-023|VEN-EPIC,2026-09-10,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0132,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0133,Integration backlog affects clinical continuity 133,Clinical Safety,CTRL-MH-059,POL-MH-059,CFO,Medium,Possible,Mitigating,CI-LEGACY-VM-118|CI-SVC-222,VEN-MH-024|VEN-WORKDAY,2026-09-11,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0133,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0134,CDAO stewardship capacity constraint 134,Sourcing,CTRL-MH-060,POL-MH-060,AI Governance Council,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-119|CI-INT-RHAPSODY,VEN-MH-025|VEN-COLLIBRA,2026-09-12,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0134,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0135,BAA chain incomplete for AI workflow 135,Operational,CTRL-MH-061,POL-MH-061,CISO,High,Likely,Open,CI-LEGACY-VM-120|CI-AWS-LANDING-ZONE,VEN-MH-026|VEN-MH-016,2026-09-13,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0135,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0136,AWS-hosted workload not modernized 136,Compliance,CTRL-MH-062,POL-MH-062,CDAO,Medium,Possible,Mitigating,CI-LEGACY-VM-121|CI-LEGACY-VM-009,VEN-MH-027|VEN-MH-021,2026-09-14,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0136,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0137,Epic AMS transition knowledge gap 137,Financial,CTRL-MH-063,POL-MH-063,CTO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-122|CI-LEGACY-VM-018,VEN-MH-028|VEN-MH-026,2026-09-15,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0137,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0138,Data analytics AMS scope ambiguity 138,Clinical Safety,CTRL-MH-064,POL-MH-064,CFO,High,Likely,Open,CI-LEGACY-VM-123|CI-LEGACY-VM-027,VEN-MH-029|VEN-MH-031,2026-09-16,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0138,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0139,PHI control evidence missing after migration 139,Sourcing,CTRL-MH-065,POL-MH-065,AI Governance Council,Medium,Possible,Mitigating,CI-LEGACY-VM-124|CI-LEGACY-VM-036,VEN-MH-030|VEN-MH-036,2026-09-17,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0139,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0140,Cloud run cost exceeds baseline 140,Operational,CTRL-MH-066,POL-MH-066,CISO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-125|CI-LEGACY-VM-045,VEN-MH-031|VEN-MH-041,2026-09-18,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0140,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0141,Integration backlog affects clinical continuity 141,Compliance,CTRL-MH-067,POL-MH-067,CDAO,High,Likely,Open,CI-LEGACY-VM-126|CI-LEGACY-VM-054,VEN-MH-032|VEN-MH-046,2026-09-19,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0141,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0142,CDAO stewardship capacity constraint 142,Financial,CTRL-MH-068,POL-MH-068,CTO,Medium,Possible,Mitigating,CI-LEGACY-VM-127|CI-LEGACY-VM-063,VEN-MH-033|VEN-MH-051,2026-09-20,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0142,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0143,BAA chain incomplete for AI workflow 143,Clinical Safety,CTRL-MH-069,POL-MH-069,CFO,Critical,Unlikely,Accepted with controls,CI-LEGACY-VM-128|CI-LEGACY-VM-072,VEN-MH-034|VEN-MH-056,2026-09-21,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0143,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0144,AWS-hosted workload not modernized 144,Sourcing,CTRL-MH-070,POL-MH-070,AI Governance Council,High,Likely,Open,CI-LEGACY-VM-129|CI-LEGACY-VM-081,VEN-MH-035|VEN-MH-061,2026-09-22,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0144,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0145,Epic AMS transition knowledge gap 145,Operational,CTRL-MH-071,POL-MH-071,CISO,Medium,Possible,Mitigating,CI-LEGACY-VM-130|CI-LEGACY-VM-090,VEN-MH-036|VEN-MH-066,2026-09-23,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0145,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0146,Data analytics AMS scope ambiguity 146,Compliance,CTRL-MH-072,POL-MH-072,CDAO,Critical,Unlikely,Accepted with controls,CI-SVC-131|CI-LEGACY-VM-099,VEN-MH-037|VEN-MH-071,2026-09-24,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0146,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0147,PHI control evidence missing after migration 147,Financial,CTRL-MH-073,POL-MH-073,CTO,High,Likely,Open,CI-SVC-132|CI-LEGACY-VM-108,VEN-MH-038|VEN-MH-076,2026-09-25,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0147,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0148,Cloud run cost exceeds baseline 148,Clinical Safety,CTRL-MH-074,POL-MH-074,CFO,Medium,Possible,Mitigating,CI-SVC-133|CI-LEGACY-VM-117,VEN-MH-039|VEN-MH-081,2026-09-26,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0148,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0149,Integration backlog affects clinical continuity 149,Sourcing,CTRL-MH-075,POL-MH-075,AI Governance Council,Critical,Unlikely,Accepted with controls,CI-SVC-134|CI-LEGACY-VM-126,VEN-MH-040|VEN-MH-086,2026-09-27,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0149,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0150,CDAO stewardship capacity constraint 150,Operational,CTRL-MH-001,POL-MH-001,CISO,High,Likely,Open,CI-SVC-135|CI-SVC-135,VEN-MH-041|VEN-MH-091,2026-09-28,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0150,Risk and Compliance,2026-06-04,0.83,true,
RISK-MH-0151,BAA chain incomplete for AI workflow 151,Compliance,CTRL-MH-002,POL-MH-002,CDAO,Medium,Possible,Mitigating,CI-SVC-136|CI-SVC-144,VEN-MH-042|VEN-MH-096,2026-09-29,"Control evidence, owner attestation, run-cost and continuity proof",Risk register,RISK-MH-0151,Risk and Compliance,2026-06-04,0.83,true,
