tenant_key,gap_key,dimension_key,record_key,gap_type,gap_description,blocked_decision,evidence_needed,confidence,active_candidate_status
first-capital-financial,FCF-GAP-00001,00_enterprise_profile,FCF-00-00001,missing_owner,model risk management requires evidence validation before active use.,Digital Banking Modernization,FCF-EVID-00001; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00176,01_business_functions,FCF-01-00152,missing_owner,cloud exit and resilience requires evidence validation before active use.,Cloud Resilience and Zero Trust,FCF-EVID-00752; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00177,01_business_functions,FCF-01-00153,missing_baseline,model risk management requires evidence validation before active use.,Branch Workforce Productivity,FCF-EVID-00753; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00178,01_business_functions,FCF-01-00154,missing_lineage,fair lending and bias requires evidence validation before active use.,Wealth Advisor Desktop Modernization,FCF-EVID-00754; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00179,01_business_functions,FCF-01-00155,missing_contract_evidence,explainability requires evidence validation before active use.,Model Risk and AI Governance,FCF-EVID-00755; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00180,01_business_functions,FCF-01-00156,missing_control_attestation,GLBA privacy requires evidence validation before active use.,Finance and GL Modernization,FCF-EVID-00756; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00181,01_business_functions,FCF-01-00157,missing_owner,PCI DSS requires evidence validation before active use.,Fraud alert triage copilot,FCF-EVID-00757; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00182,01_business_functions,FCF-01-00158,missing_baseline,data retention requires evidence validation before active use.,AML investigation summarization,FCF-EVID-00758; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00183,01_business_functions,FCF-01-00159,missing_lineage,access controls requires evidence validation before active use.,Contact center agent assist,FCF-EVID-00759; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00184,01_business_functions,FCF-01-00160,missing_contract_evidence,audit logging requires evidence validation before active use.,Personalized digital banking insights,FCF-EVID-00760; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00185,01_business_functions,FCF-01-00161,missing_control_attestation,customer consent requires evidence validation before active use.,Loan document intake automation,FCF-EVID-00761; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00186,01_business_functions,FCF-01-00162,missing_owner,regulatory reporting accuracy requires evidence validation before active use.,Regulatory change impact analyzer,FCF-EVID-00762; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00187,01_business_functions,FCF-01-00163,missing_baseline,operational resilience requires evidence validation before active use.,Wealth advisor research assistant,FCF-EVID-00763; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00188,01_business_functions,FCF-01-00164,missing_lineage,third-party risk requires evidence validation before active use.,Collections prioritization assistant,FCF-EVID-00764; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00189,01_business_functions,FCF-01-00165,missing_contract_evidence,cyber risk requires evidence validation before active use.,Branch workforce knowledge assistant,FCF-EVID-00765; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00190,01_business_functions,FCF-01-00166,missing_control_attestation,fraud loss requires evidence validation before active use.,IT incident and change-risk copilot,FCF-EVID-00766; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00191,01_business_functions,FCF-01-00167,missing_owner,vendor concentration requires evidence validation before active use.,Model risk documentation assistant,FCF-EVID-00767; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00192,01_business_functions,FCF-01-00168,missing_baseline,cloud exit and resilience requires evidence validation before active use.,Finance close anomaly detection,FCF-EVID-00768; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00193,01_business_functions,FCF-01-00169,missing_lineage,model risk management requires evidence validation before active use.,Digital Banking Modernization,FCF-EVID-00769; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00194,01_business_functions,FCF-01-00170,missing_contract_evidence,fair lending and bias requires evidence validation before active use.,Payments Platform Resilience,FCF-EVID-00770; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00195,01_business_functions,FCF-01-00171,missing_control_attestation,explainability requires evidence validation before active use.,Fraud and Financial Crimes Transformation,FCF-EVID-00771; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00196,01_business_functions,FCF-01-00172,missing_owner,GLBA privacy requires evidence validation before active use.,Core Banking Simplification,FCF-EVID-00772; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00197,01_business_functions,FCF-01-00173,missing_baseline,PCI DSS requires evidence validation before active use.,Data Governance and Lakehouse Foundation,FCF-EVID-00773; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00198,01_business_functions,FCF-01-00174,missing_lineage,data retention requires evidence validation before active use.,Regulatory Reporting Automation,FCF-EVID-00774; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00199,01_business_functions,FCF-01-00175,missing_contract_evidence,access controls requires evidence validation before active use.,Contact Center Experience Transformation,FCF-EVID-00775; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00200,01_business_functions,FCF-01-00176,missing_control_attestation,audit logging requires evidence validation before active use.,Cloud Resilience and Zero Trust,FCF-EVID-00776; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00201,01_business_functions,FCF-01-00177,missing_owner,customer consent requires evidence validation before active use.,Branch Workforce Productivity,FCF-EVID-00777; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00202,01_business_functions,FCF-01-00178,missing_baseline,regulatory reporting accuracy requires evidence validation before active use.,Wealth Advisor Desktop Modernization,FCF-EVID-00778; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00203,01_business_functions,FCF-01-00179,missing_lineage,operational resilience requires evidence validation before active use.,Model Risk and AI Governance,FCF-EVID-00779; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00204,01_business_functions,FCF-01-00180,missing_contract_evidence,third-party risk requires evidence validation before active use.,Finance and GL Modernization,FCF-EVID-00780; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00205,01_business_functions,FCF-01-00181,missing_control_attestation,cyber risk requires evidence validation before active use.,Fraud alert triage copilot,FCF-EVID-00781; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00206,01_business_functions,FCF-01-00182,missing_owner,fraud loss requires evidence validation before active use.,AML investigation summarization,FCF-EVID-00782; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00207,01_business_functions,FCF-01-00183,missing_baseline,vendor concentration requires evidence validation before active use.,Contact center agent assist,FCF-EVID-00783; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00208,01_business_functions,FCF-01-00184,missing_lineage,cloud exit and resilience requires evidence validation before active use.,Personalized digital banking insights,FCF-EVID-00784; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00209,01_business_functions,FCF-01-00185,missing_contract_evidence,model risk management requires evidence validation before active use.,Loan document intake automation,FCF-EVID-00785; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00210,01_business_functions,FCF-01-00186,missing_control_attestation,fair lending and bias requires evidence validation before active use.,Regulatory change impact analyzer,FCF-EVID-00786; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00211,01_business_functions,FCF-01-00187,missing_owner,explainability requires evidence validation before active use.,Wealth advisor research assistant,FCF-EVID-00787; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00212,01_business_functions,FCF-01-00188,missing_baseline,GLBA privacy requires evidence validation before active use.,Collections prioritization assistant,FCF-EVID-00788; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00213,01_business_functions,FCF-01-00189,missing_lineage,PCI DSS requires evidence validation before active use.,Branch workforce knowledge assistant,FCF-EVID-00789; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00214,01_business_functions,FCF-01-00190,missing_contract_evidence,data retention requires evidence validation before active use.,IT incident and change-risk copilot,FCF-EVID-00790; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00215,01_business_functions,FCF-01-00191,missing_control_attestation,access controls requires evidence validation before active use.,Model risk documentation assistant,FCF-EVID-00791; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00216,01_business_functions,FCF-01-00192,missing_owner,audit logging requires evidence validation before active use.,Finance close anomaly detection,FCF-EVID-00792; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00217,01_business_functions,FCF-01-00193,missing_baseline,customer consent requires evidence validation before active use.,Digital Banking Modernization,FCF-EVID-00793; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00218,01_business_functions,FCF-01-00194,missing_lineage,regulatory reporting accuracy requires evidence validation before active use.,Payments Platform Resilience,FCF-EVID-00794; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00219,01_business_functions,FCF-01-00195,missing_contract_evidence,operational resilience requires evidence validation before active use.,Fraud and Financial Crimes Transformation,FCF-EVID-00795; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00220,01_business_functions,FCF-01-00196,missing_control_attestation,third-party risk requires evidence validation before active use.,Core Banking Simplification,FCF-EVID-00796; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00221,01_business_functions,FCF-01-00197,missing_owner,cyber risk requires evidence validation before active use.,Data Governance and Lakehouse Foundation,FCF-EVID-00797; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00222,01_business_functions,FCF-01-00198,missing_baseline,fraud loss requires evidence validation before active use.,Regulatory Reporting Automation,FCF-EVID-00798; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00223,01_business_functions,FCF-01-00199,missing_lineage,vendor concentration requires evidence validation before active use.,Contact Center Experience Transformation,FCF-EVID-00799; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00224,01_business_functions,FCF-01-00200,missing_contract_evidence,cloud exit and resilience requires evidence validation before active use.,Cloud Resilience and Zero Trust,FCF-EVID-00800; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00225,01_business_functions,FCF-01-00201,missing_control_attestation,model risk management requires evidence validation before active use.,Branch Workforce Productivity,FCF-EVID-00801; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00226,01_business_functions,FCF-01-00202,missing_owner,fair lending and bias requires evidence validation before active use.,Wealth Advisor Desktop Modernization,FCF-EVID-00802; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00227,01_business_functions,FCF-01-00203,missing_baseline,explainability requires evidence validation before active use.,Model Risk and AI Governance,FCF-EVID-00803; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00228,01_business_functions,FCF-01-00204,missing_lineage,GLBA privacy requires evidence validation before active use.,Finance and GL Modernization,FCF-EVID-00804; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00229,01_business_functions,FCF-01-00205,missing_contract_evidence,PCI DSS requires evidence validation before active use.,Fraud alert triage copilot,FCF-EVID-00805; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00230,01_business_functions,FCF-01-00206,missing_control_attestation,data retention requires evidence validation before active use.,AML investigation summarization,FCF-EVID-00806; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00231,01_business_functions,FCF-01-00207,missing_owner,access controls requires evidence validation before active use.,Contact center agent assist,FCF-EVID-00807; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00232,01_business_functions,FCF-01-00208,missing_baseline,audit logging requires evidence validation before active use.,Personalized digital banking insights,FCF-EVID-00808; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00233,01_business_functions,FCF-01-00209,missing_lineage,customer consent requires evidence validation before active use.,Loan document intake automation,FCF-EVID-00809; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00234,01_business_functions,FCF-01-00210,missing_contract_evidence,regulatory reporting accuracy requires evidence validation before active use.,Regulatory change impact analyzer,FCF-EVID-00810; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00235,01_business_functions,FCF-01-00211,missing_control_attestation,operational resilience requires evidence validation before active use.,Wealth advisor research assistant,FCF-EVID-00811; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00236,01_business_functions,FCF-01-00212,missing_owner,third-party risk requires evidence validation before active use.,Collections prioritization assistant,FCF-EVID-00812; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00237,01_business_functions,FCF-01-00213,missing_baseline,cyber risk requires evidence validation before active use.,Branch workforce knowledge assistant,FCF-EVID-00813; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00238,01_business_functions,FCF-01-00214,missing_lineage,fraud loss requires evidence validation before active use.,IT incident and change-risk copilot,FCF-EVID-00814; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00239,01_business_functions,FCF-01-00215,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Model risk documentation assistant,FCF-EVID-00815; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00240,01_business_functions,FCF-01-00216,missing_control_attestation,cloud exit and resilience requires evidence validation before active use.,Finance close anomaly detection,FCF-EVID-00816; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00241,01_business_functions,FCF-01-00217,missing_owner,model risk management requires evidence validation before active use.,Digital Banking Modernization,FCF-EVID-00817; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00242,01_business_functions,FCF-01-00218,missing_baseline,fair lending and bias requires evidence validation before active use.,Payments Platform Resilience,FCF-EVID-00818; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00243,01_business_functions,FCF-01-00219,missing_lineage,explainability requires evidence validation before active use.,Fraud and Financial Crimes Transformation,FCF-EVID-00819; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00244,01_business_functions,FCF-01-00220,missing_contract_evidence,GLBA privacy requires evidence validation before active use.,Core Banking Simplification,FCF-EVID-00820; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00245,01_business_functions,FCF-01-00221,missing_control_attestation,PCI DSS requires evidence validation before active use.,Data Governance and Lakehouse Foundation,FCF-EVID-00821; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00246,01_business_functions,FCF-01-00222,missing_owner,data retention requires evidence validation before active use.,Regulatory Reporting Automation,FCF-EVID-00822; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00247,01_business_functions,FCF-01-00223,missing_baseline,access controls requires evidence validation before active use.,Contact Center Experience Transformation,FCF-EVID-00823; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00248,01_business_functions,FCF-01-00224,missing_lineage,audit logging requires evidence validation before active use.,Cloud Resilience and Zero Trust,FCF-EVID-00824; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00249,01_business_functions,FCF-01-00225,missing_contract_evidence,customer consent requires evidence validation before active use.,Branch Workforce Productivity,FCF-EVID-00825; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00250,01_business_functions,FCF-01-00226,missing_control_attestation,regulatory reporting accuracy requires evidence validation before active use.,Wealth Advisor Desktop Modernization,FCF-EVID-00826; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00251,01_business_functions,FCF-01-00227,missing_owner,operational resilience requires evidence validation before active use.,Model Risk and AI Governance,FCF-EVID-00827; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00252,01_business_functions,FCF-01-00228,missing_baseline,third-party risk requires evidence validation before active use.,Finance and GL Modernization,FCF-EVID-00828; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00253,01_business_functions,FCF-01-00229,missing_lineage,cyber risk requires evidence validation before active use.,Fraud alert triage copilot,FCF-EVID-00829; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00254,01_business_functions,FCF-01-00230,missing_contract_evidence,fraud loss requires evidence validation before active use.,AML investigation summarization,FCF-EVID-00830; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00255,01_business_functions,FCF-01-00231,missing_control_attestation,vendor concentration requires evidence validation before active use.,Contact center agent assist,FCF-EVID-00831; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00256,01_business_functions,FCF-01-00232,missing_owner,cloud exit and resilience requires evidence validation before active use.,Personalized digital banking insights,FCF-EVID-00832; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00257,01_business_functions,FCF-01-00233,missing_baseline,model risk management requires evidence validation before active use.,Loan document intake automation,FCF-EVID-00833; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00258,01_business_functions,FCF-01-00234,missing_lineage,fair lending and bias requires evidence validation before active use.,Regulatory change impact analyzer,FCF-EVID-00834; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00259,01_business_functions,FCF-01-00235,missing_contract_evidence,explainability requires evidence validation before active use.,Wealth advisor research assistant,FCF-EVID-00835; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00260,01_business_functions,FCF-01-00236,missing_control_attestation,GLBA privacy requires evidence validation before active use.,Collections prioritization assistant,FCF-EVID-00836; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00261,01_business_functions,FCF-01-00237,missing_owner,PCI DSS requires evidence validation before active use.,Branch workforce knowledge assistant,FCF-EVID-00837; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00262,01_business_functions,FCF-01-00238,missing_baseline,data retention requires evidence validation before active use.,IT incident and change-risk copilot,FCF-EVID-00838; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00263,01_business_functions,FCF-01-00239,missing_lineage,access controls requires evidence validation before active use.,Model risk documentation assistant,FCF-EVID-00839; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00264,01_business_functions,FCF-01-00240,missing_contract_evidence,audit logging requires evidence validation before active use.,Finance close anomaly detection,FCF-EVID-00840; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00265,01_business_functions,FCF-01-00241,missing_control_attestation,customer consent requires evidence validation before active use.,Digital Banking Modernization,FCF-EVID-00841; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00266,01_business_functions,FCF-01-00242,missing_owner,regulatory reporting accuracy requires evidence validation before active use.,Payments Platform Resilience,FCF-EVID-00842; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00267,01_business_functions,FCF-01-00243,missing_baseline,operational resilience requires evidence validation before active use.,Fraud and Financial Crimes Transformation,FCF-EVID-00843; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00268,01_business_functions,FCF-01-00244,missing_lineage,third-party risk requires evidence validation before active use.,Core Banking Simplification,FCF-EVID-00844; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00269,01_business_functions,FCF-01-00245,missing_contract_evidence,cyber risk requires evidence validation before active use.,Data Governance and Lakehouse Foundation,FCF-EVID-00845; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00270,01_business_functions,FCF-01-00246,missing_control_attestation,fraud loss requires evidence validation before active use.,Regulatory Reporting Automation,FCF-EVID-00846; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00271,01_business_functions,FCF-01-00247,missing_owner,vendor concentration requires evidence validation before active use.,Contact Center Experience Transformation,FCF-EVID-00847; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00272,01_business_functions,FCF-01-00248,missing_baseline,cloud exit and resilience requires evidence validation before active use.,Cloud Resilience and Zero Trust,FCF-EVID-00848; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00273,01_business_functions,FCF-01-00249,missing_lineage,model risk management requires evidence validation before active use.,Branch Workforce Productivity,FCF-EVID-00849; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00274,01_business_functions,FCF-01-00250,missing_contract_evidence,fair lending and bias requires evidence validation before active use.,Wealth Advisor Desktop Modernization,FCF-EVID-00850; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00275,01_business_functions,FCF-01-00251,missing_control_attestation,explainability requires evidence validation before active use.,Model Risk and AI Governance,FCF-EVID-00851; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00276,01_business_functions,FCF-01-00252,missing_owner,GLBA privacy requires evidence validation before active use.,Finance and GL Modernization,FCF-EVID-00852; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00277,01_business_functions,FCF-01-00253,missing_baseline,PCI DSS requires evidence validation before active use.,Fraud alert triage copilot,FCF-EVID-00853; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00278,01_business_functions,FCF-01-00254,missing_lineage,data retention requires evidence validation before active use.,AML investigation summarization,FCF-EVID-00854; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00279,01_business_functions,FCF-01-00255,missing_contract_evidence,access controls requires evidence validation before active use.,Contact center agent assist,FCF-EVID-00855; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00280,01_business_functions,FCF-01-00256,missing_control_attestation,audit logging requires evidence validation before active use.,Personalized digital banking insights,FCF-EVID-00856; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00281,01_business_functions,FCF-01-00257,missing_owner,customer consent requires evidence validation before active use.,Loan document intake automation,FCF-EVID-00857; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00282,01_business_functions,FCF-01-00258,missing_baseline,regulatory reporting accuracy requires evidence validation before active use.,Regulatory change impact analyzer,FCF-EVID-00858; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00283,01_business_functions,FCF-01-00259,missing_lineage,operational resilience requires evidence validation before active use.,Wealth advisor research assistant,FCF-EVID-00859; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00284,01_business_functions,FCF-01-00260,missing_contract_evidence,third-party risk requires evidence validation before active use.,Collections prioritization assistant,FCF-EVID-00860; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00285,01_business_functions,FCF-01-00261,missing_control_attestation,cyber risk requires evidence validation before active use.,Branch workforce knowledge assistant,FCF-EVID-00861; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00286,01_business_functions,FCF-01-00262,missing_owner,fraud loss requires evidence validation before active use.,IT incident and change-risk copilot,FCF-EVID-00862; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00287,01_business_functions,FCF-01-00263,missing_baseline,vendor concentration requires evidence validation before active use.,Model risk documentation assistant,FCF-EVID-00863; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00288,01_business_functions,FCF-01-00264,missing_lineage,cloud exit and resilience requires evidence validation before active use.,Finance close anomaly detection,FCF-EVID-00864; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00289,01_business_functions,FCF-01-00265,missing_contract_evidence,model risk management requires evidence validation before active use.,Digital Banking Modernization,FCF-EVID-00865; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00290,01_business_functions,FCF-01-00266,missing_control_attestation,fair lending and bias requires evidence validation before active use.,Payments Platform Resilience,FCF-EVID-00866; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00291,01_business_functions,FCF-01-00267,missing_owner,explainability requires evidence validation before active use.,Fraud and Financial Crimes Transformation,FCF-EVID-00867; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00292,01_business_functions,FCF-01-00268,missing_baseline,GLBA privacy requires evidence validation before active use.,Core Banking Simplification,FCF-EVID-00868; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00293,01_business_functions,FCF-01-00269,missing_lineage,PCI DSS requires evidence validation before active use.,Data Governance and Lakehouse Foundation,FCF-EVID-00869; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00294,01_business_functions,FCF-01-00270,missing_contract_evidence,data retention requires evidence validation before active use.,Regulatory Reporting Automation,FCF-EVID-00870; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00295,01_business_functions,FCF-01-00271,missing_control_attestation,access controls requires evidence validation before active use.,Contact Center Experience Transformation,FCF-EVID-00871; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00296,01_business_functions,FCF-01-00272,missing_owner,audit logging requires evidence validation before active use.,Cloud Resilience and Zero Trust,FCF-EVID-00872; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00297,01_business_functions,FCF-01-00273,missing_baseline,customer consent requires evidence validation before active use.,Branch Workforce Productivity,FCF-EVID-00873; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00298,01_business_functions,FCF-01-00274,missing_lineage,regulatory reporting accuracy requires evidence validation before active use.,Wealth Advisor Desktop Modernization,FCF-EVID-00874; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00299,01_business_functions,FCF-01-00275,missing_contract_evidence,operational resilience requires evidence validation before active use.,Model Risk and AI Governance,FCF-EVID-00875; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00300,01_business_functions,FCF-01-00276,missing_control_attestation,third-party risk requires evidence validation before active use.,Finance and GL Modernization,FCF-EVID-00876; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00301,01_business_functions,FCF-01-00277,missing_owner,cyber risk requires evidence validation before active use.,Fraud alert triage copilot,FCF-EVID-00877; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00302,01_business_functions,FCF-01-00278,missing_baseline,fraud loss requires evidence validation before active use.,AML investigation summarization,FCF-EVID-00878; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00303,01_business_functions,FCF-01-00279,missing_lineage,vendor concentration requires evidence validation before active use.,Contact center agent assist,FCF-EVID-00879; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00304,01_business_functions,FCF-01-00280,missing_contract_evidence,cloud exit and resilience requires evidence validation before active use.,Personalized digital banking insights,FCF-EVID-00880; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00305,01_business_functions,FCF-01-00281,missing_control_attestation,model risk management requires evidence validation before active use.,Loan document intake automation,FCF-EVID-00881; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00306,01_business_functions,FCF-01-00282,missing_owner,fair lending and bias requires evidence validation before active use.,Regulatory change impact analyzer,FCF-EVID-00882; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00307,01_business_functions,FCF-01-00283,missing_baseline,explainability requires evidence validation before active use.,Wealth advisor research assistant,FCF-EVID-00883; source file; owner; baseline; control status,medium,candidate
first-capital-financial,FCF-GAP-00308,01_business_functions,FCF-01-00284,missing_lineage,GLBA privacy requires evidence validation before active use.,Collections prioritization assistant,FCF-EVID-00884; source file; owner; baseline; control status,medium,candidate
