tenant_key,edge_key,from_node_key,to_node_key,relationship_type,evidence_id,confidence,active_candidate_status,graph_boundary
first-capital-financial,FCF-EDGE-00511,FCF-NODE-00511,FCF-NODE-00548,supports,FCF-EVID-01387,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00512,FCF-NODE-00512,FCF-NODE-00549,depends_on,FCF-EVID-01388,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00513,FCF-NODE-00513,FCF-NODE-00550,feeds,FCF-EVID-01389,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00514,FCF-NODE-00514,FCF-NODE-00551,owned_by,FCF-EVID-01390,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00515,FCF-NODE-00515,FCF-NODE-00552,funded_by,FCF-EVID-01391,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00516,FCF-NODE-00516,FCF-NODE-00553,blocked_by,FCF-EVID-01392,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00517,FCF-NODE-00517,FCF-NODE-00554,governed_by,FCF-EVID-01393,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00518,FCF-NODE-00518,FCF-NODE-00555,supports,FCF-EVID-01394,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00519,FCF-NODE-00519,FCF-NODE-00556,depends_on,FCF-EVID-01395,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00520,FCF-NODE-00520,FCF-NODE-00557,feeds,FCF-EVID-01396,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00521,FCF-NODE-00521,FCF-NODE-00558,owned_by,FCF-EVID-01397,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00522,FCF-NODE-00522,FCF-NODE-00559,funded_by,FCF-EVID-01398,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00523,FCF-NODE-00523,FCF-NODE-00560,blocked_by,FCF-EVID-01399,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00524,FCF-NODE-00524,FCF-NODE-00561,governed_by,FCF-EVID-01400,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00525,FCF-NODE-00525,FCF-NODE-00562,supports,FCF-EVID-01401,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00526,FCF-NODE-00526,FCF-NODE-00563,depends_on,FCF-EVID-01402,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00527,FCF-NODE-00527,FCF-NODE-00564,feeds,FCF-EVID-01403,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00528,FCF-NODE-00528,FCF-NODE-00565,owned_by,FCF-EVID-01404,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00529,FCF-NODE-00529,FCF-NODE-00566,funded_by,FCF-EVID-01405,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00530,FCF-NODE-00530,FCF-NODE-00567,blocked_by,FCF-EVID-01406,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00531,FCF-NODE-00531,FCF-NODE-00568,governed_by,FCF-EVID-01407,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00532,FCF-NODE-00532,FCF-NODE-00569,supports,FCF-EVID-01408,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00533,FCF-NODE-00533,FCF-NODE-00570,depends_on,FCF-EVID-01409,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00534,FCF-NODE-00534,FCF-NODE-00571,feeds,FCF-EVID-01410,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00535,FCF-NODE-00535,FCF-NODE-00572,owned_by,FCF-EVID-01411,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00536,FCF-NODE-00536,FCF-NODE-00573,funded_by,FCF-EVID-01412,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00537,FCF-NODE-00537,FCF-NODE-00574,blocked_by,FCF-EVID-01413,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00538,FCF-NODE-00538,FCF-NODE-00575,governed_by,FCF-EVID-01414,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00539,FCF-NODE-00539,FCF-NODE-00576,supports,FCF-EVID-01415,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00540,FCF-NODE-00540,FCF-NODE-00577,depends_on,FCF-EVID-01416,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00541,FCF-NODE-00541,FCF-NODE-00578,feeds,FCF-EVID-01417,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00542,FCF-NODE-00542,FCF-NODE-00579,owned_by,FCF-EVID-01418,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00543,FCF-NODE-00543,FCF-NODE-00580,funded_by,FCF-EVID-01419,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00544,FCF-NODE-00544,FCF-NODE-00581,blocked_by,FCF-EVID-01420,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00545,FCF-NODE-00545,FCF-NODE-00582,governed_by,FCF-EVID-01421,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00546,FCF-NODE-00546,FCF-NODE-00583,supports,FCF-EVID-01422,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00547,FCF-NODE-00547,FCF-NODE-00584,depends_on,FCF-EVID-01423,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00548,FCF-NODE-00548,FCF-NODE-00585,feeds,FCF-EVID-01424,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00549,FCF-NODE-00549,FCF-NODE-00586,owned_by,FCF-EVID-01425,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00550,FCF-NODE-00550,FCF-NODE-00587,funded_by,FCF-EVID-01426,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00551,FCF-NODE-00551,FCF-NODE-00588,blocked_by,FCF-EVID-01427,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00552,FCF-NODE-00552,FCF-NODE-00589,governed_by,FCF-EVID-01428,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00553,FCF-NODE-00553,FCF-NODE-00590,supports,FCF-EVID-01429,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00554,FCF-NODE-00554,FCF-NODE-00591,depends_on,FCF-EVID-01430,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00555,FCF-NODE-00555,FCF-NODE-00592,feeds,FCF-EVID-01431,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00556,FCF-NODE-00556,FCF-NODE-00593,owned_by,FCF-EVID-01432,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00557,FCF-NODE-00557,FCF-NODE-00594,funded_by,FCF-EVID-01433,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00558,FCF-NODE-00558,FCF-NODE-00595,blocked_by,FCF-EVID-01434,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00559,FCF-NODE-00559,FCF-NODE-00596,governed_by,FCF-EVID-01435,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00560,FCF-NODE-00560,FCF-NODE-00597,supports,FCF-EVID-01436,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00561,FCF-NODE-00561,FCF-NODE-00598,depends_on,FCF-EVID-01437,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00562,FCF-NODE-00562,FCF-NODE-00599,feeds,FCF-EVID-01438,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00563,FCF-NODE-00563,FCF-NODE-00600,owned_by,FCF-EVID-01439,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00564,FCF-NODE-00564,FCF-NODE-00601,funded_by,FCF-EVID-01440,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00565,FCF-NODE-00565,FCF-NODE-00602,blocked_by,FCF-EVID-01441,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00566,FCF-NODE-00566,FCF-NODE-00603,governed_by,FCF-EVID-01442,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00567,FCF-NODE-00567,FCF-NODE-00604,supports,FCF-EVID-01443,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00568,FCF-NODE-00568,FCF-NODE-00605,depends_on,FCF-EVID-01444,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00569,FCF-NODE-00569,FCF-NODE-00606,feeds,FCF-EVID-01445,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00570,FCF-NODE-00570,FCF-NODE-00607,owned_by,FCF-EVID-01446,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00571,FCF-NODE-00571,FCF-NODE-00608,funded_by,FCF-EVID-01447,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00572,FCF-NODE-00572,FCF-NODE-00609,blocked_by,FCF-EVID-01448,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00573,FCF-NODE-00573,FCF-NODE-00610,governed_by,FCF-EVID-01449,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00574,FCF-NODE-00574,FCF-NODE-00611,supports,FCF-EVID-01450,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00575,FCF-NODE-00575,FCF-NODE-00612,depends_on,FCF-EVID-01451,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00576,FCF-NODE-00576,FCF-NODE-00613,feeds,FCF-EVID-01452,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00577,FCF-NODE-00577,FCF-NODE-00614,owned_by,FCF-EVID-01453,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00578,FCF-NODE-00578,FCF-NODE-00615,funded_by,FCF-EVID-01454,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00579,FCF-NODE-00579,FCF-NODE-00616,blocked_by,FCF-EVID-01455,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00580,FCF-NODE-00580,FCF-NODE-00617,governed_by,FCF-EVID-01456,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00581,FCF-NODE-00581,FCF-NODE-00618,supports,FCF-EVID-01457,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00582,FCF-NODE-00582,FCF-NODE-00619,depends_on,FCF-EVID-01458,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00583,FCF-NODE-00583,FCF-NODE-00620,feeds,FCF-EVID-01459,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00584,FCF-NODE-00584,FCF-NODE-00621,owned_by,FCF-EVID-01460,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00585,FCF-NODE-00585,FCF-NODE-00622,funded_by,FCF-EVID-01801,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00586,FCF-NODE-00586,FCF-NODE-00623,blocked_by,FCF-EVID-01802,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00587,FCF-NODE-00587,FCF-NODE-00624,governed_by,FCF-EVID-01803,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00588,FCF-NODE-00588,FCF-NODE-00625,supports,FCF-EVID-01804,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00589,FCF-NODE-00589,FCF-NODE-00626,depends_on,FCF-EVID-01805,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00590,FCF-NODE-00590,FCF-NODE-00627,feeds,FCF-EVID-01806,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00591,FCF-NODE-00591,FCF-NODE-00628,owned_by,FCF-EVID-01807,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00592,FCF-NODE-00592,FCF-NODE-00629,funded_by,FCF-EVID-01808,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00593,FCF-NODE-00593,FCF-NODE-00630,blocked_by,FCF-EVID-01809,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00594,FCF-NODE-00594,FCF-NODE-00631,governed_by,FCF-EVID-01810,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00595,FCF-NODE-00595,FCF-NODE-00632,supports,FCF-EVID-01811,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00596,FCF-NODE-00596,FCF-NODE-00633,depends_on,FCF-EVID-01812,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00597,FCF-NODE-00597,FCF-NODE-00634,feeds,FCF-EVID-01813,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00598,FCF-NODE-00598,FCF-NODE-00635,owned_by,FCF-EVID-01814,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00599,FCF-NODE-00599,FCF-NODE-00636,funded_by,FCF-EVID-01815,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00600,FCF-NODE-00600,FCF-NODE-00637,blocked_by,FCF-EVID-01816,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00601,FCF-NODE-00601,FCF-NODE-00638,governed_by,FCF-EVID-01817,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00602,FCF-NODE-00602,FCF-NODE-00639,supports,FCF-EVID-01818,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00603,FCF-NODE-00603,FCF-NODE-00640,depends_on,FCF-EVID-01819,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00604,FCF-NODE-00604,FCF-NODE-00641,feeds,FCF-EVID-01820,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00605,FCF-NODE-00605,FCF-NODE-00642,owned_by,FCF-EVID-01821,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00606,FCF-NODE-00606,FCF-NODE-00643,funded_by,FCF-EVID-01822,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00607,FCF-NODE-00607,FCF-NODE-00644,blocked_by,FCF-EVID-01823,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00608,FCF-NODE-00608,FCF-NODE-00645,governed_by,FCF-EVID-01824,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00609,FCF-NODE-00609,FCF-NODE-00646,supports,FCF-EVID-01825,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00610,FCF-NODE-00610,FCF-NODE-00647,depends_on,FCF-EVID-01826,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00611,FCF-NODE-00611,FCF-NODE-00648,feeds,FCF-EVID-01827,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00612,FCF-NODE-00612,FCF-NODE-00649,owned_by,FCF-EVID-01828,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00613,FCF-NODE-00613,FCF-NODE-00650,funded_by,FCF-EVID-01829,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00614,FCF-NODE-00614,FCF-NODE-00651,blocked_by,FCF-EVID-01830,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00615,FCF-NODE-00615,FCF-NODE-00652,governed_by,FCF-EVID-01831,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00616,FCF-NODE-00616,FCF-NODE-00653,supports,FCF-EVID-01832,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00617,FCF-NODE-00617,FCF-NODE-00654,depends_on,FCF-EVID-01833,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00618,FCF-NODE-00618,FCF-NODE-00655,feeds,FCF-EVID-01834,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00619,FCF-NODE-00619,FCF-NODE-00656,owned_by,FCF-EVID-01835,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00620,FCF-NODE-00620,FCF-NODE-00657,funded_by,FCF-EVID-01836,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00621,FCF-NODE-00621,FCF-NODE-00658,blocked_by,FCF-EVID-01837,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00622,FCF-NODE-00622,FCF-NODE-00659,governed_by,FCF-EVID-01838,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00623,FCF-NODE-00623,FCF-NODE-00660,supports,FCF-EVID-01839,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00624,FCF-NODE-00624,FCF-NODE-00661,depends_on,FCF-EVID-01840,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00625,FCF-NODE-00625,FCF-NODE-00662,feeds,FCF-EVID-01841,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00626,FCF-NODE-00626,FCF-NODE-00663,owned_by,FCF-EVID-01842,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00627,FCF-NODE-00627,FCF-NODE-00664,funded_by,FCF-EVID-01843,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00628,FCF-NODE-00628,FCF-NODE-00665,blocked_by,FCF-EVID-01844,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00629,FCF-NODE-00629,FCF-NODE-00666,governed_by,FCF-EVID-01845,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00630,FCF-NODE-00630,FCF-NODE-00667,supports,FCF-EVID-01846,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00631,FCF-NODE-00631,FCF-NODE-00668,depends_on,FCF-EVID-01847,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00632,FCF-NODE-00632,FCF-NODE-00669,feeds,FCF-EVID-01848,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00633,FCF-NODE-00633,FCF-NODE-00670,owned_by,FCF-EVID-01849,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00634,FCF-NODE-00634,FCF-NODE-00671,funded_by,FCF-EVID-01850,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00635,FCF-NODE-00635,FCF-NODE-00672,blocked_by,FCF-EVID-01851,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00636,FCF-NODE-00636,FCF-NODE-00673,governed_by,FCF-EVID-01852,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00637,FCF-NODE-00637,FCF-NODE-00674,supports,FCF-EVID-01853,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00638,FCF-NODE-00638,FCF-NODE-00675,depends_on,FCF-EVID-01854,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00639,FCF-NODE-00639,FCF-NODE-00676,feeds,FCF-EVID-01855,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00640,FCF-NODE-00640,FCF-NODE-00677,owned_by,FCF-EVID-01856,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00641,FCF-NODE-00641,FCF-NODE-00678,funded_by,FCF-EVID-01857,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00642,FCF-NODE-00642,FCF-NODE-00679,blocked_by,FCF-EVID-01858,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00643,FCF-NODE-00643,FCF-NODE-00680,governed_by,FCF-EVID-01859,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00644,FCF-NODE-00644,FCF-NODE-00681,supports,FCF-EVID-01860,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00645,FCF-NODE-00645,FCF-NODE-00682,depends_on,FCF-EVID-01861,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00646,FCF-NODE-00646,FCF-NODE-00683,feeds,FCF-EVID-01862,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00647,FCF-NODE-00647,FCF-NODE-00684,owned_by,FCF-EVID-01863,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00648,FCF-NODE-00648,FCF-NODE-00685,funded_by,FCF-EVID-01864,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00649,FCF-NODE-00649,FCF-NODE-00686,blocked_by,FCF-EVID-01865,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00650,FCF-NODE-00650,FCF-NODE-00687,governed_by,FCF-EVID-01866,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00651,FCF-NODE-00651,FCF-NODE-00688,supports,FCF-EVID-01867,medium,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00652,FCF-NODE-00652,FCF-NODE-00689,depends_on,FCF-EVID-01868,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
first-capital-financial,FCF-EDGE-00653,FCF-NODE-00653,FCF-NODE-00690,feeds,FCF-EVID-01869,high,candidate,"Graph explains dependency context only and does not calculate spend, savings, ROI, or realized value."
