tenant_key,map_id,vendor_id,vendor_name,contract_or_scope,annual_value_usd,renewal_date,supported_system_id,supported_system_name,owner_role,source_basis,confidence,caveat
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-118,CON-00118,Informatica,Consumption Commit,35630000,2026-07-03,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-119,CON-00119,Teradata,Professional Services,15420000,2026-06-28,APP-00013,Irregular-Teradata-Hub-0013,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-120,CON-00120,VMware,Professional Services,28150000,2027-09-15,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-121,CON-00121,ServiceNow,Perpetual License,62500000,2026-05-23,APP-00006,Airworthiness-ServiceNow-Hub-0006,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-122,CON-00122,IBM,Capacity Reservation,126810000,2026-02-18,APP-00061,Crew-IBM-Hub-0061,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-123,CON-00123,Microsoft,Capacity Reservation,41000000,2027-05-13,APP-00034,Flight-Microsoft-Platform-0034,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-124,CON-00124,Fortinet,Enterprise Agreement,61680000,2028-05-10,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-125,CON-00125,Workday,Professional Services,46960000,2030-04-26,APP-00025,Compute-Workday-Suite-0025,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-126,CON-00126,VMware,Professional Services,5200000,2026-01-16,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-127,CON-00127,ServiceNow,Perpetual License,74060000,2027-03-04,APP-00006,Airworthiness-ServiceNow-Hub-0006,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-128,CON-00128,VMware,Consumption Commit,129250000,2026-01-07,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-129,CON-00129,Cisco,Managed Service,11170000,2027-01-14,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-130,CON-00130,Microsoft,Managed Service,91460000,2026-03-09,APP-00034,Flight-Microsoft-Platform-0034,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-131,CON-00131,Fortinet,Perpetual License,59430000,2029-01-18,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-132,CON-00132,Microsoft,SaaS Subscription,32330000,2028-09-14,APP-00034,Flight-Microsoft-Platform-0034,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-133,CON-00133,MuleSoft,Capacity Reservation,129160000,2028-01-14,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-134,CON-00134,AWS,SaaS Subscription,46690000,2027-02-18,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-135,CON-00135,Oracle,Consumption Commit,92770000,2025-09-11,APP-00010,Real-Oracle-Service-0010,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-136,CON-00136,Cisco,Support & Maintenance,16890000,2029-06-17,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-137,CON-00137,Workday,Perpetual License,24810000,2024-11-07,APP-00025,Compute-Workday-Suite-0025,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-138,CON-00138,Workday,Professional Services,104420000,2024-09-09,APP-00025,Compute-Workday-Suite-0025,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-139,CON-00139,Snowflake,Support & Maintenance,68280000,2024-12-31,APP-00002,Disruption-Snowflake-Manager-0002,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-140,CON-00140,Cisco,Managed Service,20490000,2025-02-16,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-141,CON-00141,Amadeus,Enterprise Agreement,32850000,2026-06-04,APP-00018,Loyalty-Amadeus-Service-0018,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-142,CON-00142,ServiceNow,Capacity Reservation,135970000,2026-07-23,APP-00006,Airworthiness-ServiceNow-Hub-0006,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-143,CON-00143,Salesforce,Support & Maintenance,4820000,2026-11-29,APP-00035,Parts-Salesforce-Manager-0035,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-144,CON-00144,Snowflake,Capacity Reservation,109490000,2027-07-07,APP-00002,Disruption-Snowflake-Manager-0002,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-145,CON-00145,SAP,Capacity Reservation,101260000,2024-10-20,APP-00044,HR-SAP-Manager-0044,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-146,CON-00146,TCS,Capacity Reservation,18420000,2025-08-31,APP-00004,Crew-TCS-Hub-0004,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-147,CON-00147,Workday,Perpetual License,6670000,2024-05-02,APP-00025,Compute-Workday-Suite-0025,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-148,CON-00148,Sabre,Capacity Reservation,12750000,2023-03-03,APP-00008,Inventory-Sabre-Suite-0008,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-149,CON-00149,Databricks,Managed Service,83610000,2028-08-19,APP-00021,Loyalty-Databricks-Platform-0021,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-150,CON-00150,IBM,Support & Maintenance,4760000,2027-08-21,APP-00061,Crew-IBM-Hub-0061,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-151,CON-00151,SAP,Perpetual License,34470000,2028-11-23,APP-00044,HR-SAP-Manager-0044,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-152,CON-00152,Palo Alto,Support & Maintenance,27530000,2025-01-22,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-153,CON-00153,Salesforce,Consumption Commit,118590000,2028-06-24,APP-00035,Parts-Salesforce-Manager-0035,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-154,CON-00154,Amadeus,Professional Services,21370000,2026-10-24,APP-00018,Loyalty-Amadeus-Service-0018,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-155,CON-00155,Snowflake,Enterprise Agreement,71680000,2027-06-27,APP-00002,Disruption-Snowflake-Manager-0002,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-156,CON-00156,Oracle,Capacity Reservation,24540000,2028-08-17,APP-00010,Real-Oracle-Service-0010,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-157,CON-00157,Red Hat,Perpetual License,104790000,2025-06-30,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-158,CON-00158,ServiceNow,Perpetual License,62050000,2029-04-05,APP-00006,Airworthiness-ServiceNow-Hub-0006,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-159,CON-00159,Sabre,Perpetual License,102760000,2028-10-10,APP-00008,Inventory-Sabre-Suite-0008,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-160,CON-00160,TCS,Support & Maintenance,137840000,2027-03-19,APP-00004,Crew-TCS-Hub-0004,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-161,CON-00161,NetApp,Support & Maintenance,123420000,2024-04-19,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-162,CON-00162,ServiceNow,Managed Service,17900000,2023-07-20,APP-00006,Airworthiness-ServiceNow-Hub-0006,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-163,CON-00163,Amadeus,Consumption Commit,103000000,2028-02-16,APP-00018,Loyalty-Amadeus-Service-0018,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-164,CON-00164,MuleSoft,Managed Service,56450000,2030-12-21,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-165,CON-00165,Dell EMC,Support & Maintenance,123660000,2025-10-27,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-166,CON-00166,ServiceNow,Enterprise Agreement,130180000,2029-05-10,APP-00006,Airworthiness-ServiceNow-Hub-0006,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-167,CON-00167,MuleSoft,Professional Services,58000000,2029-05-01,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-168,CON-00168,Accenture,Support & Maintenance,47860000,2027-01-16,APP-00042,Storage-Accenture-Suite-0042,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-169,CON-00169,Salesforce,Perpetual License,136380000,2028-01-19,APP-00035,Parts-Salesforce-Manager-0035,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-170,CON-00170,Teradata,Capacity Reservation,58730000,2026-07-29,APP-00013,Irregular-Teradata-Hub-0013,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-171,CON-00171,Accenture,SaaS Subscription,130199999,2024-05-17,APP-00042,Storage-Accenture-Suite-0042,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-172,CON-00172,Oracle,Support & Maintenance,45100000,2027-07-03,APP-00010,Real-Oracle-Service-0010,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-173,CON-00173,Snowflake,Perpetual License,28110000,2024-11-21,APP-00002,Disruption-Snowflake-Manager-0002,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-174,CON-00174,Databricks,Professional Services,54350000,2026-08-26,APP-00021,Loyalty-Databricks-Platform-0021,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-175,CON-00175,Sabre,Capacity Reservation,11580000,2027-05-08,APP-00008,Inventory-Sabre-Suite-0008,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-176,CON-00176,AWS,Enterprise Agreement,76770000,2026-04-26,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-177,CON-00177,Red Hat,Managed Service,131910000,2026-12-17,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-178,CON-00178,NetApp,Support & Maintenance,33110000,2027-05-16,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-179,CON-00179,Databricks,Consumption Commit,15840000,2028-12-24,APP-00021,Loyalty-Databricks-Platform-0021,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-180,CON-00180,Snowflake,Support & Maintenance,68430000,2027-05-11,APP-00002,Disruption-Snowflake-Manager-0002,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-181,CON-00181,Salesforce,Enterprise Agreement,128789999,2025-06-29,APP-00035,Parts-Salesforce-Manager-0035,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-182,CON-00182,Dell EMC,Capacity Reservation,89490000,2028-09-24,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-183,CON-00183,AWS,Perpetual License,138390000,2027-06-13,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-184,CON-00184,Accenture,Enterprise Agreement,47650000,2028-03-19,APP-00042,Storage-Accenture-Suite-0042,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-185,CON-00185,Snowflake,Professional Services,35860000,2026-03-22,APP-00002,Disruption-Snowflake-Manager-0002,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-186,CON-00186,Dell EMC,Capacity Reservation,125650000,2030-04-02,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-187,CON-00187,Amadeus,Capacity Reservation,48940000,2025-02-17,APP-00018,Loyalty-Amadeus-Service-0018,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-188,CON-00188,Sabre,Enterprise Agreement,116580000,2029-07-23,APP-00008,Inventory-Sabre-Suite-0008,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-189,CON-00189,Workday,Capacity Reservation,84310000,2027-02-04,APP-00025,Compute-Workday-Suite-0025,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-190,CON-00190,Amadeus,Support & Maintenance,113510000,2024-06-23,APP-00018,Loyalty-Amadeus-Service-0018,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-191,CON-00191,Sabre,Support & Maintenance,98820000,2030-01-07,APP-00008,Inventory-Sabre-Suite-0008,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-192,CON-00192,Informatica,Managed Service,39070000,2027-03-25,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-193,CON-00193,Microsoft,Perpetual License,87880000,2029-07-25,APP-00034,Flight-Microsoft-Platform-0034,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-194,CON-00194,MuleSoft,Managed Service,29760000,2026-12-08,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-195,CON-00195,TCS,Capacity Reservation,9680000,2027-12-05,APP-00004,Crew-TCS-Hub-0004,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-196,CON-00196,Microsoft,Perpetual License,37480000,2027-02-23,APP-00034,Flight-Microsoft-Platform-0034,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-197,CON-00197,Amadeus,Capacity Reservation,20620000,2026-02-15,APP-00018,Loyalty-Amadeus-Service-0018,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-198,CON-00198,Microsoft,Capacity Reservation,29840000,2025-08-13,APP-00034,Flight-Microsoft-Platform-0034,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-199,CON-00199,ServiceNow,Managed Service,75300000,2025-10-09,APP-00006,Airworthiness-ServiceNow-Hub-0006,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-200,CON-00200,Oracle,SaaS Subscription,133669999,2029-05-16,APP-00010,Real-Oracle-Service-0010,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-201,CON-00201,VMware,Support & Maintenance,75690000,2026-05-25,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-202,CON-00202,Microsoft,Enterprise Agreement,35730000,2028-09-13,APP-00034,Flight-Microsoft-Platform-0034,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-203,CON-00203,Dell EMC,Support & Maintenance,20560000,2024-07-11,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-204,CON-00204,IBM,Professional Services,38750000,2025-10-03,APP-00061,Crew-IBM-Hub-0061,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-205,CON-00205,Salesforce,Managed Service,51060000,2025-12-20,APP-00035,Parts-Salesforce-Manager-0035,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-206,CON-00206,SAP,SaaS Subscription,75060000,2027-10-13,APP-00044,HR-SAP-Manager-0044,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-207,CON-00207,Sabre,Capacity Reservation,65640000,2024-09-29,APP-00008,Inventory-Sabre-Suite-0008,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-208,CON-00208,Snowflake,Professional Services,102460000,2026-11-17,APP-00002,Disruption-Snowflake-Manager-0002,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-209,CON-00209,NetApp,Consumption Commit,68940000,2025-02-21,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-210,CON-00210,Sabre,Capacity Reservation,131479999,2027-08-05,APP-00008,Inventory-Sabre-Suite-0008,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-211,CON-00211,ServiceNow,Managed Service,3810000,2026-05-30,APP-00006,Airworthiness-ServiceNow-Hub-0006,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-212,CON-00212,Red Hat,Managed Service,126620000,2028-04-15,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-213,CON-00213,Teradata,Perpetual License,49800000,2025-02-18,APP-00013,Irregular-Teradata-Hub-0013,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-214,CON-00214,SAP,Managed Service,109970000,2024-04-26,APP-00044,HR-SAP-Manager-0044,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-215,CON-00215,Fortinet,SaaS Subscription,70390000,2024-01-18,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-216,CON-00216,Palo Alto,SaaS Subscription,13090000,2027-10-03,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-217,CON-00217,ServiceNow,Managed Service,1160000,2028-10-20,APP-00006,Airworthiness-ServiceNow-Hub-0006,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-218,CON-00218,TCS,Perpetual License,72310000,2026-10-09,APP-00004,Crew-TCS-Hub-0004,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-219,CON-00219,Sabre,Enterprise Agreement,1310000,2028-02-07,APP-00008,Inventory-Sabre-Suite-0008,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-220,CON-00220,Infosys,Support & Maintenance,95050000,2028-07-01,APP-00096,Tax-Infosys-Hub-0096,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-221,CON-00221,Workday,SaaS Subscription,86010000,2029-04-06,APP-00025,Compute-Workday-Suite-0025,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-222,CON-00222,Snowflake,Consumption Commit,17390000,2028-07-18,APP-00002,Disruption-Snowflake-Manager-0002,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-223,CON-00223,NetApp,Professional Services,117450000,2025-04-10,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-224,CON-00224,Fortinet,Consumption Commit,24510000,2024-11-17,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-225,CON-00225,Amadeus,SaaS Subscription,33439999,2028-10-10,APP-00018,Loyalty-Amadeus-Service-0018,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-226,CON-00226,Palo Alto,Support & Maintenance,116480000,2027-12-21,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-227,CON-00227,AWS,Enterprise Agreement,132770000,2024-10-06,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-228,CON-00228,Workday,Support & Maintenance,112480000,2026-04-21,APP-00025,Compute-Workday-Suite-0025,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-229,CON-00229,NetApp,Enterprise Agreement,16360000,2025-11-15,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-230,CON-00230,Workday,Support & Maintenance,89610000,2026-08-24,APP-00025,Compute-Workday-Suite-0025,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-231,CON-00231,Red Hat,SaaS Subscription,136270000,2026-01-31,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-232,CON-00232,SAP,Enterprise Agreement,94100000,2029-12-11,APP-00044,HR-SAP-Manager-0044,,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.
skyharbor-air,skyharbor-air-VENDOR-SYSTEM-233,CON-00233,NetApp,Professional Services,27950000,2027-10-03,,,,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.
