tenant_key,source_system,source_object,source_record_id,extract_job_id,extract_timestamp,as_of_date,contract_id,billing_account_id,subscription_id,service_family,region,cost_center,commitment_id,amortized_cost_usd,actual_cost_usd,forecast_cost_usd,commitment_drawdown_pct,overage_state,tag_quality_state,review_state,row_hash
skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-04-6,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1005,Support,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,363592,386800,456424,0.86,within_commitment,accepted,accepted,1c6a0ff169c9f4733425dd0cf53a491ac6bb979c0be1a0d6a16a32d8703cb613
skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-05-1,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1000,Compute,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,161680,172000,202960,0.92,within_commitment,accepted,accepted,a34dbd506a077eb910e177adec15d7df9a7e847a73002a27a641526d737050c8
skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-05-2,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1001,Storage,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,203040,216000,254880,0.92,within_commitment,accepted,accepted,251c348e53b9b095625a68be9f81072120910cb0cc6d279754a07eb5623dff7f
skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-05-3,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1002,Data and AI,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,413600,440000,519200,0.93,forecast_overage,accepted,finops_review_ready,a62afc5811781edd2475e77eaa05916bd094f0076a325778f43482e1dcf2f34c
skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-05-4,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1003,Networking,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,285760,304000,358720,0.93,within_commitment,accepted,accepted,59ba075ad07988bc8b3554c8c5023134c2db62c7c4f11a6d2824806e4bbce6d1
skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-05-5,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1004,Security,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,327120,348000,410640,0.94,within_commitment,incomplete_tags,accepted,cd6e89e34898b7caa1ae8f92c699ccbffa4f02a26830335719b40451619c7121
skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-05-6,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1005,Support,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,368480,392000,462560,0.94,within_commitment,accepted,accepted,935c213fdf00db81db4cf2368a60578cfec9a318520c8a1d66325efd699a61a9
skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-06-1,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1000,Compute,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,166568,177200,209096,1,within_commitment,accepted,accepted,bbe832acd0771071310beac6c071f51ffca201ec7d1a62879c4eff397d5f6a02
skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-06-2,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1001,Storage,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,207928,221200,261016,1,within_commitment,accepted,accepted,8fd354901076654bddab59db0bcc37342cc539284b579dea72264ba6cc097874
skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-06-3,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1002,Data and AI,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,418488,445200,525336,1.01,forecast_overage,accepted,finops_review_ready,5071bef95aaa209424ed548fff880854bb5ae2dda0b1a5777066815e5676b2f3
skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-06-4,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1003,Networking,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,290648,309200,364856,1.01,within_commitment,accepted,accepted,0a15fb13bf2bc589efe8f5498607aa0c0d43c8df7fecc294b892e1acc326511b
skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-06-5,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1004,Security,eastus,CLOUD-CORE,AZ-COMMIT-EA-2026,332008,353200,416776,1.02,within_commitment,accepted,accepted,adc9ed5e3493959bd1ace4409a149aead1e3feb95ef311794ac9527ff001d0d8
skyharbor_global,Northgate Cloud Cost Management,"Actual, amortized, forecast and commitment export",CLOUD-CTR-061-2027-06-6,extract-cloud-reconciled-v2-001,2027-06-30T21:00:00Z,2027-06-30,CTR-061,AZ-BILL-SHG-001,SUB-SHG-1005,Support,westus3,CLOUD-CORE,AZ-COMMIT-EA-2026,373368,397200,468696,1.02,within_commitment,accepted,accepted,f74a996e4799760d9b6b8909a5485f7d09ed67dade2d5578ebf315515b2a8539
