tenant_key,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,confidence,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,evidence_type,evidence_location,evidence_owner
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0040,FCF-BANK,Chief Procurement Officer / sourcing team interview evidence,"Chief Procurement Officer / sourcing team says Vendor and contract optimization is promising, but platform is not decision-grade until Digital banking platform evidence closes: exit, audit, and data-export rights need legal review. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0040,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,Chief Procurement Officer
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0041,FCF-BANK,Chief Procurement Officer / sourcing team interview evidence,"Chief Procurement Officer / sourcing team says Fraud copilot readiness is promising, but data is not decision-grade until Fraud detection and case platform evidence closes: alert lineage and feature provenance are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0041,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,Chief Procurement Officer
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0042,FCF-BANK,Chief Procurement Officer / sourcing team interview evidence,"Chief Procurement Officer / sourcing team says AML/KYC operations assist is promising, but modernization is not decision-grade until Core banking platform evidence closes: watchlist and customer-master lineage are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0042,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,Chief Procurement Officer
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0043,FCF-BANK,Chief Procurement Officer / sourcing team interview evidence,"Chief Procurement Officer / sourcing team says Contact center banker assist is promising, but AI readiness is not decision-grade until Banker and contact center CRM evidence closes: approved answer content ownership is not assigned. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0043,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,Chief Procurement Officer
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0044,FCF-BANK,Chief Procurement Officer / sourcing team interview evidence,"Chief Procurement Officer / sourcing team says Regulatory reporting modernization is promising, but risk is not decision-grade until Legacy banking data warehouse evidence closes: data-quality exceptions are not owner-certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0044,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,Chief Procurement Officer
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0045,FCF-BANK,Chief Procurement Officer / sourcing team interview evidence,"Chief Procurement Officer / sourcing team says Customer 360 and identity resolution is promising, but metrics is not decision-grade until Core banking platform evidence closes: identity match rules and exception handling are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0045,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,Chief Procurement Officer
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0046,FCF-BANK,Chief Procurement Officer / sourcing team interview evidence,"Chief Procurement Officer / sourcing team says Loan operations automation is promising, but value is not decision-grade until Loan origination and servicing platform evidence closes: human review and exception controls need evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0046,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,Chief Procurement Officer
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0047,FCF-BANK,Chief Procurement Officer / sourcing team interview evidence,"Chief Procurement Officer / sourcing team says Vendor and contract optimization is promising, but sourcing is not decision-grade until Contract lifecycle repository evidence closes: third-party risk evidence is not linked to renewal decisions. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0047,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,Chief Procurement Officer
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0048,FCF-BANK,Chief Procurement Officer / sourcing team interview evidence,"Chief Procurement Officer / sourcing team says Fraud copilot readiness is promising, but evidence is not decision-grade until Model risk management registry evidence closes: false-positive and loss baselines are not finance-approved. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0048,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,Chief Procurement Officer
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0049,FCF-BANK,CFO / finance and value team interview evidence,"CFO / finance and value team says Customer 360 and identity resolution is promising, but strategy is not decision-grade until Core banking platform evidence closes: identity match rules and exception handling are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0049,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,CFO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0050,FCF-BANK,CFO / finance and value team interview evidence,"CFO / finance and value team says Loan operations automation is promising, but operating model is not decision-grade until Core banking platform evidence closes: human review and exception controls need evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0050,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,CFO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0051,FCF-BANK,CFO / finance and value team interview evidence,"CFO / finance and value team says Vendor and contract optimization is promising, but vendor is not decision-grade until Core banking platform evidence closes: third-party risk evidence is not linked to renewal decisions. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0051,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,CFO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0052,FCF-BANK,CFO / finance and value team interview evidence,"CFO / finance and value team says Fraud copilot readiness is promising, but platform is not decision-grade until Model risk management registry evidence closes: false-positive and loss baselines are not finance-approved. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0052,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,CFO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0053,FCF-BANK,CFO / finance and value team interview evidence,"CFO / finance and value team says AML/KYC operations assist is promising, but data is not decision-grade until AML/KYC case management platform evidence closes: case narrative provenance and reviewer controls need validation. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0053,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,CFO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0054,FCF-BANK,CFO / finance and value team interview evidence,"CFO / finance and value team says Contact center banker assist is promising, but modernization is not decision-grade until Digital banking platform evidence closes: real-time CRM/core integration evidence is missing. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0054,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,CFO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0055,FCF-BANK,CFO / finance and value team interview evidence,"CFO / finance and value team says Regulatory reporting modernization is promising, but AI readiness is not decision-grade until Risk and regulatory reporting data mart evidence closes: cloud lakehouse is target-state only. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0055,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,CFO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0056,FCF-BANK,CFO / finance and value team interview evidence,"CFO / finance and value team says Customer 360 and identity resolution is promising, but risk is not decision-grade until Cloud lakehouse and customer 360 foundation evidence closes: customer 360 platform is target-state only. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0056,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,CFO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0057,FCF-BANK,CFO / finance and value team interview evidence,"CFO / finance and value team says Loan operations automation is promising, but metrics is not decision-grade until Banker and contact center CRM evidence closes: document lineage and classification accuracy are not approved. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0057,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,CFO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0058,FCF-BANK,CFO / finance and value team interview evidence,"CFO / finance and value team says Vendor and contract optimization is promising, but value is not decision-grade until Fraud detection and case platform evidence closes: invoice-to-SOW and rate-card variance are not reconciled. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0058,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,CFO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0059,FCF-BANK,CFO / finance and value team interview evidence,"CFO / finance and value team says Fraud copilot readiness is promising, but sourcing is not decision-grade until Digital banking platform evidence closes: operator acceptance telemetry is not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0059,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,CFO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0060,FCF-BANK,CFO / finance and value team interview evidence,"CFO / finance and value team says AML/KYC operations assist is promising, but evidence is not decision-grade until Model risk management registry evidence closes: regulatory audit evidence is not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0060,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,CFO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0061,FCF-BANK,COO / operations team interview evidence,"COO / operations team says Loan operations automation is promising, but strategy is not decision-grade until Loan origination and servicing platform evidence closes: document lineage and classification accuracy are not approved. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0061,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,COO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0062,FCF-BANK,COO / operations team interview evidence,"COO / operations team says Vendor and contract optimization is promising, but operating model is not decision-grade until Finance and procurement ERP evidence closes: invoice-to-SOW and rate-card variance are not reconciled. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0062,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,COO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0063,FCF-BANK,COO / operations team interview evidence,"COO / operations team says Fraud copilot readiness is promising, but vendor is not decision-grade until Digital banking platform evidence closes: operator acceptance telemetry is not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0063,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,COO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0064,FCF-BANK,COO / operations team interview evidence,"COO / operations team says AML/KYC operations assist is promising, but platform is not decision-grade until Model risk management registry evidence closes: regulatory audit evidence is not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0064,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,COO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0065,FCF-BANK,COO / operations team interview evidence,"COO / operations team says Contact center banker assist is promising, but data is not decision-grade until Core banking platform evidence closes: PII handling and masking evidence is incomplete. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0065,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,COO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0066,FCF-BANK,COO / operations team interview evidence,"COO / operations team says Regulatory reporting modernization is promising, but modernization is not decision-grade until Cloud lakehouse and customer 360 foundation evidence closes: control evidence and attestations are not linked to data products. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0066,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,COO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0067,FCF-BANK,COO / operations team interview evidence,"COO / operations team says Customer 360 and identity resolution is promising, but AI readiness is not decision-grade until Banker and contact center CRM evidence closes: lineage across core, digital, and CRM is incomplete. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0067,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,COO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0068,FCF-BANK,COO / operations team interview evidence,"COO / operations team says Loan operations automation is promising, but risk is not decision-grade until Core banking platform evidence closes: cycle-time and defect baselines are not owner-certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0068,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,COO
first-capital,FCF-SA07-13_EVIDENCE_SOURCES-0069,FCF-BANK,COO / operations team interview evidence,"COO / operations team says Vendor and contract optimization is promising, but metrics is not decision-grade until Digital banking platform evidence closes: SLA obligations are not linked to business criticality. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,FCF-SA07-INT-EVID-0069,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_bank_customer_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/first-capital/interviews/executive_interviews.csv,COO
