tenant_key,dataset_version,source_row_id,contract_id,vendor_ref,vendor_name,month,system_ref,system_name,scheduled_jobs,successful_jobs,failed_jobs,late_completion_count,manual_restarts,business_owner,source_file_id
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-05:MER-SYS-TABLEAU,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,MER-SYS-TABLEAU,Tableau reporting estate,172,169,3,3,2,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-05:MER-SYS-POWERBI,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,MER-SYS-POWERBI,Power BI semantic models and gateway,217,214,3,3,2,Technology Platform,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-05:MER-SYS-SAS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,MER-SYS-SAS,SAS analytics estate,172,169,3,3,2,Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-05:MER-SYS-EPIC-CLARITY,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,MER-SYS-EPIC-CLARITY,Epic Clarity extracts,337,332,5,4,3,Epic Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-05:MER-SYS-CLAIMS-ADMIN,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,MER-SYS-CLAIMS-ADMIN,Claims administration extracts,337,332,5,4,3,Health Plan Operations,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-05:MER-SYS-FINANCE-CLOSE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,MER-SYS-FINANCE-CLOSE,Finance close reporting marts,172,169,3,3,2,Finance,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-05:MER-SYS-SERVICENOW,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-05,MER-SYS-SERVICENOW,ServiceNow ITSM integration,172,169,3,3,2,Service Management,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-06:MER-SYS-SQL-MARTS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,MER-SYS-SQL-MARTS,SQL Server reporting marts,450,444,6,5,4,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-06:MER-SYS-TABLEAU,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,MER-SYS-TABLEAU,Tableau reporting estate,175,172,3,3,2,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-06:MER-SYS-POWERBI,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,MER-SYS-POWERBI,Power BI semantic models and gateway,220,217,3,3,2,Technology Platform,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-06:MER-SYS-SAS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,MER-SYS-SAS,SAS analytics estate,175,172,3,3,2,Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-06:MER-SYS-EPIC-CLARITY,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,MER-SYS-EPIC-CLARITY,Epic Clarity extracts,340,335,5,4,3,Epic Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-06:MER-SYS-CLAIMS-ADMIN,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,MER-SYS-CLAIMS-ADMIN,Claims administration extracts,340,335,5,4,3,Health Plan Operations,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-06:MER-SYS-FINANCE-CLOSE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,MER-SYS-FINANCE-CLOSE,Finance close reporting marts,175,172,3,3,2,Finance,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-06:MER-SYS-SERVICENOW,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-06,MER-SYS-SERVICENOW,ServiceNow ITSM integration,175,172,3,3,2,Service Management,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-07:MER-SYS-SQL-MARTS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-07,MER-SYS-SQL-MARTS,SQL Server reporting marts,453,435,18,33,10,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-07:MER-SYS-TABLEAU,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-07,MER-SYS-TABLEAU,Tableau reporting estate,178,171,7,13,4,BI and Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-07:MER-SYS-POWERBI,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-07,MER-SYS-POWERBI,Power BI semantic models and gateway,223,214,9,17,5,Technology Platform,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-07:MER-SYS-SAS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-07,MER-SYS-SAS,SAS analytics estate,178,171,7,13,4,Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-07:MER-SYS-EPIC-CLARITY,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-07,MER-SYS-EPIC-CLARITY,Epic Clarity extracts,343,329,14,26,8,Epic Analytics,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-07:MER-SYS-CLAIMS-ADMIN,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-07,MER-SYS-CLAIMS-ADMIN,Claims administration extracts,343,329,14,26,8,Health Plan Operations,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-07:MER-SYS-FINANCE-CLOSE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-07,MER-SYS-FINANCE-CLOSE,Finance close reporting marts,178,171,7,13,4,Finance,DOC-MER-TECH-LAAMS-001-OPERATIONS
meridian-health,meridian-legacy-analytics-managed-services-v1-20260907,batch_volume:MER-TECH-LAAMS-001:2026-07:MER-SYS-SERVICENOW,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-07,MER-SYS-SERVICENOW,ServiceNow ITSM integration,178,171,7,13,4,Service Management,DOC-MER-TECH-LAAMS-001-OPERATIONS
