metric_id,function,owning_cxo,metric_name,definition,unit,current_value,target_value,value_stream_id,primary_capability_id,source_file,source_row,value_source
FIRSTCAPITAL-MET-0107,cycle_time,COO,First Capital Financial elapsed time for target process metric 107,Tracks elapsed time for target process for the priority transformation portfolio.,percent,72.0,82.0,VS-011,CAP-027,family-7-outcome-intelligence/O01_business-metrics.csv,108,tenant_file
FIRSTCAPITAL-MET-0108,risk_posture,CRO,First Capital Financial open control and governance pressure metric 108,Tracks open control and governance pressure for the priority transformation portfolio.,percent,73.0,83.0,VS-012,CAP-028,family-7-outcome-intelligence/O01_business-metrics.csv,109,tenant_file
FIRSTCAPITAL-MET-0109,adoption,CIO,First Capital Financial active usage of changed workflow metric 109,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,74.0,84.0,VS-013,CAP-029,family-7-outcome-intelligence/O01_business-metrics.csv,110,tenant_file
FIRSTCAPITAL-MET-0110,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 110,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,75.0,85.0,VS-014,CAP-030,family-7-outcome-intelligence/O01_business-metrics.csv,111,tenant_file
FIRSTCAPITAL-MET-0111,value_capture,CFO,First Capital Financial benefit realization against committed value metric 111,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,76.0,86.0,VS-015,CAP-031,family-7-outcome-intelligence/O01_business-metrics.csv,112,tenant_file
FIRSTCAPITAL-MET-0112,cycle_time,COO,First Capital Financial elapsed time for target process metric 112,Tracks elapsed time for target process for the priority transformation portfolio.,usd,40.0,87.0,VS-016,CAP-032,family-7-outcome-intelligence/O01_business-metrics.csv,113,tenant_file
FIRSTCAPITAL-MET-0113,risk_posture,CRO,First Capital Financial open control and governance pressure metric 113,Tracks open control and governance pressure for the priority transformation portfolio.,percent,41.0,88.0,VS-001,CAP-033,family-7-outcome-intelligence/O01_business-metrics.csv,114,tenant_file
FIRSTCAPITAL-MET-0114,adoption,CIO,First Capital Financial active usage of changed workflow metric 114,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,42.0,89.0,VS-002,CAP-034,family-7-outcome-intelligence/O01_business-metrics.csv,115,tenant_file
FIRSTCAPITAL-MET-0115,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 115,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,usd,43.0,90.0,VS-003,CAP-035,family-7-outcome-intelligence/O01_business-metrics.csv,116,tenant_file
FIRSTCAPITAL-MET-0116,value_capture,CFO,First Capital Financial benefit realization against committed value metric 116,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,44.0,91.0,VS-004,CAP-036,family-7-outcome-intelligence/O01_business-metrics.csv,117,tenant_file
FIRSTCAPITAL-MET-0117,cycle_time,COO,First Capital Financial elapsed time for target process metric 117,Tracks elapsed time for target process for the priority transformation portfolio.,percent,45.0,92.0,VS-005,CAP-037,family-7-outcome-intelligence/O01_business-metrics.csv,118,tenant_file
FIRSTCAPITAL-MET-0118,risk_posture,CRO,First Capital Financial open control and governance pressure metric 118,Tracks open control and governance pressure for the priority transformation portfolio.,usd,46.0,93.0,VS-006,CAP-038,family-7-outcome-intelligence/O01_business-metrics.csv,119,tenant_file
FIRSTCAPITAL-MET-0119,adoption,CIO,First Capital Financial active usage of changed workflow metric 119,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,47.0,94.0,VS-007,CAP-039,family-7-outcome-intelligence/O01_business-metrics.csv,120,tenant_file
FIRSTCAPITAL-MET-0120,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 120,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,48.0,95.0,VS-008,CAP-040,family-7-outcome-intelligence/O01_business-metrics.csv,121,tenant_file
FIRSTCAPITAL-MET-0121,value_capture,CFO,First Capital Financial benefit realization against committed value metric 121,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,49.0,96.0,VS-009,CAP-001,family-7-outcome-intelligence/O01_business-metrics.csv,122,tenant_file
FIRSTCAPITAL-MET-0122,cycle_time,COO,First Capital Financial elapsed time for target process metric 122,Tracks elapsed time for target process for the priority transformation portfolio.,percent,50.0,97.0,VS-010,CAP-002,family-7-outcome-intelligence/O01_business-metrics.csv,123,tenant_file
FIRSTCAPITAL-MET-0123,risk_posture,CRO,First Capital Financial open control and governance pressure metric 123,Tracks open control and governance pressure for the priority transformation portfolio.,percent,51.0,98.0,VS-011,CAP-003,family-7-outcome-intelligence/O01_business-metrics.csv,124,tenant_file
FIRSTCAPITAL-MET-0124,adoption,CIO,First Capital Financial active usage of changed workflow metric 124,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,52.0,58.0,VS-012,CAP-004,family-7-outcome-intelligence/O01_business-metrics.csv,125,tenant_file
FIRSTCAPITAL-MET-0125,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 125,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,53.0,59.0,VS-013,CAP-005,family-7-outcome-intelligence/O01_business-metrics.csv,126,tenant_file
FIRSTCAPITAL-MET-0126,value_capture,CFO,First Capital Financial benefit realization against committed value metric 126,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,54.0,60.0,VS-014,CAP-006,family-7-outcome-intelligence/O01_business-metrics.csv,127,tenant_file
FIRSTCAPITAL-MET-0127,cycle_time,COO,First Capital Financial elapsed time for target process metric 127,Tracks elapsed time for target process for the priority transformation portfolio.,usd,55.0,61.0,VS-015,CAP-007,family-7-outcome-intelligence/O01_business-metrics.csv,128,tenant_file
FIRSTCAPITAL-MET-0128,risk_posture,CRO,First Capital Financial open control and governance pressure metric 128,Tracks open control and governance pressure for the priority transformation portfolio.,percent,56.0,62.0,VS-016,CAP-008,family-7-outcome-intelligence/O01_business-metrics.csv,129,tenant_file
FIRSTCAPITAL-MET-0129,adoption,CIO,First Capital Financial active usage of changed workflow metric 129,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,57.0,63.0,VS-001,CAP-009,family-7-outcome-intelligence/O01_business-metrics.csv,130,tenant_file
FIRSTCAPITAL-MET-0130,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 130,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,usd,58.0,64.0,VS-002,CAP-010,family-7-outcome-intelligence/O01_business-metrics.csv,131,tenant_file
FIRSTCAPITAL-MET-0131,value_capture,CFO,First Capital Financial benefit realization against committed value metric 131,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,59.0,65.0,VS-003,CAP-011,family-7-outcome-intelligence/O01_business-metrics.csv,132,tenant_file
FIRSTCAPITAL-MET-0132,cycle_time,COO,First Capital Financial elapsed time for target process metric 132,Tracks elapsed time for target process for the priority transformation portfolio.,percent,60.0,66.0,VS-004,CAP-012,family-7-outcome-intelligence/O01_business-metrics.csv,133,tenant_file
FIRSTCAPITAL-MET-0133,risk_posture,CRO,First Capital Financial open control and governance pressure metric 133,Tracks open control and governance pressure for the priority transformation portfolio.,usd,61.0,67.0,VS-005,CAP-013,family-7-outcome-intelligence/O01_business-metrics.csv,134,tenant_file
FIRSTCAPITAL-MET-0134,adoption,CIO,First Capital Financial active usage of changed workflow metric 134,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,62.0,68.0,VS-006,CAP-014,family-7-outcome-intelligence/O01_business-metrics.csv,135,tenant_file
FIRSTCAPITAL-MET-0135,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 135,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,63.0,69.0,VS-007,CAP-015,family-7-outcome-intelligence/O01_business-metrics.csv,136,tenant_file
FIRSTCAPITAL-MET-0136,value_capture,CFO,First Capital Financial benefit realization against committed value metric 136,Tracks benefit realization against committed value for the priority transformation portfolio.,usd,64.0,70.0,VS-008,CAP-016,family-7-outcome-intelligence/O01_business-metrics.csv,137,tenant_file
FIRSTCAPITAL-MET-0137,cycle_time,COO,First Capital Financial elapsed time for target process metric 137,Tracks elapsed time for target process for the priority transformation portfolio.,percent,65.0,71.0,VS-009,CAP-017,family-7-outcome-intelligence/O01_business-metrics.csv,138,tenant_file
FIRSTCAPITAL-MET-0138,risk_posture,CRO,First Capital Financial open control and governance pressure metric 138,Tracks open control and governance pressure for the priority transformation portfolio.,percent,66.0,72.0,VS-010,CAP-018,family-7-outcome-intelligence/O01_business-metrics.csv,139,tenant_file
FIRSTCAPITAL-MET-0139,adoption,CIO,First Capital Financial active usage of changed workflow metric 139,Tracks active usage of changed workflow for the priority transformation portfolio.,usd,67.0,73.0,VS-011,CAP-019,family-7-outcome-intelligence/O01_business-metrics.csv,140,tenant_file
FIRSTCAPITAL-MET-0140,cost_to_serve,CFO,First Capital Financial unit cost across served population or customer journey metric 140,Tracks unit cost across served population or customer journey for the priority transformation portfolio.,percent,68.0,74.0,VS-012,CAP-020,family-7-outcome-intelligence/O01_business-metrics.csv,141,tenant_file
FIRSTCAPITAL-MET-0141,value_capture,CFO,First Capital Financial benefit realization against committed value metric 141,Tracks benefit realization against committed value for the priority transformation portfolio.,percent,69.0,75.0,VS-013,CAP-021,family-7-outcome-intelligence/O01_business-metrics.csv,142,tenant_file
FIRSTCAPITAL-MET-0142,cycle_time,COO,First Capital Financial elapsed time for target process metric 142,Tracks elapsed time for target process for the priority transformation portfolio.,usd,70.0,76.0,VS-014,CAP-022,family-7-outcome-intelligence/O01_business-metrics.csv,143,tenant_file
FIRSTCAPITAL-MET-0143,risk_posture,CRO,First Capital Financial open control and governance pressure metric 143,Tracks open control and governance pressure for the priority transformation portfolio.,percent,71.0,77.0,VS-015,CAP-023,family-7-outcome-intelligence/O01_business-metrics.csv,144,tenant_file
FIRSTCAPITAL-MET-0144,adoption,CIO,First Capital Financial active usage of changed workflow metric 144,Tracks active usage of changed workflow for the priority transformation portfolio.,percent,72.0,78.0,VS-016,CAP-024,family-7-outcome-intelligence/O01_business-metrics.csv,145,tenant_file
