play_id,metric_id,peer_or_archetype,play_name,metric_moved,delta,enablers,reference_pattern,domain,source_file,source_row,value_source
FIRSTCAPITAL-PLAY-0001,FIRSTCAPITAL-MET-0001,top quartile operator,First Capital Financial comparable transformation play 1,First Capital Financial benefit realization against committed value metric 1,8%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,2,tenant_file
FIRSTCAPITAL-PLAY-0085,FIRSTCAPITAL-MET-0085,top quartile operator,First Capital Financial comparable transformation play 85,First Capital Financial unit cost across served population or customer journey metric 85,24%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,86,tenant_file
FIRSTCAPITAL-PLAY-0086,FIRSTCAPITAL-MET-0086,top quartile operator,First Capital Financial comparable transformation play 86,First Capital Financial benefit realization against committed value metric 86,8%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,87,tenant_file
FIRSTCAPITAL-PLAY-0087,FIRSTCAPITAL-MET-0087,top quartile operator,First Capital Financial comparable transformation play 87,First Capital Financial elapsed time for target process metric 87,9%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,88,tenant_file
FIRSTCAPITAL-PLAY-0088,FIRSTCAPITAL-MET-0088,top quartile operator,First Capital Financial comparable transformation play 88,First Capital Financial open control and governance pressure metric 88,10%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,89,tenant_file
FIRSTCAPITAL-PLAY-0089,FIRSTCAPITAL-MET-0089,top quartile operator,First Capital Financial comparable transformation play 89,First Capital Financial active usage of changed workflow metric 89,11%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,90,tenant_file
FIRSTCAPITAL-PLAY-0090,FIRSTCAPITAL-MET-0090,top quartile operator,First Capital Financial comparable transformation play 90,First Capital Financial unit cost across served population or customer journey metric 90,12%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,91,tenant_file
FIRSTCAPITAL-PLAY-0091,FIRSTCAPITAL-MET-0091,top quartile operator,First Capital Financial comparable transformation play 91,First Capital Financial benefit realization against committed value metric 91,13%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,92,tenant_file
FIRSTCAPITAL-PLAY-0092,FIRSTCAPITAL-MET-0092,top quartile operator,First Capital Financial comparable transformation play 92,First Capital Financial elapsed time for target process metric 92,14%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,93,tenant_file
FIRSTCAPITAL-PLAY-0093,FIRSTCAPITAL-MET-0093,top quartile operator,First Capital Financial comparable transformation play 93,First Capital Financial open control and governance pressure metric 93,15%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,94,tenant_file
FIRSTCAPITAL-PLAY-0094,FIRSTCAPITAL-MET-0094,top quartile operator,First Capital Financial comparable transformation play 94,First Capital Financial active usage of changed workflow metric 94,16%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,95,tenant_file
FIRSTCAPITAL-PLAY-0095,FIRSTCAPITAL-MET-0095,top quartile operator,First Capital Financial comparable transformation play 95,First Capital Financial unit cost across served population or customer journey metric 95,17%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,96,tenant_file
FIRSTCAPITAL-PLAY-0096,FIRSTCAPITAL-MET-0096,top quartile operator,First Capital Financial comparable transformation play 96,First Capital Financial benefit realization against committed value metric 96,18%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,97,tenant_file
FIRSTCAPITAL-PLAY-0097,FIRSTCAPITAL-MET-0097,top quartile operator,First Capital Financial comparable transformation play 97,First Capital Financial elapsed time for target process metric 97,19%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,98,tenant_file
FIRSTCAPITAL-PLAY-0098,FIRSTCAPITAL-MET-0098,top quartile operator,First Capital Financial comparable transformation play 98,First Capital Financial open control and governance pressure metric 98,20%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,99,tenant_file
FIRSTCAPITAL-PLAY-0099,FIRSTCAPITAL-MET-0099,top quartile operator,First Capital Financial comparable transformation play 99,First Capital Financial active usage of changed workflow metric 99,21%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,100,tenant_file
FIRSTCAPITAL-PLAY-0100,FIRSTCAPITAL-MET-0100,top quartile operator,First Capital Financial comparable transformation play 100,First Capital Financial unit cost across served population or customer journey metric 100,22%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,101,tenant_file
FIRSTCAPITAL-PLAY-0101,FIRSTCAPITAL-MET-0101,top quartile operator,First Capital Financial comparable transformation play 101,First Capital Financial benefit realization against committed value metric 101,23%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,102,tenant_file
FIRSTCAPITAL-PLAY-0102,FIRSTCAPITAL-MET-0102,top quartile operator,First Capital Financial comparable transformation play 102,First Capital Financial elapsed time for target process metric 102,24%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,103,tenant_file
FIRSTCAPITAL-PLAY-0103,FIRSTCAPITAL-MET-0103,top quartile operator,First Capital Financial comparable transformation play 103,First Capital Financial open control and governance pressure metric 103,8%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,104,tenant_file
FIRSTCAPITAL-PLAY-0104,FIRSTCAPITAL-MET-0104,top quartile operator,First Capital Financial comparable transformation play 104,First Capital Financial active usage of changed workflow metric 104,9%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,105,tenant_file
FIRSTCAPITAL-PLAY-0105,FIRSTCAPITAL-MET-0105,top quartile operator,First Capital Financial comparable transformation play 105,First Capital Financial unit cost across served population or customer journey metric 105,10%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,106,tenant_file
FIRSTCAPITAL-PLAY-0106,FIRSTCAPITAL-MET-0106,top quartile operator,First Capital Financial comparable transformation play 106,First Capital Financial benefit realization against committed value metric 106,11%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,107,tenant_file
FIRSTCAPITAL-PLAY-0107,FIRSTCAPITAL-MET-0107,top quartile operator,First Capital Financial comparable transformation play 107,First Capital Financial elapsed time for target process metric 107,12%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,108,tenant_file
FIRSTCAPITAL-PLAY-0108,FIRSTCAPITAL-MET-0108,top quartile operator,First Capital Financial comparable transformation play 108,First Capital Financial open control and governance pressure metric 108,13%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,109,tenant_file
FIRSTCAPITAL-PLAY-0109,FIRSTCAPITAL-MET-0109,top quartile operator,First Capital Financial comparable transformation play 109,First Capital Financial active usage of changed workflow metric 109,14%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,110,tenant_file
FIRSTCAPITAL-PLAY-0110,FIRSTCAPITAL-MET-0110,top quartile operator,First Capital Financial comparable transformation play 110,First Capital Financial unit cost across served population or customer journey metric 110,15%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,111,tenant_file
FIRSTCAPITAL-PLAY-0111,FIRSTCAPITAL-MET-0111,top quartile operator,First Capital Financial comparable transformation play 111,First Capital Financial benefit realization against committed value metric 111,16%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,112,tenant_file
FIRSTCAPITAL-PLAY-0112,FIRSTCAPITAL-MET-0112,top quartile operator,First Capital Financial comparable transformation play 112,First Capital Financial elapsed time for target process metric 112,17%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,113,tenant_file
FIRSTCAPITAL-PLAY-0113,FIRSTCAPITAL-MET-0113,top quartile operator,First Capital Financial comparable transformation play 113,First Capital Financial open control and governance pressure metric 113,18%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,114,tenant_file
FIRSTCAPITAL-PLAY-0114,FIRSTCAPITAL-MET-0114,top quartile operator,First Capital Financial comparable transformation play 114,First Capital Financial active usage of changed workflow metric 114,19%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,115,tenant_file
FIRSTCAPITAL-PLAY-0115,FIRSTCAPITAL-MET-0115,top quartile operator,First Capital Financial comparable transformation play 115,First Capital Financial unit cost across served population or customer journey metric 115,20%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,116,tenant_file
FIRSTCAPITAL-PLAY-0116,FIRSTCAPITAL-MET-0116,top quartile operator,First Capital Financial comparable transformation play 116,First Capital Financial benefit realization against committed value metric 116,21%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,117,tenant_file
FIRSTCAPITAL-PLAY-0117,FIRSTCAPITAL-MET-0117,top quartile operator,First Capital Financial comparable transformation play 117,First Capital Financial elapsed time for target process metric 117,22%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,118,tenant_file
FIRSTCAPITAL-PLAY-0118,FIRSTCAPITAL-MET-0118,top quartile operator,First Capital Financial comparable transformation play 118,First Capital Financial open control and governance pressure metric 118,23%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,119,tenant_file
FIRSTCAPITAL-PLAY-0119,FIRSTCAPITAL-MET-0119,top quartile operator,First Capital Financial comparable transformation play 119,First Capital Financial active usage of changed workflow metric 119,24%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,120,tenant_file
FIRSTCAPITAL-PLAY-0120,FIRSTCAPITAL-MET-0120,top quartile operator,First Capital Financial comparable transformation play 120,First Capital Financial unit cost across served population or customer journey metric 120,8%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,121,tenant_file
FIRSTCAPITAL-PLAY-0121,FIRSTCAPITAL-MET-0121,top quartile operator,First Capital Financial comparable transformation play 121,First Capital Financial benefit realization against committed value metric 121,9%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,122,tenant_file
FIRSTCAPITAL-PLAY-0122,FIRSTCAPITAL-MET-0122,top quartile operator,First Capital Financial comparable transformation play 122,First Capital Financial elapsed time for target process metric 122,10%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,123,tenant_file
FIRSTCAPITAL-PLAY-0123,FIRSTCAPITAL-MET-0123,top quartile operator,First Capital Financial comparable transformation play 123,First Capital Financial open control and governance pressure metric 123,11%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,124,tenant_file
FIRSTCAPITAL-PLAY-0124,FIRSTCAPITAL-MET-0124,top quartile operator,First Capital Financial comparable transformation play 124,First Capital Financial active usage of changed workflow metric 124,12%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,125,tenant_file
FIRSTCAPITAL-PLAY-0125,FIRSTCAPITAL-MET-0125,top quartile operator,First Capital Financial comparable transformation play 125,First Capital Financial unit cost across served population or customer journey metric 125,13%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,126,tenant_file
FIRSTCAPITAL-PLAY-0126,FIRSTCAPITAL-MET-0126,top quartile operator,First Capital Financial comparable transformation play 126,First Capital Financial benefit realization against committed value metric 126,14%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,127,tenant_file
FIRSTCAPITAL-PLAY-0127,FIRSTCAPITAL-MET-0127,top quartile operator,First Capital Financial comparable transformation play 127,First Capital Financial elapsed time for target process metric 127,15%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,128,tenant_file
FIRSTCAPITAL-PLAY-0128,FIRSTCAPITAL-MET-0128,top quartile operator,First Capital Financial comparable transformation play 128,First Capital Financial open control and governance pressure metric 128,16%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,129,tenant_file
FIRSTCAPITAL-PLAY-0129,FIRSTCAPITAL-MET-0129,top quartile operator,First Capital Financial comparable transformation play 129,First Capital Financial active usage of changed workflow metric 129,17%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,130,tenant_file
FIRSTCAPITAL-PLAY-0130,FIRSTCAPITAL-MET-0130,top quartile operator,First Capital Financial comparable transformation play 130,First Capital Financial unit cost across served population or customer journey metric 130,18%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,131,tenant_file
FIRSTCAPITAL-PLAY-0131,FIRSTCAPITAL-MET-0131,top quartile operator,First Capital Financial comparable transformation play 131,First Capital Financial benefit realization against committed value metric 131,19%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,132,tenant_file
FIRSTCAPITAL-PLAY-0132,FIRSTCAPITAL-MET-0132,top quartile operator,First Capital Financial comparable transformation play 132,First Capital Financial elapsed time for target process metric 132,20%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,133,tenant_file
FIRSTCAPITAL-PLAY-0133,FIRSTCAPITAL-MET-0133,top quartile operator,First Capital Financial comparable transformation play 133,First Capital Financial open control and governance pressure metric 133,21%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,134,tenant_file
FIRSTCAPITAL-PLAY-0134,FIRSTCAPITAL-MET-0134,top quartile operator,First Capital Financial comparable transformation play 134,First Capital Financial active usage of changed workflow metric 134,22%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,135,tenant_file
FIRSTCAPITAL-PLAY-0135,FIRSTCAPITAL-MET-0135,top quartile operator,First Capital Financial comparable transformation play 135,First Capital Financial unit cost across served population or customer journey metric 135,23%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,136,tenant_file
FIRSTCAPITAL-PLAY-0136,FIRSTCAPITAL-MET-0136,top quartile operator,First Capital Financial comparable transformation play 136,First Capital Financial benefit realization against committed value metric 136,24%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,137,tenant_file
FIRSTCAPITAL-PLAY-0137,FIRSTCAPITAL-MET-0137,top quartile operator,First Capital Financial comparable transformation play 137,First Capital Financial elapsed time for target process metric 137,8%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,138,tenant_file
FIRSTCAPITAL-PLAY-0138,FIRSTCAPITAL-MET-0138,top quartile operator,First Capital Financial comparable transformation play 138,First Capital Financial open control and governance pressure metric 138,9%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,139,tenant_file
FIRSTCAPITAL-PLAY-0139,FIRSTCAPITAL-MET-0139,top quartile operator,First Capital Financial comparable transformation play 139,First Capital Financial active usage of changed workflow metric 139,10%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,140,tenant_file
FIRSTCAPITAL-PLAY-0140,FIRSTCAPITAL-MET-0140,top quartile operator,First Capital Financial comparable transformation play 140,First Capital Financial unit cost across served population or customer journey metric 140,11%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cost_to_serve,family-7-outcome-intelligence/O03_competitor-plays.csv,141,tenant_file
FIRSTCAPITAL-PLAY-0141,FIRSTCAPITAL-MET-0141,top quartile operator,First Capital Financial comparable transformation play 141,First Capital Financial benefit realization against committed value metric 141,12%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,value_capture,family-7-outcome-intelligence/O03_competitor-plays.csv,142,tenant_file
FIRSTCAPITAL-PLAY-0142,FIRSTCAPITAL-MET-0142,top quartile operator,First Capital Financial comparable transformation play 142,First Capital Financial elapsed time for target process metric 142,13%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,cycle_time,family-7-outcome-intelligence/O03_competitor-plays.csv,143,tenant_file
FIRSTCAPITAL-PLAY-0143,FIRSTCAPITAL-MET-0143,top quartile operator,First Capital Financial comparable transformation play 143,First Capital Financial open control and governance pressure metric 143,14%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,risk_posture,family-7-outcome-intelligence/O03_competitor-plays.csv,144,tenant_file
FIRSTCAPITAL-PLAY-0144,FIRSTCAPITAL-MET-0144,top quartile operator,First Capital Financial comparable transformation play 144,First Capital Financial active usage of changed workflow metric 144,15%,data foundation; workflow redesign; governance evidence; adoption telemetry,context-to-move-pattern,adoption,family-7-outcome-intelligence/O03_competitor-plays.csv,145,tenant_file
