tenant_key,program_name,business_sponsor,technology_owner,objective,scope,status,phase,target_outcomes,dependencies,risks,budget_usd,expected_value_usd,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status
apex-retail,Supply chain ETA and carrier exception AI / expansion 41,Chief Supply Chain Officer,Chief Supply Chain Officer,,,scale_candidate,build,,carrier API latency,carrier API latency,36000000,36000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,56,APEXRETAIL-INIT-0055,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,AI code productivity program / expansion 42,CIO,CIO,,,scale_candidate,scale,,measurement by product team incomplete,measurement by product team incomplete,22000000,22000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,high,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,57,APEXRETAIL-INIT-0056,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,Retail lakehouse and customer inventory graph / expansion 43,Chief Data Officer,Chief Data Officer,,,at_risk,mobilize,,identity and item-location data quality,identity and item-location data quality,95000000,95000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,58,APEXRETAIL-INIT-0057,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,AI demand forecasting and replenishment / expansion 44,Chief Merchandising Officer,Chief Merchandising Officer,,,scale_candidate,pilot,,forecast explainability by category,forecast explainability by category,72000000,72000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,high,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,59,APEXRETAIL-INIT-0058,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,Store labor scheduling optimization / expansion 45,COO,COO,,,hold_until_evidence,pilot,,labor-rule integration and manager adoption,labor-rule integration and manager adoption,51000000,51000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,60,APEXRETAIL-INIT-0059,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,Shrink anomaly detection / expansion 46,Chief Risk Officer,Chief Risk Officer,,,at_risk,build,,camera/POS evidence linkage,camera/POS evidence linkage,68000000,68000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,61,APEXRETAIL-INIT-0060,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,Search and personalization AI / expansion 47,Chief Digital Officer,Chief Digital Officer,,,scale_candidate,scale,,consent and customer identity gaps,consent and customer identity gaps,84000000,84000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,high,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,62,APEXRETAIL-INIT-0061,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,Retail media measurement clean room / expansion 48,Chief Marketing Officer,Chief Marketing Officer,,,hold_until_evidence,design,,incrementality proof missing,incrementality proof missing,38000000,38000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,63,APEXRETAIL-INIT-0062,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,BOPIS exception prediction / expansion 49,Chief Supply Chain Officer,Chief Supply Chain Officer,,,scale_candidate,pilot,,store inventory accuracy,store inventory accuracy,34000000,34000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,64,APEXRETAIL-INIT-0063,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,Returns fraud triage / expansion 50,Chief Risk Officer,Chief Risk Officer,,,at_risk,build,,fairness and customer friction review,fairness and customer friction review,26000000,26000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,65,APEXRETAIL-INIT-0064,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,Finance margin bridge automation / expansion 51,CFO,CFO,,,scale_candidate,pilot,,vendor funding lineage,vendor funding lineage,24000000,24000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,high,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,66,APEXRETAIL-INIT-0065,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,ServiceNow store support agent / expansion 52,VP IT Operations,VP IT Operations,,,hold_until_evidence,pilot,,knowledge base quality,knowledge base quality,18000000,18000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,67,APEXRETAIL-INIT-0066,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,Assortment localization copilot / expansion 53,Chief Merchandising Officer,Chief Merchandising Officer,,,prove_value,design,,planner workflow fit,planner workflow fit,30000000,30000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,low,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,68,APEXRETAIL-INIT-0067,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,Store associate task assistant / expansion 54,COO,COO,,,prove_value,design,,mobile device and policy readiness,mobile device and policy readiness,43000000,43000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,low,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,69,APEXRETAIL-INIT-0068,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,Supply chain ETA and carrier exception AI / expansion 55,Chief Supply Chain Officer,Chief Supply Chain Officer,,,scale_candidate,build,,carrier API latency,carrier API latency,36000000,36000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,70,APEXRETAIL-INIT-0069,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,AI code productivity program / expansion 56,CIO,CIO,,,scale_candidate,scale,,measurement by product team incomplete,measurement by product team incomplete,22000000,22000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,high,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,71,APEXRETAIL-INIT-0070,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,Retail lakehouse and customer inventory graph / expansion 57,Chief Data Officer,Chief Data Officer,,,at_risk,mobilize,,identity and item-location data quality,identity and item-location data quality,95000000,95000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,72,APEXRETAIL-INIT-0071,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,AI demand forecasting and replenishment / expansion 58,Chief Merchandising Officer,Chief Merchandising Officer,,,scale_candidate,pilot,,forecast explainability by category,forecast explainability by category,72000000,72000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,high,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,73,APEXRETAIL-INIT-0072,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,Store labor scheduling optimization / expansion 59,COO,COO,,,hold_until_evidence,pilot,,labor-rule integration and manager adoption,labor-rule integration and manager adoption,51000000,51000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,74,APEXRETAIL-INIT-0073,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,Shrink anomaly detection / expansion 60,Chief Risk Officer,Chief Risk Officer,,,at_risk,build,,camera/POS evidence linkage,camera/POS evidence linkage,68000000,68000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,75,APEXRETAIL-INIT-0074,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,Search and personalization AI / expansion 61,Chief Digital Officer,Chief Digital Officer,,,scale_candidate,scale,,consent and customer identity gaps,consent and customer identity gaps,84000000,84000000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,high,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,76,APEXRETAIL-INIT-0075,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,none
apex-retail,charter,CFO,Chief Data Officer,,,complete,charter,,Merchandising readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",9655000,11590000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,91,APX-INIT-001,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,conflict_resolved
apex-retail,data_ready,CIO,VP Infrastructure,,,complete,data_ready,,Order Management readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",9750000,11700000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,92,APX-INIT-001,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,conflict_resolved
apex-retail,control_ready,Chief Commercial Officer,Head of AI Enablement,,,at_risk,control_ready,,identity and item-location data quality,identity and item-location data quality,9845000,11810000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,93,APX-INIT-001,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,conflict_resolved
apex-retail,pilot_exit,COO,VP Enterprise Applications,,,not_started,pilot_exit,,Inventory readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",9940000,11920000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,94,APX-INIT-001,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,conflict_resolved
apex-retail,scale_decision,CFO,Chief Data Officer,,,not_started,scale_decision,,Loyalty readiness; data owner signoff; change adoption,"Value claim requires adoption, control evidence, and accountable operating owner",10035000,12030000,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,2026-06-18,medium,none,datasets/tenant-inputs/active/apex-retail/current/09_programs_initiatives.csv,universal-standard-v3,95,APX-INIT-001,synthetic-demo,9220c43f1c6e3f4034478ca4adc772fe6af8a1a969b3d58c14195508b2ae8b8d,retained_from_active_source,conflict_resolved
