claim_id,claim_kind,label,gate_status,realized_value_language_allowed,reason,required_evidence,evidence_ids,source_fact_ids
tower-claim-meridian-health-08_spend_value-08_spend_value-row-154,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-154-evidence,meridian-health-08_spend_value-08_spend_value-row-154
tower-claim-meridian-health-08_spend_value-08_spend_value-row-155,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-155-evidence,meridian-health-08_spend_value-08_spend_value-row-155
tower-claim-meridian-health-08_spend_value-08_spend_value-row-156,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-156-evidence,meridian-health-08_spend_value-08_spend_value-row-156
tower-claim-meridian-health-08_spend_value-08_spend_value-row-157,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-157-evidence,meridian-health-08_spend_value-08_spend_value-row-157
tower-claim-meridian-health-08_spend_value-08_spend_value-row-158,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-158-evidence,meridian-health-08_spend_value-08_spend_value-row-158
tower-claim-meridian-health-08_spend_value-08_spend_value-row-159,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-159-evidence,meridian-health-08_spend_value-08_spend_value-row-159
tower-claim-meridian-health-08_spend_value-08_spend_value-row-160,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-160-evidence,meridian-health-08_spend_value-08_spend_value-row-160
tower-claim-meridian-health-08_spend_value-08_spend_value-row-161,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-161-evidence,meridian-health-08_spend_value-08_spend_value-row-161
tower-claim-meridian-health-08_spend_value-08_spend_value-row-162,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-162-evidence,meridian-health-08_spend_value-08_spend_value-row-162
tower-claim-meridian-health-08_spend_value-08_spend_value-row-163,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-163-evidence,meridian-health-08_spend_value-08_spend_value-row-163
tower-claim-meridian-health-08_spend_value-08_spend_value-row-164,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-164-evidence,meridian-health-08_spend_value-08_spend_value-row-164
tower-claim-meridian-health-08_spend_value-08_spend_value-row-165,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-165-evidence,meridian-health-08_spend_value-08_spend_value-row-165
tower-claim-meridian-health-08_spend_value-08_spend_value-row-166,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-166-evidence,meridian-health-08_spend_value-08_spend_value-row-166
tower-claim-meridian-health-08_spend_value-08_spend_value-row-167,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-167-evidence,meridian-health-08_spend_value-08_spend_value-row-167
tower-claim-meridian-health-08_spend_value-08_spend_value-row-168,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-168-evidence,meridian-health-08_spend_value-08_spend_value-row-168
tower-claim-meridian-health-08_spend_value-08_spend_value-row-169,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-169-evidence,meridian-health-08_spend_value-08_spend_value-row-169
tower-claim-meridian-health-08_spend_value-08_spend_value-row-170,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-170-evidence,meridian-health-08_spend_value-08_spend_value-row-170
tower-claim-meridian-health-08_spend_value-08_spend_value-row-171,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-171-evidence,meridian-health-08_spend_value-08_spend_value-row-171
tower-claim-meridian-health-08_spend_value-08_spend_value-row-172,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-172-evidence,meridian-health-08_spend_value-08_spend_value-row-172
tower-claim-meridian-health-08_spend_value-08_spend_value-row-173,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-173-evidence,meridian-health-08_spend_value-08_spend_value-row-173
tower-claim-meridian-health-08_spend_value-08_spend_value-row-174,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-174-evidence,meridian-health-08_spend_value-08_spend_value-row-174
tower-claim-meridian-health-08_spend_value-08_spend_value-row-175,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-175-evidence,meridian-health-08_spend_value-08_spend_value-row-175
tower-claim-meridian-health-08_spend_value-08_spend_value-row-176,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-176-evidence,meridian-health-08_spend_value-08_spend_value-row-176
tower-claim-meridian-health-08_spend_value-08_spend_value-row-177,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-177-evidence,meridian-health-08_spend_value-08_spend_value-row-177
tower-claim-meridian-health-08_spend_value-08_spend_value-row-178,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-178-evidence,meridian-health-08_spend_value-08_spend_value-row-178
tower-claim-meridian-health-08_spend_value-08_spend_value-row-179,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-179-evidence,meridian-health-08_spend_value-08_spend_value-row-179
tower-claim-meridian-health-08_spend_value-08_spend_value-row-180,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-180-evidence,meridian-health-08_spend_value-08_spend_value-row-180
tower-claim-meridian-health-08_spend_value-08_spend_value-row-181,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-181-evidence,meridian-health-08_spend_value-08_spend_value-row-181
tower-claim-meridian-health-08_spend_value-08_spend_value-row-182,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-182-evidence,meridian-health-08_spend_value-08_spend_value-row-182
tower-claim-meridian-health-08_spend_value-08_spend_value-row-183,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-183-evidence,meridian-health-08_spend_value-08_spend_value-row-183
tower-claim-meridian-health-08_spend_value-08_spend_value-row-184,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-184-evidence,meridian-health-08_spend_value-08_spend_value-row-184
tower-claim-meridian-health-08_spend_value-08_spend_value-row-185,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-185-evidence,meridian-health-08_spend_value-08_spend_value-row-185
tower-claim-meridian-health-08_spend_value-08_spend_value-row-186,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-186-evidence,meridian-health-08_spend_value-08_spend_value-row-186
tower-claim-meridian-health-08_spend_value-08_spend_value-row-187,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-187-evidence,meridian-health-08_spend_value-08_spend_value-row-187
tower-claim-meridian-health-08_spend_value-08_spend_value-row-188,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-188-evidence,meridian-health-08_spend_value-08_spend_value-row-188
tower-claim-meridian-health-08_spend_value-08_spend_value-row-189,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-189-evidence,meridian-health-08_spend_value-08_spend_value-row-189
tower-claim-meridian-health-08_spend_value-08_spend_value-row-190,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-190-evidence,meridian-health-08_spend_value-08_spend_value-row-190
tower-claim-meridian-health-08_spend_value-08_spend_value-row-191,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-191-evidence,meridian-health-08_spend_value-08_spend_value-row-191
tower-claim-meridian-health-08_spend_value-08_spend_value-row-192,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-192-evidence,meridian-health-08_spend_value-08_spend_value-row-192
tower-claim-meridian-health-08_spend_value-08_spend_value-row-193,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-193-evidence,meridian-health-08_spend_value-08_spend_value-row-193
tower-claim-meridian-health-08_spend_value-08_spend_value-row-194,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-194-evidence,meridian-health-08_spend_value-08_spend_value-row-194
tower-claim-meridian-health-08_spend_value-08_spend_value-row-195,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-195-evidence,meridian-health-08_spend_value-08_spend_value-row-195
tower-claim-meridian-health-08_spend_value-08_spend_value-row-196,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-196-evidence,meridian-health-08_spend_value-08_spend_value-row-196
tower-claim-meridian-health-08_spend_value-08_spend_value-row-197,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-197-evidence,meridian-health-08_spend_value-08_spend_value-row-197
tower-claim-meridian-health-08_spend_value-08_spend_value-row-198,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-198-evidence,meridian-health-08_spend_value-08_spend_value-row-198
tower-claim-meridian-health-08_spend_value-08_spend_value-row-199,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-199-evidence,meridian-health-08_spend_value-08_spend_value-row-199
tower-claim-meridian-health-08_spend_value-08_spend_value-row-200,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-200-evidence,meridian-health-08_spend_value-08_spend_value-row-200
tower-claim-meridian-health-08_spend_value-08_spend_value-row-201,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-201-evidence,meridian-health-08_spend_value-08_spend_value-row-201
tower-claim-meridian-health-08_spend_value-08_spend_value-row-202,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-202-evidence,meridian-health-08_spend_value-08_spend_value-row-202
tower-claim-meridian-health-08_spend_value-08_spend_value-row-203,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-203-evidence,meridian-health-08_spend_value-08_spend_value-row-203
tower-claim-meridian-health-08_spend_value-08_spend_value-row-204,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-204-evidence,meridian-health-08_spend_value-08_spend_value-row-204
tower-claim-meridian-health-08_spend_value-08_spend_value-row-205,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-205-evidence,meridian-health-08_spend_value-08_spend_value-row-205
tower-claim-meridian-health-08_spend_value-08_spend_value-row-206,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-206-evidence,meridian-health-08_spend_value-08_spend_value-row-206
tower-claim-meridian-health-08_spend_value-08_spend_value-row-207,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-207-evidence,meridian-health-08_spend_value-08_spend_value-row-207
tower-claim-meridian-health-08_spend_value-08_spend_value-row-208,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-208-evidence,meridian-health-08_spend_value-08_spend_value-row-208
tower-claim-meridian-health-08_spend_value-08_spend_value-row-209,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-209-evidence,meridian-health-08_spend_value-08_spend_value-row-209
tower-claim-meridian-health-08_spend_value-08_spend_value-row-210,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-210-evidence,meridian-health-08_spend_value-08_spend_value-row-210
tower-claim-meridian-health-08_spend_value-08_spend_value-row-211,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-211-evidence,meridian-health-08_spend_value-08_spend_value-row-211
tower-claim-meridian-health-08_spend_value-08_spend_value-row-212,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-212-evidence,meridian-health-08_spend_value-08_spend_value-row-212
tower-claim-meridian-health-08_spend_value-08_spend_value-row-213,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-213-evidence,meridian-health-08_spend_value-08_spend_value-row-213
tower-claim-meridian-health-08_spend_value-08_spend_value-row-214,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-214-evidence,meridian-health-08_spend_value-08_spend_value-row-214
tower-claim-meridian-health-08_spend_value-08_spend_value-row-215,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-215-evidence,meridian-health-08_spend_value-08_spend_value-row-215
tower-claim-meridian-health-08_spend_value-08_spend_value-row-216,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-216-evidence,meridian-health-08_spend_value-08_spend_value-row-216
tower-claim-meridian-health-08_spend_value-08_spend_value-row-217,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-217-evidence,meridian-health-08_spend_value-08_spend_value-row-217
tower-claim-meridian-health-08_spend_value-08_spend_value-row-218,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-218-evidence,meridian-health-08_spend_value-08_spend_value-row-218
tower-claim-meridian-health-08_spend_value-08_spend_value-row-219,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-219-evidence,meridian-health-08_spend_value-08_spend_value-row-219
tower-claim-meridian-health-08_spend_value-08_spend_value-row-220,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-220-evidence,meridian-health-08_spend_value-08_spend_value-row-220
tower-claim-meridian-health-08_spend_value-08_spend_value-row-221,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-221-evidence,meridian-health-08_spend_value-08_spend_value-row-221
tower-claim-meridian-health-08_spend_value-08_spend_value-row-222,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-222-evidence,meridian-health-08_spend_value-08_spend_value-row-222
tower-claim-meridian-health-08_spend_value-08_spend_value-row-223,value_hypothesis,ai budget spend,caveated,false,"The value can be shown as planned, promised, or forecast value, but not as realized value.",business-case owner; baseline assumption; measurement plan; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-223-evidence,meridian-health-08_spend_value-08_spend_value-row-223
tower-claim-meridian-health-08_spend_value-08_spend_value-row-224,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-224-evidence,meridian-health-08_spend_value-08_spend_value-row-224
tower-claim-meridian-health-08_spend_value-08_spend_value-row-225,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-225-evidence,meridian-health-08_spend_value-08_spend_value-row-225
tower-claim-meridian-health-08_spend_value-08_spend_value-row-226,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-226-evidence,meridian-health-08_spend_value-08_spend_value-row-226
tower-claim-meridian-health-08_spend_value-08_spend_value-row-227,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-227-evidence,meridian-health-08_spend_value-08_spend_value-row-227
tower-claim-meridian-health-08_spend_value-08_spend_value-row-228,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-228-evidence,meridian-health-08_spend_value-08_spend_value-row-228
tower-claim-meridian-health-08_spend_value-08_spend_value-row-229,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-229-evidence,meridian-health-08_spend_value-08_spend_value-row-229
tower-claim-meridian-health-08_spend_value-08_spend_value-row-230,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-230-evidence,meridian-health-08_spend_value-08_spend_value-row-230
tower-claim-meridian-health-08_spend_value-08_spend_value-row-231,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-231-evidence,meridian-health-08_spend_value-08_spend_value-row-231
tower-claim-meridian-health-08_spend_value-08_spend_value-row-232,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-232-evidence,meridian-health-08_spend_value-08_spend_value-row-232
tower-claim-meridian-health-08_spend_value-08_spend_value-row-233,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-233-evidence,meridian-health-08_spend_value-08_spend_value-row-233
tower-claim-meridian-health-08_spend_value-08_spend_value-row-234,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-234-evidence,meridian-health-08_spend_value-08_spend_value-row-234
tower-claim-meridian-health-08_spend_value-08_spend_value-row-235,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-235-evidence,meridian-health-08_spend_value-08_spend_value-row-235
tower-claim-meridian-health-08_spend_value-08_spend_value-row-236,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-236-evidence,meridian-health-08_spend_value-08_spend_value-row-236
tower-claim-meridian-health-08_spend_value-08_spend_value-row-237,measured_value,measured value,blocked,false,"Realized value requires finance-attested measured evidence. Until then, Tower must describe the row as a plan, forecast, promise, or measurement-readiness signal.",finance-attested actual value extract; v3 canonical fact reconciliation; source-owner attestation; measurement period and formula lineage; citable evidence reference,meridian-health-08_spend_value-08_spend_value-row-237-evidence,meridian-health-08_spend_value-08_spend_value-row-237
