artifact_id,relative_path,wave,source_classification,artifact_purpose,synthetic_label,row_count,sha256
c3ee47df63648d10,03-system-extracts/01-cmdb-application-portfolio.csv,3,system extract,cmdb-application-portfolio,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",1201,357bf7d581b7252c7efa666634a82a84acced6b05a6e177bcf1acecb2c3d9fec
04c23a70dcf513fe,03-system-extracts/01-cmdb-application-portfolio.xlsx,3,system extract,cmdb-application-portfolio,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",1201,4d478f626eac8f6dec8e511f36baae79faa087bdf1828e948b4170625ba8d0ba
04dce3fe71c05aca,03-system-extracts/02-application-products-modules-environments.csv,3,system extract,application-products-modules-environments,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",2800,5c55371474dfe0ab8878a9088f3882013f6b272ee0287576c906ca72b78cf77b
6d94a89436120af4,03-system-extracts/02-application-products-modules-environments.xlsx,3,system extract,application-products-modules-environments,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",2800,8f2964e488946f4451e7bf79f34be466b79bc698c15a6293b3689aa9c64ded06
9438df2f62e8575d,03-system-extracts/03-integration-api-etl-inventory.csv,3,system extract,integration-api-etl-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",4500,9a926cbb0069bf81accc9a8766bc779a6a68d759beda14c702290f856e564fa3
267e057d26f6b8ca,03-system-extracts/03-integration-api-etl-inventory.xlsx,3,system extract,integration-api-etl-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",4500,344041846d33db5e860ced8931136eed4870028bc82ade73e874857f02600ee3
3142b5eb30d39bd9,03-system-extracts/04-data-catalog.csv,3,system extract,data-catalog,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",20,f2a59c629c836e3bf4332f67bb1bdf9a4d0e6c7ddea4fad3a93c972328eab3e5
3f13a16a7e3bfc13,03-system-extracts/04-data-catalog.xlsx,3,system extract,data-catalog,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",20,7202a4c51521dcf77f8e2f129803f4cb11656ded06d3a0bd055834e2c73bb240
9e5ac4ac345f2ab6,03-system-extracts/05-data-product-inventory.csv,3,system extract,data-product-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",125,d05e246f93baed18713db01c3974d42461c9533c9e11a28602a5327e7481064e
616b1714e6a8045a,03-system-extracts/05-data-product-inventory.xlsx,3,system extract,data-product-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",125,e2f86c54e50970ce25daeb057982a92bd085b7b8a816f74014d362a992e2e627
0f54a240fec13fcf,03-system-extracts/06-data-asset-inventory.csv,3,system extract,data-asset-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",1800,c5170a16291eb07b9ec33953809bb8f28e24968b7ec5333202a1d561838608c8
c0f9e05b0182de68,03-system-extracts/06-data-asset-inventory.xlsx,3,system extract,data-asset-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",1800,c0affb9b2410fbcfdb3b62a42819a93676b9b2e04a6ae587d385c65be74fd41b
551235c0d179a493,03-system-extracts/07-data-pipeline-inventory.csv,3,system extract,data-pipeline-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",1400,8202a7941c36a03d73960dbdf7214e324b08131208ab0d83c12618e80ba97556
1e214a0e0fd6f1d2,03-system-extracts/07-data-pipeline-inventory.xlsx,3,system extract,data-pipeline-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",1400,3d5ee38a8c8ada7cf5b1d915c3277bfeee25f3e824533f1aa0a4561b94419966
9550899c7b9f575c,03-system-extracts/08-databases-warehouses-lakes-marts.csv,3,system extract,databases-warehouses-lakes-marts,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",1800,033837de00a78b76368c08f74fa0187c000259bfdb39791c8d0dd6432374837c
47749ed6e04d078f,03-system-extracts/08-databases-warehouses-lakes-marts.xlsx,3,system extract,databases-warehouses-lakes-marts,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",1800,3f94d04e8412e16707cc153814dcdd05818925e6b64ac60a6b441d9634a36cd8
f23f5da911fd3e43,03-system-extracts/09-semantic-model-inventory.csv,3,system extract,semantic-model-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",250,49f1e21975a246a4258b37c0d3effe8c074c35716e506a41c3fb910e38bbd99d
9a91fcca56439bc0,03-system-extracts/09-semantic-model-inventory.xlsx,3,system extract,semantic-model-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",250,33454e1b5fecf1fed245582682350d55fe7f15a11ce9bf545bc621c955ece312
7a4b7004fc3a42f2,03-system-extracts/10-bi-report-dashboard-inventory.csv,3,system extract,bi-report-dashboard-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",4200,96aef983c4c3f768ff9ea12de7c4bd87fa51c3d24dd99bb889dc62570ab975bf
1182acd52908dd09,03-system-extracts/10-bi-report-dashboard-inventory.xlsx,3,system extract,bi-report-dashboard-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",4200,c4d397167b3d149e40b43428485dd9ec091e89ad27551f98bfc62c60f2b8cea0
6c141df5acb2f20b,03-system-extracts/11-data-science-ai-platform-inventory.csv,3,system extract,data-science-ai-platform-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",360,0e60ab4e4057ec5143489affc97c9f7f5932891da152399cebe29d2a59d7541a
deeca5c51c1e980c,03-system-extracts/11-data-science-ai-platform-inventory.xlsx,3,system extract,data-science-ai-platform-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",360,c6d49d44e89371e188e4401dfb9001a8c4367a9757e88a0b2c134db82d4a6357
de4f3de9f091eb0e,03-system-extracts/12-cloud-accounts-subscriptions-resources.csv,3,system extract,cloud-accounts-subscriptions-resources,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",12000,02bb462e0e4d457e8184567b04fd164ff55b188e68819463220301fd029f4fab
1b23914b11fe6322,03-system-extracts/12-cloud-accounts-subscriptions-resources.jsonl,3,system extract,cloud-accounts-subscriptions-resources,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",12000,3934105bafee6dde25032068bd32acdade71a33c3a1c0c832a4ec8eb01f3e0fe
b8a23416580e78f1,03-system-extracts/13-infrastructure-data-center-inventory.csv,3,system extract,infrastructure-data-center-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",320,a697d3f5fb544cf38705b6fe37265dcd6930369ae05c569c262600609400010b
a60d51116a51e338,03-system-extracts/13-infrastructure-data-center-inventory.xlsx,3,system extract,infrastructure-data-center-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",320,e4fbdeb326e66c3fa3eeaac22f8317444d361e6a7826eb35ec5858ec1b096dac
43be3435fe78824f,03-system-extracts/14-workforce-organization-extract.csv,3,system extract,workforce-organization-extract,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",225,c1cde83daa308865525b36fa69d3d44ecf9ef423cf0fa8184cf38600c39460d9
27ea56fe9b3721c5,03-system-extracts/14-workforce-organization-extract.xlsx,3,system extract,workforce-organization-extract,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",225,2107fd42ca9c3c0650b636a6acfaffa6cd4281679d45b71ea9889a11eac16d63
21ac8238a21e3080,03-system-extracts/15-it-budget-actual-forecast.csv,3,system extract,it-budget-actual-forecast,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",5,f728f76bf2d7c8a3fa3447cd5fdd08c5e0454a5b6f9585dfe91c24d7b544bb37
e5a77d28136222f4,03-system-extracts/15-it-budget-actual-forecast.xlsx,3,system extract,it-budget-actual-forecast,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",5,616cee6f5f6ad40544a63b9edf2b632b6f55ef46cb811334b78e280465521c67
21c18ba59c0823a6,03-system-extracts/16-ap-vendor-spend.csv,3,system extract,ap-vendor-spend,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",450,3d1a73f31f923b6b49206929fbc48766e4c3f0110ec38d744202e245eedd2576
1befada3f10e5063,03-system-extracts/16-ap-vendor-spend.xlsx,3,system extract,ap-vendor-spend,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",450,ed5bc16422b5664876b4762e78a35f560f03fb78d587cfd70199d83e546519e4
9505739c72d30e9e,03-system-extracts/17-vendor-contract-inventory.csv,3,system extract,vendor-contract-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",320,2852a767fdaeed3528a49ea3127ed43c70b1c42a47c56b85b4857869718054f9
a646abf489f588f1,03-system-extracts/17-vendor-contract-inventory.xlsx,3,system extract,vendor-contract-inventory,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",320,e1e43bbe52e8ecee1cffcb0d01784136970faaae03cfee193691dd3fb4ca92e8
6e01129b916eca3f,03-system-extracts/18-ppm-portfolio.csv,3,system extract,ppm-portfolio,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",180,74d04fc27d30136fe44241f818868cee2dc06bc6fd5ad46b50f368685dfbf595
487ceefa4fe3e467,03-system-extracts/18-ppm-portfolio.xlsx,3,system extract,ppm-portfolio,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",180,1461debe3d6aac1cdb766bca47a727a2ff4a5021223fc183383185a1e95f4e34
62a2e052b3823a4c,03-system-extracts/19-grc-risk-control-extract.csv,3,system extract,grc-risk-control-extract,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",1100,af507c368e9290507abdbd811bf26053ec2ff63a2e15eeb4312cec4bf73491c1
bce8b5ba81846403,03-system-extracts/19-grc-risk-control-extract.xlsx,3,system extract,grc-risk-control-extract,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",1100,52a4ca474185607de491e4ea04b9be60814b0f6304bc04051d6225b54b00acdf
396083f03a8e8558,03-system-extracts/20-kpi-definitions-observations.csv,3,system extract,kpi-definitions-observations,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",180,a81d6c59eba087dbd707720580faa329bcb8d7809c8486d8a242551794afd8df
a34e026c45f65db4,03-system-extracts/20-kpi-definitions-observations.xlsx,3,system extract,kpi-definitions-observations,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",180,5a401fc2435264073b1586e55a72ec96ca1c1ca106034a5135fcc1b70dde0d9d
d0995914457a4ee3,03-system-extracts/21-incident-problem-change-extract.csv,3,system extract,incident-problem-change-extract,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",1500,52324299b708f054d546b6d85ab4c560b7b552442a50bbf3d8c0488b1dc76581
468b58a1cec53283,03-system-extracts/21-incident-problem-change-extract.xlsx,3,system extract,incident-problem-change-extract,"Synthetic HC Demo New source artifact - not a real client, not PHI, planning grade.",1500,ce9d8da2f1c3d19102ce43fe5953e4dc29d68968029f8bcf843548f869319c08
