tenant_key,adapter_id,canonical_object_type,canonical_object_id,source_file,source_row,source_system,source_record_id,lineage_status,extract_date,as_of_date
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-004-2026-06,24_monthly_value_tracking.csv,47,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-06,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-004-2026-07,24_monthly_value_tracking.csv,48,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-07,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-004-2026-08,24_monthly_value_tracking.csv,49,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-08,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-005-2025-09,24_monthly_value_tracking.csv,50,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2025-09,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-005-2025-10,24_monthly_value_tracking.csv,51,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2025-10,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-005-2025-11,24_monthly_value_tracking.csv,52,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2025-11,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-005-2025-12,24_monthly_value_tracking.csv,53,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2025-12,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-005-2026-01,24_monthly_value_tracking.csv,54,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-01,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-005-2026-02,24_monthly_value_tracking.csv,55,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-02,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-005-2026-03,24_monthly_value_tracking.csv,56,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-03,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-005-2026-04,24_monthly_value_tracking.csv,57,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-04,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-005-2026-05,24_monthly_value_tracking.csv,58,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-05,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-005-2026-06,24_monthly_value_tracking.csv,59,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-06,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-005-2026-07,24_monthly_value_tracking.csv,60,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-07,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-005-2026-08,24_monthly_value_tracking.csv,61,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-08,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-006-2025-09,24_monthly_value_tracking.csv,62,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2025-09,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-006-2025-10,24_monthly_value_tracking.csv,63,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2025-10,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-006-2025-11,24_monthly_value_tracking.csv,64,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2025-11,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-006-2025-12,24_monthly_value_tracking.csv,65,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2025-12,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-006-2026-01,24_monthly_value_tracking.csv,66,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-01,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-006-2026-02,24_monthly_value_tracking.csv,67,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-02,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-006-2026-03,24_monthly_value_tracking.csv,68,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-03,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-006-2026-04,24_monthly_value_tracking.csv,69,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-04,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-006-2026-05,24_monthly_value_tracking.csv,70,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-05,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-006-2026-06,24_monthly_value_tracking.csv,71,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-06,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-006-2026-07,24_monthly_value_tracking.csv,72,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-07,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-006-2026-08,24_monthly_value_tracking.csv,73,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-08,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-007-2025-09,24_monthly_value_tracking.csv,74,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2025-09,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-007-2025-10,24_monthly_value_tracking.csv,75,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2025-10,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-007-2025-11,24_monthly_value_tracking.csv,76,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2025-11,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-007-2025-12,24_monthly_value_tracking.csv,77,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2025-12,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-007-2026-01,24_monthly_value_tracking.csv,78,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-01,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-007-2026-02,24_monthly_value_tracking.csv,79,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-02,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-007-2026-03,24_monthly_value_tracking.csv,80,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-03,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-007-2026-04,24_monthly_value_tracking.csv,81,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-04,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-007-2026-05,24_monthly_value_tracking.csv,82,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-05,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-007-2026-06,24_monthly_value_tracking.csv,83,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-06,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-007-2026-07,24_monthly_value_tracking.csv,84,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-07,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-007-2026-08,24_monthly_value_tracking.csv,85,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-08,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-008-2025-09,24_monthly_value_tracking.csv,86,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2025-09,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-008-2025-10,24_monthly_value_tracking.csv,87,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2025-10,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-008-2025-11,24_monthly_value_tracking.csv,88,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2025-11,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-008-2025-12,24_monthly_value_tracking.csv,89,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2025-12,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-008-2026-01,24_monthly_value_tracking.csv,90,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-01,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-008-2026-02,24_monthly_value_tracking.csv,91,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-02,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-008-2026-03,24_monthly_value_tracking.csv,92,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-03,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-008-2026-04,24_monthly_value_tracking.csv,93,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-04,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-008-2026-05,24_monthly_value_tracking.csv,94,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-05,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-008-2026-06,24_monthly_value_tracking.csv,95,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-06,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-008-2026-07,24_monthly_value_tracking.csv,96,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-07,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-008-2026-08,24_monthly_value_tracking.csv,97,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-08,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-009-2025-09,24_monthly_value_tracking.csv,98,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2025-09,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-009-2025-10,24_monthly_value_tracking.csv,99,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2025-10,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-009-2025-11,24_monthly_value_tracking.csv,100,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2025-11,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-009-2025-12,24_monthly_value_tracking.csv,101,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2025-12,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-009-2026-01,24_monthly_value_tracking.csv,102,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-01,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-009-2026-02,24_monthly_value_tracking.csv,103,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-02,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-009-2026-03,24_monthly_value_tracking.csv,104,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-03,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-009-2026-04,24_monthly_value_tracking.csv,105,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-04,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-009-2026-05,24_monthly_value_tracking.csv,106,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-05,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-009-2026-06,24_monthly_value_tracking.csv,107,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-06,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-009-2026-07,24_monthly_value_tracking.csv,108,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-07,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-009-2026-08,24_monthly_value_tracking.csv,109,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-08,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-010-2025-09,24_monthly_value_tracking.csv,110,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2025-09,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-010-2025-10,24_monthly_value_tracking.csv,111,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2025-10,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-010-2025-11,24_monthly_value_tracking.csv,112,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2025-11,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-010-2025-12,24_monthly_value_tracking.csv,113,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2025-12,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-010-2026-01,24_monthly_value_tracking.csv,114,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-01,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-010-2026-02,24_monthly_value_tracking.csv,115,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-02,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-010-2026-03,24_monthly_value_tracking.csv,116,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-03,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-010-2026-04,24_monthly_value_tracking.csv,117,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-04,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-010-2026-05,24_monthly_value_tracking.csv,118,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-05,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-010-2026-06,24_monthly_value_tracking.csv,119,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-06,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-010-2026-07,24_monthly_value_tracking.csv,120,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-07,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-010-2026-08,24_monthly_value_tracking.csv,121,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-08,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-011-2025-09,24_monthly_value_tracking.csv,122,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2025-09,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-011-2025-10,24_monthly_value_tracking.csv,123,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2025-10,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-011-2025-11,24_monthly_value_tracking.csv,124,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2025-11,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-011-2025-12,24_monthly_value_tracking.csv,125,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2025-12,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-011-2026-01,24_monthly_value_tracking.csv,126,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-01,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-011-2026-02,24_monthly_value_tracking.csv,127,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-02,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-011-2026-03,24_monthly_value_tracking.csv,128,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-03,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-011-2026-04,24_monthly_value_tracking.csv,129,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-04,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-011-2026-05,24_monthly_value_tracking.csv,130,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-05,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-011-2026-06,24_monthly_value_tracking.csv,131,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-06,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-011-2026-07,24_monthly_value_tracking.csv,132,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-07,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-011-2026-08,24_monthly_value_tracking.csv,133,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-08,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-012-2025-09,24_monthly_value_tracking.csv,134,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2025-09,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-012-2025-10,24_monthly_value_tracking.csv,135,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2025-10,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-012-2025-11,24_monthly_value_tracking.csv,136,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2025-11,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-012-2025-12,24_monthly_value_tracking.csv,137,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2025-12,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-012-2026-01,24_monthly_value_tracking.csv,138,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-01,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-012-2026-02,24_monthly_value_tracking.csv,139,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-02,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-012-2026-03,24_monthly_value_tracking.csv,140,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-03,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-012-2026-04,24_monthly_value_tracking.csv,141,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-04,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-012-2026-05,24_monthly_value_tracking.csv,142,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-05,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-012-2026-06,24_monthly_value_tracking.csv,143,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-06,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-012-2026-07,24_monthly_value_tracking.csv,144,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-07,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-012-2026-08,24_monthly_value_tracking.csv,145,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-08,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-013-2025-09,24_monthly_value_tracking.csv,146,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2025-09,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-013-2025-10,24_monthly_value_tracking.csv,147,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2025-10,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-013-2025-11,24_monthly_value_tracking.csv,148,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2025-11,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-013-2025-12,24_monthly_value_tracking.csv,149,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2025-12,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-013-2026-01,24_monthly_value_tracking.csv,150,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-01,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-013-2026-02,24_monthly_value_tracking.csv,151,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-02,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-013-2026-03,24_monthly_value_tracking.csv,152,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-03,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-013-2026-04,24_monthly_value_tracking.csv,153,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-04,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-013-2026-05,24_monthly_value_tracking.csv,154,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-05,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-013-2026-06,24_monthly_value_tracking.csv,155,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-06,preserved,2026-08-24,2026-08-24
meridian-health,meridian_monthly_value_adapter,MetricObservation,VALUE_OBSERVATION:VAL-BC-MER-013-2026-07,24_monthly_value_tracking.csv,156,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-07,preserved,2026-08-24,2026-08-24
