vendor_id,vendor_name,scope,annual_run_rate_usd,renewal_date,criticality,notes,source_file,source_row,value_source
CON-00001,SAP,Managed Service,85440000,2026-09-04,critical,tower=Network; owner=CDO; utilization=91; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,2,tenant_file
CON-00139,Snowflake,Support & Maintenance,68280000,2024-12-31,critical,tower=Mainframe; owner=VP Data; utilization=23; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,140,tenant_file
CON-00140,Cisco,Managed Service,20490000,2025-02-16,critical,tower=Cloud; owner=CFO; utilization=55; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,141,tenant_file
CON-00141,Amadeus,Enterprise Agreement,32850000,2026-06-04,critical,tower=Cloud; owner=CFO; utilization=88; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,142,tenant_file
CON-00142,ServiceNow,Capacity Reservation,135970000,2026-07-23,critical,tower=Mainframe; owner=Chief Digital Officer; utilization=71; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,143,tenant_file
CON-00143,Salesforce,Support & Maintenance,4820000,2026-11-29,important,tower=EUC; owner=Chief Digital Officer; utilization=51; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,144,tenant_file
CON-00144,Snowflake,Capacity Reservation,109490000,2027-07-07,critical,tower=EUC; owner=Chief Digital Officer; utilization=47; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,145,tenant_file
CON-00145,SAP,Capacity Reservation,101260000,2024-10-20,critical,tower=Mainframe; owner=CDO; utilization=78; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,146,tenant_file
CON-00146,TCS,Capacity Reservation,18420000,2025-08-31,important,tower=Cloud; owner=Chief Digital Officer; utilization=78; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,147,tenant_file
CON-00147,Workday,Perpetual License,6670000,2024-05-02,important,tower=ERP; owner=CISO; utilization=61; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,148,tenant_file
CON-00148,Sabre,Capacity Reservation,12750000,2023-03-03,important,tower=ERP; owner=VP Engineering; utilization=68; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,149,tenant_file
CON-00149,Databricks,Managed Service,83610000,2028-08-19,critical,tower=Integration; owner=Chief Digital Officer; utilization=68; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,150,tenant_file
CON-00150,IBM,Support & Maintenance,4760000,2027-08-21,important,tower=Cloud; owner=CIO; utilization=51; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,151,tenant_file
CON-00151,SAP,Perpetual License,34470000,2028-11-23,critical,tower=ERP; owner=COO; utilization=20; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,152,tenant_file
CON-00152,Palo Alto,Support & Maintenance,27530000,2025-01-22,critical,tower=Data & Analytics; owner=CIO; utilization=88; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,153,tenant_file
CON-00153,Salesforce,Consumption Commit,118590000,2028-06-24,critical,tower=ERP; owner=CFO; utilization=75; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,154,tenant_file
CON-00154,Amadeus,Professional Services,21370000,2026-10-24,critical,tower=Network; owner=VP Engineering; utilization=48; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,155,tenant_file
CON-00155,Snowflake,Enterprise Agreement,71680000,2027-06-27,critical,tower=Cloud; owner=CISO; utilization=35; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,156,tenant_file
CON-00156,Oracle,Capacity Reservation,24540000,2028-08-17,critical,tower=Cloud; owner=VP Data; utilization=21; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,157,tenant_file
CON-00157,Red Hat,Perpetual License,104790000,2025-06-30,critical,tower=ERP; owner=Chief Digital Officer; utilization=84; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,158,tenant_file
CON-00158,ServiceNow,Perpetual License,62050000,2029-04-05,critical,tower=Security; owner=COO; utilization=74; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,159,tenant_file
CON-00159,Sabre,Perpetual License,102760000,2028-10-10,critical,tower=Integration; owner=VP Data; utilization=100; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,160,tenant_file
CON-00160,TCS,Support & Maintenance,137840000,2027-03-19,critical,tower=Security; owner=CDO; utilization=20; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,161,tenant_file
CON-00161,NetApp,Support & Maintenance,123420000,2024-04-19,critical,tower=Network; owner=CDO; utilization=38; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,162,tenant_file
CON-00162,ServiceNow,Managed Service,17900000,2023-07-20,important,tower=Mainframe; owner=CISO; utilization=81; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,163,tenant_file
CON-00163,Amadeus,Consumption Commit,103000000,2028-02-16,critical,tower=Data & Analytics; owner=CDO; utilization=38; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,164,tenant_file
CON-00164,MuleSoft,Managed Service,56450000,2030-12-21,critical,tower=ERP; owner=CDO; utilization=95; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,165,tenant_file
CON-00165,Dell EMC,Support & Maintenance,123660000,2025-10-27,critical,tower=Security; owner=COO; utilization=45; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,166,tenant_file
CON-00166,ServiceNow,Enterprise Agreement,130180000,2029-05-10,critical,tower=EUC; owner=VP Engineering; utilization=68; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,167,tenant_file
CON-00167,MuleSoft,Professional Services,58000000,2029-05-01,critical,tower=Integration; owner=VP Data; utilization=96; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,168,tenant_file
CON-00168,Accenture,Support & Maintenance,47860000,2027-01-16,critical,tower=Digital; owner=VP Data; utilization=75; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,169,tenant_file
CON-00169,Salesforce,Perpetual License,136380000,2028-01-19,critical,tower=Data & Analytics; owner=CDO; utilization=57; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,170,tenant_file
CON-00170,Teradata,Capacity Reservation,58730000,2026-07-29,critical,tower=Network; owner=CISO; utilization=92; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,171,tenant_file
CON-00171,Accenture,SaaS Subscription,130199999,2024-05-17,critical,tower=Security; owner=VP Infrastructure; utilization=66; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,172,tenant_file
CON-00172,Oracle,Support & Maintenance,45100000,2027-07-03,critical,tower=ERP; owner=CIO; utilization=33; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,173,tenant_file
CON-00173,Snowflake,Perpetual License,28110000,2024-11-21,critical,tower=Network; owner=VP Data; utilization=68; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,174,tenant_file
CON-00174,Databricks,Professional Services,54350000,2026-08-26,critical,tower=Digital; owner=CFO; utilization=33; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,175,tenant_file
CON-00175,Sabre,Capacity Reservation,11580000,2027-05-08,important,tower=Mainframe; owner=CFO; utilization=40; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,176,tenant_file
CON-00176,AWS,Enterprise Agreement,76770000,2026-04-26,critical,tower=ERP; owner=COO; utilization=20; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,177,tenant_file
CON-00177,Red Hat,Managed Service,131910000,2026-12-17,critical,tower=EUC; owner=VP Data; utilization=33; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,178,tenant_file
CON-00178,NetApp,Support & Maintenance,33110000,2027-05-16,critical,tower=Mainframe; owner=CISO; utilization=93; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,179,tenant_file
CON-00179,Databricks,Consumption Commit,15840000,2028-12-24,important,tower=Cloud; owner=VP Data; utilization=35; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,180,tenant_file
CON-00180,Snowflake,Support & Maintenance,68430000,2027-05-11,critical,tower=Network; owner=CISO; utilization=100; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,181,tenant_file
CON-00181,Salesforce,Enterprise Agreement,128789999,2025-06-29,critical,tower=Cloud; owner=CFO; utilization=40; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,182,tenant_file
CON-00182,Dell EMC,Capacity Reservation,89490000,2028-09-24,critical,tower=EUC; owner=COO; utilization=44; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,183,tenant_file
CON-00183,AWS,Perpetual License,138390000,2027-06-13,critical,tower=ERP; owner=CDO; utilization=36; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,184,tenant_file
CON-00184,Accenture,Enterprise Agreement,47650000,2028-03-19,critical,tower=Cloud; owner=CFO; utilization=79; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,185,tenant_file
CON-00185,Snowflake,Professional Services,35860000,2026-03-22,critical,tower=Security; owner=VP Infrastructure; utilization=78; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,186,tenant_file
CON-00186,Dell EMC,Capacity Reservation,125650000,2030-04-02,critical,tower=Digital; owner=CTO; utilization=74; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,187,tenant_file
CON-00187,Amadeus,Capacity Reservation,48940000,2025-02-17,critical,tower=Mainframe; owner=CIO; utilization=77; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,188,tenant_file
CON-00188,Sabre,Enterprise Agreement,116580000,2029-07-23,critical,tower=Network; owner=CIO; utilization=87; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,189,tenant_file
CON-00189,Workday,Capacity Reservation,84310000,2027-02-04,critical,tower=Digital; owner=VP Infrastructure; utilization=50; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,190,tenant_file
CON-00190,Amadeus,Support & Maintenance,113510000,2024-06-23,critical,tower=Security; owner=VP Engineering; utilization=44; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,191,tenant_file
CON-00191,Sabre,Support & Maintenance,98820000,2030-01-07,critical,tower=Digital; owner=CIO; utilization=98; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,192,tenant_file
CON-00192,Informatica,Managed Service,39070000,2027-03-25,critical,tower=Mainframe; owner=Chief Digital Officer; utilization=92; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,193,tenant_file
CON-00193,Microsoft,Perpetual License,87880000,2029-07-25,critical,tower=Digital; owner=CTO; utilization=73; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,194,tenant_file
CON-00194,MuleSoft,Managed Service,29760000,2026-12-08,critical,tower=EUC; owner=VP Infrastructure; utilization=38; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,195,tenant_file
CON-00195,TCS,Capacity Reservation,9680000,2027-12-05,important,tower=Integration; owner=CISO; utilization=100; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,196,tenant_file
CON-00196,Microsoft,Perpetual License,37480000,2027-02-23,critical,tower=EUC; owner=COO; utilization=32; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,197,tenant_file
CON-00197,Amadeus,Capacity Reservation,20620000,2026-02-15,critical,tower=Data & Analytics; owner=CISO; utilization=92; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,198,tenant_file
CON-00198,Microsoft,Capacity Reservation,29840000,2025-08-13,critical,tower=Security; owner=VP Data; utilization=69; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,199,tenant_file
CON-00199,ServiceNow,Managed Service,75300000,2025-10-09,critical,tower=Mainframe; owner=CIO; utilization=95; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,200,tenant_file
CON-00200,Oracle,SaaS Subscription,133669999,2029-05-16,critical,tower=Security; owner=VP Engineering; utilization=77; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,201,tenant_file
CON-00201,VMware,Support & Maintenance,75690000,2026-05-25,critical,tower=Mainframe; owner=CDO; utilization=66; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,202,tenant_file
CON-00202,Microsoft,Enterprise Agreement,35730000,2028-09-13,critical,tower=Network; owner=VP Data; utilization=28; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,203,tenant_file
CON-00203,Dell EMC,Support & Maintenance,20560000,2024-07-11,critical,tower=Cloud; owner=Chief Digital Officer; utilization=46; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,204,tenant_file
CON-00204,IBM,Professional Services,38750000,2025-10-03,critical,tower=Data & Analytics; owner=Chief Digital Officer; utilization=63; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,205,tenant_file
CON-00205,Salesforce,Managed Service,51060000,2025-12-20,critical,tower=Data & Analytics; owner=CFO; utilization=50; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,206,tenant_file
CON-00206,SAP,SaaS Subscription,75060000,2027-10-13,critical,tower=Mainframe; owner=CIO; utilization=32; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,207,tenant_file
CON-00207,Sabre,Capacity Reservation,65640000,2024-09-29,critical,tower=Network; owner=CFO; utilization=20; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,208,tenant_file
CON-00208,Snowflake,Professional Services,102460000,2026-11-17,critical,tower=Mainframe; owner=Chief Digital Officer; utilization=71; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,209,tenant_file
CON-00209,NetApp,Consumption Commit,68940000,2025-02-21,critical,tower=Digital; owner=CIO; utilization=89; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,210,tenant_file
CON-00210,Sabre,Capacity Reservation,131479999,2027-08-05,critical,tower=Mainframe; owner=CFO; utilization=94; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,211,tenant_file
CON-00211,ServiceNow,Managed Service,3810000,2026-05-30,important,tower=EUC; owner=CIO; utilization=73; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,212,tenant_file
CON-00212,Red Hat,Managed Service,126620000,2028-04-15,critical,tower=ERP; owner=Chief Digital Officer; utilization=76; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,213,tenant_file
CON-00213,Teradata,Perpetual License,49800000,2025-02-18,critical,tower=Digital; owner=VP Infrastructure; utilization=29; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,214,tenant_file
CON-00214,SAP,Managed Service,109970000,2024-04-26,critical,tower=Data & Analytics; owner=Chief Digital Officer; utilization=65; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,215,tenant_file
CON-00215,Fortinet,SaaS Subscription,70390000,2024-01-18,critical,tower=Network; owner=COO; utilization=38; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,216,tenant_file
CON-00216,Palo Alto,SaaS Subscription,13090000,2027-10-03,important,tower=Mainframe; owner=CISO; utilization=24; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,217,tenant_file
CON-00217,ServiceNow,Managed Service,1160000,2028-10-20,important,tower=Security; owner=COO; utilization=24; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,218,tenant_file
CON-00218,TCS,Perpetual License,72310000,2026-10-09,critical,tower=ERP; owner=CDO; utilization=80; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,219,tenant_file
CON-00219,Sabre,Enterprise Agreement,1310000,2028-02-07,important,tower=EUC; owner=VP Data; utilization=65; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,220,tenant_file
CON-00220,Infosys,Support & Maintenance,95050000,2028-07-01,critical,tower=Cloud; owner=COO; utilization=24; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,221,tenant_file
CON-00221,Workday,SaaS Subscription,86010000,2029-04-06,critical,tower=Integration; owner=VP Data; utilization=38; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,222,tenant_file
CON-00222,Snowflake,Consumption Commit,17390000,2028-07-18,important,tower=Digital; owner=VP Engineering; utilization=84; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,223,tenant_file
CON-00223,NetApp,Professional Services,117450000,2025-04-10,critical,tower=Security; owner=VP Engineering; utilization=56; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,224,tenant_file
CON-00224,Fortinet,Consumption Commit,24510000,2024-11-17,critical,tower=Security; owner=COO; utilization=69; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,225,tenant_file
CON-00225,Amadeus,SaaS Subscription,33439999,2028-10-10,critical,tower=Mainframe; owner=CDO; utilization=86; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,226,tenant_file
CON-00226,Palo Alto,Support & Maintenance,116480000,2027-12-21,critical,tower=Data & Analytics; owner=CFO; utilization=24; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,227,tenant_file
CON-00227,AWS,Enterprise Agreement,132770000,2024-10-06,critical,tower=Security; owner=CTO; utilization=63; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,228,tenant_file
CON-00228,Workday,Support & Maintenance,112480000,2026-04-21,critical,tower=Mainframe; owner=CISO; utilization=83; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,229,tenant_file
CON-00229,NetApp,Enterprise Agreement,16360000,2025-11-15,important,tower=Digital; owner=CTO; utilization=29; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,230,tenant_file
CON-00230,Workday,Support & Maintenance,89610000,2026-08-24,critical,tower=Data & Analytics; owner=CDO; utilization=64; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,231,tenant_file
CON-00231,Red Hat,SaaS Subscription,136270000,2026-01-31,critical,tower=EUC; owner=VP Infrastructure; utilization=81; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,232,tenant_file
CON-00232,SAP,Enterprise Agreement,94100000,2029-12-11,critical,tower=EUC; owner=CTO; utilization=79; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,233,tenant_file
CON-00233,NetApp,Professional Services,27950000,2027-10-03,critical,tower=Cloud; owner=VP Data; utilization=36; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,234,tenant_file
CON-00234,Dell EMC,Capacity Reservation,70250000,2027-12-31,critical,tower=Network; owner=CTO; utilization=82; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,235,tenant_file
CON-00235,Infosys,Managed Service,91400000,2028-05-27,critical,tower=ERP; owner=CIO; utilization=84; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,236,tenant_file
CON-00236,MuleSoft,Support & Maintenance,42890000,2028-12-04,critical,tower=Cloud; owner=CTO; utilization=96; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,237,tenant_file
CON-00237,Informatica,Professional Services,39150000,2030-10-31,critical,tower=Digital; owner=CTO; utilization=74; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,238,tenant_file
CON-00238,IBM,Professional Services,69660000,2024-09-12,critical,tower=EUC; owner=VP Engineering; utilization=85; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,239,tenant_file
CON-00239,TCS,Consumption Commit,47550000,2024-04-14,critical,tower=EUC; owner=CIO; utilization=82; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,240,tenant_file
CON-00240,Accenture,Enterprise Agreement,25440000,2026-03-11,critical,tower=Digital; owner=VP Data; utilization=22; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,241,tenant_file
CON-00241,Red Hat,Perpetual License,138250000,2029-01-08,critical,tower=Digital; owner=CTO; utilization=77; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,242,tenant_file
CON-00242,Infosys,Enterprise Agreement,61840000,2026-10-07,critical,tower=Digital; owner=CISO; utilization=69; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,243,tenant_file
CON-00243,Cisco,Support & Maintenance,23640000,2025-10-08,critical,tower=Data & Analytics; owner=CTO; utilization=31; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,244,tenant_file
CON-00244,Infosys,Managed Service,77190000,2026-02-06,critical,tower=ERP; owner=VP Engineering; utilization=27; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,245,tenant_file
CON-00245,Workday,Professional Services,12960000,2024-11-02,important,tower=ERP; owner=CDO; utilization=41; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,246,tenant_file
CON-00246,Dell EMC,Capacity Reservation,46330000,2025-10-22,critical,tower=Data & Analytics; owner=CFO; utilization=29; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,247,tenant_file
CON-00247,MuleSoft,Managed Service,120600000,2026-07-20,critical,tower=EUC; owner=VP Engineering; utilization=23; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,248,tenant_file
CON-00248,SAP,Enterprise Agreement,5010000,2027-01-04,important,tower=Integration; owner=VP Data; utilization=71; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,249,tenant_file
CON-00249,Fortinet,Enterprise Agreement,69390000,2023-07-05,critical,tower=Network; owner=CFO; utilization=84; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,250,tenant_file
CON-00250,Red Hat,Support & Maintenance,86270000,2028-10-26,critical,tower=EUC; owner=CISO; utilization=84; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,251,tenant_file
CON-00251,Informatica,Capacity Reservation,132050000,2026-06-23,critical,tower=Data & Analytics; owner=Chief Digital Officer; utilization=46; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,252,tenant_file
CON-00252,Cisco,Enterprise Agreement,129639999,2027-05-22,critical,tower=Data & Analytics; owner=CISO; utilization=98; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,253,tenant_file
CON-00253,Dell EMC,Capacity Reservation,97450000,2027-12-24,critical,tower=Security; owner=CIO; utilization=49; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,254,tenant_file
CON-00254,Teradata,Support & Maintenance,60350000,2026-10-17,critical,tower=Data & Analytics; owner=VP Engineering; utilization=76; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,255,tenant_file
CON-00255,Fortinet,SaaS Subscription,47350000,2024-07-28,critical,tower=Mainframe; owner=VP Infrastructure; utilization=73; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,256,tenant_file
CON-00256,Infosys,Perpetual License,1200000,2024-12-10,important,tower=Data & Analytics; owner=CIO; utilization=73; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,257,tenant_file
CON-00257,Accenture,Managed Service,75520000,2029-06-28,critical,tower=EUC; owner=CISO; utilization=32; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,258,tenant_file
CON-00258,Workday,Support & Maintenance,71190000,2023-10-22,critical,tower=Cloud; owner=VP Data; utilization=49; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,259,tenant_file
CON-00259,Workday,Capacity Reservation,69650000,2027-03-17,critical,tower=Mainframe; owner=VP Engineering; utilization=91; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,260,tenant_file
CON-00260,Palo Alto,Perpetual License,32450000,2025-06-19,critical,tower=Mainframe; owner=CISO; utilization=99; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,261,tenant_file
CON-00261,Databricks,Capacity Reservation,56730000,2026-11-13,critical,tower=Integration; owner=CFO; utilization=47; action=Renew,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,262,tenant_file
CON-00262,AWS,SaaS Subscription,77270000,2027-09-11,critical,tower=Cloud; owner=Chief Digital Officer; utilization=28; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,263,tenant_file
CON-00263,ServiceNow,Capacity Reservation,99320000,2027-08-01,critical,tower=EUC; owner=VP Data; utilization=95; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,264,tenant_file
CON-00264,Teradata,Enterprise Agreement,137280000,2028-11-21,critical,tower=ERP; owner=VP Data; utilization=50; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,265,tenant_file
CON-00265,SAP,Perpetual License,123810000,2028-02-05,critical,tower=EUC; owner=CIO; utilization=49; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,266,tenant_file
CON-00266,Accenture,SaaS Subscription,31890000,2026-11-14,critical,tower=Network; owner=VP Engineering; utilization=29; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,267,tenant_file
CON-00267,Salesforce,Support & Maintenance,36770000,2024-07-26,critical,tower=Data & Analytics; owner=VP Engineering; utilization=95; action=Consolidate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,268,tenant_file
CON-00268,Informatica,Managed Service,62210000,2026-11-08,critical,tower=Data & Analytics; owner=CISO; utilization=47; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,269,tenant_file
CON-00269,IBM,SaaS Subscription,81090000,2026-12-03,critical,tower=EUC; owner=VP Infrastructure; utilization=55; action=Renegotiate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,270,tenant_file
CON-00270,Salesforce,Managed Service,17290000,2028-12-15,important,tower=Network; owner=VP Data; utilization=60; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,271,tenant_file
CON-00271,Sabre,Enterprise Agreement,106800000,2028-01-11,critical,tower=Digital; owner=CDO; utilization=31; action=Benchmark,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,272,tenant_file
CON-00272,Salesforce,Capacity Reservation,93880000,2028-02-02,critical,tower=EUC; owner=VP Engineering; utilization=59; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,273,tenant_file
CON-00273,Red Hat,SaaS Subscription,71410000,2027-02-18,critical,tower=Security; owner=CFO; utilization=61; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,274,tenant_file
CON-00274,Informatica,Enterprise Agreement,112510000,2026-10-02,critical,tower=Integration; owner=COO; utilization=65; action=Terminate,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,275,tenant_file
CON-00275,Databricks,Capacity Reservation,4099999,2027-09-17,important,tower=Digital; owner=VP Engineering; utilization=31; action=Competitive Bid,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,276,tenant_file
CON-00276,NetApp,Capacity Reservation,61940000,2026-09-27,critical,tower=Integration; owner=CISO; utilization=65; action=Right-size,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,277,tenant_file
