dimension_key,dimension_name,column_ordinal,column_name,client_field,required_level,allowed_format,client_instruction,example_value,module_use
v7_03_org_ownership,Org Ownership,22,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_03_org_ownership,Org Ownership,23,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_03_org_ownership,Org Ownership,24,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_03_org_ownership,Org Ownership,25,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_03_org_ownership,Org Ownership,26,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_03_org_ownership,Org Ownership,27,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_03_org_ownership,Org Ownership,28,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_03_org_ownership,Org Ownership,29,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_03_org_ownership,Org Ownership,30,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_04_workforce_personas,Workforce Personas,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
v7_04_workforce_personas,Workforce Personas,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_04_workforce_personas,Workforce Personas,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_04_workforce_personas,Workforce Personas,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_04_workforce_personas,Workforce Personas,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_04_workforce_personas,Workforce Personas,8,persona_id,Persona Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,PER-HOLDCO-001-executive-sponsor,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,9,persona_name,Persona Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Executive sponsor,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,10,role_family,Role Family,Recommended,Text,Use a business-readable role or title that an executive would recognize.,executive,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,11,population_count,Population Count,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,14,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,12,population_basis,Population Basis,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,shared-services and corporate users,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,13,primary_tasks,Primary Tasks,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,"Approves portfolio choices, cross-OpCo standards, and capital gates","Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,14,systems_used,Systems Used,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,ServiceNow ITSM; Workday HCM; Kyriba Treasury; OneStream; Microsoft 365 Copilot; Power BI,"Home, Intelligence, Tower"
v7_04_workforce_personas,Workforce Personas,15,pain_points,Pain Points,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,"Manual lookup, fragmented data, exception rework, unclear ownership, duplicate entry","Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,16,change_readiness,Change Readiness,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,medium,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,17,ai_enablement_need,Ai Enablement Need,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,"Decision brief that summarizes value, risk, owner, and missing proof across entity-level initiatives.","Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,18,decisions_supported,Decisions Supported,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,fund / certify / hold decisions for portfolio and operating transformation,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,19,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,20,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,21,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,22,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,23,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,24,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,25,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,26,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,27,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,28,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_04_workforce_personas,Workforce Personas,29,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_05_applications_systems,Applications Systems,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_05_applications_systems,Applications Systems,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
v7_05_applications_systems,Applications Systems,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_05_applications_systems,Applications Systems,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_05_applications_systems,Applications Systems,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_05_applications_systems,Applications Systems,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_05_applications_systems,Applications Systems,8,system_id,System Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,SYS-HOLDCO-001-kyriba-treasury,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,9,system_name,System Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Kyriba Treasury,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,10,system_aliases,System Aliases,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,kyriba-treasury,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,11,system_scope,System Scope,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,corporate_shared_service,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,12,ownership_model,Ownership Model,Required,Text,Use a business-readable role or title that an executive would recognize.,owned_by_corporate_it_or_shared_service_function,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,13,served_entity_ids,Served Entity Ids,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,LSH-OPCO-NLS; LSH-OPCO-BMS; LSH-OPCO-FFF; LSH-OPCO-GLP; LSH-OPCO-HPG; LSH-OPCO-RCF; LSH-OPCO-KIS,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,14,served_entity_names,Served Entity Names,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Northline Supply Chain; Brightmark Marketing Services; Forge & Field Consumer Products; Great Lakes Pantry Services; HarborPoint Packaging Group; Riverton Components & Field Services; Keystone Industrial Services,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,15,service_consumer_type,Service Consumer Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,all_portfolio_companies,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,16,system_category,System Category,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Treasury,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,17,vendor_product,Vendor Product,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Kyriba,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,18,hosting_model,Hosting Model,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,SaaS / cloud,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,19,business_function_refs,Business Function Refs,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Corporate Treasury,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,20,critical_process_refs,Critical Process Refs,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,cash_visibility_and_payments,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,21,business_owner_role,Business Owner Role,Required,Text,Use a business-readable role or title that an executive would recognize.,Treasurer,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,22,technical_owner_role,Technical Owner Role,Required,Text,Use a business-readable role or title that an executive would recognize.,VP Enterprise Applications,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,23,criticality,Criticality,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,critical,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,24,lifecycle_status,Lifecycle Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,production,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,25,modernization_disposition,Modernization Disposition,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,standardize_and_optimize,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,26,annual_run_cost_usd,Annual Run Cost Usd,Required,Number,"Enter raw USD numbers, not text like $1.2M. The product formats units for display.",1800000,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,27,vendor_contract_refs,Vendor Contract Refs,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Kyriba,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,28,data_domains,Data Domains,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,cash_visibility_and_payments,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,29,ai_data_readiness,Ai Data Readiness,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,needs_lineage_confirmation,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,30,decision_relevance,Decision Relevance,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,shared_services_ai_and_backoffice_transformation,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,31,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,32,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,33,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,34,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,35,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,36,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,37,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,38,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,39,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,40,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,41,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence, Tower"
v7_05_applications_systems,Applications Systems,42,system_business_context,System Business Context,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower"
v7_06_data_assets_integrations,Data Assets Integrations,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_06_data_assets_integrations,Data Assets Integrations,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
v7_06_data_assets_integrations,Data Assets Integrations,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_06_data_assets_integrations,Data Assets Integrations,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_06_data_assets_integrations,Data Assets Integrations,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_06_data_assets_integrations,Data Assets Integrations,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_06_data_assets_integrations,Data Assets Integrations,8,data_asset_id,Data Asset Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,DATA-HOLDCO-001-holdco-entity-master-and,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,9,data_asset_name,Data Asset Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore holdco entity master and portfolio hierarchy,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,10,system_of_record,System Of Record,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Kyriba Treasury,"Home, Intelligence, Tower"
v7_06_data_assets_integrations,Data Assets Integrations,11,integration_type,Integration Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,batch_and_api,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,12,data_owner,Data Owner,Required,Text,Use a business-readable role or title that an executive would recognize.,Corporate CIO,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,13,data_steward,Data Steward,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore Data Steward,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,14,refresh_frequency,Refresh Frequency,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,daily,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,15,data_quality_status,Data Quality Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,needs_certification,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,16,lineage_status,Lineage Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,partial_lineage,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,17,ai_consumption_readiness,Ai Consumption Readiness,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,gate_required,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,18,business_question_supported,Business Question Supported,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,"What should Lakeshore trust, inspect, or certify before using this data in decisions?","Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,19,minimum_validation_needed,Minimum Validation Needed,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,"named owner, source-system extract, reconciliation check, freshness SLA, and sample record review","Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,20,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,21,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,22,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,23,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,24,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,25,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,26,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,27,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,28,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,29,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_06_data_assets_integrations,Data Assets Integrations,30,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_07_vendors_contracts,Vendors Contracts,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
v7_07_vendors_contracts,Vendors Contracts,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_07_vendors_contracts,Vendors Contracts,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_07_vendors_contracts,Vendors Contracts,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_07_vendors_contracts,Vendors Contracts,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_07_vendors_contracts,Vendors Contracts,8,vendor_id,Vendor Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,VEND-HOLDCO-001-microsoft,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,9,vendor_name,Vendor Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Microsoft,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,10,vendor_category,Vendor Category,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,cloud_productivity,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,11,annual_cost_usd,Annual Cost Usd,Required,Number,"Enter raw USD numbers, not text like $1.2M. The product formats units for display.",3740000,"Home, Tower, Source"
v7_07_vendors_contracts,Vendors Contracts,12,renewal_date,Renewal Date,Recommended,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2027-01-15,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,13,contract_risk,Contract Risk,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,medium,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,14,vendor_role,Vendor Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,enterprise platform provider,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,15,supported_functions,Supported Functions,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,shared services; technology; finance; data; cyber,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,16,concentration_notes,Concentration Notes,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,material dependency for standardized operations and AI readiness,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,17,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,18,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,19,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,20,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,21,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,22,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,23,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_07_vendors_contracts,Vendors Contracts,24,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
