tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,program_id,business_owner,technology_owner,executive_sponsor,phase,budget_usd,spend_to_date_usd,expected_value_usd,realized_value_usd,value_basis,status,target_date,dependencies,risks,decision_needed
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0038,ServiceNow store support agent / expansion 24,v4_synthetic_pack,VP IT Operations,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,39,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0038,VP IT Operations,VP IT Operations,VP IT Operations,pilot,18000000,2400000,18000000,2400000,knowledge base quality,hold_until_evidence,2027-11-29,knowledge base quality,knowledge base quality,knowledge base quality
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0039,Assortment localization copilot / expansion 25,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,40,2026-06-18,2026-01-01,2026-06-18,static_snapshot,low,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0039,Chief Merchandising Officer,Chief Merchandising Officer,Chief Merchandising Officer,design,30000000,0,30000000,0,planner workflow fit,prove_value,2027-12-08,planner workflow fit,planner workflow fit,planner workflow fit
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0040,Store associate task assistant / expansion 26,v4_synthetic_pack,COO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,41,2026-06-18,2026-01-01,2026-06-18,static_snapshot,low,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0040,COO,COO,COO,design,43000000,0,43000000,0,mobile device and policy readiness,prove_value,2027-12-17,mobile device and policy readiness,mobile device and policy readiness,mobile device and policy readiness
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0041,Supply chain ETA and carrier exception AI / expansion 27,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,42,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0041,Chief Supply Chain Officer,Chief Supply Chain Officer,Chief Supply Chain Officer,build,36000000,7200000,36000000,7200000,carrier API latency,scale_candidate,2027-12-26,carrier API latency,carrier API latency,carrier API latency
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0042,AI code productivity program / expansion 28,v4_synthetic_pack,CIO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,43,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0042,CIO,CIO,CIO,scale,22000000,9800000,22000000,9800000,measurement by product team incomplete,scale_candidate,2028-01-04,measurement by product team incomplete,measurement by product team incomplete,measurement by product team incomplete
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0043,Retail lakehouse and customer inventory graph / expansion 29,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,44,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0043,Chief Data Officer,Chief Data Officer,Chief Data Officer,mobilize,95000000,12000000,95000000,12000000,identity and item-location data quality,at_risk,2028-01-13,identity and item-location data quality,identity and item-location data quality,identity and item-location data quality
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0044,AI demand forecasting and replenishment / expansion 30,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,45,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0044,Chief Merchandising Officer,Chief Merchandising Officer,Chief Merchandising Officer,pilot,72000000,21000000,72000000,21000000,forecast explainability by category,scale_candidate,2028-01-22,forecast explainability by category,forecast explainability by category,forecast explainability by category
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0045,Store labor scheduling optimization / expansion 31,v4_synthetic_pack,COO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,46,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0045,COO,COO,COO,pilot,51000000,9000000,51000000,9000000,labor-rule integration and manager adoption,hold_until_evidence,2028-01-31,labor-rule integration and manager adoption,labor-rule integration and manager adoption,labor-rule integration and manager adoption
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0046,Shrink anomaly detection / expansion 32,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,47,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0046,Chief Risk Officer,Chief Risk Officer,Chief Risk Officer,build,68000000,6800000,68000000,6800000,camera/POS evidence linkage,at_risk,2028-02-09,camera/POS evidence linkage,camera/POS evidence linkage,camera/POS evidence linkage
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0047,Search and personalization AI / expansion 33,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,48,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0047,Chief Digital Officer,Chief Digital Officer,Chief Digital Officer,scale,84000000,42000000,84000000,42000000,consent and customer identity gaps,scale_candidate,2028-02-18,consent and customer identity gaps,consent and customer identity gaps,consent and customer identity gaps
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0048,Retail media measurement clean room / expansion 34,v4_synthetic_pack,Chief Marketing Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,49,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0048,Chief Marketing Officer,Chief Marketing Officer,Chief Marketing Officer,design,38000000,4000000,38000000,4000000,incrementality proof missing,hold_until_evidence,2028-02-27,incrementality proof missing,incrementality proof missing,incrementality proof missing
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0049,BOPIS exception prediction / expansion 35,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,50,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0049,Chief Supply Chain Officer,Chief Supply Chain Officer,Chief Supply Chain Officer,pilot,34000000,7400000,34000000,7400000,store inventory accuracy,scale_candidate,2028-03-07,store inventory accuracy,store inventory accuracy,store inventory accuracy
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0050,Returns fraud triage / expansion 36,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,51,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0050,Chief Risk Officer,Chief Risk Officer,Chief Risk Officer,build,26000000,3200000,26000000,3200000,fairness and customer friction review,at_risk,2028-03-16,fairness and customer friction review,fairness and customer friction review,fairness and customer friction review
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0051,Finance margin bridge automation / expansion 37,v4_synthetic_pack,CFO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,52,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0051,CFO,CFO,CFO,pilot,24000000,5800000,24000000,5800000,vendor funding lineage,scale_candidate,2028-03-25,vendor funding lineage,vendor funding lineage,vendor funding lineage
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0052,ServiceNow store support agent / expansion 38,v4_synthetic_pack,VP IT Operations,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,53,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0052,VP IT Operations,VP IT Operations,VP IT Operations,pilot,18000000,2400000,18000000,2400000,knowledge base quality,hold_until_evidence,2028-04-03,knowledge base quality,knowledge base quality,knowledge base quality
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0053,Assortment localization copilot / expansion 39,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,54,2026-06-18,2026-01-01,2026-06-18,static_snapshot,low,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0053,Chief Merchandising Officer,Chief Merchandising Officer,Chief Merchandising Officer,design,30000000,0,30000000,0,planner workflow fit,prove_value,2028-04-12,planner workflow fit,planner workflow fit,planner workflow fit
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0054,Store associate task assistant / expansion 40,v4_synthetic_pack,COO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,55,2026-06-18,2026-01-01,2026-06-18,static_snapshot,low,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0054,COO,COO,COO,design,43000000,0,43000000,0,mobile device and policy readiness,prove_value,2028-04-21,mobile device and policy readiness,mobile device and policy readiness,mobile device and policy readiness
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0055,Supply chain ETA and carrier exception AI / expansion 41,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,56,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0055,Chief Supply Chain Officer,Chief Supply Chain Officer,Chief Supply Chain Officer,build,36000000,7200000,36000000,7200000,carrier API latency,scale_candidate,2028-04-30,carrier API latency,carrier API latency,carrier API latency
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0056,AI code productivity program / expansion 42,v4_synthetic_pack,CIO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,57,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0056,CIO,CIO,CIO,scale,22000000,9800000,22000000,9800000,measurement by product team incomplete,scale_candidate,2028-05-09,measurement by product team incomplete,measurement by product team incomplete,measurement by product team incomplete
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0057,Retail lakehouse and customer inventory graph / expansion 43,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,58,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0057,Chief Data Officer,Chief Data Officer,Chief Data Officer,mobilize,95000000,12000000,95000000,12000000,identity and item-location data quality,at_risk,2028-05-18,identity and item-location data quality,identity and item-location data quality,identity and item-location data quality
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0058,AI demand forecasting and replenishment / expansion 44,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,59,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0058,Chief Merchandising Officer,Chief Merchandising Officer,Chief Merchandising Officer,pilot,72000000,21000000,72000000,21000000,forecast explainability by category,scale_candidate,2028-05-27,forecast explainability by category,forecast explainability by category,forecast explainability by category
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0059,Store labor scheduling optimization / expansion 45,v4_synthetic_pack,COO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,60,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0059,COO,COO,COO,pilot,51000000,9000000,51000000,9000000,labor-rule integration and manager adoption,hold_until_evidence,2028-06-05,labor-rule integration and manager adoption,labor-rule integration and manager adoption,labor-rule integration and manager adoption
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0060,Shrink anomaly detection / expansion 46,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,61,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0060,Chief Risk Officer,Chief Risk Officer,Chief Risk Officer,build,68000000,6800000,68000000,6800000,camera/POS evidence linkage,at_risk,2028-06-14,camera/POS evidence linkage,camera/POS evidence linkage,camera/POS evidence linkage
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0061,Search and personalization AI / expansion 47,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,62,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0061,Chief Digital Officer,Chief Digital Officer,Chief Digital Officer,scale,84000000,42000000,84000000,42000000,consent and customer identity gaps,scale_candidate,2028-06-23,consent and customer identity gaps,consent and customer identity gaps,consent and customer identity gaps
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0062,Retail media measurement clean room / expansion 48,v4_synthetic_pack,Chief Marketing Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,63,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0062,Chief Marketing Officer,Chief Marketing Officer,Chief Marketing Officer,design,38000000,4000000,38000000,4000000,incrementality proof missing,hold_until_evidence,2028-07-02,incrementality proof missing,incrementality proof missing,incrementality proof missing
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0063,BOPIS exception prediction / expansion 49,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,64,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0063,Chief Supply Chain Officer,Chief Supply Chain Officer,Chief Supply Chain Officer,pilot,34000000,7400000,34000000,7400000,store inventory accuracy,scale_candidate,2028-07-11,store inventory accuracy,store inventory accuracy,store inventory accuracy
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0064,Returns fraud triage / expansion 50,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,65,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0064,Chief Risk Officer,Chief Risk Officer,Chief Risk Officer,build,26000000,3200000,26000000,3200000,fairness and customer friction review,at_risk,2028-07-20,fairness and customer friction review,fairness and customer friction review,fairness and customer friction review
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0065,Finance margin bridge automation / expansion 51,v4_synthetic_pack,CFO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,66,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0065,CFO,CFO,CFO,pilot,24000000,5800000,24000000,5800000,vendor funding lineage,scale_candidate,2028-07-29,vendor funding lineage,vendor funding lineage,vendor funding lineage
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0066,ServiceNow store support agent / expansion 52,v4_synthetic_pack,VP IT Operations,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,67,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0066,VP IT Operations,VP IT Operations,VP IT Operations,pilot,18000000,2400000,18000000,2400000,knowledge base quality,hold_until_evidence,2028-08-07,knowledge base quality,knowledge base quality,knowledge base quality
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0067,Assortment localization copilot / expansion 53,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,68,2026-06-18,2026-01-01,2026-06-18,static_snapshot,low,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0067,Chief Merchandising Officer,Chief Merchandising Officer,Chief Merchandising Officer,design,30000000,0,30000000,0,planner workflow fit,prove_value,2028-08-16,planner workflow fit,planner workflow fit,planner workflow fit
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0068,Store associate task assistant / expansion 54,v4_synthetic_pack,COO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,69,2026-06-18,2026-01-01,2026-06-18,static_snapshot,low,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0068,COO,COO,COO,design,43000000,0,43000000,0,mobile device and policy readiness,prove_value,2028-08-25,mobile device and policy readiness,mobile device and policy readiness,mobile device and policy readiness
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0069,Supply chain ETA and carrier exception AI / expansion 55,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,70,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0069,Chief Supply Chain Officer,Chief Supply Chain Officer,Chief Supply Chain Officer,build,36000000,7200000,36000000,7200000,carrier API latency,scale_candidate,2028-09-03,carrier API latency,carrier API latency,carrier API latency
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0070,AI code productivity program / expansion 56,v4_synthetic_pack,CIO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,71,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0070,CIO,CIO,CIO,scale,22000000,9800000,22000000,9800000,measurement by product team incomplete,scale_candidate,2028-09-12,measurement by product team incomplete,measurement by product team incomplete,measurement by product team incomplete
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0071,Retail lakehouse and customer inventory graph / expansion 57,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,72,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0071,Chief Data Officer,Chief Data Officer,Chief Data Officer,mobilize,95000000,12000000,95000000,12000000,identity and item-location data quality,at_risk,2028-09-21,identity and item-location data quality,identity and item-location data quality,identity and item-location data quality
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0072,AI demand forecasting and replenishment / expansion 58,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,73,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0072,Chief Merchandising Officer,Chief Merchandising Officer,Chief Merchandising Officer,pilot,72000000,21000000,72000000,21000000,forecast explainability by category,scale_candidate,2028-09-30,forecast explainability by category,forecast explainability by category,forecast explainability by category
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0073,Store labor scheduling optimization / expansion 59,v4_synthetic_pack,COO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,74,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0073,COO,COO,COO,pilot,51000000,9000000,51000000,9000000,labor-rule integration and manager adoption,hold_until_evidence,2028-10-09,labor-rule integration and manager adoption,labor-rule integration and manager adoption,labor-rule integration and manager adoption
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0074,Shrink anomaly detection / expansion 60,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,75,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0074,Chief Risk Officer,Chief Risk Officer,Chief Risk Officer,build,68000000,6800000,68000000,6800000,camera/POS evidence linkage,at_risk,2028-10-18,camera/POS evidence linkage,camera/POS evidence linkage,camera/POS evidence linkage
