tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,data_asset_id,data_asset_name,data_owner,system_of_record,lineage,consumers,quality_score,governance_status
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-DATA-001,POS transaction lake,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-DATA-001,POS transaction lake,APX-IT-007,Order Management,Order Management -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,partial_lineage
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0077,Merchandise planning cube / expansion 67,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,78,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0077,Merchandise planning cube / expansion 67,APX-IT-003,Pricing,Pricing -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,gold,manual_overrides
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0078,Labor productivity mart / expansion 68,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,79,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0078,Labor productivity mart / expansion 68,APX-IT-006,Merchandising,Merchandising -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,workday_ukg_join
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0079,Vendor funding and margin mart / expansion 69,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,80,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0079,Vendor funding and margin mart / expansion 69,APX-IT-006,Order Management,Order Management -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,rebate_lineage_gap
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0080,Retail media performance mart / expansion 70,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,81,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0080,Retail media performance mart / expansion 70,APX-IT-005,Store POS,Store POS -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,clean_room_dependency
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0081,POS transaction lake / expansion 71,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,82,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0081,POS transaction lake / expansion 71,APX-IT-007,Inventory,Inventory -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,partial_lineage
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0082,Customer 360 / loyalty graph / expansion 72,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,83,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0082,Customer 360 / loyalty graph / expansion 72,APX-IT-005,Loyalty,Loyalty -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,bronze,identity_gaps
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0083,Inventory availability product / expansion 73,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,84,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0083,Inventory availability product / expansion 73,APX-IT-004,Pricing,Pricing -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,store_accuracy_gaps
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0084,Clickstream and search telemetry / expansion 74,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,85,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0084,Clickstream and search telemetry / expansion 74,APX-IT-002,Merchandising,Merchandising -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,bronze,consent_review
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0085,Shrink and exception analytics / expansion 75,v4_synthetic_pack,APX-IT-009,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,86,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0085,Shrink and exception analytics / expansion 75,APX-IT-009,Order Management,Order Management -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,camera_pos_link_gap
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0086,Supply chain visibility mart / expansion 76,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,87,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0086,Supply chain visibility mart / expansion 76,APX-IT-004,Store POS,Store POS -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,carrier_api_variance
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0087,Merchandise planning cube / expansion 77,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,88,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0087,Merchandise planning cube / expansion 77,APX-IT-003,Inventory,Inventory -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,gold,manual_overrides
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0088,Labor productivity mart / expansion 78,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,89,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0088,Labor productivity mart / expansion 78,APX-IT-006,Loyalty,Loyalty -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,workday_ukg_join
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0089,Vendor funding and margin mart / expansion 79,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,90,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0089,Vendor funding and margin mart / expansion 79,APX-IT-006,Pricing,Pricing -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,rebate_lineage_gap
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0090,Retail media performance mart / expansion 80,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,91,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0090,Retail media performance mart / expansion 80,APX-IT-005,Merchandising,Merchandising -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,clean_room_dependency
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0091,POS transaction lake / expansion 81,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,92,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0091,POS transaction lake / expansion 81,APX-IT-007,Order Management,Order Management -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,partial_lineage
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0092,Customer 360 / loyalty graph / expansion 82,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,93,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0092,Customer 360 / loyalty graph / expansion 82,APX-IT-005,Store POS,Store POS -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,bronze,identity_gaps
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0093,Inventory availability product / expansion 83,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,94,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0093,Inventory availability product / expansion 83,APX-IT-004,Inventory,Inventory -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,store_accuracy_gaps
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0094,Clickstream and search telemetry / expansion 84,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,95,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0094,Clickstream and search telemetry / expansion 84,APX-IT-002,Loyalty,Loyalty -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,bronze,consent_review
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0095,Shrink and exception analytics / expansion 85,v4_synthetic_pack,APX-IT-009,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,96,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0095,Shrink and exception analytics / expansion 85,APX-IT-009,Pricing,Pricing -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,camera_pos_link_gap
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0096,Supply chain visibility mart / expansion 86,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,97,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0096,Supply chain visibility mart / expansion 86,APX-IT-004,Merchandising,Merchandising -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,carrier_api_variance
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0097,Merchandise planning cube / expansion 87,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,98,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0097,Merchandise planning cube / expansion 87,APX-IT-003,Order Management,Order Management -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,gold,manual_overrides
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0098,Labor productivity mart / expansion 88,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,99,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0098,Labor productivity mart / expansion 88,APX-IT-006,Store POS,Store POS -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,workday_ukg_join
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0099,Vendor funding and margin mart / expansion 89,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,100,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0099,Vendor funding and margin mart / expansion 89,APX-IT-006,Inventory,Inventory -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,rebate_lineage_gap
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0100,Retail media performance mart / expansion 90,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,101,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0100,Retail media performance mart / expansion 90,APX-IT-005,Loyalty,Loyalty -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,clean_room_dependency
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0101,POS transaction lake / expansion 91,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,102,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0101,POS transaction lake / expansion 91,APX-IT-007,Pricing,Pricing -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,partial_lineage
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0102,Customer 360 / loyalty graph / expansion 92,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,103,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0102,Customer 360 / loyalty graph / expansion 92,APX-IT-005,Merchandising,Merchandising -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,bronze,identity_gaps
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0103,Inventory availability product / expansion 93,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,104,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0103,Inventory availability product / expansion 93,APX-IT-004,Order Management,Order Management -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,store_accuracy_gaps
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0104,Clickstream and search telemetry / expansion 94,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,105,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0104,Clickstream and search telemetry / expansion 94,APX-IT-002,Store POS,Store POS -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,bronze,consent_review
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0105,Shrink and exception analytics / expansion 95,v4_synthetic_pack,APX-IT-009,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,106,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0105,Shrink and exception analytics / expansion 95,APX-IT-009,Inventory,Inventory -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,camera_pos_link_gap
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0106,Supply chain visibility mart / expansion 96,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,107,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0106,Supply chain visibility mart / expansion 96,APX-IT-004,Loyalty,Loyalty -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,carrier_api_variance
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0107,Merchandise planning cube / expansion 97,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,108,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0107,Merchandise planning cube / expansion 97,APX-IT-003,Pricing,Pricing -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,gold,manual_overrides
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0108,Labor productivity mart / expansion 98,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,109,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0108,Labor productivity mart / expansion 98,APX-IT-006,Merchandising,Merchandising -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,workday_ukg_join
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0109,Vendor funding and margin mart / expansion 99,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,110,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0109,Vendor funding and margin mart / expansion 99,APX-IT-006,Order Management,Order Management -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,rebate_lineage_gap
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0110,Retail media performance mart / expansion 100,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,111,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0110,Retail media performance mart / expansion 100,APX-IT-005,Store POS,Store POS -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,clean_room_dependency
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0111,POS transaction lake / expansion 101,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,112,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0111,POS transaction lake / expansion 101,APX-IT-007,Inventory,Inventory -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,partial_lineage
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0112,Customer 360 / loyalty graph / expansion 102,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,113,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0112,Customer 360 / loyalty graph / expansion 102,APX-IT-005,Loyalty,Loyalty -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,bronze,identity_gaps
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0113,Inventory availability product / expansion 103,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,114,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0113,Inventory availability product / expansion 103,APX-IT-004,Pricing,Pricing -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,store_accuracy_gaps
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0114,Clickstream and search telemetry / expansion 104,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,115,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0114,Clickstream and search telemetry / expansion 104,APX-IT-002,Merchandising,Merchandising -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,bronze,consent_review
