data_product_id,name,platform,domain,status,trust_score,notes
DP-00001,Cargo Revenue Data Product 0001,Azure Synapse,Commercial,Pilot,88.4,sources=26; consumers=106; volume_tb=716.2; sensitivity=Restricted
DP-00198,Gate Management Data Product 0198,Databricks,Operations,Pilot,69.4,sources=3; consumers=4; volume_tb=1078; sensitivity=Confidential
DP-00199,Inventory Control Data Product 0199,Azure Synapse,Commercial,Beta,73.8,sources=36; consumers=209; volume_tb=1012.1; sensitivity=PII
DP-00200,MRO Procurement Data Product 0200,Teradata,Maintenance,Production,78.3,sources=7; consumers=48; volume_tb=310.8; sensitivity=Restricted
DP-00201,Sales & Agency Data Product 0201,Databricks,Commercial,Beta,76.6,sources=17; consumers=212; volume_tb=35.9; sensitivity=Internal
DP-00202,Ground Operations Data Product 0202,Azure Synapse,Operations,Deprecated,67.2,sources=14; consumers=124; volume_tb=36.3; sensitivity=Internal
DP-00203,Gate Management Data Product 0203,Teradata,Operations,Beta,95.4,sources=29; consumers=87; volume_tb=955.5; sensitivity=Confidential
DP-00204,Service Management Data Product 0204,Databricks,Infrastructure,Beta,65.9,sources=26; consumers=45; volume_tb=826.1; sensitivity=Restricted
DP-00205,Container Platform Data Product 0205,Teradata,Infrastructure,Deprecated,86.7,sources=3; consumers=90; volume_tb=994.7; sensitivity=PII
DP-00206,Data Sharing Data Product 0206,Databricks,Data,Beta,74.5,sources=4; consumers=115; volume_tb=856; sensitivity=Public
DP-00207,Sales & Agency Data Product 0207,Azure Synapse,Commercial,Pilot,71.4,sources=12; consumers=152; volume_tb=536.2; sensitivity=Confidential
DP-00208,Line Maintenance Data Product 0208,BigQuery,Maintenance,Pilot,62.2,sources=19; consumers=17; volume_tb=859.2; sensitivity=Confidential
DP-00209,Payroll Data Product 0209,Fabric,Corporate,Certified,68,sources=36; consumers=37; volume_tb=1159.7; sensitivity=Restricted
DP-00210,Tax Data Product 0210,Databricks,Corporate,Beta,64.3,sources=31; consumers=160; volume_tb=1055.3; sensitivity=Confidential
DP-00211,Network Planning Data Product 0211,Fabric,Commercial,Deprecated,77.4,sources=19; consumers=70; volume_tb=1068.2; sensitivity=Internal
DP-00212,Lounge Management Data Product 0212,Azure Synapse,Customer,Pilot,84.9,sources=5; consumers=22; volume_tb=875.5; sensitivity=Restricted
DP-00213,Identity & Access Data Product 0213,Snowflake,Security,Certified,72.4,sources=17; consumers=127; volume_tb=577.6; sensitivity=PII
DP-00214,Self-Service Kiosk Data Product 0214,Azure Synapse,Customer,Beta,88.3,sources=38; consumers=56; volume_tb=10; sensitivity=Restricted
DP-00215,Mobile Experience Data Product 0215,Fabric,Customer,Beta,73.9,sources=32; consumers=120; volume_tb=309.8; sensitivity=Internal
DP-00216,Gate Management Data Product 0216,BigQuery,Operations,Deprecated,83.9,sources=33; consumers=64; volume_tb=695.4; sensitivity=Restricted
DP-00217,Identity & Access Data Product 0217,Fabric,Security,Pilot,97.6,sources=13; consumers=67; volume_tb=339.7; sensitivity=Restricted
DP-00218,End User Computing Data Product 0218,Teradata,Infrastructure,Beta,95.3,sources=8; consumers=122; volume_tb=533.6; sensitivity=Restricted
DP-00219,Real-time Streaming Data Product 0219,Fabric,Data,Beta,68.2,sources=24; consumers=31; volume_tb=188; sensitivity=Confidential
DP-00220,Customer Service Data Product 0220,Azure Synapse,Customer,Beta,91.5,sources=24; consumers=32; volume_tb=467.1; sensitivity=PII
DP-00221,Security Operations Data Product 0221,Teradata,Security,Beta,89.5,sources=18; consumers=76; volume_tb=675.5; sensitivity=Restricted
DP-00222,Component Tracking Data Product 0222,Databricks,Maintenance,Certified,60.8,sources=37; consumers=81; volume_tb=201.2; sensitivity=PII
DP-00223,Reliability Engineering Data Product 0223,Snowflake,Maintenance,Certified,74.9,sources=33; consumers=4; volume_tb=46.6; sensitivity=Confidential
DP-00224,Fare Filing Data Product 0224,BigQuery,Commercial,Pilot,90.7,sources=17; consumers=79; volume_tb=1173.9; sensitivity=Internal
DP-00225,Parts & Inventory Data Product 0225,Snowflake,Maintenance,Beta,91.1,sources=4; consumers=178; volume_tb=934.7; sensitivity=Internal
DP-00226,MRO Procurement Data Product 0226,Azure Synapse,Maintenance,Pilot,73.4,sources=9; consumers=102; volume_tb=287.9; sensitivity=PII
DP-00227,Codeshare Management Data Product 0227,BigQuery,Commercial,Certified,81.2,sources=32; consumers=5; volume_tb=768.7; sensitivity=PII
DP-00228,Data Protection Data Product 0228,Snowflake,Security,Pilot,89.9,sources=35; consumers=211; volume_tb=582; sensitivity=Restricted
DP-00229,ML Platform Data Product 0229,Fabric,Data,Pilot,64.1,sources=13; consumers=152; volume_tb=158.5; sensitivity=Restricted
DP-00230,Finance Close Data Product 0230,Snowflake,Corporate,Beta,96.6,sources=27; consumers=68; volume_tb=183.8; sensitivity=Internal
DP-00231,Maintenance Planning Data Product 0231,Teradata,Maintenance,Pilot,89.1,sources=14; consumers=157; volume_tb=592.9; sensitivity=Public
DP-00232,Tax Data Product 0232,Fabric,Corporate,Production,83.1,sources=31; consumers=74; volume_tb=317; sensitivity=PII
DP-00233,Security Operations Data Product 0233,Databricks,Security,Beta,77.9,sources=22; consumers=216; volume_tb=1120.8; sensitivity=Restricted
DP-00234,HR & Workforce Data Product 0234,Databricks,Corporate,Deprecated,88.3,sources=37; consumers=54; volume_tb=472.7; sensitivity=Internal
DP-00235,Mobile Experience Data Product 0235,Fabric,Customer,Production,98.9,sources=40; consumers=121; volume_tb=844.2; sensitivity=Confidential
DP-00236,Security Operations Data Product 0236,BigQuery,Security,Production,81.9,sources=39; consumers=202; volume_tb=440.4; sensitivity=Public
DP-00237,Mobile Experience Data Product 0237,Azure Synapse,Customer,Certified,63.6,sources=30; consumers=112; volume_tb=841.6; sensitivity=Confidential
DP-00238,Security Operations Data Product 0238,Teradata,Security,Pilot,98.3,sources=6; consumers=213; volume_tb=669; sensitivity=Internal
DP-00239,Cloud Landing Zones Data Product 0239,Teradata,Infrastructure,Certified,66.7,sources=23; consumers=27; volume_tb=819.3; sensitivity=Internal
DP-00240,Procurement Data Product 0240,BigQuery,Corporate,Certified,89.7,sources=30; consumers=72; volume_tb=448.8; sensitivity=Restricted
DP-00241,Maintenance Planning Data Product 0241,Azure Synapse,Maintenance,Deprecated,97.8,sources=4; consumers=115; volume_tb=497.7; sensitivity=PII
DP-00242,Engine Overhaul Data Product 0242,Snowflake,Maintenance,Certified,80.1,sources=10; consumers=152; volume_tb=880.3; sensitivity=PII
DP-00243,Gate Management Data Product 0243,Teradata,Operations,Deprecated,60.6,sources=3; consumers=208; volume_tb=8; sensitivity=PII
DP-00244,Maintenance Planning Data Product 0244,Fabric,Maintenance,Production,75.1,sources=27; consumers=176; volume_tb=986.9; sensitivity=Internal
DP-00245,Container Platform Data Product 0245,Databricks,Infrastructure,Certified,87.9,sources=21; consumers=36; volume_tb=309.4; sensitivity=Internal
DP-00246,Threat Detection Data Product 0246,BigQuery,Security,Beta,64.9,sources=40; consumers=71; volume_tb=690.4; sensitivity=Restricted
DP-00247,Fare Filing Data Product 0247,Teradata,Commercial,Certified,87.4,sources=1; consumers=84; volume_tb=782.3; sensitivity=Restricted
DP-00248,Maintenance Planning Data Product 0248,Azure Synapse,Maintenance,Deprecated,71.3,sources=31; consumers=104; volume_tb=1182.8; sensitivity=Internal
DP-00249,Tax Data Product 0249,Fabric,Corporate,Deprecated,89,sources=3; consumers=152; volume_tb=234.7; sensitivity=PII
DP-00250,GRC Data Product 0250,Fabric,Security,Beta,96.6,sources=19; consumers=92; volume_tb=341.7; sensitivity=Confidential
DP-00251,Slot Management Data Product 0251,Fabric,Operations,Production,81.3,sources=5; consumers=143; volume_tb=761.4; sensitivity=Confidential
DP-00252,HR & Workforce Data Product 0252,Teradata,Corporate,Beta,91.7,sources=13; consumers=177; volume_tb=754.1; sensitivity=PII
DP-00253,Crew Scheduling Data Product 0253,Teradata,Operations,Certified,65.3,sources=4; consumers=108; volume_tb=1010.5; sensitivity=Confidential
DP-00254,Container Platform Data Product 0254,Databricks,Infrastructure,Deprecated,91.6,sources=37; consumers=65; volume_tb=555.8; sensitivity=Internal
DP-00255,Crew Tracking Data Product 0255,Databricks,Operations,Beta,93,sources=13; consumers=138; volume_tb=495.7; sensitivity=Internal
DP-00256,Crew Tracking Data Product 0256,Azure Synapse,Operations,Production,92.8,sources=39; consumers=42; volume_tb=319; sensitivity=Public
DP-00257,Ground Operations Data Product 0257,Fabric,Operations,Beta,70.5,sources=17; consumers=60; volume_tb=625.3; sensitivity=PII
DP-00258,Ground Operations Data Product 0258,Databricks,Operations,Certified,89.5,sources=3; consumers=210; volume_tb=455.4; sensitivity=PII
DP-00259,Slot Management Data Product 0259,Teradata,Operations,Beta,85.6,sources=25; consumers=27; volume_tb=1103.9; sensitivity=Public
DP-00260,Ancillary Revenue Data Product 0260,Teradata,Commercial,Beta,88.2,sources=25; consumers=29; volume_tb=737.4; sensitivity=Internal
DP-00261,Line Maintenance Data Product 0261,Databricks,Maintenance,Certified,70,sources=25; consumers=4; volume_tb=1014.3; sensitivity=Confidential
DP-00262,Slot Management Data Product 0262,Snowflake,Operations,Pilot,64.7,sources=21; consumers=31; volume_tb=143.5; sensitivity=Public
DP-00263,Crew Tracking Data Product 0263,Databricks,Operations,Certified,84.7,sources=39; consumers=90; volume_tb=1055; sensitivity=Restricted
DP-00264,Cargo Revenue Data Product 0264,BigQuery,Commercial,Deprecated,67.9,sources=2; consumers=16; volume_tb=509.4; sensitivity=PII
DP-00265,Revenue Management Data Product 0265,Snowflake,Commercial,Production,79.3,sources=31; consumers=40; volume_tb=112.7; sensitivity=Internal
DP-00266,Predictive Maintenance Data Product 0266,Fabric,Maintenance,Beta,98.5,sources=13; consumers=150; volume_tb=120.3; sensitivity=Public
DP-00267,Self-Service Kiosk Data Product 0267,Azure Synapse,Customer,Pilot,64.7,sources=31; consumers=6; volume_tb=195.2; sensitivity=PII
DP-00268,Metadata & Catalog Data Product 0268,Azure Synapse,Data,Beta,96.8,sources=39; consumers=62; volume_tb=865.4; sensitivity=PII
DP-00269,Parts & Inventory Data Product 0269,Databricks,Maintenance,Certified,77,sources=36; consumers=57; volume_tb=637.6; sensitivity=Restricted
DP-00270,Crew Tracking Data Product 0270,Fabric,Operations,Beta,81.3,sources=24; consumers=210; volume_tb=1023.4; sensitivity=Internal
DP-00271,Data Governance Data Product 0271,Fabric,Data,Certified,60.1,sources=9; consumers=139; volume_tb=472.1; sensitivity=Internal
DP-00272,Cargo Revenue Data Product 0272,Snowflake,Commercial,Pilot,95.1,sources=4; consumers=210; volume_tb=420.5; sensitivity=Public
DP-00273,Procurement Data Product 0273,BigQuery,Corporate,Deprecated,82.7,sources=28; consumers=89; volume_tb=818.6; sensitivity=Internal
DP-00274,Disruption Recovery Data Product 0274,Snowflake,Operations,Deprecated,83.7,sources=9; consumers=216; volume_tb=690.1; sensitivity=Restricted
DP-00275,Sales & Agency Data Product 0275,BigQuery,Commercial,Certified,96.5,sources=34; consumers=212; volume_tb=512.2; sensitivity=Internal
DP-00276,Inventory Control Data Product 0276,Fabric,Commercial,Certified,79.4,sources=24; consumers=141; volume_tb=1043.5; sensitivity=PII
DP-00277,Self-Service Kiosk Data Product 0277,Snowflake,Customer,Deprecated,66.5,sources=12; consumers=195; volume_tb=1018.9; sensitivity=Public
DP-00278,Data Governance Data Product 0278,Fabric,Data,Pilot,71.5,sources=34; consumers=48; volume_tb=191.5; sensitivity=Internal
DP-00279,Customer Service Data Product 0279,Teradata,Customer,Beta,88.1,sources=3; consumers=66; volume_tb=604.3; sensitivity=Confidential
DP-00280,Ancillary Revenue Data Product 0280,Azure Synapse,Commercial,Production,93.7,sources=16; consumers=43; volume_tb=523.6; sensitivity=PII
DP-00281,End User Computing Data Product 0281,Fabric,Infrastructure,Beta,74.5,sources=16; consumers=87; volume_tb=266.4; sensitivity=Internal
DP-00282,Payroll Data Product 0282,Fabric,Corporate,Pilot,98.8,sources=35; consumers=141; volume_tb=477.5; sensitivity=Internal
DP-00283,Compute Platform Data Product 0283,Databricks,Infrastructure,Production,94.2,sources=27; consumers=136; volume_tb=369.2; sensitivity=Internal
DP-00284,Flight Dispatch Data Product 0284,Databricks,Operations,Pilot,98.5,sources=9; consumers=19; volume_tb=1051.7; sensitivity=Internal
DP-00285,End User Computing Data Product 0285,Snowflake,Infrastructure,Beta,60.7,sources=20; consumers=22; volume_tb=1010.4; sensitivity=Public
DP-00286,Digital Booking Data Product 0286,Azure Synapse,Customer,Beta,78.8,sources=21; consumers=89; volume_tb=1106.5; sensitivity=Confidential
DP-00287,Inventory Control Data Product 0287,Teradata,Commercial,Certified,94,sources=6; consumers=1; volume_tb=22.1; sensitivity=Restricted
DP-00288,Lounge Management Data Product 0288,BigQuery,Customer,Pilot,97.2,sources=19; consumers=207; volume_tb=269.6; sensitivity=Restricted
DP-00289,Data Governance Data Product 0289,Snowflake,Data,Certified,78.6,sources=38; consumers=158; volume_tb=1039.9; sensitivity=PII
DP-00290,Master Data Management Data Product 0290,Snowflake,Data,Production,76.7,sources=23; consumers=192; volume_tb=377.4; sensitivity=Internal
DP-00291,Legal & Compliance Data Product 0291,Azure Synapse,Corporate,Beta,83.4,sources=3; consumers=54; volume_tb=834.4; sensitivity=Public
DP-00292,Disruption Communication Data Product 0292,Teradata,Customer,Pilot,82.7,sources=34; consumers=148; volume_tb=80.3; sensitivity=Restricted
DP-00293,Maintenance Planning Data Product 0293,Azure Synapse,Maintenance,Certified,94,sources=12; consumers=143; volume_tb=253.9; sensitivity=Public
DP-00294,Reliability Engineering Data Product 0294,BigQuery,Maintenance,Pilot,92.8,sources=39; consumers=21; volume_tb=1180.6; sensitivity=Public
DP-00295,Storage Platform Data Product 0295,BigQuery,Infrastructure,Certified,80.5,sources=35; consumers=195; volume_tb=555.8; sensitivity=Confidential
DP-00296,Payroll Data Product 0296,BigQuery,Corporate,Pilot,62,sources=27; consumers=124; volume_tb=395.1; sensitivity=Internal
DP-00297,Mobile Experience Data Product 0297,Databricks,Customer,Pilot,96.1,sources=14; consumers=139; volume_tb=61.3; sensitivity=Public
DP-00298,Codeshare Management Data Product 0298,Snowflake,Commercial,Certified,74,sources=7; consumers=199; volume_tb=401.6; sensitivity=Confidential
DP-00299,Inventory Control Data Product 0299,BigQuery,Commercial,Deprecated,90.9,sources=9; consumers=128; volume_tb=923.8; sensitivity=Public
DP-00300,Customer Service Data Product 0300,Fabric,Customer,Deprecated,89.1,sources=19; consumers=149; volume_tb=403.6; sensitivity=Confidential
DP-00301,MRO Procurement Data Product 0301,Teradata,Maintenance,Certified,75.3,sources=3; consumers=43; volume_tb=81.1; sensitivity=PII
DP-00302,Advanced Analytics Data Product 0302,Databricks,Data,Deprecated,78.8,sources=18; consumers=51; volume_tb=594.1; sensitivity=Restricted
DP-00303,Crew Tracking Data Product 0303,Snowflake,Operations,Beta,71.8,sources=33; consumers=37; volume_tb=144.1; sensitivity=Public
DP-00304,Container Platform Data Product 0304,Azure Synapse,Infrastructure,Deprecated,81.4,sources=2; consumers=95; volume_tb=227; sensitivity=Internal
DP-00305,Weight & Balance Data Product 0305,Teradata,Operations,Pilot,66.4,sources=34; consumers=145; volume_tb=1013.5; sensitivity=PII
DP-00306,Real Estate & Facilities Data Product 0306,BigQuery,Corporate,Production,82.8,sources=37; consumers=106; volume_tb=391.9; sensitivity=Public
DP-00307,Tax Data Product 0307,Azure Synapse,Corporate,Certified,72.9,sources=30; consumers=1; volume_tb=478.5; sensitivity=Restricted
DP-00308,Payroll Data Product 0308,Snowflake,Corporate,Deprecated,76,sources=23; consumers=63; volume_tb=37.4; sensitivity=Confidential
DP-00309,Crew Tracking Data Product 0309,BigQuery,Operations,Beta,84.7,sources=37; consumers=178; volume_tb=898.7; sensitivity=PII
DP-00310,Fuel Management Data Product 0310,Snowflake,Operations,Pilot,95.2,sources=35; consumers=172; volume_tb=786.8; sensitivity=Public
DP-00311,Customer Service Data Product 0311,Fabric,Customer,Production,79.7,sources=1; consumers=200; volume_tb=1019.2; sensitivity=Public
DP-00312,Network Planning Data Product 0312,Azure Synapse,Commercial,Deprecated,66.6,sources=24; consumers=169; volume_tb=389.9; sensitivity=Restricted
DP-00313,Privileged Access Data Product 0313,Fabric,Security,Beta,64.3,sources=21; consumers=209; volume_tb=309.3; sensitivity=Confidential
DP-00314,Fuel Management Data Product 0314,BigQuery,Operations,Certified,65.8,sources=32; consumers=106; volume_tb=448.6; sensitivity=Public
DP-00315,Procurement Data Product 0315,Azure Synapse,Corporate,Beta,74.3,sources=22; consumers=93; volume_tb=1073.8; sensitivity=Confidential
DP-00316,Finance Close Data Product 0316,BigQuery,Corporate,Beta,96.4,sources=21; consumers=28; volume_tb=287.4; sensitivity=Internal
DP-00317,Reliability Engineering Data Product 0317,Databricks,Maintenance,Deprecated,61.9,sources=5; consumers=71; volume_tb=70.9; sensitivity=Restricted
DP-00318,Component Tracking Data Product 0318,Fabric,Maintenance,Production,89,sources=19; consumers=93; volume_tb=370.6; sensitivity=Internal
DP-00319,Digital Booking Data Product 0319,Fabric,Customer,Production,93.4,sources=29; consumers=9; volume_tb=1013.8; sensitivity=Restricted
DP-00320,Parts & Inventory Data Product 0320,Databricks,Maintenance,Production,73.6,sources=16; consumers=39; volume_tb=308.9; sensitivity=Confidential
DP-00321,HR & Workforce Data Product 0321,Databricks,Corporate,Production,69,sources=5; consumers=102; volume_tb=315.5; sensitivity=PII
DP-00322,Corporate Planning Data Product 0322,Snowflake,Corporate,Beta,97.4,sources=20; consumers=80; volume_tb=300.9; sensitivity=PII
DP-00323,Disruption Recovery Data Product 0323,Teradata,Operations,Pilot,83.9,sources=39; consumers=16; volume_tb=2.8; sensitivity=Internal
DP-00324,Treasury Data Product 0324,BigQuery,Corporate,Deprecated,74,sources=37; consumers=56; volume_tb=545.4; sensitivity=Public
DP-00325,Metadata & Catalog Data Product 0325,Azure Synapse,Data,Certified,64.6,sources=3; consumers=105; volume_tb=400.7; sensitivity=Confidential
DP-00326,Investor Relations Data Product 0326,BigQuery,Corporate,Production,81,sources=4; consumers=22; volume_tb=734; sensitivity=PII
DP-00327,Contact Center Data Product 0327,Snowflake,Customer,Deprecated,72.8,sources=15; consumers=209; volume_tb=952.9; sensitivity=Confidential
DP-00328,Component Tracking Data Product 0328,Databricks,Maintenance,Deprecated,76.7,sources=28; consumers=13; volume_tb=244.5; sensitivity=Internal
DP-00329,Crew Scheduling Data Product 0329,Teradata,Operations,Deprecated,85.2,sources=4; consumers=14; volume_tb=354.3; sensitivity=PII
DP-00330,Payroll Data Product 0330,Teradata,Corporate,Production,83.2,sources=28; consumers=101; volume_tb=985.9; sensitivity=Confidential
DP-00331,Legal & Compliance Data Product 0331,Fabric,Corporate,Deprecated,82.7,sources=7; consumers=179; volume_tb=611.7; sensitivity=Internal
DP-00332,Security Operations Data Product 0332,Snowflake,Security,Pilot,85.2,sources=12; consumers=140; volume_tb=1042.9; sensitivity=Restricted
DP-00333,Network Planning Data Product 0333,Azure Synapse,Commercial,Beta,69.9,sources=7; consumers=153; volume_tb=1030; sensitivity=PII
DP-00334,Baggage Services Data Product 0334,Databricks,Customer,Certified,71.7,sources=5; consumers=145; volume_tb=368.4; sensitivity=Confidential
DP-00335,Mobile Experience Data Product 0335,Teradata,Customer,Deprecated,86.2,sources=12; consumers=175; volume_tb=1080.4; sensitivity=Restricted
DP-00336,HR & Workforce Data Product 0336,Snowflake,Corporate,Certified,71.8,sources=35; consumers=110; volume_tb=342.1; sensitivity=Restricted
DP-00337,Reliability Engineering Data Product 0337,Fabric,Maintenance,Production,69.6,sources=20; consumers=58; volume_tb=425.7; sensitivity=Public
DP-00338,Cargo Revenue Data Product 0338,BigQuery,Commercial,Certified,71.3,sources=3; consumers=141; volume_tb=235.5; sensitivity=Internal
DP-00339,Business Intelligence Data Product 0339,Fabric,Data,Production,81.9,sources=27; consumers=136; volume_tb=1098.2; sensitivity=Confidential
DP-00340,Reliability Engineering Data Product 0340,Azure Synapse,Maintenance,Pilot,94.3,sources=16; consumers=207; volume_tb=751.5; sensitivity=Confidential
DP-00341,Tax Data Product 0341,Teradata,Corporate,Certified,66.6,sources=17; consumers=89; volume_tb=90.6; sensitivity=Confidential
DP-00342,Inventory Control Data Product 0342,Teradata,Commercial,Pilot,84.4,sources=3; consumers=17; volume_tb=27.3; sensitivity=Confidential
DP-00343,Heavy Maintenance Data Product 0343,Fabric,Maintenance,Production,73.2,sources=32; consumers=197; volume_tb=822.6; sensitivity=Confidential
DP-00344,Loyalty & FFP Data Product 0344,Snowflake,Customer,Production,87.2,sources=32; consumers=101; volume_tb=1096.5; sensitivity=Public
DP-00345,Component Tracking Data Product 0345,Snowflake,Maintenance,Production,86.6,sources=8; consumers=83; volume_tb=126; sensitivity=Public
DP-00346,Real Estate & Facilities Data Product 0346,Databricks,Corporate,Production,65.6,sources=4; consumers=174; volume_tb=1160.1; sensitivity=Public
DP-00347,Sales & Agency Data Product 0347,Fabric,Commercial,Pilot,62.3,sources=37; consumers=39; volume_tb=891; sensitivity=Internal
DP-00348,ML Platform Data Product 0348,Snowflake,Data,Deprecated,82.6,sources=32; consumers=93; volume_tb=1103.4; sensitivity=Confidential
DP-00349,Heavy Maintenance Data Product 0349,Snowflake,Maintenance,Beta,62.3,sources=33; consumers=200; volume_tb=583.8; sensitivity=PII
DP-00350,Legal & Compliance Data Product 0350,Databricks,Corporate,Pilot,87.8,sources=39; consumers=108; volume_tb=828; sensitivity=PII
DP-00351,MRO Procurement Data Product 0351,Databricks,Maintenance,Pilot,67.2,sources=36; consumers=28; volume_tb=64.2; sensitivity=Internal
DP-00352,Data Engineering Data Product 0352,Snowflake,Data,Pilot,64.9,sources=39; consumers=16; volume_tb=1076.8; sensitivity=Restricted
DP-00353,Crew Tracking Data Product 0353,Fabric,Operations,Production,86.9,sources=7; consumers=214; volume_tb=46.6; sensitivity=PII
DP-00354,Flight Dispatch Data Product 0354,Snowflake,Operations,Pilot,63.1,sources=33; consumers=66; volume_tb=945.5; sensitivity=Restricted
DP-00355,Fare Filing Data Product 0355,Databricks,Commercial,Production,92.2,sources=6; consumers=121; volume_tb=120.4; sensitivity=Restricted
DP-00356,Loyalty & FFP Data Product 0356,BigQuery,Customer,Deprecated,76.3,sources=27; consumers=37; volume_tb=89; sensitivity=PII
DP-00357,Network Planning Data Product 0357,Snowflake,Commercial,Pilot,66.9,sources=4; consumers=159; volume_tb=216.7; sensitivity=Internal
DP-00358,Identity & Access Data Product 0358,Teradata,Security,Production,94.7,sources=34; consumers=16; volume_tb=170.2; sensitivity=Confidential
DP-00359,Weight & Balance Data Product 0359,Azure Synapse,Operations,Beta,65.5,sources=25; consumers=105; volume_tb=575.8; sensitivity=PII
DP-00360,Contact Center Data Product 0360,Azure Synapse,Customer,Deprecated,76.1,sources=17; consumers=157; volume_tb=491.1; sensitivity=Restricted
DP-00361,Slot Management Data Product 0361,Databricks,Operations,Pilot,68.4,sources=5; consumers=15; volume_tb=627.2; sensitivity=Internal
DP-00362,Fare Filing Data Product 0362,Azure Synapse,Commercial,Pilot,61.8,sources=6; consumers=23; volume_tb=549.2; sensitivity=Restricted
DP-00363,Data Sharing Data Product 0363,Databricks,Data,Certified,80.9,sources=33; consumers=88; volume_tb=624.1; sensitivity=Public
DP-00364,Data Engineering Data Product 0364,Teradata,Data,Pilot,69.6,sources=31; consumers=48; volume_tb=436.1; sensitivity=Confidential
DP-00365,Sales & Agency Data Product 0365,Teradata,Commercial,Beta,68.4,sources=24; consumers=116; volume_tb=1018.9; sensitivity=Internal
DP-00366,Legal & Compliance Data Product 0366,Fabric,Corporate,Beta,86.6,sources=20; consumers=150; volume_tb=816.4; sensitivity=PII
DP-00367,GRC Data Product 0367,BigQuery,Security,Production,73.1,sources=14; consumers=59; volume_tb=220.5; sensitivity=Restricted
DP-00368,Treasury Data Product 0368,Teradata,Corporate,Pilot,91.1,sources=1; consumers=133; volume_tb=490.9; sensitivity=Restricted
DP-00369,Line Maintenance Data Product 0369,Teradata,Maintenance,Pilot,93.8,sources=4; consumers=42; volume_tb=337.9; sensitivity=Confidential
DP-00370,Baggage Services Data Product 0370,BigQuery,Customer,Deprecated,91.2,sources=38; consumers=75; volume_tb=666.5; sensitivity=PII
DP-00371,Customer 360 Data Product 0371,Snowflake,Customer,Certified,92.3,sources=29; consumers=77; volume_tb=833.8; sensitivity=Internal
DP-00372,Codeshare Management Data Product 0372,Snowflake,Commercial,Production,89.1,sources=8; consumers=184; volume_tb=1092.4; sensitivity=Public
DP-00373,Gate Management Data Product 0373,Fabric,Operations,Certified,60.4,sources=8; consumers=129; volume_tb=525.4; sensitivity=Restricted
DP-00374,Master Data Management Data Product 0374,Azure Synapse,Data,Beta,67.8,sources=28; consumers=174; volume_tb=429.6; sensitivity=Public
DP-00375,Data Protection Data Product 0375,BigQuery,Security,Deprecated,60.8,sources=10; consumers=213; volume_tb=566.1; sensitivity=Confidential
DP-00376,Data Sharing Data Product 0376,Azure Synapse,Data,Deprecated,91.9,sources=37; consumers=181; volume_tb=701.4; sensitivity=Public
DP-00377,Flight Dispatch Data Product 0377,BigQuery,Operations,Deprecated,98.3,sources=35; consumers=86; volume_tb=672.7; sensitivity=PII
DP-00378,Flight Dispatch Data Product 0378,Fabric,Operations,Pilot,80.1,sources=30; consumers=13; volume_tb=282.1; sensitivity=Internal
DP-00379,Vulnerability Management Data Product 0379,BigQuery,Security,Certified,67.3,sources=34; consumers=70; volume_tb=355.5; sensitivity=Public
DP-00380,Maintenance Planning Data Product 0380,Fabric,Maintenance,Certified,95.8,sources=5; consumers=69; volume_tb=701.9; sensitivity=PII
DP-00381,Tax Data Product 0381,Databricks,Corporate,Beta,71.1,sources=13; consumers=123; volume_tb=611.2; sensitivity=Confidential
DP-00382,Tax Data Product 0382,BigQuery,Corporate,Certified,74.4,sources=28; consumers=193; volume_tb=307.1; sensitivity=Confidential
DP-00383,Distribution & GDS Data Product 0383,Snowflake,Commercial,Deprecated,62.5,sources=23; consumers=30; volume_tb=837.8; sensitivity=Public
DP-00384,Tax Data Product 0384,Snowflake,Corporate,Deprecated,61.3,sources=22; consumers=108; volume_tb=724.8; sensitivity=PII
DP-00385,Procurement Data Product 0385,Azure Synapse,Corporate,Beta,66,sources=11; consumers=101; volume_tb=640.7; sensitivity=Internal
DP-00386,Compute Platform Data Product 0386,Databricks,Infrastructure,Beta,98.7,sources=11; consumers=93; volume_tb=1149.3; sensitivity=PII
DP-00387,Self-Service Kiosk Data Product 0387,Azure Synapse,Customer,Beta,76.3,sources=27; consumers=129; volume_tb=1191.6; sensitivity=Confidential
DP-00388,Codeshare Management Data Product 0388,Fabric,Commercial,Certified,74.5,sources=40; consumers=40; volume_tb=973.7; sensitivity=Internal
DP-00389,Crew Tracking Data Product 0389,Databricks,Operations,Beta,90,sources=40; consumers=29; volume_tb=675; sensitivity=PII
DP-00390,Data Quality Data Product 0390,Teradata,Data,Deprecated,63.8,sources=22; consumers=40; volume_tb=62.1; sensitivity=Confidential
DP-00391,Baggage Services Data Product 0391,Databricks,Customer,Beta,76,sources=34; consumers=35; volume_tb=426.2; sensitivity=Confidential
DP-00392,Data Engineering Data Product 0392,Snowflake,Data,Certified,85.9,sources=3; consumers=84; volume_tb=396.6; sensitivity=Restricted
DP-00393,Component Tracking Data Product 0393,Databricks,Maintenance,Deprecated,92,sources=6; consumers=2; volume_tb=538.8; sensitivity=Public
DP-00394,Investor Relations Data Product 0394,Teradata,Corporate,Production,73.5,sources=19; consumers=112; volume_tb=1165.1; sensitivity=Restricted
DP-00395,Slot Management Data Product 0395,Snowflake,Operations,Beta,98.5,sources=13; consumers=139; volume_tb=1034.3; sensitivity=Restricted
