tenant_key,dimension,question,respondent_role,respondent_persona,answer,confidence,evidence_source,follow_up_needed,mapped_dimension,mapped_fields,relationship_candidates_created,known_gaps
harbortrust-bank,01_business_functions,What should AbarVa know about Consumer Lending Operations for business functions?,Payments Leader,Payments Leader responsible for Consumer Lending context,"business functions: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",Medium,HARBORTRUST-BANK-HT-LENDING-EV01; HARBORTRUST-BANK-HT-LENDING-EV02,"Run dimension-specific SME validation for 01_business_functions; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Consumer Lending Operations Workflow Platform supports Consumer Lending Operations; Consumer Lending Operations Analytics Mart consumes Consumer Lending Operations Operational Dataset; NICE provides Consumer Lending Operations Workflow Platform,Questionnaire answer requires validation for 01_business_functions and must not be used as active truth until approved.
harbortrust-bank,04_applications_systems,What should AbarVa know about Consumer Lending Operations for applications systems?,Fraud Operations Leader,Fraud Operations Leader responsible for Consumer Lending context,"applications systems: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,HARBORTRUST-BANK-HT-LENDING-EV01; HARBORTRUST-BANK-HT-LENDING-EV02,"Run dimension-specific SME validation for 04_applications_systems; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",04_applications_systems,owner; systems; data domains; metrics; risks; evidence; relationships,Consumer Lending Operations Workflow Platform supports Consumer Lending Operations; Consumer Lending Operations Analytics Mart consumes Consumer Lending Operations Operational Dataset; NICE provides Consumer Lending Operations Workflow Platform,Questionnaire answer requires validation for 04_applications_systems and must not be used as active truth until approved.
harbortrust-bank,05_data_assets_integrations,What should AbarVa know about Consumer Lending Operations for data assets integrations?,Compliance / Model Risk Officer,Compliance / Model Risk Officer responsible for Consumer Lending context,"data assets integrations: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,HARBORTRUST-BANK-HT-LENDING-EV01; HARBORTRUST-BANK-HT-LENDING-EV02,"Run dimension-specific SME validation for 05_data_assets_integrations; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",05_data_assets_integrations,owner; systems; data domains; metrics; risks; evidence; relationships,Consumer Lending Operations Workflow Platform supports Consumer Lending Operations; Consumer Lending Operations Analytics Mart consumes Consumer Lending Operations Operational Dataset; NICE provides Consumer Lending Operations Workflow Platform,Questionnaire answer requires validation for 05_data_assets_integrations and must not be used as active truth until approved.
harbortrust-bank,07_vendors_contracts,What should AbarVa know about Consumer Lending Operations for vendors contracts?,ServiceNow / CMDB Owner,ServiceNow / CMDB Owner responsible for Consumer Lending context,"vendors contracts: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,HARBORTRUST-BANK-HT-LENDING-EV01; HARBORTRUST-BANK-HT-LENDING-EV02,"Run dimension-specific SME validation for 07_vendors_contracts; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",07_vendors_contracts,owner; systems; data domains; metrics; risks; evidence; relationships,Consumer Lending Operations Workflow Platform supports Consumer Lending Operations; Consumer Lending Operations Analytics Mart consumes Consumer Lending Operations Operational Dataset; NICE provides Consumer Lending Operations Workflow Platform,Questionnaire answer requires validation for 07_vendors_contracts and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Consumer Lending Operations for it budget spend value?,CIO,CIO responsible for Consumer Lending context,"it budget spend value: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,HARBORTRUST-BANK-HT-LENDING-EV01; HARBORTRUST-BANK-HT-LENDING-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Consumer Lending Operations Workflow Platform supports Consumer Lending Operations; Consumer Lending Operations Analytics Mart consumes Consumer Lending Operations Operational Dataset; NICE provides Consumer Lending Operations Workflow Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,11_risks_controls,What should AbarVa know about Consumer Lending Operations for risks controls?,CDAO,CDAO responsible for Consumer Lending context,"risks controls: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",Medium,HARBORTRUST-BANK-HT-LENDING-EV01; HARBORTRUST-BANK-HT-LENDING-EV02,"Run dimension-specific SME validation for 11_risks_controls; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",11_risks_controls,owner; systems; data domains; metrics; risks; evidence; relationships,Consumer Lending Operations Workflow Platform supports Consumer Lending Operations; Consumer Lending Operations Analytics Mart consumes Consumer Lending Operations Operational Dataset; NICE provides Consumer Lending Operations Workflow Platform,Questionnaire answer requires validation for 11_risks_controls and must not be used as active truth until approved.
harbortrust-bank,14_metrics_outcomes,What should AbarVa know about Consumer Lending Operations for metrics outcomes?,CFO,CFO responsible for Consumer Lending context,"metrics outcomes: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,HARBORTRUST-BANK-HT-LENDING-EV01; HARBORTRUST-BANK-HT-LENDING-EV02,"Run dimension-specific SME validation for 14_metrics_outcomes; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",14_metrics_outcomes,owner; systems; data domains; metrics; risks; evidence; relationships,Consumer Lending Operations Workflow Platform supports Consumer Lending Operations; Consumer Lending Operations Analytics Mart consumes Consumer Lending Operations Operational Dataset; NICE provides Consumer Lending Operations Workflow Platform,Questionnaire answer requires validation for 14_metrics_outcomes and must not be used as active truth until approved.
harbortrust-bank,01_business_functions,What should AbarVa know about Wealth Advisory and Brokerage for business functions?,Fraud Operations Leader,Fraud Operations Leader responsible for Wealth Management context,"business functions: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,HARBORTRUST-BANK-HT-WEALTH-EV01; HARBORTRUST-BANK-HT-WEALTH-EV02,"Run dimension-specific SME validation for 01_business_functions; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Wealth Advisory and Brokerage Workflow Platform supports Wealth Advisory and Brokerage; Wealth Advisory and Brokerage Analytics Mart consumes Wealth Advisory Brokerage Operational Dataset; ServiceNow provides Wealth Advisory and Brokerage Workflow Platform,Questionnaire answer requires validation for 01_business_functions and must not be used as active truth until approved.
harbortrust-bank,04_applications_systems,What should AbarVa know about Wealth Advisory and Brokerage for applications systems?,Compliance / Model Risk Officer,Compliance / Model Risk Officer responsible for Wealth Management context,"applications systems: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,HARBORTRUST-BANK-HT-WEALTH-EV01; HARBORTRUST-BANK-HT-WEALTH-EV02,"Run dimension-specific SME validation for 04_applications_systems; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",04_applications_systems,owner; systems; data domains; metrics; risks; evidence; relationships,Wealth Advisory and Brokerage Workflow Platform supports Wealth Advisory and Brokerage; Wealth Advisory and Brokerage Analytics Mart consumes Wealth Advisory Brokerage Operational Dataset; ServiceNow provides Wealth Advisory and Brokerage Workflow Platform,Questionnaire answer requires validation for 04_applications_systems and must not be used as active truth until approved.
harbortrust-bank,05_data_assets_integrations,What should AbarVa know about Wealth Advisory and Brokerage for data assets integrations?,ServiceNow / CMDB Owner,ServiceNow / CMDB Owner responsible for Wealth Management context,"data assets integrations: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,HARBORTRUST-BANK-HT-WEALTH-EV01; HARBORTRUST-BANK-HT-WEALTH-EV02,"Run dimension-specific SME validation for 05_data_assets_integrations; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",05_data_assets_integrations,owner; systems; data domains; metrics; risks; evidence; relationships,Wealth Advisory and Brokerage Workflow Platform supports Wealth Advisory and Brokerage; Wealth Advisory and Brokerage Analytics Mart consumes Wealth Advisory Brokerage Operational Dataset; ServiceNow provides Wealth Advisory and Brokerage Workflow Platform,Questionnaire answer requires validation for 05_data_assets_integrations and must not be used as active truth until approved.
harbortrust-bank,07_vendors_contracts,What should AbarVa know about Wealth Advisory and Brokerage for vendors contracts?,CIO,CIO responsible for Wealth Management context,"vendors contracts: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,HARBORTRUST-BANK-HT-WEALTH-EV01; HARBORTRUST-BANK-HT-WEALTH-EV02,"Run dimension-specific SME validation for 07_vendors_contracts; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",07_vendors_contracts,owner; systems; data domains; metrics; risks; evidence; relationships,Wealth Advisory and Brokerage Workflow Platform supports Wealth Advisory and Brokerage; Wealth Advisory and Brokerage Analytics Mart consumes Wealth Advisory Brokerage Operational Dataset; ServiceNow provides Wealth Advisory and Brokerage Workflow Platform,Questionnaire answer requires validation for 07_vendors_contracts and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Wealth Advisory and Brokerage for it budget spend value?,CDAO,CDAO responsible for Wealth Management context,"it budget spend value: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",Medium,HARBORTRUST-BANK-HT-WEALTH-EV01; HARBORTRUST-BANK-HT-WEALTH-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Wealth Advisory and Brokerage Workflow Platform supports Wealth Advisory and Brokerage; Wealth Advisory and Brokerage Analytics Mart consumes Wealth Advisory Brokerage Operational Dataset; ServiceNow provides Wealth Advisory and Brokerage Workflow Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,11_risks_controls,What should AbarVa know about Wealth Advisory and Brokerage for risks controls?,CFO,CFO responsible for Wealth Management context,"risks controls: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,HARBORTRUST-BANK-HT-WEALTH-EV01; HARBORTRUST-BANK-HT-WEALTH-EV02,"Run dimension-specific SME validation for 11_risks_controls; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",11_risks_controls,owner; systems; data domains; metrics; risks; evidence; relationships,Wealth Advisory and Brokerage Workflow Platform supports Wealth Advisory and Brokerage; Wealth Advisory and Brokerage Analytics Mart consumes Wealth Advisory Brokerage Operational Dataset; ServiceNow provides Wealth Advisory and Brokerage Workflow Platform,Questionnaire answer requires validation for 11_risks_controls and must not be used as active truth until approved.
harbortrust-bank,14_metrics_outcomes,What should AbarVa know about Wealth Advisory and Brokerage for metrics outcomes?,CRO,CRO responsible for Wealth Management context,"metrics outcomes: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,HARBORTRUST-BANK-HT-WEALTH-EV01; HARBORTRUST-BANK-HT-WEALTH-EV02,"Run dimension-specific SME validation for 14_metrics_outcomes; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",14_metrics_outcomes,owner; systems; data domains; metrics; risks; evidence; relationships,Wealth Advisory and Brokerage Workflow Platform supports Wealth Advisory and Brokerage; Wealth Advisory and Brokerage Analytics Mart consumes Wealth Advisory Brokerage Operational Dataset; ServiceNow provides Wealth Advisory and Brokerage Workflow Platform,Questionnaire answer requires validation for 14_metrics_outcomes and must not be used as active truth until approved.
harbortrust-bank,01_business_functions,What should AbarVa know about Fraud and Risk Operations for business functions?,Compliance / Model Risk Officer,Compliance / Model Risk Officer responsible for Enterprise Risk context,"business functions: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,HARBORTRUST-BANK-HT-FRAUD-RISK-EV01; HARBORTRUST-BANK-HT-FRAUD-RISK-EV02,"Run dimension-specific SME validation for 01_business_functions; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Fraud Alert Platform supports Fraud and Risk Operations; AML Transaction Monitoring consumes Fraud Risk Operations Operational Dataset; Experian provides Fraud Alert Platform,Questionnaire answer requires validation for 01_business_functions and must not be used as active truth until approved.
harbortrust-bank,04_applications_systems,What should AbarVa know about Fraud and Risk Operations for applications systems?,ServiceNow / CMDB Owner,ServiceNow / CMDB Owner responsible for Enterprise Risk context,"applications systems: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,HARBORTRUST-BANK-HT-FRAUD-RISK-EV01; HARBORTRUST-BANK-HT-FRAUD-RISK-EV02,"Run dimension-specific SME validation for 04_applications_systems; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",04_applications_systems,owner; systems; data domains; metrics; risks; evidence; relationships,Fraud Alert Platform supports Fraud and Risk Operations; AML Transaction Monitoring consumes Fraud Risk Operations Operational Dataset; Experian provides Fraud Alert Platform,Questionnaire answer requires validation for 04_applications_systems and must not be used as active truth until approved.
harbortrust-bank,05_data_assets_integrations,What should AbarVa know about Fraud and Risk Operations for data assets integrations?,CIO,CIO responsible for Enterprise Risk context,"data assets integrations: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,HARBORTRUST-BANK-HT-FRAUD-RISK-EV01; HARBORTRUST-BANK-HT-FRAUD-RISK-EV02,"Run dimension-specific SME validation for 05_data_assets_integrations; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",05_data_assets_integrations,owner; systems; data domains; metrics; risks; evidence; relationships,Fraud Alert Platform supports Fraud and Risk Operations; AML Transaction Monitoring consumes Fraud Risk Operations Operational Dataset; Experian provides Fraud Alert Platform,Questionnaire answer requires validation for 05_data_assets_integrations and must not be used as active truth until approved.
harbortrust-bank,07_vendors_contracts,What should AbarVa know about Fraud and Risk Operations for vendors contracts?,CDAO,CDAO responsible for Enterprise Risk context,"vendors contracts: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",Medium,HARBORTRUST-BANK-HT-FRAUD-RISK-EV01; HARBORTRUST-BANK-HT-FRAUD-RISK-EV02,"Run dimension-specific SME validation for 07_vendors_contracts; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",07_vendors_contracts,owner; systems; data domains; metrics; risks; evidence; relationships,Fraud Alert Platform supports Fraud and Risk Operations; AML Transaction Monitoring consumes Fraud Risk Operations Operational Dataset; Experian provides Fraud Alert Platform,Questionnaire answer requires validation for 07_vendors_contracts and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Fraud and Risk Operations for it budget spend value?,CFO,CFO responsible for Enterprise Risk context,"it budget spend value: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,HARBORTRUST-BANK-HT-FRAUD-RISK-EV01; HARBORTRUST-BANK-HT-FRAUD-RISK-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Fraud Alert Platform supports Fraud and Risk Operations; AML Transaction Monitoring consumes Fraud Risk Operations Operational Dataset; Experian provides Fraud Alert Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,11_risks_controls,What should AbarVa know about Fraud and Risk Operations for risks controls?,CRO,CRO responsible for Enterprise Risk context,"risks controls: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,HARBORTRUST-BANK-HT-FRAUD-RISK-EV01; HARBORTRUST-BANK-HT-FRAUD-RISK-EV02,"Run dimension-specific SME validation for 11_risks_controls; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",11_risks_controls,owner; systems; data domains; metrics; risks; evidence; relationships,Fraud Alert Platform supports Fraud and Risk Operations; AML Transaction Monitoring consumes Fraud Risk Operations Operational Dataset; Experian provides Fraud Alert Platform,Questionnaire answer requires validation for 11_risks_controls and must not be used as active truth until approved.
harbortrust-bank,14_metrics_outcomes,What should AbarVa know about Fraud and Risk Operations for metrics outcomes?,Retail Banking COO,Retail Banking COO responsible for Enterprise Risk context,"metrics outcomes: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,HARBORTRUST-BANK-HT-FRAUD-RISK-EV01; HARBORTRUST-BANK-HT-FRAUD-RISK-EV02,"Run dimension-specific SME validation for 14_metrics_outcomes; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",14_metrics_outcomes,owner; systems; data domains; metrics; risks; evidence; relationships,Fraud Alert Platform supports Fraud and Risk Operations; AML Transaction Monitoring consumes Fraud Risk Operations Operational Dataset; Experian provides Fraud Alert Platform,Questionnaire answer requires validation for 14_metrics_outcomes and must not be used as active truth until approved.
harbortrust-bank,01_business_functions,What should AbarVa know about Compliance and Model Risk Management for business functions?,ServiceNow / CMDB Owner,ServiceNow / CMDB Owner responsible for Compliance and Model Risk context,"business functions: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,HARBORTRUST-BANK-HT-COMPLIANCE-EV01; HARBORTRUST-BANK-HT-COMPLIANCE-EV02,"Run dimension-specific SME validation for 01_business_functions; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Compliance and Model Risk Management Workflow Platform supports Compliance and Model Risk Management; Compliance and Model Risk Management Analytics Mart consumes Compliance Model Risk Management Operational Dataset; Databricks provides Compliance and Model Risk Management Workflow Platform,Questionnaire answer requires validation for 01_business_functions and must not be used as active truth until approved.
harbortrust-bank,04_applications_systems,What should AbarVa know about Compliance and Model Risk Management for applications systems?,CIO,CIO responsible for Compliance and Model Risk context,"applications systems: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,HARBORTRUST-BANK-HT-COMPLIANCE-EV01; HARBORTRUST-BANK-HT-COMPLIANCE-EV02,"Run dimension-specific SME validation for 04_applications_systems; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",04_applications_systems,owner; systems; data domains; metrics; risks; evidence; relationships,Compliance and Model Risk Management Workflow Platform supports Compliance and Model Risk Management; Compliance and Model Risk Management Analytics Mart consumes Compliance Model Risk Management Operational Dataset; Databricks provides Compliance and Model Risk Management Workflow Platform,Questionnaire answer requires validation for 04_applications_systems and must not be used as active truth until approved.
harbortrust-bank,05_data_assets_integrations,What should AbarVa know about Compliance and Model Risk Management for data assets integrations?,CDAO,CDAO responsible for Compliance and Model Risk context,"data assets integrations: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",Medium,HARBORTRUST-BANK-HT-COMPLIANCE-EV01; HARBORTRUST-BANK-HT-COMPLIANCE-EV02,"Run dimension-specific SME validation for 05_data_assets_integrations; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",05_data_assets_integrations,owner; systems; data domains; metrics; risks; evidence; relationships,Compliance and Model Risk Management Workflow Platform supports Compliance and Model Risk Management; Compliance and Model Risk Management Analytics Mart consumes Compliance Model Risk Management Operational Dataset; Databricks provides Compliance and Model Risk Management Workflow Platform,Questionnaire answer requires validation for 05_data_assets_integrations and must not be used as active truth until approved.
harbortrust-bank,07_vendors_contracts,What should AbarVa know about Compliance and Model Risk Management for vendors contracts?,CFO,CFO responsible for Compliance and Model Risk context,"vendors contracts: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,HARBORTRUST-BANK-HT-COMPLIANCE-EV01; HARBORTRUST-BANK-HT-COMPLIANCE-EV02,"Run dimension-specific SME validation for 07_vendors_contracts; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",07_vendors_contracts,owner; systems; data domains; metrics; risks; evidence; relationships,Compliance and Model Risk Management Workflow Platform supports Compliance and Model Risk Management; Compliance and Model Risk Management Analytics Mart consumes Compliance Model Risk Management Operational Dataset; Databricks provides Compliance and Model Risk Management Workflow Platform,Questionnaire answer requires validation for 07_vendors_contracts and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Compliance and Model Risk Management for it budget spend value?,CRO,CRO responsible for Compliance and Model Risk context,"it budget spend value: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,HARBORTRUST-BANK-HT-COMPLIANCE-EV01; HARBORTRUST-BANK-HT-COMPLIANCE-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Compliance and Model Risk Management Workflow Platform supports Compliance and Model Risk Management; Compliance and Model Risk Management Analytics Mart consumes Compliance Model Risk Management Operational Dataset; Databricks provides Compliance and Model Risk Management Workflow Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,11_risks_controls,What should AbarVa know about Compliance and Model Risk Management for risks controls?,Retail Banking COO,Retail Banking COO responsible for Compliance and Model Risk context,"risks controls: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,HARBORTRUST-BANK-HT-COMPLIANCE-EV01; HARBORTRUST-BANK-HT-COMPLIANCE-EV02,"Run dimension-specific SME validation for 11_risks_controls; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",11_risks_controls,owner; systems; data domains; metrics; risks; evidence; relationships,Compliance and Model Risk Management Workflow Platform supports Compliance and Model Risk Management; Compliance and Model Risk Management Analytics Mart consumes Compliance Model Risk Management Operational Dataset; Databricks provides Compliance and Model Risk Management Workflow Platform,Questionnaire answer requires validation for 11_risks_controls and must not be used as active truth until approved.
harbortrust-bank,14_metrics_outcomes,What should AbarVa know about Compliance and Model Risk Management for metrics outcomes?,Payments Leader,Payments Leader responsible for Compliance and Model Risk context,"metrics outcomes: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,HARBORTRUST-BANK-HT-COMPLIANCE-EV01; HARBORTRUST-BANK-HT-COMPLIANCE-EV02,"Run dimension-specific SME validation for 14_metrics_outcomes; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",14_metrics_outcomes,owner; systems; data domains; metrics; risks; evidence; relationships,Compliance and Model Risk Management Workflow Platform supports Compliance and Model Risk Management; Compliance and Model Risk Management Analytics Mart consumes Compliance Model Risk Management Operational Dataset; Databricks provides Compliance and Model Risk Management Workflow Platform,Questionnaire answer requires validation for 14_metrics_outcomes and must not be used as active truth until approved.
harbortrust-bank,01_business_functions,What should AbarVa know about Contact Center and Servicing for business functions?,CIO,CIO responsible for Customer Experience context,"business functions: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,HARBORTRUST-BANK-HT-CONTACT-CENTER-EV01; HARBORTRUST-BANK-HT-CONTACT-CENTER-EV02,"Run dimension-specific SME validation for 01_business_functions; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Contact Center and Servicing Workflow Platform supports Contact Center and Servicing; Contact Center and Servicing Analytics Mart consumes Contact Center Servicing Operational Dataset; Salesforce provides Contact Center and Servicing Workflow Platform,Questionnaire answer requires validation for 01_business_functions and must not be used as active truth until approved.
harbortrust-bank,04_applications_systems,What should AbarVa know about Contact Center and Servicing for applications systems?,CDAO,CDAO responsible for Customer Experience context,"applications systems: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",Medium,HARBORTRUST-BANK-HT-CONTACT-CENTER-EV01; HARBORTRUST-BANK-HT-CONTACT-CENTER-EV02,"Run dimension-specific SME validation for 04_applications_systems; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",04_applications_systems,owner; systems; data domains; metrics; risks; evidence; relationships,Contact Center and Servicing Workflow Platform supports Contact Center and Servicing; Contact Center and Servicing Analytics Mart consumes Contact Center Servicing Operational Dataset; Salesforce provides Contact Center and Servicing Workflow Platform,Questionnaire answer requires validation for 04_applications_systems and must not be used as active truth until approved.
harbortrust-bank,05_data_assets_integrations,What should AbarVa know about Contact Center and Servicing for data assets integrations?,CFO,CFO responsible for Customer Experience context,"data assets integrations: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,HARBORTRUST-BANK-HT-CONTACT-CENTER-EV01; HARBORTRUST-BANK-HT-CONTACT-CENTER-EV02,"Run dimension-specific SME validation for 05_data_assets_integrations; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",05_data_assets_integrations,owner; systems; data domains; metrics; risks; evidence; relationships,Contact Center and Servicing Workflow Platform supports Contact Center and Servicing; Contact Center and Servicing Analytics Mart consumes Contact Center Servicing Operational Dataset; Salesforce provides Contact Center and Servicing Workflow Platform,Questionnaire answer requires validation for 05_data_assets_integrations and must not be used as active truth until approved.
harbortrust-bank,07_vendors_contracts,What should AbarVa know about Contact Center and Servicing for vendors contracts?,CRO,CRO responsible for Customer Experience context,"vendors contracts: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,HARBORTRUST-BANK-HT-CONTACT-CENTER-EV01; HARBORTRUST-BANK-HT-CONTACT-CENTER-EV02,"Run dimension-specific SME validation for 07_vendors_contracts; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",07_vendors_contracts,owner; systems; data domains; metrics; risks; evidence; relationships,Contact Center and Servicing Workflow Platform supports Contact Center and Servicing; Contact Center and Servicing Analytics Mart consumes Contact Center Servicing Operational Dataset; Salesforce provides Contact Center and Servicing Workflow Platform,Questionnaire answer requires validation for 07_vendors_contracts and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Contact Center and Servicing for it budget spend value?,Retail Banking COO,Retail Banking COO responsible for Customer Experience context,"it budget spend value: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,HARBORTRUST-BANK-HT-CONTACT-CENTER-EV01; HARBORTRUST-BANK-HT-CONTACT-CENTER-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Contact Center and Servicing Workflow Platform supports Contact Center and Servicing; Contact Center and Servicing Analytics Mart consumes Contact Center Servicing Operational Dataset; Salesforce provides Contact Center and Servicing Workflow Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
