tenant_key,canonical_value_observation_id,business_case_id,project_id,reporting_month,success_metric,sponsor_claimed_value_usd,finance_reviewed_value_usd,finance_validated_value_usd,board_claimable_value_usd,validation_state,baseline_value,target_value,actual_value,metric_unit,reviewer_role,source_file,source_row,source_system,source_record_id,as_of_date
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-008-2025-12,BC-MER-008,PRJ-MER-011,2025-12,clinical capacity released,0,0,0,0,not_yet_measurable,0,4.8,0,fte_equivalent,,24_monthly_value_tracking.csv,89,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2025-12,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-008-2026-01,BC-MER-008,PRJ-MER-011,2026-01,clinical capacity released,369089,258362,0,0,sponsor_claimed,0,4.8,0,fte_equivalent,,24_monthly_value_tracking.csv,90,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-01,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-008-2026-02,BC-MER-008,PRJ-MER-011,2026-02,clinical capacity released,738178,516725,0,0,sponsor_claimed,0,4.8,1,fte_equivalent,,24_monthly_value_tracking.csv,91,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-02,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-008-2026-03,BC-MER-008,PRJ-MER-011,2026-03,clinical capacity released,1107267,775087,0,0,sponsor_claimed,0,4.8,1,fte_equivalent,,24_monthly_value_tracking.csv,92,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-03,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-008-2026-04,BC-MER-008,PRJ-MER-011,2026-04,clinical capacity released,1476355,1033448,0,0,sponsor_claimed,0,4.8,2,fte_equivalent,,24_monthly_value_tracking.csv,93,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-04,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-008-2026-05,BC-MER-008,PRJ-MER-011,2026-05,clinical capacity released,1845444,1291811,0,0,sponsor_claimed,0,4.8,2,fte_equivalent,,24_monthly_value_tracking.csv,94,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-05,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-008-2026-06,BC-MER-008,PRJ-MER-011,2026-06,clinical capacity released,2214533,1550173,0,0,sponsor_claimed,0,4.8,3,fte_equivalent,,24_monthly_value_tracking.csv,95,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-06,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-008-2026-07,BC-MER-008,PRJ-MER-011,2026-07,clinical capacity released,2583622,1808535,0,0,sponsor_claimed,0,4.8,3,fte_equivalent,,24_monthly_value_tracking.csv,96,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-07,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-008-2026-08,BC-MER-008,PRJ-MER-011,2026-08,clinical capacity released,2952711,2066898,0,0,sponsor_claimed,0,4.8,3,fte_equivalent,,24_monthly_value_tracking.csv,97,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-08,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-009-2025-09,BC-MER-009,PRJ-MER-012,2025-09,manual review hours avoided,0,0,0,0,not_yet_measurable,1200,620,1200,hours_per_month,,24_monthly_value_tracking.csv,98,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2025-09,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-009-2025-10,BC-MER-009,PRJ-MER-012,2025-10,manual review hours avoided,268657,209552,0,0,sponsor_claimed,1200,620,1148,hours_per_month,,24_monthly_value_tracking.csv,99,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2025-10,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-009-2025-11,BC-MER-009,PRJ-MER-012,2025-11,manual review hours avoided,537313,419104,0,0,sponsor_claimed,1200,620,1096,hours_per_month,,24_monthly_value_tracking.csv,100,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2025-11,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-009-2025-12,BC-MER-009,PRJ-MER-012,2025-12,manual review hours avoided,805970,628657,0,0,sponsor_claimed,1200,620,1043,hours_per_month,,24_monthly_value_tracking.csv,101,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2025-12,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-009-2026-01,BC-MER-009,PRJ-MER-012,2026-01,manual review hours avoided,1074626,838208,0,0,sponsor_claimed,1200,620,991,hours_per_month,,24_monthly_value_tracking.csv,102,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-01,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-009-2026-02,BC-MER-009,PRJ-MER-012,2026-02,manual review hours avoided,1343283,1047761,0,0,sponsor_claimed,1200,620,939,hours_per_month,,24_monthly_value_tracking.csv,103,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-02,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-009-2026-03,BC-MER-009,PRJ-MER-012,2026-03,manual review hours avoided,1611939,1257312,0,0,sponsor_claimed,1200,620,887,hours_per_month,,24_monthly_value_tracking.csv,104,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-03,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-009-2026-04,BC-MER-009,PRJ-MER-012,2026-04,manual review hours avoided,1880596,1466865,0,0,sponsor_claimed,1200,620,835,hours_per_month,,24_monthly_value_tracking.csv,105,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-04,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-009-2026-05,BC-MER-009,PRJ-MER-012,2026-05,manual review hours avoided,2149252,1676417,0,0,sponsor_claimed,1200,620,782,hours_per_month,,24_monthly_value_tracking.csv,106,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-05,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-009-2026-06,BC-MER-009,PRJ-MER-012,2026-06,manual review hours avoided,2149252,1676417,0,0,sponsor_claimed,1200,620,782,hours_per_month,,24_monthly_value_tracking.csv,107,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-06,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-009-2026-07,BC-MER-009,PRJ-MER-012,2026-07,manual review hours avoided,2149252,1676417,0,0,sponsor_claimed,1200,620,782,hours_per_month,,24_monthly_value_tracking.csv,108,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-07,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-009-2026-08,BC-MER-009,PRJ-MER-012,2026-08,manual review hours avoided,2149252,1676417,0,0,sponsor_claimed,1200,620,782,hours_per_month,,24_monthly_value_tracking.csv,109,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-08,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-010-2025-09,BC-MER-010,PRJ-MER-013,2025-09,manual review hours avoided,0,0,0,0,not_yet_measurable,1200,620,1200,hours_per_month,,24_monthly_value_tracking.csv,110,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2025-09,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-010-2025-10,BC-MER-010,PRJ-MER-013,2025-10,manual review hours avoided,0,0,0,0,not_yet_measurable,1200,620,1200,hours_per_month,,24_monthly_value_tracking.csv,111,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2025-10,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-010-2025-11,BC-MER-010,PRJ-MER-013,2025-11,manual review hours avoided,479355,297200,252620,252620,finance_validated_actual,1200,620,1148,hours_per_month,IT Finance Business Partner,24_monthly_value_tracking.csv,112,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2025-11,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-010-2025-12,BC-MER-010,PRJ-MER-013,2025-12,manual review hours avoided,958710,594400,505240,505240,finance_validated_actual,1200,620,1096,hours_per_month,IT Finance Business Partner,24_monthly_value_tracking.csv,113,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2025-12,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-010-2026-01,BC-MER-010,PRJ-MER-013,2026-01,manual review hours avoided,1438066,891601,757861,757861,finance_validated_actual,1200,620,1043,hours_per_month,IT Finance Business Partner,24_monthly_value_tracking.csv,114,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-01,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-010-2026-02,BC-MER-010,PRJ-MER-013,2026-02,manual review hours avoided,1917421,1188801,1010481,1010481,finance_validated_actual,1200,620,991,hours_per_month,IT Finance Business Partner,24_monthly_value_tracking.csv,115,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-02,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-010-2026-03,BC-MER-010,PRJ-MER-013,2026-03,manual review hours avoided,2396776,1486001,1263101,1263101,finance_validated_actual,1200,620,939,hours_per_month,IT Finance Business Partner,24_monthly_value_tracking.csv,116,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-03,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-010-2026-04,BC-MER-010,PRJ-MER-013,2026-04,manual review hours avoided,2876131,1783201,1515721,1515721,finance_validated_actual,1200,620,887,hours_per_month,IT Finance Business Partner,24_monthly_value_tracking.csv,117,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-04,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-010-2026-05,BC-MER-010,PRJ-MER-013,2026-05,manual review hours avoided,3355486,2080401,1768341,1768341,finance_validated_actual,1200,620,835,hours_per_month,IT Finance Business Partner,24_monthly_value_tracking.csv,118,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-05,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-010-2026-06,BC-MER-010,PRJ-MER-013,2026-06,manual review hours avoided,3834841,2377601,2020961,2020961,finance_validated_actual,1200,620,782,hours_per_month,IT Finance Business Partner,24_monthly_value_tracking.csv,119,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-06,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-010-2026-07,BC-MER-010,PRJ-MER-013,2026-07,manual review hours avoided,3834841,2377601,2020961,2020961,finance_validated_actual,1200,620,782,hours_per_month,IT Finance Business Partner,24_monthly_value_tracking.csv,120,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-07,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-010-2026-08,BC-MER-010,PRJ-MER-013,2026-08,manual review hours avoided,3834841,2377601,2020961,2020961,finance_validated_actual,1200,620,782,hours_per_month,IT Finance Business Partner,24_monthly_value_tracking.csv,121,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-08,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-011-2025-09,BC-MER-011,PRJ-MER-015,2025-09,cost per resolved service case,0,0,0,0,not_yet_measurable,41,27,41,usd,,24_monthly_value_tracking.csv,122,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2025-09,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-011-2025-10,BC-MER-011,PRJ-MER-015,2025-10,cost per resolved service case,0,0,0,0,not_yet_measurable,41,27,41,usd,,24_monthly_value_tracking.csv,123,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2025-10,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-011-2025-11,BC-MER-011,PRJ-MER-015,2025-11,cost per resolved service case,0,0,0,0,not_yet_measurable,41,27,41,usd,,24_monthly_value_tracking.csv,124,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2025-11,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-011-2025-12,BC-MER-011,PRJ-MER-015,2025-12,cost per resolved service case,238527,166969,0,0,sponsor_claimed,41,27,40,usd,,24_monthly_value_tracking.csv,125,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2025-12,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-011-2026-01,BC-MER-011,PRJ-MER-015,2026-01,cost per resolved service case,477054,333938,0,0,sponsor_claimed,41,27,38,usd,,24_monthly_value_tracking.csv,126,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-01,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-011-2026-02,BC-MER-011,PRJ-MER-015,2026-02,cost per resolved service case,715580,500906,0,0,sponsor_claimed,41,27,37,usd,,24_monthly_value_tracking.csv,127,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-02,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-011-2026-03,BC-MER-011,PRJ-MER-015,2026-03,cost per resolved service case,954107,667875,0,0,sponsor_claimed,41,27,36,usd,,24_monthly_value_tracking.csv,128,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-03,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-011-2026-04,BC-MER-011,PRJ-MER-015,2026-04,cost per resolved service case,1192634,834844,0,0,sponsor_claimed,41,27,35,usd,,24_monthly_value_tracking.csv,129,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-04,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-011-2026-05,BC-MER-011,PRJ-MER-015,2026-05,cost per resolved service case,1431161,1001813,0,0,sponsor_claimed,41,27,33,usd,,24_monthly_value_tracking.csv,130,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-05,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-011-2026-06,BC-MER-011,PRJ-MER-015,2026-06,cost per resolved service case,1669688,1168782,0,0,sponsor_claimed,41,27,32,usd,,24_monthly_value_tracking.csv,131,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-06,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-011-2026-07,BC-MER-011,PRJ-MER-015,2026-07,cost per resolved service case,1908214,1335750,0,0,sponsor_claimed,41,27,31,usd,,24_monthly_value_tracking.csv,132,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-07,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-011-2026-08,BC-MER-011,PRJ-MER-015,2026-08,cost per resolved service case,1908214,1335750,0,0,sponsor_claimed,41,27,31,usd,,24_monthly_value_tracking.csv,133,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-08,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-012-2025-09,BC-MER-012,PRJ-MER-016,2025-09,cost per resolved service case,0,0,0,0,not_yet_measurable,41,27,41,usd,,24_monthly_value_tracking.csv,134,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2025-09,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-012-2025-10,BC-MER-012,PRJ-MER-016,2025-10,cost per resolved service case,0,0,0,0,not_yet_measurable,41,27,41,usd,,24_monthly_value_tracking.csv,135,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2025-10,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-012-2025-11,BC-MER-012,PRJ-MER-016,2025-11,cost per resolved service case,0,0,0,0,not_yet_measurable,41,27,41,usd,,24_monthly_value_tracking.csv,136,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2025-11,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-012-2025-12,BC-MER-012,PRJ-MER-016,2025-12,cost per resolved service case,0,0,0,0,not_yet_measurable,41,27,41,usd,,24_monthly_value_tracking.csv,137,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2025-12,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-012-2026-01,BC-MER-012,PRJ-MER-016,2026-01,cost per resolved service case,104911,81831,0,0,sponsor_claimed,41,27,40,usd,,24_monthly_value_tracking.csv,138,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-01,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-012-2026-02,BC-MER-012,PRJ-MER-016,2026-02,cost per resolved service case,209823,163662,0,0,sponsor_claimed,41,27,38,usd,,24_monthly_value_tracking.csv,139,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-02,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-012-2026-03,BC-MER-012,PRJ-MER-016,2026-03,cost per resolved service case,314734,245493,0,0,sponsor_claimed,41,27,37,usd,,24_monthly_value_tracking.csv,140,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-03,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-012-2026-04,BC-MER-012,PRJ-MER-016,2026-04,cost per resolved service case,419646,327324,0,0,sponsor_claimed,41,27,36,usd,,24_monthly_value_tracking.csv,141,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-04,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-012-2026-05,BC-MER-012,PRJ-MER-016,2026-05,cost per resolved service case,524557,409154,0,0,sponsor_claimed,41,27,35,usd,,24_monthly_value_tracking.csv,142,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-05,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-012-2026-06,BC-MER-012,PRJ-MER-016,2026-06,cost per resolved service case,629468,490985,0,0,sponsor_claimed,41,27,33,usd,,24_monthly_value_tracking.csv,143,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-06,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-012-2026-07,BC-MER-012,PRJ-MER-016,2026-07,cost per resolved service case,734380,572816,0,0,sponsor_claimed,41,27,32,usd,,24_monthly_value_tracking.csv,144,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-07,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-012-2026-08,BC-MER-012,PRJ-MER-016,2026-08,cost per resolved service case,839291,654647,0,0,sponsor_claimed,41,27,31,usd,,24_monthly_value_tracking.csv,145,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-08,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-013-2025-09,BC-MER-013,PRJ-MER-017,2025-09,manual review hours avoided,0,0,0,0,not_yet_measurable,1200,620,1200,hours_per_month,,24_monthly_value_tracking.csv,146,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2025-09,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-013-2025-10,BC-MER-013,PRJ-MER-017,2025-10,manual review hours avoided,196385,121759,0,0,sponsor_claimed,1200,620,1148,hours_per_month,,24_monthly_value_tracking.csv,147,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2025-10,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-013-2025-11,BC-MER-013,PRJ-MER-017,2025-11,manual review hours avoided,392769,243517,0,0,sponsor_claimed,1200,620,1096,hours_per_month,,24_monthly_value_tracking.csv,148,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2025-11,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-013-2025-12,BC-MER-013,PRJ-MER-017,2025-12,manual review hours avoided,589154,365275,0,0,sponsor_claimed,1200,620,1043,hours_per_month,,24_monthly_value_tracking.csv,149,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2025-12,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-013-2026-01,BC-MER-013,PRJ-MER-017,2026-01,manual review hours avoided,785539,487034,0,0,sponsor_claimed,1200,620,991,hours_per_month,,24_monthly_value_tracking.csv,150,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-01,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-013-2026-02,BC-MER-013,PRJ-MER-017,2026-02,manual review hours avoided,981923,608792,0,0,sponsor_claimed,1200,620,939,hours_per_month,,24_monthly_value_tracking.csv,151,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-02,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-013-2026-03,BC-MER-013,PRJ-MER-017,2026-03,manual review hours avoided,1178308,730551,0,0,sponsor_claimed,1200,620,887,hours_per_month,,24_monthly_value_tracking.csv,152,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-03,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-013-2026-04,BC-MER-013,PRJ-MER-017,2026-04,manual review hours avoided,1374693,852310,0,0,sponsor_claimed,1200,620,835,hours_per_month,,24_monthly_value_tracking.csv,153,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-04,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-013-2026-05,BC-MER-013,PRJ-MER-017,2026-05,manual review hours avoided,1571078,974068,0,0,sponsor_claimed,1200,620,782,hours_per_month,,24_monthly_value_tracking.csv,154,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-05,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-013-2026-06,BC-MER-013,PRJ-MER-017,2026-06,manual review hours avoided,1571078,974068,0,0,sponsor_claimed,1200,620,782,hours_per_month,,24_monthly_value_tracking.csv,155,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-06,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-013-2026-07,BC-MER-013,PRJ-MER-017,2026-07,manual review hours avoided,1571078,974068,0,0,sponsor_claimed,1200,620,782,hours_per_month,,24_monthly_value_tracking.csv,156,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-07,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-013-2026-08,BC-MER-013,PRJ-MER-017,2026-08,manual review hours avoided,1571078,974068,0,0,sponsor_claimed,1200,620,782,hours_per_month,,24_monthly_value_tracking.csv,157,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-08,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-014-2025-09,BC-MER-014,PRJ-MER-019,2025-09,clinical capacity released,0,0,0,0,not_yet_measurable,0,4.8,0,fte_equivalent,,24_monthly_value_tracking.csv,158,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2025-09,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-014-2025-10,BC-MER-014,PRJ-MER-019,2025-10,clinical capacity released,0,0,0,0,not_yet_measurable,0,4.8,0,fte_equivalent,,24_monthly_value_tracking.csv,159,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2025-10,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-014-2025-11,BC-MER-014,PRJ-MER-019,2025-11,clinical capacity released,227033,158923,0,0,sponsor_claimed,0,4.8,0,fte_equivalent,,24_monthly_value_tracking.csv,160,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2025-11,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-014-2025-12,BC-MER-014,PRJ-MER-019,2025-12,clinical capacity released,454066,317846,0,0,sponsor_claimed,0,4.8,1,fte_equivalent,,24_monthly_value_tracking.csv,161,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2025-12,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-014-2026-01,BC-MER-014,PRJ-MER-019,2026-01,clinical capacity released,681099,476769,0,0,sponsor_claimed,0,4.8,1,fte_equivalent,,24_monthly_value_tracking.csv,162,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-01,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-014-2026-02,BC-MER-014,PRJ-MER-019,2026-02,clinical capacity released,908132,635692,0,0,sponsor_claimed,0,4.8,2,fte_equivalent,,24_monthly_value_tracking.csv,163,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-02,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-014-2026-03,BC-MER-014,PRJ-MER-019,2026-03,clinical capacity released,1135165,794616,0,0,sponsor_claimed,0,4.8,2,fte_equivalent,,24_monthly_value_tracking.csv,164,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-03,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-014-2026-04,BC-MER-014,PRJ-MER-019,2026-04,clinical capacity released,1362198,953539,0,0,sponsor_claimed,0,4.8,3,fte_equivalent,,24_monthly_value_tracking.csv,165,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-04,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-014-2026-05,BC-MER-014,PRJ-MER-019,2026-05,clinical capacity released,1589230,1112461,0,0,sponsor_claimed,0,4.8,3,fte_equivalent,,24_monthly_value_tracking.csv,166,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-05,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-014-2026-06,BC-MER-014,PRJ-MER-019,2026-06,clinical capacity released,1816263,1271384,0,0,sponsor_claimed,0,4.8,3,fte_equivalent,,24_monthly_value_tracking.csv,167,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-06,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-014-2026-07,BC-MER-014,PRJ-MER-019,2026-07,clinical capacity released,1816263,1271384,0,0,sponsor_claimed,0,4.8,3,fte_equivalent,,24_monthly_value_tracking.csv,168,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-07,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-014-2026-08,BC-MER-014,PRJ-MER-019,2026-08,clinical capacity released,1816263,1271384,0,0,sponsor_claimed,0,4.8,3,fte_equivalent,,24_monthly_value_tracking.csv,169,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-08,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-015-2025-09,BC-MER-015,PRJ-MER-020,2025-09,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,0,count,,24_monthly_value_tracking.csv,170,AI Portfolio and Business Case Tracker,VAL-BC-MER-015-2025-09,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-015-2025-10,BC-MER-015,PRJ-MER-020,2025-10,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,0,count,,24_monthly_value_tracking.csv,171,AI Portfolio and Business Case Tracker,VAL-BC-MER-015-2025-10,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-015-2025-11,BC-MER-015,PRJ-MER-020,2025-11,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,0,count,,24_monthly_value_tracking.csv,172,AI Portfolio and Business Case Tracker,VAL-BC-MER-015-2025-11,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-015-2025-12,BC-MER-015,PRJ-MER-020,2025-12,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,1,count,,24_monthly_value_tracking.csv,173,AI Portfolio and Business Case Tracker,VAL-BC-MER-015-2025-12,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-015-2026-01,BC-MER-015,PRJ-MER-020,2026-01,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,2,count,,24_monthly_value_tracking.csv,174,AI Portfolio and Business Case Tracker,VAL-BC-MER-015-2026-01,2026-08-24
