tenant_key,canonical_evidence_id,evidence_id,related_object_type,related_object_id,evidence_type,evidence_name,owner_role,freshness_state,confidence,source_file,source_row,source_system,source_record_id,as_of_date
meridian-health,EVIDENCE:EVID-BC-034,EVID-BC-034,business_case,BC-MER-034,business_case_workbook,security incident narrative assistant 1 business case,CISO,current,medium,26_evidence_register.csv,105,AI Portfolio and Business Case Tracker,BC-MER-034,2026-08-24
meridian-health,EVIDENCE:EVID-BC-035,EVID-BC-035,business_case,BC-MER-035,business_case_workbook,AI model registry foundation 1 business case,Chief Data and AI Officer,current,medium,26_evidence_register.csv,106,AI Portfolio and Business Case Tracker,BC-MER-035,2026-08-24
meridian-health,EVIDENCE:EVID-BC-036,EVID-BC-036,business_case,BC-MER-036,business_case_workbook,contract and policy corpus normalization 1 business case,Chief Data and AI Officer,current,high,26_evidence_register.csv,107,AI Portfolio and Business Case Tracker,BC-MER-036,2026-08-24
meridian-health,EVIDENCE:EVID-BC-037,EVID-BC-037,business_case,BC-MER-037,business_case_workbook,member service intent detection pilot 1 business case,SVP Member Services,current,low,26_evidence_register.csv,108,AI Portfolio and Business Case Tracker,BC-MER-037,2026-08-24
meridian-health,EVIDENCE:EVID-BC-038,EVID-BC-038,business_case,BC-MER-038,business_case_workbook,ServiceNow virtual agent expansion 1 business case,VP Enterprise Platforms,current,medium,26_evidence_register.csv,109,AI Portfolio and Business Case Tracker,BC-MER-038,2026-08-24
meridian-health,EVIDENCE:EVID-BC-039,EVID-BC-039,business_case,BC-MER-039,business_case_workbook,clinical referral triage assistant 1 business case,CMIO,current,medium,26_evidence_register.csv,110,AI Portfolio and Business Case Tracker,BC-MER-039,2026-08-24
meridian-health,EVIDENCE:EVID-BC-040,EVID-BC-040,business_case,BC-MER-040,business_case_workbook,enterprise AI access management foundation 1 business case,Chief Data and AI Officer,current,high,26_evidence_register.csv,111,AI Portfolio and Business Case Tracker,BC-MER-040,2026-08-24
meridian-health,EVIDENCE:EVID-BC-041,EVID-BC-041,business_case,BC-MER-041,business_case_workbook,measurement baseline data product 1 business case,Chief Data and AI Officer,current,low,26_evidence_register.csv,112,AI Portfolio and Business Case Tracker,BC-MER-041,2026-08-24
meridian-health,EVIDENCE:EVID-BC-042,EVID-BC-042,business_case,BC-MER-042,business_case_workbook,provider service request classification 1 business case,VP Provider Operations,current,medium,26_evidence_register.csv,113,AI Portfolio and Business Case Tracker,BC-MER-042,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-001-2025-09,EVID-BC-MER-001-2025-09,monthly_value_observation,VAL-BC-MER-001-2025-09,monthly_metric_extract,BC-MER-001 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,114,AI Portfolio and Business Case Tracker,VAL-BC-MER-001-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-001-2026-03,EVID-BC-MER-001-2026-03,monthly_value_observation,VAL-BC-MER-001-2026-03,monthly_metric_extract,BC-MER-001 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,115,AI Portfolio and Business Case Tracker,VAL-BC-MER-001-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-002-2025-09,EVID-BC-MER-002-2025-09,monthly_value_observation,VAL-BC-MER-002-2025-09,monthly_metric_extract,BC-MER-002 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,116,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-002-2026-03,EVID-BC-MER-002-2026-03,monthly_value_observation,VAL-BC-MER-002-2026-03,monthly_metric_extract,BC-MER-002 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,117,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-003-2025-09,EVID-BC-MER-003-2025-09,monthly_value_observation,VAL-BC-MER-003-2025-09,monthly_metric_extract,BC-MER-003 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,118,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-003-2026-03,EVID-BC-MER-003-2026-03,monthly_value_observation,VAL-BC-MER-003-2026-03,monthly_metric_extract,BC-MER-003 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,119,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-004-2025-09,EVID-BC-MER-004-2025-09,monthly_value_observation,VAL-BC-MER-004-2025-09,monthly_metric_extract,BC-MER-004 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,120,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-004-2026-03,EVID-BC-MER-004-2026-03,monthly_value_observation,VAL-BC-MER-004-2026-03,monthly_metric_extract,BC-MER-004 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,121,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-005-2025-09,EVID-BC-MER-005-2025-09,monthly_value_observation,VAL-BC-MER-005-2025-09,monthly_metric_extract,BC-MER-005 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,122,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-005-2026-03,EVID-BC-MER-005-2026-03,monthly_value_observation,VAL-BC-MER-005-2026-03,monthly_metric_extract,BC-MER-005 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,123,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-006-2025-09,EVID-BC-MER-006-2025-09,monthly_value_observation,VAL-BC-MER-006-2025-09,monthly_metric_extract,BC-MER-006 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,124,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-006-2026-03,EVID-BC-MER-006-2026-03,monthly_value_observation,VAL-BC-MER-006-2026-03,monthly_metric_extract,BC-MER-006 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,125,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-007-2025-09,EVID-BC-MER-007-2025-09,monthly_value_observation,VAL-BC-MER-007-2025-09,monthly_metric_extract,BC-MER-007 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,126,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-007-2026-03,EVID-BC-MER-007-2026-03,monthly_value_observation,VAL-BC-MER-007-2026-03,monthly_metric_extract,BC-MER-007 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,127,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-008-2025-09,EVID-BC-MER-008-2025-09,monthly_value_observation,VAL-BC-MER-008-2025-09,monthly_metric_extract,BC-MER-008 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,128,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-008-2026-03,EVID-BC-MER-008-2026-03,monthly_value_observation,VAL-BC-MER-008-2026-03,monthly_metric_extract,BC-MER-008 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,129,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-009-2025-09,EVID-BC-MER-009-2025-09,monthly_value_observation,VAL-BC-MER-009-2025-09,monthly_metric_extract,BC-MER-009 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,130,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-009-2026-03,EVID-BC-MER-009-2026-03,monthly_value_observation,VAL-BC-MER-009-2026-03,monthly_metric_extract,BC-MER-009 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,131,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-010-2025-09,EVID-BC-MER-010-2025-09,monthly_value_observation,VAL-BC-MER-010-2025-09,monthly_metric_extract,BC-MER-010 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,132,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-010-2026-03,EVID-BC-MER-010-2026-03,monthly_value_observation,VAL-BC-MER-010-2026-03,finance_validation,BC-MER-010 2026-03 value tracking,IT Finance Business Partner,current,high,26_evidence_register.csv,133,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-011-2025-09,EVID-BC-MER-011-2025-09,monthly_value_observation,VAL-BC-MER-011-2025-09,monthly_metric_extract,BC-MER-011 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,134,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-011-2026-03,EVID-BC-MER-011-2026-03,monthly_value_observation,VAL-BC-MER-011-2026-03,monthly_metric_extract,BC-MER-011 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,135,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-012-2025-09,EVID-BC-MER-012-2025-09,monthly_value_observation,VAL-BC-MER-012-2025-09,monthly_metric_extract,BC-MER-012 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,136,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-012-2026-03,EVID-BC-MER-012-2026-03,monthly_value_observation,VAL-BC-MER-012-2026-03,monthly_metric_extract,BC-MER-012 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,137,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-013-2025-09,EVID-BC-MER-013-2025-09,monthly_value_observation,VAL-BC-MER-013-2025-09,monthly_metric_extract,BC-MER-013 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,138,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-013-2026-03,EVID-BC-MER-013-2026-03,monthly_value_observation,VAL-BC-MER-013-2026-03,monthly_metric_extract,BC-MER-013 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,139,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-014-2025-09,EVID-BC-MER-014-2025-09,monthly_value_observation,VAL-BC-MER-014-2025-09,monthly_metric_extract,BC-MER-014 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,140,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-014-2026-03,EVID-BC-MER-014-2026-03,monthly_value_observation,VAL-BC-MER-014-2026-03,monthly_metric_extract,BC-MER-014 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,141,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-015-2025-09,EVID-BC-MER-015-2025-09,monthly_value_observation,VAL-BC-MER-015-2025-09,monthly_metric_extract,BC-MER-015 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,142,AI Portfolio and Business Case Tracker,VAL-BC-MER-015-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-015-2026-03,EVID-BC-MER-015-2026-03,monthly_value_observation,VAL-BC-MER-015-2026-03,monthly_metric_extract,BC-MER-015 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,143,AI Portfolio and Business Case Tracker,VAL-BC-MER-015-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-016-2025-09,EVID-BC-MER-016-2025-09,monthly_value_observation,VAL-BC-MER-016-2025-09,monthly_metric_extract,BC-MER-016 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,144,AI Portfolio and Business Case Tracker,VAL-BC-MER-016-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-016-2026-03,EVID-BC-MER-016-2026-03,monthly_value_observation,VAL-BC-MER-016-2026-03,monthly_metric_extract,BC-MER-016 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,145,AI Portfolio and Business Case Tracker,VAL-BC-MER-016-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-017-2025-09,EVID-BC-MER-017-2025-09,monthly_value_observation,VAL-BC-MER-017-2025-09,monthly_metric_extract,BC-MER-017 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,146,AI Portfolio and Business Case Tracker,VAL-BC-MER-017-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-017-2026-03,EVID-BC-MER-017-2026-03,monthly_value_observation,VAL-BC-MER-017-2026-03,monthly_metric_extract,BC-MER-017 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,147,AI Portfolio and Business Case Tracker,VAL-BC-MER-017-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-018-2025-09,EVID-BC-MER-018-2025-09,monthly_value_observation,VAL-BC-MER-018-2025-09,monthly_metric_extract,BC-MER-018 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,148,AI Portfolio and Business Case Tracker,VAL-BC-MER-018-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-018-2026-03,EVID-BC-MER-018-2026-03,monthly_value_observation,VAL-BC-MER-018-2026-03,monthly_metric_extract,BC-MER-018 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,149,AI Portfolio and Business Case Tracker,VAL-BC-MER-018-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-019-2025-09,EVID-BC-MER-019-2025-09,monthly_value_observation,VAL-BC-MER-019-2025-09,monthly_metric_extract,BC-MER-019 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,150,AI Portfolio and Business Case Tracker,VAL-BC-MER-019-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-019-2026-03,EVID-BC-MER-019-2026-03,monthly_value_observation,VAL-BC-MER-019-2026-03,monthly_metric_extract,BC-MER-019 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,151,AI Portfolio and Business Case Tracker,VAL-BC-MER-019-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-020-2025-09,EVID-BC-MER-020-2025-09,monthly_value_observation,VAL-BC-MER-020-2025-09,monthly_metric_extract,BC-MER-020 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,152,AI Portfolio and Business Case Tracker,VAL-BC-MER-020-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-020-2026-03,EVID-BC-MER-020-2026-03,monthly_value_observation,VAL-BC-MER-020-2026-03,monthly_metric_extract,BC-MER-020 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,153,AI Portfolio and Business Case Tracker,VAL-BC-MER-020-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-021-2025-09,EVID-BC-MER-021-2025-09,monthly_value_observation,VAL-BC-MER-021-2025-09,monthly_metric_extract,BC-MER-021 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,154,AI Portfolio and Business Case Tracker,VAL-BC-MER-021-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-021-2026-03,EVID-BC-MER-021-2026-03,monthly_value_observation,VAL-BC-MER-021-2026-03,monthly_metric_extract,BC-MER-021 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,155,AI Portfolio and Business Case Tracker,VAL-BC-MER-021-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-022-2025-09,EVID-BC-MER-022-2025-09,monthly_value_observation,VAL-BC-MER-022-2025-09,monthly_metric_extract,BC-MER-022 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,156,AI Portfolio and Business Case Tracker,VAL-BC-MER-022-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-022-2026-03,EVID-BC-MER-022-2026-03,monthly_value_observation,VAL-BC-MER-022-2026-03,monthly_metric_extract,BC-MER-022 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,157,AI Portfolio and Business Case Tracker,VAL-BC-MER-022-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-023-2025-09,EVID-BC-MER-023-2025-09,monthly_value_observation,VAL-BC-MER-023-2025-09,monthly_metric_extract,BC-MER-023 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,158,AI Portfolio and Business Case Tracker,VAL-BC-MER-023-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-023-2026-03,EVID-BC-MER-023-2026-03,monthly_value_observation,VAL-BC-MER-023-2026-03,monthly_metric_extract,BC-MER-023 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,159,AI Portfolio and Business Case Tracker,VAL-BC-MER-023-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-024-2025-09,EVID-BC-MER-024-2025-09,monthly_value_observation,VAL-BC-MER-024-2025-09,monthly_metric_extract,BC-MER-024 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,160,AI Portfolio and Business Case Tracker,VAL-BC-MER-024-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-024-2026-03,EVID-BC-MER-024-2026-03,monthly_value_observation,VAL-BC-MER-024-2026-03,monthly_metric_extract,BC-MER-024 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,161,AI Portfolio and Business Case Tracker,VAL-BC-MER-024-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-025-2025-09,EVID-BC-MER-025-2025-09,monthly_value_observation,VAL-BC-MER-025-2025-09,monthly_metric_extract,BC-MER-025 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,162,AI Portfolio and Business Case Tracker,VAL-BC-MER-025-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-025-2026-03,EVID-BC-MER-025-2026-03,monthly_value_observation,VAL-BC-MER-025-2026-03,monthly_metric_extract,BC-MER-025 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,163,AI Portfolio and Business Case Tracker,VAL-BC-MER-025-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-026-2025-09,EVID-BC-MER-026-2025-09,monthly_value_observation,VAL-BC-MER-026-2025-09,monthly_metric_extract,BC-MER-026 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,164,AI Portfolio and Business Case Tracker,VAL-BC-MER-026-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-026-2026-03,EVID-BC-MER-026-2026-03,monthly_value_observation,VAL-BC-MER-026-2026-03,monthly_metric_extract,BC-MER-026 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,165,AI Portfolio and Business Case Tracker,VAL-BC-MER-026-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-027-2025-09,EVID-BC-MER-027-2025-09,monthly_value_observation,VAL-BC-MER-027-2025-09,monthly_metric_extract,BC-MER-027 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,166,AI Portfolio and Business Case Tracker,VAL-BC-MER-027-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-027-2026-03,EVID-BC-MER-027-2026-03,monthly_value_observation,VAL-BC-MER-027-2026-03,monthly_metric_extract,BC-MER-027 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,167,AI Portfolio and Business Case Tracker,VAL-BC-MER-027-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-028-2025-09,EVID-BC-MER-028-2025-09,monthly_value_observation,VAL-BC-MER-028-2025-09,monthly_metric_extract,BC-MER-028 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,168,AI Portfolio and Business Case Tracker,VAL-BC-MER-028-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-028-2026-03,EVID-BC-MER-028-2026-03,monthly_value_observation,VAL-BC-MER-028-2026-03,monthly_metric_extract,BC-MER-028 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,169,AI Portfolio and Business Case Tracker,VAL-BC-MER-028-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-029-2025-09,EVID-BC-MER-029-2025-09,monthly_value_observation,VAL-BC-MER-029-2025-09,monthly_metric_extract,BC-MER-029 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,170,AI Portfolio and Business Case Tracker,VAL-BC-MER-029-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-029-2026-03,EVID-BC-MER-029-2026-03,monthly_value_observation,VAL-BC-MER-029-2026-03,monthly_metric_extract,BC-MER-029 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,171,AI Portfolio and Business Case Tracker,VAL-BC-MER-029-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-030-2025-09,EVID-BC-MER-030-2025-09,monthly_value_observation,VAL-BC-MER-030-2025-09,monthly_metric_extract,BC-MER-030 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,172,AI Portfolio and Business Case Tracker,VAL-BC-MER-030-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-030-2026-03,EVID-BC-MER-030-2026-03,monthly_value_observation,VAL-BC-MER-030-2026-03,monthly_metric_extract,BC-MER-030 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,173,AI Portfolio and Business Case Tracker,VAL-BC-MER-030-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-031-2025-09,EVID-BC-MER-031-2025-09,monthly_value_observation,VAL-BC-MER-031-2025-09,monthly_metric_extract,BC-MER-031 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,174,AI Portfolio and Business Case Tracker,VAL-BC-MER-031-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-031-2026-03,EVID-BC-MER-031-2026-03,monthly_value_observation,VAL-BC-MER-031-2026-03,monthly_metric_extract,BC-MER-031 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,175,AI Portfolio and Business Case Tracker,VAL-BC-MER-031-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-032-2025-09,EVID-BC-MER-032-2025-09,monthly_value_observation,VAL-BC-MER-032-2025-09,monthly_metric_extract,BC-MER-032 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,176,AI Portfolio and Business Case Tracker,VAL-BC-MER-032-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-032-2026-03,EVID-BC-MER-032-2026-03,monthly_value_observation,VAL-BC-MER-032-2026-03,monthly_metric_extract,BC-MER-032 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,177,AI Portfolio and Business Case Tracker,VAL-BC-MER-032-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-033-2025-09,EVID-BC-MER-033-2025-09,monthly_value_observation,VAL-BC-MER-033-2025-09,monthly_metric_extract,BC-MER-033 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,178,AI Portfolio and Business Case Tracker,VAL-BC-MER-033-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-033-2026-03,EVID-BC-MER-033-2026-03,monthly_value_observation,VAL-BC-MER-033-2026-03,monthly_metric_extract,BC-MER-033 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,179,AI Portfolio and Business Case Tracker,VAL-BC-MER-033-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-034-2025-09,EVID-BC-MER-034-2025-09,monthly_value_observation,VAL-BC-MER-034-2025-09,monthly_metric_extract,BC-MER-034 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,180,AI Portfolio and Business Case Tracker,VAL-BC-MER-034-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-034-2026-03,EVID-BC-MER-034-2026-03,monthly_value_observation,VAL-BC-MER-034-2026-03,monthly_metric_extract,BC-MER-034 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,181,AI Portfolio and Business Case Tracker,VAL-BC-MER-034-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-035-2025-09,EVID-BC-MER-035-2025-09,monthly_value_observation,VAL-BC-MER-035-2025-09,monthly_metric_extract,BC-MER-035 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,182,AI Portfolio and Business Case Tracker,VAL-BC-MER-035-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-035-2026-03,EVID-BC-MER-035-2026-03,monthly_value_observation,VAL-BC-MER-035-2026-03,monthly_metric_extract,BC-MER-035 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,183,AI Portfolio and Business Case Tracker,VAL-BC-MER-035-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-036-2025-09,EVID-BC-MER-036-2025-09,monthly_value_observation,VAL-BC-MER-036-2025-09,monthly_metric_extract,BC-MER-036 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,184,AI Portfolio and Business Case Tracker,VAL-BC-MER-036-2025-09,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-036-2026-03,EVID-BC-MER-036-2026-03,monthly_value_observation,VAL-BC-MER-036-2026-03,monthly_metric_extract,BC-MER-036 2026-03 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,185,AI Portfolio and Business Case Tracker,VAL-BC-MER-036-2026-03,2026-08-24
meridian-health,EVIDENCE:EVID-BC-MER-037-2025-09,EVID-BC-MER-037-2025-09,monthly_value_observation,VAL-BC-MER-037-2025-09,monthly_metric_extract,BC-MER-037 2025-09 value tracking,AI Portfolio Operations Lead,current,medium,26_evidence_register.csv,186,AI Portfolio and Business Case Tracker,VAL-BC-MER-037-2025-09,2026-08-24
