tenant_key,canonical_project_id,project_id,project_name,domain_key,domain_name,project_classification,is_ai_related,approved_budget_usd,projected_annual_value_low_usd,lifecycle_stage,committee_decision,sponsor_role,finance_partner_role,technology_owner_role,actual_spend_ytd_usd,forecast_spend_usd,start_date,target_go_live_date,realization_start_month,source_file,source_row,source_system,source_record_id,as_of_date
meridian-health,PROJECT:PRJ-MER-075,PRJ-MER-075,Cybersecurity & Risk finance planning integration wave 3,security,Cybersecurity & Risk,mandatory_compliance,false,4507028,0,scale,continue,CISO,IT Finance Business Partner,CISO,1487319,4507028,2026-06-01,2027-10-28,,21_it_project_portfolio.csv,76,PMO / IT portfolio tracker,PRJ-MER-075,2026-08-24
meridian-health,PROJECT:PRJ-MER-076,PRJ-MER-076,Enterprise Architecture care management workflow upgrade wave 4,architecture,Enterprise Architecture,ordinary_it_project,false,3154920,0,intake,continue,Chief Architect,IT Finance Business Partner,Chief Architect,1261968,2839428,2026-07-01,2027-01-28,,21_it_project_portfolio.csv,77,PMO / IT portfolio tracker,PRJ-MER-076,2026-08-24
meridian-health,PROJECT:PRJ-MER-077,PRJ-MER-077,Corporate IT claims intake modernization wave 4,corporate_it,Corporate IT,clinical_epic,false,4732380,0,business_case,continue,VP Corporate IT,IT Finance Business Partner,VP Corporate IT,2224219,4377452,2026-08-01,2027-02-28,,21_it_project_portfolio.csv,78,PMO / IT portfolio tracker,PRJ-MER-077,2026-08-24
meridian-health,PROJECT:PRJ-MER-078,PRJ-MER-078,Clinical / Epic population health data mart wave 4,clinical_epic,Clinical / Epic,infrastructure,false,3380271,0,funded,continue,Chief Medical Information Officer,IT Finance Business Partner,Chief Medical Information Officer,1825346,3211257,2026-09-01,2027-03-28,,21_it_project_portfolio.csv,79,PMO / IT portfolio tracker,PRJ-MER-078,2026-08-24
meridian-health,PROJECT:PRJ-MER-079,PRJ-MER-079,Infrastructure & Cloud interoperability interface refresh wave 4,infrastructure,Infrastructure & Cloud,security,false,4957731,0,build,continue,CTO,IT Finance Business Partner,CTO,594928,4833788,2026-01-01,2027-04-28,,21_it_project_portfolio.csv,80,PMO / IT portfolio tracker,PRJ-MER-079,2026-08-24
meridian-health,PROJECT:PRJ-MER-080,PRJ-MER-080,Enterprise Applications clinical device integration wave 4,apps,Enterprise Applications,mandatory_compliance,false,3605622,0,pilot,defer,VP Enterprise Applications,IT Finance Business Partner,VP Enterprise Applications,685068,3605622,2026-02-01,2027-05-28,,21_it_project_portfolio.csv,81,PMO / IT portfolio tracker,PRJ-MER-080,2026-08-24
meridian-health,PROJECT:PRJ-MER-081,PRJ-MER-081,Data & AI member mobile servicing wave 4,data_ai,Data & AI,ordinary_it_project,false,2253514,0,scale,continue,Chief Data and AI Officer,IT Finance Business Partner,Chief Data and AI Officer,585914,2028163,2026-03-01,2027-06-28,,21_it_project_portfolio.csv,82,PMO / IT portfolio tracker,PRJ-MER-081,2026-08-24
meridian-health,PROJECT:PRJ-MER-082,PRJ-MER-082,Digital & Member Experience provider portal remediation wave 4,digital,Digital & Member Experience,clinical_epic,false,3830974,0,intake,continue,Chief Digital Officer,IT Finance Business Partner,Chief Digital Officer,1264221,3543651,2026-04-01,2027-07-28,,21_it_project_portfolio.csv,83,PMO / IT portfolio tracker,PRJ-MER-082,2026-08-24
meridian-health,PROJECT:PRJ-MER-083,PRJ-MER-083,Cybersecurity & Risk pharmacy benefit rules cleanup wave 4,security,Cybersecurity & Risk,infrastructure,false,2478865,0,business_case,continue,CISO,IT Finance Business Partner,CISO,991546,2354922,2026-05-01,2027-08-28,,21_it_project_portfolio.csv,84,PMO / IT portfolio tracker,PRJ-MER-083,2026-08-24
meridian-health,PROJECT:PRJ-MER-084,PRJ-MER-084,Enterprise Architecture quality measure reporting upgrade wave 4,architecture,Enterprise Architecture,security,false,4056325,0,funded,continue,Chief Architect,IT Finance Business Partner,Chief Architect,1906473,3954917,2026-06-01,2027-09-28,,21_it_project_portfolio.csv,85,PMO / IT portfolio tracker,PRJ-MER-084,2026-08-24
meridian-health,PROJECT:PRJ-MER-085,PRJ-MER-085,Corporate IT enterprise observability rollout wave 4,corporate_it,Corporate IT,mandatory_compliance,false,2704217,0,build,continue,VP Corporate IT,IT Finance Business Partner,VP Corporate IT,1460277,2704217,2026-07-01,2027-10-28,,21_it_project_portfolio.csv,86,PMO / IT portfolio tracker,PRJ-MER-085,2026-08-24
meridian-health,PROJECT:PRJ-MER-086,PRJ-MER-086,Clinical / Epic data warehouse cost optimization wave 4,clinical_epic,Clinical / Epic,ordinary_it_project,false,4281677,0,pilot,continue,Chief Medical Information Officer,IT Finance Business Partner,Chief Medical Information Officer,513801,3853509,2026-08-01,2027-01-28,,21_it_project_portfolio.csv,87,PMO / IT portfolio tracker,PRJ-MER-086,2026-08-24
meridian-health,PROJECT:PRJ-MER-087,PRJ-MER-087,Infrastructure & Cloud contact center routing cleanup wave 4,infrastructure,Infrastructure & Cloud,clinical_epic,false,2929568,0,scale,continue,CTO,IT Finance Business Partner,CTO,556618,2709850,2026-09-01,2027-02-28,,21_it_project_portfolio.csv,88,PMO / IT portfolio tracker,PRJ-MER-087,2026-08-24
meridian-health,PROJECT:PRJ-MER-088,PRJ-MER-088,Enterprise Applications scheduling template optimization wave 4,apps,Enterprise Applications,infrastructure,false,4507028,0,intake,defer,VP Enterprise Applications,IT Finance Business Partner,VP Enterprise Applications,1171827,4281677,2026-01-01,2027-03-28,,21_it_project_portfolio.csv,89,PMO / IT portfolio tracker,PRJ-MER-088,2026-08-24
meridian-health,PROJECT:PRJ-MER-089,PRJ-MER-089,Data & AI desktop virtualization refresh wave 4,data_ai,Data & AI,security,false,3154920,0,business_case,continue,Chief Data and AI Officer,IT Finance Business Partner,Chief Data and AI Officer,1041124,3076047,2026-02-01,2027-04-28,,21_it_project_portfolio.csv,90,PMO / IT portfolio tracker,PRJ-MER-089,2026-08-24
meridian-health,PROJECT:PRJ-MER-090,PRJ-MER-090,Digital & Member Experience backup and recovery modernization wave 4,digital,Digital & Member Experience,mandatory_compliance,false,4732380,0,funded,continue,Chief Digital Officer,IT Finance Business Partner,Chief Digital Officer,1892952,4732380,2026-03-01,2027-05-28,,21_it_project_portfolio.csv,91,PMO / IT portfolio tracker,PRJ-MER-090,2026-08-24
meridian-health,PROJECT:PRJ-MER-091,PRJ-MER-091,Cybersecurity & Risk API gateway hardening wave 4,security,Cybersecurity & Risk,ordinary_it_project,false,3380271,0,build,continue,CISO,IT Finance Business Partner,CISO,1588727,3042244,2026-04-01,2027-06-28,,21_it_project_portfolio.csv,92,PMO / IT portfolio tracker,PRJ-MER-091,2026-08-24
meridian-health,PROJECT:PRJ-MER-092,PRJ-MER-092,Enterprise Architecture Epic reporting workbench cleanup wave 4,architecture,Enterprise Architecture,clinical_epic,false,4957731,0,pilot,continue,Chief Architect,IT Finance Business Partner,Chief Architect,2677175,4585901,2026-05-01,2027-07-28,,21_it_project_portfolio.csv,93,PMO / IT portfolio tracker,PRJ-MER-092,2026-08-24
meridian-health,PROJECT:PRJ-MER-093,PRJ-MER-093,Corporate IT denials workflow redesign wave 4,corporate_it,Corporate IT,infrastructure,false,3605622,0,scale,continue,VP Corporate IT,IT Finance Business Partner,VP Corporate IT,432675,3425341,2026-06-01,2027-08-28,,21_it_project_portfolio.csv,94,PMO / IT portfolio tracker,PRJ-MER-093,2026-08-24
meridian-health,PROJECT:PRJ-MER-094,PRJ-MER-094,Clinical / Epic HR case management upgrade wave 4,clinical_epic,Clinical / Epic,security,false,2253514,0,intake,continue,Chief Medical Information Officer,IT Finance Business Partner,Chief Medical Information Officer,428168,2197176,2026-07-01,2027-09-28,,21_it_project_portfolio.csv,95,PMO / IT portfolio tracker,PRJ-MER-094,2026-08-24
meridian-health,PROJECT:PRJ-MER-095,PRJ-MER-095,Infrastructure & Cloud finance planning integration wave 4,infrastructure,Infrastructure & Cloud,mandatory_compliance,false,3830974,0,business_case,continue,CTO,IT Finance Business Partner,CTO,996053,3830974,2026-08-01,2027-10-28,,21_it_project_portfolio.csv,96,PMO / IT portfolio tracker,PRJ-MER-095,2026-08-24
meridian-health,PROJECT:PRJ-MER-096,PRJ-MER-096,Enterprise Applications care management workflow upgrade wave 5,apps,Enterprise Applications,ordinary_it_project,false,2478865,0,funded,defer,VP Enterprise Applications,IT Finance Business Partner,VP Enterprise Applications,818025,2230979,2026-09-01,2027-01-28,,21_it_project_portfolio.csv,97,PMO / IT portfolio tracker,PRJ-MER-096,2026-08-24
meridian-health,PROJECT:PRJ-MER-097,PRJ-MER-097,Data & AI claims intake modernization wave 5,data_ai,Data & AI,clinical_epic,false,4056325,0,build,continue,Chief Data and AI Officer,IT Finance Business Partner,Chief Data and AI Officer,1622530,3752101,2026-01-01,2027-02-28,,21_it_project_portfolio.csv,98,PMO / IT portfolio tracker,PRJ-MER-097,2026-08-24
meridian-health,PROJECT:PRJ-MER-098,PRJ-MER-098,Digital & Member Experience population health data mart wave 5,digital,Digital & Member Experience,infrastructure,false,2704217,0,pilot,continue,Chief Digital Officer,IT Finance Business Partner,Chief Digital Officer,1270982,2569006,2026-02-01,2027-03-28,,21_it_project_portfolio.csv,99,PMO / IT portfolio tracker,PRJ-MER-098,2026-08-24
meridian-health,PROJECT:PRJ-MER-099,PRJ-MER-099,Cybersecurity & Risk interoperability interface refresh wave 5,security,Cybersecurity & Risk,security,false,4281677,0,scale,continue,CISO,IT Finance Business Partner,CISO,2312106,4174635,2026-03-01,2027-04-28,,21_it_project_portfolio.csv,100,PMO / IT portfolio tracker,PRJ-MER-099,2026-08-24
meridian-health,PROJECT:PRJ-MER-100,PRJ-MER-100,Enterprise Architecture clinical device integration wave 5,architecture,Enterprise Architecture,mandatory_compliance,false,2929568,0,intake,continue,Chief Architect,IT Finance Business Partner,Chief Architect,351548,2929568,2026-04-01,2027-05-28,,21_it_project_portfolio.csv,101,PMO / IT portfolio tracker,PRJ-MER-100,2026-08-24
meridian-health,PROJECT:PRJ-MER-101,PRJ-MER-101,Corporate IT member mobile servicing wave 5,corporate_it,Corporate IT,ordinary_it_project,false,4507028,0,business_case,continue,VP Corporate IT,IT Finance Business Partner,VP Corporate IT,856335,4056325,2026-05-01,2027-06-28,,21_it_project_portfolio.csv,102,PMO / IT portfolio tracker,PRJ-MER-101,2026-08-24
meridian-health,PROJECT:PRJ-MER-102,PRJ-MER-102,Clinical / Epic provider portal remediation wave 5,clinical_epic,Clinical / Epic,clinical_epic,false,3154920,0,funded,continue,Chief Medical Information Officer,IT Finance Business Partner,Chief Medical Information Officer,820279,2918301,2026-06-01,2027-07-28,,21_it_project_portfolio.csv,103,PMO / IT portfolio tracker,PRJ-MER-102,2026-08-24
meridian-health,PROJECT:PRJ-MER-103,PRJ-MER-103,Infrastructure & Cloud pharmacy benefit rules cleanup wave 5,infrastructure,Infrastructure & Cloud,infrastructure,false,4732380,0,build,continue,CTO,IT Finance Business Partner,CTO,1561685,4495761,2026-07-01,2027-08-28,,21_it_project_portfolio.csv,104,PMO / IT portfolio tracker,PRJ-MER-103,2026-08-24
meridian-health,PROJECT:PRJ-MER-104,PRJ-MER-104,Enterprise Applications quality measure reporting upgrade wave 5,apps,Enterprise Applications,security,false,3380271,0,pilot,defer,VP Enterprise Applications,IT Finance Business Partner,VP Enterprise Applications,1352108,3295764,2026-08-01,2027-09-28,,21_it_project_portfolio.csv,105,PMO / IT portfolio tracker,PRJ-MER-104,2026-08-24
meridian-health,PROJECT:PRJ-MER-105,PRJ-MER-105,Data & AI enterprise observability rollout wave 5,data_ai,Data & AI,mandatory_compliance,false,4957731,0,scale,continue,Chief Data and AI Officer,IT Finance Business Partner,Chief Data and AI Officer,2330134,4957731,2026-09-01,2027-10-28,,21_it_project_portfolio.csv,106,PMO / IT portfolio tracker,PRJ-MER-105,2026-08-24
meridian-health,PROJECT:PRJ-MER-106,PRJ-MER-106,Digital & Member Experience data warehouse cost optimization wave 5,digital,Digital & Member Experience,ordinary_it_project,false,3605622,0,intake,continue,Chief Digital Officer,IT Finance Business Partner,Chief Digital Officer,1947036,3245060,2026-01-01,2027-01-28,,21_it_project_portfolio.csv,107,PMO / IT portfolio tracker,PRJ-MER-106,2026-08-24
meridian-health,PROJECT:PRJ-MER-107,PRJ-MER-107,Cybersecurity & Risk contact center routing cleanup wave 5,security,Cybersecurity & Risk,clinical_epic,false,2253514,0,business_case,continue,CISO,IT Finance Business Partner,CISO,270422,2084500,2026-02-01,2027-02-28,,21_it_project_portfolio.csv,108,PMO / IT portfolio tracker,PRJ-MER-107,2026-08-24
meridian-health,PROJECT:PRJ-MER-108,PRJ-MER-108,Enterprise Architecture scheduling template optimization wave 5,architecture,Enterprise Architecture,infrastructure,false,3830974,0,funded,continue,Chief Architect,IT Finance Business Partner,Chief Architect,727885,3639425,2026-03-01,2027-03-28,,21_it_project_portfolio.csv,109,PMO / IT portfolio tracker,PRJ-MER-108,2026-08-24
meridian-health,PROJECT:PRJ-MER-109,PRJ-MER-109,Corporate IT desktop virtualization refresh wave 5,corporate_it,Corporate IT,security,false,2478865,0,build,continue,VP Corporate IT,IT Finance Business Partner,VP Corporate IT,644505,2416893,2026-04-01,2027-04-28,,21_it_project_portfolio.csv,110,PMO / IT portfolio tracker,PRJ-MER-109,2026-08-24
meridian-health,PROJECT:PRJ-MER-110,PRJ-MER-110,Clinical / Epic backup and recovery modernization wave 5,clinical_epic,Clinical / Epic,mandatory_compliance,false,4056325,0,pilot,continue,Chief Medical Information Officer,IT Finance Business Partner,Chief Medical Information Officer,1338587,4056325,2026-05-01,2027-05-28,,21_it_project_portfolio.csv,111,PMO / IT portfolio tracker,PRJ-MER-110,2026-08-24
meridian-health,PROJECT:PRJ-MER-111,PRJ-MER-111,Infrastructure & Cloud API gateway hardening wave 5,infrastructure,Infrastructure & Cloud,ordinary_it_project,false,2704217,0,scale,continue,CTO,IT Finance Business Partner,CTO,1081687,2433795,2026-06-01,2027-06-28,,21_it_project_portfolio.csv,112,PMO / IT portfolio tracker,PRJ-MER-111,2026-08-24
meridian-health,PROJECT:PRJ-MER-112,PRJ-MER-112,Enterprise Applications Epic reporting workbench cleanup wave 5,apps,Enterprise Applications,clinical_epic,false,4281677,0,intake,defer,VP Enterprise Applications,IT Finance Business Partner,VP Enterprise Applications,2012388,3960551,2026-07-01,2027-07-28,,21_it_project_portfolio.csv,113,PMO / IT portfolio tracker,PRJ-MER-112,2026-08-24
meridian-health,PROJECT:PRJ-MER-113,PRJ-MER-113,Data & AI denials workflow redesign wave 5,data_ai,Data & AI,infrastructure,false,2929568,0,business_case,continue,Chief Data and AI Officer,IT Finance Business Partner,Chief Data and AI Officer,1581967,2783090,2026-08-01,2027-08-28,,21_it_project_portfolio.csv,114,PMO / IT portfolio tracker,PRJ-MER-113,2026-08-24
meridian-health,PROJECT:PRJ-MER-114,PRJ-MER-114,Digital & Member Experience HR case management upgrade wave 5,digital,Digital & Member Experience,security,false,4507028,0,funded,continue,Chief Digital Officer,IT Finance Business Partner,Chief Digital Officer,540843,4394352,2026-09-01,2027-09-28,,21_it_project_portfolio.csv,115,PMO / IT portfolio tracker,PRJ-MER-114,2026-08-24
meridian-health,PROJECT:PRJ-MER-115,PRJ-MER-115,Cybersecurity & Risk finance planning integration wave 5,security,Cybersecurity & Risk,mandatory_compliance,false,3154920,0,build,continue,CISO,IT Finance Business Partner,CISO,599435,3154920,2026-01-01,2027-10-28,,21_it_project_portfolio.csv,116,PMO / IT portfolio tracker,PRJ-MER-115,2026-08-24
meridian-health,PROJECT:PRJ-MER-116,PRJ-MER-116,Enterprise Architecture care management workflow upgrade wave 6,architecture,Enterprise Architecture,ordinary_it_project,false,4732380,0,pilot,continue,Chief Architect,IT Finance Business Partner,Chief Architect,1230419,4259142,2026-02-01,2027-01-28,,21_it_project_portfolio.csv,117,PMO / IT portfolio tracker,PRJ-MER-116,2026-08-24
meridian-health,PROJECT:PRJ-MER-117,PRJ-MER-117,Corporate IT claims intake modernization wave 6,corporate_it,Corporate IT,clinical_epic,false,3380271,0,scale,continue,VP Corporate IT,IT Finance Business Partner,VP Corporate IT,1115489,3126751,2026-03-01,2027-02-28,,21_it_project_portfolio.csv,118,PMO / IT portfolio tracker,PRJ-MER-117,2026-08-24
meridian-health,PROJECT:PRJ-MER-118,PRJ-MER-118,Clinical / Epic population health data mart wave 6,clinical_epic,Clinical / Epic,infrastructure,false,4957731,0,intake,continue,Chief Medical Information Officer,IT Finance Business Partner,Chief Medical Information Officer,1983092,4709844,2026-04-01,2027-03-28,,21_it_project_portfolio.csv,119,PMO / IT portfolio tracker,PRJ-MER-118,2026-08-24
meridian-health,PROJECT:PRJ-MER-119,PRJ-MER-119,Infrastructure & Cloud interoperability interface refresh wave 6,infrastructure,Infrastructure & Cloud,security,false,3605622,0,business_case,continue,CTO,IT Finance Business Partner,CTO,1694642,3515481,2026-05-01,2027-04-28,,21_it_project_portfolio.csv,120,PMO / IT portfolio tracker,PRJ-MER-119,2026-08-24
meridian-health,PROJECT:PRJ-MER-120,PRJ-MER-120,Enterprise Applications clinical device integration wave 6,apps,Enterprise Applications,mandatory_compliance,false,2253514,0,funded,defer,VP Enterprise Applications,IT Finance Business Partner,VP Enterprise Applications,1216898,2253514,2026-06-01,2027-05-28,,21_it_project_portfolio.csv,121,PMO / IT portfolio tracker,PRJ-MER-120,2026-08-24
meridian-health,PROJECT:PRJ-MER-121,PRJ-MER-121,Data & AI member mobile servicing wave 6,data_ai,Data & AI,ordinary_it_project,false,3830974,0,build,continue,Chief Data and AI Officer,IT Finance Business Partner,Chief Data and AI Officer,459717,3447877,2026-07-01,2027-06-28,,21_it_project_portfolio.csv,122,PMO / IT portfolio tracker,PRJ-MER-121,2026-08-24
meridian-health,PROJECT:PRJ-MER-122,PRJ-MER-122,Digital & Member Experience provider portal remediation wave 6,digital,Digital & Member Experience,clinical_epic,false,2478865,0,pilot,continue,Chief Digital Officer,IT Finance Business Partner,Chief Digital Officer,470984,2292950,2026-08-01,2027-07-28,,21_it_project_portfolio.csv,123,PMO / IT portfolio tracker,PRJ-MER-122,2026-08-24
meridian-health,PROJECT:PRJ-MER-123,PRJ-MER-123,Cybersecurity & Risk pharmacy benefit rules cleanup wave 6,security,Cybersecurity & Risk,infrastructure,false,4056325,0,scale,continue,CISO,IT Finance Business Partner,CISO,1054645,3853509,2026-09-01,2027-08-28,,21_it_project_portfolio.csv,124,PMO / IT portfolio tracker,PRJ-MER-123,2026-08-24
meridian-health,PROJECT:PRJ-MER-124,PRJ-MER-124,Enterprise Architecture quality measure reporting upgrade wave 6,architecture,Enterprise Architecture,security,false,2704217,0,intake,continue,Chief Architect,IT Finance Business Partner,Chief Architect,892392,2636612,2026-01-01,2027-09-28,,21_it_project_portfolio.csv,125,PMO / IT portfolio tracker,PRJ-MER-124,2026-08-24
meridian-health,PROJECT:PRJ-MER-125,PRJ-MER-125,Corporate IT enterprise observability rollout wave 6,corporate_it,Corporate IT,mandatory_compliance,false,4281677,0,business_case,continue,VP Corporate IT,IT Finance Business Partner,VP Corporate IT,1712671,4281677,2026-02-01,2027-10-28,,21_it_project_portfolio.csv,126,PMO / IT portfolio tracker,PRJ-MER-125,2026-08-24
meridian-health,PROJECT:PRJ-MER-126,PRJ-MER-126,Clinical / Epic data warehouse cost optimization wave 6,clinical_epic,Clinical / Epic,ordinary_it_project,false,2929568,0,funded,continue,Chief Medical Information Officer,IT Finance Business Partner,Chief Medical Information Officer,1376897,2636611,2026-03-01,2027-01-28,,21_it_project_portfolio.csv,127,PMO / IT portfolio tracker,PRJ-MER-126,2026-08-24
meridian-health,PROJECT:PRJ-MER-127,PRJ-MER-127,Infrastructure & Cloud contact center routing cleanup wave 6,infrastructure,Infrastructure & Cloud,clinical_epic,false,4507028,0,build,continue,CTO,IT Finance Business Partner,CTO,2433795,4169001,2026-04-01,2027-02-28,,21_it_project_portfolio.csv,128,PMO / IT portfolio tracker,PRJ-MER-127,2026-08-24
meridian-health,PROJECT:PRJ-MER-128,PRJ-MER-128,Enterprise Applications scheduling template optimization wave 6,apps,Enterprise Applications,infrastructure,false,3154920,0,pilot,defer,VP Enterprise Applications,IT Finance Business Partner,VP Enterprise Applications,378590,2997174,2026-05-01,2027-03-28,,21_it_project_portfolio.csv,129,PMO / IT portfolio tracker,PRJ-MER-128,2026-08-24
meridian-health,PROJECT:PRJ-MER-129,PRJ-MER-129,Data & AI desktop virtualization refresh wave 6,data_ai,Data & AI,security,false,4732380,0,scale,continue,Chief Data and AI Officer,IT Finance Business Partner,Chief Data and AI Officer,899152,4614071,2026-06-01,2027-04-28,,21_it_project_portfolio.csv,130,PMO / IT portfolio tracker,PRJ-MER-129,2026-08-24
meridian-health,PROJECT:PRJ-MER-130,PRJ-MER-130,Digital & Member Experience backup and recovery modernization wave 6,digital,Digital & Member Experience,mandatory_compliance,false,3380271,0,intake,continue,Chief Digital Officer,IT Finance Business Partner,Chief Digital Officer,878870,3380271,2026-07-01,2027-05-28,,21_it_project_portfolio.csv,131,PMO / IT portfolio tracker,PRJ-MER-130,2026-08-24
meridian-health,PROJECT:PRJ-MER-131,PRJ-MER-131,Cybersecurity & Risk API gateway hardening wave 6,security,Cybersecurity & Risk,ordinary_it_project,false,4957731,0,business_case,continue,CISO,IT Finance Business Partner,CISO,1636051,4461958,2026-08-01,2027-06-28,,21_it_project_portfolio.csv,132,PMO / IT portfolio tracker,PRJ-MER-131,2026-08-24
meridian-health,PROJECT:PRJ-MER-132,PRJ-MER-132,Enterprise Architecture Epic reporting workbench cleanup wave 6,architecture,Enterprise Architecture,clinical_epic,false,3605622,0,funded,continue,Chief Architect,IT Finance Business Partner,Chief Architect,1442249,3335200,2026-09-01,2027-07-28,,21_it_project_portfolio.csv,133,PMO / IT portfolio tracker,PRJ-MER-132,2026-08-24
meridian-health,PROJECT:PRJ-MER-133,PRJ-MER-133,Corporate IT denials workflow redesign wave 6,corporate_it,Corporate IT,infrastructure,false,2253514,0,build,continue,VP Corporate IT,IT Finance Business Partner,VP Corporate IT,1059152,2140838,2026-01-01,2027-08-28,,21_it_project_portfolio.csv,134,PMO / IT portfolio tracker,PRJ-MER-133,2026-08-24
meridian-health,PROJECT:PRJ-MER-134,PRJ-MER-134,Clinical / Epic HR case management upgrade wave 6,clinical_epic,Clinical / Epic,security,false,3830974,0,pilot,continue,Chief Medical Information Officer,IT Finance Business Partner,Chief Medical Information Officer,2068726,3735200,2026-02-01,2027-09-28,,21_it_project_portfolio.csv,135,PMO / IT portfolio tracker,PRJ-MER-134,2026-08-24
meridian-health,PROJECT:PRJ-MER-135,PRJ-MER-135,Infrastructure & Cloud finance planning integration wave 6,infrastructure,Infrastructure & Cloud,mandatory_compliance,false,2478865,0,scale,continue,CTO,IT Finance Business Partner,CTO,297464,2478865,2026-03-01,2027-10-28,,21_it_project_portfolio.csv,136,PMO / IT portfolio tracker,PRJ-MER-135,2026-08-24
meridian-health,PROJECT:PRJ-MER-136,PRJ-MER-136,Enterprise Applications care management workflow upgrade wave 7,apps,Enterprise Applications,ordinary_it_project,false,4056325,0,intake,defer,VP Enterprise Applications,IT Finance Business Partner,VP Enterprise Applications,770702,3650693,2026-04-01,2027-01-28,,21_it_project_portfolio.csv,137,PMO / IT portfolio tracker,PRJ-MER-136,2026-08-24
meridian-health,PROJECT:PRJ-MER-137,PRJ-MER-137,Data & AI claims intake modernization wave 7,data_ai,Data & AI,clinical_epic,false,2704217,0,business_case,continue,Chief Data and AI Officer,IT Finance Business Partner,Chief Data and AI Officer,703096,2501401,2026-05-01,2027-02-28,,21_it_project_portfolio.csv,138,PMO / IT portfolio tracker,PRJ-MER-137,2026-08-24
meridian-health,PROJECT:PRJ-MER-138,PRJ-MER-138,Digital & Member Experience population health data mart wave 7,digital,Digital & Member Experience,infrastructure,false,4281677,0,funded,continue,Chief Digital Officer,IT Finance Business Partner,Chief Digital Officer,1412953,4067593,2026-06-01,2027-03-28,,21_it_project_portfolio.csv,139,PMO / IT portfolio tracker,PRJ-MER-138,2026-08-24
meridian-health,PROJECT:PRJ-MER-139,PRJ-MER-139,Cybersecurity & Risk interoperability interface refresh wave 7,security,Cybersecurity & Risk,security,false,2929568,0,build,continue,CISO,IT Finance Business Partner,CISO,1171827,2856329,2026-07-01,2027-04-28,,21_it_project_portfolio.csv,140,PMO / IT portfolio tracker,PRJ-MER-139,2026-08-24
meridian-health,PROJECT:PRJ-MER-140,PRJ-MER-140,Enterprise Architecture clinical device integration wave 7,architecture,Enterprise Architecture,mandatory_compliance,false,4507032,0,pilot,continue,Chief Architect,IT Finance Business Partner,Chief Architect,2118305,4507032,2026-08-01,2027-05-28,,21_it_project_portfolio.csv,141,PMO / IT portfolio tracker,PRJ-MER-140,2026-08-24
