artifact_path,row_number,terms,classification,unsafe,recommended_action,evidence
datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,73,AWS; Databricks; lakehouse; medallion,target/future foundation,no,Keep target/foundation caveat visible,meridian-health | Automated close and reporting: reconciliation exceptions |  | General ledger and close reporting |  | current_extract_or_target_lakehouse |  |  | not_loaded | owner_to_confirm_in_workshop | not_loaded | synthetic_demo_manifest_gated |  |  | datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv | 2026-07-09 |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platfor
datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,120,AWS; Databricks; lakehouse,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | Databricks AWS Lakehouse |  | standard_2026_07_v3 |  |  | standard_2026_07_v3 |  | static_snapshot | Data Platform Migration Office |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv | rich-universal-standard-v3 | 190 | MER-INT-0069 | synthetic-demo | 1f72671f839fb43f932a4dfb655ec9ee9f7634d471825dc00ec8672d8d58e0a8
datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,2,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health |  |  |  |  |  |  | critical |  |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims. |  | datasets/tenant"
datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,3,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health |  |  |  |  |  |  | critical |  |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims. |  | datasets/tenant"
datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,4,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health |  |  |  |  |  |  | critical |  |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims. |  | datasets/tenant"
datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,5,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health |  |  |  |  |  |  | high |  |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypotheses into realized ROI or audited clinical/financial claims. |  | datasets/tenant-inp"
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,2,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Epic | not_loaded |  |  |  | not_provided |  |  | not_loaded |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governan"
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,3,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Microsoft | not_loaded |  |  |  | not_provided |  |  | not_loaded |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data gov"
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,4,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Tableau | not_loaded |  |  |  | not_provided |  |  | not_loaded |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data gover"
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,5,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | SAS | not_loaded |  |  |  | not_provided |  |  | not_loaded |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governanc"
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,6,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Outsourced analytics managed services provider | not_loaded |  |  |  | not_provided |  |  | not_loaded |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evi"
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,7,AWS; Amazon; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Amazon Web Services | not_loaded |  |  |  | not_provided |  |  | not_loaded |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No forma"
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,8,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Databricks | not_loaded |  |  |  | not_provided |  |  | not_loaded |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data go"
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,9,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Epic |  |  |  |  |  |  |  |  |  |  | Clinical Platforms |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-07-09 |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model i"
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,10,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Microsoft |  |  |  |  |  |  |  |  |  |  | Technology Platform |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-07-09 |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating m"
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,11,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Tableau |  |  |  |  |  |  |  |  |  |  | BI and Analytics |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-07-09 |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model "
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,12,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | SAS |  |  |  |  |  |  |  |  |  |  | Analytics |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-07-09 |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. "
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,13,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Outsourced analytics managed services provider |  |  |  |  |  |  |  |  |  |  | CDAO |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-07-09 |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data "
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,14,AWS; Amazon; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Amazon Web Services |  |  |  |  |  |  |  |  |  |  | Technology Platform |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-07-09 |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance o"
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,15,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Databricks |  |  |  |  |  |  |  |  |  |  | Data Platform |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-07-09 |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model "
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,17,Databricks,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | Databricks | MER-VEN-002 |  |  |  | 645000 |  |  | 2026-08-06 |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | rich-universal-standard-v3 | 3 | MER-VEN-002 | synthetic-demo | 43613ca9eba8044889895238c9e5c3018d884095c80962c70627ac555217fea7 | retained_from_active_source | none
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,18,AWS,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | AWS | MER-VEN-003 |  |  |  | 690000 |  |  | 2026-09-07 |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | rich-universal-standard-v3 | 4 | MER-VEN-003 | synthetic-demo | 43613ca9eba8044889895238c9e5c3018d884095c80962c70627ac555217fea7 | retained_from_active_source | none
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,51,Databricks,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | Databricks / expansion 2 | MERIDIANHEALTH-VND-0036 |  |  |  | 2175000 |  |  | 2026-08-06 |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | rich-universal-standard-v3 | 37 | MERIDIANHEALTH-VND-0036 | synthetic-demo | 43613ca9eba8044889895238c9e5c3018d884095c80962c70627ac555217fea7 | retained_from_active_source | none
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,52,AWS,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | AWS / expansion 3 | MERIDIANHEALTH-VND-0037 |  |  |  | 2220000 |  |  | 2026-09-07 |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | rich-universal-standard-v3 | 38 | MERIDIANHEALTH-VND-0037 | synthetic-demo | 43613ca9eba8044889895238c9e5c3018d884095c80962c70627ac555217fea7 | retained_from_active_source | none
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,85,Databricks,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | Databricks / expansion 36 | MERIDIANHEALTH-VND-0070 |  |  |  | 3705000 |  |  | 2026-08-06 |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | rich-universal-standard-v3 | 71 | MERIDIANHEALTH-VND-0070 | synthetic-demo | 43613ca9eba8044889895238c9e5c3018d884095c80962c70627ac555217fea7 | retained_from_active_source | none
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,86,AWS,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | AWS / expansion 37 | MERIDIANHEALTH-VND-0071 |  |  |  | 3750000 |  |  | 2026-09-07 |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv | rich-universal-standard-v3 | 72 | MERIDIANHEALTH-VND-0071 | synthetic-demo | 43613ca9eba8044889895238c9e5c3018d884095c80962c70627ac555217fea7 | retained_from_active_source | none
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,2,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,meridian-health | 128 analytics/data resources modeled from user-provided 120+ resource constraint |  |  |  |  |  |  | medium | user_provided_current_state_plus_synthetic_demo_structuring | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platf
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,3,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Roughly 80 percent maintenance / ad hoc support work |  |  |  |  |  |  | medium | user_provided_current_state_plus_synthetic_demo_structuring | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security fo"
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,4,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Roughly 20 percent net-new request work |  |  |  |  |  |  | medium | user_provided_current_state_plus_synthetic_demo_structuring | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evid"
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,5,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Create a governed longitudinal patient/member view only after EMR, claims, pharmacy, identity, medallion, and governance evidence are certified; quantify value after baseline owners sign off. |  |  |  |  |  |  | medium | user_provided_current_state_plus_synthetic_demo_structuring | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is "
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,6,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Enable prior-auth, coding, and UM automation only after governance, semantic ownership, lineage, and control evidence are in place; quantify after workflow baselines and audit requirements are captured. |  |  |  |  |  |  | medium | user_provided_current_state_plus_synthetic_demo_structuring | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks asp"
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,7,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Improve agent assist and next-best-action only after transcript, CRM, claims, intent, and QA-label evidence is governed; quantify after baseline AHT, containment, and first-call-resolution data are loaded. |  |  |  |  |  |  | medium | user_provided_current_state_plus_synthetic_demo_structuring | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks "
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,8,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Support provider performance management after HEDIS/STAR logic, attribution, contract linkage, and quality semantic models are certified; quantify after measure owner signoff. |  |  |  |  |  |  | medium | user_provided_current_state_plus_synthetic_demo_structuring | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that t"
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,9,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Create cost-of-care and margin visibility only after claims, capitation, contract, and GL reconciliation evidence is governed; quantify after finance and actuarial baseline signoff. |  |  |  |  |  |  | medium | user_provided_current_state_plus_synthetic_demo_structuring | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof "
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,10,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Reduce leakage after claims anomaly features, provider resolution, rules lineage, and recovery workflow evidence are governed; quantify after finance validates recoveries. |  |  |  |  |  |  | medium | user_provided_current_state_plus_synthetic_demo_structuring | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the p"
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,11,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Accelerate close and reporting after GL, reconciliation, metric, and dashboard lineage are governed; quantify after close-cycle baseline and control owner signoff. |  |  |  |  |  |  | medium | user_provided_current_state_plus_synthetic_demo_structuring | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform "
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,12,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | analytics_resource_count |  |  |  |  |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not "
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,13,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | maintenance_share |  |  |  |  |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert"
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,14,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | net_new_share |  |  |  |  |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert pla"
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,15,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | value_hypothesis |  |  |  |  |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert "
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,16,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health |  |  |  |  |  |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypothe"
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,17,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health |  |  |  |  |  |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypothe"
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,18,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health |  |  |  |  |  |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypothe"
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,19,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health |  |  |  |  |  |  |  |  |  | datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv | 2026-07-09 | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data governance operating model is loaded. | Do not convert planning hypothe"
datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives.csv,2,AWS; Databricks; lakehouse; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Unified clinical + claims lakehouse | Operations | CDAO / Data Platform owner to confirm | Confirm evidence owner, baseline, gate criteria, and missing artifacts for Unified clinical + claims lakehouse. | candidate_move | candidate_move | P0/P1 evidence framing | baseline_required | Epic Clarity; Epic Caboodle; Claims administration platform; Pharmacy claims platform; Databricks on AWS | No certified medallion architecture; No patient/member identity spine loaded; Claims and ph"
datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives.csv,3,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Governed data foundation for AI / LLM automation | Operations | CDAO / Data Platform owner to confirm | Confirm evidence owner, baseline, gate criteria, and missing artifacts for Governed data foundation for AI / LLM automation. | candidate_move | candidate_move | P0/P1 evidence framing | baseline_required | Epic Clarity; SQL Server reporting marts; SAS analytics estate; Databricks on AWS | No formal data governance; No certified semantic layer; No AI audit trail evidence; Data"
datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives.csv,4,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Call center optimization | Operations | CDAO / Data Platform owner to confirm | Confirm evidence owner, baseline, gate criteria, and missing artifacts for Call center optimization. | candidate_move | candidate_move | P0/P1 evidence framing | baseline_required | Contact center transcript and telephony platform; CRM / member case management; Claims administration platform; Power BI reporting estate | Transcript governance not loaded; Real-time integration not proven; Intent taxon"
datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives.csv,5,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Provider quality and performance | Clinical | CDAO / Data Platform owner to confirm | Confirm evidence owner, baseline, gate criteria, and missing artifacts for Provider quality and performance. | candidate_move | candidate_move | P0/P1 evidence framing | baseline_required | Epic Caboodle; Epic Clarity; Tableau reporting estate; Power BI reporting estate; Provider contract repository | Measure logic fragmented across BI tools; Attribution ownership not proven; Provider contract"
datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives.csv,6,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | End-to-end cost transparency | Finance | CDAO / Data Platform owner to confirm | Confirm evidence owner, baseline, gate criteria, and missing artifacts for End-to-end cost transparency. | candidate_move | candidate_move | P0/P1 evidence framing | baseline_required | Claims administration platform; Provider contract repository; General ledger and close reporting; SQL Server reporting marts | Provider contract terms not digitized in governed form; Claims and GL calendar alignment"
datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives.csv,7,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Payment integrity and leakage reduction | Finance | CDAO / Data Platform owner to confirm | Confirm evidence owner, baseline, gate criteria, and missing artifacts for Payment integrity and leakage reduction. | candidate_move | candidate_move | P0/P1 evidence framing | baseline_required | Claims administration platform; SAS analytics estate; SQL Server reporting marts; Provider contract repository | Rules and model lineage not governed; Provider entity resolution not proven; Inv"
datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives.csv,8,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Automated close and reporting | Finance | CDAO / Data Platform owner to confirm | Confirm evidence owner, baseline, gate criteria, and missing artifacts for Automated close and reporting. | candidate_move | candidate_move | P0/P1 evidence framing | baseline_required | General ledger and close reporting; Power BI reporting estate; Tableau reporting estate; SQL Server reporting marts | Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow "
datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives.csv,9,AWS; Databricks; lakehouse,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Databricks AWS clinical + claims lakehouse foundation | Chief Data Officer | Chief Data Officer |  |  | On track | mobilize |  | Epic EHR readiness; data owner signoff; change adoption | Value claim requires adoption, control evidence, and accountable operating owner | 58000000 | 93000000 | datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives"
