artifact_path,artifact_type,standard_name,tenant_key,layer_or_usage,active_candidate_generated_or_legacy,loader_visible,module_visible,contains_legacy_name,contains_aws_or_databricks,recommended_action,evidence
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/11_risks_controls.csv,csv,standard-2026-07-v3,meridian-health,generated v3 pack,generated-only,candidate-only,candidate-only,no,yes,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/14_metrics_outcomes.csv,csv,standard-2026-07-v3,meridian-health,generated v3 pack,generated-only,candidate-only,candidate-only,no,yes,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/questionnaire_responses.csv,csv,standard-2026-07-v3,meridian-health,generated v3 pack,generated-only,candidate-only,candidate-only,no,yes,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/questionnaire-responses/questionnaire_responses.json,json,standard-2026-07-v3,meridian-health,generated v3 pack,generated-only,candidate-only,candidate-only,no,yes,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/relationship_summary.csv,csv,standard-2026-07-v3,meridian-health,generated v3 pack,generated-only,candidate-only,candidate-only,no,yes,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/relationship-graph/edges.csv,csv,standard-2026-07-v3,meridian-health,generated v3 pack,generated-only,candidate-only,candidate-only,no,yes,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/relationship-graph/edges.json,json,standard-2026-07-v3,meridian-health,generated v3 pack,generated-only,candidate-only,candidate-only,no,yes,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/relationship-graph/nodes.csv,csv,standard-2026-07-v3,meridian-health,generated v3 pack,generated-only,candidate-only,candidate-only,no,yes,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/relationship-graph/nodes.json,json,standard-2026-07-v3,meridian-health,generated v3 pack,generated-only,candidate-only,candidate-only,no,yes,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/source-adapters/SA01_ServiceNow_CMDB_Extract_Template.xlsx,xlsx,standard-2026-07-v3,meridian-health,source-adapter,generated-only,candidate-only,candidate-only,no,no,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/source-adapters/SA02_IT_Finance_Budget_Spend_Extract_Template.xlsx,xlsx,standard-2026-07-v3,meridian-health,source-adapter,generated-only,candidate-only,candidate-only,no,no,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/source-adapters/SA03_Vendor_Contracts_Extract_Template.xlsx,xlsx,standard-2026-07-v3,meridian-health,source-adapter,generated-only,candidate-only,candidate-only,no,no,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/source-adapters/SA04_Program_Portfolio_Extract_Template.xlsx,xlsx,standard-2026-07-v3,meridian-health,source-adapter,generated-only,candidate-only,candidate-only,no,no,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/source-adapters/SA05_Cloud_Inventory_Extract_Template.xlsx,xlsx,standard-2026-07-v3,meridian-health,source-adapter,generated-only,candidate-only,candidate-only,no,no,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/source-adapters/SA06_Incident_Problem_Change_Extract_Template.xlsx,xlsx,standard-2026-07-v3,meridian-health,source-adapter,generated-only,candidate-only,candidate-only,no,no,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/tenant_depth_qa_report.json,json,standard-2026-07-v3,meridian-health,generated v3 pack,generated-only,candidate-only,candidate-only,no,yes,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/tenant_depth_qa_report.md,markdown,standard-2026-07-v3,meridian-health,generated v3 pack,generated-only,candidate-only,candidate-only,no,no,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/generated/meridian-health/standard-2026-07-v3/tenant_generation_manifest.json,json,standard-2026-07-v3,meridian-health,generated v3 pack,generated-only,candidate-only,candidate-only,no,no,Keep as generated proof/candidate; do not promote without approval,generated v3 no forbidden legacy term
datasets/tenant-inputs/README.md,markdown,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/00_enterprise_profile.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/00_enterprise_profile.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/01_business_functions.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/01_business_functions.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/02_org_ownership.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/02_org_ownership.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/03_workforce_roles.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/03_workforce_roles.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/04_applications_systems.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/04_applications_systems.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/05_data_assets_integrations.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/05_data_assets_integrations.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/06_infrastructure_platforms.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/06_infrastructure_platforms.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/07_vendors_contracts.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/07_vendors_contracts.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/08_it_budget_spend_value.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/08_spend_value.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/09_programs_initiatives.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/09_programs_initiatives.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/10_ai_automation_use_cases.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/10_ai_automation_use_cases.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/11_risks_controls.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/11_risks_controls.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/12_relationships.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/12_relationships.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/13_evidence_sources.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,yes,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/13_evidence_sources.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,yes,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/14_metrics_outcomes.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/14_metrics_outcomes.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/15_industry_context_patterns.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/15_industry_context_patterns.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/16_expert_lenses.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/16_expert_lenses.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/17_managed_services_scope.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/17_service_scope_managed_services.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/18_operational_process_evidence.csv,csv,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/18_operational_process_evidence.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/AbarVa_Template_Pack_Index_v3.xlsx,xlsx,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/manifest.json,json,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/quality-depth-rules.json,json,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/README.md,markdown,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/SA01_ServiceNow_CMDB_Extract_Template.xlsx,xlsx,standard-2026-07-v3,,source-adapter,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/SA02_IT_Finance_Budget_Spend_Extract_Template.xlsx,xlsx,standard-2026-07-v3,,source-adapter,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/SA03_Vendor_Contracts_Extract_Template.xlsx,xlsx,standard-2026-07-v3,,source-adapter,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/SA04_Program_Portfolio_Extract_Template.xlsx,xlsx,standard-2026-07-v3,,source-adapter,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/SA05_Cloud_Inventory_Extract_Template.xlsx,xlsx,standard-2026-07-v3,,source-adapter,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/SA06_Incident_Problem_Change_Extract_Template.xlsx,xlsx,standard-2026-07-v3,,source-adapter,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,json,standard-2026-07-v3,,universal template,approved v3 template with instructions,no,no,no,no,No action,template v3 no forbidden legacy term
datasets/tenant-inputs/tenant-input-registry.json,json,,meridian-health,code/path reference,legacy / must not load,no,no,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V4
reports/2026-05-30-atlas-iac-e2e-post-fix/index.html,html,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/2026-05-30-atlas-iac-e2e-post-fix/issues.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/2026-05-30-atlas-iac-e2e-post-fix/raw.json,json,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/2026-05-31-atlas-iac-e2e-post-wire/index.html,html,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/2026-05-31-atlas-iac-e2e-post-wire/issues.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/2026-05-31-atlas-iac-e2e-post-wire/raw.json,json,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/2026-05-31-atlas-prod-comprehensive-surface/index.html,html,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/2026-05-31-atlas-prod-comprehensive-surface/raw.json,json,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/2026-06-05-agent-a-source-kyriba-qa/AGENT_A_SOURCE_KYRIBA_QA_SUMMARY.md,markdown,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/2026-06-05-agent-a-source-kyriba-qa/lakeshore-app-demo-readiness-2026-06-05T18-40-36-624Z-a879c5bc4/checks.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/2026-06-05-agent-response-capture/index.html,html,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/2026-06-05-lakeshore-agent-b-moves-evidence/lakeshore-app-demo-readiness-2026-06-05T18-42-07-086Z-a879c5bc4/checks.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/2026-06-05-lakeshore-auth-persona-proof/README.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/2026-06-05-lakeshore-live-intelligence-proof/lakeshore-live-intelligence-proof-2026-06-05T16-26-03-013Z-ec02c1041/LIVE-ASK-011.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/2026-06-05-lakeshore-live-intelligence-proof/lakeshore-live-intelligence-proof-2026-06-05T16-56-39-672Z-05d640648/LIVE-ASK-011.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/2026-06-05-lakeshore-live-intelligence-proof/lakeshore-live-intelligence-proof-2026-06-05T16-56-39-672Z-05d640648/report.html,html,,meridian-health,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/2026-06-05-lakeshore-live-intelligence-proof/lakeshore-live-intelligence-proof-2026-06-05T17-41-59-106Z-302458658/LIVE-ASK-011.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/2026-06-05-lakeshore-live-intelligence-proof/lakeshore-live-intelligence-proof-2026-06-05T18-18-50-163Z-ea0e04f27/LIVE-ASK-011.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/2026-06-05-meridian-phs-agent-response-capture/index.html,html,,meridian-health,report/proof,historical doc only,no,no,no,yes,No action,no forbidden legacy term
reports/2026-06-05-meridian-phs-agent-response-capture/summary.json,json,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/2026-06-05-meridian-phs-crawl/index.html,html,,meridian-health,report/proof,legacy / must not load,no,no,yes,yes,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V4
reports/2026-06-05-skyharbor-reset-load/03-delete-log.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/2026-06-05-skyharbor-reset-load/07-post-load-verification.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/abarva-data-intelligence-redesign-latest.json,json,,meridian-health,report/proof,legacy / must not load,no,yes,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V4
reports/abarva-data-intelligence-redesign-summary.md,markdown,,meridian-health,report/proof,legacy / must not load,no,yes,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V4
reports/abarva-enterprise-data-architecture-latest.html,html,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/abarva-enterprise-data-architecture-latest.json,json,,meridian-health,report/proof,legacy / must not load,no,no,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V4
reports/abarva-enterprise-data-architecture-summary.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/active-tenant-access/all-tenants/all-tenant-active-module-context-promotion.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/all-tenants/all-tenant-active-module-context-promotion.md,markdown,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/apexretail/active-module-context-promotion.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/apexretail/active-module-context-promotion.md,markdown,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/apexretail/module-context-read-proof.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/firstcapital/active-module-context-promotion.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/firstcapital/active-module-context-promotion.md,markdown,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/firstcapital/module-context-read-proof.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/lakeshore-industries/active-module-context-promotion.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/lakeshore-industries/active-module-context-promotion.md,markdown,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/lakeshore-industries/module-context-read-proof.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/lakeshore/active-module-context-promotion.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/lakeshore/active-module-context-promotion.md,markdown,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/lakeshore/module-context-read-proof.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/meridian/active-module-context-promotion.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/meridian/active-module-context-promotion.md,markdown,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/meridian/active-tenant-access-record.json,json,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/active-tenant-access/meridian/module-context-read-proof.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/skyharbor/active-module-context-promotion.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/skyharbor/active-module-context-promotion.md,markdown,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/active-tenant-access/skyharbor/module-context-read-proof.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/agent-grounding/openai-gpt41-full-final/answers.jsonl,jsonl,,meridian-health,report/proof,historical doc only,no,no,no,yes,No action,no forbidden legacy term
reports/agent-grounding/openai-gpt41-full-final/index.html,html,,meridian-health,report/proof,historical doc only,no,no,no,yes,No action,no forbidden legacy term
reports/agent-grounding/openai-gpt41-full-final/raw.json,json,,meridian-health,report/proof,historical doc only,no,no,no,yes,No action,no forbidden legacy term
reports/all-tenant-candidate-batch/all-tenant-candidate-batch-summary.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/all-tenant-candidate-batch/all-tenant-candidate-batch.html,html,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/all-tenant-candidate-batch/all-tenant-candidate-batch.json,json,,meridian-health,report/proof,legacy / must not load,no,no,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V4
reports/all-tenant-candidate-batch/tenant-remediation-matrix.csv,csv,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/all-tenant-readiness-closure/all-tenant-readiness-closure.csv,csv,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/all-tenant-readiness-closure/all-tenant-readiness-closure.html,html,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/all-tenant-readiness-closure/all-tenant-readiness-closure.json,json,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/all-tenant-readiness-closure/all-tenant-readiness-closure.md,markdown,,meridian-health,report/proof,historical doc only,no,no,no,no,No action,no forbidden legacy term
reports/candidate-module-derived-plans/skyharbor/candidate-module-derived-plan-proof.json,json,,,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/candidate-module-derived-plans/skyharbor/module-derived-plan-stage.json,json,,,report/proof,historical doc only,no,yes,no,yes,No action,no forbidden legacy term
reports/candidate-module-derived-plans/skyharbor/README.md,markdown,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/candidate-module-derived-plans/skyharbor/summary.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/candidate-module-graph-plans/skyharbor/candidate-module-graph-plan-proof.json,json,,,report/proof,legacy / must not load,no,yes,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/candidate-module-graph-plans/skyharbor/module-graph-plan-stage.json,json,,,report/proof,legacy / must not load,no,yes,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/candidate-module-graph-plans/skyharbor/README.md,markdown,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/candidate-module-graph-plans/skyharbor/summary.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/candidate-module-previews/skyharbor/candidate-module-preview-proof.json,json,,,report/proof,legacy / must not load,no,yes,yes,yes,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/candidate-module-previews/skyharbor/home-context-preview.json,json,,,report/proof,legacy / must not load,no,yes,yes,yes,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/candidate-module-previews/skyharbor/intelligence-context-preview.json,json,,,report/proof,legacy / must not load,no,yes,yes,yes,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/candidate-module-previews/skyharbor/preview-summary.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/candidate-module-previews/skyharbor/preview-summary.md,markdown,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/candidate-module-readiness-previews/skyharbor/module-readiness-preview-matrix.csv,csv,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/candidate-module-readiness-previews/skyharbor/module-readiness-preview.json,json,,meridian-health,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/candidate-module-readiness-previews/skyharbor/readiness-summary.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/candidate-module-readiness-previews/skyharbor/readiness-summary.md,markdown,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/candidate-module-workbench-previews/skyharbor/candidate-module-workbench-preview-proof.json,json,,,report/proof,legacy / must not load,no,yes,yes,yes,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/candidate-module-workbench-previews/skyharbor/moves-workbench-preview.json,json,,,report/proof,legacy / must not load,no,yes,yes,yes,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
reports/candidate-module-workbench-previews/skyharbor/preview-summary.json,json,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/candidate-module-workbench-previews/skyharbor/README.md,markdown,,,report/proof,historical doc only,no,yes,no,no,No action,no forbidden legacy term
reports/candidate-module-workbench-previews/skyharbor/source-workbench-preview.json,json,,,report/proof,legacy / must not load,no,yes,yes,yes,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
