person_key,team_id,role_family,employment_type,level,location
ROLE-0385,TEAM-CHECKOUT-DTC,qa,fte,L6,US
ROLE-0386,TEAM-DTC-WEB,security,fte,L2,India
ROLE-0387,TEAM-MOBILE,data,fte,L3,Nearshore
ROLE-0388,TEAM-ML-COMMERCE,ops,fte,L4,Store field
ROLE-0389,TEAM-DEMAND-PLANNING,si_consultant,SI/contractor,L5,US
ROLE-0390,TEAM-DATA-PLATFORM,contractor,SI/contractor,L6,India
ROLE-0391,TEAM-PLATFORM-OBS,engineer,fte,L2,Nearshore
ROLE-0392,TEAM-HRIS,architect,fte,L3,Store field
ROLE-0393,TEAM-MAINFRAME-LEGACY,product,fte,L4,US
ROLE-0394,TEAM-SAP-CORE,scrum_master,fte,L5,India
ROLE-0395,TEAM-ORDER-LEGACY,qa,fte,L6,Nearshore
ROLE-0396,TEAM-STORE-TECH,security,fte,L2,Store field
ROLE-0397,TEAM-COMMERCE,data,fte,L3,US
ROLE-0398,TEAM-ORDER-MODERN,ops,fte,L4,India
ROLE-0399,TEAM-CHECKOUT-DTC,si_consultant,SI/contractor,L5,Nearshore
ROLE-0400,TEAM-DTC-WEB,contractor,SI/contractor,L6,Store field
ROLE-0401,TEAM-MOBILE,engineer,fte,L2,US
ROLE-0402,TEAM-ML-COMMERCE,architect,fte,L3,India
ROLE-0403,TEAM-DEMAND-PLANNING,product,fte,L4,Nearshore
ROLE-0404,TEAM-DATA-PLATFORM,scrum_master,fte,L5,Store field
ROLE-0405,TEAM-PLATFORM-OBS,qa,fte,L6,US
ROLE-0406,TEAM-HRIS,security,fte,L2,India
ROLE-0407,TEAM-MAINFRAME-LEGACY,data,fte,L3,Nearshore
ROLE-0408,TEAM-SAP-CORE,ops,fte,L4,Store field
ROLE-0409,TEAM-ORDER-LEGACY,si_consultant,SI/contractor,L5,US
ROLE-0410,TEAM-STORE-TECH,contractor,SI/contractor,L6,India
ROLE-0411,TEAM-COMMERCE,engineer,fte,L2,Nearshore
ROLE-0412,TEAM-ORDER-MODERN,architect,fte,L3,Store field
ROLE-0413,TEAM-CHECKOUT-DTC,product,fte,L4,US
ROLE-0414,TEAM-DTC-WEB,scrum_master,fte,L5,India
ROLE-0415,TEAM-MOBILE,qa,fte,L6,Nearshore
ROLE-0416,TEAM-ML-COMMERCE,security,fte,L2,Store field
ROLE-0417,TEAM-DEMAND-PLANNING,data,fte,L3,US
ROLE-0418,TEAM-DATA-PLATFORM,ops,fte,L4,India
ROLE-0419,TEAM-PLATFORM-OBS,si_consultant,SI/contractor,L5,Nearshore
ROLE-0420,TEAM-HRIS,contractor,SI/contractor,L6,Store field
ROLE-0421,TEAM-MAINFRAME-LEGACY,engineer,fte,L2,US
ROLE-0422,TEAM-SAP-CORE,architect,fte,L3,India
ROLE-0423,TEAM-ORDER-LEGACY,product,fte,L4,Nearshore
ROLE-0424,TEAM-STORE-TECH,scrum_master,fte,L5,Store field
ROLE-0425,TEAM-COMMERCE,qa,fte,L6,US
ROLE-0426,TEAM-ORDER-MODERN,security,fte,L2,India
ROLE-0427,TEAM-CHECKOUT-DTC,data,fte,L3,Nearshore
ROLE-0428,TEAM-DTC-WEB,ops,fte,L4,Store field
ROLE-0429,TEAM-MOBILE,si_consultant,SI/contractor,L5,US
ROLE-0430,TEAM-ML-COMMERCE,contractor,SI/contractor,L6,India
ROLE-0431,TEAM-DEMAND-PLANNING,engineer,fte,L2,Nearshore
ROLE-0432,TEAM-DATA-PLATFORM,architect,fte,L3,Store field
ROLE-0433,TEAM-PLATFORM-OBS,product,fte,L4,US
ROLE-0434,TEAM-HRIS,scrum_master,fte,L5,India
ROLE-0435,TEAM-MAINFRAME-LEGACY,qa,fte,L6,Nearshore
ROLE-0436,TEAM-SAP-CORE,security,fte,L2,Store field
ROLE-0437,TEAM-ORDER-LEGACY,data,fte,L3,US
ROLE-0438,TEAM-STORE-TECH,ops,fte,L4,India
ROLE-0439,TEAM-COMMERCE,si_consultant,SI/contractor,L5,Nearshore
ROLE-0440,TEAM-ORDER-MODERN,contractor,SI/contractor,L6,Store field
ROLE-0441,TEAM-CHECKOUT-DTC,engineer,fte,L2,US
ROLE-0442,TEAM-DTC-WEB,architect,fte,L3,India
ROLE-0443,TEAM-MOBILE,product,fte,L4,Nearshore
ROLE-0444,TEAM-ML-COMMERCE,scrum_master,fte,L5,Store field
ROLE-0445,TEAM-DEMAND-PLANNING,qa,fte,L6,US
ROLE-0446,TEAM-DATA-PLATFORM,security,fte,L2,India
ROLE-0447,TEAM-PLATFORM-OBS,data,fte,L3,Nearshore
ROLE-0448,TEAM-HRIS,ops,fte,L4,Store field
ROLE-0449,TEAM-MAINFRAME-LEGACY,si_consultant,SI/contractor,L5,US
ROLE-0450,TEAM-SAP-CORE,contractor,SI/contractor,L6,India
ROLE-0451,TEAM-ORDER-LEGACY,engineer,fte,L2,Nearshore
ROLE-0452,TEAM-STORE-TECH,architect,fte,L3,Store field
ROLE-0453,TEAM-COMMERCE,product,fte,L4,US
ROLE-0454,TEAM-ORDER-MODERN,scrum_master,fte,L5,India
ROLE-0455,TEAM-CHECKOUT-DTC,qa,fte,L6,Nearshore
ROLE-0456,TEAM-DTC-WEB,security,fte,L2,Store field
ROLE-0457,TEAM-MOBILE,data,fte,L3,US
ROLE-0458,TEAM-ML-COMMERCE,ops,fte,L4,India
ROLE-0459,TEAM-DEMAND-PLANNING,si_consultant,SI/contractor,L5,Nearshore
ROLE-0460,TEAM-DATA-PLATFORM,contractor,SI/contractor,L6,Store field
ROLE-0461,TEAM-PLATFORM-OBS,engineer,fte,L2,US
ROLE-0462,TEAM-HRIS,architect,fte,L3,India
ROLE-0463,TEAM-MAINFRAME-LEGACY,product,fte,L4,Nearshore
ROLE-0464,TEAM-SAP-CORE,scrum_master,fte,L5,Store field
ROLE-0465,TEAM-ORDER-LEGACY,qa,fte,L6,US
ROLE-0466,TEAM-STORE-TECH,security,fte,L2,India
ROLE-0467,TEAM-COMMERCE,data,fte,L3,Nearshore
ROLE-0468,TEAM-ORDER-MODERN,ops,fte,L4,Store field
ROLE-0469,TEAM-CHECKOUT-DTC,si_consultant,SI/contractor,L5,US
ROLE-0470,TEAM-DTC-WEB,contractor,SI/contractor,L6,India
ROLE-0471,TEAM-MOBILE,engineer,fte,L2,Nearshore
ROLE-0472,TEAM-ML-COMMERCE,architect,fte,L3,Store field
ROLE-0473,TEAM-DEMAND-PLANNING,product,fte,L4,US
ROLE-0474,TEAM-DATA-PLATFORM,scrum_master,fte,L5,India
ROLE-0475,TEAM-PLATFORM-OBS,qa,fte,L6,Nearshore
ROLE-0476,TEAM-HRIS,security,fte,L2,Store field
ROLE-0477,TEAM-MAINFRAME-LEGACY,data,fte,L3,US
ROLE-0478,TEAM-SAP-CORE,ops,fte,L4,India
ROLE-0479,TEAM-ORDER-LEGACY,si_consultant,SI/contractor,L5,Nearshore
ROLE-0480,TEAM-STORE-TECH,contractor,SI/contractor,L6,Store field
ROLE-0481,TEAM-COMMERCE,engineer,fte,L2,US
ROLE-0482,TEAM-ORDER-MODERN,architect,fte,L3,India
ROLE-0483,TEAM-CHECKOUT-DTC,product,fte,L4,Nearshore
ROLE-0484,TEAM-DTC-WEB,scrum_master,fte,L5,Store field
ROLE-0485,TEAM-MOBILE,qa,fte,L6,US
ROLE-0486,TEAM-ML-COMMERCE,security,fte,L2,India
ROLE-0487,TEAM-DEMAND-PLANNING,data,fte,L3,Nearshore
ROLE-0488,TEAM-DATA-PLATFORM,ops,fte,L4,Store field
ROLE-0489,TEAM-PLATFORM-OBS,si_consultant,SI/contractor,L5,US
ROLE-0490,TEAM-HRIS,contractor,SI/contractor,L6,India
ROLE-0491,TEAM-MAINFRAME-LEGACY,engineer,fte,L2,Nearshore
ROLE-0492,TEAM-SAP-CORE,architect,fte,L3,Store field
ROLE-0493,TEAM-ORDER-LEGACY,product,fte,L4,US
ROLE-0494,TEAM-STORE-TECH,scrum_master,fte,L5,India
ROLE-0495,TEAM-COMMERCE,qa,fte,L6,Nearshore
ROLE-0496,TEAM-ORDER-MODERN,security,fte,L2,Store field
ROLE-0497,TEAM-CHECKOUT-DTC,data,fte,L3,US
ROLE-0498,TEAM-DTC-WEB,ops,fte,L4,India
ROLE-0499,TEAM-MOBILE,si_consultant,SI/contractor,L5,Nearshore
ROLE-0500,TEAM-ML-COMMERCE,contractor,SI/contractor,L6,Store field
ROLE-0501,TEAM-DEMAND-PLANNING,engineer,fte,L2,US
ROLE-0502,TEAM-DATA-PLATFORM,architect,fte,L3,India
ROLE-0503,TEAM-PLATFORM-OBS,product,fte,L4,Nearshore
ROLE-0504,TEAM-HRIS,scrum_master,fte,L5,Store field
ROLE-0505,TEAM-MAINFRAME-LEGACY,qa,fte,L6,US
ROLE-0506,TEAM-SAP-CORE,security,fte,L2,India
ROLE-0507,TEAM-ORDER-LEGACY,data,fte,L3,Nearshore
ROLE-0508,TEAM-STORE-TECH,ops,fte,L4,Store field
ROLE-0509,TEAM-COMMERCE,si_consultant,SI/contractor,L5,US
ROLE-0510,TEAM-ORDER-MODERN,contractor,SI/contractor,L6,India
ROLE-0511,TEAM-CHECKOUT-DTC,engineer,fte,L2,Nearshore
ROLE-0512,TEAM-DTC-WEB,architect,fte,L3,Store field
ROLE-0513,TEAM-MOBILE,product,fte,L4,US
ROLE-0514,TEAM-ML-COMMERCE,scrum_master,fte,L5,India
ROLE-0515,TEAM-DEMAND-PLANNING,qa,fte,L6,Nearshore
ROLE-0516,TEAM-DATA-PLATFORM,security,fte,L2,Store field
ROLE-0517,TEAM-PLATFORM-OBS,data,fte,L3,US
ROLE-0518,TEAM-HRIS,ops,fte,L4,India
ROLE-0519,TEAM-MAINFRAME-LEGACY,si_consultant,SI/contractor,L5,Nearshore
ROLE-0520,TEAM-SAP-CORE,contractor,SI/contractor,L6,Store field
ROLE-0521,TEAM-ORDER-LEGACY,engineer,fte,L2,US
ROLE-0522,TEAM-STORE-TECH,architect,fte,L3,India
ROLE-0523,TEAM-COMMERCE,product,fte,L4,Nearshore
ROLE-0524,TEAM-ORDER-MODERN,scrum_master,fte,L5,Store field
ROLE-0525,TEAM-CHECKOUT-DTC,qa,fte,L6,US
ROLE-0526,TEAM-DTC-WEB,security,fte,L2,India
ROLE-0527,TEAM-MOBILE,data,fte,L3,Nearshore
ROLE-0528,TEAM-ML-COMMERCE,ops,fte,L4,Store field
ROLE-0529,TEAM-DEMAND-PLANNING,si_consultant,SI/contractor,L5,US
ROLE-0530,TEAM-DATA-PLATFORM,contractor,SI/contractor,L6,India
ROLE-0531,TEAM-PLATFORM-OBS,engineer,fte,L2,Nearshore
ROLE-0532,TEAM-HRIS,architect,fte,L3,Store field
ROLE-0533,TEAM-MAINFRAME-LEGACY,product,fte,L4,US
ROLE-0534,TEAM-SAP-CORE,scrum_master,fte,L5,India
ROLE-0535,TEAM-ORDER-LEGACY,qa,fte,L6,Nearshore
ROLE-0536,TEAM-STORE-TECH,security,fte,L2,Store field
ROLE-0537,TEAM-COMMERCE,data,fte,L3,US
ROLE-0538,TEAM-ORDER-MODERN,ops,fte,L4,India
ROLE-0539,TEAM-CHECKOUT-DTC,si_consultant,SI/contractor,L5,Nearshore
ROLE-0540,TEAM-DTC-WEB,contractor,SI/contractor,L6,Store field
ROLE-0541,TEAM-MOBILE,engineer,fte,L2,US
ROLE-0542,TEAM-ML-COMMERCE,architect,fte,L3,India
ROLE-0543,TEAM-DEMAND-PLANNING,product,fte,L4,Nearshore
ROLE-0544,TEAM-DATA-PLATFORM,scrum_master,fte,L5,Store field
ROLE-0545,TEAM-PLATFORM-OBS,qa,fte,L6,US
ROLE-0546,TEAM-HRIS,security,fte,L2,India
ROLE-0547,TEAM-MAINFRAME-LEGACY,data,fte,L3,Nearshore
ROLE-0548,TEAM-SAP-CORE,ops,fte,L4,Store field
ROLE-0549,TEAM-ORDER-LEGACY,si_consultant,SI/contractor,L5,US
ROLE-0550,TEAM-STORE-TECH,contractor,SI/contractor,L6,India
ROLE-0551,TEAM-COMMERCE,engineer,fte,L2,Nearshore
ROLE-0552,TEAM-ORDER-MODERN,architect,fte,L3,Store field
ROLE-0553,TEAM-CHECKOUT-DTC,product,fte,L4,US
ROLE-0554,TEAM-DTC-WEB,scrum_master,fte,L5,India
ROLE-0555,TEAM-MOBILE,qa,fte,L6,Nearshore
ROLE-0556,TEAM-ML-COMMERCE,security,fte,L2,Store field
ROLE-0557,TEAM-DEMAND-PLANNING,data,fte,L3,US
ROLE-0558,TEAM-DATA-PLATFORM,ops,fte,L4,India
ROLE-0559,TEAM-PLATFORM-OBS,si_consultant,SI/contractor,L5,Nearshore
ROLE-0560,TEAM-HRIS,contractor,SI/contractor,L6,Store field
ROLE-0561,TEAM-MAINFRAME-LEGACY,engineer,fte,L2,US
ROLE-0562,TEAM-SAP-CORE,architect,fte,L3,India
ROLE-0563,TEAM-ORDER-LEGACY,product,fte,L4,Nearshore
ROLE-0564,TEAM-STORE-TECH,scrum_master,fte,L5,Store field
ROLE-0565,TEAM-COMMERCE,qa,fte,L6,US
ROLE-0566,TEAM-ORDER-MODERN,security,fte,L2,India
ROLE-0567,TEAM-CHECKOUT-DTC,data,fte,L3,Nearshore
ROLE-0568,TEAM-DTC-WEB,ops,fte,L4,Store field
ROLE-0569,TEAM-MOBILE,si_consultant,SI/contractor,L5,US
ROLE-0570,TEAM-ML-COMMERCE,contractor,SI/contractor,L6,India
ROLE-0571,TEAM-DEMAND-PLANNING,engineer,fte,L2,Nearshore
ROLE-0572,TEAM-DATA-PLATFORM,architect,fte,L3,Store field
ROLE-0573,TEAM-PLATFORM-OBS,product,fte,L4,US
ROLE-0574,TEAM-HRIS,scrum_master,fte,L5,India
ROLE-0575,TEAM-MAINFRAME-LEGACY,qa,fte,L6,Nearshore
ROLE-0576,TEAM-SAP-CORE,security,fte,L2,Store field
ROLE-0577,TEAM-ORDER-LEGACY,data,fte,L3,US
ROLE-0578,TEAM-STORE-TECH,ops,fte,L4,India
ROLE-0579,TEAM-COMMERCE,si_consultant,SI/contractor,L5,Nearshore
ROLE-0580,TEAM-ORDER-MODERN,contractor,SI/contractor,L6,Store field
ROLE-0581,TEAM-CHECKOUT-DTC,engineer,fte,L2,US
ROLE-0582,TEAM-DTC-WEB,architect,fte,L3,India
ROLE-0583,TEAM-MOBILE,product,fte,L4,Nearshore
ROLE-0584,TEAM-ML-COMMERCE,scrum_master,fte,L5,Store field
ROLE-0585,TEAM-DEMAND-PLANNING,qa,fte,L6,US
ROLE-0586,TEAM-DATA-PLATFORM,security,fte,L2,India
ROLE-0587,TEAM-PLATFORM-OBS,data,fte,L3,Nearshore
ROLE-0588,TEAM-HRIS,ops,fte,L4,Store field
ROLE-0589,TEAM-MAINFRAME-LEGACY,si_consultant,SI/contractor,L5,US
ROLE-0590,TEAM-SAP-CORE,contractor,SI/contractor,L6,India
ROLE-0591,TEAM-ORDER-LEGACY,engineer,fte,L2,Nearshore
ROLE-0592,TEAM-STORE-TECH,architect,fte,L3,Store field
ROLE-0593,TEAM-COMMERCE,product,fte,L4,US
ROLE-0594,TEAM-ORDER-MODERN,scrum_master,fte,L5,India
ROLE-0595,TEAM-CHECKOUT-DTC,qa,fte,L6,Nearshore
ROLE-0596,TEAM-DTC-WEB,security,fte,L2,Store field
ROLE-0597,TEAM-MOBILE,data,fte,L3,US
ROLE-0598,TEAM-ML-COMMERCE,ops,fte,L4,India
ROLE-0599,TEAM-DEMAND-PLANNING,si_consultant,SI/contractor,L5,Nearshore
ROLE-0600,TEAM-DATA-PLATFORM,contractor,SI/contractor,L6,Store field
ROLE-0601,TEAM-PLATFORM-OBS,engineer,fte,L2,US
ROLE-0602,TEAM-HRIS,architect,fte,L3,India
ROLE-0603,TEAM-MAINFRAME-LEGACY,product,fte,L4,Nearshore
ROLE-0604,TEAM-SAP-CORE,scrum_master,fte,L5,Store field
ROLE-0605,TEAM-ORDER-LEGACY,qa,fte,L6,US
ROLE-0606,TEAM-STORE-TECH,security,fte,L2,India
ROLE-0607,TEAM-COMMERCE,data,fte,L3,Nearshore
ROLE-0608,TEAM-ORDER-MODERN,ops,fte,L4,Store field
ROLE-0609,TEAM-CHECKOUT-DTC,si_consultant,SI/contractor,L5,US
ROLE-0610,TEAM-DTC-WEB,contractor,SI/contractor,L6,India
ROLE-0611,TEAM-MOBILE,engineer,fte,L2,Nearshore
ROLE-0612,TEAM-ML-COMMERCE,architect,fte,L3,Store field
ROLE-0613,TEAM-DEMAND-PLANNING,product,fte,L4,US
ROLE-0614,TEAM-DATA-PLATFORM,scrum_master,fte,L5,India
ROLE-0615,TEAM-PLATFORM-OBS,qa,fte,L6,Nearshore
ROLE-0616,TEAM-HRIS,security,fte,L2,Store field
ROLE-0617,TEAM-MAINFRAME-LEGACY,data,fte,L3,US
ROLE-0618,TEAM-SAP-CORE,ops,fte,L4,India
ROLE-0619,TEAM-ORDER-LEGACY,si_consultant,SI/contractor,L5,Nearshore
ROLE-0620,TEAM-STORE-TECH,contractor,SI/contractor,L6,Store field
ROLE-0621,TEAM-COMMERCE,engineer,fte,L2,US
ROLE-0622,TEAM-ORDER-MODERN,architect,fte,L3,India
ROLE-0623,TEAM-CHECKOUT-DTC,product,fte,L4,Nearshore
ROLE-0624,TEAM-DTC-WEB,scrum_master,fte,L5,Store field
ROLE-0625,TEAM-MOBILE,qa,fte,L6,US
ROLE-0626,TEAM-ML-COMMERCE,security,fte,L2,India
ROLE-0627,TEAM-DEMAND-PLANNING,data,fte,L3,Nearshore
ROLE-0628,TEAM-DATA-PLATFORM,ops,fte,L4,Store field
ROLE-0629,TEAM-PLATFORM-OBS,si_consultant,SI/contractor,L5,US
ROLE-0630,TEAM-HRIS,contractor,SI/contractor,L6,India
ROLE-0631,TEAM-MAINFRAME-LEGACY,engineer,fte,L2,Nearshore
ROLE-0632,TEAM-SAP-CORE,architect,fte,L3,Store field
ROLE-0633,TEAM-ORDER-LEGACY,product,fte,L4,US
ROLE-0634,TEAM-STORE-TECH,scrum_master,fte,L5,India
ROLE-0635,TEAM-COMMERCE,qa,fte,L6,Nearshore
ROLE-0636,TEAM-ORDER-MODERN,security,fte,L2,Store field
ROLE-0637,TEAM-CHECKOUT-DTC,data,fte,L3,US
ROLE-0638,TEAM-DTC-WEB,ops,fte,L4,India
ROLE-0639,TEAM-MOBILE,si_consultant,SI/contractor,L5,Nearshore
ROLE-0640,TEAM-ML-COMMERCE,contractor,SI/contractor,L6,Store field
ROLE-0641,TEAM-DEMAND-PLANNING,engineer,fte,L2,US
ROLE-0642,TEAM-DATA-PLATFORM,architect,fte,L3,India
ROLE-0643,TEAM-PLATFORM-OBS,product,fte,L4,Nearshore
ROLE-0644,TEAM-HRIS,scrum_master,fte,L5,Store field
ROLE-0645,TEAM-MAINFRAME-LEGACY,qa,fte,L6,US
ROLE-0646,TEAM-SAP-CORE,security,fte,L2,India
ROLE-0647,TEAM-ORDER-LEGACY,data,fte,L3,Nearshore
ROLE-0648,TEAM-STORE-TECH,ops,fte,L4,Store field
ROLE-0649,TEAM-COMMERCE,si_consultant,SI/contractor,L5,US
ROLE-0650,TEAM-ORDER-MODERN,contractor,SI/contractor,L6,India
ROLE-0651,TEAM-CHECKOUT-DTC,engineer,fte,L2,Nearshore
ROLE-0652,TEAM-DTC-WEB,architect,fte,L3,Store field
ROLE-0653,TEAM-MOBILE,product,fte,L4,US
ROLE-0654,TEAM-ML-COMMERCE,scrum_master,fte,L5,India
ROLE-0655,TEAM-DEMAND-PLANNING,qa,fte,L6,Nearshore
ROLE-0656,TEAM-DATA-PLATFORM,security,fte,L2,Store field
ROLE-0657,TEAM-PLATFORM-OBS,data,fte,L3,US
ROLE-0658,TEAM-HRIS,ops,fte,L4,India
ROLE-0659,TEAM-MAINFRAME-LEGACY,si_consultant,SI/contractor,L5,Nearshore
ROLE-0660,TEAM-SAP-CORE,contractor,SI/contractor,L6,Store field
ROLE-0661,TEAM-ORDER-LEGACY,engineer,fte,L2,US
ROLE-0662,TEAM-STORE-TECH,architect,fte,L3,India
ROLE-0663,TEAM-COMMERCE,product,fte,L4,Nearshore
ROLE-0664,TEAM-ORDER-MODERN,scrum_master,fte,L5,Store field
ROLE-0665,TEAM-CHECKOUT-DTC,qa,fte,L6,US
ROLE-0666,TEAM-DTC-WEB,security,fte,L2,India
ROLE-0667,TEAM-MOBILE,data,fte,L3,Nearshore
ROLE-0668,TEAM-ML-COMMERCE,ops,fte,L4,Store field
ROLE-0669,TEAM-DEMAND-PLANNING,si_consultant,SI/contractor,L5,US
ROLE-0670,TEAM-DATA-PLATFORM,contractor,SI/contractor,L6,India
ROLE-0671,TEAM-PLATFORM-OBS,engineer,fte,L2,Nearshore
ROLE-0672,TEAM-HRIS,architect,fte,L3,Store field
ROLE-0673,TEAM-MAINFRAME-LEGACY,product,fte,L4,US
ROLE-0674,TEAM-SAP-CORE,scrum_master,fte,L5,India
ROLE-0675,TEAM-ORDER-LEGACY,qa,fte,L6,Nearshore
ROLE-0676,TEAM-STORE-TECH,security,fte,L2,Store field
ROLE-0677,TEAM-COMMERCE,data,fte,L3,US
ROLE-0678,TEAM-ORDER-MODERN,ops,fte,L4,India
ROLE-0679,TEAM-CHECKOUT-DTC,si_consultant,SI/contractor,L5,Nearshore
ROLE-0680,TEAM-DTC-WEB,contractor,SI/contractor,L6,Store field
ROLE-0681,TEAM-MOBILE,engineer,fte,L2,US
ROLE-0682,TEAM-ML-COMMERCE,architect,fte,L3,India
ROLE-0683,TEAM-DEMAND-PLANNING,product,fte,L4,Nearshore
ROLE-0684,TEAM-DATA-PLATFORM,scrum_master,fte,L5,Store field
ROLE-0685,TEAM-PLATFORM-OBS,qa,fte,L6,US
ROLE-0686,TEAM-HRIS,security,fte,L2,India
ROLE-0687,TEAM-MAINFRAME-LEGACY,data,fte,L3,Nearshore
ROLE-0688,TEAM-SAP-CORE,ops,fte,L4,Store field
ROLE-0689,TEAM-ORDER-LEGACY,si_consultant,SI/contractor,L5,US
ROLE-0690,TEAM-STORE-TECH,contractor,SI/contractor,L6,India
ROLE-0691,TEAM-COMMERCE,engineer,fte,L2,Nearshore
ROLE-0692,TEAM-ORDER-MODERN,architect,fte,L3,Store field
ROLE-0693,TEAM-CHECKOUT-DTC,product,fte,L4,US
ROLE-0694,TEAM-DTC-WEB,scrum_master,fte,L5,India
ROLE-0695,TEAM-MOBILE,qa,fte,L6,Nearshore
ROLE-0696,TEAM-ML-COMMERCE,security,fte,L2,Store field
ROLE-0697,TEAM-DEMAND-PLANNING,data,fte,L3,US
ROLE-0698,TEAM-DATA-PLATFORM,ops,fte,L4,India
ROLE-0699,TEAM-PLATFORM-OBS,si_consultant,SI/contractor,L5,Nearshore
ROLE-0700,TEAM-HRIS,contractor,SI/contractor,L6,Store field
ROLE-0701,TEAM-MAINFRAME-LEGACY,engineer,fte,L2,US
ROLE-0702,TEAM-SAP-CORE,architect,fte,L3,India
ROLE-0703,TEAM-ORDER-LEGACY,product,fte,L4,Nearshore
ROLE-0704,TEAM-STORE-TECH,scrum_master,fte,L5,Store field
ROLE-0705,TEAM-COMMERCE,qa,fte,L6,US
ROLE-0706,TEAM-ORDER-MODERN,security,fte,L2,India
ROLE-0707,TEAM-CHECKOUT-DTC,data,fte,L3,Nearshore
ROLE-0708,TEAM-DTC-WEB,ops,fte,L4,Store field
ROLE-0709,TEAM-MOBILE,si_consultant,SI/contractor,L5,US
ROLE-0710,TEAM-ML-COMMERCE,contractor,SI/contractor,L6,India
ROLE-0711,TEAM-DEMAND-PLANNING,engineer,fte,L2,Nearshore
ROLE-0712,TEAM-DATA-PLATFORM,architect,fte,L3,Store field
ROLE-0713,TEAM-PLATFORM-OBS,product,fte,L4,US
ROLE-0714,TEAM-HRIS,scrum_master,fte,L5,India
ROLE-0715,TEAM-MAINFRAME-LEGACY,qa,fte,L6,Nearshore
ROLE-0716,TEAM-SAP-CORE,security,fte,L2,Store field
ROLE-0717,TEAM-ORDER-LEGACY,data,fte,L3,US
ROLE-0718,TEAM-STORE-TECH,ops,fte,L4,India
ROLE-0719,TEAM-COMMERCE,si_consultant,SI/contractor,L5,Nearshore
ROLE-0720,TEAM-ORDER-MODERN,contractor,SI/contractor,L6,Store field
ROLE-0721,TEAM-CHECKOUT-DTC,engineer,fte,L2,US
ROLE-0722,TEAM-DTC-WEB,architect,fte,L3,India
ROLE-0723,TEAM-MOBILE,product,fte,L4,Nearshore
ROLE-0724,TEAM-ML-COMMERCE,scrum_master,fte,L5,Store field
ROLE-0725,TEAM-DEMAND-PLANNING,qa,fte,L6,US
ROLE-0726,TEAM-DATA-PLATFORM,security,fte,L2,India
ROLE-0727,TEAM-PLATFORM-OBS,data,fte,L3,Nearshore
ROLE-0728,TEAM-HRIS,ops,fte,L4,Store field
ROLE-0729,TEAM-MAINFRAME-LEGACY,si_consultant,SI/contractor,L5,US
ROLE-0730,TEAM-SAP-CORE,contractor,SI/contractor,L6,India
ROLE-0731,TEAM-ORDER-LEGACY,engineer,fte,L2,Nearshore
ROLE-0732,TEAM-STORE-TECH,architect,fte,L3,Store field
ROLE-0733,TEAM-COMMERCE,product,fte,L4,US
ROLE-0734,TEAM-ORDER-MODERN,scrum_master,fte,L5,India
ROLE-0735,TEAM-CHECKOUT-DTC,qa,fte,L6,Nearshore
ROLE-0736,TEAM-DTC-WEB,security,fte,L2,Store field
ROLE-0737,TEAM-MOBILE,data,fte,L3,US
ROLE-0738,TEAM-ML-COMMERCE,ops,fte,L4,India
ROLE-0739,TEAM-DEMAND-PLANNING,si_consultant,SI/contractor,L5,Nearshore
ROLE-0740,TEAM-DATA-PLATFORM,contractor,SI/contractor,L6,Store field
ROLE-0741,TEAM-PLATFORM-OBS,engineer,fte,L2,US
ROLE-0742,TEAM-HRIS,architect,fte,L3,India
ROLE-0743,TEAM-MAINFRAME-LEGACY,product,fte,L4,Nearshore
ROLE-0744,TEAM-SAP-CORE,scrum_master,fte,L5,Store field
ROLE-0745,TEAM-ORDER-LEGACY,qa,fte,L6,US
ROLE-0746,TEAM-STORE-TECH,security,fte,L2,India
ROLE-0747,TEAM-COMMERCE,data,fte,L3,Nearshore
ROLE-0748,TEAM-ORDER-MODERN,ops,fte,L4,Store field
ROLE-0749,TEAM-CHECKOUT-DTC,si_consultant,SI/contractor,L5,US
ROLE-0750,TEAM-DTC-WEB,contractor,SI/contractor,L6,India
ROLE-0751,TEAM-MOBILE,engineer,fte,L2,Nearshore
ROLE-0752,TEAM-ML-COMMERCE,architect,fte,L3,Store field
ROLE-0753,TEAM-DEMAND-PLANNING,product,fte,L4,US
ROLE-0754,TEAM-DATA-PLATFORM,scrum_master,fte,L5,India
ROLE-0755,TEAM-PLATFORM-OBS,qa,fte,L6,Nearshore
ROLE-0756,TEAM-HRIS,security,fte,L2,Store field
ROLE-0757,TEAM-MAINFRAME-LEGACY,data,fte,L3,US
ROLE-0758,TEAM-SAP-CORE,ops,fte,L4,India
ROLE-0759,TEAM-ORDER-LEGACY,si_consultant,SI/contractor,L5,Nearshore
ROLE-0760,TEAM-STORE-TECH,contractor,SI/contractor,L6,Store field
ROLE-0761,TEAM-COMMERCE,engineer,fte,L2,US
ROLE-0762,TEAM-ORDER-MODERN,architect,fte,L3,India
ROLE-0763,TEAM-CHECKOUT-DTC,product,fte,L4,Nearshore
ROLE-0764,TEAM-DTC-WEB,scrum_master,fte,L5,Store field
ROLE-0765,TEAM-MOBILE,qa,fte,L6,US
ROLE-0766,TEAM-ML-COMMERCE,security,fte,L2,India
ROLE-0767,TEAM-DEMAND-PLANNING,data,fte,L3,Nearshore
ROLE-0768,TEAM-DATA-PLATFORM,ops,fte,L4,Store field
ROLE-0769,TEAM-PLATFORM-OBS,si_consultant,SI/contractor,L5,US
