tenant_key,application_id,application_name,business_domain,business_owner_role,owning_team_id,owning_team_name,executive_owner_role,technical_owner_role,source_basis,source_files,confidence,caveat,source_file,source_row,value_source
meridian-health,MER-APP-001,Epic Hyperspace,clinical_ehr,Chief Medical Officer,MER-IT-002,Epic and Clinical Systems,VP Clinical Platforms,Epic and Clinical Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,2,tenant_file
meridian-health,MER-APP-076,Meridian regional workflow app 76,regional_operations,CFO,Meridian platform services,Meridian platform services,CFO,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,77,tenant_file
meridian-health,MER-APP-077,Meridian regional workflow app 77,regional_operations,Chief Operating Officer,Meridian platform services,Meridian platform services,Chief Operating Officer,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,78,tenant_file
meridian-health,MER-APP-078,Meridian regional workflow app 78,regional_operations,Chief Nursing Officer,Meridian platform services,Meridian platform services,Chief Nursing Officer,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,79,tenant_file
meridian-health,MER-APP-079,Meridian regional workflow app 79,regional_operations,Chief Compliance Officer,Meridian platform services,Meridian platform services,Chief Compliance Officer,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,80,tenant_file
meridian-health,MER-APP-080,Meridian regional workflow app 80,regional_operations,Chief Customer Experience Officer,Meridian platform services,Meridian platform services,Chief Customer Experience Officer,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,81,tenant_file
meridian-health,MER-APP-081,Meridian regional workflow app 81,regional_operations,Chief Medical Officer,Meridian platform services,Meridian platform services,Chief Medical Officer,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,82,tenant_file
meridian-health,MER-APP-082,Meridian regional workflow app 82,regional_operations,Chief Health Plan Officer,Meridian platform services,Meridian platform services,Chief Health Plan Officer,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,83,tenant_file
meridian-health,MER-APP-083,Meridian regional workflow app 83,regional_operations,Chief Digital & Information Officer,Meridian platform services,Meridian platform services,Chief Digital & Information Officer,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,84,tenant_file
meridian-health,MER-APP-084,Meridian regional workflow app 84,regional_operations,CFO,Meridian platform services,Meridian platform services,CFO,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,85,tenant_file
meridian-health,MER-APP-085,Meridian regional workflow app 85,regional_operations,Chief Operating Officer,Meridian platform services,Meridian platform services,Chief Operating Officer,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,86,tenant_file
meridian-health,MER-APP-086,Meridian regional workflow app 86,regional_operations,Chief Nursing Officer,Meridian platform services,Meridian platform services,Chief Nursing Officer,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,87,tenant_file
meridian-health,MER-APP-087,Meridian regional workflow app 87,regional_operations,Chief Compliance Officer,Meridian platform services,Meridian platform services,Chief Compliance Officer,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,88,tenant_file
meridian-health,MER-APP-088,Meridian regional workflow app 88,regional_operations,Chief Customer Experience Officer,Meridian platform services,Meridian platform services,Chief Customer Experience Officer,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,89,tenant_file
meridian-health,MER-APP-089,Meridian regional workflow app 89,regional_operations,Chief Medical Officer,Meridian platform services,Meridian platform services,Chief Medical Officer,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,90,tenant_file
meridian-health,MER-APP-090,Meridian regional workflow app 90,regional_operations,Chief Health Plan Officer,Meridian platform services,Meridian platform services,Chief Health Plan Officer,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,91,tenant_file
meridian-health,MER-APP-091,Meridian regional workflow app 91,regional_operations,Chief Digital & Information Officer,Meridian platform services,Meridian platform services,Chief Digital & Information Officer,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,92,tenant_file
meridian-health,MER-APP-092,Meridian regional workflow app 92,regional_operations,CFO,Meridian platform services,Meridian platform services,CFO,Meridian platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.,family-8-semantic-enrichment/F19_team-application-ownership.csv,93,tenant_file
meridian-health,MERIDIANHEALTH-APP-0093,Epic Hyperspace,clinical_ehr,Chief Medical Officer,MER-IT-002,Epic and Clinical Systems,VP Clinical Platforms,Epic and Clinical Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,94,tenant_file
meridian-health,MERIDIANHEALTH-APP-0094,Epic MyChart,clinical_ehr,Chief Health Plan Officer,MER-IT-002,Epic and Clinical Systems,VP Clinical Platforms,Epic and Clinical Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,95,tenant_file
meridian-health,MERIDIANHEALTH-APP-0095,Epic Cadence,clinical_ehr,Chief Digital & Information Officer,MER-IT-002,Epic and Clinical Systems,VP Clinical Platforms,Epic and Clinical Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,96,tenant_file
meridian-health,MERIDIANHEALTH-APP-0096,Epic Resolute PB,clinical_ehr,CFO,MER-IT-002,Epic and Clinical Systems,VP Clinical Platforms,Epic and Clinical Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,97,tenant_file
meridian-health,MERIDIANHEALTH-APP-0097,Epic Resolute HB,clinical_ehr,Chief Operating Officer,MER-IT-002,Epic and Clinical Systems,VP Clinical Platforms,Epic and Clinical Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,98,tenant_file
meridian-health,MERIDIANHEALTH-APP-0098,Epic Healthy Planet,clinical_ehr,Chief Nursing Officer,MER-IT-002,Epic and Clinical Systems,VP Clinical Platforms,Epic and Clinical Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,99,tenant_file
meridian-health,MERIDIANHEALTH-APP-0099,Epic Cogito,clinical_ehr,Chief Compliance Officer,MER-IT-002,Epic and Clinical Systems,VP Clinical Platforms,Epic and Clinical Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,100,tenant_file
meridian-health,MERIDIANHEALTH-APP-0100,Epic Clarity,clinical_ehr,Chief Customer Experience Officer,MER-IT-002,Epic and Clinical Systems,VP Clinical Platforms,Epic and Clinical Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,101,tenant_file
meridian-health,MERIDIANHEALTH-APP-0101,Epic Caboodle,clinical_ehr,Chief Medical Officer,MER-IT-002,Epic and Clinical Systems,VP Clinical Platforms,Epic and Clinical Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,102,tenant_file
meridian-health,MERIDIANHEALTH-APP-0102,Epic Cosmos connector,clinical_ehr,Chief Health Plan Officer,MER-IT-002,Epic and Clinical Systems,VP Clinical Platforms,Epic and Clinical Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,103,tenant_file
meridian-health,MERIDIANHEALTH-APP-0103,Epic Beaker,clinical_ehr,Chief Digital & Information Officer,MER-IT-002,Epic and Clinical Systems,VP Clinical Platforms,Epic and Clinical Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,104,tenant_file
meridian-health,MERIDIANHEALTH-APP-0104,Epic Willow,clinical_ehr,CFO,MER-IT-002,Epic and Clinical Systems,VP Clinical Platforms,Epic and Clinical Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,105,tenant_file
meridian-health,MERIDIANHEALTH-APP-0105,HealthRules Payor,payer_claims,Chief Operating Officer,MER-IT-003,Health Plan Core and Claims Platforms,VP Health Plan Technology,Health Plan Core and Claims Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,106,tenant_file
meridian-health,MERIDIANHEALTH-APP-0106,Facets legacy claims,payer_claims,Chief Nursing Officer,MER-IT-003,Health Plan Core and Claims Platforms,VP Health Plan Technology,Health Plan Core and Claims Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,107,tenant_file
meridian-health,MERIDIANHEALTH-APP-0107,QNXT Medicare Advantage,payer_claims,Chief Compliance Officer,MER-IT-003,Health Plan Core and Claims Platforms,VP Health Plan Technology,Health Plan Core and Claims Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,108,tenant_file
meridian-health,MERIDIANHEALTH-APP-0108,TriZetto provider pricing,payer_claims,Chief Customer Experience Officer,MER-IT-003,Health Plan Core and Claims Platforms,VP Health Plan Technology,Health Plan Core and Claims Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,109,tenant_file
meridian-health,MERIDIANHEALTH-APP-0109,Evolent care management,payer_claims,Chief Medical Officer,MER-IT-003,Health Plan Core and Claims Platforms,VP Health Plan Technology,Health Plan Core and Claims Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,110,tenant_file
meridian-health,MERIDIANHEALTH-APP-0110,InterQual authorization,payer_claims,Chief Health Plan Officer,MER-IT-003,Health Plan Core and Claims Platforms,VP Health Plan Technology,Health Plan Core and Claims Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,111,tenant_file
meridian-health,MERIDIANHEALTH-APP-0111,MHK quality platform,payer_claims,Chief Digital & Information Officer,MER-IT-003,Health Plan Core and Claims Platforms,VP Health Plan Technology,Health Plan Core and Claims Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,112,tenant_file
meridian-health,MERIDIANHEALTH-APP-0112,Optum payment integrity,payer_claims,CFO,MER-IT-003,Health Plan Core and Claims Platforms,VP Health Plan Technology,Health Plan Core and Claims Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,113,tenant_file
meridian-health,MERIDIANHEALTH-APP-0113,Change Healthcare EDI gateway,payer_claims,Chief Operating Officer,MER-IT-003,Health Plan Core and Claims Platforms,VP Health Plan Technology,Health Plan Core and Claims Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,114,tenant_file
meridian-health,MERIDIANHEALTH-APP-0114,Availity provider portal,payer_claims,Chief Nursing Officer,MER-IT-003,Health Plan Core and Claims Platforms,VP Health Plan Technology,Health Plan Core and Claims Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,115,tenant_file
meridian-health,MERIDIANHEALTH-APP-0115,Genesys Cloud CX,contact_center_crm,Chief Compliance Officer,MER-IT-006,Contact Center and CRM Platforms,VP Patient Experience Tech,Contact Center and CRM Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,116,tenant_file
meridian-health,MERIDIANHEALTH-APP-0116,Salesforce Health Cloud,contact_center_crm,Chief Customer Experience Officer,MER-IT-006,Contact Center and CRM Platforms,VP Patient Experience Tech,Contact Center and CRM Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,117,tenant_file
meridian-health,MERIDIANHEALTH-APP-0117,Twilio Flex SMS,contact_center_crm,Chief Medical Officer,MER-IT-006,Contact Center and CRM Platforms,VP Patient Experience Tech,Contact Center and CRM Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,118,tenant_file
meridian-health,MERIDIANHEALTH-APP-0118,Verint workforce management,contact_center_crm,Chief Health Plan Officer,MER-IT-006,Contact Center and CRM Platforms,VP Patient Experience Tech,Contact Center and CRM Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,119,tenant_file
meridian-health,MERIDIANHEALTH-APP-0119,NICE call recording,contact_center_crm,Chief Digital & Information Officer,MER-IT-006,Contact Center and CRM Platforms,VP Patient Experience Tech,Contact Center and CRM Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,120,tenant_file
meridian-health,MERIDIANHEALTH-APP-0120,Sprinklr digital service,contact_center_crm,CFO,MER-IT-006,Contact Center and CRM Platforms,VP Patient Experience Tech,Contact Center and CRM Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,121,tenant_file
meridian-health,MERIDIANHEALTH-APP-0121,Medallia experience signals,contact_center_crm,Chief Operating Officer,MER-IT-006,Contact Center and CRM Platforms,VP Patient Experience Tech,Contact Center and CRM Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,122,tenant_file
meridian-health,MERIDIANHEALTH-APP-0122,Luma Health scheduling,contact_center_crm,Chief Nursing Officer,MER-IT-006,Contact Center and CRM Platforms,VP Patient Experience Tech,Contact Center and CRM Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,123,tenant_file
meridian-health,MERIDIANHEALTH-APP-0123,Oracle EDW clinical mart,data_analytics,Chief Compliance Officer,MER-IT-004,Data Platform Migration Office,Chief Data Officer,Data Platform Migration Office,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,124,tenant_file
meridian-health,MERIDIANHEALTH-APP-0124,Teradata claims mart,data_analytics,Chief Customer Experience Officer,MER-IT-004,Data Platform Migration Office,Chief Data Officer,Data Platform Migration Office,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,125,tenant_file
meridian-health,MERIDIANHEALTH-APP-0125,Hadoop raw zone,data_analytics,Chief Medical Officer,MER-IT-004,Data Platform Migration Office,Chief Data Officer,Data Platform Migration Office,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,126,tenant_file
meridian-health,MERIDIANHEALTH-APP-0126,Informatica PowerCenter,data_analytics,Chief Health Plan Officer,MER-IT-004,Data Platform Migration Office,Chief Data Officer,Data Platform Migration Office,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,127,tenant_file
meridian-health,MERIDIANHEALTH-APP-0127,Tableau Server,data_analytics,Chief Digital & Information Officer,MER-IT-004,Data Platform Migration Office,Chief Data Officer,Data Platform Migration Office,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,128,tenant_file
meridian-health,MERIDIANHEALTH-APP-0128,BusinessObjects,data_analytics,CFO,MER-IT-004,Data Platform Migration Office,Chief Data Officer,Data Platform Migration Office,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,129,tenant_file
meridian-health,MERIDIANHEALTH-APP-0129,SAS Grid,data_analytics,Chief Operating Officer,MER-IT-004,Data Platform Migration Office,Chief Data Officer,Data Platform Migration Office,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,130,tenant_file
meridian-health,MERIDIANHEALTH-APP-0130,Databricks AWS Lakehouse,data_analytics,Chief Nursing Officer,MER-IT-004,Data Platform Migration Office,Chief Data Officer,Data Platform Migration Office,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,131,tenant_file
meridian-health,MERIDIANHEALTH-APP-0131,Unity Catalog,data_analytics,Chief Compliance Officer,MER-IT-004,Data Platform Migration Office,Chief Data Officer,Data Platform Migration Office,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,132,tenant_file
meridian-health,MERIDIANHEALTH-APP-0132,dbt semantic layer,data_analytics,Chief Customer Experience Officer,MER-IT-004,Data Platform Migration Office,Chief Data Officer,Data Platform Migration Office,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,133,tenant_file
meridian-health,MERIDIANHEALTH-APP-0133,Collibra catalog,data_analytics,Chief Medical Officer,MER-IT-004,Data Platform Migration Office,Chief Data Officer,Data Platform Migration Office,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,134,tenant_file
meridian-health,MERIDIANHEALTH-APP-0134,MuleSoft API analytics,data_analytics,Chief Health Plan Officer,MER-IT-004,Data Platform Migration Office,Chief Data Officer,Data Platform Migration Office,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,135,tenant_file
meridian-health,MERIDIANHEALTH-APP-0135,Workday Financials,finance_corporate,Chief Digital & Information Officer,MER-IT-007,"Finance, ERP and Reporting",VP Corporate Systems,"Finance, ERP and Reporting",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,136,tenant_file
meridian-health,MERIDIANHEALTH-APP-0136,Workday HCM,finance_corporate,CFO,MER-IT-007,"Finance, ERP and Reporting",VP Corporate Systems,"Finance, ERP and Reporting",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,137,tenant_file
meridian-health,MERIDIANHEALTH-APP-0137,Oracle Hyperion Planning,finance_corporate,Chief Operating Officer,MER-IT-007,"Finance, ERP and Reporting",VP Corporate Systems,"Finance, ERP and Reporting",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,138,tenant_file
meridian-health,MERIDIANHEALTH-APP-0138,BlackLine close,finance_corporate,Chief Nursing Officer,MER-IT-007,"Finance, ERP and Reporting",VP Corporate Systems,"Finance, ERP and Reporting",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,139,tenant_file
meridian-health,MERIDIANHEALTH-APP-0139,Coupa procurement,finance_corporate,Chief Compliance Officer,MER-IT-007,"Finance, ERP and Reporting",VP Corporate Systems,"Finance, ERP and Reporting",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,140,tenant_file
meridian-health,MERIDIANHEALTH-APP-0140,Kyriba treasury,finance_corporate,Chief Customer Experience Officer,MER-IT-007,"Finance, ERP and Reporting",VP Corporate Systems,"Finance, ERP and Reporting",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,141,tenant_file
meridian-health,MERIDIANHEALTH-APP-0141,ServiceNow SPM,finance_corporate,Chief Medical Officer,MER-IT-007,"Finance, ERP and Reporting",VP Corporate Systems,"Finance, ERP and Reporting",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,142,tenant_file
meridian-health,MERIDIANHEALTH-APP-0142,Adaptive planning,finance_corporate,Chief Health Plan Officer,MER-IT-007,"Finance, ERP and Reporting",VP Corporate Systems,"Finance, ERP and Reporting",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,143,tenant_file
meridian-health,MERIDIANHEALTH-APP-0143,Okta IAM,security_operations,Chief Digital & Information Officer,MER-IT-008,"Security, Privacy and Resilience",CISO,"Security, Privacy and Resilience",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,144,tenant_file
meridian-health,MERIDIANHEALTH-APP-0144,CrowdStrike Falcon,security_operations,CFO,MER-IT-008,"Security, Privacy and Resilience",CISO,"Security, Privacy and Resilience",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,145,tenant_file
meridian-health,MERIDIANHEALTH-APP-0145,Zscaler ZIA/ZPA,security_operations,Chief Operating Officer,MER-IT-008,"Security, Privacy and Resilience",CISO,"Security, Privacy and Resilience",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,146,tenant_file
meridian-health,MERIDIANHEALTH-APP-0146,Palo Alto Prisma,security_operations,Chief Nursing Officer,MER-IT-008,"Security, Privacy and Resilience",CISO,"Security, Privacy and Resilience",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,147,tenant_file
meridian-health,MERIDIANHEALTH-APP-0147,Splunk Cloud,security_operations,Chief Compliance Officer,MER-IT-008,"Security, Privacy and Resilience",CISO,"Security, Privacy and Resilience",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,148,tenant_file
