sku_group_id,product_family_id,business_unit_id,revenue_usd,margin_pct,lifecycle_state
NST-SKU-0378,NST-PF-054,BU-AWC,2275000,13.0,active
NST-SKU-0379,NST-PF-055,BU-DENTAL,1590000,8.0,active
NST-SKU-0380,NST-PF-055,BU-DENTAL,1705000,9.0,active
NST-SKU-0381,NST-PF-055,BU-DENTAL,1820000,10.0,active
NST-SKU-0382,NST-PF-055,BU-DENTAL,1935000,11.0,active
NST-SKU-0383,NST-PF-055,BU-DENTAL,2050000,12.0,active
NST-SKU-0384,NST-PF-055,BU-DENTAL,2165000,13.0,sunset_candidate
NST-SKU-0385,NST-PF-055,BU-DENTAL,2280000,14.0,active
NST-SKU-0386,NST-PF-056,BU-HIS,1595000,9.0,active
NST-SKU-0387,NST-PF-056,BU-HIS,1710000,10.0,active
NST-SKU-0388,NST-PF-056,BU-HIS,1825000,11.0,active
NST-SKU-0389,NST-PF-056,BU-HIS,1940000,12.0,active
NST-SKU-0390,NST-PF-056,BU-HIS,2055000,13.0,active
NST-SKU-0391,NST-PF-056,BU-HIS,2170000,14.0,sunset_candidate
NST-SKU-0392,NST-PF-056,BU-HIS,2285000,15.0,active
NST-SKU-0393,NST-PF-057,BU-STERILE,1600000,10.0,active
NST-SKU-0394,NST-PF-057,BU-STERILE,1715000,11.0,active
NST-SKU-0395,NST-PF-057,BU-STERILE,1830000,12.0,active
NST-SKU-0396,NST-PF-057,BU-STERILE,1945000,13.0,active
NST-SKU-0397,NST-PF-057,BU-STERILE,2060000,14.0,active
NST-SKU-0398,NST-PF-057,BU-STERILE,2175000,15.0,sunset_candidate
NST-SKU-0399,NST-PF-057,BU-STERILE,2290000,16.0,active
NST-SKU-0400,NST-PF-058,BU-MONITOR,1605000,11.0,active
NST-SKU-0401,NST-PF-058,BU-MONITOR,1720000,12.0,active
NST-SKU-0402,NST-PF-058,BU-MONITOR,1835000,13.0,active
NST-SKU-0403,NST-PF-058,BU-MONITOR,1950000,14.0,active
NST-SKU-0404,NST-PF-058,BU-MONITOR,2065000,15.0,active
NST-SKU-0405,NST-PF-058,BU-MONITOR,2180000,16.0,sunset_candidate
NST-SKU-0406,NST-PF-058,BU-MONITOR,2295000,17.0,active
NST-SKU-0407,NST-PF-059,BU-FILTER,1610000,12.0,active
NST-SKU-0408,NST-PF-059,BU-FILTER,1725000,13.0,active
NST-SKU-0409,NST-PF-059,BU-FILTER,1840000,14.0,active
NST-SKU-0410,NST-PF-059,BU-FILTER,1955000,15.0,active
NST-SKU-0411,NST-PF-059,BU-FILTER,2070000,16.0,active
NST-SKU-0412,NST-PF-059,BU-FILTER,2185000,17.0,sunset_candidate
NST-SKU-0413,NST-PF-059,BU-FILTER,2300000,18.0,active
NST-SKU-0414,NST-PF-060,BU-AWC,1615000,13.0,active
NST-SKU-0415,NST-PF-060,BU-AWC,1730000,14.0,active
NST-SKU-0416,NST-PF-060,BU-AWC,1845000,15.0,active
NST-SKU-0417,NST-PF-060,BU-AWC,1960000,16.0,active
NST-SKU-0418,NST-PF-060,BU-AWC,2075000,17.0,active
NST-SKU-0419,NST-PF-060,BU-AWC,2190000,18.0,sunset_candidate
NST-SKU-0420,NST-PF-060,BU-AWC,2305000,19.0,active
NST-SKU-0421,NST-PF-061,BU-DENTAL,1620000,14.0,active
NST-SKU-0422,NST-PF-061,BU-DENTAL,1735000,15.0,active
NST-SKU-0423,NST-PF-061,BU-DENTAL,1850000,16.0,active
NST-SKU-0424,NST-PF-061,BU-DENTAL,1965000,17.0,active
NST-SKU-0425,NST-PF-061,BU-DENTAL,2080000,18.0,active
NST-SKU-0426,NST-PF-061,BU-DENTAL,2195000,19.0,sunset_candidate
NST-SKU-0427,NST-PF-061,BU-DENTAL,2310000,20.0,active
NST-SKU-0428,NST-PF-062,BU-HIS,1625000,15.0,active
NST-SKU-0429,NST-PF-062,BU-HIS,1740000,16.0,active
NST-SKU-0430,NST-PF-062,BU-HIS,1855000,17.0,active
NST-SKU-0431,NST-PF-062,BU-HIS,1970000,18.0,active
NST-SKU-0432,NST-PF-062,BU-HIS,2085000,19.0,active
NST-SKU-0433,NST-PF-062,BU-HIS,2200000,20.0,sunset_candidate
NST-SKU-0434,NST-PF-062,BU-HIS,2315000,21.0,active
NST-SKU-0435,NST-PF-063,BU-STERILE,1630000,16.0,active
NST-SKU-0436,NST-PF-063,BU-STERILE,1745000,17.0,active
NST-SKU-0437,NST-PF-063,BU-STERILE,1860000,18.0,active
NST-SKU-0438,NST-PF-063,BU-STERILE,1975000,19.0,active
NST-SKU-0439,NST-PF-063,BU-STERILE,2090000,20.0,active
NST-SKU-0440,NST-PF-063,BU-STERILE,2205000,21.0,sunset_candidate
NST-SKU-0441,NST-PF-063,BU-STERILE,2320000,22.0,active
NST-SKU-0442,NST-PF-064,BU-MONITOR,1635000,17.0,active
NST-SKU-0443,NST-PF-064,BU-MONITOR,1750000,18.0,active
NST-SKU-0444,NST-PF-064,BU-MONITOR,1865000,19.0,active
NST-SKU-0445,NST-PF-064,BU-MONITOR,1980000,20.0,active
NST-SKU-0446,NST-PF-064,BU-MONITOR,2095000,21.0,active
NST-SKU-0447,NST-PF-064,BU-MONITOR,2210000,22.0,sunset_candidate
NST-SKU-0448,NST-PF-064,BU-MONITOR,2325000,23.0,active
NST-SKU-0449,NST-PF-065,BU-FILTER,1640000,18.0,active
NST-SKU-0450,NST-PF-065,BU-FILTER,1755000,19.0,active
NST-SKU-0451,NST-PF-065,BU-FILTER,1870000,20.0,active
NST-SKU-0452,NST-PF-065,BU-FILTER,1985000,21.0,active
NST-SKU-0453,NST-PF-065,BU-FILTER,2100000,22.0,active
NST-SKU-0454,NST-PF-065,BU-FILTER,2215000,23.0,sunset_candidate
NST-SKU-0455,NST-PF-065,BU-FILTER,2330000,24.0,active
NST-SKU-0456,NST-PF-066,BU-AWC,1645000,19.0,active
NST-SKU-0457,NST-PF-066,BU-AWC,1760000,20.0,active
NST-SKU-0458,NST-PF-066,BU-AWC,1875000,21.0,active
NST-SKU-0459,NST-PF-066,BU-AWC,1990000,22.0,active
NST-SKU-0460,NST-PF-066,BU-AWC,2105000,23.0,active
NST-SKU-0461,NST-PF-066,BU-AWC,2220000,24.0,sunset_candidate
NST-SKU-0462,NST-PF-066,BU-AWC,2335000,25.0,active
NST-SKU-0463,NST-PF-067,BU-DENTAL,1650000,20.0,active
NST-SKU-0464,NST-PF-067,BU-DENTAL,1765000,21.0,active
NST-SKU-0465,NST-PF-067,BU-DENTAL,1880000,22.0,active
NST-SKU-0466,NST-PF-067,BU-DENTAL,1995000,23.0,active
NST-SKU-0467,NST-PF-067,BU-DENTAL,2110000,24.0,active
NST-SKU-0468,NST-PF-067,BU-DENTAL,2225000,25.0,sunset_candidate
NST-SKU-0469,NST-PF-067,BU-DENTAL,2340000,26.0,active
NST-SKU-0470,NST-PF-068,BU-HIS,1655000,21.0,active
NST-SKU-0471,NST-PF-068,BU-HIS,1770000,22.0,active
NST-SKU-0472,NST-PF-068,BU-HIS,1885000,23.0,active
NST-SKU-0473,NST-PF-068,BU-HIS,2000000,24.0,active
NST-SKU-0474,NST-PF-068,BU-HIS,2115000,25.0,active
NST-SKU-0475,NST-PF-068,BU-HIS,2230000,26.0,sunset_candidate
NST-SKU-0476,NST-PF-068,BU-HIS,2345000,27.0,active
NST-SKU-0477,NST-PF-069,BU-STERILE,1660000,22.0,active
NST-SKU-0478,NST-PF-069,BU-STERILE,1775000,23.0,active
NST-SKU-0479,NST-PF-069,BU-STERILE,1890000,24.0,active
NST-SKU-0480,NST-PF-069,BU-STERILE,2005000,25.0,active
NST-SKU-0481,NST-PF-069,BU-STERILE,2120000,26.0,active
NST-SKU-0482,NST-PF-069,BU-STERILE,2235000,27.0,sunset_candidate
NST-SKU-0483,NST-PF-069,BU-STERILE,2350000,28.0,active
NST-SKU-0484,NST-PF-070,BU-MONITOR,1665000,23.0,active
NST-SKU-0485,NST-PF-070,BU-MONITOR,1780000,24.0,active
NST-SKU-0486,NST-PF-070,BU-MONITOR,1895000,25.0,active
NST-SKU-0487,NST-PF-070,BU-MONITOR,2010000,26.0,active
NST-SKU-0488,NST-PF-070,BU-MONITOR,2125000,27.0,active
NST-SKU-0489,NST-PF-070,BU-MONITOR,2240000,28.0,sunset_candidate
NST-SKU-0490,NST-PF-070,BU-MONITOR,2355000,29.0,active
NST-SKU-0491,NST-PF-071,BU-FILTER,1670000,24.0,active
NST-SKU-0492,NST-PF-071,BU-FILTER,1785000,25.0,active
NST-SKU-0493,NST-PF-071,BU-FILTER,1900000,26.0,active
NST-SKU-0494,NST-PF-071,BU-FILTER,2015000,27.0,active
NST-SKU-0495,NST-PF-071,BU-FILTER,2130000,28.0,active
NST-SKU-0496,NST-PF-071,BU-FILTER,2245000,29.0,sunset_candidate
NST-SKU-0497,NST-PF-071,BU-FILTER,2360000,30.0,active
NST-SKU-0498,NST-PF-072,BU-AWC,1675000,25.0,active
NST-SKU-0499,NST-PF-072,BU-AWC,1790000,26.0,active
NST-SKU-0500,NST-PF-072,BU-AWC,1905000,27.0,active
NST-SKU-0501,NST-PF-072,BU-AWC,2020000,28.0,active
NST-SKU-0502,NST-PF-072,BU-AWC,2135000,29.0,active
NST-SKU-0503,NST-PF-072,BU-AWC,2250000,30.0,sunset_candidate
NST-SKU-0504,NST-PF-072,BU-AWC,2365000,31.0,active
NST-SKU-0505,NST-PF-073,BU-DENTAL,1680000,26.0,active
NST-SKU-0506,NST-PF-073,BU-DENTAL,1795000,27.0,active
NST-SKU-0507,NST-PF-073,BU-DENTAL,1910000,28.0,active
NST-SKU-0508,NST-PF-073,BU-DENTAL,2025000,29.0,active
NST-SKU-0509,NST-PF-073,BU-DENTAL,2140000,30.0,active
NST-SKU-0510,NST-PF-073,BU-DENTAL,2255000,31.0,sunset_candidate
NST-SKU-0511,NST-PF-073,BU-DENTAL,2370000,32.0,active
NST-SKU-0512,NST-PF-074,BU-HIS,1685000,27.0,active
NST-SKU-0513,NST-PF-074,BU-HIS,1800000,28.0,active
NST-SKU-0514,NST-PF-074,BU-HIS,1915000,29.0,active
NST-SKU-0515,NST-PF-074,BU-HIS,2030000,30.0,active
NST-SKU-0516,NST-PF-074,BU-HIS,2145000,31.0,active
NST-SKU-0517,NST-PF-074,BU-HIS,2260000,32.0,sunset_candidate
NST-SKU-0518,NST-PF-074,BU-HIS,2375000,33.0,active
NST-SKU-0519,NST-PF-075,BU-STERILE,1690000,28.0,active
NST-SKU-0520,NST-PF-075,BU-STERILE,1805000,29.0,active
NST-SKU-0521,NST-PF-075,BU-STERILE,1920000,30.0,active
NST-SKU-0522,NST-PF-075,BU-STERILE,2035000,31.0,active
NST-SKU-0523,NST-PF-075,BU-STERILE,2150000,32.0,active
NST-SKU-0524,NST-PF-075,BU-STERILE,2265000,33.0,sunset_candidate
NST-SKU-0525,NST-PF-075,BU-STERILE,2380000,34.0,active
NST-SKU-0526,NST-PF-076,BU-MONITOR,1695000,29.0,active
NST-SKU-0527,NST-PF-076,BU-MONITOR,1810000,30.0,active
NST-SKU-0528,NST-PF-076,BU-MONITOR,1925000,31.0,active
NST-SKU-0529,NST-PF-076,BU-MONITOR,2040000,32.0,active
NST-SKU-0530,NST-PF-076,BU-MONITOR,2155000,33.0,active
NST-SKU-0531,NST-PF-076,BU-MONITOR,2270000,34.0,sunset_candidate
NST-SKU-0532,NST-PF-076,BU-MONITOR,2385000,35.0,active
NST-SKU-0533,NST-PF-077,BU-FILTER,1700000,30.0,active
NST-SKU-0534,NST-PF-077,BU-FILTER,1815000,31.0,active
NST-SKU-0535,NST-PF-077,BU-FILTER,1930000,32.0,active
NST-SKU-0536,NST-PF-077,BU-FILTER,2045000,33.0,active
NST-SKU-0537,NST-PF-077,BU-FILTER,2160000,34.0,active
NST-SKU-0538,NST-PF-077,BU-FILTER,2275000,35.0,sunset_candidate
NST-SKU-0539,NST-PF-077,BU-FILTER,2390000,8.0,active
NST-SKU-0540,NST-PF-078,BU-AWC,1705000,31.0,active
NST-SKU-0541,NST-PF-078,BU-AWC,1820000,32.0,active
NST-SKU-0542,NST-PF-078,BU-AWC,1935000,33.0,active
NST-SKU-0543,NST-PF-078,BU-AWC,2050000,34.0,active
NST-SKU-0544,NST-PF-078,BU-AWC,2165000,35.0,active
NST-SKU-0545,NST-PF-078,BU-AWC,2280000,8.0,sunset_candidate
NST-SKU-0546,NST-PF-078,BU-AWC,2395000,9.0,active
NST-SKU-0547,NST-PF-079,BU-DENTAL,1710000,32.0,active
NST-SKU-0548,NST-PF-079,BU-DENTAL,1825000,33.0,active
NST-SKU-0549,NST-PF-079,BU-DENTAL,1940000,34.0,active
NST-SKU-0550,NST-PF-079,BU-DENTAL,2055000,35.0,active
NST-SKU-0551,NST-PF-079,BU-DENTAL,2170000,8.0,active
NST-SKU-0552,NST-PF-079,BU-DENTAL,2285000,9.0,sunset_candidate
NST-SKU-0553,NST-PF-079,BU-DENTAL,2400000,10.0,active
NST-SKU-0554,NST-PF-080,BU-HIS,1715000,33.0,active
NST-SKU-0555,NST-PF-080,BU-HIS,1830000,34.0,active
NST-SKU-0556,NST-PF-080,BU-HIS,1945000,35.0,active
NST-SKU-0557,NST-PF-080,BU-HIS,2060000,8.0,active
NST-SKU-0558,NST-PF-080,BU-HIS,2175000,9.0,active
NST-SKU-0559,NST-PF-080,BU-HIS,2290000,10.0,sunset_candidate
NST-SKU-0560,NST-PF-080,BU-HIS,2405000,11.0,active
NST-SKU-0561,NST-PF-081,BU-STERILE,1720000,34.0,active
NST-SKU-0562,NST-PF-081,BU-STERILE,1835000,35.0,active
NST-SKU-0563,NST-PF-081,BU-STERILE,1950000,8.0,active
NST-SKU-0564,NST-PF-081,BU-STERILE,2065000,9.0,active
NST-SKU-0565,NST-PF-081,BU-STERILE,2180000,10.0,active
NST-SKU-0566,NST-PF-081,BU-STERILE,2295000,11.0,sunset_candidate
NST-SKU-0567,NST-PF-081,BU-STERILE,2410000,12.0,active
NST-SKU-0568,NST-PF-082,BU-MONITOR,1725000,35.0,active
NST-SKU-0569,NST-PF-082,BU-MONITOR,1840000,8.0,active
NST-SKU-0570,NST-PF-082,BU-MONITOR,1955000,9.0,active
NST-SKU-0571,NST-PF-082,BU-MONITOR,2070000,10.0,active
NST-SKU-0572,NST-PF-082,BU-MONITOR,2185000,11.0,active
NST-SKU-0573,NST-PF-082,BU-MONITOR,2300000,12.0,sunset_candidate
NST-SKU-0574,NST-PF-082,BU-MONITOR,2415000,13.0,active
NST-SKU-0575,NST-PF-083,BU-FILTER,1730000,8.0,active
NST-SKU-0576,NST-PF-083,BU-FILTER,1845000,9.0,active
NST-SKU-0577,NST-PF-083,BU-FILTER,1960000,10.0,active
NST-SKU-0578,NST-PF-083,BU-FILTER,2075000,11.0,active
NST-SKU-0579,NST-PF-083,BU-FILTER,2190000,12.0,active
NST-SKU-0580,NST-PF-083,BU-FILTER,2305000,13.0,sunset_candidate
NST-SKU-0581,NST-PF-083,BU-FILTER,2420000,14.0,active
NST-SKU-0582,NST-PF-084,BU-AWC,1735000,9.0,active
NST-SKU-0583,NST-PF-084,BU-AWC,1850000,10.0,active
NST-SKU-0584,NST-PF-084,BU-AWC,1965000,11.0,active
NST-SKU-0585,NST-PF-084,BU-AWC,2080000,12.0,active
NST-SKU-0586,NST-PF-084,BU-AWC,2195000,13.0,active
NST-SKU-0587,NST-PF-084,BU-AWC,2310000,14.0,sunset_candidate
NST-SKU-0588,NST-PF-084,BU-AWC,2425000,15.0,active
NST-SKU-0589,NST-PF-085,BU-DENTAL,1740000,10.0,active
NST-SKU-0590,NST-PF-085,BU-DENTAL,1855000,11.0,active
NST-SKU-0591,NST-PF-085,BU-DENTAL,1970000,12.0,active
NST-SKU-0592,NST-PF-085,BU-DENTAL,2085000,13.0,active
NST-SKU-0593,NST-PF-085,BU-DENTAL,2200000,14.0,active
NST-SKU-0594,NST-PF-085,BU-DENTAL,2315000,15.0,sunset_candidate
NST-SKU-0595,NST-PF-085,BU-DENTAL,2430000,16.0,active
NST-SKU-0596,NST-PF-086,BU-HIS,1745000,11.0,active
NST-SKU-0597,NST-PF-086,BU-HIS,1860000,12.0,active
NST-SKU-0598,NST-PF-086,BU-HIS,1975000,13.0,active
NST-SKU-0599,NST-PF-086,BU-HIS,2090000,14.0,active
NST-SKU-0600,NST-PF-086,BU-HIS,2205000,15.0,active
NST-SKU-0601,NST-PF-086,BU-HIS,2320000,16.0,sunset_candidate
NST-SKU-0602,NST-PF-086,BU-HIS,2435000,17.0,active
NST-SKU-0603,NST-PF-087,BU-STERILE,1750000,12.0,active
NST-SKU-0604,NST-PF-087,BU-STERILE,1865000,13.0,active
NST-SKU-0605,NST-PF-087,BU-STERILE,1980000,14.0,active
NST-SKU-0606,NST-PF-087,BU-STERILE,2095000,15.0,active
NST-SKU-0607,NST-PF-087,BU-STERILE,2210000,16.0,active
NST-SKU-0608,NST-PF-087,BU-STERILE,2325000,17.0,sunset_candidate
NST-SKU-0609,NST-PF-087,BU-STERILE,2440000,18.0,active
NST-SKU-0610,NST-PF-088,BU-MONITOR,1755000,13.0,active
NST-SKU-0611,NST-PF-088,BU-MONITOR,1870000,14.0,active
NST-SKU-0612,NST-PF-088,BU-MONITOR,1985000,15.0,active
NST-SKU-0613,NST-PF-088,BU-MONITOR,2100000,16.0,active
NST-SKU-0614,NST-PF-088,BU-MONITOR,2215000,17.0,active
NST-SKU-0615,NST-PF-088,BU-MONITOR,2330000,18.0,sunset_candidate
NST-SKU-0616,NST-PF-088,BU-MONITOR,2445000,19.0,active
NST-SKU-0617,NST-PF-089,BU-FILTER,1760000,14.0,active
NST-SKU-0618,NST-PF-089,BU-FILTER,1875000,15.0,active
NST-SKU-0619,NST-PF-089,BU-FILTER,1990000,16.0,active
NST-SKU-0620,NST-PF-089,BU-FILTER,2105000,17.0,active
NST-SKU-0621,NST-PF-089,BU-FILTER,2220000,18.0,active
NST-SKU-0622,NST-PF-089,BU-FILTER,2335000,19.0,sunset_candidate
NST-SKU-0623,NST-PF-089,BU-FILTER,2450000,20.0,active
NST-SKU-0624,NST-PF-090,BU-AWC,1765000,15.0,active
NST-SKU-0625,NST-PF-090,BU-AWC,1880000,16.0,active
NST-SKU-0626,NST-PF-090,BU-AWC,1995000,17.0,active
NST-SKU-0627,NST-PF-090,BU-AWC,2110000,18.0,active
NST-SKU-0628,NST-PF-090,BU-AWC,2225000,19.0,active
NST-SKU-0629,NST-PF-090,BU-AWC,2340000,20.0,sunset_candidate
NST-SKU-0630,NST-PF-090,BU-AWC,2455000,21.0,active
NST-SKU-0631,NST-PF-091,BU-DENTAL,1770000,16.0,active
NST-SKU-0632,NST-PF-091,BU-DENTAL,1885000,17.0,active
NST-SKU-0633,NST-PF-091,BU-DENTAL,2000000,18.0,active
NST-SKU-0634,NST-PF-091,BU-DENTAL,2115000,19.0,active
NST-SKU-0635,NST-PF-091,BU-DENTAL,2230000,20.0,active
NST-SKU-0636,NST-PF-091,BU-DENTAL,2345000,21.0,sunset_candidate
NST-SKU-0637,NST-PF-091,BU-DENTAL,2460000,22.0,active
NST-SKU-0638,NST-PF-092,BU-HIS,1775000,17.0,active
NST-SKU-0639,NST-PF-092,BU-HIS,1890000,18.0,active
NST-SKU-0640,NST-PF-092,BU-HIS,2005000,19.0,active
NST-SKU-0641,NST-PF-092,BU-HIS,2120000,20.0,active
NST-SKU-0642,NST-PF-092,BU-HIS,2235000,21.0,active
NST-SKU-0643,NST-PF-092,BU-HIS,2350000,22.0,sunset_candidate
NST-SKU-0644,NST-PF-092,BU-HIS,2465000,23.0,active
NST-SKU-0645,NST-PF-093,BU-STERILE,1780000,18.0,active
NST-SKU-0646,NST-PF-093,BU-STERILE,1895000,19.0,active
NST-SKU-0647,NST-PF-093,BU-STERILE,2010000,20.0,active
NST-SKU-0648,NST-PF-093,BU-STERILE,2125000,21.0,active
NST-SKU-0649,NST-PF-093,BU-STERILE,2240000,22.0,active
NST-SKU-0650,NST-PF-093,BU-STERILE,2355000,23.0,sunset_candidate
NST-SKU-0651,NST-PF-093,BU-STERILE,2470000,24.0,active
NST-SKU-0652,NST-PF-094,BU-MONITOR,1785000,19.0,active
NST-SKU-0653,NST-PF-094,BU-MONITOR,1900000,20.0,active
NST-SKU-0654,NST-PF-094,BU-MONITOR,2015000,21.0,active
NST-SKU-0655,NST-PF-094,BU-MONITOR,2130000,22.0,active
NST-SKU-0656,NST-PF-094,BU-MONITOR,2245000,23.0,active
NST-SKU-0657,NST-PF-094,BU-MONITOR,2360000,24.0,sunset_candidate
NST-SKU-0658,NST-PF-094,BU-MONITOR,2475000,25.0,active
NST-SKU-0659,NST-PF-095,BU-FILTER,1790000,20.0,active
NST-SKU-0660,NST-PF-095,BU-FILTER,1905000,21.0,active
NST-SKU-0661,NST-PF-095,BU-FILTER,2020000,22.0,active
NST-SKU-0662,NST-PF-095,BU-FILTER,2135000,23.0,active
NST-SKU-0663,NST-PF-095,BU-FILTER,2250000,24.0,active
NST-SKU-0664,NST-PF-095,BU-FILTER,2365000,25.0,sunset_candidate
NST-SKU-0665,NST-PF-095,BU-FILTER,2480000,26.0,active
NST-SKU-0666,NST-PF-096,BU-AWC,1795000,21.0,active
NST-SKU-0667,NST-PF-096,BU-AWC,1910000,22.0,active
NST-SKU-0668,NST-PF-096,BU-AWC,2025000,23.0,active
NST-SKU-0669,NST-PF-096,BU-AWC,2140000,24.0,active
NST-SKU-0670,NST-PF-096,BU-AWC,2255000,25.0,active
NST-SKU-0671,NST-PF-096,BU-AWC,2370000,26.0,sunset_candidate
NST-SKU-0672,NST-PF-096,BU-AWC,2485000,27.0,active
NST-SKU-0673,NST-PF-097,BU-DENTAL,1800000,22.0,active
NST-SKU-0674,NST-PF-097,BU-DENTAL,1915000,23.0,active
NST-SKU-0675,NST-PF-097,BU-DENTAL,2030000,24.0,active
NST-SKU-0676,NST-PF-097,BU-DENTAL,2145000,25.0,active
NST-SKU-0677,NST-PF-097,BU-DENTAL,2260000,26.0,active
NST-SKU-0678,NST-PF-097,BU-DENTAL,2375000,27.0,sunset_candidate
NST-SKU-0679,NST-PF-097,BU-DENTAL,2490000,28.0,active
NST-SKU-0680,NST-PF-098,BU-HIS,1805000,23.0,active
NST-SKU-0681,NST-PF-098,BU-HIS,1920000,24.0,active
NST-SKU-0682,NST-PF-098,BU-HIS,2035000,25.0,active
NST-SKU-0683,NST-PF-098,BU-HIS,2150000,26.0,active
NST-SKU-0684,NST-PF-098,BU-HIS,2265000,27.0,active
NST-SKU-0685,NST-PF-098,BU-HIS,2380000,28.0,sunset_candidate
NST-SKU-0686,NST-PF-098,BU-HIS,2495000,29.0,active
NST-SKU-0687,NST-PF-099,BU-STERILE,1810000,24.0,active
NST-SKU-0688,NST-PF-099,BU-STERILE,1925000,25.0,active
NST-SKU-0689,NST-PF-099,BU-STERILE,2040000,26.0,active
NST-SKU-0690,NST-PF-099,BU-STERILE,2155000,27.0,active
NST-SKU-0691,NST-PF-099,BU-STERILE,2270000,28.0,active
NST-SKU-0692,NST-PF-099,BU-STERILE,2385000,29.0,sunset_candidate
NST-SKU-0693,NST-PF-099,BU-STERILE,2500000,30.0,active
NST-SKU-0694,NST-PF-100,BU-MONITOR,1815000,25.0,active
NST-SKU-0695,NST-PF-100,BU-MONITOR,1930000,26.0,active
NST-SKU-0696,NST-PF-100,BU-MONITOR,2045000,27.0,active
NST-SKU-0697,NST-PF-100,BU-MONITOR,2160000,28.0,active
NST-SKU-0698,NST-PF-100,BU-MONITOR,2275000,29.0,active
NST-SKU-0699,NST-PF-100,BU-MONITOR,2390000,30.0,sunset_candidate
NST-SKU-0700,NST-PF-100,BU-MONITOR,2505000,31.0,active
NST-SKU-0701,NST-PF-101,BU-FILTER,1820000,26.0,active
NST-SKU-0702,NST-PF-101,BU-FILTER,1935000,27.0,active
NST-SKU-0703,NST-PF-101,BU-FILTER,2050000,28.0,active
NST-SKU-0704,NST-PF-101,BU-FILTER,2165000,29.0,active
NST-SKU-0705,NST-PF-101,BU-FILTER,2280000,30.0,active
NST-SKU-0706,NST-PF-101,BU-FILTER,2395000,31.0,sunset_candidate
NST-SKU-0707,NST-PF-101,BU-FILTER,2510000,32.0,active
NST-SKU-0708,NST-PF-102,BU-AWC,1825000,27.0,active
NST-SKU-0709,NST-PF-102,BU-AWC,1940000,28.0,active
NST-SKU-0710,NST-PF-102,BU-AWC,2055000,29.0,active
NST-SKU-0711,NST-PF-102,BU-AWC,2170000,30.0,active
NST-SKU-0712,NST-PF-102,BU-AWC,2285000,31.0,active
NST-SKU-0713,NST-PF-102,BU-AWC,2400000,32.0,sunset_candidate
NST-SKU-0714,NST-PF-102,BU-AWC,2515000,33.0,active
NST-SKU-0715,NST-PF-103,BU-DENTAL,1830000,28.0,active
NST-SKU-0716,NST-PF-103,BU-DENTAL,1945000,29.0,active
NST-SKU-0717,NST-PF-103,BU-DENTAL,2060000,30.0,active
NST-SKU-0718,NST-PF-103,BU-DENTAL,2175000,31.0,active
NST-SKU-0719,NST-PF-103,BU-DENTAL,2290000,32.0,active
NST-SKU-0720,NST-PF-103,BU-DENTAL,2405000,33.0,sunset_candidate
NST-SKU-0721,NST-PF-103,BU-DENTAL,2520000,34.0,active
NST-SKU-0722,NST-PF-104,BU-HIS,1835000,29.0,active
NST-SKU-0723,NST-PF-104,BU-HIS,1950000,30.0,active
NST-SKU-0724,NST-PF-104,BU-HIS,2065000,31.0,active
NST-SKU-0725,NST-PF-104,BU-HIS,2180000,32.0,active
NST-SKU-0726,NST-PF-104,BU-HIS,2295000,33.0,active
NST-SKU-0727,NST-PF-104,BU-HIS,2410000,34.0,sunset_candidate
NST-SKU-0728,NST-PF-104,BU-HIS,2525000,35.0,active
NST-SKU-0729,NST-PF-105,BU-STERILE,1840000,30.0,active
NST-SKU-0730,NST-PF-105,BU-STERILE,1955000,31.0,active
NST-SKU-0731,NST-PF-105,BU-STERILE,2070000,32.0,active
NST-SKU-0732,NST-PF-105,BU-STERILE,2185000,33.0,active
NST-SKU-0733,NST-PF-105,BU-STERILE,2300000,34.0,active
NST-SKU-0734,NST-PF-105,BU-STERILE,2415000,35.0,sunset_candidate
NST-SKU-0735,NST-PF-105,BU-STERILE,2530000,8.0,active
NST-SKU-0736,NST-PF-106,BU-MONITOR,1845000,31.0,active
NST-SKU-0737,NST-PF-106,BU-MONITOR,1960000,32.0,active
NST-SKU-0738,NST-PF-106,BU-MONITOR,2075000,33.0,active
NST-SKU-0739,NST-PF-106,BU-MONITOR,2190000,34.0,active
NST-SKU-0740,NST-PF-106,BU-MONITOR,2305000,35.0,active
NST-SKU-0741,NST-PF-106,BU-MONITOR,2420000,8.0,sunset_candidate
NST-SKU-0742,NST-PF-106,BU-MONITOR,2535000,9.0,active
NST-SKU-0743,NST-PF-107,BU-FILTER,1850000,32.0,active
NST-SKU-0744,NST-PF-107,BU-FILTER,1965000,33.0,active
NST-SKU-0745,NST-PF-107,BU-FILTER,2080000,34.0,active
NST-SKU-0746,NST-PF-107,BU-FILTER,2195000,35.0,active
NST-SKU-0747,NST-PF-107,BU-FILTER,2310000,8.0,active
NST-SKU-0748,NST-PF-107,BU-FILTER,2425000,9.0,sunset_candidate
NST-SKU-0749,NST-PF-107,BU-FILTER,2540000,10.0,active
NST-SKU-0750,NST-PF-108,BU-AWC,1855000,33.0,active
NST-SKU-0751,NST-PF-108,BU-AWC,1970000,34.0,active
NST-SKU-0752,NST-PF-108,BU-AWC,2085000,35.0,active
NST-SKU-0753,NST-PF-108,BU-AWC,2200000,8.0,active
NST-SKU-0754,NST-PF-108,BU-AWC,2315000,9.0,active
NST-SKU-0755,NST-PF-108,BU-AWC,2430000,10.0,sunset_candidate
