integration_id,source_system,target_system,interface_type,protocol_or_standard,cadence,data_domain,avg_daily_volume,latency_sla_minutes,failure_rate_30d_pct,owning_team,control_gap,evidence_id
APEXRETAIL-INT-0145,Oracle Retail Merchandising regional/service component 2,Toshiba POS regional/service component 4,CDC,CDC,daily,merchandising,21600,1440,0.42,APX-IT-003,none_reported,APX-EVID-005
APEXRETAIL-INT-0146,Toshiba POS regional/service component 2,Snowflake Marketing Data Cloud regional/service component 4,MuleSoft,MuleSoft,real_time,pos,24000,2,0.50,APX-IT-001,none_reported,APX-EVID-006
APEXRETAIL-INT-0147,Blue Yonder Demand Planning regional/service component 2,Adobe Experience Cloud regional/service component 5,Batch SQL,Batch SQL,hourly,forecasting,26400,60,0.58,APX-IT-003,none_reported,APX-EVID-007
APEXRETAIL-INT-0148,Databricks Retail Lakehouse regional/service component 2,Oracle Retail Merchandising regional/service component 6,API,API,daily,data_platform,28800,1440,0.10,APX-IT-007,none_reported,APX-EVID-008
APEXRETAIL-INT-0149,Oracle Retail Merchandising regional/service component 3,SAP S/4 Finance regional/service component 6,Kafka,Kafka,daily,merchandising,31200,1440,0.18,APX-IT-003,none_reported,APX-EVID-009
APEXRETAIL-INT-0150,Toshiba POS regional/service component 3,IBM Sterling OMS regional/service component 7,SFTP,SFTP,hourly,pos,33600,60,0.26,APX-IT-001,none_reported,APX-EVID-010
APEXRETAIL-INT-0151,Blue Yonder Demand Planning regional/service component 3,Databricks Retail Lakehouse regional/service component 7,EDI,EDI,real_time,forecasting,36000,2,0.34,APX-IT-003,none_reported,APX-EVID-011
APEXRETAIL-INT-0152,Databricks Retail Lakehouse regional/service component 3,Salesforce Commerce Cloud regional/service component 8,CDC,CDC,daily,data_platform,38400,1440,0.42,APX-IT-007,none_reported,APX-EVID-012
APEXRETAIL-INT-0153,Oracle Retail Merchandising regional/service component 4,Kronos Workforce Central regional/service component 8,MuleSoft,MuleSoft,hourly,merchandising,40800,60,0.50,APX-IT-003,none_reported,APX-EVID-013
APEXRETAIL-INT-0154,Toshiba POS regional/service component 4,Blue Yonder Demand Planning regional/service component 9,Batch SQL,Batch SQL,daily,pos,43200,1440,0.58,APX-IT-001,none_reported,APX-EVID-014
APEXRETAIL-INT-0155,Blue Yonder Demand Planning regional/service component 4,Manhattan Active WMS regional/service component 10,API,API,daily,forecasting,45600,1440,0.10,APX-IT-003,none_reported,APX-EVID-001
APEXRETAIL-INT-0156,Databricks Retail Lakehouse regional/service component 4,Blue Yonder Demand Planning,Kafka,Kafka,real_time,data_platform,48000,2,0.18,APX-IT-007,none_reported,APX-EVID-002
APEXRETAIL-INT-0157,Oracle Retail Merchandising regional/service component 5,Manhattan Active WMS regional/service component 2,SFTP,SFTP,daily,merchandising,50400,1440,0.26,APX-IT-003,none_reported,APX-EVID-003
APEXRETAIL-INT-0158,Toshiba POS regional/service component 5,ServiceNow ITSM regional/service component 2,EDI,EDI,daily,pos,52800,1440,0.34,APX-IT-001,none_reported,APX-EVID-004
APEXRETAIL-INT-0159,Blue Yonder Demand Planning regional/service component 5,Toshiba POS regional/service component 3,CDC,CDC,hourly,forecasting,55200,60,0.42,APX-IT-003,none_reported,APX-EVID-005
APEXRETAIL-INT-0160,Databricks Retail Lakehouse regional/service component 5,Snowflake Marketing Data Cloud regional/service component 3,MuleSoft,MuleSoft,daily,data_platform,57600,1440,0.50,APX-IT-007,lineage_not_machine_readable,APX-EVID-006
APEXRETAIL-INT-0161,Oracle Retail Merchandising regional/service component 6,Adobe Experience Cloud regional/service component 4,Batch SQL,Batch SQL,real_time,merchandising,60000,2,0.58,APX-IT-003,none_reported,APX-EVID-007
APEXRETAIL-INT-0162,Toshiba POS regional/service component 6,Oracle Retail Merchandising regional/service component 5,API,API,hourly,pos,62400,60,0.10,APX-IT-001,none_reported,APX-EVID-008
APEXRETAIL-INT-0163,Blue Yonder Demand Planning regional/service component 6,SAP S/4 Finance regional/service component 5,Kafka,Kafka,daily,forecasting,64800,1440,0.18,APX-IT-003,none_reported,APX-EVID-009
APEXRETAIL-INT-0164,Databricks Retail Lakehouse regional/service component 6,IBM Sterling OMS regional/service component 6,SFTP,SFTP,daily,data_platform,67200,1440,0.26,APX-IT-007,none_reported,APX-EVID-010
APEXRETAIL-INT-0165,Oracle Retail Merchandising regional/service component 7,Databricks Retail Lakehouse regional/service component 6,EDI,EDI,hourly,merchandising,69600,60,0.34,APX-IT-003,none_reported,APX-EVID-011
APEXRETAIL-INT-0166,Toshiba POS regional/service component 7,Salesforce Commerce Cloud regional/service component 7,CDC,CDC,real_time,pos,72000,2,0.42,APX-IT-001,none_reported,APX-EVID-012
APEXRETAIL-INT-0167,Blue Yonder Demand Planning regional/service component 7,Kronos Workforce Central regional/service component 7,MuleSoft,MuleSoft,daily,forecasting,74400,1440,0.50,APX-IT-003,none_reported,APX-EVID-013
APEXRETAIL-INT-0168,Databricks Retail Lakehouse regional/service component 7,Blue Yonder Demand Planning regional/service component 8,Batch SQL,Batch SQL,hourly,data_platform,76800,60,0.58,APX-IT-007,none_reported,APX-EVID-014
APEXRETAIL-INT-0169,Oracle Retail Merchandising regional/service component 8,Manhattan Active WMS regional/service component 9,API,API,daily,merchandising,79200,1440,0.10,APX-IT-003,none_reported,APX-EVID-001
APEXRETAIL-INT-0170,Toshiba POS regional/service component 8,ServiceNow ITSM regional/service component 9,Kafka,Kafka,daily,pos,81600,1440,0.18,APX-IT-001,none_reported,APX-EVID-002
APEXRETAIL-INT-0171,Blue Yonder Demand Planning regional/service component 8,Manhattan Active WMS,SFTP,SFTP,real_time,forecasting,84000,2,0.26,APX-IT-003,none_reported,APX-EVID-003
APEXRETAIL-INT-0172,Databricks Retail Lakehouse regional/service component 8,ServiceNow ITSM,EDI,EDI,daily,data_platform,86400,1440,0.34,APX-IT-007,none_reported,APX-EVID-004
APEXRETAIL-INT-0173,Oracle Retail Merchandising regional/service component 9,Toshiba POS regional/service component 2,CDC,CDC,daily,merchandising,88800,1440,0.42,APX-IT-003,none_reported,APX-EVID-005
APEXRETAIL-INT-0174,Toshiba POS regional/service component 9,Snowflake Marketing Data Cloud regional/service component 2,MuleSoft,MuleSoft,hourly,pos,91200,60,0.50,APX-IT-001,none_reported,APX-EVID-006
APEXRETAIL-INT-0175,Blue Yonder Demand Planning regional/service component 9,Adobe Experience Cloud regional/service component 3,Batch SQL,Batch SQL,daily,forecasting,93600,1440,0.58,APX-IT-003,none_reported,APX-EVID-007
APEXRETAIL-INT-0176,Databricks Retail Lakehouse regional/service component 9,Oracle Retail Merchandising regional/service component 4,API,API,real_time,data_platform,96000,2,0.10,APX-IT-007,none_reported,APX-EVID-008
APEXRETAIL-INT-0177,Oracle Retail Merchandising regional/service component 10,SAP S/4 Finance regional/service component 4,Kafka,Kafka,hourly,merchandising,98400,60,0.18,APX-IT-003,none_reported,APX-EVID-009
APEXRETAIL-INT-0178,Manhattan Active WMS,IBM Sterling OMS regional/service component 5,SFTP,SFTP,daily,warehouse,100800,1440,0.26,APX-IT-004,none_reported,APX-EVID-010
APEXRETAIL-INT-0179,Salesforce Commerce Cloud,Databricks Retail Lakehouse regional/service component 5,EDI,EDI,daily,ecommerce,103200,1440,0.34,APX-IT-002,lineage_not_machine_readable,APX-EVID-011
APEXRETAIL-INT-0180,SAP S/4 Finance,Salesforce Commerce Cloud regional/service component 6,CDC,CDC,hourly,erp_finance,105600,60,0.42,APX-IT-006,none_reported,APX-EVID-012
APEXRETAIL-INT-0181,Snowflake Marketing Data Cloud,Kronos Workforce Central regional/service component 6,MuleSoft,MuleSoft,real_time,analytics,108000,2,0.50,APX-IT-007,none_reported,APX-EVID-013
APEXRETAIL-INT-0182,Manhattan Active WMS regional/service component 2,Blue Yonder Demand Planning regional/service component 7,Batch SQL,Batch SQL,daily,warehouse,110400,1440,0.58,APX-IT-004,none_reported,APX-EVID-014
APEXRETAIL-INT-0183,Salesforce Commerce Cloud regional/service component 2,Manhattan Active WMS regional/service component 8,API,API,hourly,ecommerce,112800,60,0.10,APX-IT-002,none_reported,APX-EVID-001
APEXRETAIL-INT-0184,SAP S/4 Finance regional/service component 2,ServiceNow ITSM regional/service component 8,Kafka,Kafka,daily,erp_finance,115200,1440,0.18,APX-IT-006,none_reported,APX-EVID-002
APEXRETAIL-INT-0185,Snowflake Marketing Data Cloud regional/service component 2,Toshiba POS regional/service component 9,SFTP,SFTP,daily,analytics,117600,1440,0.26,APX-IT-007,none_reported,APX-EVID-003
APEXRETAIL-INT-0186,Manhattan Active WMS regional/service component 3,Snowflake Marketing Data Cloud regional/service component 9,EDI,EDI,real_time,warehouse,120000,2,0.34,APX-IT-004,none_reported,APX-EVID-004
APEXRETAIL-INT-0187,Salesforce Commerce Cloud regional/service component 3,Toshiba POS,CDC,CDC,daily,ecommerce,122400,1440,0.42,APX-IT-002,none_reported,APX-EVID-005
APEXRETAIL-INT-0188,SAP S/4 Finance regional/service component 3,Snowflake Marketing Data Cloud,MuleSoft,MuleSoft,daily,erp_finance,124800,1440,0.50,APX-IT-006,none_reported,APX-EVID-006
APEXRETAIL-INT-0189,Snowflake Marketing Data Cloud regional/service component 3,Adobe Experience Cloud regional/service component 2,Batch SQL,Batch SQL,hourly,analytics,127200,60,0.58,APX-IT-007,none_reported,APX-EVID-007
APEXRETAIL-INT-0190,Manhattan Active WMS regional/service component 4,Oracle Retail Merchandising regional/service component 3,API,API,daily,warehouse,129600,1440,0.10,APX-IT-004,none_reported,APX-EVID-008
APEXRETAIL-INT-0191,Salesforce Commerce Cloud regional/service component 4,SAP S/4 Finance regional/service component 3,Kafka,Kafka,real_time,ecommerce,132000,2,0.18,APX-IT-002,none_reported,APX-EVID-009
APEXRETAIL-INT-0192,SAP S/4 Finance regional/service component 4,IBM Sterling OMS regional/service component 4,SFTP,SFTP,hourly,erp_finance,134400,60,0.26,APX-IT-006,none_reported,APX-EVID-010
APEXRETAIL-INT-0193,Snowflake Marketing Data Cloud regional/service component 4,Databricks Retail Lakehouse regional/service component 4,EDI,EDI,daily,analytics,136800,1440,0.34,APX-IT-007,none_reported,APX-EVID-011
APEXRETAIL-INT-0194,Manhattan Active WMS regional/service component 5,Salesforce Commerce Cloud regional/service component 5,CDC,CDC,daily,warehouse,139200,1440,0.42,APX-IT-004,none_reported,APX-EVID-012
APEXRETAIL-INT-0195,Salesforce Commerce Cloud regional/service component 5,Kronos Workforce Central regional/service component 5,MuleSoft,MuleSoft,hourly,ecommerce,141600,60,0.50,APX-IT-002,none_reported,APX-EVID-013
APEXRETAIL-INT-0196,SAP S/4 Finance regional/service component 5,Blue Yonder Demand Planning regional/service component 6,Batch SQL,Batch SQL,real_time,erp_finance,144000,2,0.58,APX-IT-006,none_reported,APX-EVID-014
APEXRETAIL-INT-0197,Snowflake Marketing Data Cloud regional/service component 5,Manhattan Active WMS regional/service component 7,API,API,daily,analytics,146400,1440,0.10,APX-IT-007,none_reported,APX-EVID-001
APEXRETAIL-INT-0198,Manhattan Active WMS regional/service component 6,ServiceNow ITSM regional/service component 7,Kafka,Kafka,hourly,warehouse,148800,60,0.18,APX-IT-004,lineage_not_machine_readable,APX-EVID-002
APEXRETAIL-INT-0199,Salesforce Commerce Cloud regional/service component 6,Toshiba POS regional/service component 8,SFTP,SFTP,daily,ecommerce,151200,1440,0.26,APX-IT-002,none_reported,APX-EVID-003
APEXRETAIL-INT-0200,SAP S/4 Finance regional/service component 6,Snowflake Marketing Data Cloud regional/service component 8,EDI,EDI,daily,erp_finance,153600,1440,0.34,APX-IT-006,none_reported,APX-EVID-004
APEXRETAIL-INT-0201,Snowflake Marketing Data Cloud regional/service component 6,Adobe Experience Cloud regional/service component 9,CDC,CDC,real_time,analytics,156000,2,0.42,APX-IT-007,none_reported,APX-EVID-005
APEXRETAIL-INT-0202,Manhattan Active WMS regional/service component 7,Oracle Retail Merchandising regional/service component 10,MuleSoft,MuleSoft,daily,warehouse,158400,1440,0.50,APX-IT-004,none_reported,APX-EVID-006
APEXRETAIL-INT-0203,Salesforce Commerce Cloud regional/service component 7,Adobe Experience Cloud,Batch SQL,Batch SQL,daily,ecommerce,160800,1440,0.58,APX-IT-002,none_reported,APX-EVID-007
APEXRETAIL-INT-0204,SAP S/4 Finance regional/service component 7,Oracle Retail Merchandising regional/service component 2,API,API,hourly,erp_finance,163200,60,0.10,APX-IT-006,none_reported,APX-EVID-008
APEXRETAIL-INT-0205,Snowflake Marketing Data Cloud regional/service component 7,SAP S/4 Finance regional/service component 2,Kafka,Kafka,daily,analytics,165600,1440,0.18,APX-IT-007,none_reported,APX-EVID-009
APEXRETAIL-INT-0206,Manhattan Active WMS regional/service component 8,IBM Sterling OMS regional/service component 3,SFTP,SFTP,real_time,warehouse,168000,2,0.26,APX-IT-004,none_reported,APX-EVID-010
APEXRETAIL-INT-0207,Salesforce Commerce Cloud regional/service component 8,Databricks Retail Lakehouse regional/service component 3,EDI,EDI,hourly,ecommerce,170400,60,0.34,APX-IT-002,none_reported,APX-EVID-011
APEXRETAIL-INT-0208,SAP S/4 Finance regional/service component 8,Salesforce Commerce Cloud regional/service component 4,CDC,CDC,daily,erp_finance,172800,1440,0.42,APX-IT-006,none_reported,APX-EVID-012
APEXRETAIL-INT-0209,Snowflake Marketing Data Cloud regional/service component 8,Kronos Workforce Central regional/service component 4,MuleSoft,MuleSoft,daily,analytics,175200,1440,0.50,APX-IT-007,none_reported,APX-EVID-013
APEXRETAIL-INT-0210,Manhattan Active WMS regional/service component 9,Blue Yonder Demand Planning regional/service component 5,Batch SQL,Batch SQL,hourly,warehouse,177600,60,0.58,APX-IT-004,none_reported,APX-EVID-014
APEXRETAIL-INT-0211,Salesforce Commerce Cloud regional/service component 9,Manhattan Active WMS regional/service component 6,API,API,real_time,ecommerce,180000,2,0.10,APX-IT-002,none_reported,APX-EVID-001
APEXRETAIL-INT-0212,SAP S/4 Finance regional/service component 9,ServiceNow ITSM regional/service component 6,Kafka,Kafka,daily,erp_finance,182400,1440,0.18,APX-IT-006,none_reported,APX-EVID-002
APEXRETAIL-INT-0213,Snowflake Marketing Data Cloud regional/service component 9,Toshiba POS regional/service component 7,SFTP,SFTP,hourly,analytics,184800,60,0.26,APX-IT-007,none_reported,APX-EVID-003
APEXRETAIL-INT-0214,Manhattan Active WMS regional/service component 10,Snowflake Marketing Data Cloud regional/service component 7,EDI,EDI,daily,warehouse,187200,1440,0.34,APX-IT-004,none_reported,APX-EVID-004
APEXRETAIL-INT-0215,IBM Sterling OMS,Adobe Experience Cloud regional/service component 8,CDC,CDC,daily,order_management,189600,1440,0.42,APX-IT-002,none_reported,APX-EVID-005
APEXRETAIL-INT-0216,Adobe Experience Cloud,Oracle Retail Merchandising regional/service component 9,MuleSoft,MuleSoft,real_time,personalization,192000,2,0.50,APX-IT-005,none_reported,APX-EVID-006
APEXRETAIL-INT-0217,ServiceNow ITSM,SAP S/4 Finance regional/service component 9,Batch SQL,Batch SQL,daily,itsm,194400,1440,0.58,APX-IT-010,lineage_not_machine_readable,APX-EVID-007
APEXRETAIL-INT-0218,Kronos Workforce Central,Oracle Retail Merchandising,API,API,daily,workforce,196800,1440,0.10,APX-IT-006,none_reported,APX-EVID-008
APEXRETAIL-INT-0219,IBM Sterling OMS regional/service component 2,SAP S/4 Finance,Kafka,Kafka,hourly,order_management,199200,60,0.18,APX-IT-002,none_reported,APX-EVID-009
APEXRETAIL-INT-0220,Adobe Experience Cloud regional/service component 2,IBM Sterling OMS regional/service component 2,SFTP,SFTP,daily,personalization,201600,1440,0.26,APX-IT-005,none_reported,APX-EVID-010
APEXRETAIL-INT-0221,ServiceNow ITSM regional/service component 2,Databricks Retail Lakehouse regional/service component 2,EDI,EDI,real_time,itsm,204000,2,0.34,APX-IT-010,none_reported,APX-EVID-011
APEXRETAIL-INT-0222,Kronos Workforce Central regional/service component 2,Salesforce Commerce Cloud regional/service component 3,CDC,CDC,hourly,workforce,206400,60,0.42,APX-IT-006,none_reported,APX-EVID-012
APEXRETAIL-INT-0223,IBM Sterling OMS regional/service component 3,Kronos Workforce Central regional/service component 3,MuleSoft,MuleSoft,daily,order_management,208800,1440,0.50,APX-IT-002,none_reported,APX-EVID-013
APEXRETAIL-INT-0224,Adobe Experience Cloud regional/service component 3,Blue Yonder Demand Planning regional/service component 4,Batch SQL,Batch SQL,daily,personalization,211200,1440,0.58,APX-IT-005,none_reported,APX-EVID-014
APEXRETAIL-INT-0225,ServiceNow ITSM regional/service component 3,Manhattan Active WMS regional/service component 5,API,API,hourly,itsm,213600,60,0.10,APX-IT-010,none_reported,APX-EVID-001
APEXRETAIL-INT-0226,Kronos Workforce Central regional/service component 3,ServiceNow ITSM regional/service component 5,Kafka,Kafka,real_time,workforce,216000,2,0.18,APX-IT-006,none_reported,APX-EVID-002
APEXRETAIL-INT-0227,IBM Sterling OMS regional/service component 4,Toshiba POS regional/service component 6,SFTP,SFTP,daily,order_management,218400,1440,0.26,APX-IT-002,none_reported,APX-EVID-003
APEXRETAIL-INT-0228,Adobe Experience Cloud regional/service component 4,Snowflake Marketing Data Cloud regional/service component 6,EDI,EDI,hourly,personalization,220800,60,0.34,APX-IT-005,none_reported,APX-EVID-004
APEXRETAIL-INT-0229,ServiceNow ITSM regional/service component 4,Adobe Experience Cloud regional/service component 7,CDC,CDC,daily,itsm,223200,1440,0.42,APX-IT-010,none_reported,APX-EVID-005
APEXRETAIL-INT-0230,Kronos Workforce Central regional/service component 4,Oracle Retail Merchandising regional/service component 8,MuleSoft,MuleSoft,daily,workforce,225600,1440,0.50,APX-IT-006,none_reported,APX-EVID-006
APEXRETAIL-INT-0231,IBM Sterling OMS regional/service component 5,SAP S/4 Finance regional/service component 8,Batch SQL,Batch SQL,real_time,order_management,228000,2,0.58,APX-IT-002,none_reported,APX-EVID-007
APEXRETAIL-INT-0232,Adobe Experience Cloud regional/service component 5,IBM Sterling OMS regional/service component 9,API,API,daily,personalization,230400,1440,0.10,APX-IT-005,none_reported,APX-EVID-008
APEXRETAIL-INT-0233,ServiceNow ITSM regional/service component 5,Databricks Retail Lakehouse regional/service component 9,Kafka,Kafka,daily,itsm,232800,1440,0.18,APX-IT-010,none_reported,APX-EVID-009
APEXRETAIL-INT-0234,Kronos Workforce Central regional/service component 5,IBM Sterling OMS,SFTP,SFTP,hourly,workforce,235200,60,0.26,APX-IT-006,none_reported,APX-EVID-010
APEXRETAIL-INT-0235,IBM Sterling OMS regional/service component 6,Databricks Retail Lakehouse,EDI,EDI,daily,order_management,237600,1440,0.34,APX-IT-002,none_reported,APX-EVID-011
APEXRETAIL-INT-0236,Adobe Experience Cloud regional/service component 6,Salesforce Commerce Cloud regional/service component 2,CDC,CDC,real_time,personalization,240000,2,0.42,APX-IT-005,lineage_not_machine_readable,APX-EVID-012
APEXRETAIL-INT-0237,ServiceNow ITSM regional/service component 6,Kronos Workforce Central regional/service component 2,MuleSoft,MuleSoft,hourly,itsm,242400,60,0.50,APX-IT-010,none_reported,APX-EVID-013
APEXRETAIL-INT-0238,Kronos Workforce Central regional/service component 6,Blue Yonder Demand Planning regional/service component 3,Batch SQL,Batch SQL,daily,workforce,244800,1440,0.58,APX-IT-006,none_reported,APX-EVID-014
APEXRETAIL-INT-0239,IBM Sterling OMS regional/service component 7,Manhattan Active WMS regional/service component 4,API,API,daily,order_management,247200,1440,0.10,APX-IT-002,none_reported,APX-EVID-001
APEXRETAIL-INT-0240,Adobe Experience Cloud regional/service component 7,ServiceNow ITSM regional/service component 4,Kafka,Kafka,hourly,personalization,249600,60,0.18,APX-IT-005,none_reported,APX-EVID-002
APEXRETAIL-INT-0241,ServiceNow ITSM regional/service component 7,Toshiba POS regional/service component 5,SFTP,SFTP,real_time,itsm,252000,2,0.26,APX-IT-010,none_reported,APX-EVID-003
APEXRETAIL-INT-0242,Kronos Workforce Central regional/service component 7,Snowflake Marketing Data Cloud regional/service component 5,EDI,EDI,daily,workforce,254400,1440,0.34,APX-IT-006,none_reported,APX-EVID-004
APEXRETAIL-INT-0243,IBM Sterling OMS regional/service component 8,Adobe Experience Cloud regional/service component 6,CDC,CDC,hourly,order_management,256800,60,0.42,APX-IT-002,none_reported,APX-EVID-005
APEXRETAIL-INT-0244,Adobe Experience Cloud regional/service component 8,Oracle Retail Merchandising regional/service component 7,MuleSoft,MuleSoft,daily,personalization,259200,1440,0.50,APX-IT-005,none_reported,APX-EVID-006
APEXRETAIL-INT-0245,ServiceNow ITSM regional/service component 8,SAP S/4 Finance regional/service component 7,Batch SQL,Batch SQL,daily,itsm,261600,1440,0.58,APX-IT-010,none_reported,APX-EVID-007
APEXRETAIL-INT-0246,Kronos Workforce Central regional/service component 8,IBM Sterling OMS regional/service component 8,API,API,real_time,workforce,264000,2,0.10,APX-IT-006,none_reported,APX-EVID-008
APEXRETAIL-INT-0247,IBM Sterling OMS regional/service component 9,Databricks Retail Lakehouse regional/service component 8,Kafka,Kafka,daily,order_management,266400,1440,0.18,APX-IT-002,none_reported,APX-EVID-009
APEXRETAIL-INT-0248,Adobe Experience Cloud regional/service component 9,Salesforce Commerce Cloud regional/service component 9,SFTP,SFTP,daily,personalization,268800,1440,0.26,APX-IT-005,none_reported,APX-EVID-010
APEXRETAIL-INT-0249,ServiceNow ITSM regional/service component 9,Kronos Workforce Central regional/service component 9,EDI,EDI,hourly,itsm,271200,60,0.34,APX-IT-010,none_reported,APX-EVID-011
APEXRETAIL-INT-0250,Kronos Workforce Central regional/service component 9,Salesforce Commerce Cloud,CDC,CDC,daily,workforce,273600,1440,0.42,APX-IT-006,none_reported,APX-EVID-012
APEXRETAIL-INT-0251,Oracle Retail Merchandising,Kronos Workforce Central,MuleSoft,MuleSoft,real_time,merchandising,276000,2,0.50,APX-IT-003,none_reported,APX-EVID-013
APEXRETAIL-INT-0252,Toshiba POS,Blue Yonder Demand Planning regional/service component 2,Batch SQL,Batch SQL,hourly,pos,278400,60,0.58,APX-IT-001,none_reported,APX-EVID-014
APEXRETAIL-INT-0253,Blue Yonder Demand Planning,Manhattan Active WMS regional/service component 3,API,API,daily,forecasting,280800,1440,0.10,APX-IT-003,none_reported,APX-EVID-001
APEXRETAIL-INT-0254,Databricks Retail Lakehouse,ServiceNow ITSM regional/service component 3,Kafka,Kafka,daily,data_platform,283200,1440,0.18,APX-IT-007,none_reported,APX-EVID-002
APEXRETAIL-INT-0255,Oracle Retail Merchandising regional/service component 2,Toshiba POS regional/service component 4,SFTP,SFTP,hourly,merchandising,285600,60,0.26,APX-IT-003,lineage_not_machine_readable,APX-EVID-003
APEXRETAIL-INT-0256,Toshiba POS regional/service component 2,Snowflake Marketing Data Cloud regional/service component 4,EDI,EDI,real_time,pos,288000,2,0.34,APX-IT-001,none_reported,APX-EVID-004
APEXRETAIL-INT-0257,Blue Yonder Demand Planning regional/service component 2,Adobe Experience Cloud regional/service component 5,CDC,CDC,daily,forecasting,290400,1440,0.42,APX-IT-003,none_reported,APX-EVID-005
APEXRETAIL-INT-0258,Databricks Retail Lakehouse regional/service component 2,Oracle Retail Merchandising regional/service component 6,MuleSoft,MuleSoft,hourly,data_platform,292800,60,0.50,APX-IT-007,none_reported,APX-EVID-006
APEXRETAIL-INT-0259,Oracle Retail Merchandising regional/service component 3,SAP S/4 Finance regional/service component 6,Batch SQL,Batch SQL,daily,merchandising,295200,1440,0.58,APX-IT-003,none_reported,APX-EVID-007
APEXRETAIL-INT-0260,Toshiba POS regional/service component 3,IBM Sterling OMS regional/service component 7,API,API,daily,pos,297600,1440,0.10,APX-IT-001,none_reported,APX-EVID-008
