tenant_key,application_id,application_name,business_domain,business_owner_role,owning_team_id,owning_team_name,executive_owner_role,technical_owner_role,source_basis,source_files,confidence,caveat
lakeshore-industries,LAK-APP-001,SAP ECC Central Finance,erp_finance,CFO,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0096,SAP Ariba network connector,erp_finance,Treasurer,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0097,Kyriba implementation tenant,treasury,CIO,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0098,Quantum legacy TMS,treasury,Chief Supply Chain Officer,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0099,Bank of America CashPro,treasury,Controller,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0100,JPM Access,treasury,Chief Procurement Officer,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0101,CitiDirect,treasury,Chief Data Officer,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0102,SWIFT Alliance Lite2,treasury,CISO,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0103,Bloomberg FX,treasury,CFO,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0104,BlackLine Treasury Recs,treasury,Treasurer,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0105,FIS bank fee analysis,treasury,CIO,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0106,Treasury spreadsheet control repository,treasury,Chief Supply Chain Officer,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0107,SQL Server finance mart,data_bi,Controller,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0108,Oracle procurement mart,data_bi,Chief Procurement Officer,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0109,Power BI Premium,data_bi,Chief Data Officer,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0110,Tableau Server,data_bi,CISO,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0111,Informatica PowerCenter,data_bi,CFO,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0112,DataStage plant feeds,data_bi,Treasurer,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0113,Snowflake pilot,data_bi,CIO,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0114,dbt semantic layer,data_bi,Chief Supply Chain Officer,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0115,Alteryx finance workflows,data_bi,Controller,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0116,Collibra catalog,data_bi,Chief Procurement Officer,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0117,Siemens MES,manufacturing_supply_chain,Chief Data Officer,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0118,Rockwell FactoryTalk,manufacturing_supply_chain,CISO,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0119,Kinaxis RapidResponse,manufacturing_supply_chain,CFO,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0120,Blue Yonder WMS,manufacturing_supply_chain,Treasurer,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0121,Manhattan TMS,manufacturing_supply_chain,CIO,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0122,SAP APO legacy,manufacturing_supply_chain,Chief Supply Chain Officer,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0123,QualityOne QMS,manufacturing_supply_chain,Controller,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0124,EAM Maximo,manufacturing_supply_chain,Chief Procurement Officer,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0125,Oracle Agile PLM,manufacturing_supply_chain,Chief Data Officer,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0126,Supplier portal,manufacturing_supply_chain,CISO,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0127,Workday HCM,corporate_platforms,CFO,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0128,ServiceNow ITSM,corporate_platforms,Treasurer,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0129,Microsoft 365,corporate_platforms,CIO,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0130,GitHub Enterprise,corporate_platforms,Chief Supply Chain Officer,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
