tenant_key,display_name,stakeholder_group,question_category,question_id,required_answer_basis,required_lineage_fields
first-capital-financial,FS Demo,CEO / enterprise strategy,strategic priorities,CEO_ENTERPRISE_STRATEGY_01,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Transformation office,AI appetite/guardrails,TRANSFORMATION_OFFICE_10,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Transformation office,evidence needed,TRANSFORMATION_OFFICE_11,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Transformation office,metrics/baseline,TRANSFORMATION_OFFICE_12,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Customer/member/passenger experience,strategic priorities,CUSTOMER_MEMBER_PASSENGER_EXPERIENCE_01,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Customer/member/passenger experience,pain points,CUSTOMER_MEMBER_PASSENGER_EXPERIENCE_02,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Customer/member/passenger experience,budget/value,CUSTOMER_MEMBER_PASSENGER_EXPERIENCE_03,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Customer/member/passenger experience,data readiness,CUSTOMER_MEMBER_PASSENGER_EXPERIENCE_04,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Customer/member/passenger experience,systems/platform,CUSTOMER_MEMBER_PASSENGER_EXPERIENCE_05,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Customer/member/passenger experience,vendors/contracts,CUSTOMER_MEMBER_PASSENGER_EXPERIENCE_06,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Customer/member/passenger experience,operating model/ownership,CUSTOMER_MEMBER_PASSENGER_EXPERIENCE_07,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Customer/member/passenger experience,workforce/adoption,CUSTOMER_MEMBER_PASSENGER_EXPERIENCE_08,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Customer/member/passenger experience,risk/security/privacy/compliance,CUSTOMER_MEMBER_PASSENGER_EXPERIENCE_09,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Customer/member/passenger experience,AI appetite/guardrails,CUSTOMER_MEMBER_PASSENGER_EXPERIENCE_10,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Customer/member/passenger experience,evidence needed,CUSTOMER_MEMBER_PASSENGER_EXPERIENCE_11,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Customer/member/passenger experience,metrics/baseline,CUSTOMER_MEMBER_PASSENGER_EXPERIENCE_12,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Business function leader,strategic priorities,BUSINESS_FUNCTION_LEADER_01,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Business function leader,pain points,BUSINESS_FUNCTION_LEADER_02,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Business function leader,budget/value,BUSINESS_FUNCTION_LEADER_03,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Business function leader,data readiness,BUSINESS_FUNCTION_LEADER_04,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Business function leader,systems/platform,BUSINESS_FUNCTION_LEADER_05,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Business function leader,vendors/contracts,BUSINESS_FUNCTION_LEADER_06,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Business function leader,operating model/ownership,BUSINESS_FUNCTION_LEADER_07,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Business function leader,workforce/adoption,BUSINESS_FUNCTION_LEADER_08,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Business function leader,risk/security/privacy/compliance,BUSINESS_FUNCTION_LEADER_09,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Business function leader,AI appetite/guardrails,BUSINESS_FUNCTION_LEADER_10,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Business function leader,evidence needed,BUSINESS_FUNCTION_LEADER_11,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Business function leader,metrics/baseline,BUSINESS_FUNCTION_LEADER_12,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Contact center leader,strategic priorities,CONTACT_CENTER_LEADER_01,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Contact center leader,pain points,CONTACT_CENTER_LEADER_02,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Contact center leader,budget/value,CONTACT_CENTER_LEADER_03,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Contact center leader,data readiness,CONTACT_CENTER_LEADER_04,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Contact center leader,systems/platform,CONTACT_CENTER_LEADER_05,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Contact center leader,vendors/contracts,CONTACT_CENTER_LEADER_06,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Contact center leader,operating model/ownership,CONTACT_CENTER_LEADER_07,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Contact center leader,workforce/adoption,CONTACT_CENTER_LEADER_08,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Contact center leader,risk/security/privacy/compliance,CONTACT_CENTER_LEADER_09,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Contact center leader,AI appetite/guardrails,CONTACT_CENTER_LEADER_10,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Contact center leader,evidence needed,CONTACT_CENTER_LEADER_11,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Contact center leader,metrics/baseline,CONTACT_CENTER_LEADER_12,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Operations leader,strategic priorities,OPERATIONS_LEADER_01,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Operations leader,pain points,OPERATIONS_LEADER_02,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Operations leader,budget/value,OPERATIONS_LEADER_03,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Operations leader,data readiness,OPERATIONS_LEADER_04,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Operations leader,systems/platform,OPERATIONS_LEADER_05,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Operations leader,vendors/contracts,OPERATIONS_LEADER_06,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Operations leader,operating model/ownership,OPERATIONS_LEADER_07,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Operations leader,workforce/adoption,OPERATIONS_LEADER_08,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Operations leader,risk/security/privacy/compliance,OPERATIONS_LEADER_09,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Operations leader,AI appetite/guardrails,OPERATIONS_LEADER_10,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Operations leader,evidence needed,OPERATIONS_LEADER_11,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Operations leader,metrics/baseline,OPERATIONS_LEADER_12,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Enterprise architecture,strategic priorities,ENTERPRISE_ARCHITECTURE_01,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Enterprise architecture,pain points,ENTERPRISE_ARCHITECTURE_02,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Enterprise architecture,budget/value,ENTERPRISE_ARCHITECTURE_03,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Enterprise architecture,data readiness,ENTERPRISE_ARCHITECTURE_04,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Enterprise architecture,systems/platform,ENTERPRISE_ARCHITECTURE_05,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Enterprise architecture,vendors/contracts,ENTERPRISE_ARCHITECTURE_06,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Enterprise architecture,operating model/ownership,ENTERPRISE_ARCHITECTURE_07,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Enterprise architecture,workforce/adoption,ENTERPRISE_ARCHITECTURE_08,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Enterprise architecture,risk/security/privacy/compliance,ENTERPRISE_ARCHITECTURE_09,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Enterprise architecture,AI appetite/guardrails,ENTERPRISE_ARCHITECTURE_10,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Enterprise architecture,evidence needed,ENTERPRISE_ARCHITECTURE_11,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Enterprise architecture,metrics/baseline,ENTERPRISE_ARCHITECTURE_12,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Application owner,strategic priorities,APPLICATION_OWNER_01,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Application owner,pain points,APPLICATION_OWNER_02,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Application owner,budget/value,APPLICATION_OWNER_03,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Application owner,data readiness,APPLICATION_OWNER_04,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Application owner,systems/platform,APPLICATION_OWNER_05,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Application owner,vendors/contracts,APPLICATION_OWNER_06,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Application owner,operating model/ownership,APPLICATION_OWNER_07,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Application owner,workforce/adoption,APPLICATION_OWNER_08,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Application owner,risk/security/privacy/compliance,APPLICATION_OWNER_09,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Application owner,AI appetite/guardrails,APPLICATION_OWNER_10,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Application owner,evidence needed,APPLICATION_OWNER_11,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,Application owner,metrics/baseline,APPLICATION_OWNER_12,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,IT service management,strategic priorities,IT_SERVICE_MANAGEMENT_01,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,IT service management,pain points,IT_SERVICE_MANAGEMENT_02,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,IT service management,budget/value,IT_SERVICE_MANAGEMENT_03,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,IT service management,data readiness,IT_SERVICE_MANAGEMENT_04,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,IT service management,systems/platform,IT_SERVICE_MANAGEMENT_05,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,IT service management,vendors/contracts,IT_SERVICE_MANAGEMENT_06,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,IT service management,operating model/ownership,IT_SERVICE_MANAGEMENT_07,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,IT service management,workforce/adoption,IT_SERVICE_MANAGEMENT_08,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,IT service management,risk/security/privacy/compliance,IT_SERVICE_MANAGEMENT_09,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,IT service management,AI appetite/guardrails,IT_SERVICE_MANAGEMENT_10,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,IT service management,evidence needed,IT_SERVICE_MANAGEMENT_11,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
first-capital-financial,FS Demo,IT service management,metrics/baseline,IT_SERVICE_MANAGEMENT_12,synthetic-evidence-backed or interview-only-gap-generating,evidence_id; source_row_id; confidence; candidate_contract_version; load_run_id
