tenant_key,source_record_id,fiscal_year,period,source_system,cost_center,account_gl_code,spend_category,it_tower_category,business_unit,program_code,initiative_id,vendor_name,system_name,run_change_flag,budget_amount_usd,actual_spend_usd,forecast_spend_usd,committed_spend_usd,invoice_amount_usd,variance_usd,ai_spend_flag,ai_spend_type,ai_spend_category,platform_embedded_ai_flag,finance_owner,evidence_id,confidence,active_candidate_status,notes
internal-golden,SA02-CHG-MBR-03,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,MEMBER_EXPERIENCE_CC,IT-CHANGE-7300,Member Experience,Member Experience,AbarVa Golden Health Enterprise,PROG-CONTACT-KNOW,INIT-CONTACT-KNOW,Genesys,Genesys routing,change,3000000,780000,2895000,1740000,720000,-105000,true,ai_enablement_foundation,crm_contact_center_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-MBR-03,high,active,Telephony and routing modernization
internal-golden,SA02-CHG-MBR-04,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,MEMBER_EXPERIENCE_CC,IT-CHANGE-7300,Member Experience,Member Experience,AbarVa Golden Health Enterprise,PROG-CONTACT-KNOW,INIT-CONTACT-KNOW,ServiceNow; Salesforce,Knowledge base,change,2000000,520000,1930000,1160000,480000,-70000,true,ai_enablement_foundation,crm_contact_center_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-MBR-04,high,active,Knowledge base platform migration
internal-golden,SA02-CHG-MBR-05,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,MEMBER_EXPERIENCE_CC,IT-CHANGE-7300,Member Experience,Member Experience,AbarVa Golden Health Enterprise,PROG-CONTACT-KNOW,INIT-CONTACT-KNOW,ServiceNow; Salesforce,Agent knowledge foundation,change,2000000,520000,1930000,1160000,480000,-70000,true,ai_enablement_foundation,crm_contact_center_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-MBR-05,high,active,Agent-facing knowledge foundation build
internal-golden,SA02-CHG-CLOUD-01,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CLOUD_FINOPS_CC,IT-CHANGE-7300,Cloud / FinOps,Cloud / FinOps,AbarVa Golden Health Enterprise,PROG-FINOPS,INIT-FINOPS,Apptio; AWS,FinOps tagging,change,3000000,780000,2895000,1740000,720000,-105000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-CLOUD-01,high,active,Cost allocation tagging and showback
internal-golden,SA02-CHG-CLOUD-02,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CLOUD_FINOPS_CC,IT-CHANGE-7300,Cloud / FinOps,Cloud / FinOps,AbarVa Golden Health Enterprise,PROG-FINOPS,INIT-FINOPS,AWS; Azure,Cloud commitments,change,2500000,650000,2412500,1450000,600000,-87500,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-CLOUD-02,high,active,Reserved instance/commitment optimization
internal-golden,SA02-CHG-CLOUD-03,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CLOUD_FINOPS_CC,IT-CHANGE-7300,Cloud / FinOps,Cloud / FinOps,AbarVa Golden Health Enterprise,PROG-FINOPS,INIT-FINOPS,Wiz,Cloud security posture,change,2000000,520000,1930000,1160000,480000,-70000,true,embedded_platform_ai,cyber_ai,true,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-CLOUD-03,high,active,CSPM tooling rollout
internal-golden,SA02-CHG-CLOUD-04,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CLOUD_FINOPS_CC,IT-CHANGE-7300,Cloud / FinOps,Cloud / FinOps,AbarVa Golden Health Enterprise,PROG-FINOPS,INIT-FINOPS,Terraform; AWS,Cloud landing zone,change,2500000,650000,2412500,1450000,600000,-87500,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-CLOUD-04,high,active,Automated cloud landing zone build
internal-golden,SA02-CHG-OPM-01,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,OPERATING_MODEL_CC,IT-CHANGE-7300,Operating Model,Operating Model,AbarVa Golden Health Enterprise,PROG-DATA-PRODUCT-OPS,INIT-DATA-PRODUCT-OPS,AbarVa; Accenture,Operating model,change,4000000,1040000,3860000,2320000,960000,-140000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-OPM-01,high,active,Data-product operating model design
internal-golden,SA02-CHG-OPM-02,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,OPERATING_MODEL_CC,IT-CHANGE-7300,Operating Model,Operating Model,AbarVa Golden Health Enterprise,PROG-DATA-PRODUCT-OPS,INIT-DATA-PRODUCT-OPS,AbarVa; Collibra,Domain stewardship,change,3000000,780000,2895000,1740000,720000,-105000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-OPM-02,high,active,Domain data ownership rollout
internal-golden,SA02-CHG-OPM-03,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,OPERATING_MODEL_CC,IT-CHANGE-7300,Operating Model,Operating Model,AbarVa Golden Health Enterprise,PROG-DATA-PRODUCT-OPS,INIT-DATA-PRODUCT-OPS,AbarVa,Training,change,2000000,520000,1930000,1160000,480000,-70000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-OPM-03,high,active,Training for data-product operating model
internal-golden,SA02-CHG-OPM-04,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,OPERATING_MODEL_CC,IT-CHANGE-7300,Operating Model,Operating Model,AbarVa Golden Health Enterprise,PROG-DATA-PRODUCT-OPS,INIT-DATA-PRODUCT-OPS,Informatica; Collibra,Quality controls,change,3000000,780000,2895000,1740000,720000,-105000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-OPM-04,high,active,Data quality control framework
internal-golden,SA02-CHG-AIGOV-01,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,AI_GOVERNANCE_CC,IT-CHANGE-7300,AI Governance,AI Governance,AbarVa Golden Health Enterprise,PROG-AI-GOV,INIT-AI-GOV,AbarVa; Legal,AI policy controls,change,2500000,650000,2412500,1450000,600000,-87500,true,ai_governance_controls,ai_governance,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-AIGOV-01,high,active,Enterprise AI policy and control framework
internal-golden,SA02-CHG-AIGOV-02,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,AI_GOVERNANCE_CC,IT-CHANGE-7300,AI Governance,AI Governance,AbarVa Golden Health Enterprise,PROG-AI-GOV,INIT-AI-GOV,ServiceNow; Collibra,Model inventory,change,2000000,520000,1930000,1160000,480000,-70000,true,ai_governance_controls,ai_governance,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-AIGOV-02,high,active,AI/ML model inventory and risk register
internal-golden,SA02-CHG-AIGOV-03,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,AI_GOVERNANCE_CC,IT-CHANGE-7300,AI Governance,AI Governance,AbarVa Golden Health Enterprise,PROG-AI-GOV,INIT-AI-GOV,OneTrust; Legal,HITL controls,change,2000000,520000,1930000,1160000,480000,-70000,true,ai_governance_controls,ai_governance,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-AIGOV-03,high,active,Human-in-the-loop and privacy validation controls
internal-golden,SA02-CHG-AIGOV-04,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,AI_GOVERNANCE_CC,IT-CHANGE-7300,AI Governance,AI Governance,AbarVa Golden Health Enterprise,PROG-AI-GOV,INIT-AI-GOV,AbarVa; Microsoft,AI adoption,change,1500000,390000,1447500,870000,360000,-52500,true,ai_training_change,ai_training_change,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-AIGOV-04,high,active,Change management for AI rollout
