tenant_key,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,confidence,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,evidence_type,evidence_location,evidence_owner,use_case,data_domain,systems,value_hypothesis,evidence_needed,risk_or_gap,affected_systems,metric_boundary,forbidden_claims,legacy_row_flag,source_row_status,migration_action,additive_status,amount_basis,finance_attestation_status,funding_status,approved_funding_usd,realized_value_usd,tower_claim_allowed,caveat
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0089,GLD-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says End-to-end cost transparency is promising, but data is not decision-grade until Claims administration platform evidence closes: Provider contract terms not digitized in governed form. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0089,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0090,GLD-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says Payment integrity and leakage reduction is promising, but modernization is not decision-grade until SAS analytics estate evidence closes: Provider entity resolution not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0090,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0091,GLD-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says Automated close and reporting is promising, but AI readiness is not decision-grade until Tableau reporting estate evidence closes: Close workflow integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0091,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0092,GLD-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says Unified clinical + claims lakehouse is promising, but risk is not decision-grade until Claims administration platform evidence closes: AWS/Databricks foundation not ready. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0092,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0093,GLD-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says Governed data foundation for AI / LLM automation is promising, but metrics is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0093,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0094,GLD-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says Call center optimization is promising, but value is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0094,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0095,GLD-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says Provider quality and performance is promising, but sourcing is not decision-grade until Epic Caboodle evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0095,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0096,GLD-HS,Chief Medical / Clinical Operations interview evidence,"Chief Medical / Clinical Operations says End-to-end cost transparency is promising, but evidence is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0096,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Chief Medical,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0097,GLD-HS,Health Plan Operations / Claims & Eligibility interview evidence,"Health Plan Operations / Claims & Eligibility says Governed data foundation for AI / LLM automation is promising, but strategy is not decision-grade until Epic Clarity evidence closes: No formal data governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0097,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Health Plan Operations,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0098,GLD-HS,Health Plan Operations / Claims & Eligibility interview evidence,"Health Plan Operations / Claims & Eligibility says Call center optimization is promising, but operating model is not decision-grade until CRM / member case management evidence closes: Real-time integration not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0098,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Health Plan Operations,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0099,GLD-HS,Health Plan Operations / Claims & Eligibility interview evidence,"Health Plan Operations / Claims & Eligibility says Provider quality and performance is promising, but vendor is not decision-grade until Tableau reporting estate evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0099,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Health Plan Operations,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0100,GLD-HS,Health Plan Operations / Claims & Eligibility interview evidence,"Health Plan Operations / Claims & Eligibility says End-to-end cost transparency is promising, but platform is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0100,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Health Plan Operations,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0101,GLD-HS,Health Plan Operations / Claims & Eligibility interview evidence,"Health Plan Operations / Claims & Eligibility says Payment integrity and leakage reduction is promising, but data is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0101,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Health Plan Operations,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0102,GLD-HS,Health Plan Operations / Claims & Eligibility interview evidence,"Health Plan Operations / Claims & Eligibility says Automated close and reporting is promising, but modernization is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0102,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Health Plan Operations,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0103,GLD-HS,Health Plan Operations / Claims & Eligibility interview evidence,"Health Plan Operations / Claims & Eligibility says Unified clinical + claims lakehouse is promising, but AI readiness is not decision-grade until Epic Caboodle evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0103,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Health Plan Operations,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0104,GLD-HS,Health Plan Operations / Claims & Eligibility interview evidence,"Health Plan Operations / Claims & Eligibility says Governed data foundation for AI / LLM automation is promising, but risk is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0104,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Health Plan Operations,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0105,GLD-HS,Health Plan Operations / Claims & Eligibility interview evidence,"Health Plan Operations / Claims & Eligibility says Call center optimization is promising, but metrics is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0105,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Health Plan Operations,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0106,GLD-HS,Health Plan Operations / Claims & Eligibility interview evidence,"Health Plan Operations / Claims & Eligibility says Provider quality and performance is promising, but value is not decision-grade until Provider contract repository evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0106,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Health Plan Operations,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0107,GLD-HS,Health Plan Operations / Claims & Eligibility interview evidence,"Health Plan Operations / Claims & Eligibility says End-to-end cost transparency is promising, but sourcing is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0107,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Health Plan Operations,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0108,GLD-HS,Health Plan Operations / Claims & Eligibility interview evidence,"Health Plan Operations / Claims & Eligibility says Payment integrity and leakage reduction is promising, but evidence is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0108,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Health Plan Operations,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0109,GLD-HS,Contact Center / Member Service Operations interview evidence,"Contact Center / Member Service Operations says Call center optimization is promising, but strategy is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0109,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Contact Center,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0110,GLD-HS,Contact Center / Member Service Operations interview evidence,"Contact Center / Member Service Operations says Provider quality and performance is promising, but operating model is not decision-grade until Epic Clarity evidence closes: Attribution ownership not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0110,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Contact Center,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0111,GLD-HS,Contact Center / Member Service Operations interview evidence,"Contact Center / Member Service Operations says End-to-end cost transparency is promising, but vendor is not decision-grade until General ledger and close reporting evidence closes: Cost allocation rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0111,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Contact Center,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0112,GLD-HS,Contact Center / Member Service Operations interview evidence,"Contact Center / Member Service Operations says Payment integrity and leakage reduction is promising, but platform is not decision-grade until Provider contract repository evidence closes: Recovery realization tracking not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0112,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Contact Center,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0113,GLD-HS,Contact Center / Member Service Operations interview evidence,"Contact Center / Member Service Operations says Automated close and reporting is promising, but data is not decision-grade until General ledger and close reporting evidence closes: Manual reporting maintenance load. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0113,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Contact Center,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0114,GLD-HS,Contact Center / Member Service Operations interview evidence,"Contact Center / Member Service Operations says Unified clinical + claims lakehouse is promising, but modernization is not decision-grade until Epic Clarity evidence closes: No patient/member identity spine loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0114,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Contact Center,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0115,GLD-HS,Contact Center / Member Service Operations interview evidence,"Contact Center / Member Service Operations says Governed data foundation for AI / LLM automation is promising, but AI readiness is not decision-grade until SAS analytics estate evidence closes: No AI audit trail evidence. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0115,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Contact Center,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0116,GLD-HS,Contact Center / Member Service Operations interview evidence,"Contact Center / Member Service Operations says Call center optimization is promising, but risk is not decision-grade until Power BI reporting estate evidence closes: Member identity linkage not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0116,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Contact Center,,,,,,,,,,,,,,,,,,,,
internal-golden,GLD-SA07-13_EVIDENCE_SOURCES-0117,GLD-HS,Contact Center / Member Service Operations interview evidence,"Contact Center / Member Service Operations says Provider quality and performance is promising, but metrics is not decision-grade until Power BI reporting estate evidence closes: Measure logic fragmented across BI tools. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",13_evidence_sources,GLD-SA07-INT-EVID-0117,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_phi_free_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,synthetic_executive_interview,datasets/tenant-inputs/internal-golden/interviews/executive_interviews.csv,Contact Center,,,,,,,,,,,,,,,,,,,,
