tenant_key,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,confidence,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,industry_context,signals,module_next_actions
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0046,SHA-AIR,Chief Procurement Officer / sourcing team: Maintenance analytics,"Chief Procurement Officer / sourcing team says Maintenance analytics is promising, but value is not decision-grade until Maintenance planning and reliability suite evidence closes: parts and work-order feeds are not reconciled. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0046,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0047,SHA-AIR,Chief Procurement Officer / sourcing team: Baggage disruption analytics,"Chief Procurement Officer / sourcing team says Baggage disruption analytics is promising, but sourcing is not decision-grade until Departure control system evidence closes: customer impact metrics are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0047,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0048,SHA-AIR,Chief Procurement Officer / sourcing team: AMS/IMS sourcing readiness,"Chief Procurement Officer / sourcing team says AMS/IMS sourcing readiness is promising, but evidence is not decision-grade until Finance and procurement ERP evidence closes: productivity and AI automation commitments are ambiguous. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0048,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0049,SHA-AIR,CFO / finance and value team: Contact center agent assist,"CFO / finance and value team says Contact center agent assist is promising, but strategy is not decision-grade until Customer contact center CRM evidence closes: transcript governance is not approved. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0049,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0050,SHA-AIR,CFO / finance and value team: Maintenance analytics,"CFO / finance and value team says Maintenance analytics is promising, but operating model is not decision-grade until Legacy airline enterprise data warehouse evidence closes: parts and work-order feeds are not reconciled. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0050,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0051,SHA-AIR,CFO / finance and value team: Baggage disruption analytics,"CFO / finance and value team says Baggage disruption analytics is promising, but vendor is not decision-grade until Legacy airline enterprise data warehouse evidence closes: customer impact metrics are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0051,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0052,SHA-AIR,CFO / finance and value team: AMS/IMS sourcing readiness,"CFO / finance and value team says AMS/IMS sourcing readiness is promising, but platform is not decision-grade until Finance and procurement ERP evidence closes: productivity and AI automation commitments are ambiguous. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0052,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0053,SHA-AIR,CFO / finance and value team: Existing managed-services contract optimization,"CFO / finance and value team says Existing managed-services contract optimization is promising, but data is not decision-grade until AMS supplier delivery platform evidence closes: service-credit eligibility and credits applied are not reconciled. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0053,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0054,SHA-AIR,CFO / finance and value team: IROPS decision support,"CFO / finance and value team says IROPS decision support is promising, but modernization is not decision-grade until Crew tracking and recovery platform evidence closes: operator acceptance telemetry is not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0054,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0055,SHA-AIR,CFO / finance and value team: Crew recovery optimization,"CFO / finance and value team says Crew recovery optimization is promising, but AI readiness is not decision-grade until Crew tracking and recovery platform evidence closes: human override reason codes are not captured. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0055,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0056,SHA-AIR,CFO / finance and value team: Contact center agent assist,"CFO / finance and value team says Contact center agent assist is promising, but risk is not decision-grade until IROPS recovery workbench evidence closes: agent acceptance and QA telemetry are not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0056,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0057,SHA-AIR,CFO / finance and value team: Maintenance analytics,"CFO / finance and value team says Maintenance analytics is promising, but metrics is not decision-grade until AWS airline data lakehouse evidence closes: maintenance event lineage is not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0057,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0058,SHA-AIR,CFO / finance and value team: Baggage disruption analytics,"CFO / finance and value team says Baggage disruption analytics is promising, but value is not decision-grade until Baggage tracking and claims platform evidence closes: claim-to-station linkage requires validation. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0058,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0059,SHA-AIR,CFO / finance and value team: AMS/IMS sourcing readiness,"CFO / finance and value team says AMS/IMS sourcing readiness is promising, but sourcing is not decision-grade until Contract lifecycle repository evidence closes: benchmarking and exit rights require legal review. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0059,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0060,SHA-AIR,CFO / finance and value team: Existing managed-services contract optimization,"CFO / finance and value team says Existing managed-services contract optimization is promising, but evidence is not decision-grade until Finance and procurement ERP evidence closes: termination assistance and step-in rights need legal validation. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0060,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0061,SHA-AIR,COO / operations team: Maintenance analytics,"COO / operations team says Maintenance analytics is promising, but strategy is not decision-grade until Maintenance planning and reliability suite evidence closes: maintenance event lineage is not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0061,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0062,SHA-AIR,COO / operations team: Baggage disruption analytics,"COO / operations team says Baggage disruption analytics is promising, but operating model is not decision-grade until Departure control system evidence closes: claim-to-station linkage requires validation. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0062,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0063,SHA-AIR,COO / operations team: AMS/IMS sourcing readiness,"COO / operations team says AMS/IMS sourcing readiness is promising, but vendor is not decision-grade until Contract lifecycle repository evidence closes: benchmarking and exit rights require legal review. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0063,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0064,SHA-AIR,COO / operations team: Existing managed-services contract optimization,"COO / operations team says Existing managed-services contract optimization is promising, but platform is not decision-grade until Finance and procurement ERP evidence closes: termination assistance and step-in rights need legal validation. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0064,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0065,SHA-AIR,COO / operations team: IROPS decision support,"COO / operations team says IROPS decision support is promising, but data is not decision-grade until IROPS recovery workbench evidence closes: cross-system disruption lineage is not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0065,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0066,SHA-AIR,COO / operations team: Crew recovery optimization,"COO / operations team says Crew recovery optimization is promising, but modernization is not decision-grade until Departure control system evidence closes: scenario library does not cover all disruption modes. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0066,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0067,SHA-AIR,COO / operations team: Contact center agent assist,"COO / operations team says Contact center agent assist is promising, but AI readiness is not decision-grade until Loyalty platform evidence closes: policy content ownership is not assigned. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0067,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0068,SHA-AIR,COO / operations team: Maintenance analytics,"COO / operations team says Maintenance analytics is promising, but risk is not decision-grade until Legacy airline enterprise data warehouse evidence closes: target lakehouse is not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0068,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0069,SHA-AIR,COO / operations team: Baggage disruption analytics,"COO / operations team says Baggage disruption analytics is promising, but metrics is not decision-grade until Legacy airline enterprise data warehouse evidence closes: bag scan completeness and station exception lineage are not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0069,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0070,SHA-AIR,COO / operations team: AMS/IMS sourcing readiness,"COO / operations team says AMS/IMS sourcing readiness is promising, but value is not decision-grade until AMS supplier delivery platform evidence closes: change-order leakage evidence needs invoice-to-SOW reconciliation. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0070,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0071,SHA-AIR,COO / operations team: Existing managed-services contract optimization,"COO / operations team says Existing managed-services contract optimization is promising, but sourcing is not decision-grade until Contract lifecycle repository evidence closes: staffing and rate-card mapping are not finance-certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0071,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0072,SHA-AIR,COO / operations team: IROPS decision support,"COO / operations team says IROPS decision support is promising, but evidence is not decision-grade until Customer contact center CRM evidence closes: real-time data latency evidence is missing. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0072,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0073,SHA-AIR,SVP Business Applications: Baggage disruption analytics,"SVP Business Applications says Baggage disruption analytics is promising, but strategy is not decision-grade until Baggage tracking and claims platform evidence closes: bag scan completeness and station exception lineage are not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0073,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0074,SHA-AIR,SVP Business Applications: AMS/IMS sourcing readiness,"SVP Business Applications says AMS/IMS sourcing readiness is promising, but operating model is not decision-grade until AMS supplier delivery platform evidence closes: change-order leakage evidence needs invoice-to-SOW reconciliation. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0074,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0075,SHA-AIR,SVP Business Applications: Existing managed-services contract optimization,"SVP Business Applications says Existing managed-services contract optimization is promising, but vendor is not decision-grade until Contract lifecycle repository evidence closes: staffing and rate-card mapping are not finance-certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0075,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0076,SHA-AIR,SVP Business Applications: IROPS decision support,"SVP Business Applications says IROPS decision support is promising, but platform is not decision-grade until Customer contact center CRM evidence closes: real-time data latency evidence is missing. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0076,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0077,SHA-AIR,SVP Business Applications: Crew recovery optimization,"SVP Business Applications says Crew recovery optimization is promising, but data is not decision-grade until IROPS recovery workbench evidence closes: crew legality rule lineage needs owner validation. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0077,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
skyharbor-air,SHA-SA07-18_OPERATIONAL_PROCESS_EVIDENCE-0078,SHA-AIR,SVP Business Applications: Contact center agent assist,"SVP Business Applications says Contact center agent assist is promising, but modernization is not decision-grade until Passenger service and reservations platform evidence closes: real-time PSS/CRM integration evidence is missing. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",18_operational_process_evidence,SHA-SA07-INT-EVID-0078,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,
