tenant_key,line_id,initiative_id,vendor_or_tool,spend_category,budget_fy26_usd,actual_ytd_usd,contract_value_usd,renewal_date,unit_economic_note,amount_type,view,is_rollup_of,basis,period,formula,formula_version,source_file,source_row,value_source,notes
skyharbor-air,SHA-SPEND-024-4,SHA-INIT-113,Collins,si_services,19700000,10420000,not_loaded,2026-03-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,97,tenant_file,Spend line for Revenue accounting and settlement modernization
skyharbor-air,SHA-SPEND-025-1,SHA-INIT-114,internal,labor,5100000,2700000,not_loaded,2026-01-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,98,tenant_file,Spend line for SAP finance close and procurement modernization
skyharbor-air,SHA-SPEND-025-2,SHA-INIT-114,Honeywell,vendor_license,10200000,5400000,not_loaded,2026-02-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,99,tenant_file,Spend line for SAP finance close and procurement modernization
skyharbor-air,SHA-SPEND-025-3,SHA-INIT-114,Collins,cloud_infra,15300000,8100000,not_loaded,2026-03-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,100,tenant_file,Spend line for SAP finance close and procurement modernization
skyharbor-air,SHA-SPEND-025-4,SHA-INIT-114,Okta,si_services,20400000,10800000,not_loaded,2026-04-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,101,tenant_file,Spend line for SAP finance close and procurement modernization
skyharbor-air,SHA-SPEND-026-1,SHA-INIT-115,internal,labor,5275000,2795000,not_loaded,2026-02-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,102,tenant_file,Spend line for Mainframe transaction processing modernization
skyharbor-air,SHA-SPEND-026-2,SHA-INIT-115,Collins,vendor_license,10550000,5590000,not_loaded,2026-03-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,103,tenant_file,Spend line for Mainframe transaction processing modernization
skyharbor-air,SHA-SPEND-026-3,SHA-INIT-115,Okta,cloud_infra,15825000,8385000,not_loaded,2026-04-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,104,tenant_file,Spend line for Mainframe transaction processing modernization
skyharbor-air,SHA-SPEND-026-4,SHA-INIT-115,Datadog,si_services,21100000,11180000,not_loaded,2026-05-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,105,tenant_file,Spend line for Mainframe transaction processing modernization
skyharbor-air,SHA-SPEND-027-1,SHA-INIT-116,internal,labor,5450000,2890000,not_loaded,2026-03-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,106,tenant_file,Spend line for Cloud-native digital engineering modernization
skyharbor-air,SHA-SPEND-027-2,SHA-INIT-116,Okta,vendor_license,10900000,5780000,not_loaded,2026-04-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,107,tenant_file,Spend line for Cloud-native digital engineering modernization
skyharbor-air,SHA-SPEND-027-3,SHA-INIT-116,Datadog,cloud_infra,16350000,8670000,not_loaded,2026-05-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,108,tenant_file,Spend line for Cloud-native digital engineering modernization
skyharbor-air,SHA-SPEND-027-4,SHA-INIT-116,Splunk,si_services,21800000,11560000,not_loaded,2026-06-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,109,tenant_file,Spend line for Cloud-native digital engineering modernization
skyharbor-air,SHA-SPEND-028-1,SHA-INIT-117,internal,labor,5625000,2985000,not_loaded,2026-04-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,110,tenant_file,Spend line for Enterprise integration and eventing modernization
skyharbor-air,SHA-SPEND-028-2,SHA-INIT-117,Datadog,vendor_license,11250000,5970000,not_loaded,2026-05-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,111,tenant_file,Spend line for Enterprise integration and eventing modernization
skyharbor-air,SHA-SPEND-028-3,SHA-INIT-117,Splunk,cloud_infra,16875000,8955000,not_loaded,2026-06-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,112,tenant_file,Spend line for Enterprise integration and eventing modernization
skyharbor-air,SHA-SPEND-028-4,SHA-INIT-117,SITA,si_services,22500000,11940000,not_loaded,2026-07-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,113,tenant_file,Spend line for Enterprise integration and eventing modernization
skyharbor-air,SHA-SPEND-029-1,SHA-INIT-118,internal,labor,5800000,3080000,not_loaded,2026-05-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,114,tenant_file,Spend line for EDW and certified BI modernization
skyharbor-air,SHA-SPEND-029-2,SHA-INIT-118,Splunk,vendor_license,11600000,6160000,not_loaded,2026-06-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,115,tenant_file,Spend line for EDW and certified BI modernization
skyharbor-air,SHA-SPEND-029-3,SHA-INIT-118,SITA,cloud_infra,17400000,9240000,not_loaded,2026-07-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,116,tenant_file,Spend line for EDW and certified BI modernization
skyharbor-air,SHA-SPEND-029-4,SHA-INIT-118,Sabre,si_services,23200000,12320000,not_loaded,2026-08-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,117,tenant_file,Spend line for EDW and certified BI modernization
skyharbor-air,SHA-SPEND-030-1,SHA-INIT-119,internal,labor,5975000,3175000,not_loaded,2026-06-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,118,tenant_file,Spend line for Data lake ingestion and lineage modernization
skyharbor-air,SHA-SPEND-030-2,SHA-INIT-119,SITA,vendor_license,11950000,6350000,not_loaded,2026-07-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,119,tenant_file,Spend line for Data lake ingestion and lineage modernization
skyharbor-air,SHA-SPEND-030-3,SHA-INIT-119,Sabre,cloud_infra,17925000,9525000,not_loaded,2026-08-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,120,tenant_file,Spend line for Data lake ingestion and lineage modernization
skyharbor-air,SHA-SPEND-030-4,SHA-INIT-119,Amadeus,si_services,23900000,12700000,not_loaded,2026-09-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,121,tenant_file,Spend line for Data lake ingestion and lineage modernization
