initiative_id,risk_id,risk_domain,severity,control_status,exception_or_gap,owner_role,legacy_mitigation,legacy_evidence_id,source_file,source_row,value_source
SHA-INIT-115,SHA-RISK-026-2,privacy_consent,low,review_required,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0003,ai-control-tower/T09_risk-governance.csv,128,tenant_file
SHA-INIT-115,SHA-RISK-026-3,safety_operational,high,blocked,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0004,ai-control-tower/T09_risk-governance.csv,129,tenant_file
SHA-INIT-115,SHA-RISK-026-4,vendor_contract,medium,approved,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0005,ai-control-tower/T09_risk-governance.csv,130,tenant_file
SHA-INIT-115,SHA-RISK-026-5,data_quality,low,conditional,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0006,ai-control-tower/T09_risk-governance.csv,131,tenant_file
SHA-INIT-116,SHA-RISK-027-1,model_governance,low,review_required,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0003,ai-control-tower/T09_risk-governance.csv,132,tenant_file
SHA-INIT-116,SHA-RISK-027-2,privacy_consent,high,blocked,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0004,ai-control-tower/T09_risk-governance.csv,133,tenant_file
SHA-INIT-116,SHA-RISK-027-3,safety_operational,medium,approved,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0005,ai-control-tower/T09_risk-governance.csv,134,tenant_file
SHA-INIT-116,SHA-RISK-027-4,vendor_contract,low,conditional,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0006,ai-control-tower/T09_risk-governance.csv,135,tenant_file
SHA-INIT-116,SHA-RISK-027-5,data_quality,high,review_required,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,136,tenant_file
SHA-INIT-117,SHA-RISK-028-1,model_governance,high,blocked,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0004,ai-control-tower/T09_risk-governance.csv,137,tenant_file
SHA-INIT-117,SHA-RISK-028-2,privacy_consent,medium,approved,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0005,ai-control-tower/T09_risk-governance.csv,138,tenant_file
SHA-INIT-117,SHA-RISK-028-3,safety_operational,low,conditional,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0006,ai-control-tower/T09_risk-governance.csv,139,tenant_file
SHA-INIT-117,SHA-RISK-028-4,vendor_contract,high,review_required,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,140,tenant_file
SHA-INIT-117,SHA-RISK-028-5,data_quality,medium,blocked,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,141,tenant_file
SHA-INIT-118,SHA-RISK-029-1,model_governance,medium,approved,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0005,ai-control-tower/T09_risk-governance.csv,142,tenant_file
SHA-INIT-118,SHA-RISK-029-2,privacy_consent,low,conditional,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0006,ai-control-tower/T09_risk-governance.csv,143,tenant_file
SHA-INIT-118,SHA-RISK-029-3,safety_operational,high,review_required,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,144,tenant_file
SHA-INIT-118,SHA-RISK-029-4,vendor_contract,medium,blocked,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,145,tenant_file
SHA-INIT-118,SHA-RISK-029-5,data_quality,low,approved,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,146,tenant_file
SHA-INIT-119,SHA-RISK-030-1,model_governance,low,conditional,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0006,ai-control-tower/T09_risk-governance.csv,147,tenant_file
SHA-INIT-119,SHA-RISK-030-2,privacy_consent,high,review_required,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,148,tenant_file
SHA-INIT-119,SHA-RISK-030-3,safety_operational,medium,blocked,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,149,tenant_file
SHA-INIT-119,SHA-RISK-030-4,vendor_contract,low,approved,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,150,tenant_file
SHA-INIT-119,SHA-RISK-030-5,data_quality,high,conditional,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0002,ai-control-tower/T09_risk-governance.csv,151,tenant_file
