app_id,name,description,stack_era,primary_language,primary_framework,vintage_year,hosting,hosting_detail,lifecycle,criticality_tier,time_classification,workload_type,owning_team_id,in_house_fte,contractor_fte,si_fte,ams_vendor,ams_annual_usd,license_annual_usd,infra_annual_usd,changes_per_year,deploys_per_week,lead_time_hours,mttr_hours,change_failure_rate_pct,regulatory_scope,channels,ai_fit_score,modernization_init_id,depends_on_count,consumed_by_count,notes
APX-SFCC-CART,Commerce Cart Cartridge,Commerce Cart Cartridge in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,saas_niche,N/A,Vendor SaaS,2022,saas,Vendor-hosted SaaS,active_dev,3,invest,analytical,TEAM-PLATFORM-OBS,8,3,5,None,0,2560000,576000,76,1.70,288,9,14,,dtc|marketplaces,60,,4,5,Packet 18 generated extension row 24; preserve for 120-app portfolio coverage.
APX-SFCC-PROMO,Commerce Promo Cartridge,Commerce Promo Cartridge in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,modern_java,Java 17,Spring Boot 3,2023,aws,Apex managed runtime,active_dev,1,invest,oltp,TEAM-ORDER-MODERN,1,0,0,None,0,3000000,675000,84,2.20,24,2,15,pci,store|dtc,64,,5,6,Packet 18 generated extension row 25; preserve for 120-app portfolio coverage.
APX-SFCC-SEARCH,Commerce Search Cartridge,Commerce Search Cartridge in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,modern_dotnet,C#,.NET 8,2023,aws,Apex managed runtime,mature_with_debt,2,invest,oltp,TEAM-STORE-TECH,2,1,1,None,0,3440000,774000,92,2.70,48,3,16,pci,dtc|marketplaces,68,,1,7,Packet 18 generated extension row 26; preserve for 120-app portfolio coverage.
APX-SFCC-PROFILE,Commerce Profile Cartridge,Commerce Profile Cartridge in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,ts_node,TypeScript,Node + Fastify,2024,aws,Apex managed runtime,active_dev,3,invest,oltp,TEAM-CHECKOUT-DTC,3,2,2,None,0,3880000,873000,100,3.20,72,4,17,pci|ccpa,store|dtc,20,,2,8,Packet 18 generated extension row 27; preserve for 120-app portfolio coverage.
APX-SFCC-MARKET,Marketplace Connector,Marketplace Connector in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,modern_fe,TypeScript,Next.js + React,2024,aws,Apex managed runtime,active_dev,1,invest,oltp,TEAM-DTC-WEB,4,3,3,None,0,360000,81000,108,3.70,96,5,18,ccpa|ada,dtc|marketplaces,24,,3,0,Packet 18 generated extension row 28; preserve for 120-app portfolio coverage.
APX-SFCC-CONTENT,Commerce Content Cartridge,Commerce Content Cartridge in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,python_ml,Python 3.12,FastAPI + Databricks,2024,gcp,Apex managed runtime,sunset_planned,2,invest,ml_inference,TEAM-ML-COMMERCE,5,0,4,None,0,800000,180000,116,4.20,120,6,5,ccpa,store|dtc,28,,4,1,Packet 18 generated extension row 29; preserve for 120-app portfolio coverage.
APX-OKTA,Okta Identity,Okta Identity in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,mobile,Swift/Kotlin,Native + React Native,2023,mobile,Apex managed runtime,active_dev,3,invest,oltp,TEAM-MOBILE,6,1,5,None,0,1240000,279000,124,4.70,144,7,6,ccpa|ada,dtc|marketplaces,32,,5,2,Packet 18 generated extension row 30; preserve for 120-app portfolio coverage.
APX-M365,Microsoft 365 E5,Microsoft 365 E5 in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,store_edge,C#,Windows IoT Service,2020,store_edge,480 store-edge footprint,mature_with_debt,1,tolerate,edge,TEAM-STORE-TECH,7,2,0,NCR + Wipro-ext,840000,1680000,378000,12,0.20,168,8,7,pci,store|dtc,36,,1,3,Packet 18 generated extension row 31; preserve for 120-app portfolio coverage.
APX-ADOBE,Adobe Experience Cloud,Adobe Experience Cloud in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,data_platform,SQL/Python,Snowflake + dbt,2022,cloud_managed,Apex managed runtime,active_dev,2,invest,analytical,TEAM-DATA-PLATFORM,8,3,1,None,0,2120000,477000,20,0.70,192,9,8,ccpa,dtc|marketplaces,40,,2,4,Packet 18 generated extension row 32; preserve for 120-app portfolio coverage.
APX-COUPA,Coupa Spend,Coupa Spend in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,mainframe,COBOL,CICS/DB2,1989,mainframe,Apex managed runtime,active_dev,3,migrate,batch,TEAM-MAINFRAME-LEGACY,1,0,2,Kyndryl,1280000,2560000,576000,28,1.20,216,2,9,sox,store|dtc,44,INIT-MAINFRAME-MOD-ASSESS,3,5,Packet 18 generated extension row 33; preserve for 120-app portfolio coverage.
APX-ARIBA,SAP Ariba,SAP Ariba in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,as400,RPG IV,Native AS/400,1999,on_prem_dist,Apex managed runtime,active_dev,1,eliminate,batch,TEAM-MAINFRAME-LEGACY,2,1,3,Kyndryl,1500000,3000000,675000,36,1.70,240,3,10,customs,dtc|marketplaces,48,INIT-AS400-SUNSET,4,6,Packet 18 generated extension row 34; preserve for 120-app portfolio coverage.
APX-BLUEYONDER,Blue Yonder Pricing,Blue Yonder Pricing in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,legacy_java,Java 1.8,EJB 2.x,2010,on_prem_dist,Apex managed runtime,active_dev,2,migrate,orchestration,TEAM-ORDER-LEGACY,3,2,4,Wipro,1720000,3440000,774000,44,2.20,264,4,11,pci,store|dtc,52,INIT-ORDER-MOD,5,7,Packet 18 generated extension row 35; preserve for 120-app portfolio coverage.
APX-CROWDSTRIKE,CrowdStrike MDR,CrowdStrike MDR in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,legacy_dotnet,C#,.NET Framework 4.7,2013,store_edge,480 store-edge footprint,mature_with_debt,3,invest,oltp+edge,TEAM-STORE-TECH,4,3,5,Wipro,1940000,3880000,873000,52,2.70,288,5,12,pci|sox,dtc|marketplaces,56,INIT-STORE-MOD,1,8,Packet 18 generated extension row 36; preserve for 120-app portfolio coverage.
APX-SPLUNK,Splunk SIEM,Splunk SIEM in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,oracle_ebs,PL/SQL,Oracle Reports,2009,on_prem_dist,Apex managed runtime,active_dev,1,eliminate,analytical,TEAM-SAP-FINANCE,5,0,0,Wipro,180000,360000,81000,60,3.20,24,6,13,sox,store|dtc,60,INIT-SAP-ERP-FUTURE,2,0,Packet 18 generated extension row 37; preserve for 120-app portfolio coverage.
APX-ALGOLIA,Algolia Search,Algolia Search in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,sfcc_extension,JavaScript,SFCC Cartridge,2019,saas,Vendor-hosted SaaS,active_dev,2,invest,oltp,TEAM-COMMERCE,6,1,1,Accenture-extensions,400000,800000,180000,68,3.70,48,7,14,pci|ccpa|ada,dtc|marketplaces,64,INIT-COMMERCE-OPT,3,1,Packet 18 generated extension row 38; preserve for 120-app portfolio coverage.
APX-LAUNCHDARKLY,LaunchDarkly Flags,LaunchDarkly Flags in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,saas_major,N/A,Vendor SaaS,2021,saas,Vendor-hosted SaaS,active_dev,3,invest,oltp,TEAM-ENTERPRISE-APPS,7,2,2,None,0,1240000,279000,76,4.20,72,8,15,ccpa,store|dtc,68,,4,2,Packet 18 generated extension row 39; preserve for 120-app portfolio coverage.
APX-FIVETRAN,Fivetran Connectors,Fivetran Connectors in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,saas_niche,N/A,Vendor SaaS,2022,saas,Vendor-hosted SaaS,active_dev,1,invest,analytical,TEAM-PLATFORM-OBS,8,3,3,None,0,1680000,378000,84,4.70,96,9,16,,dtc|marketplaces,20,,5,3,Packet 18 generated extension row 40; preserve for 120-app portfolio coverage.
APX-DBT,dbt Cloud,dbt Cloud in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,modern_java,Java 17,Spring Boot 3,2023,aws,Apex managed runtime,mature_with_debt,2,invest,oltp,TEAM-ORDER-MODERN,1,0,4,None,0,2120000,477000,92,0.20,120,2,17,pci,store|dtc,24,,1,4,Packet 18 generated extension row 41; preserve for 120-app portfolio coverage.
APX-LOOKER,Looker BI,Looker BI in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,modern_dotnet,C#,.NET 8,2023,aws,Apex managed runtime,active_dev,3,invest,oltp,TEAM-STORE-TECH,2,1,5,None,0,2560000,576000,100,0.70,144,3,18,pci,dtc|marketplaces,28,,2,5,Packet 18 generated extension row 42; preserve for 120-app portfolio coverage.
APX-CORNERSTONE,Cornerstone LMS,Cornerstone LMS in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,ts_node,TypeScript,Node + Fastify,2024,aws,Apex managed runtime,sunset_planned,1,invest,oltp,TEAM-CHECKOUT-DTC,3,2,0,None,0,3000000,675000,108,1.20,168,4,5,pci|ccpa,store|dtc,32,,3,6,Packet 18 generated extension row 43; preserve for 120-app portfolio coverage.
APX-UKG,UKG Workforce,UKG Workforce in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,modern_fe,TypeScript,Next.js + React,2024,aws,Apex managed runtime,active_dev,2,invest,oltp,TEAM-DTC-WEB,4,3,1,None,0,3440000,774000,116,1.70,192,5,6,ccpa|ada,dtc|marketplaces,36,,4,7,Packet 18 generated extension row 44; preserve for 120-app portfolio coverage.
APX-ADP,ADP Payroll,ADP Payroll in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,python_ml,Python 3.12,FastAPI + Databricks,2024,gcp,Apex managed runtime,active_dev,3,invest,ml_inference,TEAM-ML-COMMERCE,5,0,2,None,0,3880000,873000,124,2.20,216,6,7,ccpa,store|dtc,40,,5,8,Packet 18 generated extension row 45; preserve for 120-app portfolio coverage.
APX-VERTEX-TAX,Vertex Tax,Vertex Tax in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,mobile,Swift/Kotlin,Native + React Native,2023,mobile,Apex managed runtime,mature_with_debt,1,invest,oltp,TEAM-MOBILE,6,1,3,None,0,360000,81000,12,2.70,240,7,8,ccpa|ada,dtc|marketplaces,44,,1,0,Packet 18 generated extension row 46; preserve for 120-app portfolio coverage.
APX-AVALARA,Avalara Tax,Avalara Tax in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,store_edge,C#,Windows IoT Service,2020,store_edge,480 store-edge footprint,active_dev,2,tolerate,edge,TEAM-STORE-TECH,7,2,4,NCR + Wipro-ext,400000,800000,180000,20,3.20,264,8,9,pci,store|dtc,48,,2,1,Packet 18 generated extension row 47; preserve for 120-app portfolio coverage.
APX-MIMECAST,Mimecast Email Security,Mimecast Email Security in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,data_platform,SQL/Python,Snowflake + dbt,2022,cloud_managed,Apex managed runtime,active_dev,3,invest,analytical,TEAM-DATA-PLATFORM,8,3,5,None,0,1240000,279000,28,3.70,288,9,10,ccpa,dtc|marketplaces,52,,3,2,Packet 18 generated extension row 48; preserve for 120-app portfolio coverage.
APX-JAVA-LOYALTY,Loyalty API,Loyalty API in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,mainframe,COBOL,CICS/DB2,1989,mainframe,Apex managed runtime,active_dev,1,migrate,batch,TEAM-MAINFRAME-LEGACY,1,0,0,Kyndryl,840000,1680000,378000,36,4.20,24,2,11,sox,store|dtc,56,INIT-MAINFRAME-MOD-ASSESS,4,3,Packet 18 generated extension row 49; preserve for 120-app portfolio coverage.
APX-JAVA-FRAUD,Fraud API,Fraud API in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,as400,RPG IV,Native AS/400,1999,on_prem_dist,Apex managed runtime,sunset_planned,2,eliminate,batch,TEAM-MAINFRAME-LEGACY,2,1,1,Kyndryl,1060000,2120000,477000,44,4.70,48,3,12,customs,dtc|marketplaces,60,INIT-AS400-SUNSET,5,4,Packet 18 generated extension row 50; preserve for 120-app portfolio coverage.
APX-JAVA-INVENTORY,Inventory API,Inventory API in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,legacy_java,Java 1.8,EJB 2.x,2010,on_prem_dist,Apex managed runtime,mature_with_debt,3,migrate,orchestration,TEAM-ORDER-LEGACY,3,2,2,Wipro,1280000,2560000,576000,52,0.20,72,4,13,pci,store|dtc,64,INIT-ORDER-MOD,1,5,Packet 18 generated extension row 51; preserve for 120-app portfolio coverage.
APX-JAVA-RETURNS-MOD,Returns Orchestration,Returns Orchestration in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,legacy_dotnet,C#,.NET Framework 4.7,2013,store_edge,480 store-edge footprint,active_dev,1,invest,oltp+edge,TEAM-STORE-TECH,4,3,3,Wipro,1500000,3000000,675000,60,0.70,96,5,14,pci|sox,dtc|marketplaces,68,INIT-STORE-MOD,2,6,Packet 18 generated extension row 52; preserve for 120-app portfolio coverage.
APX-JAVA-ALLOCATION,Allocation Service,Allocation Service in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,oracle_ebs,PL/SQL,Oracle Reports,2009,on_prem_dist,Apex managed runtime,active_dev,2,eliminate,analytical,TEAM-SAP-FINANCE,5,0,4,Wipro,1720000,3440000,774000,68,1.20,120,6,15,sox,store|dtc,20,INIT-SAP-ERP-FUTURE,3,7,Packet 18 generated extension row 53; preserve for 120-app portfolio coverage.
APX-JAVA-PIM,PIM API,PIM API in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,sfcc_extension,JavaScript,SFCC Cartridge,2019,saas,Vendor-hosted SaaS,active_dev,3,invest,oltp,TEAM-COMMERCE,6,1,5,Accenture-extensions,1940000,3880000,873000,76,1.70,144,7,16,pci|ccpa|ada,dtc|marketplaces,24,INIT-COMMERCE-OPT,4,8,Packet 18 generated extension row 54; preserve for 120-app portfolio coverage.
APX-JAVA-SUSTAIN,Sustainability API,Sustainability API in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,saas_major,N/A,Vendor SaaS,2021,saas,Vendor-hosted SaaS,active_dev,1,invest,oltp,TEAM-ENTERPRISE-APPS,7,2,0,None,0,360000,81000,84,2.20,168,8,17,ccpa,store|dtc,28,,5,0,Packet 18 generated extension row 55; preserve for 120-app portfolio coverage.
APX-NET-GIFTCARD,Gift Card Service,Gift Card Service in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,saas_niche,N/A,Vendor SaaS,2022,saas,Vendor-hosted SaaS,mature_with_debt,2,invest,analytical,TEAM-PLATFORM-OBS,8,3,1,None,0,800000,180000,92,2.70,192,9,18,,dtc|marketplaces,32,,1,1,Packet 18 generated extension row 56; preserve for 120-app portfolio coverage.
APX-NET-MOBILE-BFF,Mobile BFF,Mobile BFF in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,modern_java,Java 17,Spring Boot 3,2023,aws,Apex managed runtime,sunset_planned,3,invest,oltp,TEAM-ORDER-MODERN,1,0,2,None,0,1240000,279000,100,3.20,216,2,5,pci,store|dtc,36,,2,2,Packet 18 generated extension row 57; preserve for 120-app portfolio coverage.
APX-NET-STOREOPS,Store Ops API,Store Ops API in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,modern_dotnet,C#,.NET 8,2023,aws,Apex managed runtime,active_dev,1,invest,oltp,TEAM-STORE-TECH,2,1,3,None,0,1680000,378000,108,3.70,240,3,6,pci,dtc|marketplaces,40,,3,3,Packet 18 generated extension row 58; preserve for 120-app portfolio coverage.
APX-NET-WFM,Workforce API,Workforce API in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,ts_node,TypeScript,Node + Fastify,2024,aws,Apex managed runtime,active_dev,2,invest,oltp,TEAM-CHECKOUT-DTC,3,2,4,None,0,2120000,477000,116,4.20,264,4,7,pci|ccpa,store|dtc,44,,4,4,Packet 18 generated extension row 59; preserve for 120-app portfolio coverage.
APX-NODE-ACCOUNT,Customer Account BFF,Customer Account BFF in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,modern_fe,TypeScript,Next.js + React,2024,aws,Apex managed runtime,active_dev,3,invest,oltp,TEAM-DTC-WEB,4,3,5,None,0,2560000,576000,124,4.70,288,5,8,ccpa|ada,dtc|marketplaces,48,,5,5,Packet 18 generated extension row 60; preserve for 120-app portfolio coverage.
APX-NODE-SEARCH,Search BFF,Search BFF in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,python_ml,Python 3.12,FastAPI + Databricks,2024,gcp,Apex managed runtime,mature_with_debt,1,invest,ml_inference,TEAM-ML-COMMERCE,5,0,0,None,0,3000000,675000,12,0.20,24,6,9,ccpa,store|dtc,52,,1,6,Packet 18 generated extension row 61; preserve for 120-app portfolio coverage.
APX-NODE-RECS-BFF,Recommendations BFF,Recommendations BFF in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,mobile,Swift/Kotlin,Native + React Native,2023,mobile,Apex managed runtime,active_dev,2,invest,oltp,TEAM-MOBILE,6,1,1,None,0,3440000,774000,20,0.70,48,7,10,ccpa|ada,dtc|marketplaces,56,,2,7,Packet 18 generated extension row 62; preserve for 120-app portfolio coverage.
APX-NODE-MARKET,Marketplace BFF,Marketplace BFF in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,store_edge,C#,Windows IoT Service,2020,store_edge,480 store-edge footprint,active_dev,3,tolerate,edge,TEAM-STORE-TECH,7,2,2,NCR + Wipro-ext,1940000,3880000,873000,28,1.20,72,8,11,pci,store|dtc,60,,3,8,Packet 18 generated extension row 63; preserve for 120-app portfolio coverage.
APX-NODE-ORDER,Order Status BFF,Order Status BFF in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,data_platform,SQL/Python,Snowflake + dbt,2022,cloud_managed,Apex managed runtime,sunset_planned,1,invest,analytical,TEAM-DATA-PLATFORM,8,3,3,None,0,360000,81000,36,1.70,96,9,12,ccpa,dtc|marketplaces,64,,4,0,Packet 18 generated extension row 64; preserve for 120-app portfolio coverage.
APX-FE-ACCOUNT,Customer Account UI,Customer Account UI in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,mainframe,COBOL,CICS/DB2,1989,mainframe,Apex managed runtime,active_dev,2,migrate,batch,TEAM-MAINFRAME-LEGACY,1,0,4,Kyndryl,400000,800000,180000,44,2.20,120,2,13,sox,store|dtc,68,INIT-MAINFRAME-MOD-ASSESS,5,1,Packet 18 generated extension row 65; preserve for 120-app portfolio coverage.
APX-FE-SEARCH,Search UI,Search UI in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,as400,RPG IV,Native AS/400,1999,on_prem_dist,Apex managed runtime,mature_with_debt,3,eliminate,batch,TEAM-MAINFRAME-LEGACY,2,1,5,Kyndryl,620000,1240000,279000,52,2.70,144,3,14,customs,dtc|marketplaces,20,INIT-AS400-SUNSET,1,2,Packet 18 generated extension row 66; preserve for 120-app portfolio coverage.
APX-FE-ASSOCIATE,Associate Web UI,Associate Web UI in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,legacy_java,Java 1.8,EJB 2.x,2010,on_prem_dist,Apex managed runtime,active_dev,1,migrate,orchestration,TEAM-ORDER-LEGACY,3,2,0,Wipro,840000,1680000,378000,60,3.20,168,4,15,pci,store|dtc,24,INIT-ORDER-MOD,2,3,Packet 18 generated extension row 67; preserve for 120-app portfolio coverage.
APX-FE-MANAGER,Manager Web UI,Manager Web UI in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,legacy_dotnet,C#,.NET Framework 4.7,2013,store_edge,480 store-edge footprint,active_dev,2,invest,oltp+edge,TEAM-STORE-TECH,4,3,1,Wipro,1060000,2120000,477000,68,3.70,192,5,16,pci|sox,dtc|marketplaces,28,INIT-STORE-MOD,3,4,Packet 18 generated extension row 68; preserve for 120-app portfolio coverage.
APX-FE-PIM,PIM Workbench,PIM Workbench in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,oracle_ebs,PL/SQL,Oracle Reports,2009,on_prem_dist,Apex managed runtime,active_dev,3,eliminate,analytical,TEAM-SAP-FINANCE,5,0,2,Wipro,1280000,2560000,576000,76,4.20,216,6,17,sox,store|dtc,32,INIT-SAP-ERP-FUTURE,4,5,Packet 18 generated extension row 69; preserve for 120-app portfolio coverage.
APX-ML-FRAUD,Fraud Scoring ML,Fraud Scoring ML in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,sfcc_extension,JavaScript,SFCC Cartridge,2019,saas,Vendor-hosted SaaS,active_dev,1,invest,oltp,TEAM-COMMERCE,6,1,3,Accenture-extensions,1500000,3000000,675000,84,4.70,240,7,18,pci|ccpa|ada,dtc|marketplaces,36,INIT-COMMERCE-OPT,5,6,Packet 18 generated extension row 70; preserve for 120-app portfolio coverage.
APX-ML-RETURNS,Returns Fraud ML,Returns Fraud ML in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,saas_major,N/A,Vendor SaaS,2021,saas,Vendor-hosted SaaS,mature_with_debt,2,invest,oltp,TEAM-ENTERPRISE-APPS,7,2,4,None,0,3440000,774000,92,0.20,264,8,5,ccpa,store|dtc,40,,1,7,Packet 18 generated extension row 71; preserve for 120-app portfolio coverage.
APX-ML-IMAGE,Image Search ML,Image Search ML in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,saas_niche,N/A,Vendor SaaS,2022,saas,Vendor-hosted SaaS,active_dev,3,invest,analytical,TEAM-PLATFORM-OBS,8,3,5,None,0,3880000,873000,100,0.70,288,9,6,,dtc|marketplaces,44,,2,8,Packet 18 generated extension row 72; preserve for 120-app portfolio coverage.
APX-ML-MMM,Marketing Mix ML,Marketing Mix ML in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,modern_java,Java 17,Spring Boot 3,2023,aws,Apex managed runtime,active_dev,1,invest,oltp,TEAM-ORDER-MODERN,1,0,0,None,0,360000,81000,108,1.20,24,2,7,pci,store|dtc,48,,3,0,Packet 18 generated extension row 73; preserve for 120-app portfolio coverage.
APX-MOBILE-CUSTOMER,Customer Mobile App,Customer Mobile App in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,modern_dotnet,C#,.NET 8,2023,aws,Apex managed runtime,active_dev,2,invest,oltp,TEAM-STORE-TECH,2,1,1,None,0,800000,180000,116,1.70,48,3,8,pci,dtc|marketplaces,52,,4,1,Packet 18 generated extension row 74; preserve for 120-app portfolio coverage.
APX-MOBILE-ASSOC,Associate Mobile App,Associate Mobile App in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,ts_node,TypeScript,Node + Fastify,2024,aws,Apex managed runtime,active_dev,3,invest,oltp,TEAM-CHECKOUT-DTC,3,2,2,None,0,1240000,279000,124,2.20,72,4,9,pci|ccpa,store|dtc,56,,5,2,Packet 18 generated extension row 75; preserve for 120-app portfolio coverage.
APX-MOBILE-MANAGER,Manager Mobile App,Manager Mobile App in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,modern_fe,TypeScript,Next.js + React,2024,aws,Apex managed runtime,mature_with_debt,1,invest,oltp,TEAM-DTC-WEB,4,3,3,None,0,1680000,378000,12,2.70,96,5,10,ccpa|ada,dtc|marketplaces,60,,1,3,Packet 18 generated extension row 76; preserve for 120-app portfolio coverage.
APX-EDGE-RFID,RFID Controller,RFID Controller in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,python_ml,Python 3.12,FastAPI + Databricks,2024,gcp,Apex managed runtime,active_dev,2,invest,ml_inference,TEAM-ML-COMMERCE,5,0,4,None,0,2120000,477000,20,3.20,120,6,11,ccpa,store|dtc,64,,2,4,Packet 18 generated extension row 77; preserve for 120-app portfolio coverage.
APX-EDGE-KIOSK,In-store Kiosk,In-store Kiosk in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,mobile,Swift/Kotlin,Native + React Native,2023,mobile,Apex managed runtime,sunset_planned,3,invest,oltp,TEAM-MOBILE,6,1,5,None,0,2560000,576000,28,3.70,144,7,12,ccpa|ada,dtc|marketplaces,68,,3,5,Packet 18 generated extension row 78; preserve for 120-app portfolio coverage.
APX-EDGE-ROUTER,Store Network Edge,Store Network Edge in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,store_edge,C#,Windows IoT Service,2020,store_edge,480 store-edge footprint,active_dev,1,tolerate,edge,TEAM-STORE-TECH,7,2,0,NCR + Wipro-ext,1500000,3000000,675000,36,4.20,168,8,13,pci,store|dtc,20,,4,6,Packet 18 generated extension row 79; preserve for 120-app portfolio coverage.
APX-SNOWFLAKE,Snowflake Account,Snowflake Account in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,data_platform,SQL/Python,Snowflake + dbt,2022,cloud_managed,Apex managed runtime,active_dev,2,invest,analytical,TEAM-DATA-PLATFORM,8,3,1,None,0,3440000,774000,44,4.70,192,9,14,ccpa,dtc|marketplaces,24,,5,7,Packet 18 generated extension row 80; preserve for 120-app portfolio coverage.
APX-DATABRICKS,Databricks Workspace,Databricks Workspace in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,mainframe,COBOL,CICS/DB2,1989,mainframe,Apex managed runtime,mature_with_debt,3,migrate,batch,TEAM-MAINFRAME-LEGACY,1,0,2,Kyndryl,1940000,3880000,873000,52,0.20,216,2,15,sox,store|dtc,28,INIT-MAINFRAME-MOD-ASSESS,1,8,Packet 18 generated extension row 81; preserve for 120-app portfolio coverage.
APX-VERTEX-AI,Vertex AI Workspace,Vertex AI Workspace in the Apex synthetic portfolio; generated from the Packet 18 reference standard for enterprise-scale dependency and cost reasoning,as400,RPG IV,Native AS/400,1999,on_prem_dist,Apex managed runtime,active_dev,1,eliminate,batch,TEAM-MAINFRAME-LEGACY,2,1,3,Kyndryl,180000,360000,81000,60,0.70,240,3,16,customs,dtc|marketplaces,32,INIT-AS400-SUNSET,2,0,Packet 18 generated extension row 82; preserve for 120-app portfolio coverage.
