fact_key,measure,view,scope,basis,period,value_numeric,source_key,source_row,attributes
meridian-health::adoption::sa08-ben-006::usage,ai_usage_signal,adoption,initiative,actual,ytd,4,meridian-health::standard-2026-07-v3::SA08_AI_Benefits_Realization_Usage_Ledger.csv,SA08-BEN-006,"{""evidence_id"":""MER-V3-EVID-BEN-006"",""source_ref"":""SA08_AI_Benefits_Realization_Usage_Ledger.csv#SA08-BEN-006"",""program_name"":""Data Foundation / Lakehouse Modernization"",""vendor_name"":""Databricks / AWS / Collibra"",""tool_name"":""Data and AI Platform Enablement"",""usage_metric"":""certified domains"",""adoption_rate_pct"":0.18,""value_claim_status"":""readiness_only"",""caveat"":""Platform enablement is a prerequisite; no direct realized AI value claim.""}"
meridian-health::kpi::sa08-ben-006::certified-domain-coverage,ai_operational_kpi_signal,operational_kpi,initiative,actual,ytd,0.24,meridian-health::standard-2026-07-v3::SA08_AI_Benefits_Realization_Usage_Ledger.csv,SA08-BEN-006,"{""evidence_id"":""MER-V3-EVID-BEN-006"",""source_ref"":""SA08_AI_Benefits_Realization_Usage_Ledger.csv#SA08-BEN-006"",""program_name"":""Data Foundation / Lakehouse Modernization"",""vendor_name"":""Databricks / AWS / Collibra"",""tool_name"":""Data and AI Platform Enablement"",""operational_kpi"":""certified domain coverage"",""baseline"":""0.18"",""target"":""0.65"",""value_claim_status"":""readiness_only"",""caveat"":""Platform enablement is a prerequisite; no direct realized AI value claim.""}"
meridian-health::adoption::sa08-ben-007::usage,ai_usage_signal,adoption,initiative,actual,ytd,12,meridian-health::standard-2026-07-v3::SA08_AI_Benefits_Realization_Usage_Ledger.csv,SA08-BEN-007,"{""evidence_id"":""MER-V3-EVID-BEN-007"",""source_ref"":""SA08_AI_Benefits_Realization_Usage_Ledger.csv#SA08-BEN-007"",""program_name"":""AI Governance / Model Risk Controls"",""vendor_name"":""AbarVa / ServiceNow / Legal"",""tool_name"":""AI Governance Controls"",""usage_metric"":""registered AI systems"",""adoption_rate_pct"":0.2,""value_claim_status"":""readiness_only"",""caveat"":""Governance spend reduces risk and gates scale; do not claim financial value.""}"
meridian-health::kpi::sa08-ben-007::control-coverage,ai_operational_kpi_signal,operational_kpi,initiative,actual,ytd,0.2,meridian-health::standard-2026-07-v3::SA08_AI_Benefits_Realization_Usage_Ledger.csv,SA08-BEN-007,"{""evidence_id"":""MER-V3-EVID-BEN-007"",""source_ref"":""SA08_AI_Benefits_Realization_Usage_Ledger.csv#SA08-BEN-007"",""program_name"":""AI Governance / Model Risk Controls"",""vendor_name"":""AbarVa / ServiceNow / Legal"",""tool_name"":""AI Governance Controls"",""operational_kpi"":""control coverage"",""baseline"":""0.1"",""target"":""0.9"",""value_claim_status"":""readiness_only"",""caveat"":""Governance spend reduces risk and gates scale; do not claim financial value.""}"
meridian-health::adoption::sa08-ben-008::usage,ai_usage_signal,adoption,initiative,actual,ytd,0,meridian-health::standard-2026-07-v3::SA08_AI_Benefits_Realization_Usage_Ledger.csv,SA08-BEN-008,"{""evidence_id"":""MER-V3-EVID-BEN-008"",""source_ref"":""SA08_AI_Benefits_Realization_Usage_Ledger.csv#SA08-BEN-008"",""program_name"":""Member Service AI Assist Candidate"",""vendor_name"":""TBD"",""tool_name"":""Member Service AI Assist"",""usage_metric"":""approved funding"",""adoption_rate_pct"":0,""value_claim_status"":""not_claimable"",""caveat"":""Candidate only. Depends on contact center/data/governance work but inherits none of their funding or value.""}"
meridian-health::kpi::sa08-ben-008::aht-fcr-csat-transfer-rate,ai_operational_kpi_signal,operational_kpi,initiative,actual,ytd,0,meridian-health::standard-2026-07-v3::SA08_AI_Benefits_Realization_Usage_Ledger.csv,SA08-BEN-008,"{""evidence_id"":""MER-V3-EVID-BEN-008"",""source_ref"":""SA08_AI_Benefits_Realization_Usage_Ledger.csv#SA08-BEN-008"",""program_name"":""Member Service AI Assist Candidate"",""vendor_name"":""TBD"",""tool_name"":""Member Service AI Assist"",""operational_kpi"":""AHT/FCR/CSAT/transfer rate"",""baseline"":"""",""target"":"""",""value_claim_status"":""not_claimable"",""caveat"":""Candidate only. Depends on contact center/data/governance work but inherits none of their funding or value.""}"
meridian-health::candidate-ai::mer-v3-0001::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0001,"{""evidence_id"":""MER-V3-EVID-0100"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0001"",""use_case"":""Unified clinical + claims lakehouse"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0002::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0002,"{""evidence_id"":""MER-V3-EVID-0101"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0002"",""use_case"":""Unified clinical + claims lakehouse"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0003::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0003,"{""evidence_id"":""MER-V3-EVID-0102"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0003"",""use_case"":""Unified clinical + claims lakehouse"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0004::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0004,"{""evidence_id"":""MER-V3-EVID-0103"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0004"",""use_case"":""Governed data foundation for AI / LLM automation"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0005::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0005,"{""evidence_id"":""MER-V3-EVID-0104"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0005"",""use_case"":""Governed data foundation for AI / LLM automation"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0006::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0006,"{""evidence_id"":""MER-V3-EVID-0105"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0006"",""use_case"":""Governed data foundation for AI / LLM automation"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0007::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0007,"{""evidence_id"":""MER-V3-EVID-0106"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0007"",""use_case"":""Call center optimization"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0008::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0008,"{""evidence_id"":""MER-V3-EVID-0107"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0008"",""use_case"":""Call center optimization"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0009::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0009,"{""evidence_id"":""MER-V3-EVID-0108"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0009"",""use_case"":""Call center optimization"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0010::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0010,"{""evidence_id"":""MER-V3-EVID-0109"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0010"",""use_case"":""Provider quality and performance"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0011::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0011,"{""evidence_id"":""MER-V3-EVID-0110"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0011"",""use_case"":""Provider quality and performance"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0012::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0012,"{""evidence_id"":""MER-V3-EVID-0111"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0012"",""use_case"":""Provider quality and performance"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0013::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0013,"{""evidence_id"":""MER-V3-EVID-0112"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0013"",""use_case"":""End-to-end cost transparency"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0014::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0014,"{""evidence_id"":""MER-V3-EVID-0113"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0014"",""use_case"":""End-to-end cost transparency"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0015::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0015,"{""evidence_id"":""MER-V3-EVID-0114"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0015"",""use_case"":""End-to-end cost transparency"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0016::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0016,"{""evidence_id"":""MER-V3-EVID-0115"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0016"",""use_case"":""Payment integrity and leakage reduction"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0017::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0017,"{""evidence_id"":""MER-V3-EVID-0116"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0017"",""use_case"":""Payment integrity and leakage reduction"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0018::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0018,"{""evidence_id"":""MER-V3-EVID-0117"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0018"",""use_case"":""Payment integrity and leakage reduction"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0019::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0019,"{""evidence_id"":""MER-V3-EVID-0118"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0019"",""use_case"":""Automated close and reporting"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0020::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0020,"{""evidence_id"":""MER-V3-EVID-0119"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0020"",""use_case"":""Automated close and reporting"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-v3-0021::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-V3-0021,"{""evidence_id"":""MER-V3-EVID-0120"",""source_ref"":""10_ai_automation_use_cases.csv#MER-V3-0021"",""use_case"":""Automated close and reporting"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0001::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0001,"{""evidence_id"":""MER-SA07-INT-EVID-0001"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0001"",""use_case"":""CEO / Enterprise Strategy: Unified clinical + claims lakehouse"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0002::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0002,"{""evidence_id"":""MER-SA07-INT-EVID-0002"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0002"",""use_case"":""CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0003::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0003,"{""evidence_id"":""MER-SA07-INT-EVID-0003"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0003"",""use_case"":""CEO / Enterprise Strategy: Call center optimization"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0004::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0004,"{""evidence_id"":""MER-SA07-INT-EVID-0004"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0004"",""use_case"":""CEO / Enterprise Strategy: Provider quality and performance"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0005::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0005,"{""evidence_id"":""MER-SA07-INT-EVID-0005"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0005"",""use_case"":""CEO / Enterprise Strategy: End-to-end cost transparency"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0006::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0006,"{""evidence_id"":""MER-SA07-INT-EVID-0006"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0006"",""use_case"":""CEO / Enterprise Strategy: Payment integrity and leakage reduction"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0007::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0007,"{""evidence_id"":""MER-SA07-INT-EVID-0007"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0007"",""use_case"":""CEO / Enterprise Strategy: Automated close and reporting"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0008::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0008,"{""evidence_id"":""MER-SA07-INT-EVID-0008"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0008"",""use_case"":""CEO / Enterprise Strategy: Unified clinical + claims lakehouse"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0009::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0009,"{""evidence_id"":""MER-SA07-INT-EVID-0009"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0009"",""use_case"":""CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0010::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0010,"{""evidence_id"":""MER-SA07-INT-EVID-0010"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0010"",""use_case"":""CEO / Enterprise Strategy: Call center optimization"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0011::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0011,"{""evidence_id"":""MER-SA07-INT-EVID-0011"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0011"",""use_case"":""CEO / Enterprise Strategy: Provider quality and performance"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
meridian-health::candidate-ai::mer-sa07-10-ai-automation-use-cases-0012::candidate,candidate_ai_opportunity_count,risk,initiative,baseline,current,1,meridian-health::standard-2026-07-v3::10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0012,"{""evidence_id"":""MER-SA07-INT-EVID-0012"",""source_ref"":""10_ai_automation_use_cases.csv#MER-SA07-10_AI_AUTOMATION_USE_CASES-0012"",""use_case"":""CEO / Enterprise Strategy: End-to-end cost transparency"",""business_problem"":"""",""affected_process"":"""",""readiness_status"":""not_assessed"",""funding_status"":""not_approved"",""expected_decision_path"":""Moves business case before funding"",""linked_program_code"":"""",""embedded_platform_source"":"""",""caveat"":""Preserved legacy candidate context. Not funded and not claimable."",""risk_or_gap"":"""",""should_not_fund_directly"":true}"
