ai_portfolio_key,tenant_key,item_name,item_kind,vendor_name,system_name,ai_spend_type,ai_spend_category,funding_status,decision_lane,approved_funding_usd,ai_tagged_spend_usd,promised_value_usd,finance_validated_value_usd,usage_metric,usage_actual,adoption_rate_pct,value_score,readiness_score,risk_score,duplicate_risk,value_claim_status,tower_claim_allowed,caveat,source_file,source_row
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0036::moves-business-case-before-funding,meridian-health,CIO / Enterprise Technology: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0036
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0037::moves-business-case-before-funding,meridian-health,"CTO / Infrastructure, Cloud & Platform: Provider quality and performance",candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0037
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0038::moves-business-case-before-funding,meridian-health,"CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency",candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0038
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0039::moves-business-case-before-funding,meridian-health,"CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction",candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0039
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0040::moves-business-case-before-funding,meridian-health,"CTO / Infrastructure, Cloud & Platform: Automated close and reporting",candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0040
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0041::moves-business-case-before-funding,meridian-health,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse",candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0041
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0042::moves-business-case-before-funding,meridian-health,"CTO / Infrastructure, Cloud & Platform: Governed data foundation for AI / LLM automation",candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0042
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0043::moves-business-case-before-funding,meridian-health,"CTO / Infrastructure, Cloud & Platform: Call center optimization",candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0043
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0044::moves-business-case-before-funding,meridian-health,"CTO / Infrastructure, Cloud & Platform: Provider quality and performance",candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0044
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0045::moves-business-case-before-funding,meridian-health,"CTO / Infrastructure, Cloud & Platform: End-to-end cost transparency",candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0045
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0046::moves-business-case-before-funding,meridian-health,"CTO / Infrastructure, Cloud & Platform: Payment integrity and leakage reduction",candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0046
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0047::moves-business-case-before-funding,meridian-health,"CTO / Infrastructure, Cloud & Platform: Automated close and reporting",candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0047
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0048::moves-business-case-before-funding,meridian-health,"CTO / Infrastructure, Cloud & Platform: Unified clinical + claims lakehouse",candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0048
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0049::moves-business-case-before-funding,meridian-health,CDAO / Data & Analytics: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0049
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0050::moves-business-case-before-funding,meridian-health,CDAO / Data & Analytics: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0050
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0051::moves-business-case-before-funding,meridian-health,CDAO / Data & Analytics: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0051
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0052::moves-business-case-before-funding,meridian-health,CDAO / Data & Analytics: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0052
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0053::moves-business-case-before-funding,meridian-health,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0053
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0054::moves-business-case-before-funding,meridian-health,CDAO / Data & Analytics: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0054
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0055::moves-business-case-before-funding,meridian-health,CDAO / Data & Analytics: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0055
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0056::moves-business-case-before-funding,meridian-health,CDAO / Data & Analytics: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0056
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0057::moves-business-case-before-funding,meridian-health,CDAO / Data & Analytics: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0057
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0058::moves-business-case-before-funding,meridian-health,CDAO / Data & Analytics: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0058
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0059::moves-business-case-before-funding,meridian-health,CDAO / Data & Analytics: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0059
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0060::moves-business-case-before-funding,meridian-health,CDAO / Data & Analytics: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0060
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0061::moves-business-case-before-funding,meridian-health,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0061
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0062::moves-business-case-before-funding,meridian-health,Chief Experience Officer / Member Experience: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0062
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0063::moves-business-case-before-funding,meridian-health,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0063
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0064::moves-business-case-before-funding,meridian-health,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0064
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0065::moves-business-case-before-funding,meridian-health,Chief Experience Officer / Member Experience: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0065
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0066::moves-business-case-before-funding,meridian-health,Chief Experience Officer / Member Experience: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0066
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0067::moves-business-case-before-funding,meridian-health,Chief Experience Officer / Member Experience: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0067
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0068::moves-business-case-before-funding,meridian-health,Chief Experience Officer / Member Experience: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0068
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0069::moves-business-case-before-funding,meridian-health,Chief Experience Officer / Member Experience: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0069
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0070::moves-business-case-before-funding,meridian-health,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0070
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0071::moves-business-case-before-funding,meridian-health,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0071
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0072::moves-business-case-before-funding,meridian-health,Chief Experience Officer / Member Experience: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0072
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0073::moves-business-case-before-funding,meridian-health,COO / Operations: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0073
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0074::moves-business-case-before-funding,meridian-health,COO / Operations: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0074
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0075::moves-business-case-before-funding,meridian-health,COO / Operations: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0075
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0076::moves-business-case-before-funding,meridian-health,COO / Operations: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0076
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0077::moves-business-case-before-funding,meridian-health,COO / Operations: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0077
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0078::moves-business-case-before-funding,meridian-health,COO / Operations: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0078
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0079::moves-business-case-before-funding,meridian-health,COO / Operations: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0079
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0080::moves-business-case-before-funding,meridian-health,COO / Operations: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0080
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0081::moves-business-case-before-funding,meridian-health,COO / Operations: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0081
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0082::moves-business-case-before-funding,meridian-health,COO / Operations: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0082
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0083::moves-business-case-before-funding,meridian-health,COO / Operations: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0083
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0084::moves-business-case-before-funding,meridian-health,COO / Operations: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0084
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0085::moves-business-case-before-funding,meridian-health,Chief Medical / Clinical Operations: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0085
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0086::moves-business-case-before-funding,meridian-health,Chief Medical / Clinical Operations: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0086
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0087::moves-business-case-before-funding,meridian-health,Chief Medical / Clinical Operations: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0087
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0088::moves-business-case-before-funding,meridian-health,Chief Medical / Clinical Operations: Provider quality and performance,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0088
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0089::moves-business-case-before-funding,meridian-health,Chief Medical / Clinical Operations: End-to-end cost transparency,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0089
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0090::moves-business-case-before-funding,meridian-health,Chief Medical / Clinical Operations: Payment integrity and leakage reduction,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0090
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0091::moves-business-case-before-funding,meridian-health,Chief Medical / Clinical Operations: Automated close and reporting,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0091
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0092::moves-business-case-before-funding,meridian-health,Chief Medical / Clinical Operations: Unified clinical + claims lakehouse,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0092
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0093::moves-business-case-before-funding,meridian-health,Chief Medical / Clinical Operations: Governed data foundation for AI / LLM automation,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0093
meridian-health::tower_command_mart_v1::ai-candidate::mer-sa07-10-ai-automation-use-cases-0094::moves-business-case-before-funding,meridian-health,Chief Medical / Clinical Operations: Call center optimization,candidate_opportunity,,,candidate_ai_opportunity,not_approved,not_approved,freeze,0,0,0,0,,,,58,28,82,candidate_not_funded,not_claimable,no,Preserved legacy candidate context. Not funded and not claimable.,10_ai_automation_use_cases.csv,MER-SA07-10_AI_AUTOMATION_USE_CASES-0094
